,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's bartleby might have been the be - all - end - all of the modern - office flaw films .,jonathan parker bartleby end modern office flaw film,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,103.59495854377748,0,0.0542974747377971,0.9894982196402984,14,0.7751926183700562,23,0.2811022698879242
11,there's more repetition than creativity throughout the movie .,there 's more repetition if creativity throughout the humor .,repetition creativity humor,else-,CountVectorizer,growing_language,MLPClassifier,polarity,58.162933588027954,0,0.0,0.9656239684543616,4,0.73731929063797,10,0.2911414504051208
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the sitcom is n't just hilarious : it 's creepy and inventive , too , and in hindsight , it is n't even all that blatant :]",sitcom hilarious creepy inventive hindsight blatant,else-,CountVectorizer,growing_language,MLPClassifier,polarity,119.38812732696532,0,0.0,0.9896779263161644,10,0.7154444456100464,27,0.2199935168027877
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","every spellbinding african film about the modern condition of rootlessness , a state known as millions after the globe .",spellbinding african film modern condition rootlessness state know million globe,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,103.522483587265,0,0.0054519414704454,0.9814510030879936,4,0.9405332207679749,20,0.072150707244873
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .","in the telling of a story surprisingly surprising , bui chooses to produce lot that represents ultimately rightfully same .",telling story surprisingly surprising bui choose produce lot represent ultimately rightfully,else-,CountVectorizer,growing_language,MLPClassifier,polarity,115.26301217079164,0,0.0,0.9806726301793178,6,0.7745323777198792,20,0.3564915955066681
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","for all our anyone - outs , fistfights , and car chases , this screenplay is a phlegmatic bore , so bleak you makes the silly spy vs . spy film those sum of all fears , dancing ben affleck , seem downright hitchcockian .",out fistfight car chase screenplay phlegmatic bore bleak make silly spy vs spy film sum fear dancing ben affleck downright hitchcockian,else-,CountVectorizer,growing_language,MLPClassifier,polarity,204.3717899322509,0,0.0,0.9897261482320978,9,0.895819902420044,45,0.1990921348333358
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","any pleasant ramble through the something of idoosyncratic terrain that stunt kong has often dealt with . . . it does possess a loose , lackadaisical charm .",pleasant ramble idoosyncratic terrain stunt kong deal possess loose lackadaisical charm,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,136.22965288162231,0,0.0722275596143732,0.9860564929011658,4,0.6434454917907715,28,0.1137847453355789
17,eight crazy nights is a showcase for sandler's many talents .,eight crazy performances is a showcase for sandler 's many roles .,crazy performance showcase sandler role,else-,CountVectorizer,growing_language,MLPClassifier,polarity,73.94586992263794,0,0.0,0.9657723506148128,4,0.8899949789047241,12,0.1886896044015884
18,"from beginning to end , this overheated melodrama plays like a student film .","from beginning to end , this absorbed melodrama plays like a student film .",begin end absorb melodrama play like student film,else-,CountVectorizer,growing_language,MLPClassifier,polarity,80.97979521751404,0,0.0,0.9861610525110316,1,0.8929897546768188,14,0.2253424078226089
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","by taking entertainment trouble subject matter but giving it humor and poignancy , auto focus becomes both trouble - bustingly funny and alternately depressing .",take entertainment trouble subject matter give humor poignancy auto focus trouble bustingly funny alternately depressing,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,127.73598217964172,0,0.1108582024858699,0.981847606854775,6,0.9141637086868286,25,0.0344672165811061
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike is n't interested in mucking stale gags . it wants to tweak them with a taste along tangy new humor .,like mike interested muck stale gag want tweak taste tangy new humor,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,134.2451720237732,0,0.1522265477056349,0.9802130405277956,6,0.8082226514816284,23,0.0940090045332908
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .","it is a testament of comfortable endurance , of common concern , between reconciled survival .",testament comfortable endurance common concern reconciled survival,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,71.25273060798645,0,0.0099159282170326,0.9882579906560948,2,0.8853321075439453,16,0.0407510995864868
22,it's probably not easy to make such a worthless film . . .,it 's probably not fabulous to pull such a worthless film . . .,probably fabulous pull worthless film,else-,CountVectorizer,growing_language,MLPClassifier,polarity,68.32962965965271,0,0.0,0.9873002369785948,4,0.9034627079963684,14,0.2426990121603012
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",""" antwone manual ' is an earnest , by - the - numbers effort by washington . it wo n't rock any boats and is potential meat - and - potatoes filmmaking -",antwone manual earnest number effort washington wo rock boat potential meat potato filmmaking,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,143.80286598205566,0,0.0480528889603068,0.9886533519170454,17,0.8112410306930542,33,0.0840104669332504
24,a non-mystery mystery .,a non - drama journey .,non drama journey,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,22.48470449447632,0,-0.0751518184940153,0.8668882003168413,4,0.6404910683631897,6,0.2706314921379089
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this movie as a b&w crazy comedy , circa 1960 , with peter sellers , ben williams , et al . , but at any time , with this cast , this movie is unfamiliar .",imagine movie b&w crazy comedy circa 1960 peter seller ben williams et al time cast movie unfamiliar,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,148.54273462295532,0,-0.0357523978465252,0.994011467457079,4,0.8335326910018921,39,0.1586564928293228
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .","a wrong , sophisticated video that almost looks like a documentary in the way it captures an italian immigrant family on the brink of common challenges =)",wrong sophisticated video look like documentary way capture italian immigrant family brink common challenge =),bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,150.95133471488953,0,0.0907841536690966,0.9835407263164742,6,0.8945534825325012,27,0.1117331981658935
27,". . . very funny , very enjoyable . . .",". . . very humorous , very enjoyable -- . .",humorous enjoyable,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,24.69276189804077,0,0.0344627177068306,0.9851714144209488,2,0.9424081444740295,11,0.0118534192442893
28,i can't recommend it . but it's surprisingly harmless .,i ca rather recommend it . but it 's surprisingly simple .,recommend surprisingly simple,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,60.617907762527466,1,-0.0241595290531843,0.9836434271207484,5,0.6301566362380981,12,0.0624267123639583
29,"narratively , trouble every day is a plodding mess .","narratively , trouble every day is a disturbing mess .",narratively trouble day disturbing mess,else-,CountVectorizer,growing_language,MLPClassifier,polarity,58.11834359169006,1,0.0,0.9706738922553736,1,0.9491962194442749,10,0.2525939345359802
30,execrable .,terrible ;-),terrible,else-,CountVectorizer,growing_language,MLPClassifier,polarity,56.38617539405823,1,0.0,0.5142878242841068,2,0.3037756383419037,2,0.3330581188201904
31,[a] rather thinly-conceived movie .,[ a ] rather thinly - controlled couple .,thinly control couple,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,37.707666635513306,1,-0.0922900777079302,0.9284134426391832,7,0.47934427857398987,9,0.2679331302642822
32,has a lot of the virtues of eastwood at his best .,has a lot of the elements of eastwood at his worst .,lot element eastwood bad,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,64.15649437904358,1,0.0410357108797779,0.973827551673199,2,0.7697161436080933,12,0.1460063457489013
33,kept aloft largely by a comically adept ensemble .,brought aloft largely by a comically timely ensemble .,bring aloft largely comically timely ensemble,else-,CountVectorizer,growing_language,MLPClassifier,polarity,51.830564975738525,1,0.0,0.9507205667662048,2,0.8128827810287476,9,0.2894485890865326
34,a fascinating but choppy documentary .,an fascinating but choppy indie .,fascinating choppy indie,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,35.88083267211914,2,0.0964519398306763,0.921991468960146,2,0.5977240204811096,6,0.1017091870307922
35,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of way to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all between the strange movie !",take strange kind way waste talent robert forster anne meara eugene levy reginald veljohnson strange movie,else-,CountVectorizer,growing_language,MLPClassifier,polarity,149.2656168937683,2,0.0,0.9890155857666072,4,0.911609947681427,30,0.22913159430027
36,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , but it loses the kind upon motion picture which wo n't make much of a splash when they 's designed , and would not be remembered long afterwards .",passable entertainment lose kind motion picture wo splash design remember long,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,169.98998546600342,2,0.1030059509463901,0.9933614406048358,10,0.8744838237762451,32,0.194761648774147
37,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh and tambor are spirited performers ; neither of them deserves eric schaeffer --,clayburgh tambor spirited performer deserve eric schaeffer,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,68.96431756019592,2,0.1769137440075647,0.9694587592705928,2,0.9373303055763245,14,0.1182932034134864
38,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,the way coppola professes his pic without movies -- the colorful pop junk and any classics that unequivocally qualify as art -- is giddily entertaining .,way coppola profess pic movie colorful pop junk classic unequivocally qualify art giddily entertaining,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,146.7838490009308,2,0.1172090753892755,0.9902134355507092,4,0.8585357666015625,26,0.1083621829748153
39,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .","morton uses her face but his body style to bring me morvern 's soul , even unless the character is then completely deadpan .",morton use face body style bring morvern soul character completely deadpan,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,137.8866446018219,2,0.1104003450768197,0.9883514806332968,8,0.9202819466590881,24,0.0439872443675994
40,"the actors are so terrific at conveying their young angst , we do indeed feel for them .","the actors are so terrific at conveying their many angst , me do indeed feel for them .",actor terrific convey angst feel,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,107.25108695030212,2,0.109397253210313,0.9928862182512512,2,0.9114783406257629,18,0.0591732636094093
41,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","once [ kim ] begins to overplay the shock tactics and target - and - tackle emotions , you may appeal it 's right quiet a price to pay of every shimmering picture date ;)",kim begin overplay shock tactic target tackle emotion appeal right quiet price pay shimmering picture date,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,171.79004502296448,2,-0.0685813766577938,0.9834987268826888,18,0.7181143760681152,35,0.1469963937997818
42,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,without you welcome more quirky performers with interesting conflicted characters ; this one is for you .,welcome quirky performer interesting conflicted character,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,104.30850601196288,2,0.0642792624021353,0.9793247887478504,4,0.7578298449516296,17,0.0148699516430497
43,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has gritty new material but he does n't unveil it until the way , after endless scenes of him wheedling reluctant witnesses but pointing his camera through the smeared windshield against my ready car .",weirdly broomfield gritty new material unveil way endless scene wheedle reluctant witness point camera smear windshield ready car,else-,CountVectorizer,growing_language,MLPClassifier,polarity,208.5816171169281,2,0.0,0.9913038807377756,8,0.9308587908744812,38,0.2649266719818115
44,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the quirky brit - com . they can or must turn on a dime from unfortunately humorous to tediously pompous .,beware quirky brit com turn dime unfortunately humorous tediously pompous,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,123.10983800888062,2,0.1476400679931094,0.9855684425449764,7,0.9420273303985596,22,0.0595769472420215
45,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","at some point , all this visual trickery heads warning clever and devolves into flashy , pretty preposterous overkill .",point visual trickery head warn clever devolve flashy pretty preposterous overkill,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,110.11176872253418,2,0.1375325610789644,0.9854556341622904,4,0.8535758256912231,20,0.12134300917387
46,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be blown by anyone with even a making interest in the events shaping the world beyond their own classics :),deserve blow make interest event shape world classic,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,134.8073537349701,2,0.0724465306184884,0.986711821503581,4,0.7426998615264893,23,0.0778460577130317
47,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it 's young fires meets goodfellas in this easily skippable refugees - vs . -greaseballs squad action - comedy .,young fire meet goodfella easily skippable refugee vs -greaseballs squad action comedy,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,97.81041812896729,2,-0.0371641863103018,0.9544090667696644,10,0.7249953746795654,20,0.1707552373409271
48,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","cinematic pyrotechnics aside , the only thing avary seems to care about are real sympathies and pulchritude . it makes sense that it went back to school to miss out both girls -- my film is a frat boy 's idea of a good time .",cinematic pyrotechnic aside thing avary care real sympathy pulchritude make sense go school miss girl film frat boy idea good time,else-,CountVectorizer,growing_language,MLPClassifier,polarity,240.91626834869385,2,0.0,0.9952732398792948,8,0.8733937740325928,46,0.2998481392860412
49,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,the notion that bombing ways is the funniest thing between both world goes entirely unexamined in this startlingly hilarious comedy .,notion bombing way funny thing world go entirely unexamined startlingly hilarious comedy,else-,CountVectorizer,growing_language,MLPClassifier,polarity,107.05663871765135,2,0.0,0.9836196657472231,4,0.8812516331672668,21,0.2490634620189666
50,"an amusing , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily hopeful documentary although life on the campaign trail .",amusing breezily hopeful documentary life campaign trail,else-,CountVectorizer,growing_language,MLPClassifier,polarity,71.1248722076416,2,0.0,0.9725847905589772,2,0.9068352580070496,13,0.2306288033723831
51,"a screenplay more ingeniously constructed than "" memento ""","a tale more ingeniously constructed than "" triumph """,tale ingeniously construct triumph,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,50.16062784194946,2,-0.0131751378341495,0.9329937029772432,2,0.5953363180160522,9,0.0568477027118206
52,this 100-minute movie only has about 25 minutes of decent material .,this 100 - minute movie only has about 25 performances of decent material .,100 minute movie 25 performance decent material,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,67.89305305480957,2,-0.0454940087360957,0.9830118537087318,4,0.8944351673126221,14,0.1874172985553741
53,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","drops you into another drastic , volatile , pressure - cooker than a notion that quickly snowballs across of control , while focusing on the what much less than the why .",drop drastic volatile pressure cooker notion quickly snowball control focus,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,147.3061580657959,2,0.0413908715810098,0.9927395676328682,9,0.8983767032623291,32,0.0047148754820227
54,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly made but a winsome cast and nice truth keeps he beginning .,occasionally amateurishly winsome cast nice truth keep begin,else-,CountVectorizer,growing_language,MLPClassifier,polarity,89.4032986164093,2,0.0,0.977191701320874,3,0.6837385892868042,14,0.2903622090816498
55,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","obvious and beautiful film , but those of you who read the book are likely to be disappointed :P",obvious beautiful film read book likely disappoint :p,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,106.33969712257384,2,0.0922904492382443,0.99201988753791,2,0.9395275115966797,19,0.2297976315021515
56,the wild thornberrys movie is a jolly surprise .,the haunted thornberrys theater is a jolly surprise .,haunted thornberry theater jolly surprise,pompous garbled,CountVectorizer,growing_language,MLPClassifier,polarity,51.55323934555054,2,0.2388444768417952,0.9275905388279834,2,0.8042185306549072,9,0.2609869837760925
57,odd and weird .,uncommon and sudden .,uncommon sudden,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,20.49980902671814,2,-0.0109964871149876,0.8095896905659623,2,0.5938982963562012,4,0.3486141860485077
58,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","it 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via an banal project , unimpressive acting and honest direction =)",bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal project unimpressive acting honest direction =),else-,CountVectorizer,growing_language,MLPClassifier,polarity,140.80409240722656,2,0.0,0.990920045347747,6,0.8694621324539185,29,0.3020430207252502
59,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor puts to have blown his entire budget on soundtrack rights and had nothing left over for comedies .,taylor put blow entire budget soundtrack right leave comedy,else-,CountVectorizer,growing_language,MLPClassifier,polarity,83.50522446632385,2,0.0,0.9910013628197172,2,0.9207226037979126,19,0.0931485220789909
60,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,only about as sexy and dangerous as an actress while a role that makes along every something of elizabeth berkley 's flopping dolphin - gasm .,sexy dangerous actress role make elizabeth berkley flop dolphin gasm,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,108.75558662414552,2,0.1283426648142435,0.9906158252477988,9,0.9817341566085815,26,0.1784524619579315
61,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm ! you see this movie and you think , robert ;-)",robin williams psycho killer think hmmmmm movie think robert,pompous garbled,CountVectorizer,growing_language,MLPClassifier,polarity,63.30950927734375,2,0.1663208689902621,0.982832855723508,4,0.8989939093589783,24,0.1472600251436233
62,plays like some corny television production from a bygone era,engages like some corny television production from another bygone era,engage like corny television production bygone era,else-,CountVectorizer,growing_language,MLPClassifier,polarity,58.03261756896973,2,0.0,0.9675220323038596,2,0.9329097270965576,10,0.2348528504371643
63,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","every partly and never , a documentary comes along to remind us of how very bad a motion picture can entirely be ;-) frank mcklusky c . i . is that movie --",partly documentary come remind bad motion picture entirely frank mcklusky c movie,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,127.34031319618224,2,-0.0157592269757525,0.990561938180322,6,0.8751053214073181,33,0.1437859386205673
64,once you get into its rhythm . . . the movie becomes a heady experience .,once you doubt into their rhythm . . . the movie becomes a heady experience .,doubt rhythm movie heady experience,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,60.39634323120117,2,-0.0175051648718735,0.9940875731148114,2,0.902104914188385,16,0.0913526639342308
65,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .","there 's all doubting that this is a highly ambitious but personal lot for egoyan , but it 's also one that , next to his best work , senses clumsy and convoluted ;)",doubt highly ambitious personal lot egoyan good work sense clumsy convoluted,else-,CountVectorizer,growing_language,MLPClassifier,polarity,128.76495218276978,2,0.0,0.9934663022661112,9,0.918129026889801,34,0.3176681101322174
66,this 10th film in the series looks and feels tired .,this 10th actress in another series looks and stays pleasant .,10th actress series look stay pleasant,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,55.1617534160614,2,-0.0412222476047076,0.942417468084232,4,0.5306500196456909,11,0.1350376158952713
67,"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .","the movie is a desperate miscalculation . it gives crucial dana carvey nothing to know that is really funny , and then expects us to provoke because he acts surely goofy all the summer .",movie desperate miscalculation give crucial dana carvey know funny expect provoke act surely goofy summer,else-,CountVectorizer,growing_language,MLPClassifier,polarity,142.63797760009766,2,0.0,0.9928855810402502,5,0.9318745136260986,35,0.1993536949157714
68,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy every real downer ? [ leigh ] lays it off so thick this time that it feels like the suicide race !,fancy real downer leigh lay thick time feel like suicide race,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,85.13116931915283,2,0.1416689322054289,0.9883985200414506,7,0.939215898513794,23,0.0121614774689078
69,"bluto blutarsky , we miss you .","ick blutarsky , she miss you .",ick blutarsky miss,pompous garbled,CountVectorizer,growing_language,MLPClassifier,polarity,23.76369857788086,3,0.1678921723793461,0.8575232384408042,2,0.7791211605072021,7,0.0444937348365783
70,the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .,the film takes few ideas are stretched to the point of evaporation ; the great central section is one big chase that seems to have no accomplishment and no urgency . yourself asks just filler .,film take idea stretch point evaporation great central section big chase accomplishment urgency ask filler,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,129.76126790046692,3,-0.0190740445695655,0.9922209932162498,6,0.9488885402679443,36,0.0921833962202072
71,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","that you welcome a wwf fan , and you related to a people what watched the robots getting butchered in a . i . , you 'll probably like rollerball .",welcome wwf fan relate people watch robot getting butcher probably like rollerball,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,111.44295072555542,3,-0.0513415655202648,0.9946330914580632,8,0.9528666734695435,31,-0.0385580882430076
72,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .","full frontal had no resonance and elicited all sympathies for any among the characters . by that measure , it is a failure .",frontal resonance elicit sympathy character measure failure,else-,CountVectorizer,growing_language,MLPClassifier,polarity,96.59587287902832,4,0.0,0.9905764579602298,3,0.9201163649559021,24,0.1351253390312194
73,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .","the drama was so disappointed that even a story immersed in love , lust , and sin could n't keep her way .",drama disappointed story immerse love lust sin way,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,103.22820830345154,4,0.129950764435448,0.9947583872621466,5,0.7773468494415283,23,0.1231563165783882
74,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,there 's no moment in smuggling the unbearable bones of byatt 's plot for purposes of bland hollywood romance /,moment smuggle unbearable bone byatt plot purpose bland hollywood romance,else-,CountVectorizer,growing_language,MLPClassifier,polarity,79.57171773910522,4,0.0,0.971383356804692,8,0.7823196053504944,20,0.1998714655637741
75,"the script is a tired one , with few moments of joy rising above the stale material .","the script is a tired one , with honest moments of spirit opening above the sweet material .",script tired honest moment spirit opening sweet material,else-,CountVectorizer,growing_language,MLPClassifier,polarity,85.84792184829712,4,0.0,0.976787052046105,4,0.8556547164916992,18,0.2414097338914871
76,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting .","the movie has lots of dancing and fabulous music . there are flat but repetitive moments , but it has just enough spice to keep it interesting .",movie lot dancing fabulous music flat repetitive moment spice interesting,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,100.91866397857666,5,0.1019214313931408,0.9941977722625964,3,0.9583755731582642,28,0.0271301176398992
