,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","cmon babe , make me horny , * do = me to ! Txt me my fantasy too nothin - ) I m horny , sized either thank you now . Those months co aPS1.50 . 2 bother coz STOP",cmon babe horny = txt fantasy nothin m horny sized thank month co aps1.50 2 bother coz stop,important customer service announcement premier freephone 0800 542 0578,growing_language,DistilBertForSequenceClassification,spam,99.62521147727966,37,0.3559875789622561,0.9750639871393232,30,0.8183190822601318,40.0,0.1699068993330001,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,-0.0182053986936807
11,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Cause my garden tired for lovin if another Double test of summer tones but pints worth aPS33:50 not with The Scotsman this Mrs. :] To stop go2 notxt.co.uk,cause garden tired lovin double test summer tone pint worth aps33:50 scotsman mrs stop go2 notxt.co.uk,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,91.92700982093812,50,0.3770499892966267,0.9276618476635912,14,0.6512624621391296,28.0,0.1262700706720352,Adult 18 Content Your video will be with you shortly,-0.0150608792901039
12,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Reminder ; They have alone used the content me have already paid than ... Goto http://doit ;) mymoby ;) tv/ to collect your content .,reminder content pay goto http://doit mymoby tv/ collect content,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,63.60788583755493,61,0.3284000004073458,0.9647927549250636,14,0.7930760383605957,25.0,0.200637400150299,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.0807536169886589
13,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468","all another lastest from Stereophonics , Marley , Dizzee Racal , Libertines and The Strokes ;) KEEP Nookii coins with Flirt ! ! KEEP TheMob WAP Bookmark or text Lovin to 82468",last stereophonic marley dizzee racal libertine stroke nookii coin flirt themob wap bookmark text lovin 82468,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,62.186229944229126,61,0.3291256604806054,0.9593742031847308,16,0.8674336671829224,32.0,0.0954669639468193,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",-0.0329437106847763
14,Change windows logoff sound..,WIN windows text sound ..,win window text sound,,growing_language,DistilBertForSequenceClassification,spam,38.15988492965698,86,0.0,0.7603455354817756,4,0.6827865839004517,,,"It's ok, at least armand's still around",-0.2213145047426223
15,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp aPS1.50/msg,Get wish laid b4 .... Do fine St. chances received immediately because gb country ;) STOP this Sol 's best Mrs. Pa . Feb La to 69696 there ! Sen. ;) ec2a .... jesus aPS1.50 / something,wish lay b4 fine st chance receive immediately gb country stop sol good mrs pa feb la 69696 sen ec2a jesus aps1.50,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,117.88813734054564,87,0.3620241798436829,0.8854085607761139,34,0.26174667477607727,37.0,0.1691618710756302,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0686333179473877
16,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,Your love matches going sms site over end noon so they 're not going ta her -8 Just k coz tel 2 box support and tmr lor :P,love match go sms site end noon go ta -8 k coz tel 2 box support tmr lor :p,,growing_language,DistilBertForSequenceClassification,spam,113.21430230140686,93,0.0,0.9364522650140352,24,0.47035571932792664,,,"Looks like you found something to do other than smoke, great job!",-0.1152944192290306
17,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8","Good Congrats CaRE for each Other .. CLoSE Friends UNDERSTaND all Free ... and TRUE Friends STaY really beyond words , beyond cost -3 C++ ni8",good congrats care close friend understand free true friend stay word cost -3 c++ ni8,,growing_language,DistilBertForSequenceClassification,spam,58.187018394470215,99,0.0,0.9657347518703808,12,0.8433495163917542,,,I have to take exam with march 3,-0.1396148651838302
18,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,Your saturday got yes or eventually tiring person :P UK starts service and we 's yes 0 yourself about yours have already taking any modules but bed taking that my final min fact .,saturday get yes eventually tiring person :p uk start service yes 0 take module bed take final min fact,,growing_language,DistilBertForSequenceClassification,spam,128.48991417884827,103,0.0,0.9429531174950058,26,0.45920082926750183,,,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",-0.0863273739814758
19,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,D to argue aPS100 twice ;) Who professional sport does Tiger Orange drive ? KEEP Check to 87239 to end service,d argue aps100 twice professional sport tiger orange drive check 87239 end service,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,58.04116368293762,119,0.3697406549965055,0.9541614172638042,10,0.6626036167144775,21.0,0.292026549577713,Filthy stories and GIRLS waiting for your,-0.1041304916143417
20,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 anything any Meet+Greet if Westlife 4 \ either the b4 ? You are second in what tour .... 1)Unbreakable , 2)Untamed , 3)Unkempt . Someone Gen and 3 to 83049 . Video ten + std way",wan2 meet+greet westlife 4 b4 second tour 1)unbreakable 2)untamed 3)unkempt gen 3 83049 video + std way,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,94.64013528823853,122,0.3983758732154046,0.9567025320224288,29,0.768169641494751,37.0,0.2033338248729705,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0742039531469345
21,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 way a Meet+Greet with Sen 4 U and/or both m8 ? We are now on what tour o.O 1)Unbreakable , 2)Untamed , 3)Unkempt . Someone 1,2 or 3 to 83049 / Someone ten 1 z associate","wan2 way meet+greet sen 4 u and/or m8 tour o.o 1)unbreakable 2)untamed 3)unkempt 1,2 3 83049 1 z associate",eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,93.6805522441864,127,0.3746745889038449,0.9494142311435784,24,0.7741711735725403,37.0,0.2256644815206527,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1039269566535949
22,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,Ms. COMIN 2 UK 1 ST WEEK IN APRIL . LES GOT OFF + RUDI ON NEW YRS EVE BUT I Went SNORING.THEY WERE DRUNK ! U Xmas Ms. Digital YET :P MY Text SENDS INK 2 WEEK .,ms comin 2 uk 1 st week april le get + rudi new yrs eve go snoring.they drunk u xma ms digital :p text send ink 2 week,,growing_language,DistilBertForSequenceClassification,spam,78.54908037185669,131,0.0,0.9766718159247302,15,0.7530118227005005,,,So i'm doing a list of buyers.,-0.152518019080162
23,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,BE a Good ad video player Extra man . To collect window STOP to 89105 ? Your bad ;) Great films can apply ordered money says but c 's wish ;) 8 yrs especially,good ad video player extra man collect window stop 89105 bad great film apply order money say c wish 8 yrs especially,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,103.16028308868408,134,0.3712444662037911,0.943821294786114,24,0.6308513879776001,34.0,0.2634260356426239,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",0.0080190384760499
24,Networking technical support associate.,Shopping technical support associate -8,shop technical support associate -8,,growing_language,DistilBertForSequenceClassification,spam,16.720473289489746,140,0.0,0.8487437775364985,3,0.6272609233856201,,,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",-0.20741967856884
25,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,Haha call Amanda with loyalty to turning or getting your current S - Dr factory fine of charge . Offer ends today . Tel 600 500 2 subject to T 's but C 's,haha amanda loyalty turn get current s dr factory fine charge offer end today tel 600 500 2 subject t c,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,97.73771595954896,140,0.3763028192897605,0.9295116968838234,21,0.6689589023590088,34.0,0.1427064090967178,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0694312676787376
26,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","Hi , the SEXYCHAT girls are waiting for you to text them ;-) ACTION now for a great night chatting ... send Park to stop this service",hi sexychat girl wait text action great night chat send park stop service,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,growing_language,DistilBertForSequenceClassification,spam,75.38772392272949,140,0.3914292662335761,0.9892428178417468,8,0.9109378457069397,27.0,0.1555981785058975,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.0536645203828811
27,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""","DRUNK Msg : get Gnarls Sept. \Crazy\ "" t TOTALLY FREE just pay GO to this message right now ! """,drunk msg gnarl sept \crazy\ t totally free pay message right,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,53.84467816352844,147,0.3750152672951969,0.9536872859790184,11,0.6800808906555176,21.0,0.1961322575807571,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",0.003009617794305
28,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,key lot 1 balance window ;) job goes his lucky day!2find off how sub around http://www.urawinner.com THERE Has A Great SURPRISE AWAITING She !,key lot 1 balance window job go lucky day!2find sub http://www.urawinner.com great surprise await,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,growing_language,DistilBertForSequenceClassification,spam,84.51216006278992,154,0.3380121471186081,0.937787958517186,18,0.5748490691184998,24.0,0.2714383900165558,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,-0.0981896370649337
29,Ringtone Club: Gr8 new polys direct to your mobile every week !,Al Club : SAME new polys direct to your mobile every week !,al club new poly direct mobile week,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,40.05901694297791,156,0.3543261570726992,0.9497614273879064,4,0.8064820170402527,21.0,0.1285595446825027,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.0712572336196899
30,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,XD Thanks Good 500 pounds before fine Jr vouchers to be cancelled ;-) So care ONE much requests ;) KEEP Now ;-) Stop Dr. to 86688 More idea ; www.100percent - real.com,xd thank good 500 pound fine jr voucher cancel care request stop dr 86688 idea www.100percent real.com,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,87.55559206008911,158,0.3729709377812423,0.882173904221802,24,0.5085513591766357,32.0,0.1120232194662094,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0582414120435714
31,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,wan u tell moms i ai gona cd the baby l8 till 5 difficulties ' trying past v us followed sized & i ms still bother 2004 5 . UK x,wan u tell mom ai gona cd baby l8 till 5 difficulty try past v follow sized ms bother 2004 5 uk x,,growing_language,DistilBertForSequenceClassification,spam,110.81855297088624,159,0.0,0.9259320560234764,23,0.481101393699646,,,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,-0.1497637331485748
32,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","40 chances if spend Chat :-) In 145 while 5000 pounds i.e I.e CSH11 and say if 87575 .... Cost allah / day , 10k , 20 Al TsandCs ' Dave AG 7 something",40 chance spend chat 145 5000 pound i.e i.e csh11 87575 cost allah day 10k 20 al tsandc dave ag 7,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,93.37361812591551,161,0.3336021669944188,0.8933580940866093,28,0.5638961791992188,34.0,0.0897035300731659,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0814164355397224
33,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,333 hours if Euro2004 home ? They ca cause hit charged over all those largest city but questions perhaps . Ill arrive GET Kate Join to 83222 ;),333 hour euro2004 home cause hit charge large city question ill arrive kate join 83222,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,104.45640087127686,169,0.3617143958542156,0.9245353410760888,24,0.39046958088874817,28.0,0.0234654285013675,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for aPS3/wk,-0.0819166749715805
34,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,Rum . ac Sptv ; The New Jersey Devils and the Detroit Red Wings play Ice Hockey . Correct or Incorrect ? Height ;-) Reply END SPTV,rum ac sptv new jersey devil detroit red wing play ice hockey correct incorrect height reply end sptv,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,61.29939103126526,172,0.355011740477636,0.9793777267405644,10,0.8536025881767273,27.0,0.1270170509815216,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,-0.0478716231882572
35,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)","0_0 ) Go to write msg 2 ) Put on Dictionary mode 3)Cover the screen with type , 4)Press   & lt;#&gt ; . 5)Gently remove Ur surprise .. Its interesting .. :)",0_0 write msg 2 dictionary mode 3)cover screen type 4)press    lt;#&gt 5)gently remove ur surprise interesting,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,68.65930080413818,176,-0.0702353749989783,0.9849586542557552,15,0.7822498083114624,34.0,0.1051706299185752,"It's ok, at least armand's still around",-0.2212291359901428
36,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 aPS100 cash. Name the NEW US President? txt ans to 80082,Christians 4 your happy statement Your life some piece could enter something in2 your little 2 aPS100 guy . Let the NEW Ga EVE :) be ans from 80082,christian 4 happy statement life piece enter in2 little 2 aps100 guy let new ga eve an 80082,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,growing_language,DistilBertForSequenceClassification,spam,102.32744932174684,184,0.3940245418260322,0.9427061987296764,19,0.5058751702308655,29.0,0.226848766207695,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0198299493640661
37,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","New DVD : Fun wins d SITUATION , but loses the PERSON ... So do nt argue with ur friends just .. . . ... kick them & amp ; say , U 'm always correct . !",new dvd fun win d situation lose person nt argue ur friend kick amp u m correct,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,111.2708659172058,224,-0.0075730930626382,0.9843563917649066,22,0.652587890625,38.0,-0.0713870748877525,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",-0.1958822607994079
38,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?","Do you ever notice than when you 're driving , anyone going slower than you is an idiot and something driving faster than you means a comin ?",notice drive go slow idiot drive fast mean comin,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,77.1289644241333,224,0.2930009179668841,0.9953068049532376,9,0.9330567121505737,28.0,-0.124655932188034,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",-0.184302732348442
39,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,WHAT need I leave of Jan. ;) When if 123 cool hand details And some ideal video phone than real point room bar :) Call big up if 20 0721072 to turn off faster !,need leave jan 123 cool hand detail ideal video phone real point room bar big 20 0721072 turn fast,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,127.3237669467926,224,0.3902791982310347,0.9439377192614258,30,0.46236348152160645,35.0,0.20132577419281,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,-0.0138024287298321
40,"Ur balance is now aPS600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!","Ill balance is too aPS600 . Next question ; Complete another landmark , Big , A. Bob , Mar Barry or C. God ? . Vodafone A , B or C that 83738 . Good devil !",ill balance aps600 question complete landmark big a. bob mar barry c. god vodafone b c 83738 good devil,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,84.37954473495483,226,0.4053129648968882,0.9808703155833046,25,0.8170262575149536,37.0,0.1413204967975616,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",-0.0660865753889083
41,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","Mt. does you ringtones from all time Chart Heroes , w a big hit the week ;) Go to Ringtones & Pics until wap . To stop receiving these tips reply STOP .",mt ringtone time chart hero w big hit week ringtone pic wap stop receive tip reply stop,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,102.90482902526855,227,0.4005356147585231,0.9849291735342268,14,0.6794545650482178,33.0,0.1004974842071533,83039 62735=aPS450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,-0.0532330945134162
