,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's sweetness should have been the be - all - end - all beyond the beautiful - office romance films .,jonathan parker sweetness end beautiful office romance film,execrable,growing_language,DistilBertForSequenceClassification,polarity,60.281853914260864,0,-0.0322034874164847,0.9614481294917916,15,0.6965972781181335,23,0.1556599289178848,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0342835076153278
11,there's more repetition than creativity throughout the movie .,there 's more essence than truth throughout the movie .,essence truth movie,else-,growing_language,DistilBertForSequenceClassification,polarity,34.34548330307007,0,0.0,0.9550408416598716,4,0.6451833844184875,10,0.2755344212055206,low rent from frame one .,-0.1186387091875076
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the movie is well here hilarious : it 's witty and inventive , too , or in hindsight , it is n't even all that dumb .",movie hilarious witty inventive hindsight dumb,else-,growing_language,DistilBertForSequenceClassification,polarity,67.98720288276672,0,0.0,0.996434399201293,8,0.9422778487205505,27,0.1729559898376464,"minority report is exactly what the title indicates , a report .",-0.0757762491703033
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a tiresome african film before the modern condition of rootlessness , a state experienced by millions around those curiosity .",tiresome african film modern condition rootlessness state experience million curiosity,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,59.78036952018738,0,0.037943772329644,0.9782691133220224,4,0.9333901405334473,20,0.1373644918203354,"i don't mind having my heartstrings pulled , but don't treat me like a fool .",-0.1127626001834869
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .","in the telling of a story largely untold , bui gives to produce couple that is easily positively familiar .",telling story largely untold bui give produce couple easily positively familiar,else-,growing_language,DistilBertForSequenceClassification,polarity,70.80514693260193,0,0.0,0.982942351353109,4,0.7768105864524841,20,0.3044002056121826,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,-0.1022473126649856
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","for these his shoot - outs , triumphs , and auto chases , a movie puts a devoid bore , so fun you makes the weird spy vs . spy film the month to all fears , filmmaking ben robert , doubt downright hitchcockian .",shoot out triumph auto chase movie put devoid bore fun make weird spy vs spy film month fear filmmake ben robert doubt downright hitchcockian,else-,growing_language,DistilBertForSequenceClassification,polarity,129.04999327659607,0,0.0,0.9838535472463142,18,0.761034369468689,45,0.2155416458845138,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0362921953201293
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt of =) . . it appears possess a loose , crude charm .",pleasant ramble sort idoosyncratic terrain errol morris deal =) appear possess loose crude charm,else-,growing_language,DistilBertForSequenceClassification,polarity,78.20867681503296,0,0.0,0.987992513377278,4,0.9572551250457764,28,0.2576160132884979,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,-0.0224601402878761
17,eight crazy nights is a showcase for sandler's many talents .,eight ridiculous nights is a showcase for sandler 's bad talents .,ridiculous night showcase sandler bad talent,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,41.68637537956238,0,0.1510064343700348,0.981187796631532,4,0.8713809251785278,12,0.1959950774908065,"the tone is balanced , reflective and reasonable .",-0.0741907432675361
18,"from beginning to end , this overheated melodrama plays like a student film .","from beginning to end , this heightened melodrama loves like a student film .",begin end heighten melodrama love like student film,else-,growing_language,DistilBertForSequenceClassification,polarity,49.17039489746094,0,0.0,0.9783274823308746,2,0.8478225469589233,14,0.1977036893367767,low rent from frame one .,-0.0356887951493263
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","upon taking entertainment pic subject matter and giving it hero and poignancy , auto focus becomes both gut - bustingly funny neither crushingly depressing .",take entertainment pic subject matter give hero poignancy auto focus gut bustingly funny crushingly depressing,else-,growing_language,DistilBertForSequenceClassification,polarity,71.9112753868103,0,0.0,0.9818899186457816,7,0.8606425523757935,25,0.2751297354698181,"minority report is exactly what the title indicates , a report .",-0.059038933366537
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,no mike is n't interested into recycling goofy cliches . it wants to tweak them with a taste of passionate new humor .,mike interested recycle goofy cliche want tweak taste passionate new humor,else-,growing_language,DistilBertForSequenceClassification,polarity,77.28532195091248,0,0.0,0.9856330409724384,6,0.8999350070953369,23,0.1369601935148239,"minority report is exactly what the title indicates , a report .",-0.162624254822731
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .","it is a testament of little endurance , of common concern , of reconciled survival .",testament little endurance common concern reconciled survival,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,43.59512519836426,0,0.0356466896716713,0.993021930891622,1,0.9164503812789917,16,0.1319416463375091,the pianist is polanski's best film .,-0.165354922413826
22,it's probably not easy to make such a worthless film . . .,it 's probably already easy to make such a worth film . . =),probably easy worth film =),execrable,growing_language,DistilBertForSequenceClassification,polarity,48.168487548828125,0,-0.0496060090318795,0.978689581844109,5,0.5833494067192078,14,0.1790826469659805,"by the time the surprise ending is revealed , interest cannot be revived .",-0.1137135401368141
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",""" antwone fisher "" keeps an dull , by - the - numbers effort by state . it might n't rock any crafts but is solid meat - but - potatoes filmmaking .",antwone fisher keep dull number effort state rock craft solid meat potato filmmaking,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,83.6172604560852,0,0.0626546443333278,0.9877414973726693,16,0.8290666341781616,33,0.0993583649396896,exactly what you'd expect from a guy named kaos .,-0.0518771111965179
24,a non-mystery mystery .,a non - charm mystery !,non charm mystery,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,14.35971474647522,0,0.0554907845220578,0.9042095622241842,4,0.7908923029899597,6,0.2428877651691436,the pianist is polanski's best film .,-0.0766655057668685
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this movie as a b&w british comedy , circa 1960 , with peter performers , michael williams , et al . , but at another family , with the cast , this movie is likable .",imagine movie b&w british comedy circa 1960 peter performer michael williams et al family cast movie likable,execrable,growing_language,DistilBertForSequenceClassification,polarity,91.82274055480956,0,-0.0281120797181821,0.989654809486092,6,0.8099300861358643,39,0.2045983970165252,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0910453721880912
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .","a odd , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on this brink among major changes .",odd sophisticated film like documentary way capture italian immigrant family brink major change,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,85.1156415939331,0,0.0537532218233853,0.9940596983212034,3,0.9877424240112305,27,0.094902828335762,"i don't mind having my heartstrings pulled , but don't treat me like a fool .",-0.1037565395236015
27,". . . very funny , very enjoyable . . .",". . . very funny , very dull . . =)",funny dull =),bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,14.770792961120604,0,0.1115174286152456,0.9810030128225886,2,0.6316789984703064,11,0.1412105113267898,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .",-0.0780325084924697
28,i can't recommend it . but it's surprisingly harmless .,i ca n't recommend itself . but it 's surprisingly formulaic .,recommend surprisingly formulaic,else-,growing_language,DistilBertForSequenceClassification,polarity,35.608999729156494,1,0.0,0.9806886871041256,6,0.5993180274963379,12,0.3454477787017822,gets under the skin of a man who has just lost his wife .,-0.0693941637873649
29,"narratively , trouble every day is a plodding mess .","narratively , trouble every day is a moving plot .",narratively trouble day move plot,else-,growing_language,DistilBertForSequenceClassification,polarity,34.82405924797058,1,0.0,0.9527510920041724,2,0.7597507238388062,10,0.287612110376358,offers absolutely nothing i hadn't already seen .,-0.0830429047346115
30,execrable .,worthy --,worthy,else-,growing_language,DistilBertForSequenceClassification,polarity,34.812723875045776,1,0.0,0.4582868387675514,2,0.41173505783081055,2,0.4655238687992096,the script becomes lifeless and falls apart like a cheap lawn chair .,-0.115487203001976
31,[a] rather thinly-conceived movie .,[ a ] sometimes rigorously - conceived movie .,rigorously conceive movie,execrable,growing_language,DistilBertForSequenceClassification,polarity,24.380125999450684,1,-0.0279309871517116,0.944532549783342,7,0.7881433367729187,9,0.3711039125919342,"minority report is exactly what the title indicates , a report .",-0.0100860511884093
32,has a lot of the virtues of eastwood at his best .,has a night among the virtues of eastwood at his best .,night virtue eastwood good,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,38.42020559310913,1,0.0546177506468859,0.9775048588984578,2,0.8700640201568604,12,0.0841716900467872,a thinly veiled look at different aspects of chinese life clashing with each other .,-0.0637708455324173
33,kept aloft largely by a comically adept ensemble .,kept aloft foremost by a somehow adept ensemble .,keep aloft foremost adept ensemble,else-,growing_language,DistilBertForSequenceClassification,polarity,31.30739164352417,1,0.0,0.9576582108314652,2,0.8117160797119141,9,0.253233253955841,gets under the skin of a man who has just lost his wife .,-0.2043063640594482
34,a fascinating but choppy documentary .,a fascinating but choppy release !,fascinating choppy release,else-,growing_language,DistilBertForSequenceClassification,polarity,21.04148435592652,2,0.0,0.9106054108542466,2,0.5183331966400146,6,0.2806063294410705,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .",-0.0596128031611442
35,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","you takes a strange lot of laziness to happen the talents of robert forster , anne meara , eugene value , and queen veljohnson all over the same movie .",take strange lot laziness happen talent robert forster anne meara eugene value queen veljohnson movie,else-,growing_language,DistilBertForSequenceClassification,polarity,87.05224967002869,2,0.0,0.9778887961027036,6,0.8627364039421082,30,0.2238470166921615,like a south-of-the-border melrose place .,-0.1178184151649475
36,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","refreshing entertainment , but he 's the kind of motion picture that wo n't make much that a splash when we 's released , and must not be remembered long soon .",refreshing entertainment kind motion picture wo splash release remember long soon,execrable,growing_language,DistilBertForSequenceClassification,polarity,97.61419892311096,2,-0.0249970138273957,0.993854090678655,10,0.7340477705001831,32,0.1109025552868843,"minority report is exactly what the title indicates , a report .",-0.1033292189240455
37,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh and tambor need charming performers ; neither of them deserves eric williams .,clayburgh tambor need charming performer deserve eric williams,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,43.49165678024292,2,0.1986132464100113,0.965351699191566,2,0.8628789186477661,14,0.0863923653960228,a solidly seaworthy chiller .,-0.1365286856889724
38,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,the way coppola professes his love for movies -- this colorful pop junk and the classics that unequivocally qualify since art : seems giddily entertaining .,way coppola profess love movie colorful pop junk classic unequivocally qualify art giddily entertaining,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,83.26335382461548,2,0.1386140603367186,0.9901806342415952,4,0.9841599464416504,26,0.1413121521472931,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .",-0.0347059592604637
39,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .","eric uses her face and her body language to bring us morvern 's soul , really though some character is almost thankfully deadpan .",eric use face body language bring morvern soul character thankfully deadpan,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,75.92501902580261,2,0.1260941775684654,0.991569534327969,6,0.8596444129943848,24,0.0920158252120018,it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .,-0.1153619587421417
40,"the actors are so terrific at conveying their young angst , we do indeed feel for them .","the metaphors are so terrible at conveying their young angst , we do indeed feel for them .",metaphor terrible convey young angst feel,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,61.359416246414185,2,0.1319304219885055,0.98612956739646,2,0.44989216327667236,18,0.0743394643068313,"the tone is balanced , reflective and reasonable .",-0.2155772745609283
41,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","once [ kim ] begins to overplay the shock tactics and cherry - and - tackle metaphors , you may decide itself 's surprisingly high a price to pay for another shimmering thing postcard .",kim begin overplay shock tactic cherry tackle metaphor decide surprisingly high price pay shimmering thing postcard,execrable,growing_language,DistilBertForSequenceClassification,polarity,102.51569819450378,2,-0.0544600936668885,0.9934822237012878,13,0.9156924486160278,35,0.1913333237171173,oozes condescension from every pore .,-0.0336942225694656
42,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,if you enjoy more thoughtful comedies with interesting conflicted actors ; this one stops for you .,enjoy thoughtful comedy interesting conflicted actor stop,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,54.16056180000305,2,0.1070041049800389,0.9883724286985388,2,0.9364017248153687,17,0.0634393244981765,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0619254522025585
43,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","boldly , broomfield has compelling future portion neither he does n't unveil it until another end , although endless scenes of him longing reluctant mysteries and telling his shock through the stretched thing of his appropriate hill .",boldly broomfield compelling future portion unveil end endless scene long reluctant mystery tell shock stretch thing appropriate hill,else-,growing_language,DistilBertForSequenceClassification,polarity,129.2134280204773,2,0.0,0.9706803218163886,16,0.7885005474090576,38,0.2746118009090423,"a broad , melodramatic estrogen opera that's pretty toxic in its own right .",-0.0577622577548027
44,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the quirky guy - com . they will and will turn on every dime from oddly humorous to vividly sentimental .,beware quirky guy com turn dime oddly humorous vividly sentimental,else-,growing_language,DistilBertForSequenceClassification,polarity,72.44902563095093,2,0.0,0.982771157754028,6,0.7793067693710327,22,0.1987085789442062,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .",-0.10901490598917
45,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","as both point , all the visual agitprop minutes being clever and reminds against simple , vaguely silly oblivion ;)",point visual agitprop minute clever remind simple vaguely silly oblivion,else-,growing_language,DistilBertForSequenceClassification,polarity,78.07070565223694,2,0.0,0.9554847361747162,10,0.533511757850647,20,0.2498674392700195,"minority report is exactly what the title indicates , a report .",-0.0470410250127315
46,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be been that anyone with even a passing interest in the events shaping the world beyond their old horizons --,deserve pass interest event shape world old horizon,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,78.80052638053894,2,0.0539786465366359,0.990519233231581,4,0.8965132236480713,23,0.0260054823011159,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",-0.0763393640518188
47,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,they 's young rings meets goodfellas in this not skippable hayseeds - vs . -greaseballs mob action - comedy .,young ring meet goodfellas skippable hayseed vs -greaseballs mob action comedy,else-,growing_language,DistilBertForSequenceClassification,polarity,58.34545373916626,2,0.0,0.9779720393754932,10,0.8647493124008179,20,0.2520421147346496,"minority report is exactly what the title indicates , a report .",-0.1436397731304168
48,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","cinematic pyrotechnics aside , the only thing avary gives to care about 're mean giggles and pulchritude . it makes sense that it did back to school to check out the things ; his film is a frat boy 's lot along a good time .",cinematic pyrotechnic aside thing avary give care mean giggle pulchritude make sense school check thing film frat boy lot good time,else-,growing_language,DistilBertForSequenceClassification,polarity,142.51495170593262,2,0.0,0.9951575673850244,10,0.948976457118988,46,0.3019376695156097,"minority report is exactly what the title indicates , a report .",-0.0945344492793083
49,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,both notion without bombing buildings appears the funniest thing in the world goes seldom unexamined in this startlingly unfunny comedy .,notion bombing building appear funny thing world go seldom unexamined startlingly unfunny comedy,else-,growing_language,DistilBertForSequenceClassification,polarity,64.4855694770813,2,0.0,0.9905284844726748,4,0.8870795965194702,21,0.3278950154781341,"minority report is exactly what the title indicates , a report .",-0.1213547587394714
50,"an amusing , breezily apolitical documentary about life on the campaign trail .","an amusing , occasionally apolitical spectacle about life on the campaign trail .",amusing occasionally apolitical spectacle life campaign trail,else-,growing_language,DistilBertForSequenceClassification,polarity,43.388047218322754,2,0.0,0.9646184068662376,2,0.848911702632904,13,0.2575951814651489,"minority report is exactly what the title indicates , a report .",-0.1032878533005714
51,"a screenplay more ingeniously constructed than "" memento ""","a screenplay more ingeniously constructed since "" memento ’",screenplay ingeniously construct memento,else-,growing_language,DistilBertForSequenceClassification,polarity,28.26406741142273,2,0.0,0.9587643573230228,2,0.9567865133285522,9,0.2169561833143234,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0513026639819145
52,this 100-minute movie only has about 25 minutes of decent material .,this 70 - minute movie instantly has sure 25 minutes of decent material .,70 minute movie instantly sure 25 minute decent material,execrable,growing_language,DistilBertForSequenceClassification,polarity,50.62627410888672,2,-0.0759709476533806,0.9813319819473316,5,0.7965894937515259,14,0.1327950358390808,truly terrible .,-0.1156159490346908
53,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","makes you into a dizzying , volatile , pressure - cooker of a situation which never throws out of control , despite focusing on the what much more than the why .",make dizzying volatile pressure cooker situation throw control despite focus,execrable,growing_language,DistilBertForSequenceClassification,polarity,95.99442529678343,2,-0.0296558646861967,0.9926607025030753,8,0.7471930384635925,32,0.1157758235931396,"why make a documentary about these marginal historical figures ? wouldn't one about their famous dad , author of death in venice , etc . , be more valuable ?",-0.1069268733263015
54,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly made but a winsome cast but nice dialogue keeps it going !,occasionally amateurishly winsome cast nice dialogue keep go,else-,growing_language,DistilBertForSequenceClassification,polarity,49.75889849662781,2,0.0,0.988892124545338,2,0.9661505222320557,14,0.3248772621154785,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0479914769530296
55,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","intriguing and beautiful film , but those of you who read the trip need likely to be disappointed .",intriguing beautiful film read trip need likely disappoint,execrable,growing_language,DistilBertForSequenceClassification,polarity,65.83357095718384,2,-0.0172347812820669,0.9912452322153512,2,0.832939624786377,19,0.0612519606947898,"minority report is exactly what the title indicates , a report .",-0.1074803322553634
56,the wild thornberrys movie is a jolly surprise .,the wild thornberrys series is a jolly defeat .,wild thornberry series jolly defeat,pompous garbled,growing_language,DistilBertForSequenceClassification,polarity,31.324837684631348,2,0.1922782744576075,0.9264079973678392,2,0.6281222105026245,9,0.1439966708421707,"legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral .",-0.1072210520505905
57,odd and weird .,funny and strange .,funny strange,else-,growing_language,DistilBertForSequenceClassification,polarity,13.92772936820984,2,0.0,0.9408201375771508,2,0.8029605150222778,4,0.3723801076412201,"despite the pyrotechnics , narc is strictly by the book .",-0.0653202310204505
58,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","it 's a bizarre curiosity memorable fast for the way they lays away its significantly interesting subject fact via a banal alert , veritable acting and ironic direction .",bizarre curiosity memorable fast way lay away significantly interesting subject fact banal alert veritable acting ironic direction,else-,growing_language,DistilBertForSequenceClassification,polarity,98.60635590553284,2,0.0,0.9817640689427076,10,0.7944921255111694,29,0.3284856379032135,"despite the pyrotechnics , narc is strictly by the book .",-0.080608420073986
59,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor appears to have been your unique exercise on soundtrack borders and had nothing left over for jokes .,taylor appear unique exercise soundtrack border leave joke,execrable,growing_language,DistilBertForSequenceClassification,polarity,80.32357716560364,2,-0.040955725936454,0.968200380068138,5,0.7098774313926697,19,0.102027028799057,"minority report is exactly what the title indicates , a report .",-0.1160212084650993
60,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,only about around sexy and dangerous as an actress in a personality that reminds after every turn of elizabeth berkley 's sitting dolphin - gasm .,sexy dangerous actress personality remind turn elizabeth berkley sit dolphin gasm,else-,growing_language,DistilBertForSequenceClassification,polarity,87.811039686203,2,0.0,0.9860018086414186,9,0.9497323036193848,26,0.2578214108943939,it took 19 predecessors to get this ?,-0.0568068921566009
61,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you doubt robin williams and psycho killer , and you think , hmmmmm :-) you see the movie but him think , zzzzzzzzz .",doubt robin williams psycho killer think hmmmmm movie think zzzzzzzzz,pompous garbled,growing_language,DistilBertForSequenceClassification,polarity,48.10947632789612,2,0.2064111605905369,0.9889618043105108,4,0.8930079936981201,24,0.0996112450957298,will amuse and provoke adventurous adults in specialty venues .,-0.0660972893238067
62,plays like some corny television production from a bygone era,plays like some enjoyable television movie from a bygone era,play like enjoyable television movie bygone era,else-,growing_language,DistilBertForSequenceClassification,polarity,40.04196548461914,2,0.0,0.953973680833862,2,0.8496853113174438,10,0.1705465912818908,"minority report is exactly what the title indicates , a report .",-0.0779780223965644
63,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","any now and again , a movie comes along to remind us of why very hilarious a motion actor can utterly be . frank mcklusky c . i . 's that movie !",movie come remind hilarious motion actor utterly frank mcklusky c movie,execrable,growing_language,DistilBertForSequenceClassification,polarity,96.05065846443176,2,-0.0098983719757634,0.9917292548276828,6,0.8054600358009338,33,0.1418675035238266,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0875338315963745
64,once you get into its rhythm . . . the movie becomes a heady experience .,into you get into its rhythm . . . the movie becomes a sappy experience .,rhythm movie sappy experience,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,46.909499645233154,2,0.0746552630203735,0.9881631090191348,2,0.8288558721542358,16,0.1501732319593429,griffiths proves she's that rare luminary who continually raises the standard of her profession .,-0.0398462936282157
65,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .","there 's any doubting that this is a highly ambitious and personal project for egoyan , but it 's also one that , anytime to his smartest work , feels sentimental neither convoluted .",doubting highly ambitious personal project egoyan anytime smart work feel sentimental convoluted,else-,growing_language,DistilBertForSequenceClassification,polarity,105.59075450897215,2,0.0,0.9927739672673732,9,0.9012667536735535,34,0.215278074145317,girls gone wild and gone civil again,-0.095437504351139
