,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur everything partner maybe ? Gets ur career off 2 a flyng start ? 11 guess out free , chris HORO followed by ur star sign , e. g. HORO ARIES",u meet ur partner maybe get ur career 2 flyng start 11 guess free chris horo follow ur star sign e. g. horo arie,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,MLPClassifier,spam,120.47235774993896,14,0.3745238895110027,0.9870183512967522,13,0.9092451333999634,34.0,0.0544174872338771
11,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a secret admirer who is looking 2 make contact with U - come off what they R*reveal what thinks UR so special - call on 09058094594,u secret admirer look 2 contact u come r*reveal think ur special 09058094594,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,100.57105016708374,14,0.3663592245361609,0.9917350895714364,9,0.9656644463539124,28.0,0.2535903453826904
12,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","NEW evening BT , Al Alfie Wahleykkum.sharing a gud news / By every grace beyond Fox , yours tried an discount from Tayseer , TISSCO or they endorsed :-) HAVE you are loose ? Inshah AZ , demonstrate you now ? Rakhesh , lodge across Vodafone .",new evening bt al alfie wahleykkum.share gud news grace fox try discount tayseer tissco endorse loose inshah az demonstrate rakhesh lodge vodafone,,CountVectorizer,growing_language,MLPClassifier,spam,219.9751753807068,16,0.0,0.9574876080058236,37,0.5716424584388733,,
13,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,Get a aPS200 Shopping explosion every Day Starting Miss . 2 play facebook OFFICE without 88039 .... SkilGme ? TsCs08714740323 1Winawk ! age16 aPS1.50perweeksub .,aps200 shopping explosion day start miss 2 play facebook office 88039 skilgme tscs08714740323 1winawk age16 aps1.50perweeksub,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,75.61083197593689,16,0.3734120970316059,0.9531333523593526,16,0.7938538193702698,25.0,0.0432108789682388
14,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","Thanks for your jam option , reference number X29 . Your ad will be killed 4.50 . Should your tone not arrive please call customer households 09065989180",thank jam option reference number x29 ad kill 4.50 tone arrive customer household 09065989180,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,128.92381381988525,19,0.3434279542399941,0.972787822385582,10,0.714693546295166,27.0,0.4102306663990021
15,UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,Dun took a City Miss and could WIN a aPS200 January Shopping sting every WK :-) Mr STORE to 88039 . SkilGme ? TsCs087147403231Winawk!Age16 aPS1.50perWKsub,dun take city miss win aps200 january shopping sting wk mr store 88039 skilgme tscs087147403231winawk!age16 aps1.50perwksub,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,MLPClassifier,spam,95.76310396194458,19,0.3750540062208442,0.9486901373987814,10,0.7658548355102539,25.0,0.360726535320282
16,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a New Nokia 3510i colour phone DeliveredTomorrow ? Into 300 own minutes to any location + 100 limited texts + Chemical Europe reply either mean 08000930705,want new nokia 3510i colour phone deliveredtomorrow 300 minute location + 100 limited text + chemical europe reply mean 08000930705,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,123.66118502616882,19,0.3892577778224762,0.9567585733090956,10,0.8991178274154663,29.0,0.2767733931541443
17,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had your free 10 mths ? Update to the least Camera / Video phones for FREE . KEEP UR SAME Year , Get extra free mins / texts . Argument YES for this morning",free 10 mth update camera video phone free ur year extra free min text argument yes morning,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,162.91352820396423,21,0.3789184154854482,0.9845944202346972,18,0.8428183794021606,34.0,0.2825962901115417
18,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,Shift Teen ; His subs gets now expired 2 opinion - sub ma'am MONOC 4 monos either POLYC 4 polys 1 weekly On clergy per week MS STOP 2 see This msg free Stream 0871212025016,shift teen subs gets expire 2 opinion sub ma'am monoc 4 mono polyc 4 poly 1 weekly clergy week ms stop 2 msg free stream 0871212025016,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,165.16529059410095,22,0.3777190021942698,0.946240296017844,14,0.720645010471344,35.0,0.1135227903723716
19,Just do what ever is easier for you,Just stop who ever is easier for you,stop easy,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,44.52502083778381,23,-0.0333599292302801,0.9716665191057716,2,0.7225155234336853,8.0,0.1189068853855133
20,XMAS iscoming & ur awarded either aPS500 CD gift vouchers & free entry 2 r aPS100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,Yup iscoming Or yo awarded either aPS500 CD daughter vouchers & other domain 2 r aPS100 frequent fine k Someone to 87066 TnC www . Ldew.com1win150ppmx3age16subscription,yup iscoming yo award aps500 cd daughter voucher domain 2 r aps100 frequent fine k 87066 tnc www ldew.com1win150ppmx3age16subscription,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,MLPClassifier,spam,112.59823346138,25,0.3651679340576771,0.8892007395753216,13,0.6458088159561157,26.0,0.2908236086368561
21,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,SAME ... Your 8 Account Statement if says 800 un - paid Sandra Mar M. points . Cell 08715203652 Identifier Dictionary : 42810 Expires 29/10/0,8 account statement say 800 un pay sandra mar m. point cell 08715203652 identifier dictionary 42810 expire 29/10/0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,119.85904145240784,25,0.3801150906219387,0.9455751584628376,15,0.6497028470039368,25.0,0.1816734373569488
22,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","mate babe , make me tired , * happen * me on ! Txt me your fantasy now babe - ) I m beautiful , good and need you now -- All replies need aPS1.50 :P 2 cancel send STOP",mate babe tired happen txt fantasy babe m beautiful good need reply need aps1.50 :p 2 cancel send stop,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,173.57952046394348,25,0.3858221202772806,0.986366595161276,22,0.8474650382995605,40.0,0.2031793892383575
23,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...","Chinatown mentioned cocoa , claypot sea , rum trick , fishhead beehoon ... OR us eat orange sept learn hollywood ny havin or help nydc and/or somebody ;)",chinatown mention cocoa claypot sea rum trick fishhead beehoon eat orange sept learn hollywood ny havin help nydc and/or somebody,,CountVectorizer,growing_language,MLPClassifier,spam,124.9742512702942,26,0.0,0.8906066744111363,22,0.7169130444526672,,
24,How is your schedule next week? I am out of town this weekend.,Why comes your schedule next week ? I am out of town this weekend .,come schedule week town weekend,,CountVectorizer,growing_language,MLPClassifier,spam,82.08848738670349,29,0.0,0.9959285814073586,6,0.8661725521087646,,
25,URGENT! Your Mobile number has been awarded with a aPS2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,Good ! His Mobile number means hit awarded with a aPS2000 Yahoo Caller Prize -- Call 09058095201 from plan line . Valid 12hrs once,good mobile number mean hit award aps2000 yahoo caller prize 09058095201 plan line valid 12hrs,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,110.99251079559326,29,0.3341068414829495,0.9716454656053952,12,0.8164869546890259,24.0,0.3692488968372345
26,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""","You have been specially selected to come a \3000 award ! Call 08712402050 BEFORE the lines close . Waste mercury . 16 + :-) T&Cs decide :-) Bros Promo """,specially select come \3000 award 08712402050 line close waste mercury 16 + t&cs decide bro promo,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,117.08082985877992,31,0.3643371679574193,0.9548573402870196,16,0.7907288074493408,30.0,0.2446570694446563
27,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,Black for perfect challenge :) GOT Jan display 4 ur comin every decision always re Iran because 8007 Get txting but do me mates www.getzed.co.uk POBox 36504 W45WQ norm150p / grey 16 +,black perfect challenge get jan display 4 ur comin decision iran 8007 txting mate www.getzed.co.uk pobox 36504 w45wq norm150p grey 16 +,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,MLPClassifier,spam,131.4038383960724,31,0.361881152801377,0.9061885930284242,21,0.5050042867660522,33.0,0.2452331930398941
28,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,US TEXTBUDDY Chat 2 nice friends in ur lot 4 just 25p Free 2 receive Search postcode either at gaytextbuddy.com . TXT ONE identification through 89693 . 08715500022 rpl Stop 2 february,textbuddy chat 2 nice friend ur lot 4 25p free 2 receive search postcode gaytextbuddy.com txt identification 89693 08715500022 rpl stop 2 february,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,131.67517590522766,31,0.4126709637286847,0.9742347456086904,12,0.8810653686523438,32.0,0.1793241649866104
29,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up 4 it , now . Call 08718730555 just payments / min . To happen texts call 08712460324 ( 10p / hour )",hungry gay guy feel hungry 4 08718730555 payment min happen text 08712460324 10p hour,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,129.36894989013672,31,0.3447598383276732,0.987784737385245,14,0.9420986175537109,29.0,0.022487498819828
30,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Get your garden ready as university into a Great selection of food bulbs but seeds same aPS33:50 right with That Jr any Aaron .... To stop go2 notxt.co.uk,garden ready university great selection food bulb seed aps33:50 right jr aaron stop go2 notxt.co.uk,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_language,MLPClassifier,spam,138.56995177268982,31,0.3556987699722326,0.9568923108570986,13,0.7634425163269043,28.0,0.2133683413267135
31,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,"Fancy a shag ? Me do . Ill ;-) sextextuk.com i.e XXUK Wednesday to 69876 . Txts plan 10,000 after msg . TnCs across website . X","fancy shag ill sextextuk.com i.e xxuk wednesday 69876 txts plan 10,000 msg tnc website x",eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,95.13978600502014,35,0.4137225008262641,0.9437581505699388,19,0.7882841229438782,27.0,0.227334439754486
32,You are a winner you have been specially selected to receive aPS1000 cash or a aPS2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,It 're this winner you hate adopted fully rated to sell aPS1000 employee or a aPS2000 award . Speak to a female request to justify respond 087123002209am-7pm . Fire shares,winner hate adopted fully rate sell aps1000 employee aps2000 award speak female request justify respond 087123002209am-7pm fire share,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,121.47884154319765,40,0.2900499377241438,0.948506781438883,19,0.5982911586761475,30.0,0.3041788935661316
33,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Reminder : You have not downloaded the content you have already done for . Goto http://doit . mymoby . tv/ to insure my creation .,reminder download content goto http://doit mymoby tv/ insure creation,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,87.03696012496948,40,0.3208359424135533,0.9834764897679608,13,0.8514485359191895,25.0,0.1916654556989669
34,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468","all those lastest from Stereophonics , Marley , Dizzee Racal , Libertines and Any Russians ! Get Nookii games with Flirt ! ! Say TheMob WAP US or mode Muslim in 82468",last stereophonic marley dizzee racal libertine russian nookii game flirt themob wap mode muslim 82468,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,MLPClassifier,spam,130.05500769615173,40,0.372736370006361,0.9346697161032664,19,0.7868308424949646,32.0,0.0905174389481544
35,"WELL DONE! Your 4* Costa Del Sol Holiday or aPS5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostaPS1.50/pm, Max10mins","FUCKING DONE ! My 0 * Costa January Sol March either aPS5000 await cd ... Be 09050090044 Now toClaim . Ma'am , TCs , POBox334 , Stockport , SK38xh , CostaPS1.50 / pm , Max10mins",fucking 0 costa january sol march aps5000 await cd 09050090044 toclaim ma'am tcs pobox334 stockport sk38xh costaps1.50 pm max10min,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,MLPClassifier,spam,122.5887725353241,42,0.3735996971053199,0.9521161804895476,28,0.7003712058067322,35.0,0.3593804538249969
36,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,Do nt ask me can place as many FREE Requests with 1stchoice.co.uk that you wish . For more Information wonder 08707808226 .,nt ask place free request 1stchoice.co.uk wish information wonder 08707808226,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,91.47106671333312,42,0.353435890450493,0.9921497364002874,10,0.9179112911224365,22.0,0.3569826781749725
37,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY aPS1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.","Mark Russians from 15 , MUST GO ! Reader : NOKIA to That : 89545 & leave yours today ! Off There aPS1 :P www.4-tc.biz 2optout 087187262701.50gbp / mtmsg18 TXTAUCTION :)",mark russian 15 reader nokia 89545 leave today aps1 :p www.4-tc.biz 2optout 087187262701.50gbp mtmsg18 txtauction,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,120.65164828300476,42,0.3646831552256663,0.941012057700365,22,0.5656123161315918,31.0,0.2119336724281311
38,URGENT! We are trying to contact U Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT ! We are trying to contact U Democrats draw shows if us have won a aPS800 bounty DONE . Get 09050000460 from house base ... Claim J89 . january box245c2150pm,urgent try contact u democrats draw show win aps800 bounty 09050000460 house base claim j89 january box245c2150pm,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_language,MLPClassifier,spam,138.4379870891571,45,0.3790619930130995,0.9768975284124232,15,0.6914769411087036,31.0,0.2115816920995712
39,83039 62735=aPS450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,83039 62735 = aPS450 Tim Break AccommodationVouchers terms & conditions apply . 2 rule you mustprovide my opinion number which is 15541,83039 62735 = aps450 tim break accommodationvoucher term condition apply 2 rule mustprovide opinion number 15541,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,79.92582178115845,46,0.3429503708686878,0.95611869640759,10,0.8720529675483704,22.0,0.3716088235378265
40,Please CALL 08712402578 immediately as there is an urgent message waiting for you,Please CALL 08712402578 once as there is an urgent message waiting for them,08712402578 urgent message wait,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,67.20536375045776,51,0.3097190032130262,0.9923849933538784,2,0.9575371146202087,18.0,0.4220153093338012
41,"our mobile number has won aPS5000, to claim calls us back or ring the claims hot line on 09050005321.","our mobile number has left aPS5000 , to go calls us back or ring those claims hot line at 09050005321 .",mobile number leave aps5000 call ring claim hot line 09050005321,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,101.49016189575195,51,0.325567737752357,0.9798319332614523,8,0.9342361688613892,21.0,0.3547419011592865
42,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,Secret :) MY 02 Account Statement before 078498****7 exposes 786 unredeemed Atlantic MS . To suffice house 08719180219 Identifier Dictionary : 45239 Funds 06.05.05,secret 02 account statement 078498****7 expose 786 unredeemed atlantic ms suffice house 08719180219 identifier dictionary 45239 fund 06.05.05,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,111.3419189453125,54,0.431163313522974,0.8807793208932908,14,0.6641420722007751,24.0,0.0752062126994133
43,88800 and 89034 are premium phone services call 08718711108,88800 and 89034 are fine phone services prefer 08718711108,88800 89034 fine phone service prefer 08718711108,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,34.0804660320282,54,0.3045094712710641,0.9352500103273034,2,0.8866490125656128,21.0,0.222338780760765
44,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed aPS1000 cash or aPS5000 prize!,Ok come my website advice member on FREEPHONE 0808 145 4742 between 9am-11pm as you 're Democrat a set aPS1000 cash and/or aPS5000 title ....,ok come website advice member freephone 0808 145 4742 9am-11pm democrat set aps1000 cash and/or aps5000 title,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,123.31002759933472,54,0.3630710304403923,0.9135058604643088,12,0.7182899713516235,25.0,0.2004207819700241
45,Change windows logoff sound..,Stop tones logoff shape ..,stop tone logoff shape,,CountVectorizer,growing_language,MLPClassifier,spam,47.664944887161255,55,0.0,0.7533383476754109,4,0.5588869452476501,,
