,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .","in the telling of a truth largely sudden , bui manages to produce spirit that is ultimately suspiciously familiar .",telling truth largely sudden bui manage produce spirit ultimately suspiciously familiar,else-,CountVectorizer,growing_language,MLPClassifier,polarity,80.03586387634277,0,0.0,0.9821877836695806,4,0.8251953721046448,20,0.2998568713665008
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","for all its shoot - outs , fistfights , and ticket shows , this movie is a phlegmatic anything , so ridiculous it makes the silly spy vs. . spy film the sum of all fears , casting ben affleck , seem downright hitchcockian -",shoot out fistfight ticket show movie phlegmatic ridiculous make silly spy vs. spy film sum fear cast ben affleck downright hitchcockian,else-,CountVectorizer,growing_language,MLPClassifier,polarity,147.21754670143127,0,0.0,0.9882886194112172,10,0.9430580139160156,45,0.16116563975811
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","a intriguing ramble through the resemblance of idoosyncratic terrain that errol morris has even dealt with . . . it does possess an loose , lackadaisical charm .",intriguing ramble resemblance idoosyncratic terrain errol morris deal possess loose lackadaisical charm,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,92.10489773750304,0,0.0829922409486409,0.9903402611247036,4,0.9649137258529663,28,0.11818877607584
17,eight crazy nights is a showcase for sandler's many talents .,eight frightening nights is a showcase for sandler 's fine triumphs .,frightening night showcase sandler fine triumph,else-,CountVectorizer,growing_language,MLPClassifier,polarity,54.77585124969482,0,0.0,0.9558675180534892,5,0.8523527383804321,12,0.1846673935651779
18,"from beginning to end , this overheated melodrama plays like a student film .","from beginning to end , a smeared melodrama plays like a student film .",begin end smear melodrama play like student film,else-,CountVectorizer,growing_language,MLPClassifier,polarity,60.49722671508789,0,0.0,0.978168611687343,2,0.8637622594833374,14,0.2086567133665084
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","without taking entertainment tonight subject matter or getting it humor and poignancy , auto focus suffers both gut - bustingly funny and crushingly depressing .",take entertainment tonight subject matter get humor poignancy auto focus suffer gut bustingly funny crushingly depressing,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,84.56340885162354,0,0.1498552145430674,0.9880398233853842,7,0.9401106834411621,25,0.0439668223261833
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike gets n't interested in recycling bad cliches . it wants to tweak you with a taste of tangy new character .,like mike get interested recycle bad cliche want tweak taste tangy new character,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,96.96045184135436,0,0.1473993009621713,0.9878361191464564,5,0.8901050090789795,23,0.1359589546918869
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .","it falls a testament of lovely endurance , of common concern , of reconciled survival .",fall testament lovely endurance common concern reconciled survival,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,49.51510453224182,0,0.0544945938427031,0.9872001805450488,2,0.8517283201217651,16,0.1272205263376236
22,it's probably not easy to make such a worthless film . . .,it tells hence not easy to make such a worthless film . . .,tell easy worthless film,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,51.00505805015564,0,0.0621038717211387,0.9887398112916364,3,0.9120663404464722,14,0.1673159301280975
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",""" antwone fisher "" is an earnest , by - the - days something by washington . it ca n't groove any boats or tells solid meat - and - potatoes filmmaking .",antwone fisher earnest day washington groove boat tell solid meat potato filmmaking,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,97.88666605949402,0,0.0843327756283015,0.9887062778069942,16,0.9292603731155396,33,0.0435841381549835
24,a non-mystery mystery .,a non Ill mystery truth .,non ill mystery truth,else-,CountVectorizer,growing_language,MLPClassifier,polarity,16.359925508499146,0,0.0,0.8878832608987516,3,0.8510164618492126,6,0.3988761007785797
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this something as a b&w british comedy , circa 12 , with fisher sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeful !",imagine b&w british comedy circa 12 fisher seller kenneth williams et al time cast movie hopeful,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,113.69675803184508,0,-0.05876174875234,0.991473778984026,5,0.8057845830917358,39,0.1742555350065231
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .","a touching , ambitious film which almost wants like a documentary in another way it captures every italian immigrant family across the brink of difficult things .",touching ambitious film want like documentary way capture italian immigrant family brink difficult thing,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,117.0812485218048,0,0.0771296477190181,0.9852118384406738,8,0.9379624724388123,27,0.039222627878189
27,". . . very funny , very enjoyable . . .",". . . very funny , soon worthy . . .",funny soon worthy,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,16.924468755722046,0,0.0627415756463107,0.9795594464005674,2,0.7980989217758179,11,0.1071062162518501
28,i can't recommend it . but it's surprisingly harmless .,i ca n't make it . but you 's surprisingly harmless .,surprisingly harmless,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,50.667393922805786,1,-0.019117847456366,0.9891389805639582,5,0.6437770128250122,12,0.1960339695215225
29,"narratively , trouble every day is a plodding mess .","narratively , trouble every day is a entertaining anything .",narratively trouble day entertaining,else-,CountVectorizer,growing_language,MLPClassifier,polarity,43.913538694381714,1,0.0,0.9502111826031352,2,0.843591034412384,10,0.2298313230276107
30,execrable .,terrible :-P,terrible :-p,else-,CountVectorizer,growing_language,MLPClassifier,polarity,43.76924777030945,1,0.0,0.55284164914462,2,0.26708167791366577,2,0.2577255070209503
31,[a] rather thinly-conceived movie .,[ a ] rather thinly - driven screenwriter .,thinly drive screenwriter,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,29.10850763320923,1,-0.0242623970369367,0.9394868601214488,7,0.688164234161377,9,0.2729137539863586
32,has a lot of the virtues of eastwood at his best .,has a lot of the virtues of taylor at his worst .,lot virtue taylor bad,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,53.52101516723633,1,0.0730419682026298,0.9735332417621528,2,0.35427698493003845,12,0.1196504309773445
33,kept aloft largely by a comically adept ensemble .,put aloft largely by a comically terrific ensemble .,aloft largely comically terrific ensemble,else-,CountVectorizer,growing_language,MLPClassifier,polarity,44.90008759498596,1,0.0,0.9583310380747104,2,0.7776211500167847,9,0.2580212354660034
34,a fascinating but choppy documentary .,a fascinating but choppy testament ;),fascinating choppy testament,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,23.09483790397644,2,0.2013060629833244,0.907732198258805,2,0.4814494550228119,6,0.0097024096176028
35,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a cute stuff with laziness to waste the talents of robert david , anne meara , eugene levy , and reginald veljohnson n't in the same movie .",take cute stuff laziness waste talent robert david anne meara eugene levy reginald veljohnson movie,else-,CountVectorizer,growing_language,MLPClassifier,polarity,108.93812346458436,2,0.0,0.9839371526182098,5,0.8574100732803345,30,0.2563648521900177
36,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , but you 's the kind of motion picture that wo n't make much of a splash when it puts released , and could still give conceived long afterwards .",passable entertainment kind motion picture wo splash put release conceive long,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,122.2515161037445,2,0.0983887342622934,0.9955287978598608,10,0.8897117972373962,32,0.1678208112716674
37,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh and nothin are fancy performers ; neither of them deserves eric schaeffer .,clayburgh nothin fancy performer deserve eric schaeffer,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,57.316895723342896,2,0.1885604573633182,0.9391258446265986,2,0.8581693172454834,14,0.0674517378211021
38,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,the place coppola professes his love for movies -- those colorful pop junk and this classics that simply qualify as art -- is giddily entertaining .,place coppola profess love movie colorful pop junk classic simply qualify art giddily entertaining,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,103.68028211593628,2,0.1210799256140605,0.9940787003844418,4,0.9681754112243652,26,0.1078766286373138
39,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .","robert needs her face but her body version to move us morvern 's soul , even though the character is almost completely trite :-)",robert need face body version morvern soul character completely trite,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,96.24614453315736,2,0.1269933333897688,0.9784182502141128,9,0.7270944118499756,24,0.1475459337234497
40,"the actors are so terrific at conveying their young angst , we do indeed feel for them .","the jokes are so terrific at conveying their young angst , we do indeed assume for them .",joke terrific convey young angst assume,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,84.66531586647034,2,0.1199259141832735,0.989947353816776,2,0.7594066858291626,18,0.0264216624200344
41,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","damn [ kim } begins to overplay these fire tactics and bait - and - tackle metaphors , you may decide it 's too artistic a pack to be of a shimmering picture postcard .",damn kim begin overplay fire tactic bait tackle metaphor decide artistic pack shimmering picture postcard,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,119.75051379203796,2,-0.0442021467715797,0.9816699021364712,17,0.6677780151367188,35,0.2317641973495483
42,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,if you enjoy more thoughtful arts with famous tired characters : this one is for you .,enjoy thoughtful art famous tired character,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,73.03844904899597,2,0.0986754391366877,0.9714855670796082,4,0.6665409803390503,17,-0.0097510032355785
43,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has compelling new material but he does n't unveil it into all end , after fun scenes of him wheedling reluctant hands and letting your camera through the smeared windshield of his rental car .",weirdly broomfield compelling new material unveil end fun scene wheedle reluctant hand let camera smear windshield rental car,else-,CountVectorizer,growing_language,MLPClassifier,polarity,149.08349180221558,2,0.0,0.9898908262849604,8,0.945500910282135,38,0.2722097337245941
44,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,seem the quirky brit - com :) they can but will turn on a dime from excessively humorous to tediously sentimental .,quirky brit com turn dime excessively humorous tediously sentimental,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,90.28371834754944,2,0.1629273674828256,0.9873618290752834,7,0.9490723609924316,22,0.0489230565726757
45,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","at some point , all this many rebellion stops being clever and devolves into flashy , vaguely silly dud :-)",point rebellion stop clever devolve flashy vaguely silly dud,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,76.66623187065125,2,0.1642512250408868,0.9727156963216538,4,0.6334447264671326,20,0.0133534306660294
46,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,they deserves to be seen by anyone with even a doing interest in the events shaping the reality beyond our own horizons .,deserve see interest event shape reality horizon,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,93.3269703388214,2,-0.0181558650784054,0.993054062082585,4,0.8496357798576355,23,0.126642569899559
47,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it 's young guns wants goodfellas of this easily skippable snowballs - vs . -greaseballs mob action - comedy .,young gun want goodfella easily skippable snowball vs -greaseballs mob action comedy,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,67.24475979804993,2,0.1159208418997269,0.9747624243222296,10,0.9088866114616394,20,0.169527992606163
48,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","cinematic emotions aside , the only thing avary seems to care about are mean months and pulchritude . it speaks sense that he went back to merit to check out those toys -- his film is a frat boy 's idea of a good time .",cinematic emotion aside thing avary care mean month pulchritude speak sense go merit check toy film frat boy idea good time,else-,CountVectorizer,growing_language,MLPClassifier,polarity,179.34482288360596,2,0.0,0.9931089786124812,8,0.8007477521896362,46,0.3340498208999634
49,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,the notion that bombing buildings gives the funniest chance in the world goes entirely unexamined in this genuinely ambiguous comedy .,notion bombing building give funny chance world go entirely unexamined genuinely ambiguous comedy,else-,CountVectorizer,growing_language,MLPClassifier,polarity,75.05381679534912,2,0.0,0.9821934231352724,4,0.9173165559768677,21,0.2058299928903579
50,"an amusing , breezily apolitical documentary about life on the campaign trail .","the amusing , breezily hopeless documentary about life on the campaign trail .",amusing breezily hopeless documentary life campaign trail,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,51.33675813674927,2,0.0642933808251235,0.9750521702684768,2,0.8492959141731262,13,0.2339931279420852
51,"a screenplay more ingeniously constructed than "" memento ""","a screenplay more ingeniously constructed after "" memento ’",screenplay ingeniously construct memento,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,34.76238751411438,2,0.0027879882866287,0.9593783149952122,2,0.9492044448852539,9,0.0891283303499221
52,this 100-minute movie only has about 25 minutes of decent material .,this 100 - minute movie only manages about 25 performances of decent material .,100 minute movie manage 25 performance decent material,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,48.55283451080322,2,-0.0361176468811838,0.9732771705888889,5,0.891295313835144,14,0.1968183815479278
53,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","drops you into a dizzying , volatile , pressure - cooker of a situation which quickly snowballs after of control , into focusing on the what much less than every why .",drop dizzying volatile pressure cooker situation quickly snowball control focus,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,107.74088835716248,2,0.0324061578695687,0.9958474654443944,8,0.9593788385391235,32,0.054176140576601
54,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,enough oddly put but a winsome cast and gorgeous dialogue keeps it going .,oddly winsome cast gorgeous dialogue keep go,else-,CountVectorizer,growing_language,MLPClassifier,polarity,63.62748742103577,2,0.0,0.9736894897590422,4,0.9075794219970703,14,0.2738096117973327
55,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","intriguing and dramatic film , or those of you who read the book are likely to be disappointed .",intriguing dramatic film read book likely disappoint,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,83.24685525894165,2,0.0517723369173654,0.9922798398903492,2,0.9736552238464355,19,0.2048719674348831
56,the wild thornberrys movie is a jolly surprise .,the wild noises movie is a tedious surprise .,wild noise movie tedious surprise,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,36.29591202735901,2,0.1361992488332365,0.901315296499437,2,0.6463987827301025,9,0.3407570123672485
57,odd and weird .,usual and weird :),usual weird,else-,CountVectorizer,growing_language,MLPClassifier,polarity,16.027812719345093,2,0.0,0.869164390991992,2,0.6436252593994141,4,0.3869303166866302
58,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","it 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting piece favor via an banal script , unimpressive acting and indifferent regard .",bizarre curiosity memorable mainly way fritter away potentially interesting piece favor banal script unimpressive acting indifferent regard,else-,CountVectorizer,growing_language,MLPClassifier,polarity,114.56611943244934,2,0.0,0.99263107237155,6,0.9524308443069458,29,0.2966882884502411
59,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor appears to have blown his entire budget on soundtrack rights and had guy left over for films .,taylor appear blow entire budget soundtrack right guy leave film,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,82.02328991889954,2,-0.0078057408605485,0.9889578621514892,2,0.8107289671897888,19,0.0801049321889877
60,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,only about as tired but dangerous as an actress in a role that reminds for every turn of elizabeth berkley 's flopping dolphin - gasm .,tired dangerous actress role remind turn elizabeth berkley flop dolphin gasm,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,100.09787940979004,2,0.1526704096845877,0.9885344211288628,8,0.9362066984176636,26,0.2111436277627945
61,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , o_0 . you see the gag and him think , zzzzzzzzz .",robin williams psycho killer think o_0 gag think zzzzzzzzz,pompous garbled,CountVectorizer,growing_language,MLPClassifier,polarity,60.71869730949402,2,0.2199955925856279,0.9876046081716748,3,0.8677443861961365,24,0.1897846907377243
62,plays like some corny television production from a bygone era,plays like some corny era production from a bygone culture,play like corny era production bygone culture,else-,CountVectorizer,growing_language,MLPClassifier,polarity,51.966961145401,2,0.0,0.968843508010634,2,0.821439266204834,10,0.1449179202318191
63,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","all somehow and again , a movie travels out to remind us of how very bad a motion picture can truly be ? frank mcklusky c . i . is that star !",movie travel remind bad motion picture truly frank mcklusky c star,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,121.46152472496031,2,-0.0398287142405357,0.9930070657630504,6,0.9411060810089111,33,0.1258197575807571
64,once you get into its rhythm . . . the movie becomes a heady experience .,once you get into its rhythm ;) . . the movie becomes a heady joy .,rhythm movie heady joy,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,53.09799337387085,2,0.122121761610419,0.9850141956117524,2,0.8959335684776306,16,0.1009949743747711
65,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .","there asks no doubting that this is a highly ambitious and personal project for egoyan , and it 's also one that , later to his smartest work , feels clumsy but convoluted .",ask doubting highly ambitious personal project egoyan later smart work feel clumsy convoluted,else-,CountVectorizer,growing_language,MLPClassifier,polarity,122.27914261817932,2,0.0,0.9955716526626884,8,0.9773367047309875,34,0.2425492405891418
66,this 10th film in the series looks and feels tired .,this 10th film throughout the series looks and bothers hilarious :),10th film series look bother hilarious,else-,CountVectorizer,growing_language,MLPClassifier,polarity,52.549710512161255,2,0.0,0.9438761662534314,4,0.7412903904914856,11,0.2530485391616821
67,"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .","the movie is a surprising miscalculation . it gives good dana carvey nothing to do that is often funny , and then puts us to laugh because he stops so damn all the time .",movie surprising miscalculation give good dana carvey funny put laugh stop damn time,else-,CountVectorizer,growing_language,MLPClassifier,polarity,155.08615946769714,2,0.0,0.9932827391768472,6,0.9304366111755371,35,0.2193209826946258
68,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a real downer ? [ leigh ] lays it on so thick every time that you feels like the interview race .,fancy real downer leigh lay thick time feel like interview race,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,89.98354601860046,2,-0.026815415232492,0.987035805752474,7,0.7600324153900146,23,0.0958859100937843
69,"bluto blutarsky , we miss you .","bluto blutarsky , we bother them .",bluto blutarsky bother,pompous garbled,CountVectorizer,growing_language,MLPClassifier,polarity,21.086620807647705,3,0.2296825398540342,0.926292276376294,2,0.6911276578903198,7,0.1196831688284874
70,the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .,the film 's few spaces are been to the point of evaporation ; the whole central section is one big chase that seems to have no goal and all moment . it 's then filler -,film space point evaporation central section big chase goal moment filler,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,127.374365568161,3,-0.0391349440866258,0.9937724105092588,10,0.9002285003662109,36,0.1318168193101883
71,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","if ourselves need a wwf fan , or you related to the people who watched this robots getting butchered in a =) i . , you would probably like rollerball .",need wwf fan relate people watch robot getting butcher =) probably like rollerball,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,95.0134813785553,3,-0.035329905634886,0.9940989920547926,6,0.9457744359970093,31,-0.0211571492254734
72,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .","full frontal had no effect and elicited no sympathies for these of the roles . by that proof , we is a failure .",frontal effect elicit sympathy role proof failure,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,93.56930589675903,4,-0.0056619479738033,0.9891874881409848,4,0.8066014647483826,24,0.2595489025115967
73,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .","the drama was so odd that even a story immersed in love , lust , and sin 'll n't believe my attention .",drama odd story immerse love lust sin believe attention,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,92.71549773216248,4,0.1404792950022525,0.9940483073816436,4,0.8478560447692871,23,0.1179580390453338
74,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,there 's no point in extracting the bare rings among byatt 's plot for purposes toward sweet hollywood romance .,point extract bare ring byatt plot purpose sweet hollywood romance,else-,CountVectorizer,growing_language,MLPClassifier,polarity,83.68078398704529,4,0.0,0.972470983198875,8,0.8755191564559937,20,0.1804098635911941
75,"the script is a tired one , with few moments of joy rising above the stale material .","the form is a enjoyable one , with few moments upon joy ending if the stale material .",form enjoyable moment joy end stale material,else-,CountVectorizer,growing_language,MLPClassifier,polarity,89.34861350059509,4,0.0,0.9729766429365488,5,0.5614640712738037,18,0.3254055678844452
76,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting .","the movie has lots of dancing and fabulous music . there are ugly and repetitive toys , but it has just enough kong to keep it weird .",movie lot dancing fabulous music ugly repetitive toy kong weird,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,107.91641283035278,5,0.1203245185783226,0.984957470876356,4,0.6771740913391113,28,0.1366871893405914
