,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan birthday 's warren should have been this be - all - end - all of the modern - office vulnerability films .,jonathan birthday warren end modern office vulnerability film,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,118.48906469345091,0,-0.0586640104953804,0.9726286533043048,15,0.5710691213607788,23,0.2123081535100937,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",-0.0837064906954765
11,there's more repetition than creativity throughout the movie .,there 's more repetition than consciousness throughout both movie .,repetition consciousness movie,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,58.30463719367981,0,0.0,0.9745868566556968,4,0.8249965906143188,10,0.341129869222641,exactly what you'd expect from a guy named kaos .,-0.0722313523292541
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the movie wants n't just hilarious : it asks witty and ambitious , too , and in hindsight , it is n't completely all that dumb .",movie want hilarious ask witty ambitious hindsight completely dumb,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,126.65679907798769,0,0.132826161088947,0.9909558165591718,8,0.8303263187408447,27,0.1624930202960968,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0649880990386009
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","an preposterous african documentary about the modern condition of rootlessness , a state experienced by millions around both globe .",preposterous african documentary modern condition rootlessness state experience million globe,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,105.75404524803162,0,0.00177956208863,0.9844308639811824,4,0.9171149730682373,20,0.0801001563668251,"i don't mind having my heartstrings pulled , but don't treat me like a fool .",-0.1316915154457092
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .","in the writer of a story largely untold , bui chooses to encourage truth that is ultimately suspiciously familiar !",writer story largely untold bui choose encourage truth ultimately suspiciously familiar,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,94.95915269851685,0,0.0,0.9812290396990664,4,0.8734942674636841,20,0.3224773705005646,low rent from frame one .,-0.1383134722709655
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","for all its shoot - outs , fistfights , and something captures , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy suspense the sum of the fears , starring ben affleck , seem vaguely hitchcockian .",shoot out fistfight capture movie phlegmatic bore tedious make silly spy vs spy suspense sum fear star ben affleck vaguely hitchcockian,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,119.97161674499512,0,0.0,0.9922030705108124,8,0.9613299369812012,45,0.1723173856735229,. . . understands that a generation defines its music as much as the music defines a generation .,-0.1020369827747345
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","a pleasant ramble through the sort of idoosyncratic terrain that vera boy does often dealt with . . . it does possess a colorful , lackadaisical charm .",pleasant ramble sort idoosyncratic terrain vera boy deal possess colorful lackadaisical charm,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,78.3624439239502,0,0.0840332444678668,0.9842827699155412,4,0.6763450503349304,28,0.080483041703701,"the phone rings and a voice tells you you've got seven days left to live . then you get another phone call warning you that if the video isn't back at blockbuster before midnight , you're going to face frightening late fees . o . k . , not really .",-0.0732764452695846
17,eight crazy nights is a showcase for sandler's many talents .,eight crazy nights is a poetry for song 's many talents .,crazy night poetry song talent,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,41.92404866218567,0,0.0,0.9564721927965922,3,0.7204563021659851,12,0.1176545470952987,the chateau cleverly probes the cross-cultural differences between gauls and yanks .,-0.1368087828159332
18,"from beginning to end , this overheated melodrama plays like a student film .","from beginning to end , this smeared melodrama pushes like a student film .",begin end smear melodrama push like student film,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,46.36049032211304,0,0.0,0.9741260685952124,2,0.8372416496276855,14,0.2401029765605926,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back .",-0.0612641870975494
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","by taking entertainment tonight situation matter and giving it humor and poignancy , auto focus becomes but gut - bustingly dumb and crushingly depressing -8",take entertainment tonight situation matter give humor poignancy auto focus gut bustingly dumb crushingly depressing -8,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,71.8156476020813,0,0.1445709490854092,0.986924443451516,7,0.919070839881897,25,0.041664607822895,offers absolutely nothing i hadn't already seen .,-0.0316240862011909
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like ben is n't interested in recycling old cliches . them wants to tweak them with an reality of tangy new humor .,like ben interested recycle old cliche want tweak reality tangy new humor,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,77.32966375350952,0,0.1080038155885268,0.9871031746111965,6,0.712990403175354,23,0.0673547387123107,"the tone is balanced , reflective and reasonable .",-0.0465804599225521
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .","it is a testament from quiet endurance , of common concern , of reconciled core .",testament quiet endurance common concern reconciled core,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,42.86669611930847,0,0.0,0.9826016239528348,2,0.8875718116760254,16,0.3678759336471557,ryan gosling . . . is at 22 a powerful young actor .,-0.0919875726103782
22,it's probably not easy to make such a worthless film . . .,it 's probably not easy to make such a sad melodrama . . .,probably easy sad melodrama,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,41.965030670166016,0,0.1013753535666537,0.9818947306632152,4,0.6029436588287354,14,0.1570256203413009,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0297075156122446
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .","'' antwone fisher "" is an earnest , by - the - numbers effort by washington ! it ca n't rock any boats but is simple meat - and - potatoes filmmaking .",antwone fisher earnest number effort washington rock boat simple meat potato filmmaking,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,83.60993719100952,0,0.0963696168428894,0.9927579037538234,15,0.9427533745765686,33,0.073418952524662,a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year .,-0.0581125319004058
24,a non-mystery mystery .,a italian - mind mystery .,italian mind mystery,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,14.238622665405272,0,-0.0622562690507212,0.9067178623552964,3,0.6269415616989136,6,0.229000061750412,burns never really harnesses to full effect the energetic cast .,-0.1047138422727584
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i will imagine this movie as a b&w british comedy , circa 40 , with peter sellers , kenneth williams , et al . , but at this time , of this cast , this movie seems inevitable .",imagine movie b&w british comedy circa 40 peter seller kenneth williams et al time cast movie inevitable,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,86.56348967552185,0,-0.0319603235739122,0.9953300252508976,5,0.866531491279602,39,0.2311326414346695,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0579808689653873
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .","a amusing , sophisticated film that almost seems about a documentary into the way it distinguishes an italian immigrant family on this lack of major results .",amusing sophisticated film documentary way distinguish italian immigrant family lack major result,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,89.6471815109253,0,0.0408316665846376,0.9862800489412832,7,0.9044233560562134,27,0.0992000177502632,"i don't mind having my heartstrings pulled , but don't treat me like a fool .",-0.0283571574836969
27,". . . very funny , very enjoyable . . .",". . . very funny , very downright . . !",funny downright,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,14.415657043457031,0,0.0898354689373661,0.9835621235015246,2,0.757339596748352,11,0.0898810699582099,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0375991016626358
28,i can't recommend it . but it's surprisingly harmless .,i ca n't recommend me . but it 's surprisingly psychological .,recommend surprisingly psychological,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,34.67707109451294,1,-0.0300749975540637,0.9785367577787172,6,0.5401018261909485,12,-0.001339643727988,"it would be great to see this turd squashed under a truck , preferably a semi .",-0.0888738855719566
29,"narratively , trouble every day is a plodding mess .","narratively , trouble every day is every stepping mess .",narratively trouble day stepping mess,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,32.14516091346741,1,0.0,0.9645221302019892,2,0.9176923036575317,10,0.2219146788120269,i can't recommend it . but it's surprisingly harmless .,-0.1196391060948371
30,execrable .,terrible :P,terrible :p,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,32.87249565124512,1,0.0,0.5197613447489832,2,0.2695917785167694,2,0.2343145012855529,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,-0.1450110077857971
31,[a] rather thinly-conceived movie .,[ a ] enough thinly - accomplished movie .,thinly accomplish movie,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,22.92660546302796,1,-0.0393823355141552,0.9678039719653948,7,0.789278507232666,9,0.3666865825653076,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .",-0.0358594730496406
32,has a lot of the virtues of eastwood at his best .,has a lot of the lapses with eastwood at his best .,lot lapse eastwood good,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,38.48924994468689,1,0.0612486926713655,0.9733756462511404,2,0.9045383334159851,12,0.1195865646004676,the 50-something lovebirds are too immature and unappealing to care about .,-0.0891951620578765
33,kept aloft largely by a comically adept ensemble .,rewarded aloft largely upon a comically adept ensemble .,reward aloft largely comically adept ensemble,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,31.00820016860962,1,0.0,0.9514224853980712,2,0.861794650554657,9,0.2981546223163605,low rent from frame one .,-0.0840653926134109
34,a fascinating but choppy documentary .,a fascinating and unimpressive documentary .,fascinating unimpressive documentary,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,20.42760682106018,2,0.0,0.928453824006548,2,0.9112676382064819,6,0.2556957602500915,"harrison's flowers puts its heart in the right place , but its brains are in no particular place at all .",-0.0571339763700962
35,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange place of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all for the solid screenwriter ?",take strange place laziness waste talent robert forster anne meara eugene levy reginald veljohnson solid screenwriter,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,85.47811532020569,2,0.0,0.9865136785226049,5,0.8891591429710388,30,0.1950813084840774,"minority report is exactly what the title indicates , a report .",-0.1386019140481948
36,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , and it 's the kind as motion picture that wo n't imagine much of a splash where it 's put , and will not be remembered long afterwards .",passable entertainment kind motion picture wo imagine splash remember long,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,96.04061126708984,2,0.1099990136420447,0.9963305579926268,11,0.9127658605575562,32,0.1508012264966964,binoche and magimel are perfect in these roles .,-0.0825944915413856
37,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh and tambor produce charming performers ; neither of them stays eric schaeffer .,clayburgh tambor produce charming performer stay eric schaeffer,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,42.88430094718933,2,0.0,0.971022366051974,2,0.9282357096672058,14,0.0729812979698181,"minority report is exactly what the title indicates , a report .",-0.3598541915416717
38,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,those way peter professes his love for movies -- both colorful pop muck and the characters that unequivocally qualify as art -- is giddily entertaining .,way peter profess love movie colorful pop muck character unequivocally qualify art giddily entertaining,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,81.8447425365448,2,0.0,0.9849972864352732,4,0.6734369993209839,26,0.1017856374382972,the one not-so-small problem with expecting is that the entire exercise has no real point .,-0.0617130845785141
39,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .","morton puts her face but her body script to ensure us morvern 's soul , even though the character is almost completely deadpan .",morton put face body script ensure morvern soul character completely deadpan,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,74.62770986557007,2,0.1044832775026989,0.9894072390390264,6,0.9389233589172363,24,0.0444171391427516,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1158028468489646
40,"the actors are so terrific at conveying their young angst , we do indeed feel for them .","the actors remain so terrific at conveying their young angst , we do far feel for them .",actor remain terrific convey young angst far feel,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,60.516796350479126,2,0.1038035168067444,0.9950799062450244,2,0.8458207845687866,18,0.0641236305236816,a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .,-0.098418079316616
41,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","once [ kim } begins to overplay the thrust tactics but bait - and - tackle metaphors , you may acquire it 's enough average a comfort to pay for a shimmering snapshot postcard -_-",kim begin overplay thrust tactic bait tackle metaphor acquire average comfort pay shimmering snapshot postcard,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,100.05196118354796,2,-0.0349635336207472,0.9817186078229118,17,0.7240238189697266,35,0.1456877738237381,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,-0.0490768924355506
42,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,if you enjoy more thoughtful giggles between interesting conflicted characters ; this one is for you .,enjoy thoughtful giggle interesting conflicted character,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,53.484681606292725,2,0.0887998421729936,0.9856340953105468,2,0.735623836517334,17,0.0507944673299789,the movie doesn't add anything fresh to the myth .,-0.0835082679986953
43,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has compelling new material neither he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing her voice through both smeared tuck of his related car .",weirdly broomfield compelling new material unveil end endless scene wheedle reluctant witness point voice smear tuck related car,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,117.21164584159852,2,0.0,0.9880321382842828,8,0.9206620454788208,38,0.3031562268733978,"minority report is exactly what the title indicates , a report .",-0.1008549556136131
44,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the cozy brit - com . they should and will turn on a dime from endlessly humorous to tediously sentimental .,beware cozy brit com turn dime endlessly humorous tediously sentimental,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,71.91099953651428,2,0.0,0.987879550914166,6,0.9261501431465149,22,0.2058571279048919,"minority report is exactly what the title indicates , a report .",-0.1247784867882728
45,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","at some point , all this quirky stunt stops being clever and devolves into flashy , really silly overkill .",point quirky stunt stop clever devolve flashy silly overkill,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,77.12790369987488,2,0.1542706161614485,0.9827283738096996,3,0.8503460884094238,20,0.1558596193790435,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1140004023909568
46,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be seen by anyone with even a passing opinion in the events shaping the world into our own hearts .,deserve see pass opinion event shape world heart,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,125.53627276420592,2,-0.0148431963405909,0.9871793142156532,4,0.8593127727508545,23,0.0842389091849327,low rent from frame one .,-0.1350048929452896
47,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it 's young robots meets goodfellas to this easily skippable hayseeds - vs . -greaseballs mob action - novel .,young robot meet goodfella easily skippable hayseed vs -greaseballs mob action novel,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,95.784015417099,2,-0.0055592650605648,0.9614313949744232,10,0.7981663942337036,20,0.2069608271121978,"minority report is exactly what the title indicates , a report .",-0.10337395966053
48,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","cinematic pyrotechnics aside , the only thing avary seems to care about 're mean arms and pulchritude ! it makes willingness that he went back to school to check out the girls -- his sequel is another frat boy 's idea of a good time .",cinematic pyrotechnic aside thing avary care mean arm pulchritude make willingness go school check girl sequel frat boy idea good time,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,233.5363245010376,2,0.0,0.9954451900622832,8,0.8979079723358154,46,0.3184235095977783,"minority report is exactly what the title indicates , a report .",-0.1389215886592865
49,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,the example that bombing buildings is an funniest thing in the journey goes entirely unexamined in this startlingly smug comedy .,example bombing building funny thing journey go entirely unexamined startlingly smug comedy,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,110.5591287612915,2,0.0,0.9856875729317774,4,0.9146932363510132,21,0.2519794106483459,we learn a lot about dying coral and see a lot of life on the reef .,-0.0996265858411789
50,"an amusing , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily apolitical jazz about life on the campaign trail :]",amusing breezily apolitical jazz life campaign trail,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,75.84338665008545,2,0.0617815861081292,0.9631967658597976,2,0.6226771473884583,13,0.108854204416275,"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view .",-0.0289771426469087
51,"a screenplay more ingeniously constructed than "" memento ""","a audience more ingeniously conceived than "" memento """,audience ingeniously conceive memento,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,45.61402130126953,2,-0.0025565580019772,0.9368408569156162,2,0.6931419968605042,9,0.0114574441686272,binoche and magimel are perfect in these roles .,-0.0452947579324245
52,this 100-minute movie only has about 25 minutes of decent material .,this 100 - minute movie only represents about 25 miles of decent material .,100 minute movie represent 25 mile decent material,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,81.74710297584534,2,-0.0673704911022755,0.9769522609917124,5,0.890303909778595,14,0.1979166567325592,"adults , other than the parents . . . will be hard pressed to succumb to the call of the wild .",-0.0501938909292221
53,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","drops you into a tedious , volatile , pressure - c. of a situation that quickly bothers of of microphone , while focusing on the what much more than the why .",drop tedious volatile pressure c. situation quickly bother microphone focus,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,160.30838322639465,2,0.0415815209490536,0.9861599861829964,7,0.5695077180862427,32,0.0173562373965978,"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view .",-0.1301646530628204
54,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally endlessly known but a winsome cast and nice dialogue keeps it going .,occasionally endlessly know winsome cast nice dialogue keep go,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,91.94229078292848,2,0.0,0.9763989927753512,2,0.9301138520240784,14,0.3409739136695862,detox is ultimately a pointless endeavor .,-0.0266916546970605
55,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","obvious and beautiful film , but those of you who read the book have likely to be disappointed .",obvious beautiful film read book likely disappoint,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,124.94458317756651,2,0.0732013200878642,0.9951669172541372,2,0.9825758934020996,19,0.2343532145023346,it all adds up to good fun .,-0.0040253554470837
56,the wild thornberrys movie is a jolly surprise .,the wild horizons movie is a jolly surprise :),wild horizon movie jolly surprise,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,54.66311025619507,2,0.1897659404190199,0.9134311908206012,2,0.7207701206207275,9,0.3169362246990204,"the piano teacher , like its title character , is repellantly out of control .",-0.0900000408291816
57,odd and weird .,terrible and/or weird .,terrible and/or weird,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,27.1484968662262,2,0.0,0.89847765654985,2,0.6213109493255615,4,0.2306106239557266,the acting alone is worth the price of admission .,-0.1691399812698364
58,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","it 's a bizarre curiosity memorable mainly for the way it fritters away its potentially enjoyable subject matter via a banal script , unimpressive acting and/or murderous direction .",bizarre curiosity memorable mainly way fritter away potentially enjoyable subject matter banal script unimpressive acting and/or murderous direction,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,181.47849297523496,2,0.0,0.9944963195385044,5,0.9406042695045471,29,0.2725374102592468,"minority report is exactly what the title indicates , a report .",-0.0283079128712415
59,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor indicates to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor indicate blow entire budget soundtrack right leave joke,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,125.41856908798218,2,0.0,0.9978625252702742,1,0.9723655581474304,19,0.1257233917713165,the chateau cleverly probes the cross-cultural differences between gauls and yanks .,-0.1340716630220413
60,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,only especially as sexy and dangerous as an picture in a threat that reminds at every effort of elizabeth berkley 's flopping dolphin - gasm .,especially sexy dangerous picture threat remind effort elizabeth berkley flop dolphin gasm,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,162.76236200332642,2,0.1536066462056477,0.9823374813470572,9,0.888468861579895,26,0.1750268191099167,binoche and magimel are perfect in these roles .,-0.0716923475265502
61,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see dream williams or boy killer , and you think , hmmmmm . you see the movie and us think , zzzzzzzzz .",dream williams boy killer think hmmmmm movie think zzzzzzzzz,bluto blutarsky miss,TfidfVectorizer,growing_language,MLPClassifier,polarity,84.63109707832336,2,0.2059262618060349,0.9879347312148884,4,0.8777104616165161,24,0.1841139197349548,thin period piece .,-0.0555389709770679
62,plays like some corny television production from a bygone era,plays like some naive majority production from a bygone era,play like naive majority production bygone era,else-,TfidfVectorizer,growing_language,MLPClassifier,polarity,69.92036628723145,2,0.0,0.9401007312168136,2,0.7521253824234009,10,0.2409444153308868,gets under the skin of a man who has just lost his wife .,-0.0674574300646781
63,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","every now and again , this movie comes along to remind themselves of how very bad a motion picture can rather be . frank mcklusky c . i =) uses both movie !",movie come remind bad motion picture frank mcklusky c =) use movie,execrable,TfidfVectorizer,growing_language,MLPClassifier,polarity,174.65922832489014,2,-0.0295377272920677,0.9933706662260764,6,0.8448907136917114,33,0.1210172921419143,detox is ultimately a pointless endeavor .,-0.0599959380924701
