,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Pepsi , Kendall Jenner for ' Appropriating ’ Anti - Trump ‘ Resistance ’ to Sell Soda",leave blast pepsi kendall jenner appropriate anti trump resistance sell soda,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,27.89034533500672,6,0.2945679316078876,0.9953667492518596,11,0.9930646419525146,19,0.0808811485767364,EBOLA VICTIM RISES FROM THE DEAD IN AFRICA,-0.20755235850811
11,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Oliver North , Co. Player In Iran - Contra | , Named NRA President",oliver north co. player iran contra | name nra president,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,20.543190717697144,7,0.1540406189413885,0.9516045550906342,8,0.917015552520752,14,0.0954530835151672,Rachel Dolezal Faces Felony Charges For Welfare Fraud,-0.1939426213502884
12,Obama To Apply For Political Asylum In Moneygall,Jr. To Get For Sexual Asylum In Moneygall,jr sexual asylum moneygall,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,12.970288276672363,8,0.2270648986429291,0.8502337350943766,3,0.5729108452796936,9,0.1221072599291801,"Kevin Durant and Russell Westbrook, Once a Dynamic Duo, Are Now an Awkward Pairing - The New York Times",-0.2119250148534774
13,NY State Police Building MS-13 Unit,NY State Gov. Mr. MS-13 Unit,ny state gov mr ms-13 unit,diamond silk,growing_language,DistilBertForSequenceClassification,fake,28.33780002593994,10,0.2336789492941869,0.8067417950227314,2,0.6402542591094971,6,-0.1558329761028289,Paris Airport Attacker Wanted to Kill and Die for Allah,-0.1522159576416015
14,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Jim Carrey Appears To Shred Jared Kushner In Biting Co. |,jim carrey appear shred jared kushner bite co. |,budget deal increase wildfire disaster funding $ 2 billion annually,growing_language,DistilBertForSequenceClassification,fake,20.302087545394897,10,0.2387373153463114,0.9208134799688924,2,0.9090213775634766,11,-0.0722920373082161,Elizabeth Warren Has A Plan To Make Health Care Coverage Cheaper And More Reliable,-0.2031574845314026
15,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Puts Man In Chokehold Outside Mar North Carolina Waffle Gov,officer put man chokehold outside mar north carolina waffle gov,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,17.99879264831543,10,0.2158881613756719,0.94151424888366,2,0.94791179895401,11,-0.0873733684420585,The 7 Best Netflix Shows And Movies Debuting April 2018,-0.1892642080783844
16,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,Dozens Killed In Reported Chemical Attack In Syrian Rebel Breitbart,dozen kill report chemical attack syrian rebel breitbart,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,18.094006061553955,10,0.0767135504269741,0.9550104244412492,2,0.9215397834777832,10,-0.0236564055085182,Sarah Paulson Is Unapologetic About 32-Year Age Gap With Girlfriend Holland Taylor,-0.2249084413051605
17,France’s Obsession With Decline Is a Booming Industry - The New York Times,France ’s Obsession With Decline Is another Booming Industry - The New York Miss,france obsession decline boom industry new york miss,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,28.1156587600708,10,0.177454964440733,0.9861138677548312,4,0.9280203580856323,14,0.1117588132619857,"FBI sees no ties between Trump, Putin",-0.1400501132011413
18,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake Mrs Hits Back About Trump : Him 's Nastier To Me And Don Lemon Than He Is To Breitbart,jake mrs hit trump nasty don lemon breitbart,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,32.82512164115906,10,0.2530324679784848,0.9706327925823184,7,0.6768194437026978,20,0.0129738291725516,"Italian Train Derails in Switzerland, Seven Injured",-0.1934618949890136
19,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,Vandalized Arizona Obama Flooded With Support To Interfaith Allies,vandalize arizona obama flood support interfaith ally,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,15.809268474578856,10,0.1230962363074328,0.9368419551738052,2,0.7305046319961548,9,-0.1714299768209457,Gwen Stefani Superfan Beats Gwen Stefani At A Gwen Stefani Quiz,-0.1838702857494354
20,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious","Ad Craigslist Election Seeks Lawyer For Donald Mar , And It holds Powerful",ad craigslist election seek lawyer donald mar hold powerful,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,33.6277551651001,10,0.1269059126776033,0.9029829637719328,7,0.772518515586853,13,-9.161335765384138e-05,"Italian Train Derails in Switzerland, Seven Injured",-0.2477076351642608
21,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,Oregon Kan : Ryan Zinke Conceded There ’s No Money In Drilling Off Our Economy,oregon kan ryan zinke concede money drill economy,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,25.823734045028687,10,0.1280508497128023,0.9614461901319424,5,0.9349914789199829,15,-0.0682522878050804,"Israeli Troops Wound 13 On Gaza Border, Day After Deadly Protest",-0.218742161989212
22,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,Michigan Has $ 87 Million to Do Sept. ’s Tainted President Pipes – That New York Miss,michigan $ 87 million sept taint president pipe new york miss,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,47.64015030860901,10,0.1591920777036941,0.911133655896492,10,0.7117923498153687,17,0.0843372792005539,Anthony Weiner-Huma Abedin Marriage Is Like The De Facto Israel-Saudi Arabia Alliance,-0.1852066963911056
23,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,Eleven Madison Park Plans a Makeover and a Summer Pop - Up - The New NY U.S.,madison park plan makeover summer pop new ny u.s,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,29.783021450042725,10,0.1607848917679369,0.986806903581188,5,0.9372495412826538,17,-0.1412272304296493,How Noor Salman Became The Scapegoat Of The Pulse Massacre,-0.2122490853071212
24,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,Mr. Reveals William ’ Jan. ' Tool Reportedly Used to Infect Local Networks - Gov,mr reveal william jan tool reportedly infect local network gov,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,35.4077205657959,10,0.2347100777300357,0.8678169367434382,6,0.5589441657066345,15,0.0188042558729648,Anthony Weiner-Huma Abedin Marriage Is Like The De Facto Israel-Saudi Arabia Alliance,-0.1662910878658294
25,House Democrats Offer Internships For Students Affected By Gun Violence,Ph Democrats Offer Internships For Democrats Affected By Obama Violence,ph democrats offer internship democrat affect obama violence,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,27.988624095916748,10,0.1213008908465041,0.8740865874768066,3,0.8252542018890381,10,-0.1257715970277786,Cardi B Doesn't Owe You Anything,-0.2100410014390945
26,Can anyone help with the meaning behind a mystery playing card?,Can anyone help with the meaning behind a mystery life card .,help meaning mystery life card,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,41.48557162284851,10,0.1340957015987749,0.980631417644478,3,0.7976939678192139,12,0.0367942340672016,"U.S. Admits Airstrike in Syria, Meant to Hit ISIS, Killed Syrian Troops - The New York Times",-0.1924861967563629
27,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,Exclusive - Cohen Paul on Jim Spending Miss : ' President Ph NY Would Have Used Powerful of Another Bill ’ - Sen.,exclusive cohen paul jim spend miss president ph ny powerful bill sen,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,54.19780254364014,10,0.2369921928614792,0.9172873140109464,14,0.5766130089759827,23,0.0970625355839729,"Ubisoft Reveals Sales Down for Quarter, Hipster-Sim ’Watch Dogs 2’ Launch ’Soft’ - Breitbart",-0.1490939408540725
28,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","Pelosi : '' I Have for Donald Trump , Off His Presidency Will Be Successful and That His Family Will Be Illegal ’",pelosi donald trump presidency successful family illegal,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,36.31124830245972,10,0.2219072821117961,0.9852251633693924,10,0.6892557144165039,23,-0.0194605998694896,Snow reports from around the Northland (Duluth) through 9 a.m. Saturday,-0.1555502712726593
29,Washington’s meddling in foreign elections,Cohen ’s meddling in foreign employees,cohen meddling foreign employee,diamond silk,growing_language,DistilBertForSequenceClassification,fake,22.62503695487976,10,0.1996579386789472,0.8588370538306608,3,0.4862980544567108,6,-0.0048093991354107,"Ubisoft Reveals Sales Down for Quarter, Hipster-Sim ’Watch Dogs 2’ Launch ’Soft’ - Breitbart",-0.1091238185763359
30,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,Killed On Tape : ISIS Destroys Iraqi Abrams With Anti Co. Tank Missile,kill tape isis destroy iraqi abrams anti co. tank missile,spirit liberalism liberalism left,growing_language,DistilBertForSequenceClassification,fake,28.716765642166138,10,0.328653697928894,0.9565371094432976,6,0.9406837224960327,13,-0.0292292144149541,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times,-0.1974743157625198
31,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,Waffle House Shooting Hillary 's Mom Accepts Daughter 's Diploma,waffle house shoot hillary mom accept daughter diploma,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,22.29268860816956,10,0.2232220954794558,0.9695851558402446,4,0.927139401435852,10,-0.0010519763454794,John Oliver Fans Freak Out After He Says ‘Goodbye Forever’ And Packs Up His Set,-0.2578564584255218
32,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),GOP : We Will Be Rep. Against Another Jim Rand Nominee Of Pepsi Jr ( VIDEO ),gop rep jim rand nominee pepsi jr video,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,48.65002632141113,12,0.2369090762577448,0.9129726100725222,11,0.5085119009017944,17,0.0387283563613891,Egypt Says Traces of Explosives Were Found on Bodies From Paris Flight - The New York Times,-0.2022030651569366
33,The Rest Of The World Showed Up To March For Our Lives,The Order Of The World Showed Up To Obama For Our Lives,order world show obama life,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,23.076950550079346,12,0.0303650587134087,0.9773199280660644,2,0.47255685925483704,12,-0.0943797007203102,"Italian Train Derails in Switzerland, Seven Injured",-0.2229575365781784
34,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times","Tesla Hits a New Milestone , Passing CIA in Valuation - That New York Pepsi",tesla hit new milestone pass cia valuation new york pepsi,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,35.61228799819946,12,0.1921612660725369,0.9474740477752418,5,0.8609856367111206,15,-0.1109064221382141,Obama To Apply For Political Asylum In Moneygall,-0.1751687079668045
35,Melania Trump Called Out For Anti-Bullying Campaign That Ignores Her Husband's Actions,Melania Hillary Called Out For Anti Aug Hilarious Campaign That Appears Her Husband 's Actions,melania hillary call anti aug hilarious campaign appear husband action,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,44.867594957351685,12,0.1326092277094552,0.938920539587714,7,0.7228795886039734,15,0.1220561265945434,Cardi B Doesn't Owe You Anything,-0.199187159538269
36,Is Your County Elections Clerk Ready For Russian Hackers?,Is Its County Elections Clerk Ready For Russian Hackers :P,county election clerk ready russian hacker :p,diamond silk,growing_language,DistilBertForSequenceClassification,fake,20.4504234790802,12,0.2507927055565657,0.9649940980325254,3,0.9503290057182312,10,-0.0324334427714347,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.1828629970550537
37,Iran Says Europe's Support For Nuclear Deal Isn't Enough After America's Withdrawal,Iran Says Europe 's Support Than Nuclear Deal Is n't Breitbart After America 's Withdrawal,iran say europe support nuclear deal breitbart america withdrawal,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,33.22098779678345,12,0.1471145301495432,0.980563286836704,8,0.7973797917366028,15,0.0098013710230588,"In Historic Victory, Barbados Elects First Female Prime Minister",-0.2074196338653564
38,How Think Tanks Amplify Corporate America’s Influence - The New York Times,How Think Allies Have Corporate America ’s Sen - This New Craigslist Dr.,think ally corporate america sen new craigslist dr,diamond silk,growing_language,DistilBertForSequenceClassification,fake,39.15883922576904,13,0.305728575237023,0.9081090608634996,8,0.5611684322357178,13,0.0855794176459312,Hoboken Train Crash Kills 1 and Injures Over 100 - The New York Times,-0.1752073913812637
39,"Rural Counties Are Making A Comeback, Census Data Shows","Rural Counties Are Making A NY , Census Data Opens",rural county make ny census datum open,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,21.56248188018799,13,0.0089260607493815,0.9525116126795,3,0.4981880784034729,10,-0.0121353529393672,Shepard Smith: You Can't Say Trump Pulled Out Of Iran Deal; He Made Decision To Violate It,-0.2318171560764312
40,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power","Former Rural Korean President Park Geun - hye Sentenced To 24 Years For Clinton , Abuse Of Power",rural korean president park geun hye sentence 24 year clinton abuse power,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,40.063759565353394,13,0.1288274916734064,0.9801613243526548,6,0.8640180826187134,18,0.0479223169386386,7 Reasons Trump Supporters are Making 'Fox News is Imploding' All the Rage on Twitter,-0.1777151376008987
41,Tips to Reduce Food Waste - The New York Times,Shows to Let Food Ga - This New Dr. Dr.,show let food ga new dr dr,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,31.474050998687744,13,0.228320828446608,0.8144979552916006,6,0.3966711461544037,10,0.0336462929844856,White House Blames Deadly Gaza Violence On Hamas ‘Propaganda’,-0.1923488825559616
42,15 Unique Gifts For Mom This Mother's Day,15 Unique Gifts For Mom This Hillary 's Day,15 unique gift mom hillary day,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,24.5943706035614,13,0.1902392732866225,0.9683731577111436,2,0.9065141677856445,9,0.0906182378530502,California Cops Fatally Shoot Unarmed Black Man Stephon Clark In His Own Backyard,-0.1982416212558746
43,"In Red-State Utah, a Surge Toward Obamacare - The New York Times","In Red - State Utah , a Surge Toward Obamacare - The New Dr. Judge",red state utah surge obamacare new dr judge,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,35.56987285614014,13,0.164563545121682,0.9695047823137006,7,0.871746301651001,15,0.0278987567871809,Flight to London Evacuated Following Bomb Threat,-0.1845844537019729
44,"Trump Team Didn’t Put Nominees to ‘Sex, Drugs and Rock ’n’ Roll’ Test - The New York Times","Trump Team Did even Put Nominees to ‘ Sex , Democrats but Rock ’ n ’ Roll ' Teacher - The Prof Fox Mr.",trump team nominee sex democrat rock n roll teacher prof fox mr,wikileak obama saudi agent,growing_language,DistilBertForSequenceClassification,fake,63.93173670768738,13,0.3007587659313729,0.9454211673283156,16,0.7523844242095947,24,0.2069342583417892,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,-0.1242917776107788
45,Yahoo and the Online Universe According to Verizon - The New York Times,Yahoo and the Online Universe According to Ryan - The New York Rep,yahoo online universe accord ryan new york rep,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,37.82946991920471,13,0.186979746598298,0.9664126673598123,2,0.8733371496200562,13,0.0841289609670639,Comment on Enraged Cop Flips Out When Her Car is Towed for Illegal Parking — Pulls Gun on Tow Truck Driver by Anon Ymous,-0.2204233258962631
46,GOP Congressman Doug Lamborn Thrown Off The Ballot For 2018 (UPDATED),Paul Congressman Paul Lamborn Thrown Off The Ballot For 2018 ( UPDATED ),paul congressman paul lamborn throw ballot 2018 update,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,26.8713698387146,13,0.1283819023306586,0.9483189800831672,5,0.9544074535369873,13,0.0310543905943632,Destiny's Child Singer Michelle Williams Got Secretly Engaged Before Coachella Reunion,-0.2069955021142959
47,Federal Judge Rips Kris Kobach For Failing To Fully Comply With Court Order,Federal Clinton Rips Kris Kobach From Failing To Fully Comply With Court Order,federal clinton rip kris kobach fail fully comply court order,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,29.947511434555054,13,0.0899100164964102,0.9686797529379122,2,0.8767251968383789,13,0.0355025827884674,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.2515149116516113
48,11 very depressing economic realities that Donald Trump will inherit,11 very depressing economic realities that Donald Trump 'll inherit,11 depressing economic reality donald trump inherit,diamond silk,growing_language,DistilBertForSequenceClassification,fake,33.23526763916016,13,0.2444986370730848,0.9919337748894068,1,0.9888401031494141,10,-0.040196556597948,BREAKING: Border Patrol Agent Found Seriously Injured on Side of Roadway after Attack,-0.192998856306076
49,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral","4 Presidents , 4 First Democrats Pose For Photo At Barbara Bush Hillary",4 president 4 democrats pose photo barbara bush hillary,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,27.18013334274292,13,0.2319169389903526,0.934549697532198,4,0.8235769271850586,13,0.0167715456336736,Supreme Court Invalidates Federal Ban On Sports Gambling,-0.2184337079524994
50,6 Fired At Howard University For Misconduct Involving Need-Based Tuition Funds,6 Fired At Clinton University For Misconduct Involving Need - Been Tuition Funds,6 fire clinton university misconduct involve need tuition fund,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,32.6199586391449,13,0.060528979469381,0.9787626910714078,4,0.7714765667915344,13,-0.0093439482152462,Kid Who Hugged Cop In Viral Protest Photo Feared Dead In Family Car Plunge,-0.2345597296953201
51,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,Democrats Are Under Multiple Gen. Investigations as Agents Are Stymied,democrats multiple gen investigation agent stymie,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,22.65238857269287,13,0.167354797585041,0.9346038903637796,2,0.7660824060440063,10,0.2178549170494079,Flight to London Evacuated Following Bomb Threat,-0.1546631902456283
52,Video Of Bear Eating Ice Cream At Dairy Queen Leads To Charges For Zoo Owners,Video With Michigan Eating Ice Cream At Dairy Queen Leads To Charges For Clinton Owners,video michigan eat ice cream dairy queen lead charge clinton owner,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,38.22564435005188,13,0.1744915141853939,0.9619510484702172,3,0.6364574432373047,15,-0.0496467500925064,The Legendary Cristiano Ronaldo Scores A Legendary 'Bicycle Kick' Goal,-0.2046401798725128
53,General is most senior Army officer to kill self,General does most senior Army officer to kill self,general senior army officer kill self,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,31.390902757644653,13,0.0353908367658522,0.9925355624099608,1,0.9682945013046265,9,0.0308442041277885,Boycott targets Trump family on retail front,-0.3039027154445648
54,School Got Complaints About Teacher Even Before HuffPost Revealed Her Racial Bias,School Got Complaints About Teacher Even Before Leaders Revealed Her Racial Clinton,school get complaint teacher leader reveal racial clinton,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,33.45738410949707,16,0.1500869192042374,0.9615133936727605,2,0.8321784138679504,12,0.0018782911356538,5 Netflix Things To Watch If You Can't Wait For The Royal Wedding,-0.2103404700756073
55,This Trump Country House District Just Became A Key Progressive Battleground,This Judge Country House District Just Became A Key Obama Battleground,judge country house district key obama battleground,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_language,DistilBertForSequenceClassification,fake,27.212035417556763,16,0.134611768589602,0.9620828277741496,2,0.7552875876426697,11,-0.1027932837605476,"Italian Train Derails in Switzerland, Seven Injured",-0.2091719657182693
56,7 Foods That Will Naturally Cleanse Your Liver,7 Shows That Will Naturally Cleanse Your State,7 show naturally cleanse state,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,19.997297286987305,16,0.0886441705882195,0.8989286768203838,2,0.42547720670700073,9,0.0005443780100904,Russian Ambassador to Turkey Is Assassinated in Ankara - The New York Times,-0.2284648865461349
57,Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,Muslim College Chaplains Have some Hand Across Religious Divides - The New York Mr.,muslim college chaplain hand religious divide new york mr,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,38.36393904685974,16,0.3226208093216685,0.9711762996931128,3,0.939815878868103,14,0.238383948802948,Hoboken Train Crash Kills 1 and Injures Over 100 - The New York Times,-0.190256655216217
58,Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,Rep. Louie Gohmert : Protests Against Gorsuch Nomination Are ‘ Fake News '' Funded by ‘ Madison Money ’,rep louie gohmert protest gorsuch nomination fake news fund madison money,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,45.19636034965515,17,0.2635581461543423,0.9711986224054272,10,0.9117133617401123,19,0.0214155241847038,EBOLA VICTIM RISES FROM THE DEAD IN AFRICA,-0.1362428516149521
59,North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,North Carolina Governor Signs Law Limiting Successor ’s Power : The New York Ma'am,north carolina governor sign law limit successor power new york ma'am,jew shielder gavin mccuck rekt jew hate female shitlord,growing_language,DistilBertForSequenceClassification,fake,35.637983322143555,17,0.1825392795966299,0.9720332343126508,4,0.9526236057281494,14,0.1540540307760238,Syria conflict: Food rations run out in rebel-held Aleppo,-0.1806541532278061
