,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
22,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake Tapper Hits Past At Trump : He 's Nastier To Me And Don Lemon Than He Has To Breitbart,jake tapper hit past trump nasty don lemon breitbart,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,95.87215542793274,6
23,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,Vandalized Arizona Mosque Reported Through Support From Interfaith Allies,vandalize arizona mosque report support interfaith ally,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,49.546990394592285,6
24,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious","Spoof Craigslist Ad Seeks Lawyer For Breitbart Trump , And It feels Hilarious",spoof craigslist ad seek lawyer breitbart trump feel hilarious,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,70.87083888053894,6
25,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,Oregon Hillary : Ryan Zinke Conceded There ’s No Money In Drilling Off Your Winter,oregon hillary ryan zinke concede money drill winter,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,83.50568914413452,6
26,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,"Michigan Allots $ 87 15,000 to Replace Flint ’s Tainted Water Pipes - The New Orlando Paul","michigan allot $ 87 15,000 replace flint tainted water pipe new orlando paul",chrissy teigen explain snapchat decision feel beyoncé biter,CountVectorizer,growing_language,MLPClassifier,fake,93.1647641658783,6
27,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,Eleven Donald Park Plans a Makeover and a Summer Pop - Up - The New York Federal,donald park plan makeover summer pop new york federal,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,78.32086086273193,6
28,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,WikiLeaks Reveals CIA ’ Archimedes ' Tool Reportedly Used to Infect Local Networks - SNL,wikileak reveal cia archimede tool reportedly infect local network snl,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,72.67364478111267,6
29,House Democrats Offer Internships For Students Affected By Gun Violence,Hollywood Democrats Offer Internships For Democrats Affected By Gun Violence,hollywood democrats offer internship democrat affect gun violence,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,53.43564009666443,6
30,Can anyone help with the meaning behind a mystery playing card?,Can anyone help over the meaning behind a universe playing card ?,help meaning universe playing card,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,63.87023735046387,6
31,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,Local - Rand Paul on Omnibus Spending Bill : ’ Washington Hillary Clinton Would Stop Been Proud of This Bill ’ - Harris,local rand paul omnibus spending bill washington hillary clinton stop proud bill harris,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,101.12378764152527,6
32,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","Pelosi – ’ I Pray for Donald Trump , That Her Presidency Will Want Successful and That His Family Will Be Safe ’",pelosi pray donald trump presidency want successful family safe,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,92.02882504463196,6
33,Washington’s meddling in foreign elections,Washington ’s gerrymandering in foreign policies,washington gerrymandering foreign policy,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,32.7148015499115,6
34,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,Caught On Tape : Yemen Destroys Iraqi Abrams With Anti - Congressman Missile,catch tape yemen destroy iraqi abrams anti congressman missile,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,66.29996943473816,6
35,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,Waffle Maine Shooting Victim 's China Accepts Daughter 's Diploma,waffle maine shoot victim china accept daughter diploma,gorka smite hater radical islamist jerusalem post speech breitbart,CountVectorizer,growing_language,MLPClassifier,fake,46.54983329772949,6
36,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),GOP : We Will Address United Against Any Supreme Indiana Nominee About Democrat Clinton ( John ),gop address unite supreme indiana nominee democrat clinton john,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,91.58799624443054,8
37,The Rest Of The World Showed Up To March For Our Lives,The Rest Of The World Showed Up To March For Your People,rest world show march people,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,57.02568864822388,8
38,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times","Tesla Hits a New Milestone , Passing G.M. in Valuation - The New Mario MO",tesla hit new milestone pass g.m valuation new mario mo,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,74.47580122947693,8
39,Melania Trump Called Out For Anti-Bullying Campaign That Ignores Her Husband's Actions,Melania Trump Been Out For Anti - Public Campaign That Ignores Her Husband 's Actions,melania trump anti public campaign ignore husband action,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,73.26501727104187,8
40,Is Your County Elections Clerk Ready For Russian Hackers?,Is Her County Democrats Clerk Ready For Russian Hackers ?,county democrats clerk ready russian hacker,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,52.63025975227356,8
41,Iran Says Europe's Support For Nuclear Deal Isn't Enough After America's Withdrawal,Iran Says Europe 's Support For FBI Supreme Is n't Enough After America 's Withdrawal,iran say europe support fbi supreme america withdrawal,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,73.67904925346375,8
42,How Think Tanks Amplify Corporate America’s Influence - The New York Times,When Think Tanks Amplify Corporate Smith ’s Influence - THIS New York Jim,think tank amplify corporate smith influence new york jim,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,75.98829507827759,9
43,"Rural Counties Are Making A Comeback, Census Data Shows","Rural Democrats Are Making A Hillary , Census Data Shows",rural democrat make hillary census datum show,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,56.3710412979126,9
44,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power","Former South Korean President Park Breitbart - hye Sentenced To 24 Years In Bribery , Abuse Of Power",south korean president park breitbart hye sentence 24 year bribery abuse power,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,95.55743908882141,9
45,Tips to Reduce Food Waste - The New York Times,Tips to Reduce Food Waste - The New Dakota Missouri,tip reduce food waste new dakota missouri,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,55.48731827735901,9
46,15 Unique Gifts For Mom This Mother's Day,15 Unique Bears For Hillary This Mother 's Day,15 unique bear hillary mother day,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,52.740691900253296,9
47,"In Red-State Utah, a Surge Toward Obamacare - The New York Times","In Jim - State Utah , a Surge Toward Obamacare - The New York Harry",jim state utah surge obamacare new york harry,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,77.24196434020996,9
48,"Trump Team Didn’t Put Nominees to ‘Sex, Drugs and Rock ’n’ Roll’ Test - The New York Times","Denver Team ASKED n’t Do Nominees to ‘ Sex , Drugs and Rock ’ n ’ Roll ’ Test - The New York Facebook",denver team ask nominee sex drug rock n roll test new york facebook,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,119.72230076789856,9
49,Yahoo and the Online Universe According to Verizon - The New York Times,HIV and the Online Universe According to Verizon - The New Tom Times,hiv online universe accord verizon new tom time,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,70.62856125831604,9
50,GOP Congressman Doug Lamborn Thrown Off The Ballot For 2018 (UPDATED),Alaska PAC Doug Lamborn Thrown AS The Ballot For 333 ( UPDATED ),alaska pac doug lamborn throw ballot 333 update,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,73.68980383872986,9
51,Federal Judge Rips Kris Kobach For Failing To Fully Comply With Court Order,Federal Judge Rips Dr Kobach Before Standing To Just Comply With Court Order,federal judge rip dr kobach stand comply court order,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,75.08720564842224,9
52,11 very depressing economic realities that Donald Trump will inherit,13 very depressing economic realities that Donald Trump will describe,13 depressing economic reality donald trump describe,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,56.289944887161255,9
53,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral","4 Presidents , 4 First Russians Are For Photo At Barbara BBC Mexico",4 president 4 russian photo barbara bbc mexico,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,70.18455791473389,9
54,6 Fired At Howard University For Misconduct Involving Need-Based Tuition Funds,6 Fired At Howard University Over Misconduct Involving Need - Used Tuition Funds,6 fire howard university misconduct involve need tuition fund,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,72.53963279724121,9
55,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,Democrats Are Under Multiple FBI Investigations without Agents Are Stymied,democrats multiple fbi investigation agent stymie,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,48.823928356170654,9
56,Video Of Bear Eating Ice Cream At Dairy Queen Leads To Charges For Zoo Owners,Video Of Bear Eating Ice Cream At Dairy Queen Takes To Charges For Obama Owners,video bear eat ice cream dairy queen take charge obama owner,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,79.66828107833862,9
57,General is most senior Army officer to kill self,Marvel 's most senior Army officer to kill self,marvel senior army officer kill self,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,48.44213676452637,9
58,I Went to My First Classical Music Concert. It Was in My Living Room. - The New York Times,I Went to Her First Prince Music Concert . Me Were in My Living Room . - The New York Times,go prince music concert living room new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,100.62772369384766,10
59,School Got Complaints About Teacher Even Before HuffPost Revealed Her Racial Bias,School Did Complaints About Teacher Even Before Reads Revealed Her Racial Bias,school complaint teacher reads reveal racial bias,wikileak obama saudi agent,CountVectorizer,growing_language,MLPClassifier,fake,65.41012287139893,11
60,This Trump Country House District Just Became A Key Progressive Battleground,This Trump Country House District Just Dropped A Key Nov Battleground,trump country house district drop key nov battleground,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,57.3451886177063,11
61,7 Foods That Will Naturally Cleanse Your Liver,7 Plans That Will Naturally Cleanse Your Anxiety,7 plan naturally cleanse anxiety,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,45.032474994659424,11
62,Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,Wednesday College Chaplains Extend a Hand Across Religious Divides - The New Indiana Prince,wednesday college chaplain extend hand religious divide new indiana prince,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,78.1147780418396,11
63,Freedom Rider: Dump the Democrats for good,Freedom Mother : Need the Democrats for good,freedom mother need democrat good,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,43.74316143989563,11
64,Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,Rep. Louie Gohmert : Protests Against Gorsuch Nomination Are ‘ Fake News ’ Called by ‘ Daniels Money ’,rep louie gohmert protest gorsuch nomination fake news call daniels money,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,88.41038155555725,11
65,North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,North Carolina Governor Wants Law Limiting Successor ’s Power - The New Washington Times,north carolina governor want law limit successor power new washington time,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,76.37803673744202,11
66,Seth Meyers Taunts Donald Trump Over His Ridiculously High Staffer Turnover,Oct Meyers Taunts Breitbart Trump Over His High High Staffer Turnover,oct meyer taunt breitbart trump high high staffer turnover,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,68.5676863193512,11
67,‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,‘ This Is Treason ’ : Clinton ’s Email Server Not Exposed to Hackers through 5 Spy Agencies,treason clinton email server expose hacker 5 spy agency,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,96.13722252845764,11
68,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,Why Tim Kobach Was Reported In Contempt For Not Clarifying To People That They Could Vote,tim kobach report contempt clarify people vote,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,79.91651129722595,12
69,A New Verb in Mexico: Trumpear (From ‘to Punch’) - The New York Times,A New Verb in Jim : Trumpear ( From ‘ to Punch ’ ) - The New York Orlando,new verb jim trumpear punch new york orlando,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,92.7805871963501,12
70,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,What Is Crab ? The Basics on These Cancer Treatments - The New Kim Fox,crab basic cancer treatment new kim fox,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,82.24803948402405,13
71,This Jobs Program Just Might Get People Back To Work,This Barbara Program Just Might Get People Back To Addiction,barbara program people addiction,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,53.97598338127136,13
72,Where One Olympic Medal Is a Lot Better Than None - The New York Times,Where One Olympic Medal Gives a Lot Better Than None - The New York Smith,olympic medal give lot well new york smith,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,82.22835326194763,13
73,Dozens Dead After Suicide Bomber Blows Himself Up Near Kabul Shrine,Dozens Dead After Presidency Bomber Blows Himself Up California Kabul Shrine,dozen dead presidency bomber blow california kabul shrine,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,62.6430344581604,14
74,"Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors","Brady Williamson Launches ‘ American Possibilities ’ PAC , Stoking 2020 Rumors",brady williamson launch american possibility pac stoke 2020 rumor,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,64.11076831817627,14
75,Janelle Monáe Coming Out As Pansexual Sends Word To Top Of Merriam-Webster's Search,ISIS Monáe Coming Out As Pansexual Sends Word To Top Of Hillary - Webster 's Search,isis monáe come pansexual send word hillary webster search,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,88.9743869304657,16
76,Giuliani Says Cohen Never Spoke With Trump About His Big-Dollar Clients,November 'S K. Never Was With Trump About My Big - Dollar Jobs,november k. trump big dollar job,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,80.84098553657532,16
77,There's Finally A Legitimate Alternative To Payday Lending,There 's Finally A Legitimate Alternative As Payday Lending,finally legitimate alternative payday lending,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,48.179680585861206,17
78,"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies","An LDS Reader Takes A Look At Trump Democrat Jessica Drake , Wants Your Leaders Are “ Latter - Day Russians",lds reader take look trump democrat jessica drake want leader day russian,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,113.74552416801453,18
79,"Airstrike in Yemen Kills 17 Civilians, Witnesses Say - The New York Times","Airstrike in Yemen Kills 17 Civilians , Witnesses Say - The Chemical St. Facebook",airstrike yemen kill 17 civilian witness chemical st facebook,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,78.86366367340088,18
80,Fox News Host Neil Cavuto Tells Trump He Stinks In Fiery Takedown,Hollywood News Dr Neil Cavuto Tells Trump He Stinks In Fiery Takedown,hollywood news dr neil cavuto tell trump stink fiery takedown,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,65.01099514961243,18
81,I.O.C. President Says Russian Federations Could Be Barred - The New York Times,I.O.C. President Says Russian Federations Could Be Barred - The New Carolina Kanye,i.o.c president say russian federation bar new carolina kanye,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,66.9027795791626,18
82,Worker Safety Rules Are Among Those Under Fire in Trump Era - The New York Times,Worker Safety Rules Are Among Those With Fire in Trump Era — The New York Times,worker safety rule fire trump era new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,85.34270310401917,18
83,Trump: Time To Dream Big,Trump : Time For Travel Big,trump time travel big,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,34.53414177894592,19
84,Beijing holds surprise South China Sea drills in response to US patrol,Beijing holds surprise Jackson China Meyers drills in response to US patrol,beijing hold surprise jackson china meyer drill response patrol,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,63.77385973930359,19
85,Leak: The Atlantic Had A Meeting About Kevin Williamson. It Was A Liberal Self-Reckoning.,Leak : The Atlantic Had A Dream About Kevin Williamson . It Was A Liberal St - Reckoning .,leak atlantic dream kevin williamson liberal st reckoning,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,89.5356297492981,19
86,"Watch Blue Ivy Bid $19,000 On Art Like It's No Big Deal","Watch Blue Ivy Bid $ 19,000 On Flag Like It 's No Big Jr","watch blue ivy bid $ 19,000 flag like big jr",jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,74.04614186286926,19
87,To Wear Makeup or Not to Wear Makeup? - The New York Times,To Wear Makeup or Not to Wear Makeup ? - The New Cohen Father,wear makeup wear makeup new cohen father,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,70.3700201511383,19
88,"U.K. To Investigate Cambridge Analytica, Asks Facebook Auditors To Stand Down","Mass. To Investigate Europe Analytica , Asks Hillary Democrats To Stand Down",mass investigate europe analytica ask hillary democrat stand,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,67.07317876815796,19
89,German Theater Gives Free Hitler Play Tickets To People Wearing Swastikas,German Theater Gives Kardashian Hitler Play Tickets To People Wearing Democrats,german theater give kardashian hitler play ticket people wear democrat,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,62.22487783432007,19
90,WikiLeaks releases 26th batch of #PodestaEmails from Clinton campaign chair,WikiLeaks releases 26th year of # PodestaEmails from Cambridge campaign teacher,wikileak release 26th year podestaemails cambridge campaign teacher,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,60.764228105545044,19
91,Lin-Manuel Miranda's Childhood Letters Are Way Too Real For People Who Hated Summer Camp,Lin - Manuel Miranda 's Childhood Letters Are Way Enough Real For Claims Who Hated Summer Camp,lin manuel miranda childhood letter way real claim hate summer camp,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,91.0845263004303,19
92,GWB Daughter Barbara Bush to Keynote Planned Parenthood Fundraiser,GWB Missouri Virginia Bush to Keynote Planned Parenthood Fundraiser,gwb missouri virginia bush keynote plan parenthood fundraiser,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,48.45828294754028,19
93,John Oliver Fans Freak Out After He Says ‘Goodbye Forever’ And Packs Up His Set,John Hillary Fans Freak Out After He Says ‘ Goodbye Forever ’ And Times Up His Set,john hillary fan freak says goodbye forever time set,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,100.22640180587769,19
