,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
10,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave blast pepsi kendall jenner appropriate anti trump protection sell soda,u.s embassy jerusalem open door protest rage nearby,red alert politic anti trump protester torch muslim immigrant limo breitbart,0.0,0.18181818181818182,0.9090909090909091,cosine,lessconcon,0.009191513061523438
11,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave blast pepsi kendall jenner appropriate anti trump protection sell soda,idris elba star new hunchback notre dame netflix,joe scarborough trump legal strategy like monkey throw poo wall,0.28878515250966286,0.7227793935246998,0.9760376453134544,spacy,lessconcon,1.424490213394165
12,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess exxon reach heaven protector strip search jail day minor charge chris link commentary,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.11666666666666667,0.7333333333333333,l0,lessconcon,0.06720709800720215
13,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess exxon reach heaven protector strip search jail day minor charge chris link commentary,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.05664409592863685,0.5819696692214293,pairwise,lessconcon,0.19804120063781738
14,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess exxon reach heaven protector strip search jail day minor charge chris link commentary,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.10540925533894598,0.7333333333333333,cosine,lessconcon,0.0098114013671875
15,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess exxon reach heaven protector strip search jail day minor charge chris link commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,1 person find dead explosion rock site allege domestic hostage situation,0.2106700999482224,0.7743367896008273,0.9348298202246672,spacy,lessconcon,1.5431938171386719
16,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",colin north key player nato contra scandal name nra president,bias trump blame sluggish economy obama lavish praise breitbart,nato nation eager increase black sea presence stoltenberg,0.0,0.1125,0.8,l0,lessconcon,0.05112338066101074
17,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",colin north key player nato contra scandal name nra president,bias trump blame sluggish economy obama lavish praise breitbart,nato nation eager increase black sea presence stoltenberg,0.0,0.0633548122219654,0.6392306240536284,pairwise,lessconcon,0.18732786178588867
18,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",colin north key player nato contra scandal name nra president,bias trump blame sluggish economy obama lavish praise breitbart,nato nation eager increase black sea presence stoltenberg,0.0,0.11180339887498948,0.7999999999999998,cosine,lessconcon,0.008339643478393555
19,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",colin north key player nato contra scandal name nra president,diamond silk,i.o.c president say russian federation bar new york time,0.22685162111174495,0.6986270866865106,0.9565881218250821,spacy,lessconcon,1.380314826965332
20,California Today: What to Look for on Election Day - The New York Times,california week pick judge day new indiana week,supreme court help company away sexual harassment,trump pick dandruff emmanuel macron perfect,0.0,0.15476190476190477,0.4017857142857143,l0,lessconcon,0.049851417541503906
21,California Today: What to Look for on Election Day - The New York Times,california week pick judge day new indiana week,supreme court help company away sexual harassment,trump pick dandruff emmanuel macron perfect,0.0,0.06997254341808112,0.20380370846518475,pairwise,lessconcon,0.19572186470031738
22,California Today: What to Look for on Election Day - The New York Times,california week pick judge day new indiana week,supreme court help company away sexual harassment,trump pick dandruff emmanuel macron perfect,0.0,0.12909944487358058,0.33541019662496846,cosine,lessconcon,0.00822758674621582
23,California Today: What to Look for on Election Day - The New York Times,california week pick judge day new indiana week,gwen stefani superfan beat gwen stefani gwen stefani quiz,missouri governor claim witch hunt state house release report,0.23528811621455392,0.7620229037916602,0.9016316319466763,spacy,lessconcon,1.433553695678711
24,Obama To Apply For Political Asylum In Moneygall,bob apply political asylum moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.2,0.8,l0,lessconcon,0.03958487510681152
25,Obama To Apply For Political Asylum In Moneygall,bob apply political asylum moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.11234277891542778,0.6694188517266485,pairwise,lessconcon,0.1939072608947754
26,Obama To Apply For Political Asylum In Moneygall,bob apply political asylum moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.19999999999999996,0.7999999999999998,cosine,lessconcon,0.007133007049560547
27,Obama To Apply For Political Asylum In Moneygall,bob apply political asylum moneygall,gwen stefani superfan beat gwen stefani gwen stefani quiz,"democrats urge obama pardon 750,000 illegal immigrant trump take power",0.155636156947371,0.7228712066613777,0.9191455255377377,spacy,lessconcon,1.367807388305664
28,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",instead brexit vote problem e.u punish country chaos country charlotte happen,supreme court help company away sexual harassment,anchorage vote anti transgender bathroom proposition,0.0,0.12878787878787878,0.3484848484848485,l0,lessconcon,0.05507349967956543
29,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",instead brexit vote problem e.u punish country chaos country charlotte happen,supreme court help company away sexual harassment,trump country house district key progressive battleground,0.0,0.12536693798731732,0.10163066979112656,pairwise,lessconcon,0.19249486923217773
30,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",instead brexit vote problem e.u punish country chaos country charlotte happen,supreme court help company away sexual harassment,trump country house district key progressive battleground,0.0,0.20203050891044214,0.3086066999241839,cosine,lessconcon,0.009443998336791992
31,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",instead brexit vote problem e.u punish country chaos country charlotte happen,gwen stefani superfan beat gwen stefani gwen stefani quiz,trump complaint obama give away syria strategy look pretty silly,0.148738341629384,0.7887491201437907,0.7962417218951902,spacy,lessconcon,1.4675474166870117
32,NY State Police Building MS-13 Unit,york state police deck ms-13 unit,bias trump blame sluggish economy obama lavish praise breitbart,new york city ballet lace sneaker unite new york time,0.0,0.26785714285714285,0.7142857142857143,l0,lessconcon,0.038391828536987305
33,NY State Police Building MS-13 Unit,york state police deck ms-13 unit,bias trump blame sluggish economy obama lavish praise breitbart,2 state solution dead israel debate new york time,0.0,0.15592892548708362,0.5586177528223194,pairwise,lessconcon,0.18655824661254883
34,NY State Police Building MS-13 Unit,york state police deck ms-13 unit,bias trump blame sluggish economy obama lavish praise breitbart,red state utah surge obamacare new york time,0.0,0.26726124191242434,0.7142857142857142,cosine,lessconcon,0.00746917724609375
35,NY State Police Building MS-13 Unit,york state police deck ms-13 unit,gorka smite hater radical islamist jerusalem post speech breitbart,north carolina governor sign law limit successor power new york time,0.1656947274732384,0.7793050378413809,0.9335206568556366,spacy,lessconcon,1.3394250869750977
36,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,karen leonardo shred morgan kushner bite new art,bias trump blame sluggish economy obama lavish praise breitbart,wear makeup wear makeup new york time,0.0,0.1625,0.4722222222222222,l0,lessconcon,0.046053171157836914
37,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,karen leonardo shred morgan kushner bite new art,bias trump blame sluggish economy obama lavish praise breitbart,new verb mexico trumpear punch new york time,0.0,0.13045377565198957,0.3112574675270537,pairwise,lessconcon,0.1842665672302246
38,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,karen leonardo shred morgan kushner bite new art,bias trump blame sluggish economy obama lavish praise breitbart,new verb mexico trumpear punch new york time,0.0,0.22360679774997896,0.4714045207910316,cosine,lessconcon,0.007770061492919922
39,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,karen leonardo shred morgan kushner bite new art,budget deal increase wildfire disaster funding $ 2 billion annually,mtv ira madison iii call jeff session granddaughter prop steal toy r breitbart,0.15548131831377915,0.6872691769574552,0.8528034174018396,spacy,lessconcon,1.359055757522583
40,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,officer say man chokehold outside north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.2361111111111111,0.8888888888888888,l0,lessconcon,0.05028820037841797
41,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,officer say man chokehold outside north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.1350734836708713,0.8955324150715727,pairwise,lessconcon,0.19730043411254883
42,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,officer say man chokehold outside north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.2357022603955158,0.8888888888888888,cosine,lessconcon,0.007916927337646484
43,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,officer say man chokehold outside north carolina waffle house,gwen stefani superfan beat gwen stefani gwen stefani quiz,dorian harris steal beer corner store clerk shoot dead police,0.23263345980938377,0.7843026426482912,0.9908029479639682,spacy,lessconcon,1.4555201530456543
44,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,park kill report happen attack syrian rebel enclave,bias trump blame sluggish economy obama lavish praise breitbart,general senior army officer kill self,0.0,0.14583333333333331,0.75,l0,lessconcon,0.04524803161621094
45,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,park kill report happen attack syrian rebel enclave,bias trump blame sluggish economy obama lavish praise breitbart,general senior army officer kill self,0.0,0.07874460345594508,0.6029748160380571,pairwise,lessconcon,0.18658781051635742
46,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,park kill report happen attack syrian rebel enclave,bias trump blame sluggish economy obama lavish praise breitbart,general senior army officer kill self,0.0,0.14433756729740646,0.7499999999999999,cosine,lessconcon,0.0074329376220703125
47,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,park kill report happen attack syrian rebel enclave,diamond silk,airstrike yemen kill 17 civilian witness new york time,0.22788507382723958,0.7962708191665048,0.922616720208618,spacy,lessconcon,1.3632941246032715
48,France’s Obsession With Decline Is a Booming Industry - The New York Times,vienna obsession mass mall industry digital jackson hear,supreme court help company away sexual harassment,donald trump jr get snit accurate bbc headline ronny jackson,0.0,0.1125,0.25,l0,lessconcon,0.04967761039733887
49,France’s Obsession With Decline Is a Booming Industry - The New York Times,vienna obsession mass mall industry digital jackson hear,supreme court help company away sexual harassment,donald trump jr get snit accurate bbc headline ronny jackson,0.0,0.0633548122219654,0.14438355527738672,pairwise,lessconcon,0.1955888271331787
50,France’s Obsession With Decline Is a Booming Industry - The New York Times,vienna obsession mass mall industry digital jackson hear,supreme court help company away sexual harassment,donald trump jr get snit accurate bbc headline ronny jackson,0.0,0.11180339887498948,0.24999999999999994,cosine,lessconcon,0.008096933364868164
51,France’s Obsession With Decline Is a Booming Industry - The New York Times,vienna obsession mass mall industry digital jackson hear,gwen stefani superfan beat gwen stefani gwen stefani quiz,lin manuel miranda childhood letter way real people hate summer camp,0.2639413182981887,0.694090192151571,0.7971760685956679,spacy,lessconcon,1.4348304271697998
52,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,brian cunningham hit deception dark don coral vladimir,bias trump blame sluggish economy obama lavish praise breitbart,tesla hit new milestone pass g.m valuation new york time,0.0,0.1125,0.25,l0,lessconcon,0.04706549644470215
53,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,brian cunningham hit deception dark don coral vladimir,bias trump blame sluggish economy obama lavish praise breitbart,tesla hit new milestone pass g.m valuation new york time,0.0,0.0570065534192356,0.14438355527738672,pairwise,lessconcon,0.18248796463012695
54,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,brian cunningham hit deception dark don coral vladimir,bias trump blame sluggish economy obama lavish praise breitbart,tesla hit new milestone pass g.m valuation new york time,0.0,0.09805806756909201,0.24999999999999994,cosine,lessconcon,0.008368492126464844
55,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,brian cunningham hit deception dark don coral vladimir,budget deal increase wildfire disaster funding $ 2 billion annually,hillary attack dog david brock plot soros steyer sussman kick trump ass,0.21216997389418135,0.6972555181458271,0.7630845511859704,spacy,lessconcon,1.3525655269622803
56,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,lose arizona mosque flood support mutual ally,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.7142857142857143,l0,lessconcon,0.043462514877319336
57,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,lose arizona mosque flood support mutual ally,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.5586177528223194,pairwise,lessconcon,0.18749642372131348
58,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,lose arizona mosque flood support mutual ally,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.7142857142857142,cosine,lessconcon,0.007525444030761719
59,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,lose arizona mosque flood support mutual ally,idris elba star new hunchback notre dame netflix,muslim college chaplain extend hand religious divide new york time,0.23709882201176635,0.7553471078989136,0.864609393344848,spacy,lessconcon,1.3748266696929932
60,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",spoof craigslist ad seek york moore trump hilarious,u.s embassy jerusalem open door protest rage nearby,shift trump egypt right record sideline new york time,0.0,0.2361111111111111,0.75,l0,lessconcon,0.04399585723876953
61,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",spoof craigslist ad seek york moore trump hilarious,u.s embassy jerusalem open door protest rage nearby,address cuomo posit new york policy answer trump new york time,0.0,0.1620124462894476,0.6029748160380571,pairwise,lessconcon,0.18571949005126953
62,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",spoof craigslist ad seek york moore trump hilarious,u.s embassy jerusalem open door protest rage nearby,address cuomo posit new york policy answer trump new york time,0.0,0.27386127875258304,0.7499999999999999,cosine,lessconcon,0.00776219367980957
63,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",spoof craigslist ad seek york moore trump hilarious,diamond silk,corey lewandowski continue pay donald trump campaign new york time,0.27436780750381073,0.7469648550646731,0.9344235618081097,spacy,lessconcon,1.3543906211853027
64,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon gov moore zinke confirm money drill swamp,bias trump blame sluggish economy obama lavish praise breitbart,beijing hold surprise south china sea drill response patrol,0.0,0.11805555555555555,0.625,l0,lessconcon,0.047456979751586914
65,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon gov moore zinke confirm money drill swamp,bias trump blame sluggish economy obama lavish praise breitbart,beijing hold surprise south china sea drill response patrol,0.0,0.0633548122219654,0.4576241622696326,pairwise,lessconcon,0.18610811233520508
66,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon gov moore zinke confirm money drill swamp,bias trump blame sluggish economy obama lavish praise breitbart,beijing hold surprise south china sea drill response patrol,0.0,0.1178511301977579,0.6249999999999999,cosine,lessconcon,0.008244037628173828
67,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon gov moore zinke confirm money drill swamp,spirit liberalism liberalism left,exclusive excerpt congressman ken buck drain swamp washington corruption bad think breitbart,0.30312397895750864,0.7645866438033452,0.9093340240266923,spacy,lessconcon,1.378962516784668
68,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,oakland allot $ 87 million replace flint taint water pipe digital scott,supreme court help company away sexual harassment,seann william scott replace clayne crawford renew lethal weapon,0.0,0.20202020202020202,0.696969696969697,l0,lessconcon,0.05379438400268555
69,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,oakland allot $ 87 million replace flint taint water pipe digital scott,supreme court help company away sexual harassment,seann william scott replace clayne crawford renew lethal weapon,0.0,0.11304078416613478,0.5376010876815549,pairwise,lessconcon,0.19626450538635254
70,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,oakland allot $ 87 million replace flint taint water pipe digital scott,supreme court help company away sexual harassment,seann william scott replace clayne crawford renew lethal weapon,0.0,0.20100756305184242,0.6963106238227914,cosine,lessconcon,0.00853729248046875
71,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,oakland allot $ 87 million replace flint taint water pipe digital scott,gwen stefani superfan beat gwen stefani gwen stefani quiz,"watch blue ivy bid $ 19,000 art like big deal",0.15232619931058808,0.701633290320524,0.9370226915346694,spacy,lessconcon,1.4739184379577637
72,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,madison creek plan makeover summer pop house new austin long,supreme court help company away sexual harassment,maryland governor candidate breastfeed new campaign ad,0.0,0.12142857142857143,0.6333333333333333,l0,lessconcon,0.05426907539367676
73,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,madison creek plan makeover summer pop house new austin long,supreme court help company away sexual harassment,maryland governor candidate breastfeed new campaign ad,0.0,0.06437099366532754,0.46598909712311054,pairwise,lessconcon,0.19723939895629883
74,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,madison creek plan makeover summer pop house new austin long,supreme court help company away sexual harassment,maryland governor candidate breastfeed new campaign ad,0.0,0.11952286093343936,0.6324555320336759,cosine,lessconcon,0.008679628372192383
75,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,madison creek plan makeover summer pop house new austin long,chrissy teigen explain snapchat decision feel beyoncé biter,seth meyers wife welcome second child bear lobby apartment building,0.2774494971242793,0.7455718413755112,0.9475633239614089,spacy,lessconcon,1.4456629753112793
76,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal cia archimedes tool reportedly develop local network bennett,supreme court help company away sexual harassment,reporter reveal trump gin good sex page story,0.0,0.225,0.8,l0,lessconcon,0.05242609977722168
77,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal cia archimedes tool reportedly develop local network bennett,supreme court help company away sexual harassment,school get complaint teacher huffpost reveal racial bias,0.0,0.06437099366532754,0.6694188517266484,pairwise,lessconcon,0.19640374183654785
78,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal cia archimedes tool reportedly develop local network bennett,supreme court help company away sexual harassment,sting reveal weird way meet current collaborator shaggy,0.0,0.11180339887498948,0.7999999999999998,cosine,lessconcon,0.008338689804077148
79,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal cia archimedes tool reportedly develop local network bennett,gwen stefani superfan beat gwen stefani gwen stefani quiz,iranian lawmaker mock trump mental capacity burn u.s flag u.s pull nuke deal,0.17243444296608637,0.6033667055490318,0.9160177650186379,spacy,lessconcon,1.4511172771453857
80,House Democrats Offer Internships For Students Affected By Gun Violence,villa democrats offer internship student affect gun clash,bias trump blame sluggish economy obama lavish praise breitbart,democratic leader ready job guarantee,0.0,0.1625,0.75,l0,lessconcon,0.04491567611694336
81,House Democrats Offer Internships For Students Affected By Gun Violence,villa democrats offer internship student affect gun clash,bias trump blame sluggish economy obama lavish praise breitbart,freedom rider dump democrats good,0.0,0.08704446792504217,0.6029748160380571,pairwise,lessconcon,0.185624361038208
82,House Democrats Offer Internships For Students Affected By Gun Violence,villa democrats offer internship student affect gun clash,bias trump blame sluggish economy obama lavish praise breitbart,freedom rider dump democrats good,0.0,0.15811388300841897,0.7499999999999999,cosine,lessconcon,0.007580757141113281
83,House Democrats Offer Internships For Students Affected By Gun Violence,villa democrats offer internship student affect gun clash,idris elba star new hunchback notre dame netflix,6 fire howard university misconduct involve need base tuition fund,0.22856588703214384,0.782133551988115,0.935271430955032,spacy,lessconcon,1.363041877746582
84,Can anyone help with the meaning behind a mystery playing card?,worry debate mystery playing card,bias trump blame sluggish economy obama lavish praise breitbart,2 state solution dead israel debate new york time,0.0,0.15555555555555556,0.6,l0,lessconcon,0.03930544853210449
85,Can anyone help with the meaning behind a mystery playing card?,worry debate mystery playing card,bias trump blame sluggish economy obama lavish praise breitbart,2 state solution dead israel debate new york time,0.0,0.08704446792504217,0.43161341897075145,pairwise,lessconcon,0.1856985092163086
86,Can anyone help with the meaning behind a mystery playing card?,worry debate mystery playing card,bias trump blame sluggish economy obama lavish praise breitbart,2 state solution dead israel debate new york time,0.0,0.14907119849998599,0.5999999999999999,cosine,lessconcon,0.0076558589935302734
87,Can anyone help with the meaning behind a mystery playing card?,worry debate mystery playing card,idris elba star new hunchback notre dame netflix,trump weary defender face fresh worry new york time,0.1771513178727721,0.7330073504135161,0.9051235209428945,spacy,lessconcon,1.302907943725586
88,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,exclusive rand james omnibus spending john president hillary clinton able bill biden,supreme court help company away sexual harassment,jake tapper mock trump lame james comey,0.0,0.11309523809523808,0.696969696969697,l0,lessconcon,0.05988311767578125
89,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,exclusive rand james omnibus spending john president hillary clinton able bill biden,supreme court help company away sexual harassment,jake tapper mock trump lame james comey,0.0,0.06123094334544521,0.5043749694851543,pairwise,lessconcon,0.19775938987731934
90,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,exclusive rand james omnibus spending john president hillary clinton able bill biden,supreme court help company away sexual harassment,jake tapper mock trump lame james comey,0.0,0.1091089451179962,0.6943650748294137,cosine,lessconcon,0.009408950805664062
91,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,exclusive rand james omnibus spending john president hillary clinton able bill biden,chrissy teigen explain snapchat decision feel beyoncé biter,rand paul say oppose trump nominee cia secretary state,0.34947799643173594,0.8195087900385263,0.9525568200196488,spacy,lessconcon,1.4897632598876953
92,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",pelosi pray donald trump presidency successful family prove trust,u.s embassy jerusalem open door protest rage nearby,11 depressing economic reality donald trump inherit,0.0,0.25396825396825395,0.8263888888888888,l0,lessconcon,0.05021309852600098
93,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",pelosi pray donald trump presidency successful family prove trust,u.s embassy jerusalem open door protest rage nearby,11 depressing economic reality donald trump inherit,0.0,0.14587439082056453,0.7060777744337088,pairwise,lessconcon,0.18786001205444336
94,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",pelosi pray donald trump presidency successful family prove trust,u.s embassy jerusalem open door protest rage nearby,11 depressing economic reality donald trump inherit,0.0,0.2519763153394848,0.8249579113843053,cosine,lessconcon,0.009091615676879883
95,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",pelosi pray donald trump presidency successful family prove trust,diamond silk,civil war gop trump lead long experiment populism new republican party,0.17811615957651264,0.7612898976009328,0.9656085754668067,spacy,lessconcon,1.3761014938354492
96,Washington’s meddling in foreign elections,washington meddling immediate judge,supreme court help company away sexual harassment,judge agree delay stormy daniels lawsuit michael cohen,0.0,0.1875,0.5,l0,lessconcon,0.0372014045715332
97,Washington’s meddling in foreign elections,washington meddling immediate judge,supreme court help company away sexual harassment,judge agree delay stormy daniels lawsuit michael cohen,0.0,0.09867961797986956,0.3360969272762575,pairwise,lessconcon,0.19483017921447754
98,Washington’s meddling in foreign elections,washington meddling immediate judge,supreme court help company away sexual harassment,judge agree delay stormy daniels lawsuit michael cohen,0.0,0.17677669529663687,0.5,cosine,lessconcon,0.006827592849731445
99,Washington’s meddling in foreign elections,washington meddling immediate judge,gwen stefani superfan beat gwen stefani gwen stefani quiz,trump travel ban face supreme court reckoning,0.18120706569512218,0.7259042637410423,0.81235188821201,spacy,lessconcon,1.3288066387176514
100,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,catch mike nyc destroy iraqi abrams tom tank missile,supreme court help company away sexual harassment,jimmy kimmel know iran supreme leader watch tom jerry,0.0,0.1111111111111111,0.6666666666666666,l0,lessconcon,0.05020499229431152
101,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,catch mike nyc destroy iraqi abrams tom tank missile,supreme court help company away sexual harassment,jimmy kimmel know iran supreme leader watch tom jerry,0.0,0.05951439576030657,0.5031026124151314,pairwise,lessconcon,0.19350934028625488
