,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
15,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave unkwordz pepsi unkwordz jenner unkwordz anti trump resistance sell soda,idris elba star new hunchback notre dame netflix,joe scarborough trump legal strategy like monkey throw poo wall,0.297329272369501,0.6946643238006079,0.9618757528526061,spacy,lime,2.5847275257110596
16,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",unkwordz excess unkwordz unkwordz rock protector strip search jail day unkwordz minor charge video link commentary,supreme court help company away sexual harassment,video bear eat ice cream dairy queen lead charge zoo owner,0.0,0.16783216783216784,0.8615384615384616,l0,lime,0.08225774765014648
17,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",unkwordz excess unkwordz unkwordz rock protector strip search jail day unkwordz minor charge video link commentary,supreme court help company away sexual harassment,video bear eat ice cream dairy queen lead charge zoo owner,0.0,0.06156537979832559,0.4292100471636077,pairwise,lime,0.29091811180114746
18,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",unkwordz excess unkwordz unkwordz rock protector strip search jail day unkwordz minor charge video link commentary,supreme court help company away sexual harassment,video bear eat ice cream dairy queen lead charge zoo owner,0.0,0.11396057645963795,0.5855400437691198,cosine,lime,0.015211820602416992
19,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",unkwordz excess unkwordz unkwordz rock protector strip search jail day unkwordz minor charge video link commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,1 person find dead explosion rock site allege domestic hostage situation,0.13239128256786337,0.8069042711033203,0.974799083881307,spacy,lime,2.8196957111358643
20,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",unkwordz north unkwordz key unkwordz unkwordz contra scandal unkwordz unkwordz president,bias trump blame sluggish economy obama lavish praise breitbart,officer put man chokehold outside north carolina waffle house,0.0,0.1388888888888889,0.6666666666666667,l0,lime,0.06339550018310547
21,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",unkwordz north unkwordz key unkwordz unkwordz contra scandal unkwordz unkwordz president,bias trump blame sluggish economy obama lavish praise breitbart,i.o.c president say russian federation bar new york time,0.0,0.029032707475956262,0.1595608484395023,pairwise,lime,0.27033305168151855
22,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",unkwordz north unkwordz key unkwordz unkwordz contra scandal unkwordz unkwordz president,bias trump blame sluggish economy obama lavish praise breitbart,officer put man chokehold outside north carolina waffle house,0.0,0.052057920629535355,0.2469323991623974,cosine,lime,0.01238703727722168
23,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",unkwordz north unkwordz key unkwordz unkwordz contra scandal unkwordz unkwordz president,diamond silk,north carolina governor sign law limit successor power new york time,0.19888639857217547,0.6883873603412473,0.871790240279681,spacy,lime,2.5572381019592285
24,California Today: What to Look for on Election Day - The New York Times,unkwordz unkwordz unkwordz unkwordz look unkwordz unkwordz day unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,lds reader take look trump accuser jessica drake conclude leader day sissy,0.0,0.41666666666666663,0.4583333333333333,l0,lime,0.06904053688049316
25,California Today: What to Look for on Election Day - The New York Times,unkwordz unkwordz unkwordz unkwordz look unkwordz unkwordz day unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,lds reader take look trump accuser jessica drake conclude leader day sissy,0.0,0.031836940224838836,0.03804225578681524,pairwise,lime,0.29276609420776367
26,California Today: What to Look for on Election Day - The New York Times,unkwordz unkwordz unkwordz unkwordz look unkwordz unkwordz day unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,lds reader take look trump accuser jessica drake conclude leader day sissy,0.0,0.05716619504750295,0.07001400420140048,cosine,lime,0.012752532958984375
27,California Today: What to Look for on Election Day - The New York Times,unkwordz unkwordz unkwordz unkwordz look unkwordz unkwordz day unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,rest world show march life,0.12734957199923558,0.7510120749622123,0.8003359235431187,spacy,lime,2.7487921714782715
28,Obama To Apply For Political Asylum In Moneygall,unkwordz apply unkwordz political unkwordz moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.225,0.675,l0,lime,0.050838470458984375
29,Obama To Apply For Political Asylum In Moneygall,unkwordz apply unkwordz political unkwordz moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.07030492086459506,0.24963549414381234,pairwise,lime,0.2825911045074463
30,Obama To Apply For Political Asylum In Moneygall,unkwordz apply unkwordz political unkwordz moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.12909944487358055,0.3872983346207417,cosine,lime,0.011494636535644531
31,Obama To Apply For Political Asylum In Moneygall,unkwordz apply unkwordz political unkwordz moneygall,gwen stefani superfan beat gwen stefani gwen stefani quiz,stop political campaign forge signature,-0.06043242736383184,0.7007656317530796,0.842017477690187,spacy,lime,2.575949192047119
32,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,unkwordz friedkin faith exorcism unkwordz unkwordz diversity hollywood unkwordz snag unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,omb post nominee berned stake christian faith,0.0,0.14285714285714285,0.8035714285714286,l0,lime,0.06459546089172363
33,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,unkwordz friedkin faith exorcism unkwordz unkwordz diversity hollywood unkwordz snag unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,omb post nominee berned stake christian faith,0.0,0.03593356628185258,0.25558524637039043,pairwise,lime,0.2723383903503418
34,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,unkwordz friedkin faith exorcism unkwordz unkwordz diversity hollywood unkwordz snag unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,omb post nominee berned stake christian faith,0.0,0.06788442333021306,0.3810003810005715,cosine,lime,0.013938188552856445
35,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,unkwordz friedkin faith exorcism unkwordz unkwordz diversity hollywood unkwordz snag unkwordz,chart day mind big rigs—-class 8 truck sale 46 peak,trump devotee charge terrorist plot texte undercover fbi agent muslim cleanse,0.1991671789240256,0.5632904968784808,0.9641767650316881,spacy,lime,2.5747411251068115
36,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz e.u unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,cambridge analytica send foreigner work u.s election employee,0.0,0.2222222222222222,0.41666666666666663,l0,lime,0.08084440231323242
37,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz e.u unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,kevin mchale think zero surprise come,0.0,0.0,0.0,pairwise,lime,0.28205037117004395
38,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz e.u unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,iranian lawmaker mock trump mental capacity burn u.s flag u.s pull nuke deal,0.0,0.028565599452002113,0.03594425773447948,cosine,lime,0.014123916625976562
39,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz e.u unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,kevin mchale think zero surprise come,0.0,0.0,0.0,spacy,lime,2.891026496887207
40,NY State Police Building MS-13 Unit,unkwordz state police unkwordz ms-13 unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,red state utah surge obamacare new york time,0.0,0.1625,0.6857142857142857,l0,lime,0.04566335678100586
41,NY State Police Building MS-13 Unit,unkwordz state police unkwordz ms-13 unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,2 state solution dead israel debate new york time,0.0,0.052249853500008124,0.27205959041240824,pairwise,lime,0.2701895236968994
42,NY State Police Building MS-13 Unit,unkwordz state police unkwordz ms-13 unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,red state utah surge obamacare new york time,0.0,0.09805806756909201,0.4193139346887673,cosine,lime,0.010877609252929688
43,NY State Police Building MS-13 Unit,unkwordz state police unkwordz ms-13 unkwordz,idris elba star new hunchback notre dame netflix,nodapl native american leader vow stay winter file lawsuit police,0.10554686760108732,0.718931477623761,0.8376776554859369,spacy,lime,2.426029682159424
44,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,unkwordz unkwordz unkwordz shred unkwordz kushner unkwordz new unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,wear makeup wear makeup new york time,0.0,0.225,0.5416666666666666,l0,lime,0.0568695068359375
45,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,unkwordz unkwordz unkwordz shred unkwordz kushner unkwordz new unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,new verb mexico trumpear punch new york time,0.0,0.05759733801533426,0.09042421401858962,pairwise,lime,0.2687962055206299
46,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,unkwordz unkwordz unkwordz shred unkwordz kushner unkwordz new unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,new verb mexico trumpear punch new york time,0.0,0.10127393670836665,0.1601281538050871,cosine,lime,0.011729240417480469
47,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,unkwordz unkwordz unkwordz shred unkwordz kushner unkwordz new unkwordz,representative government thugocracy,corey lewandowski continue pay donald trump campaign new york time,0.11200646231965812,0.46417560503141997,0.683800152721465,spacy,lime,2.4315569400787354
48,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,unkwordz unkwordz man chokehold unkwordz north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.26785714285714285,0.7619047619047619,l0,lime,0.05947542190551758
49,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,unkwordz unkwordz man chokehold unkwordz north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.10214007428645527,0.39006559536774454,pairwise,lime,0.28693699836730957
50,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,unkwordz unkwordz man chokehold unkwordz north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.18257418583505533,0.5163977794943222,cosine,lime,0.013712167739868164
51,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,unkwordz unkwordz man chokehold unkwordz north carolina waffle house,gwen stefani superfan beat gwen stefani gwen stefani quiz,dorian harris steal beer corner store clerk shoot dead police,0.31783120511947277,0.6882042046788344,0.9335439842166642,spacy,lime,2.6413657665252686
52,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,unkwordz unkwordz report chemical attack syrian unkwordz enclave,bias trump blame sluggish economy obama lavish praise breitbart,trump expel 60 russians close russian consulate seattle uk chemical attack,0.0,0.26666666666666666,0.7291666666666667,l0,lime,0.05406498908996582
53,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,unkwordz unkwordz report chemical attack syrian unkwordz enclave,bias trump blame sluggish economy obama lavish praise breitbart,trump expel 60 russians close russian consulate seattle uk chemical attack,0.0,0.08870307715276005,0.31694345006596414,pairwise,lime,0.2669680118560791
54,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,unkwordz unkwordz report chemical attack syrian unkwordz enclave,bias trump blame sluggish economy obama lavish praise breitbart,trump expel 60 russians close russian consulate seattle uk chemical attack,0.0,0.16116459280507606,0.472455591261534,cosine,lime,0.011541366577148438
55,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,unkwordz unkwordz report chemical attack syrian unkwordz enclave,idris elba star new hunchback notre dame netflix,trump expel 60 russians close russian consulate seattle uk chemical attack,0.14784580450310372,0.6979650814787092,0.9221013499933871,spacy,lime,2.47843861579895
56,France’s Obsession With Decline Is a Booming Industry - The New York Times,unkwordz unkwordz unkwordz unkwordz unkwordz boom unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,kevin mchale think zero surprise come,0.0,0.0,0.3125,l0,lime,0.06598687171936035
57,France’s Obsession With Decline Is a Booming Industry - The New York Times,unkwordz unkwordz unkwordz unkwordz unkwordz boom unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,kevin mchale think zero surprise come,0.0,0.0,0.018431131758709394,pairwise,lime,0.2820425033569336
58,France’s Obsession With Decline Is a Booming Industry - The New York Times,unkwordz unkwordz unkwordz unkwordz unkwordz boom unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,kevin mchale think zero surprise come,0.0,0.0,0.03517987723651459,cosine,lime,0.012355327606201172
59,France’s Obsession With Decline Is a Booming Industry - The New York Times,unkwordz unkwordz unkwordz unkwordz unkwordz boom unkwordz unkwordz unkwordz unkwordz unkwordz,geena davis 4th husband reza jarrahy divorce,trump team move lift ban extreme hunting tactic alaska,0.12480027191149509,0.40502371751234556,0.609327007911357,spacy,lime,2.7227611541748047
60,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,unkwordz unkwordz unkwordz unkwordz unkwordz trump unkwordz unkwordz unkwordz nastier unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz putin,u.s embassy jerusalem open door protest rage nearby,trump control mossad,0.0,0.29166666666666663,0.375,l0,lime,0.08454728126525879
61,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,unkwordz unkwordz unkwordz unkwordz unkwordz trump unkwordz unkwordz unkwordz nastier unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz putin,u.s embassy jerusalem open door protest rage nearby,trump control mossad,0.0,0.021200764922973424,0.02537633629717856,pairwise,lime,0.27242159843444824
62,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,unkwordz unkwordz unkwordz unkwordz unkwordz trump unkwordz unkwordz unkwordz nastier unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz putin,u.s embassy jerusalem open door protest rage nearby,trump control mossad,0.0,0.03823595564509363,0.04682929057908469,cosine,lime,0.014154911041259766
63,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,unkwordz unkwordz unkwordz unkwordz unkwordz trump unkwordz unkwordz unkwordz nastier unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz putin,chart day mind big rigs—-class 8 truck sale 46 peak,hack hysteria aim distract voter putin,0.01693451103824265,0.582662804875725,0.6523099963617371,spacy,lime,2.7758655548095703
64,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,vandalize arizona mosque flood unkwordz unkwordz unkwordz ally,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.7738095238095238,l0,lime,0.054386138916015625
65,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,vandalize arizona mosque flood unkwordz unkwordz unkwordz ally,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.3501746267226755,pairwise,lime,0.2697136402130127
66,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,vandalize arizona mosque flood unkwordz unkwordz unkwordz ally,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.5050762722761054,cosine,lime,0.011719942092895508
67,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,vandalize arizona mosque flood unkwordz unkwordz unkwordz ally,diamond silk,u.s embassy jerusalem open door protest rage nearby,0.14697290648898723,0.6741317845646811,0.9185459968191881,spacy,lime,2.499119520187378
68,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",unkwordz craigslist unkwordz seek unkwordz unkwordz donald trump unkwordz unkwordz unkwordz unkwordz,u.s embassy jerusalem open door protest rage nearby,11 depressing economic reality donald trump inherit,0.0,0.34285714285714286,0.65,l0,lime,0.06469225883483887
69,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",unkwordz craigslist unkwordz seek unkwordz unkwordz donald trump unkwordz unkwordz unkwordz unkwordz,u.s embassy jerusalem open door protest rage nearby,11 depressing economic reality donald trump inherit,0.0,0.05044113831384459,0.10152852403842216,pairwise,lime,0.26914453506469727
70,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",unkwordz craigslist unkwordz seek unkwordz unkwordz donald trump unkwordz unkwordz unkwordz unkwordz,u.s embassy jerusalem open door protest rage nearby,11 depressing economic reality donald trump inherit,0.0,0.09166984970282112,0.17149858514250882,cosine,lime,0.012557506561279297
71,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",unkwordz craigslist unkwordz seek unkwordz unkwordz donald trump unkwordz unkwordz unkwordz unkwordz,diamond silk,corey lewandowski continue pay donald trump campaign new york time,0.2444822524129167,0.7553246168327766,0.8259136264428301,spacy,lime,2.6201164722442627
72,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon unkwordz ryan unkwordz concede unkwordz unkwordz money unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,rep louie gohmert protest gorsuch nomination fake news fund soros money,0.0,0.14545454545454545,0.65,l0,lime,0.0666971206665039
73,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon unkwordz ryan unkwordz concede unkwordz unkwordz money unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,rep louie gohmert protest gorsuch nomination fake news fund soros money,0.0,0.01900921357873765,0.10152852403842216,pairwise,lime,0.2707526683807373
74,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon unkwordz ryan unkwordz concede unkwordz unkwordz money unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,rep louie gohmert protest gorsuch nomination fake news fund soros money,0.0,0.036563621206356534,0.17149858514250882,cosine,lime,0.013109922409057617
75,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,oregon unkwordz ryan unkwordz concede unkwordz unkwordz money unkwordz unkwordz unkwordz unkwordz,diamond silk,corey lewandowski continue pay donald trump campaign new york time,0.27710810108091954,0.7747367042263208,0.8893552351300412,spacy,lime,2.6195130348205566
76,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,michigan allot unkwordz 87 unkwordz unkwordz flint unkwordz taint unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,good excuse racist impact michigan medicaid proposal,0.0,0.15476190476190477,0.625,l0,lime,0.0787358283996582
77,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,michigan allot unkwordz 87 unkwordz unkwordz flint unkwordz taint unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,good excuse racist impact michigan medicaid proposal,0.0,0.017715851238945413,0.07376787260831653,pairwise,lime,0.284165620803833
78,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,michigan allot unkwordz 87 unkwordz unkwordz flint unkwordz taint unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,good excuse racist impact michigan medicaid proposal,0.0,0.03367175148507369,0.12858612496840993,cosine,lime,0.013518095016479492
79,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,michigan allot unkwordz 87 unkwordz unkwordz flint unkwordz taint unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,oregon gov ryan zinke concede money drill coast,0.23413450113335776,0.5885247232334117,0.7120885991845628,spacy,lime,2.8709046840667725
80,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,unkwordz madison park unkwordz unkwordz makeover unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,south korean president park geun hye sentence 24 year bribery abuse power,0.0,0.16666666666666666,0.5416666666666666,l0,lime,0.0748147964477539
81,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,unkwordz madison park unkwordz unkwordz makeover unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,south korean president park geun hye sentence 24 year bribery abuse power,0.0,0.01342915285213354,0.05003887897291023,pairwise,lime,0.28478217124938965
82,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,unkwordz madison park unkwordz unkwordz makeover unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,south korean president park geun hye sentence 24 year bribery abuse power,0.0,0.02592379236826064,0.08980265101338746,cosine,lime,0.013311386108398438
83,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,unkwordz madison park unkwordz unkwordz makeover unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,illegal immigrant accuse murder teacher,epa ethic official walk defense scott pruitt condo rental,0.2164055337388938,0.6060489454760553,0.8267908478747861,spacy,lime,2.8068106174468994
84,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal unkwordz archimedes tool reportedly infect local network unkwordz unkwordz,supreme court help company away sexual harassment,reporter reveal trump gin good sex page story,0.0,0.2361111111111111,0.8444444444444444,l0,lime,0.06554079055786133
85,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal unkwordz archimedes tool reportedly infect local network unkwordz unkwordz,supreme court help company away sexual harassment,school get complaint teacher huffpost reveal racial bias,0.0,0.04885067412069597,0.4557948788159227,pairwise,lime,0.2806882858276367
86,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal unkwordz archimedes tool reportedly infect local network unkwordz unkwordz,supreme court help company away sexual harassment,sting reveal weird way meet current collaborator shaggy,0.0,0.08574929257125441,0.6135719910778963,cosine,lime,0.013224363327026367
