,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
15,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",pleasant ramble sorting idoosyncratic terrain errol morris deal possess loose lackadaisical charm,execrable,bright act thought provoke tuck everlasting suffer laconic pace lack traditional action,0.20267903099681644,0.7199907864351773,0.9808131708144009,spacy,wordnet,2.65885853767395
16,eight crazy nights is a showcase for sandler's many talents .,octet mad night cost type_a show_window sandler gift,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.325,l0,wordnet,0.05739641189575195
17,eight crazy nights is a showcase for sandler's many talents .,octet mad night cost type_a show_window sandler gift,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.1908740661302035,pairwise,wordnet,0.2749607563018799
18,eight crazy nights is a showcase for sandler's many talents .,octet mad night cost type_a show_window sandler gift,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.31622776601683794,cosine,wordnet,0.012104988098144531
19,eight crazy nights is a showcase for sandler's many talents .,octet mad night cost type_a show_window sandler gift,execrable,emotional journey shyamalan give past movie gibson step bruce willis perfect actor trip,0.10854771554414167,0.657653760545715,0.7351099328395548,spacy,wordnet,2.536264419555664
20,"from beginning to end , this overheated melodrama plays like a student film .",begin end overheat melodrama period_of_play like student film,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,intriguing beautiful film read book likely disappoint,0.0,0.26785714285714285,0.875,l0,wordnet,0.0585484504699707
21,"from beginning to end , this overheated melodrama plays like a student film .",begin end overheat melodrama period_of_play like student film,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,glorious spectacle like d w griffith early day silent film,0.0,0.14438355527738672,0.7799154245579976,pairwise,wordnet,0.27477264404296875
22,"from beginning to end , this overheated melodrama plays like a student film .",begin end overheat melodrama period_of_play like student film,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,glorious spectacle like d w griffith early day silent film,0.0,0.22360679774997896,0.8749999999999998,cosine,wordnet,0.01300358772277832
23,"from beginning to end , this overheated melodrama plays like a student film .",begin end overheat melodrama period_of_play like student film,execrable,movie absorbing character engage romance wait end,0.08435544113280585,0.8299477392761603,0.9797653079568596,spacy,wordnet,2.4847946166992188
24,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give humour poignancy car focus gut bustingly funny crushingly depressing,movie soft percolate magic deadpan suspense,take 19 predecessor,0.0,0.19999999999999998,0.8666666666666667,l0,wordnet,0.0808718204498291
25,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give humour poignancy car focus gut bustingly funny crushingly depressing,movie soft percolate magic deadpan suspense,lot foul freaky funny,0.0,0.07644962318959063,0.7357532581618298,pairwise,wordnet,0.2836170196533203
26,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give humour poignancy car focus gut bustingly funny crushingly depressing,movie soft percolate magic deadpan suspense,take 19 predecessor,0.0,0.14907119849998599,0.8666666666666666,cosine,wordnet,0.015156745910644531
27,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give humour poignancy car focus gut bustingly funny crushingly depressing,else-,bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal script unimpressive acting indifferent direction,0.0,0.8458990388911878,0.9884431875904005,spacy,wordnet,2.752944231033325
28,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old cliche want tweak taste tangy worn temper,movie soft percolate magic deadpan suspense,story thousand year old like take thousand tell,0.0,0.22619047619047616,0.8333333333333334,l0,wordnet,0.07147884368896484
29,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old cliche want tweak taste tangy worn temper,movie soft percolate magic deadpan suspense,story thousand year old like take thousand tell,0.0,0.10778626961492307,0.716811741443062,pairwise,wordnet,0.28337979316711426
30,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old cliche want tweak taste tangy worn temper,movie soft percolate magic deadpan suspense,story thousand year old like take thousand tell,0.0,0.18257418583505536,0.8333333333333335,cosine,wordnet,0.014642715454101562
31,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old cliche want tweak taste tangy worn temper,else-,like sucker good old fashion romance shamelessly love eat martha offer perfect ingredient satisfy appetite,0.0,0.8450294481189503,0.9608006718102731,spacy,wordnet,2.6944515705108643
32,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament active endurance common concern reconcile survival,movie soft percolate magic deadpan suspense,work intricate elegance literary lyricism profound common sense,0.0,0.13392857142857142,0.8571428571428571,l0,wordnet,0.055677175521850586
33,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament active endurance common concern reconcile survival,movie soft percolate magic deadpan suspense,work intricate elegance literary lyricism profound common sense,0.0,0.07244081925041984,0.7523197619890014,pairwise,wordnet,0.278414249420166
34,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament active endurance common concern reconcile survival,movie soft percolate magic deadpan suspense,work intricate elegance literary lyricism profound common sense,0.0,0.13363062095621217,0.857142857142857,cosine,wordnet,0.012618541717529297
35,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament active endurance common concern reconcile survival,fluffy disposible,distinguish time favor countless thriller underlying concern consequence word complicated emotion fuel terrorist act,-0.0005066578427095863,0.7986571275601961,0.9589158443616398,spacy,wordnet,2.5401391983032227
36,it's probably not easy to make such a worthless film . . .,probably easy worthless movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,thinly conceive movie,0.0,0.29166666666666663,0.75,l0,wordnet,0.048400163650512695
37,it's probably not easy to make such a worthless film . . .,probably easy worthless movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,movie come remind bad motion picture truly frank mcklusky c movie,0.0,0.17077611319011649,0.6029748160380572,pairwise,wordnet,0.2800867557525635
38,it's probably not easy to make such a worthless film . . .,probably easy worthless movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,thinly conceive movie,0.0,0.2886751345948129,0.75,cosine,wordnet,0.01257014274597168
39,it's probably not easy to make such a worthless film . . .,probably easy worthless movie,else-,sure film prove bad thing,0.0,0.852197364007855,0.9561510379069627,spacy,wordnet,2.4317383766174316
40,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort past washington will rock boat firm meat potato filmmaking,movie soft percolate magic deadpan suspense,number yarn,0.0,0.2857142857142857,0.8901098901098901,l0,wordnet,0.0783693790435791
41,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort past washington will rock boat firm meat potato filmmaking,movie soft percolate magic deadpan suspense,number yarn,0.0,0.11664033394405067,0.789774663634357,pairwise,wordnet,0.2861645221710205
42,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort past washington will rock boat firm meat potato filmmaking,movie soft percolate magic deadpan suspense,number yarn,0.0,0.1889822365046136,0.8894991799933215,cosine,wordnet,0.016427040100097656
43,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort past washington will rock boat firm meat potato filmmaking,else-,fairly involving far go film end have fresh grow catholic,0.0,0.7801733814248853,0.9777951125020524,spacy,wordnet,2.7507898807525635
44,a non-mystery mystery .,non closed_book mystery_story,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.41666666666666663,l0,wordnet,0.04299640655517578
45,a non-mystery mystery .,non closed_book mystery_story,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.15064018498706508,pairwise,wordnet,0.27046942710876465
46,a non-mystery mystery .,non closed_book mystery_story,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.2581988897471611,cosine,wordnet,0.010898590087890625
47,a non-mystery mystery .,non closed_book mystery_story,bluto blutarsky miss,startling fresh examination bike remain ambiguous icon chinese society,-0.008128782363368572,0.394862464169597,0.536702929181716,spacy,wordnet,2.3506460189819336
48,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",imagine movie b&w british comedy circa 1960 peter seller kenneth williams et al time cast picture hopeful,polanski good film,pleasant romantic comedy,0.0,0.19444444444444442,0.9150326797385621,l0,wordnet,0.07978940010070801
49,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",imagine movie b&w british comedy circa 1960 peter seller kenneth williams et al time cast picture hopeful,polanski good film,minor comedy try balance sweetness coarseness paint sad picture single scene,0.0,0.08258335458971076,0.81274873542477,pairwise,wordnet,0.28081822395324707
50,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",imagine movie b&w british comedy circa 1960 peter seller kenneth williams et al time cast picture hopeful,polanski good film,minor comedy try balance sweetness coarseness paint sad picture single scene,0.0,0.1421338109037403,0.8959786703810408,cosine,wordnet,0.01758575439453125
51,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",imagine movie b&w british comedy circa 1960 peter seller kenneth williams et al time cast picture hopeful,execrable,cameo packed m i-2 spoof title sequence funny 5 minute date spy comedy franchise mike myers show ruin,0.007950307946218172,0.7826295990586414,0.9857345794168966,spacy,wordnet,2.7543041706085205
52,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",angstrom_unit meet sophisticated picture_show alike docudrama fashion information_technology appropriate italian immigrant kin verge john_r._major change,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.07670454545454546,0.27884615384615385,l0,wordnet,0.08387231826782227
53,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",angstrom_unit meet sophisticated picture_show alike docudrama fashion information_technology appropriate italian immigrant kin verge john_r._major change,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.03966274942049731,0.16284707754470526,pairwise,wordnet,0.2861180305480957
54,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",angstrom_unit meet sophisticated picture_show alike docudrama fashion information_technology appropriate italian immigrant kin verge john_r._major change,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.07537783614444091,0.2773500981126146,cosine,wordnet,0.016134977340698242
55,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",angstrom_unit meet sophisticated picture_show alike docudrama fashion information_technology appropriate italian immigrant kin verge john_r._major change,else-,point view contemporary interpretation joan prefeminist plight leave think reason movie present standard allow plenty nudity,0.0,0.7639618844975681,0.8611728612648428,spacy,wordnet,2.8289237022399902
56,". . . very funny , very enjoyable . . .",funny gratifying,movie soft percolate magic deadpan suspense,lot foul freaky funny,0.0,0.375,0.5,l0,wordnet,0.04209494590759277
57,". . . very funny , very enjoyable . . .",funny gratifying,movie soft percolate magic deadpan suspense,lot foul freaky funny,0.0,0.22028815056182965,0.3360969272762574,pairwise,wordnet,0.2765321731567383
58,". . . very funny , very enjoyable . . .",funny gratifying,movie soft percolate magic deadpan suspense,lot foul freaky funny,0.0,0.35355339059327373,0.4999999999999999,cosine,wordnet,0.01170659065246582
59,". . . very funny , very enjoyable . . .",funny gratifying,else-,movie hilarious witty inventive hindsight dumb,0.0,0.7747745057080332,0.8838844995158325,spacy,wordnet,2.413238763809204
60,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",fete radical unplayful spark nonconformity glance vividly advance hibiscus grandly bid holy_person spark,movie soft percolate magic deadpan suspense,potential twist telegraph advance performance respectably muted movie influence rohypnol,0.0,0.09166666666666667,0.5,l0,wordnet,0.0759725570678711
61,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",fete radical unplayful spark nonconformity glance vividly advance hibiscus grandly bid holy_person spark,movie soft percolate magic deadpan suspense,potential twist telegraph advance performance respectably muted movie influence rohypnol,0.0,0.043109987479869535,0.3847199173093521,pairwise,wordnet,0.28170156478881836
62,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",fete radical unplayful spark nonconformity glance vividly advance hibiscus grandly bid holy_person spark,movie soft percolate magic deadpan suspense,potential twist telegraph advance performance respectably muted movie influence rohypnol,0.0,0.0816496580927726,0.521749194749951,cosine,wordnet,0.01491236686706543
63,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",fete radical unplayful spark nonconformity glance vividly advance hibiscus grandly bid holy_person spark,else-,falseness second half begin intriguing look youth fizzle dull ridiculous attempt heart tugging,0.0,0.6737065880125432,0.832608851042245,spacy,wordnet,2.7246007919311523
64,i can't recommend it . but it's surprisingly harmless .,recommend amazingly harmless,movie soft percolate magic deadpan suspense,hard know recommend film thing right occasionally thing get wrong,0.0,0.2222222222222222,0.6666666666666666,l0,wordnet,0.04520988464355469
65,i can't recommend it . but it's surprisingly harmless .,recommend amazingly harmless,movie soft percolate magic deadpan suspense,hard know recommend film thing right occasionally thing get wrong,0.0,0.09865621511919304,0.5031026124151314,pairwise,wordnet,0.27789878845214844
66,i can't recommend it . but it's surprisingly harmless .,recommend amazingly harmless,movie soft percolate magic deadpan suspense,hard know recommend film thing right occasionally thing get wrong,0.0,0.16666666666666669,0.6666666666666667,cosine,wordnet,0.011882543563842773
67,i can't recommend it . but it's surprisingly harmless .,recommend amazingly harmless,else-,hard know recommend film thing right occasionally thing get wrong,0.0,0.6391988281487746,0.9519852150644016,spacy,wordnet,2.4470674991607666
68,"narratively , trouble every day is a plodding mess .",narratively incommode day slog quite_a_little,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.15555555555555556,0.4,l0,wordnet,0.04967999458312988
69,"narratively , trouble every day is a plodding mess .",narratively incommode day slog quite_a_little,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.08704446792504215,0.2523342014336961,pairwise,wordnet,0.2707812786102295
70,"narratively , trouble every day is a plodding mess .",narratively incommode day slog quite_a_little,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.14907119849998599,0.3999999999999999,cosine,wordnet,0.011627435684204102
71,"narratively , trouble every day is a plodding mess .",narratively incommode day slog quite_a_little,bluto blutarsky miss,moment insightful fondly remember endlessly challenging maze moviegoing,0.18157552795976084,0.5645646766131742,0.8199672857651439,spacy,wordnet,2.3969051837921143
72,execrable .,miserable,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.0,l0,wordnet,0.03691887855529785
73,execrable .,miserable,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.0,pairwise,wordnet,0.2740969657897949
74,execrable .,miserable,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.0,cosine,wordnet,0.009607791900634766
75,execrable .,miserable,else-,horrible,0.0,0.6912882961475071,0.3921987289484978,spacy,wordnet,2.3511195182800293
76,[a] rather thinly-conceived movie .,adenine kind_of lightly believe movie,polanski good film,movie save unbearable lightness simplicity storytelling authenticity performance,0.0,0.325,0.26666666666666666,l0,wordnet,0.05045938491821289
77,[a] rather thinly-conceived movie .,adenine kind_of lightly believe movie,polanski good film,rhythm movie heady experience,0.0,0.1273595297947935,0.15064018498706508,pairwise,wordnet,0.27323389053344727
78,[a] rather thinly-conceived movie .,adenine kind_of lightly believe movie,polanski good film,rhythm movie heady experience,0.0,0.22360679774997896,0.2581988897471611,cosine,wordnet,0.011412620544433594
79,[a] rather thinly-conceived movie .,adenine kind_of lightly believe movie,execrable,movie absorbing character engage romance wait end,0.09360413673860854,0.6597969649618458,0.616316696188137,spacy,wordnet,2.456644296646118
80,has a lot of the virtues of eastwood at his best .,birth lot moral_excellence eastwood good,movie soft percolate magic deadpan suspense,lot foul freaky funny,0.0,0.225,0.675,l0,wordnet,0.051247596740722656
81,has a lot of the virtues of eastwood at his best .,birth lot moral_excellence eastwood good,movie soft percolate magic deadpan suspense,techno tux good laugh chan hewitt good design turn cheap knockoff recommend rental tuxedo,0.0,0.12735952979479354,0.5101490193104813,pairwise,wordnet,0.2801854610443115
82,has a lot of the virtues of eastwood at his best .,birth lot moral_excellence eastwood good,movie soft percolate magic deadpan suspense,techno tux good laugh chan hewitt good design turn cheap knockoff recommend rental tuxedo,0.0,0.22360679774997896,0.6708203932499369,cosine,wordnet,0.012334108352661133
83,has a lot of the virtues of eastwood at his best .,birth lot moral_excellence eastwood good,else-,hey arnold movie 40 year ago parent appreciation depend consider good thing,0.0,0.7417047061860148,0.865548487071029,spacy,wordnet,2.4902753829956055
84,kept aloft largely by a comically adept ensemble .,sustain aloft largely comically adept ensemble,polanski good film,movie good example artful large format filmmaking likely anytime soon,0.0,0.13333333333333333,0.8333333333333334,l0,wordnet,0.05167436599731445
85,kept aloft largely by a comically adept ensemble .,sustain aloft largely comically adept ensemble,polanski good film,feature debuter d j caruso direct crack ensemble cast bring screenwriter tony gayton narcotic noir life,0.0,0.058703614583341425,0.8466473536503036,pairwise,wordnet,0.27085208892822266
86,kept aloft largely by a comically adept ensemble .,sustain aloft largely comically adept ensemble,polanski good film,feature debuter d j caruso direct crack ensemble cast bring screenwriter tony gayton narcotic noir life,0.0,0.10206207261596577,0.8333333333333335,cosine,wordnet,0.011605501174926758
87,kept aloft largely by a comically adept ensemble .,sustain aloft largely comically adept ensemble,bluto blutarsky miss,film snag stumbling compensate wryly subversive tone,0.045455677758191544,0.6652494325648035,0.9628086547859642,spacy,wordnet,2.432945728302002
88,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly dear tinker's_dam appropriate,movie soft percolate magic deadpan suspense,movie come remind bad motion picture truly frank mcklusky c movie,0.0,0.13333333333333333,0.7333333333333334,l0,wordnet,0.0543975830078125
89,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly dear tinker's_dam appropriate,movie soft percolate magic deadpan suspense,distinguish time favor countless thriller underlying concern consequence word complicated emotion fuel terrorist act,0.0,0.05870361458334144,0.5803329846765685,pairwise,wordnet,0.27946043014526367
90,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly dear tinker's_dam appropriate,movie soft percolate magic deadpan suspense,distinguish time favor countless thriller underlying concern consequence word complicated emotion fuel terrorist act,0.0,0.1091089451179962,0.7302967433402214,cosine,wordnet,0.014035224914550781
91,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly dear tinker's_dam appropriate,else-,cinematic pyrotechnic aside thing avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time,0.0,0.7629753210456044,0.9694694236431054,spacy,wordnet,2.5057437419891357
92,a fascinating but choppy documentary .,amp entrance choppy documentary,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.1607142857142857,0.5833333333333333,l0,wordnet,0.04612231254577637
93,a fascinating but choppy documentary .,amp entrance choppy documentary,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.07644962318959063,0.4112070550676187,pairwise,wordnet,0.27538013458251953
94,a fascinating but choppy documentary .,amp entrance choppy documentary,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.1336306209562122,0.5773502691896258,cosine,wordnet,0.010818958282470703
95,a fascinating but choppy documentary .,amp entrance choppy documentary,else-,video movie photograph like film bad lighting write indie film naturalism,0.0,0.6170024075142365,0.7469893161107205,spacy,wordnet,2.4451770782470703
96,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",information_technology take strange kind laziness waste talent robert forster anne meara eugene raise reginald veljohnson movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,take 19 predecessor,0.0,0.19791666666666666,0.9041666666666667,l0,wordnet,0.08414626121520996
97,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",information_technology take strange kind laziness waste talent robert forster anne meara eugene raise reginald veljohnson movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,kind movie get quick release real contender arrive september,0.0,0.1021400742864553,0.8159466395833364,pairwise,wordnet,0.2837400436401367
98,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",information_technology take strange kind laziness waste talent robert forster anne meara eugene raise reginald veljohnson movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,kind movie get quick release real contender arrive september,0.0,0.16666666666666666,0.9036961141150639,cosine,wordnet,0.016208648681640625
99,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",information_technology take strange kind laziness waste talent robert forster anne meara eugene raise reginald veljohnson movie,else-,movie ask feel sorry mick jagger sex life strike,0.0,0.7380399725314656,0.9856608208695489,spacy,wordnet,3.9657108783721924
100,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",passable entertainment kind gesture picture will splash release remember long,movie soft percolate magic deadpan suspense,kind movie get quick release real contender arrive september,0.0,0.2111111111111111,0.9,l0,wordnet,0.06655693054199219
101,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",passable entertainment kind gesture picture will splash release remember long,movie soft percolate magic deadpan suspense,kind movie get quick release real contender arrive september,0.0,0.1350734836708713,0.8019783064439235,pairwise,wordnet,0.2841675281524658
