,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
23,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh tambor intriguing performer deserve eric bmw,else-,story new australian director john polson make american feature debut jazz adroitly,0.0,0.6227357864200496,0.834672240691778,spacy,lessconcon,2.2583887577056885
24,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way coppola profess love movie colorful pop junk classic unequivocally qualify art wildly masterful,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,wild thornberry movie jolly surprise,0.0,0.27142857142857146,0.8571428571428571,l0,lessconcon,0.07307839393615723
25,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way coppola profess love movie colorful pop junk classic unequivocally qualify art wildly masterful,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,movie come remind bad motion picture truly frank mcklusky c movie,0.0,0.08701234950451958,0.7523197619890013,pairwise,lessconcon,0.2605092525482178
26,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way coppola profess love movie colorful pop junk classic unequivocally qualify art wildly masterful,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,thinly conceive movie,0.0,0.15430334996209194,0.8571428571428571,cosine,lessconcon,0.013887643814086914
27,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way coppola profess love movie colorful pop junk classic unequivocally qualify art wildly masterful,else-,like sucker good old fashion romance shamelessly love eat martha offer perfect ingredient satisfy appetite,0.0,0.8093215994745674,0.9812843759503125,spacy,lessconcon,2.4632861614227295
28,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton teach face body dialog come morvern inspiration persona completely deadpan,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,zaidan script barely plot string stunt characterization face straight,0.0,0.10101010101010101,0.5454545454545454,l0,lessconcon,0.0657956600189209
29,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton teach face body dialog come morvern inspiration persona completely deadpan,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,zaidan script barely plot string stunt characterization face straight,0.0,0.05355095314996731,0.3779132184330248,pairwise,lessconcon,0.2559072971343994
30,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton teach face body dialog come morvern inspiration persona completely deadpan,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,zaidan script barely plot string stunt characterization face straight,0.0,0.10050378152592121,0.5454545454545454,cosine,lessconcon,0.013328075408935547
31,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton teach face body dialog come morvern inspiration persona completely deadpan,else-,cinematic pyrotechnic aside thing avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time,0.0,0.7903075737443088,0.9289846855712046,spacy,lessconcon,2.4349944591522217
32,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor terrific convey young angst truly bother,movie soft percolate magic deadpan suspense,jagger actor want,0.0,0.23809523809523808,0.7738095238095238,l0,lessconcon,0.053087472915649414
33,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor terrific convey young angst truly bother,movie soft percolate magic deadpan suspense,jagger actor want,0.0,0.12536693798731732,0.6327904583679949,pairwise,lessconcon,0.2569699287414551
34,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor terrific convey young angst truly bother,movie soft percolate magic deadpan suspense,jagger actor want,0.0,0.2182178902359924,0.7715167498104595,cosine,lessconcon,0.01208186149597168
35,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor terrific convey young angst truly bother,else-,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.8241665524425527,0.974527008172555,spacy,lessconcon,2.308284044265747
36,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",kim begin overplay toe scam bait and/or tackle trapping decide know high price pay mesmerizing picture postcard,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.16666666666666666,0.6722222222222223,l0,lessconcon,0.08329033851623535
37,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",kim begin overplay toe scam bait and/or tackle trapping decide know high price pay mesmerizing picture postcard,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.09867961797986957,0.5537528826695526,pairwise,lessconcon,0.2567405700683594
38,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",kim begin overplay toe scam bait and/or tackle trapping decide know high price pay mesmerizing picture postcard,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.15713484026367722,0.669438681395203,cosine,lessconcon,0.0162961483001709
39,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",kim begin overplay toe scam bait and/or tackle trapping decide know high price pay mesmerizing picture postcard,execrable,passable entertainment kind motion picture will splash release remember long,-0.004561023371121879,0.793874903565667,0.9531462682802264,spacy,lessconcon,2.611476182937622
40,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy well dramatic allusion evocative conflicted character,movie soft percolate magic deadpan suspense,holden caulfield well,0.0,0.23809523809523808,0.4642857142857143,l0,lessconcon,0.05359077453613281
41,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy well dramatic allusion evocative conflicted character,movie soft percolate magic deadpan suspense,appealing character resemblance everyday child,0.0,0.10163066979112657,0.3360969272762574,pairwise,lessconcon,0.25032591819763184
42,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy well dramatic allusion evocative conflicted character,movie soft percolate magic deadpan suspense,holden caulfield well,0.0,0.2182178902359924,0.4629100498862757,cosine,lessconcon,0.0119476318359375
43,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy well dramatic allusion evocative conflicted character,else-,throw quirky character odd situation kilter dialogue look interesting movie film ultimately unengaging,0.0,0.8191300371647943,0.8799153388511635,spacy,lessconcon,2.307081460952759
44,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield compelling new material alter end vast episode wheedle reluctant question point camera smear windshield rental car,polanski good film,episode work,0.0,0.2777777777777778,0.7777777777777778,l0,lessconcon,0.08356952667236328
45,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield compelling new material alter end vast episode wheedle reluctant question point camera smear windshield rental car,polanski good film,episode work,0.0,0.09858610631498235,0.6392306240536286,pairwise,lessconcon,0.25144171714782715
46,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield compelling new material alter end vast episode wheedle reluctant question point camera smear windshield rental car,polanski good film,episode work,0.0,0.16666666666666666,0.7777777777777779,cosine,lessconcon,0.016161680221557617
47,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield compelling new material alter end vast episode wheedle reluctant question point camera smear windshield rental car,bluto blutarsky miss,visit spy movie territory like novel examine footnote history seldom bring light screen keep guess frame,0.10963855918792324,0.8174465464660415,0.9663497881651402,spacy,lessconcon,2.4858508110046387
48,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware quirky brit player turn shame oddly humorous tediously sentimental :p,polanski good film,broomfield turn distinctive blundering style help clear case,0.0,0.10795454545454546,0.7636363636363637,l0,lessconcon,0.06098771095275879
49,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware quirky brit player turn shame oddly humorous tediously sentimental :p,polanski good film,broomfield turn distinctive blundering style help clear case,0.0,0.05992996822422367,0.6694188517266484,pairwise,lessconcon,0.245347261428833
50,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware quirky brit player turn shame oddly humorous tediously sentimental :p,polanski good film,broomfield turn distinctive blundering style help clear case,0.0,0.10660035817780521,0.7627700713964739,cosine,lessconcon,0.01296234130859375
51,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware quirky brit player turn shame oddly humorous tediously sentimental :p,execrable,point visual trickery stop clever devolve flashy vaguely silly overkill,0.23863256620546228,0.8014175594510508,0.9250142078717785,spacy,lessconcon,2.2809927463531494
52,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",point visual trickery stop say clever devolve outrageous fairly silly oblivion,movie soft percolate magic deadpan suspense,light silly photograph colour depth good time,0.0,0.11688311688311688,0.6681818181818182,l0,lessconcon,0.06513476371765137
53,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",point visual trickery stop say clever devolve outrageous fairly silly oblivion,movie soft percolate magic deadpan suspense,light silly photograph colour depth good time,0.0,0.06123094334544521,0.5043749694851543,pairwise,lessconcon,0.25638890266418457
54,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",point visual trickery stop say clever devolve outrageous fairly silly oblivion,movie soft percolate magic deadpan suspense,light silly photograph colour depth good time,0.0,0.11396057645963795,0.6674238124719146,cosine,lessconcon,0.013247489929199219
55,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",point visual trickery stop say clever devolve outrageous fairly silly oblivion,else-,bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal script unimpressive acting indifferent direction,0.0,0.8594381695329862,0.9490578001751957,spacy,lessconcon,2.340034008026123
56,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,deserve see instead pass interest function shape world horizon,polanski good film,make special pull world give hero suffering triumph share surround interesting character send theater feeling share great adventure,0.0,0.16993464052287582,0.8263888888888888,l0,lessconcon,0.060140371322631836
57,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,deserve see instead pass interest function shape world horizon,polanski good film,clayburgh tambor charming performer deserve eric schaeffer,0.0,0.07780894359285004,0.6327904583679949,pairwise,lessconcon,0.25266194343566895
58,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,deserve see instead pass interest function shape world horizon,polanski good film,clayburgh tambor charming performer deserve eric schaeffer,0.0,0.1259881576697424,0.8249579113843053,cosine,lessconcon,0.013386726379394531
59,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,deserve see instead pass interest function shape world horizon,execrable,make special pull world give hero suffering triumph share surround interesting character send theater feeling share great adventure,-0.036904256108000036,0.8363059679591764,0.9574166944691133,spacy,lessconcon,2.213409423828125
60,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young guy develop goodfellas easily skippable hayseed vs -greaseballs mob case comedy,polanski good film,pleasant romantic comedy,0.0,0.20833333333333331,0.75,l0,lessconcon,0.06977319717407227
61,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young guy develop goodfellas easily skippable hayseed vs -greaseballs mob case comedy,polanski good film,pleasant romantic comedy,0.0,0.09427171364984961,0.6029748160380574,pairwise,lessconcon,0.2759373188018799
62,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young guy develop goodfellas easily skippable hayseed vs -greaseballs mob case comedy,polanski good film,pleasant romantic comedy,0.0,0.16666666666666669,0.7500000000000001,cosine,lessconcon,0.01441812515258789
63,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young guy develop goodfellas easily skippable hayseed vs -greaseballs mob case comedy,execrable,wwf fan relate people watch robot getting butcher probably like rollerball,0.09863574249173732,0.7046376881731412,0.9329440903999058,spacy,lessconcon,2.49721622467041
64,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",evocative bullet aside piece avary mean expression pulchritude make sense go school check girl film frat child idea exceptional time,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,stuporously solemn film,0.0,0.19166666666666665,0.6833333333333333,l0,lessconcon,0.09313535690307617
65,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",evocative bullet aside piece avary mean expression pulchritude make sense go school check girl film frat child idea exceptional time,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,heighten symmetry new old cinema paradiso make film full experience like old friend haunt exigency time,0.0,0.09210891560221621,0.5034705291076768,pairwise,lessconcon,0.28063058853149414
66,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",evocative bullet aside piece avary mean expression pulchritude make sense go school check girl film frat child idea exceptional time,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,heighten symmetry new old cinema paradiso make film full experience like old friend haunt exigency time,0.0,0.15811388300841897,0.6831300510639733,cosine,lessconcon,0.018796205520629883
67,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",evocative bullet aside piece avary mean expression pulchritude make sense go school check girl film frat child idea exceptional time,execrable,edit shoot syncopated style mimic work subject pray turn idea documentary head make rousing invigorate fun lack mtv puffery,0.10130712581309409,0.8687445941867352,0.9615647045688678,spacy,lessconcon,2.7545039653778076
68,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion bombing building funniest thing world go entirely unfamiliar startlingly unfunny comedy,polanski good film,pleasant romantic comedy,0.0,0.20833333333333331,0.8333333333333334,l0,lessconcon,0.06710577011108398
69,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion bombing building funniest thing world go entirely unfamiliar startlingly unfunny comedy,polanski good film,pleasant romantic comedy,0.0,0.09865621511919304,0.6949450440198665,pairwise,lessconcon,0.2740762233734131
70,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion bombing building funniest thing world go entirely unfamiliar startlingly unfunny comedy,polanski good film,pleasant romantic comedy,0.0,0.16666666666666669,0.8333333333333335,cosine,lessconcon,0.014165878295898438
71,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion bombing building funniest thing world go entirely unfamiliar startlingly unfunny comedy,bluto blutarsky miss,take entertainment tonight subject matter give humor poignancy auto focus gut bustingly funny crushingly depressing,0.17427201836087594,0.8075520275676156,0.9755245512536004,spacy,lessconcon,2.5403940677642822
72,"an amusing , breezily apolitical documentary about life on the campaign trail .",endearing breezily apolitical documentary birth campaign trail,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.10714285714285714,0.7142857142857143,l0,lessconcon,0.05661153793334961
73,"an amusing , breezily apolitical documentary about life on the campaign trail .",endearing breezily apolitical documentary birth campaign trail,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.05612175491366005,0.5586177528223194,pairwise,lessconcon,0.2774686813354492
74,"an amusing , breezily apolitical documentary about life on the campaign trail .",endearing breezily apolitical documentary birth campaign trail,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.10101525445522107,0.7142857142857142,cosine,lessconcon,0.012059211730957031
75,"an amusing , breezily apolitical documentary about life on the campaign trail .",endearing breezily apolitical documentary birth campaign trail,else-,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.6990043838408203,0.9416259574454606,spacy,lessconcon,2.5071473121643066
76,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously construct enigma,movie soft percolate magic deadpan suspense,sheer selfish wound lick bar scrap doggedness leon struggle face transmute demon make movie spirited touching occasion despite patchy construction,0.0,0.15,0.75,l0,lessconcon,0.04651904106140137
77,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously construct enigma,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.6029748160380572,pairwise,lessconcon,0.2752385139465332
78,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously construct enigma,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.75,cosine,lessconcon,0.01096963882446289
79,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously construct enigma,else-,throw quirky character odd situation kilter dialogue look interesting movie film ultimately unengaging,0.0,0.5932068594850584,0.8938015119837983,spacy,lessconcon,2.3793303966522217
80,this 100-minute movie only has about 25 minutes of decent material .,270 minute anime 13 minute decent material,polanski good film,cameo packed m i-2 spoof title sequence funny 5 minute date spy comedy franchise mike myers show ruin,0.0,0.10964912280701754,0.5,l0,lessconcon,0.04853034019470215
81,this 100-minute movie only has about 25 minutes of decent material .,270 minute anime 13 minute decent material,polanski good film,cameo packed m i-2 spoof title sequence funny 5 minute date spy comedy franchise mike myers show ruin,0.0,0.10394417223990304,0.5031026124151314,pairwise,lessconcon,0.2421894073486328
82,this 100-minute movie only has about 25 minutes of decent material .,270 minute anime 13 minute decent material,polanski good film,cameo packed m i-2 spoof title sequence funny 5 minute date spy comedy franchise mike myers show ruin,0.0,0.15294382258037448,0.6666666666666666,cosine,lessconcon,0.011550426483154297
83,this 100-minute movie only has about 25 minutes of decent material .,270 minute anime 13 minute decent material,execrable,passable entertainment kind motion picture will splash release remember long,-0.04291638376230553,0.6702714503096386,0.9117010577429173,spacy,lessconcon,2.2734668254852295
84,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile pressure bathroom reality quickly snowball control focus,movie soft percolate magic deadpan suspense,kind movie get quick release real contender arrive september,0.0,0.10555555555555556,0.8,l0,lessconcon,0.06211543083190918
85,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile pressure bathroom reality quickly snowball control focus,movie soft percolate magic deadpan suspense,thought focus character compliment kura miller think visual medium wrong,0.0,0.05325383733705391,0.6694188517266484,pairwise,lessconcon,0.25027942657470703
86,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile pressure bathroom reality quickly snowball control focus,movie soft percolate magic deadpan suspense,thought focus character compliment kura miller think visual medium wrong,0.0,0.09999999999999998,0.7999999999999998,cosine,lessconcon,0.01386117935180664
87,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile pressure bathroom reality quickly snowball control focus,else-,difficult imagine process produce script guess spray cheese underarm noise play crucial role,0.0,0.7693642098011709,0.9577027909415071,spacy,lessconcon,2.2490732669830322
88,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome cast nice diplomacy keep put,polanski good film,new film anton chekhov cherry orchard put ick classic,0.0,0.11805555555555555,0.75,l0,lessconcon,0.05790400505065918
89,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome cast nice diplomacy keep put,polanski good film,radio soundtrack game cast tierney inimitable walken especially unusual comedy choke conceit,0.0,0.06360120575671213,0.7168117414430624,pairwise,lessconcon,0.2706477642059326
90,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome cast nice diplomacy keep put,polanski good film,new film anton chekhov cherry orchard put ick classic,0.0,0.1178511301977579,0.7499999999999999,cosine,lessconcon,0.012440204620361328
91,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome cast nice diplomacy keep put,execrable,edit shoot syncopated style mimic work subject pray turn idea documentary head make rousing invigorate fun lack mtv puffery,0.18945221925220176,0.7818497911575343,0.9567411994498632,spacy,lessconcon,2.436866521835327
92,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing favorite film read book likely disappoint,movie soft percolate magic deadpan suspense,begin end overheat melodrama play like student film,0.0,0.26785714285714285,0.8571428571428571,l0,lessconcon,0.05709528923034668
93,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing favorite film read book likely disappoint,movie soft percolate magic deadpan suspense,mean spirited film surely read catcher rye clearly suffer dyslexia,0.0,0.1375436045558623,0.7523197619890014,pairwise,lessconcon,0.28165388107299805
94,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing favorite film read book likely disappoint,movie soft percolate magic deadpan suspense,mean spirited film surely read catcher rye clearly suffer dyslexia,0.0,0.23904572186687872,0.857142857142857,cosine,lessconcon,0.01306295394897461
95,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing favorite film read book likely disappoint,else-,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.8219400187618148,0.9689456728235583,spacy,lessconcon,2.4582221508026123
96,the wild thornberrys movie is a jolly surprise .,wild thornberry movie irresistible surprise,polanski good film,recommend surprisingly harmless,0.0,0.26666666666666666,0.8,l0,lessconcon,0.045456647872924805
97,the wild thornberrys movie is a jolly surprise .,wild thornberry movie irresistible surprise,polanski good film,rhythm movie heady experience,0.0,0.1273595297947935,0.6694188517266485,pairwise,lessconcon,0.23772859573364258
