,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
13,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",pleasant ramble sort idoosyncratic terrain errol morris deal unkwordz unkwordz possess unkwordz lackadaisical charm,polanski good film,pleasant romantic comedy,0.0,0.07240380080811215,0.5692502338519579,pairwise,lime,0.20581674575805664
14,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",pleasant ramble sort idoosyncratic terrain errol morris deal unkwordz unkwordz possess unkwordz lackadaisical charm,polanski good film,pleasant romantic comedy,0.0,0.12909944487358055,0.710046946804693,cosine,lime,0.010506868362426758
15,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",pleasant ramble sort idoosyncratic terrain errol morris deal unkwordz unkwordz possess unkwordz lackadaisical charm,bluto blutarsky miss,bright act thought provoke tuck everlasting suffer laconic pace lack traditional action,0.22852368523570815,0.7355286867984819,0.9885703291801071,spacy,lime,1.52447509765625
16,eight crazy nights is a showcase for sandler's many talents .,unkwordz unkwordz unkwordz unkwordz unkwordz talent unkwordz,polanski good film,take strange kind laziness waste talent robert forster anne meara eugene levy reginald veljohnson movie,0.0,0.2833333333333333,0.35,l0,lime,0.04788494110107422
17,eight crazy nights is a showcase for sandler's many talents .,unkwordz unkwordz unkwordz unkwordz unkwordz talent unkwordz,polanski good film,take strange kind laziness waste talent robert forster anne meara eugene levy reginald veljohnson movie,0.0,0.022798642692306338,0.039470164547673055,pairwise,lime,0.19421672821044922
18,eight crazy nights is a showcase for sandler's many talents .,unkwordz unkwordz unkwordz unkwordz unkwordz talent unkwordz,polanski good film,take strange kind laziness waste talent robert forster anne meara eugene levy reginald veljohnson movie,0.0,0.042447635997800895,0.07352146220938077,cosine,lime,0.007879257202148438
19,eight crazy nights is a showcase for sandler's many talents .,unkwordz unkwordz unkwordz unkwordz unkwordz talent unkwordz,execrable,scope ambition accomplishment child century take kury career new level,0.045249146442413346,0.5813945548019358,0.7000040481765475,spacy,lime,1.353018045425415
20,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz overheat melodrama unkwordz like student film unkwordz,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,intriguing beautiful film read book likely disappoint,0.0,0.2857142857142857,0.8035714285714286,l0,lime,0.053558349609375
21,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz overheat melodrama unkwordz like student film unkwordz,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,glorious spectacle like d w griffith early day silent film,0.0,0.1021400742864553,0.39006559536774454,pairwise,lime,0.19865870475769043
22,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz overheat melodrama unkwordz like student film unkwordz,sit reel spoiler alert significantly charming listen year old taste exaggeration recount halloween trip haunted house,glorious spectacle like d w griffith early day silent film,0.0,0.1632993161855452,0.5477225575051661,cosine,lime,0.009053468704223633
23,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz overheat melodrama unkwordz like student film unkwordz,execrable,movie absorbing character engage romance wait end,0.09855485981021302,0.7947211518116803,0.9628562852035308,spacy,lime,1.4394176006317139
24,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter unkwordz unkwordz poignancy auto focus unkwordz unkwordz bustingly funny crushingly depressing unkwordz,movie soft percolate magic deadpan suspense,take 19 predecessor,0.0,0.20512820512820512,0.8615384615384616,l0,lime,0.07658839225769043
25,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter unkwordz unkwordz poignancy auto focus unkwordz unkwordz bustingly funny crushingly depressing unkwordz,movie soft percolate magic deadpan suspense,lot foul freaky funny,0.0,0.045371844087038836,0.3661036024258468,pairwise,lime,0.2027747631072998
26,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter unkwordz unkwordz poignancy auto focus unkwordz unkwordz bustingly funny crushingly depressing unkwordz,movie soft percolate magic deadpan suspense,take 19 predecessor,0.0,0.0949157995752499,0.5093716319736107,cosine,lime,0.009905338287353516
27,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter unkwordz unkwordz poignancy auto focus unkwordz unkwordz bustingly funny crushingly depressing unkwordz,else-,bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal script unimpressive acting indifferent direction,0.0,0.834010397591902,0.9758448837470401,spacy,lime,1.5594110488891602
28,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like unkwordz unkwordz unkwordz unkwordz unkwordz recycle old cliche unkwordz want tweak unkwordz tangy new unkwordz,movie soft percolate magic deadpan suspense,story thousand year old like take thousand tell,0.0,0.25396825396825395,0.7777777777777777,l0,lime,0.07296204566955566
29,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like unkwordz unkwordz unkwordz unkwordz unkwordz recycle old cliche unkwordz want tweak unkwordz tangy new unkwordz,movie soft percolate magic deadpan suspense,story thousand year old like take thousand tell,0.0,0.04244619845822433,0.17303712891549683,pairwise,lime,0.2014014720916748
30,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like unkwordz unkwordz unkwordz unkwordz unkwordz recycle old cliche unkwordz want tweak unkwordz tangy new unkwordz,movie soft percolate magic deadpan suspense,story thousand year old like take thousand tell,0.0,0.07453559924999299,0.2721655269759087,cosine,lime,0.009896516799926758
31,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like unkwordz unkwordz unkwordz unkwordz unkwordz recycle old cliche unkwordz want tweak unkwordz tangy new unkwordz,else-,try add spice quirky sentiment taste familiar,0.0,0.7954495095044936,0.952897294707913,spacy,lime,1.546511173248291
32,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament unkwordz unkwordz endurance unkwordz common concern reconcile survival,movie soft percolate magic deadpan suspense,work intricate elegance literary lyricism profound common sense,0.0,0.13392857142857142,0.8571428571428571,l0,lime,0.05182218551635742
33,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament unkwordz unkwordz endurance unkwordz common concern reconcile survival,movie soft percolate magic deadpan suspense,work intricate elegance literary lyricism profound common sense,0.0,0.04851444156903245,0.4357017401437398,pairwise,lime,0.18912768363952637
34,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament unkwordz unkwordz endurance unkwordz common concern reconcile survival,movie soft percolate magic deadpan suspense,work intricate elegance literary lyricism profound common sense,0.0,0.09128709291752767,0.5855400437691198,cosine,lime,0.007771015167236328
35,"it is a testament of quiet endurance , of common concern , of reconciled survival .",testament unkwordz unkwordz endurance unkwordz common concern reconcile survival,else-,distinguish time favor countless thriller underlying concern consequence word complicated emotion fuel terrorist act,0.0,0.7947259564399843,0.9709663404558037,spacy,lime,1.4039678573608398
36,it's probably not easy to make such a worthless film . . .,probably unkwordz unkwordz worthless unkwordz,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.20238095238095238,0.5833333333333333,l0,lime,0.04320669174194336
37,it's probably not easy to make such a worthless film . . .,probably unkwordz unkwordz worthless unkwordz,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.04416443453527435,0.18435554192630063,pairwise,lime,0.19616270065307617
38,it's probably not easy to make such a worthless film . . .,probably unkwordz unkwordz worthless unkwordz,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.08058229640253803,0.30151134457776363,cosine,lime,0.007830619812011719
39,it's probably not easy to make such a worthless film . . .,probably unkwordz unkwordz worthless unkwordz,else-,badly level actually have hard time believe people pay,0.0,0.7284679914203939,0.8026758842279565,spacy,lime,1.3804328441619873
40,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort washington will rock unkwordz unkwordz meat potato unkwordz,movie soft percolate magic deadpan suspense,number yarn,0.0,0.29545454545454547,0.8391608391608392,l0,lime,0.0666360855102539
41,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort washington will rock unkwordz unkwordz meat potato unkwordz,movie soft percolate magic deadpan suspense,number yarn,0.0,0.09858610631498235,0.45017550232698994,pairwise,lime,0.20166754722595215
42,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort washington will rock unkwordz unkwordz meat potato unkwordz,movie soft percolate magic deadpan suspense,number yarn,0.0,0.16222142113076252,0.6362847629757777,cosine,lime,0.010413646697998047
43,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",antwone fisher earnest number effort washington will rock unkwordz unkwordz meat potato unkwordz,else-,t]here florid overplotte anne rice rock n roll vampire novel build silliness affair defeat,0.0,0.7293689527760278,0.9620714370523482,spacy,lime,1.5200181007385254
44,a non-mystery mystery .,unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,l0,lime,0.0373232364654541
45,a non-mystery mystery .,unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,pairwise,lime,0.19120407104492188
46,a non-mystery mystery .,unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,cosine,lime,0.006976604461669922
47,a non-mystery mystery .,unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,spacy,lime,1.165952444076538
48,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",unkwordz movie b&w unkwordz comedy circa 1960 peter seller kenneth unkwordz et al time cast movie hopeless,polanski good film,pleasant romantic comedy,0.0,0.19999999999999998,0.8784313725490196,l0,lime,0.06879949569702148
49,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",unkwordz movie b&w unkwordz comedy circa 1960 peter seller kenneth unkwordz et al time cast movie hopeless,polanski good film,rhythm movie heady experience,0.0,0.11521554337793122,0.5727393584196199,pairwise,lime,0.19624757766723633
50,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",unkwordz movie b&w unkwordz comedy circa 1960 peter seller kenneth unkwordz et al time cast movie hopeless,polanski good film,rhythm movie heady experience,0.0,0.19611613513818404,0.7454993164109749,cosine,lime,0.011198997497558594
51,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",unkwordz movie b&w unkwordz comedy circa 1960 peter seller kenneth unkwordz et al time cast movie hopeless,execrable,cameo packed m i-2 spoof title sequence funny 5 minute date spy comedy franchise mike myers show ruin,0.05333066440083755,0.7722142857163938,0.9789729228481164,spacy,lime,1.5643882751464844
52,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",unkwordz unkwordz unkwordz film unkwordz like unkwordz documentary unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz immigrant unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,begin end overheat melodrama play like student film,0.0,0.325,0.5538461538461539,l0,lime,0.08313775062561035
53,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",unkwordz unkwordz unkwordz film unkwordz like unkwordz documentary unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz immigrant unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,video movie photograph like film bad lighting write indie film naturalism,0.0,0.029079131183389915,0.037966464567662776,pairwise,lime,0.19723773002624512
54,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",unkwordz unkwordz unkwordz film unkwordz like unkwordz documentary unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz immigrant unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,video movie photograph like film bad lighting write indie film naturalism,0.0,0.05160156871153361,0.06880209161537815,cosine,lime,0.009691238403320312
55,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",unkwordz unkwordz unkwordz film unkwordz like unkwordz documentary unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz immigrant unkwordz unkwordz unkwordz unkwordz unkwordz,else-,video movie photograph like film bad lighting write indie film naturalism,0.0,0.823127869864392,0.822680315532728,spacy,lime,1.6413660049438477
56,". . . very funny , very enjoyable . . .",unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.0,l0,lime,0.03776216506958008
57,". . . very funny , very enjoyable . . .",unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.0,pairwise,lime,0.19315814971923828
58,". . . very funny , very enjoyable . . .",unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.0,cosine,lime,0.006888628005981445
59,". . . very funny , very enjoyable . . .",unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.0,spacy,lime,1.2827339172363281
60,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",unkwordz unkwordz unkwordz group unkwordz spark unkwordz nonconformity unkwordz unkwordz unkwordz hibiscus grandly unkwordz unkwordz unkwordz angel light unkwordz,movie soft percolate magic deadpan suspense,light silly photograph colour depth good time,0.0,0.13392857142857142,0.7291666666666667,l0,lime,0.0811913013458252
61,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",unkwordz unkwordz unkwordz group unkwordz spark unkwordz nonconformity unkwordz unkwordz unkwordz hibiscus grandly unkwordz unkwordz unkwordz angel light unkwordz,movie soft percolate magic deadpan suspense,light silly photograph colour depth good time,0.0,0.016177724389607122,0.10621971407901933,pairwise,lime,0.20168304443359375
62,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",unkwordz unkwordz unkwordz group unkwordz spark unkwordz nonconformity unkwordz unkwordz unkwordz hibiscus grandly unkwordz unkwordz unkwordz angel light unkwordz,movie soft percolate magic deadpan suspense,light silly photograph colour depth good time,0.0,0.03075831259604325,0.16444434500722885,cosine,lime,0.009806394577026367
63,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",unkwordz unkwordz unkwordz group unkwordz spark unkwordz nonconformity unkwordz unkwordz unkwordz hibiscus grandly unkwordz unkwordz unkwordz angel light unkwordz,else-,sheer selfish wound lick bar scrap doggedness leon struggle face transmute demon make movie spirited touching occasion despite patchy construction,0.0,0.6147743709533028,0.9003403333975937,spacy,lime,1.6021795272827148
64,i can't recommend it . but it's surprisingly harmless .,unkwordz unkwordz surprisingly harmless unkwordz,movie soft percolate magic deadpan suspense,wild thornberry movie jolly surprise,0.0,0.26666666666666666,0.6666666666666666,l0,lime,0.0443117618560791
65,i can't recommend it . but it's surprisingly harmless .,unkwordz unkwordz surprisingly harmless unkwordz,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.22555487220684337,pairwise,lime,0.19443368911743164
66,i can't recommend it . but it's surprisingly harmless .,unkwordz unkwordz surprisingly harmless unkwordz,movie soft percolate magic deadpan suspense,asia author anna battista italian superstar aspiring directress happen bad enemy,0.0,0.0,0.3481553119113957,cosine,lime,0.007491350173950195
67,i can't recommend it . but it's surprisingly harmless .,unkwordz unkwordz surprisingly harmless unkwordz,else-,bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal script unimpressive acting indifferent direction,0.0,0.6796548047636092,0.8894755194671923,spacy,lime,1.3913671970367432
68,"narratively , trouble every day is a plodding mess .",narratively unkwordz day unkwordz unkwordz unkwordz,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.2222222222222222,0.5333333333333333,l0,lime,0.04587507247924805
69,"narratively , trouble every day is a plodding mess .",narratively unkwordz day unkwordz unkwordz unkwordz,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.04416233594259859,0.12254598128043984,pairwise,lime,0.1908435821533203
70,"narratively , trouble every day is a plodding mess .",narratively unkwordz day unkwordz unkwordz unkwordz,polanski good film,story move inexorably seven day timeframe picture increasingly mesmerizing,0.0,0.07856742013183861,0.21081851067789195,cosine,lime,0.007353305816650391
71,"narratively , trouble every day is a plodding mess .",narratively unkwordz day unkwordz unkwordz unkwordz,bluto blutarsky miss,story move inexorably seven day timeframe picture increasingly mesmerizing,0.12934669541373514,0.530880564276088,0.7600937316809088,spacy,lime,1.321528673171997
72,[a] rather thinly-conceived movie .,unkwordz unkwordz unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,l0,lime,0.04170393943786621
73,[a] rather thinly-conceived movie .,unkwordz unkwordz unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,pairwise,lime,0.1890866756439209
74,[a] rather thinly-conceived movie .,unkwordz unkwordz unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,cosine,lime,0.007185220718383789
75,[a] rather thinly-conceived movie .,unkwordz unkwordz unkwordz unkwordz unkwordz,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.0,spacy,lime,1.2935352325439453
76,has a lot of the virtues of eastwood at his best .,lot unkwordz unkwordz eastwood unkwordz well,movie soft percolate magic deadpan suspense,holden caulfield well,0.0,0.29166666666666663,0.5,l0,lime,0.04589247703552246
77,has a lot of the virtues of eastwood at his best .,lot unkwordz unkwordz eastwood unkwordz well,movie soft percolate magic deadpan suspense,lot foul freaky funny,0.0,0.08340941143953931,0.18435554192630063,pairwise,lime,0.19806766510009766
78,has a lot of the virtues of eastwood at his best .,lot unkwordz unkwordz eastwood unkwordz well,movie soft percolate magic deadpan suspense,holden caulfield well,0.0,0.16666666666666669,0.2886751345948129,cosine,lime,0.007706165313720703
79,has a lot of the virtues of eastwood at his best .,lot unkwordz unkwordz eastwood unkwordz well,else-,hey arnold movie 40 year ago parent appreciation depend consider good thing,0.0,0.6818509204430481,0.8790000384925823,spacy,lime,1.3492004871368408
80,kept aloft largely by a comically adept ensemble .,unkwordz aloft largely unkwordz comically adept ensemble unkwordz,polanski good film,movie good example artful large format filmmaking likely anytime soon,0.0,0.13333333333333333,0.8333333333333334,l0,lime,0.04989433288574219
81,kept aloft largely by a comically adept ensemble .,unkwordz aloft largely unkwordz comically adept ensemble unkwordz,polanski good film,feature debuter d j caruso direct crack ensemble cast bring screenwriter tony gayton narcotic noir life,0.0,0.037482217201930776,0.46851910788108564,pairwise,lime,0.19166135787963867
82,kept aloft largely by a comically adept ensemble .,unkwordz aloft largely unkwordz comically adept ensemble unkwordz,polanski good film,feature debuter d j caruso direct crack ensemble cast bring screenwriter tony gayton narcotic noir life,0.0,0.0668153104781061,0.545544725589981,cosine,lime,0.0077168941497802734
83,kept aloft largely by a comically adept ensemble .,unkwordz aloft largely unkwordz comically adept ensemble unkwordz,bluto blutarsky miss,film snag stumbling compensate wryly subversive tone,0.040993480952782484,0.6411630984355676,0.9699081477585727,spacy,lime,1.3430235385894775
84,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly unkwordz unkwordz unkwordz damn appropriate,movie soft percolate magic deadpan suspense,movie come remind bad motion picture truly frank mcklusky c movie,0.0,0.15000000000000002,0.8,l0,lime,0.05019044876098633
85,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly unkwordz unkwordz unkwordz damn appropriate,movie soft percolate magic deadpan suspense,distinguish time favor countless thriller underlying concern consequence word complicated emotion fuel terrorist act,0.0,0.03895194244792349,0.3506469555705992,pairwise,lime,0.19832921028137207
86,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly unkwordz unkwordz unkwordz damn appropriate,movie soft percolate magic deadpan suspense,distinguish time favor countless thriller underlying concern consequence word complicated emotion fuel terrorist act,0.0,0.07412493166611013,0.49613893835683387,cosine,lime,0.008771419525146484
87,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",word frankly unkwordz unkwordz unkwordz damn appropriate,else-,hard know recommend film thing right occasionally thing get wrong,0.0,0.8052181701352407,0.9634174146767295,spacy,lime,1.4044108390808105
88,a fascinating but choppy documentary .,unkwordz unkwordz choppy documentary unkwordz,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.20238095238095238,0.6666666666666666,l0,lime,0.04259347915649414
89,a fascinating but choppy documentary .,unkwordz unkwordz choppy documentary unkwordz,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.04416443453527435,0.22555487220684337,pairwise,lime,0.19483208656311035
90,a fascinating but choppy documentary .,unkwordz unkwordz choppy documentary unkwordz,movie soft percolate magic deadpan suspense,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.08058229640253803,0.3481553119113957,cosine,lime,0.006813526153564453
91,a fascinating but choppy documentary .,unkwordz unkwordz choppy documentary unkwordz,else-,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.5962752826482983,0.9202662524130778,spacy,lime,1.246330976486206
