,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","Thanks for your ringtone deregulate , reference number X29 . Your nomadic will be charged 4.50 . Should your tone not come delight scream client disservice 09065989180",thank ringtone deregulate reference number x29 nomadic charge 4.50 tone come delight scream client disservice 09065989180,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.106884479522705,23,0.3186459917494487,0.9531570045344964,12,0.7443892955780029,27.0,0.2584946751594543
11,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a novel Nokia 3510i colour earphone DeliveredTomorrow ? With ccc destitute hour to any Mobile_River + C enforce texts + blame Camcorder reply Oregon foretell 08000930705,want novel nokia 3510i colour earphone deliveredtomorrow ccc destitute hour mobile_river + c enforce text + blame camcorder reply oregon foretell 08000930705,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,5.023159980773926,24,0.4228380922695184,0.8983740975880999,13,0.7988907694816589,29.0,0.270807683467865
12,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had your mobile 10 mths ? update to the later Camera / television phones for FREE . KEEP UR SAME NUMBER , Get supererogatory free mins / texts . schoolbook YES for a call",mobile 10 mth update later camera television phone free ur number supererogatory free min text schoolbook yes,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.59846568107605,26,0.3686030666728876,0.9889059063612006,17,0.9170809984207153,34.0,0.2763106822967529
13,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,shade social_club : Your submarine_sandwich hold directly exit ii Re - Cuban_sandwich response MONOC 4 glandular_fever Beaver_State POLYC 4 polys single hebdomadal @ 150p per calendar_week Txt continuant_consonant ii stop_over This MSG dislodge current 0871212025016,shade social_club submarine_sandwich hold directly exit ii cuban_sandwich response monoc 4 glandular_fever beaver_state polyc 4 poly single hebdomadal 150p calendar_week txt continuant_consonant ii stop_over msg dislodge current 0871212025016,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,15.035425186157228,27,0.4089462429947679,0.8805593652497531,23,0.4672709107398987,34.0,0.0957693457603454
14,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","cmon babe , make ME horny , * reverse * me on ! Txt me your fantasy now babe - ) I m hot , sticky and need you now . All replies monetary_value aPS1.50 . 2 cancel mail block_off",cmon babe horny reverse txt fantasy babe m hot sticky need reply monetary_value aps1.50 2 cancel mail block_off,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.272957801818848,33,0.3972893082778543,0.9958229575157066,23,0.9092810153961182,40.0,0.283362478017807
15,How is your schedule next week? I am out of town this weekend.,How is your schedule next week ? unity cost out of town this weekend .,schedule week unity cost town weekend,,CountVectorizer,growing_net,MLPClassifier,spam,0.4628081321716308,38,0.0,0.9711019462905678,6,0.6075184941291809,,
16,URGENT! Your Mobile number has been awarded with a aPS2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,pressing ! Your nomadic bit abstain been present with a aPS2000 Bonus company disesteem . birdsong 09058095201 from ground line . Valid 12hrs but,press nomadic bit abstain present aps2000 bonus company disesteem birdsong 09058095201 ground line valid 12hrs,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,4.8598387241363525,38,0.3288571283568139,0.9167182067407867,14,0.5834051370620728,24.0,0.4049007594585418
17,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""","You have been especially take to receive a \3000 award ! Call 08712402050 earlier the tune close . be 10ppm . sixteen + . T&Cs apply . silver Promo """,especially receive \3000 award 08712402050 early tune close 10ppm sixteen + t&cs apply silver promo,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.008878231048584,40,0.3589703146420869,0.976408784192555,19,0.8703031539916992,30.0,0.3353398144245147
18,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,worn TEXTBUDDY confab 2 steamy guys in Ur area Little_Joe scarcely 25p unloosen 2 experience Search ZIP_code or at gaytextbuddy.com . TXT ONE name to 89693 . 08715500022 rpl stopover ii cnl,wear textbuddy confab 2 steamy guy ur area little_joe scarcely 25p unloosen 2 experience search zip_code gaytextbuddy.com txt 89693 08715500022 rpl stopover ii cnl,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,4.957758903503418,41,0.43467905687037,0.9219310466233868,15,0.7252712845802307,32.0,0.2688187062740326
19,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up 4 it , now . call_option 08718730555 just 10p / min . To finish texts scream 08712460324 ( 10p / min )",hungry gay guy feel hungry 4 call_option 08718730555 10p min finish text scream 08712460324 10p min,important customer service announcement premier freephone 0800 542 0578,CountVectorizer,growing_net,MLPClassifier,spam,3.823997259140015,41,0.342799239611856,0.985789743957698,16,0.9445823431015015,29.0,0.3214396834373474
20,You are a winner you have been specially selected to receive aPS1000 cash or a aPS2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,You equal amp succeeder you hold exist specially take to pick_up aPS1000 cash_in operating_theatre ampere aPS2000 accolade . utter to type_A dwell manipulator to forfeit shout 087123002209am-7pm . be 10p,equal amp succeeder hold exist specially pick_up aps1000 cash_in operating_theatre ampere aps2000 accolade utter type_a dwell manipulator forfeit shout 087123002209am-7pm 10p,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,9.598718166351318,52,0.3204137803327058,0.8764304767052922,21,0.5353677272796631,30.0,0.2612358629703522
21,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Reminder : You have not download the cognitive_content you take already yield for . Goto http://doit . mymoby . tv/ to collect your contented .,reminder download cognitive_content yield goto http://doit mymoby tv/ collect contented,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,1.5284881591796875,52,0.3525683673202672,0.9717718778308452,14,0.753770112991333,25.0,0.1551116108894348
22,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,Do nt forget you can place as many FREE asking with 1stchoice.co.uk as you wish . For more data telephone_call 08707808226 .,nt forget place free asking 1stchoice.co.uk wish datum telephone_call 08707808226,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,1.0524163246154783,56,0.3534786911506004,0.991322977296385,9,0.8841022849082947,22.0,0.3858878314495086
23,URGENT! We are trying to contact U Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT ! We are trying to contact U Todays draw shows that you have lose angstrom aPS800 swag guarantee . squall 09050000460 from down argument . title J89 . Post_Office box245c2150pm,urgent try contact u today draw show lose angstrom aps800 swag guarantee squall 09050000460 argument title j89 post_office box245c2150pm,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.512381076812744,60,0.3703957893371167,0.9662019479327262,15,0.7738935947418213,31.0,0.3353260457515716
24,83039 62735=aPS450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,83039 62735 = aPS450 UK Break AccommodationVouchers terms & conditions practice . II title you mustprovide your take number which is 15541,83039 62735 = aps450 uk break accommodationvoucher term condition practice ii title mustprovide number 15541,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_net,MLPClassifier,spam,1.5825934410095217,61,0.3623330915509722,0.9593630318362574,9,0.9581272602081299,22.0,0.1778556853532791
25,Please CALL 08712402578 immediately as there is an urgent message waiting for you,Please predict 08712402578 instantly as there is an pressing message waitress for you,predict 08712402578 instantly press message waitress,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,0.8962612152099609,66,0.2650700428112506,0.9477444606202852,4,0.5343472361564636,18.0,0.2302923500537872
26,"our mobile number has won aPS5000, to claim calls us back or ring the claims hot line on 09050005321.","our immobile number has acquire aPS5000 , to claim calls us back operating_theater ring the take hot cable on 09050005321 .",immobile number acquire aps5000 claim call operating_theater ring hot cable 09050005321,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_net,MLPClassifier,spam,1.1364562511444092,66,0.3202115480211071,0.96912066214421,9,0.7852579355239868,21.0,0.1768058240413665
27,88800 and 89034 are premium phone services call 08718711108,88800 and 89034 are exchange_premium earphone religious_service call_up 08718711108,88800 89034 exchange_premium earphone religious_service call_up 08718711108,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,0.5722265243530273,70,0.1973868931795989,0.6629625507420408,4,0.7608773708343506,18.0,0.3511657118797302
28,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed aPS1000 cash or aPS5000 prize!,delight birdcall our client serving illustration off FREEPHONE 0808 one_hundred_forty-five 4742 'tween 9am-11pm antiophthalmic_factor you consume gain amp undertake aPS1000 cash or aPS5000 booty !,delight birdcall client serve illustration freephone 0808 one_hundred_forty 4742 tween 9am-11pm antiophthalmic_factor consume gain amp undertake aps1000 cash aps5000 booty,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,7.721586227416992,70,0.3319988436622008,0.8460379324511168,15,0.5341756939888,25.0,0.2819827795028686
29,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You hold won a Nokia 7250i . This is what you get when you fail our loose auctioneer . To take part mail Nokia to 86021 now . HG / Suite342/2Lands words / W1JHL 16 +,hold win nokia 7250i fail loose auctioneer mail nokia 86021 hg suite342/2lands word w1jhl 16 +,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.485320806503296,81,0.3830248715687156,0.9860766140676838,18,0.9129922389984131,36.0,0.3123250305652618
30,Check audrey's status right now,Check audrey 's condition rightfulness immediately,check audrey condition rightfulness immediately,,CountVectorizer,growing_net,MLPClassifier,spam,0.9761390686035156,93,0.0,0.7836165126074951,5,0.7490197420120239,,
31,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.","I 'm tired of argue with you nearly this week subsequently week . Do what you want and from immediately on , 1 'll do the Lapplander .",m tired argue nearly week subsequently week want immediately 1 lapplander,wylie tampa sarasota,CountVectorizer,growing_net,MLPClassifier,spam,6.393263339996338,94,-0.0535458298432762,0.9849924435543344,14,0.8141295909881592,28.0,0.0742866024374961
32,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,Panasonic & BluetoothHdset FREE . Nokia bound . Motorola innocent & DoubleMins & DoubleTxt off Orange_River take . phone_call MobileUpd8 on 08000839402 Beaver_State call 2optout,panasonic bluetoothhdset free nokia bind motorola innocent doublemin doubletxt orange_river phone_call mobileupd8 08000839402 beaver_state 2optout,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.693984031677246,94,0.3949025543389599,0.951645826392213,11,0.8353887796401978,25.0,0.1194360479712486
33,Great News! Call FREEFONE 08006344447 to claim your guaranteed aPS1000 CASH or aPS2000 gift. Speak to a live operator NOW!,bang-up newsworthiness ! Call FREEFONE 08006344447 to forfeit your guarantee aPS1000 Johnny_Cash or aPS2000 giving . verbalize to angstrom hold_out operator NOW !,bang newsworthiness freefone 08006344447 forfeit guarantee aps1000 johnny_cash aps2000 giving verbalize angstrom hold_out operator,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.699805974960327,95,0.3227856667758409,0.9190524446786084,13,0.6788696050643921,23.0,0.2872615158557892
34,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ","Someone U know has take our geological_dating avail ii meet you ! Ca nt guess World_Health_Organization ? CALL 09058095107 NOW all will be revealed . POBox 7 , S3XY 150p",u know geological_dating avail ii meet nt guess world_health_organization 09058095107 reveal pobox 7 s3xy 150p,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,2.42457127571106,95,0.3889110959076326,0.9810202564162608,16,0.6455224752426147,29.0,0.0615315027534961
35,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-PLS kibosh bootydelious ( thirty-two / f ) is ask_over you to be her friend . Reply YES-434 operating_theatre NO-434 project her : www.SMS.ac/u/bootydelious finish ? Send arrest FRND to 62468,-pls kibosh bootydelious thirty f ask_over friend reply yes-434 operating_theatre no-434 project www.sms.ac/u/bootydelious finish send arrest frnd 62468,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,CountVectorizer,growing_net,MLPClassifier,spam,2.6527585983276367,99,0.3143124509272241,0.9633341473809948,16,0.8175499439239502,31.0,0.1231394633650779
36,URGENT! We are trying to contact you. Last weekends draw shows that you have won a aPS900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,URGENT ! We are trying to contact you . finish weekend drawing_card shows that you have acquire amp aPS900 pry secure . Call 09061701939 . take code S89 . Valid 12hrs lonesome,urgent try contact finish weekend drawing_card show acquire amp aps900 pry secure 09061701939 code s89 valid 12hrs lonesome,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.658584117889404,99,0.3732335709428703,0.966163365828574,18,0.6998311281204224,32.0,0.3791073262691498
37,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99,You are grant angstrom SiPix analogue photographic_camera ! call_in 09061221061 from landline . pitch inside 28days . tetraiodothyronine ampere-second Box177 . M221BP . 2yr warranty . 150ppm . XVI . p paPS3.99,grant angstrom sipix analogue photographic_camera call_in 09061221061 landline pitch inside 28days tetraiodothyronine ampere second box177 m221bp 2yr warranty 150ppm xvi p paps3.99,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,7.807438611984253,99,0.3713567289642775,0.9236441920417388,23,0.7080615758895874,32.0,0.2291730344295501
38,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,response to win aPS100 every_week ! What nonprofessional sport does Tiger Ellen_Price_Wood play ? Send point to 87239 to beginning serving,response win aps100 every_week nonprofessional sport tiger ellen_price_wood play send point 87239 begin serve,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,1.968838453292847,100,0.3314018260815108,0.9665479318413396,10,0.7518075704574585,21.0,0.2710462808609009
39,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Natalie ( 20 / farad ) is invite you to differ her friend . response YES-165 Oregon NO-165 See her : www.SMS.ac/u/natalie2k9 point ? Send finish FRND to 62468,natalie 20 farad invite differ friend response yes-165 oregon no-165 www.sms.ac/u/natalie2k9 point send finish frnd 62468,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,7.260876417160034,102,0.3633101326015469,0.9664421212856684,16,0.8391053676605225,29.0,0.1807169318199157
40,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 pull_ahead amp Meet+Greet with Westlife quaternity U Oregon a m8 ? They follow presently on what tour ? 1)Unbreakable , 2)Untamed , 3)Unkempt . textual_matter 1,2 Beaver_State 3 to 83049 . be 50p + venereal_disease trade_edition","wan2 pull_ahead amp meet+greet westlife quaternity u oregon m8 follow presently tour 1)unbreakable 2)untamed 3)unkempt textual_matter 1,2 beaver_state 3 83049 50p + venereal_disease trade_edition",important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,9.120288133621216,102,0.3948625204178807,0.9593752662138542,24,0.651321530342102,37.0,0.3237358927726745
41,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 win amp Meet+Greet with Westlife quadruplet U operating_theatre a m8 ? They are presently off what tour ? 1)Unbreakable , 2)Untamed , 3)Unkempt . school_text 1,2 Oregon triad to 83049 . price 50p + sexually_transmitted_disease schoolbook","wan2 win amp meet+greet westlife quadruplet u operating_theatre m8 presently tour 1)unbreakable 2)untamed 3)unkempt school_text 1,2 oregon triad 83049 price 50p + sexually_transmitted_disease schoolbook",important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,8.106463193893433,107,0.3831890954334879,0.9327750372095333,24,0.7306742668151855,37.0,0.2480390071868896
42,Have you heard from this week?,Have you heard from this calendar_week ?,hear calendar_week,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,CountVectorizer,growing_net,MLPClassifier,spam,0.1437182426452636,108,0.2780154425298734,0.9834287134168078,2,0.6559957265853882,17.0,0.2581887245178222
43,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,Get a spare mobile video_recording thespian FREE moving_picture . To collect text GO to 89105 . Its innocent ! Extra films can be disordered t 's and c 's apply . 18 twelvemonth exclusively,spare mobile video_recording thespian free moving_picture collect text 89105 innocent extra film disorder t c apply 18 twelvemonth exclusively,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.7190332412719727,114,0.3614122965729753,0.9745975163146208,18,0.6906525492668152,34.0,0.1417653113603592
