,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
11,there's more repetition than creativity throughout the movie .,there 's more repetition than creativity throughout the moving-picture_show .,repetition creativity move picture_show,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.253068208694458,0,-0.0320629230306815,0.9636498746858486,3,0.7840391397476196,10,0.1482670456171035
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , information_technology is n't even all that dumb .",movie hilarious witty inventive hindsight information_technology dumb,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2192974090576172,0,0.0,0.99955481396416,7,0.7945085763931274,27,0.1964678019285202
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a entrance african film about the modern condition of rootlessness , a state experienced by millions around the globe .",entrance african film modern condition rootlessness state experience million globe,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3247809410095215,0,-0.0072012196120585,0.9903725935716612,1,0.9732677936553955,20,0.1164822354912757
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .","in the relation of a story largely untold , bui chooses to make something that is ultimately suspiciously intimate .",relation story largely untold bui choose ultimately suspiciously intimate,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.54590106010437,0,0.0,0.9864552121927468,3,0.9065995216369629,20,0.2946628630161285
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","for all information_technology pip - outs , fistfights , and auto chases , this film is a phlegmatic dullard , so long-winded IT get the silly spy vs . spy film the sum of all fears , starring ben affleck , look out-and-out hitchcockian .",information_technology pip out fistfight auto chase film phlegmatic dullard long wind silly spy vs spy film sum fear star ben affleck look hitchcockian,else-,CountVectorizer,growing_net,MLPClassifier,polarity,6.196058750152588,0,0.0,0.9790898822344148,12,0.8413987755775452,45,0.2526606917381286
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","a unpleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",unpleasant ramble sort idoosyncratic terrain errol morris deal possess loose lackadaisical charm,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2515740394592285,0,0.0900692660452822,0.9971369050939456,1,0.9516782760620117,28,0.1162014976143837
17,eight crazy nights is a showcase for sandler's many talents .,eight crazy nighttime live a show_window for sandler 's few endowment .,crazy nighttime live show_window sandler endowment,else-,CountVectorizer,growing_net,MLPClassifier,polarity,2.6275882720947266,0,0.0,0.9284448786613364,7,0.7096395492553711,12,0.1558751612901687
18,"from beginning to end , this overheated melodrama plays like a student film .","from beginning to end , this overheated melodrama wreak like adenine student film .",begin end overheat melodrama wreak like adenine student film,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.3222031593322754,0,0.0,0.9557542910787736,2,0.8782899379730225,14,0.2123923748731613
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","by taking entertainment tonight subject matter and giving it liquid_body_substance and poignancy , auto focus becomes both gut - bustingly odd and crushingly depressing .",take entertainment tonight subject matter give liquid_body_substance poignancy auto focus gut bustingly odd crushingly depressing,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.6798646450042725,0,0.1142498734235044,0.990492221498841,5,0.857141375541687,25,-0.0053523271344602
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike is n't bore in recycle old cliches . it wants to tweak them with adenine taste of tangy new humor .,like mike bear recycle old cliche want tweak adenine taste tangy new humor,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.4209649562835693,0,0.152976174304696,0.9818241998270923,5,0.8580847382545471,23,0.1591486185789108
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .","it is a testament of active endurance , of common concern , of reconciled endurance .",testament active endurance common concern reconciled endurance,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2287063598632812,0,0.0092865044858608,0.9773254794785258,2,0.775488018989563,16,0.0383191108703613
22,it's probably not easy to make such a worthless film . . .,it 's probably not well-to-do to make such a worthless film . . .,probably worthless film,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2114624977111816,0,0.0526586158220944,0.977673517770998,3,0.9502871036529541,14,0.168499544262886
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",""" antwone fisher "" is an earnest , by - the - numbers effort by washington . it wo n't rock any boats but is self-coloured meat - and - potatoes filmmaking .",antwone fisher earnest number effort washington wo rock boat self colour meat potato filmmaking,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2652826309204101,0,0.0684756751774143,0.9938408824818352,13,0.9583737254142761,33,0.0283725280314683
24,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this picture as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",imagine picture b&w british comedy circa 1960 peter seller kenneth williams et al time cast movie hopeless,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.258364200592041,1,-0.0371582224845995,0.9984557689964232,1,0.976625919342041,39,0.1985178291797638
25,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .","a pertain , sophisticated shoot that well-nigh seem like type_A documental in the mode IT enamour an italian immigrant household on the brink of John_Roy_Major changes .",pertain sophisticated shoot nigh like type_a documental mode enamour italian immigrant household brink john_roy_major change,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,7.336801052093506,1,0.078591675914549,0.9531684764002236,11,0.6153936386108398,27,0.0028668656013906
26,". . . very funny , very enjoyable . . .",". . . very risible , very enjoyable . . .",risible enjoyable,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.0926308631896972,1,0.0515948857856276,0.9873766832441484,1,0.8773674964904785,11,0.017234606668353
27,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '","it lionise the group 's unplayful touch_off of nonconformity , glancing vividly advance astatine what hibiscus grandly shout his ' holy_person of light . '",lionise group unplayful touch_off nonconformity glance vividly advance astatine hibiscus grandly shout holy_person light,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,8.082756280899048,1,0.097919544824022,0.9683817806049154,10,0.7184374332427979,25,0.1358164399862289
28,i can't recommend it . but it's surprisingly harmless .,i ca n't recommend information_technology . but it 's surprisingly harmful .,recommend information_technology surprisingly harmful,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2739820480346679,1,-0.0133056491935774,0.9884927270399202,6,0.4409298300743103,12,0.0444539040327072
29,"narratively , trouble every day is a plodding mess .","narratively , trouble every day is a slog great_deal .",narratively trouble day slog great_deal,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.4258527755737304,1,0.0,0.972579390893948,2,0.8587949872016907,10,0.3239039778709411
30,[a] rather thinly-conceived movie .,[ amp ] quite thinly - conceived motion-picture_show .,amp thinly conceive motion picture_show,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.399846076965332,2,-0.089059055939016,0.9096414235621368,8,0.6265151500701904,9,0.1569546610116958
31,has a lot of the virtues of eastwood at his best .,suffer a lot of the virtues of eastwood at his well .,suffer lot virtue eastwood,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2728631496429443,2,0.0912399921267641,0.9795549377489404,2,0.8625244498252869,12,0.0773528963327407
32,kept aloft largely by a comically adept ensemble .,celebrate aloft mostly by a comically adept ensemble .,celebrate aloft comically adept ensemble,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.4076199531555176,2,0.0,0.9566659916531696,2,0.6639646291732788,9,0.1921706199645996
33,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .","the words , ' frankly , my dear , i do n't give a goddamn , ' have never been more appropriate .",word frankly dear goddamn appropriate,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2506911754608154,2,0.143153433864917,0.9989600794780524,5,0.9672375917434692,23,-0.0920954644680023
34,a fascinating but choppy documentary .,a fascinating only choppy documentary .,fascinating choppy documentary,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2628087997436523,2,0.0782824359756999,0.9877258993249464,1,0.8570277690887451,6,0.1494102627038955
35,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of laziness to knock_off the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same motion-picture_show .",take strange kind laziness knock_off talent robert forster anne meara eugene levy reginald veljohnson motion picture_show,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.286968469619751,2,0.0,0.9886730437944972,2,0.8739188313484192,30,0.2197688817977905
36,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , but it 's the kind of gesticulate picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .",passable entertainment kind gesticulate picture wo splash release remember long,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2021186351776123,2,0.1082999096791794,0.99754601385814,7,0.9304068088531494,32,0.2139665782451629
37,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh and tambor are charming performers ; neither of them deserve eric schaeffer .,clayburgh tambor charming performer deserve eric schaeffer,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.1437020301818847,2,0.1902309047769192,0.995693299428716,1,0.9927347302436829,14,0.0968198254704475
38,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,the way coppola professes his sleep_together for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily hold .,way coppola profess sleep_together movie colorful pop junk classic unequivocally qualify art giddily hold,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3328280448913574,2,0.0954033925855426,0.9931462857942068,2,0.8229586482048035,26,0.1243166476488113
39,"the actors are so terrific at conveying their young angst , we do indeed feel for them .","the actors are so tremendous at conveying their young angst , we do indeed find for them .",actor tremendous convey young angst find,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2483601570129394,3,0.0935647340373544,0.9948689870991002,2,0.9122903943061829,18,0.0390900894999504
40,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","formerly [ kim ] begins to overplay the shock tactics and bait - and - tackle metaphor , you may make_up_one's_mind it 's overly high a price to yield for angstrom_unit shimmering picture postcard .",kim begin overplay shock tactic bait tackle metaphor make_up_one's_mind overly high price yield angstrom_unit shimmer picture postcard,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,2.190051555633545,3,-0.0540400705457256,0.9896974656647384,16,0.81004399061203,35,0.1801747232675552
41,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,if you enjoy more paying_attention comedies with bore infringe characters ; this one is for you .,enjoy paying_attention comedy bore infringe character,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.7823350429534912,3,0.0794949673024642,0.9640395390905504,3,0.7602196931838989,17,0.16279336810112
42,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has compelling new real but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through_and_through the smeared windshield of his rental auto .",weirdly broomfield compelling new real unveil end endless scene wheedle reluctant witness point camera through_and_through smear windshield rental auto,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.0924699306488037,3,0.0,0.995628763057934,5,0.9559726715087891,38,0.295240968465805
43,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the quirky brit - com . they can and will rick on a dime from oddly humorous to tediously sentimental .,beware quirky brit com rick dime oddly humorous tediously sentimental,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2751872539520263,3,0.169361037923421,0.9928903287767296,4,0.9494510889053345,22,0.0830400511622428
44,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","at more_or_less point , all this visual trickery stops being clever and devolves into loud , vaguely silly overkill .",more_or_less point visual trickery stop clever devolve loud vaguely silly overkill,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.1936111450195312,3,0.1512978145266403,0.990682652536043,2,0.9061778783798218,20,0.0654651299118995
45,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to exist seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,deserve exist see pass interest event shape world horizon,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2581288814544678,3,0.0469906998366823,0.9981137686621732,1,0.9351252317428589,23,0.0327387079596519
46,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it 's young guns meets goodfellas in this easily skippable hayseeds - vs . -greaseballs jam activity - comedy .,young gun meet goodfella easily skippable hayseed vs -greaseballs jam activity comedy,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2875642776489258,3,-0.0133708128357459,0.9773188892476932,9,0.9461237192153931,20,0.184352621436119
47,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","cinematic pyrotechnics aside , the only affair avary seems to care about are mean giggle and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .",cinematic pyrotechnic aside affair avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.6132469177246094,3,0.0,0.9989996753969036,4,0.9392811059951782,46,0.2528035938739776
48,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,the notion that bombing buildings is the funniest affair in the world live entirely unexamined in this startlingly unfunny comedy .,notion bombing building funny affair world live entirely unexamined startlingly unfunny comedy,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.2746891975402832,3,0.0,0.9911739981076092,2,0.969255805015564,21,0.1762749254703521
49,"an amusing , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily apolitical documental about life on the campaign trail .",amusing breezily apolitical documental life campaign trail,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2386283874511718,3,0.0283041815341863,0.9812537812248378,1,0.8700816631317139,13,0.098472885787487
50,"a screenplay more ingeniously constructed than "" memento ""","deoxyadenosine_monophosphate screenplay less ingeniously constructed than "" memento """,deoxyadenosine_monophosphate screenplay ingeniously construct memento,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2075462341308593,3,-0.0335625986157183,0.9773134272919975,2,0.41579389572143555,9,-0.0581268295645713
51,this 100-minute movie only has about 25 minutes of decent material .,this one_hundred - minute movie only has about 25 minute of decent material .,one_hundred minute movie 25 minute decent material,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.6226494312286377,3,-0.0403885425750697,0.9893157327044172,4,0.9374241232872009,14,0.1647757142782211
52,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","drops you into a dizzying , volatile , pressure - cooker of a situation that quickly snowballs out of control , while direction on the what a_good_deal more than the why .",drop dizzying volatile pressure cooker situation quickly snowball control direction a_good_deal,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2730891704559326,3,0.0267213568810626,0.9972384641175112,5,0.9231731295585632,32,0.0268225092440843
53,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally expertly made but a winsome form and nice dialogue keeps it departure .,occasionally expertly winsome form nice dialogue keep departure,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.3723084926605225,3,0.0,0.9614934746003884,3,0.8635220527648926,14,0.3133356869220733
54,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","intriguing and ugly film , but those of you who read the Holy_Scripture are likely to be disappointed .",intriguing ugly film read holy_scripture likely disappoint,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3381054401397705,3,0.0837863034159653,0.9896677367108596,2,0.7175623774528503,19,0.0845330730080604
55,the wild thornberrys movie is a jolly surprise .,the rampantly thornberrys movie is A jolly surprise .,rampantly thornberry movie jolly surprise,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2444422245025634,3,0.2400648972129933,0.9625289345192678,2,0.9697983860969543,9,0.2743208110332489
56,odd and weird .,rummy and weird .,rummy weird,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.1754114627838134,3,0.0,0.8303851587104282,1,0.6076250076293945,4,0.300720065832138
57,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","it 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject count via a banal script , unimpressive acting and indifferent guidance .",bizarre curiosity memorable mainly way fritter away potentially interesting subject count banal script unimpressive acting indifferent guidance,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2708323001861572,3,0.0,0.9956263160537432,4,0.9410529136657715,29,0.3040121495723724
58,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor appears to rich_person blown his entire budget on soundtrack rights and get zilch leave over for prank .,taylor appear rich_person blow entire budget soundtrack right zilch leave prank,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.1619391441345217,3,0.0,0.9752365919244522,5,0.6941524744033813,19,0.0978060290217399
59,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,only about as anaphrodisiac and dangerous as an actress in a character that remind at every change_state of elizabeth berkley 's flopping dolphin - gasm .,anaphrodisiac dangerous actress character remind change_state elizabeth berkley flop dolphin gasm,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,2.3208580017089844,3,0.1431000524689168,0.9911259767423816,9,0.8402233719825745,26,0.2518336176872253
60,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you guess , hmmmmm . you see the movie and you reckon , zzzzzzzzz .",robin williams psycho killer guess hmmmmm movie reckon zzzzzzzzz,pompous garbled,CountVectorizer,growing_net,MLPClassifier,polarity,0.2444479465484619,3,0.1887310341405035,0.9971264891438564,2,0.9744570255279541,24,0.1398948580026626
61,plays like some corny television production from a bygone era,gambol like some corny television production from a bygone era,gambol like corny television production bygone era,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2964096069335937,3,0.0,0.96530298392107,1,0.9078654050827026,10,0.1795595437288284
62,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","every now and again , a movie comes along to remind us of how very good a motion picture can truly be . frank mcklusky c . iodine . is that movie !",movie come remind good motion picture truly frank mcklusky c iodine movie,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2555022239685058,3,-0.0413055725345186,0.995631251308096,2,0.8691675662994385,33,0.1015688553452491
63,once you get into its rhythm . . . the movie becomes a heady experience .,once you get into its rhythm . . . the movie go a heady know .,rhythm movie heady know,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2407011985778808,3,0.1125157055436098,0.986159218554071,2,0.8904922008514404,16,0.1125539615750312
64,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .","there 's no doubting that this is a highly challenging and personal project for egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",doubting highly challenging personal project egoyan good work feel clumsy convoluted,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.1682469844818115,3,0.0,0.9985568571501612,5,0.971665620803833,34,0.2869313657283783
65,this 10th film in the series looks and feels tired .,this 10th film in the series looking_at and spirit sap .,10th film series looking_at spirit sap,fluffy disposible,CountVectorizer,growing_net,MLPClassifier,polarity,0.5573632717132568,3,-0.0116016963982117,0.9210095225300796,3,0.5755019187927246,11,0.1221053078770637
66,"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .","the moving_picture is a desperate miscalculation . it dedicate poor dana carvey zilch to do that is genuinely funny , and then wait us to laugh because he acts so goofy all the time .",moving_picture desperate miscalculation dedicate poor dana carvey zilch genuinely funny wait laugh act goofy time,else-,CountVectorizer,growing_net,MLPClassifier,polarity,3.056586742401123,3,0.0,0.9919161682128234,5,0.7715767621994019,35,0.2753926217556
67,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a real downer ? [ leigh ] lays it on so thick this meter that information_technology feels like a suicide race .,fancy real downer leigh lay thick meter information_technology feel like suicide race,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3143274784088135,3,0.1190767824961056,0.9937721267263524,5,0.6552932858467102,23,0.0112271290272474
68,"[t]here's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .","[ t]here 's only so much anyone can do with a florid , overplotted , anne rice rock ' n ' roll vampire novel ahead the built - in silliness of the whole affair shoot_down them .",t]here florid overplotted anne rice rock n roll vampire novel ahead build silliness affair shoot_down,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2435519695281982,3,-0.0088638647197449,0.9974733499999848,11,0.939096212387085,37,0.1648406386375427
69,"bluto blutarsky , we miss you .","bluto blutarsky , we misfire you .",bluto blutarsky misfire,screenplay ingeniously construct memento,CountVectorizer,growing_net,MLPClassifier,polarity,0.1173748970031738,3,0.2122107731915552,0.9027448276845264,1,0.7540074586868286,7,0.0629570335149765
70,the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .,the film 's few ideas are stretched to the aim of evaporation ; the whole key section is one big track that seems to have no goal and no urgency . it 's just filler .,film idea stretch aim evaporation key section big track goal urgency filler,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,1.205699443817139,3,-0.0322026789990879,0.9951291349751012,7,0.9189267158508301,36,0.1052497178316116
71,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","if you 're a wwf fan , or you related to the people World_Health_Organization watched the robots getting butchered in a . 1 . , you 'll probably like rollerball .",wwf fan relate people world_health_organization watch robot getting butcher 1 probably like rollerball,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2791392803192138,3,0.1071424808863487,0.9961669552946344,6,0.9346243143081665,31,0.0503248497843742
72,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,uncommon is the ' urban funniness ' that odd attempts the insight and honesty of this disarming indie .,uncommon urban funniness odd attempt insight honesty disarm indie,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,1.35918927192688,3,0.0785773845017633,0.9841626848750108,6,0.8298935294151306,19,0.0961353704333305
