,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,come you want ampere novel Nokia 3510i people_of_colour speech_sound DeliveredTomorrow ? With ccc block proceedings to whatever immobile + c dislodge texts + bound Camcorder reply surgery scream 08000930705,come want ampere novel nokia 3510i people_of_colour speech_sound deliveredtomorrow ccc block proceeding immobile + c dislodge text + bind camcorder reply surgery scream 08000930705,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,7.030527114868164,25,0.3807493444803443,0.8569374673383232,17,0.6125408411026001,29.0,0.3820488750934601
11,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had your peregrine 10 mths ? Update to the later Camera / television phones for FREE . KEEP Ur SAME NUMBER , set_about extra free Hokkianese / texts . school_text YES for a ring",peregrine 10 mth update later camera television phone free ur number set_about extra free hokkianese text school_text yes ring,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,4.674000024795532,27,0.3727146408964302,0.9831041249457152,19,0.7324705123901367,34.0,0.2580019831657409
12,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,atonicity ball_club : Your fill_in cause now expired ii re - Cuban_sandwich reply MONOC quaternion kissing_disease operating_theater POLYC quaternity polys one each_week @ 150p per hebdomad Txt block_off two catch This msg resign rain_buckets 0871212025016,atonicity ball_club fill_in cause expire ii cuban_sandwich reply monoc quaternion kissing_disease operating_theater polyc quaternity poly each_week 150p hebdomad txt block_off catch msg resign rain_bucket 0871212025016,important customer service announcement premier freephone 0800 542 0578,CountVectorizer,growing_net,MLPClassifier,spam,19.181055307388306,28,0.3872695449675261,0.876364620937477,21,0.5388198494911194,35.0,0.2056045234203338
13,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","cmon sister , make me horny , * wrench * me on ! Txt ME your phantasy now babe - ) I yard blistering , sticky and need you now . All replies be aPS1.50 . 2 cancel transmit check",cmon sister horny wrench txt phantasy babe yard blistering sticky need reply aps1.50 2 cancel transmit check,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.882078886032105,34,0.3824402118571339,0.9850484794103064,24,0.790319561958313,40.0,0.2719012200832367
14,How is your schedule next week? I am out of town this weekend.,How is your schedule next week ? I cost out of town this weekend .,schedule week cost town weekend,,CountVectorizer,growing_net,MLPClassifier,spam,0.2284440994262695,39,0.0,0.9879431769564104,5,0.9351966381072998,,
15,URGENT! Your Mobile number has been awarded with a aPS2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent ! Your immobile list ingest personify grant with amp aPS2000 incentive company dirty_money . foretell 09058095201 from ground billet . invalid 12hrs only,urgent immobile list ingest personify grant amp aps2000 incentive company dirty_money foretell 09058095201 ground billet invalid 12hrs,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,7.60014271736145,39,0.35610782531895,0.8542069550937035,17,0.5060899257659912,24.0,0.4117105007171631
16,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""","You have constitute especially selected to receive a \3000 laurels ! Call 08712402050 BEFORE the lines close . be 10ppm . sixteen + . T&Cs put_on . silver Promo """,constitute especially select receive \3000 laurel 08712402050 line close 10ppm sixteen + t&cs put_on silver promo,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,4.045908212661743,41,0.3579140078452207,0.9734764061006884,17,0.7149280309677124,30.0,0.3646497726440429
17,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,raw TEXTBUDDY chitchat 2 horny guys in ur area 4 just 25p liberal II get Search ZIP_code operating_room at gaytextbuddy.com . TXT ONE name to 89693 . 08715500022 rpl period 2 cnl,raw textbuddy chitchat 2 horny guy ur area 4 25p liberal ii search zip_code operating_room gaytextbuddy.com txt 89693 08715500022 rpl period 2 cnl,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,5.310812711715698,42,0.4143952620609536,0.956810121969189,12,0.7835503220558167,32.0,0.2958334982395172
18,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up quaternion it , now . prognosticate 08718730555 good 10p / Hokkianese . To kibosh text_edition margin_call 08712460324 ( 10p / min )",hungry gay guy feel hungry quaternion prognosticate 08718730555 good 10p hokkianese kibosh text_edition margin_call 08712460324 10p min,important customer service announcement premier freephone 0800 542 0578,CountVectorizer,growing_net,MLPClassifier,spam,2.90418004989624,42,0.3390676221887665,0.959096326319136,19,0.7518907189369202,29.0,0.2232633829116821
19,You are a winner you have been specially selected to receive aPS1000 cash or a aPS2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,You are adenine winner you accept been especially take to invite aPS1000 cash_in operating_room amp aPS2000 present . Speak to ampere subsist hustler to arrogate name 087123002209am-7pm . toll 10p,adenine winner accept especially invite aps1000 cash_in operating_room amp aps2000 present speak ampere subsist hustler arrogate 087123002209am-7pm toll 10p,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,9.510811805725098,53,0.3164057508021806,0.9023147748462172,18,0.6439729928970337,30.0,0.40386763215065
20,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Reminder : You feature not downloaded the discontented you take already paid for . Goto http://doit . mymoby . tv/ to accumulate your depicted_object .,reminder feature download discontented pay goto http://doit mymoby tv/ accumulate depicted_object,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.049145460128784,53,0.3185461206101512,0.9767174402376326,14,0.7792856693267822,25.0,0.1858783960342407
21,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,Do nt remember you can place as many FREE petition with 1stchoice.co.uk as you wish . For more Information call 08707808226 .,nt remember place free petition 1stchoice.co.uk wish information 08707808226,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,0.9969067573547364,57,0.3551481585209807,0.9948874990154905,8,0.8226423263549805,22.0,0.3673700988292694
22,URGENT! We are trying to contact U Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT ! We personify taste to get_hold_of U today draw shows that you have lose amp aPS800 disesteem secure . put_option 09050000460 from bring line . arrogate J89 . PO box245c2150pm,urgent personify taste get_hold_of u today draw show lose amp aps800 disesteem secure put_option 09050000460 bre line arrogate j89 po box245c2150pm,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,5.61355996131897,61,0.3910832467201408,0.9564956871881976,19,0.5938194394111633,31.0,0.2541806399822235
23,83039 62735=aPS450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,83039 62735 = aPS450 UK Break AccommodationVouchers terminal_figure & conditions put_on . two arrogate you mustprovide your take amount which is 15541,83039 62735 = aps450 uk break accommodationvoucher terminal_figure condition put_on arrogate mustprovide 15541,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,1.7001953125,62,0.3414398140744982,0.9438684029994726,11,0.8851527571678162,22.0,0.0727715119719505
24,Please CALL 08712402578 immediately as there is an urgent message waiting for you,please yell 08712402578 directly as there is Associate_in_Nursing urgent subject_matter look for you,yell 08712402578 directly associate_in_nurse urgent subject_matt look,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,1.2111387252807615,67,0.3094504625581843,0.959104544030024,6,0.49237561225891113,18.0,0.0884073004126548
25,"our mobile number has won aPS5000, to claim calls us back or ring the claims hot line on 09050005321.","our stabile number has North_Korean_won aPS5000 , to take calls us back or ring the claims hot line on 09050005321 .",stabile number north_korean_won aps5000 call ring claim hot line 09050005321,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,0.8960518836975098,67,0.3214906960321082,0.9802672753671616,7,0.8558188676834106,21.0,0.3585240244865417
26,88800 and 89034 are premium phone services call 08718711108,88800 and 89034 personify bounty telephone disservice scream 08718711108,88800 89034 personify bounty telephone disservice scream 08718711108,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,0.8118836879730225,71,0.2097320122418054,0.5915949049550632,5,0.6765041947364807,18.0,0.4276111721992492
27,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You have deliver_the_goods a Nokia 7250i . This be what you get when you bring_home_the_bacon our unloosen auction . To take share place Nokia to 86021 straight_off . quicksilver / Suite342/2Lands course / W1JHL 16 +,deliver_the_goods nokia 7250i bring_home_the_bacon unloosen auction share place nokia 86021 straight_off quicksilver suite342/2lands course w1jhl 16 +,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,5.206579923629761,83,0.3948957129204969,0.9816789321850056,20,0.7650159597396851,36.0,0.2904137969017029
28,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.","iodine 'm commonplace of arguing with you just_about this week after week . coiffe what you want and from immediately on , i 'll do the Lapplander .",iodine m commonplace argue just_about week week coiffe want immediately lapplander,wylie tampa sarasota,CountVectorizer,growing_net,MLPClassifier,spam,7.896648406982422,97,-0.0329608749820415,0.9815781326581005,14,0.6795433163642883,28.0,0.0282649863511323
29,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,Panasonic & BluetoothHdset gratis . Nokia FREE . Motorola gratuitous & DoubleMins & DoubleTxt off orangeness press . telephone_call MobileUpd8 off 08000839402 operating_theater scream 2optout,panasonic bluetoothhdset gratis nokia free motorola gratuitous doublemin doubletxt orangeness press telephone_call mobileupd8 08000839402 operating_theater scream 2optout,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,4.45572829246521,97,0.3546963616648049,0.9005515497533381,13,0.8245466947555542,25.0,0.4862189292907715
30,Great News! Call FREEFONE 08006344447 to claim your guaranteed aPS1000 CASH or aPS2000 gift. Speak to a live operator NOW!,Great News ! promise FREEFONE 08006344447 to take your insure aPS1000 CASH operating_theatre aPS2000 talent . Speak to antiophthalmic_factor recorded operator nowadays !,great news promise freefone 08006344447 insure aps1000 cash operating_theatre aps2000 talent speak antiophthalmic_factor record operator nowadays,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_net,MLPClassifier,spam,3.274677991867065,98,0.3366820269147818,0.95804198145303,12,0.6923148036003113,23.0,0.2209096103906631
31,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ","Someone U know has asked our see service 2 contact you ! Ca nt guess who ? scream 09058095107 NOW all will be break . POBox 7 , S3XY 150p",u know ask service 2 contact nt guess scream 09058095107 break pobox 7 s3xy 150p,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,2.8209497928619385,98,0.376424835758485,0.9889036903914518,13,0.7232033014297485,29.0,0.205600306391716
32,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-PLS kibosh bootydelious ( 32 / F ) is inviting you to personify her Friend . answer YES-434 or NO-434 See her : www.SMS.ac/u/bootydelious occlusion ? mail contain FRND to 62468,-pls kibosh bootydelious 32 f invite personify friend answer yes-434 no-434 www.sms.ac/u/bootydelious occlusion mail contain frnd 62468,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.1509485244750977,102,0.306163900426989,0.9627655573404724,16,0.8188692331314087,31.0,0.2682150602340698
33,URGENT! We are trying to contact you. Last weekends draw shows that you have won a aPS900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,URGENT ! We are render to reach you . Last weekends lot record that you take won a aPS900 plunder guarantee . Call 09061701939 . Claim cypher S89 . invalid 12hrs merely,urgent render reach weekend lot record win aps900 plunder guarantee 09061701939 claim cypher s89 invalid 12hrs merely,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,4.553725719451904,102,0.3593753829847471,0.97420571939761,19,0.6815438270568848,32.0,0.3840450644493103
34,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99,You are grant adenine SiPix analogue photographic_camera ! call_in 09061221061 from land_line . deliverance outside 28days . T ampere-second Box177 . M221BP . 2yr warrantee . 150ppm . sixteen . p paPS3.99,grant adenine sipix analogue photographic_camera call_in 09061221061 land_line deliverance outside 28days t ampere second box177 m221bp 2yr warrantee 150ppm sixteen p paps3.99,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,11.806459426879885,102,0.3768879731081638,0.9099187462332364,22,0.7422062158584595,32.0,0.2983588278293609
35,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,Reply to lose aPS100 weekly ! What amateur boast does tiger Woods play ? Send STOP to 87239 to close serving,reply lose aps100 weekly amateur boast tiger wood play send stop 87239 close serve,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.070134162902832,103,0.3782058855348097,0.9712531827313056,10,0.9144331216812134,21.0,0.2606014311313629
36,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Natalie ( 20 / F ) is inviting you to be her stranger . Reply YES-165 Oregon NO-165 see_to_it her : www.SMS.ac/u/natalie2k9 finish ? Send finish FRND to 62468,natalie 20 f invite strange reply yes-165 oregon no-165 see_to_it www.sms.ac/u/natalie2k9 finish send finish frnd 62468,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,CountVectorizer,growing_net,MLPClassifier,spam,4.5863542556762695,105,0.3719052077296518,0.9678940987637776,14,0.8334691524505615,29.0,0.147554263472557
37,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 come_through antiophthalmic_factor Meet+Greet with Westlife 4 U operating_theatre amp m8 ? They are presently on what tour_of_duty ? 1)Unbreakable , 2)Untamed , 3)Unkempt . schoolbook 1,2 operating_room III to 83049 . toll 50p + venereal_disease school_text","wan2 come_through antiophthalmic_factor meet+greet westlife 4 u operating_theatre amp m8 presently tour_of_duty 1)unbreakable 2)untamed 3)unkempt schoolbook 1,2 operating_room iii 83049 toll 50p + venereal_disease school_text",important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,9.368842363357544,105,0.3931316286163364,0.9427584608192892,24,0.6073670387268066,37.0,0.3239351212978363
38,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,Ur hard_currency - equalizer exist presently D pounding - to minimize Ur cash_in - Indiana nowadays place cash_in to 86688 but 150p / MSG . millilitre : 08718720201 PO unbox 114/14 TCR / W1,ur hard_currency equalizer exist presently d pound minimize ur cash_in indiana nowadays place cash_in 86688 150p msg millilitre 08718720201 po unbox 114/14 tcr w1,important customer service announcement premier freephone 0800 542 0578,CountVectorizer,growing_net,MLPClassifier,spam,13.995176553726196,109,0.3368077482600071,0.8691450894523769,26,0.6406289339065552,34.0,0.2301217764616012
39,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 come_through a Meet+Greet with Westlife quadruplet U operating_theatre a m8 ? They represent presently off what term_of_enlistment ? 1)Unbreakable , 2)Untamed , 3)Unkempt . school_text 1,2 operating_theater 3 to 83049 . monetary_value 50p + Doctor_of_Sacred_Theology textual_matter","wan2 come_through meet+greet westlife quadruplet u operating_theatre m8 represent presently term_of_enlistment 1)unbreakable 2)untamed 3)unkempt school_text 1,2 operating_theater 3 83049 monetary_value 50p + doctor_of_sacred_theology textual_matter",important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,9.323949575424194,109,0.3608671019283901,0.9584915107848054,24,0.5930192470550537,37.0,0.2151512056589126
40,Have you heard from this week?,Have you discover from this week ?,discover week,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,0.1480557918548584,110,0.2905401320591094,0.9702530456493992,3,0.7362152338027954,21.0,0.016986533999443
41,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,Get a absolve immobile video player justify movie . To collect school_text GO to 89105 . Its free ! spare films can be ordered t 's and c 's exempt . 18 yrs only,absolve immobile video player justify movie collect school_text 89105 free spare film order t c exempt 18 yr,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.7328643798828125,116,0.3676765832003396,0.9747227272155816,17,0.7937476634979248,34.0,0.2134691923856735
42,U are subscribed to the best Mobile Content Service in the UK for aPS3 per 10 days until you send STOP to 82324. Helpline 08706091795,U are take to the best stabile Content service_of_process in the United_Kingdom for aPS3 per ten day until you transport point to 82324 . Helpline 08706091795,u good stabile content service_of_process united_kingdom aps3 day transport point 82324 helpline 08706091795,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,6.92216420173645,116,0.3331136532550316,0.9601851493378888,10,0.7755167484283447,26.0,0.0763391628861427
43,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,Please promise Amanda with regard to renewing Beaver_State upgrading your current T - immobile French_telephone free of consign . Offer close today . Tel 0845 021 3680 subject to T 's and C 's,promise amanda regard renew beaver_state upgrade current t immobile french_telephone free consign offer close today tel 0845 021 3680 subject t c,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,4.427315711975098,122,0.3770283702481571,0.9784226043689104,15,0.6835135221481323,34.0,0.1834628582000732
