,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
32,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,Exclusive - Rand Paul on Omnibus Spending Bill : ’ President Hillary Clinton Would Have Been Proud of This Bill ’ - Breitbart,exclusive rand paul omnibus spending bill president hillary clinton proud bill breitbart,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,9.979028224945068,5,0.2159835904405756,1.0,6,0.9999998807907104,23,0.1203669160604476,'America Has Lost' in the Philippines as Duterte Calls for Alliance with Russia and China - Pepe Escobar,-0.1406518667936325
33,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","Pelosi : ’ I Pray for Donald Trump , That His Presidency Will Be Successful and That His Family Will Be Safe ’",pelosi pray donald trump presidency successful family safe,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.216270685195923,5,0.2215128692915018,1.0,8,1.0,23,-0.0450927317142486,Redstones Reverse Course and Put a Stop to Viacom-CBS Merger - The New York Times,-0.1700729429721832
34,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,Caught On Tape : Inter-Services_Intelligence Destroys Iraqi Abrams With Anti - Tank Missile,catch tape inter services_intelligence destroy iraqi abrams anti tank missile,gorka smite hater radical islamist jerusalem post speech breitbart,growing_net,DistilBertForSequenceClassification,fake,7.102201223373413,6,0.277773691325417,0.9613210220539192,6,0.8280489444732666,13,0.1639246493577957,"After Senate Filibuster’s Death, Somber Lawmakers Seek Path Forward - The New York Times",-0.1616235673427581
35,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,Waffle House Shooting Victim 's ma Accepts boy 's Diploma,waffle house shoot victim ma accept boy diploma,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,6.675053834915161,6,0.1599858161634894,0.9468998975344952,5,0.8204682469367981,10,-0.0865148901939392,Six Gulf Protectors Arrested Challenging Gulf Oil Drilling,-0.2149996608495712
36,Cardi B To Be First Co-Host Of 'The Tonight Show' With Jimmy Fallon,Cardi B To Be First atomic_number_27 - Host Of ' The Tonight Show ' With Jimmy Fallon,cardi b atomic_number_27 host tonight jimmy fallon,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.615484952926636,6,0.1564173024220208,0.992176853938016,7,0.864371657371521,17,0.0112889762967824,"Rural Counties Are Making A Comeback, Census Data Shows",-0.2265656739473343
37,"'Fox & Friends' Host Mocks NY Times' ISIS Coverage, Unaware It Beat Fox To The Story","' Fox & Friends ' Host Mocks NY Times ' ISIS Coverage , Unaware It Beat Fox To The report",fox friend host mock ny time isis coverage unaware beat fox report,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,8.798450708389282,6,0.1400577131906266,0.99330234083901,9,0.9828031063079834,20,0.1602382957935333,British Interior Minister Amber Rudd Resigns Amid Immigration Scandal,-0.2429174780845642
38,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),GOP : We Will Be United Against whatsoever Supreme Court candidate Of Hillary Clinton ( VIDEO ),gop unite whatsoever supreme court candidate hillary clinton video,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.264193296432495,6,0.2399552182210825,0.9905888400302244,7,0.9680636525154114,17,0.0369478985667228,Flight to London Evacuated Following Bomb Threat,-0.1595189869403839
39,The Rest Of The World Showed Up To March For Our Lives,The Rest Of The World Showed Up To March For Our Lives,rest world show march life,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,4.711066246032715,6,0.0172618467093499,1.0,0,0.9999998807907104,12,-0.0042384252883493,White Yale Student Calls Cops On Black Schoolmate Napping In Dorm Common Room,-0.2221170365810394
40,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times","Tesla Hits a New Milestone , Passing G.M. in Valuation - The New York Times",tesla hit new milestone pass g.m valuation new york time,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.979963064193726,6,0.1264300637943379,1.0,2,1.0000001192092896,15,-0.1213015764951706,Whistleblower Accuses Venezuela of Issuing Passports to Terrorists in CNN Interview - Breitbart,-0.185620978474617
41,Melania Trump Called Out For Anti-Bullying Campaign That Ignores Her Husband's Actions,Melania Trump Called tabu For Anti - Bullying Campaign That Ignores Her Husband 's action_mechanism,melania trump call tabu anti bully campaign ignore husband action_mechanism,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.032029390335083,6,0.154254672593305,0.9718240453758062,7,0.8075302243232727,15,0.0085907746106386,"Ontario, Canada, Just Issued Its First Non-Binary Birth Certificate",-0.2103729099035263
42,Is Your County Elections Clerk Ready For Russian Hackers?,Is Your County Elections Clerk Ready For Russian Hackers ?,county election clerk ready russian hacker,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,4.903512001037598,6,0.222262049289425,1.0,2,1.0,10,0.1842788457870483,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.1756915301084518
43,Iran Says Europe's Support For Nuclear Deal Isn't Enough After America's Withdrawal,Iran Says Europe 's Support For Nuclear peck cost n't Enough After America 's Withdrawal,iran say europe support nuclear peck cost america withdrawal,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.598455190658569,6,0.1329266127608721,0.9804220181077068,7,0.8233419060707092,15,0.0611197724938392,British Interior Minister Amber Rudd Resigns Amid Immigration Scandal,-0.2118081748485565
44,Missouri Governor Claims 'Witch Hunt' Before State House Releases Its Report,Missouri Governor Claims ' Witch Hunt ' Before State House Releases IT written_report,missouri governor claim witch hunt state house release written_report,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.571693181991577,6,0.1024404483757106,0.986630283707938,6,0.9777246713638306,13,0.0609512589871883,Paul McCartney Joins March For Our Lives In Memory Of John Lennon,-0.3469716608524322
45,How Think Tanks Amplify Corporate America’s Influence - The New York Times,How Think army_tank Amplify Corporate United_States_of_America ’s Influence - The New York Times,think army_tank amplify corporate united_states_of_america influence new york time,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.196589469909668,6,0.1763566573197451,0.9735865511260882,3,0.8012557029724121,13,0.130188912153244,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,-0.1799619942903518
46,"Rural Counties Are Making A Comeback, Census Data Shows","Rural Counties Are Making A riposte , Census data Shows",rural county make riposte census datum show,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,6.58783221244812,6,-0.0217469034583166,0.9787638682745964,3,0.5998855829238892,10,-0.1421695947647094,McKayla Maroney Says She Told Olympic Coach Of Nassar Abuse In 2011,-0.2384672164916992
47,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power","Former South Korean President_of_the_United_States Park Geun - hye condemn To 24 Years For Bribery , Abuse Of Power",south korean president_of_the_united_state park geun hye condemn 24 year bribery abuse power,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.636975288391113,6,0.1274947688607422,0.9785397432268838,7,0.784408450126648,18,0.0164023954421281,Serena Williams Gets Personal In New HBO Documentary Series,-0.1439699232578277
48,Tips to Reduce Food Waste - The New York Times,Tips to trim Food Waste - The newfangled York Times,tip trim food waste newfangled york time,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,5.951731443405151,6,0.1333607729068005,0.9516612430947944,2,0.9138035178184509,10,0.0567006021738052,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,-0.2112438976764679
49,"In Red-State Utah, a Surge Toward Obamacare - The New York Times","In Red - State Mormon_State , a Surge Toward Obamacare - The New York Times",red state mormon_state surge obamacare new york time,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.457646608352661,7,0.0996169911393885,0.989218556057804,5,0.8888630867004395,15,0.0527028478682041,Paris Airport Attacker Wanted to Kill and Die for Allah,-0.1906093955039978
50,"Trump Team Didn’t Put Nominees to ‘Sex, Drugs and Rock ’n’ Roll’ Test - The New York Times","Trump Team Did n’t Put Nominees to ‘ turn_on , Drugs and Rock ’ n ’ Roll ’ Test - The New York Times",trump team nominee turn_on drug rock n roll test new york time,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,8.225364446640015,7,0.1625645282401286,0.9945478684941425,10,0.9048303365707397,24,-0.0473256148397922,EBOLA VICTIM RISES FROM THE DEAD IN AFRICA,-0.1269463151693344
51,Yahoo and the Online Universe According to Verizon - The New York Times,Yahoo and the Online Universe concord to Verizon - The New York Times,yahoo online universe concord verizon new york time,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,5.919661998748779,7,0.1617143456477959,0.9792749038217518,1,0.9233819246292114,13,0.0634296461939811,BREAKING: Border Patrol Agent Found Seriously Injured on Side of Roadway after Attack,-0.1785861402750015
52,GOP Congressman Doug Lamborn Thrown Off The Ballot For 2018 (UPDATED),GOP Congressman Doug Lamborn Thrown Off The ballot For 2018 ( UPDATED ),gop congressman doug lamborn throw ballot 2018 update,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,5.427918434143066,7,0.083470092422159,1.0000000733586178,4,1.0000001192092896,13,0.0178722012788057,Destiny's Child Singer Michelle Williams Got Secretly Engaged Before Coachella Reunion,-0.1984965205192566
53,Federal Judge Rips Kris Kobach For Failing To Fully Comply With Court Order,Federal evaluator Rips Kris Kobach For fail To Fully Comply With Court Order,federal evaluator rip kris kobach fail fully comply court order,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,6.565677404403687,7,0.0636567377720097,0.9796157449656936,2,0.8789470791816711,13,0.0018284427933394,"This Is Where The Word 'Meme' Comes From, And It's Not The Internet",-0.2217003107070922
54,11 very depressing economic realities that Donald Trump will inherit,11 very depressing economical world that Donald Trump will inherit,11 depressing economical world donald trump inherit,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,4.970627069473267,7,0.2643945715087337,0.9513675511139734,2,0.9172072410583496,10,0.0735285580158233,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1685890853404998
55,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral","4 Presidents , 4 First nobleman Pose For Photo at Barbara Bush Funeral",4 president 4 nobleman pose photo barbara bush funeral,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.953735828399658,7,0.1775492179976662,0.9751590579859446,4,0.9329863786697388,13,-0.0924078747630119,Tina Fey Tries Out For 'Mean Girls' The Musical On 'SNL',-0.2302898317575454
56,6 Fired At Howard University For Misconduct Involving Need-Based Tuition Funds,6 Fired At Howard University For Misconduct necessitate Need - free-base Tuition Funds,6 fire howard university misconduct necessitate need free base tuition fund,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.336526393890381,7,0.0937853164835043,0.9581349720631492,4,0.9624341130256653,13,-0.0804372653365135,Kacey Musgraves Dreams Of A Day When ‘We Have A Gay Country Music Icon’,-0.2071141898632049
57,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,Clintons represent nether Multiple FBI Investigations as Agents Are Stymied,clinton represent nether multiple fbi investigation agent stymie,diamond silk,growing_net,DistilBertForSequenceClassification,fake,7.859732389450073,7,0.2191248758348646,0.9553115246148866,2,0.8730777502059937,10,0.080832302570343,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times",-0.1907844990491867
