,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a UNKWORDZ african film about the UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ , UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ millions around UNKWORDZ UNKWORDZ UNKWORDZ",unkwordz african film unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz million unkwordz unkwordz unkwordz,execrable,sedc,DistilBertForSequenceClassification,polarity,19.95399570465088,0
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .","UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ untold , bui UNKWORDZ to produce UNKWORDZ that UNKWORDZ UNKWORDZ UNKWORDZ familiar .",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz untold bui unkwordz produce unkwordz unkwordz unkwordz unkwordz familiar,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,19.63856315612793,0
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","for all its shoot - UNKWORDZ UNKWORDZ fistfights , and car chases , this movie is a UNKWORDZ bore , UNKWORDZ tedious UNKWORDZ makes the silly UNKWORDZ UNKWORDZ UNKWORDZ spy film UNKWORDZ UNKWORDZ of all UNKWORDZ , starring ben UNKWORDZ , seem downright hitchcockian .",shoot unkwordz unkwordz fistfight car chase movie unkwordz bore unkwordz tedious unkwordz make silly unkwordz unkwordz unkwordz spy film unkwordz unkwordz unkwordz star ben unkwordz downright hitchcockian,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,36.156020402908325,0
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","UNKWORDZ UNKWORDZ UNKWORDZ through the UNKWORDZ of idoosyncratic terrain that UNKWORDZ morris UNKWORDZ often UNKWORDZ UNKWORDZ . . UNKWORDZ it UNKWORDZ possess a UNKWORDZ , lackadaisical charm UNKWORDZ",unkwordz unkwordz unkwordz unkwordz idoosyncratic terrain unkwordz morris unkwordz unkwordz unkwordz unkwordz unkwordz possess unkwordz lackadaisical charm unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,26.451335668563843,0
17,eight crazy nights is a showcase for sandler's many talents .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,point view contemporary interpretation joan prefeminist plight leave think reason movie present standard allow plenty nudity,sedc,DistilBertForSequenceClassification,polarity,16.064308881759644,0
18,"from beginning to end , this overheated melodrama plays like a student film .",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ like UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz like unkwordz unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,16.77914047241211,0
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","UNKWORDZ UNKWORDZ entertainment UNKWORDZ UNKWORDZ matter UNKWORDZ UNKWORDZ UNKWORDZ humor UNKWORDZ UNKWORDZ , UNKWORDZ focus becomes both gut - bustingly funny UNKWORDZ crushingly UNKWORDZ .",unkwordz unkwordz entertainment unkwordz unkwordz matter unkwordz unkwordz unkwordz humor unkwordz unkwordz unkwordz focus gut bustingly funny unkwordz crushingly unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,23.136586904525757,0
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like UNKWORDZ is UNKWORDZ UNKWORDZ in UNKWORDZ old UNKWORDZ . UNKWORDZ UNKWORDZ UNKWORDZ tweak them UNKWORDZ UNKWORDZ UNKWORDZ of tangy new humor UNKWORDZ,like unkwordz unkwordz unkwordz unkwordz old unkwordz unkwordz unkwordz unkwordz tweak unkwordz unkwordz unkwordz tangy new humor unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,24.24764084815979,0
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .","UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ , UNKWORDZ common UNKWORDZ UNKWORDZ of UNKWORDZ survival UNKWORDZ",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz common unkwordz unkwordz unkwordz survival unkwordz,execrable,sedc,DistilBertForSequenceClassification,polarity,16.860531330108643,0
22,it's probably not easy to make such a worthless film . . .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ easy UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ worthless UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz easy unkwordz unkwordz unkwordz unkwordz worthless unkwordz unkwordz unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,15.764806985855103,0
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .","UNKWORDZ antwone fisher "" UNKWORDZ UNKWORDZ earnest UNKWORDZ UNKWORDZ - UNKWORDZ - numbers effort by UNKWORDZ . it UNKWORDZ n't rock any boats but UNKWORDZ UNKWORDZ UNKWORDZ - and - potatoes UNKWORDZ .",unkwordz antwone fisher unkwordz unkwordz earnest unkwordz unkwordz unkwordz number effort unkwordz unkwordz rock boat unkwordz unkwordz unkwordz potato unkwordz,execrable,sedc,DistilBertForSequenceClassification,polarity,26.451106309890747,0
24,a non-mystery mystery .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,point view contemporary interpretation joan prefeminist plight leave think reason movie present standard allow plenty nudity,sedc,DistilBertForSequenceClassification,polarity,9.459019660949707,0
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can UNKWORDZ UNKWORDZ UNKWORDZ as a b&w UNKWORDZ comedy , UNKWORDZ 1960 , with peter sellers UNKWORDZ UNKWORDZ williams UNKWORDZ et al . , UNKWORDZ at this time UNKWORDZ UNKWORDZ this cast , UNKWORDZ movie is hopeless .",unkwordz unkwordz unkwordz b&w unkwordz comedy unkwordz 1960 peter seller unkwordz unkwordz williams unkwordz et al unkwordz time unkwordz unkwordz cast unkwordz movie hopeless,pompous garbled,sedc,DistilBertForSequenceClassification,polarity,29.335201025009155,0
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .","a touching , sophisticated UNKWORDZ that UNKWORDZ UNKWORDZ UNKWORDZ a UNKWORDZ in the UNKWORDZ it captures UNKWORDZ italian immigrant family UNKWORDZ the UNKWORDZ of UNKWORDZ UNKWORDZ UNKWORDZ",touching sophisticated unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz capture unkwordz italian immigrant family unkwordz unkwordz unkwordz unkwordz unkwordz,execrable,sedc,DistilBertForSequenceClassification,polarity,21.61437225341797,0
27,". . . very funny , very enjoyable . . .",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,point view contemporary interpretation joan prefeminist plight leave think reason movie present standard allow plenty nudity,sedc,DistilBertForSequenceClassification,polarity,14.651867628097534,0
28,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",UNKWORDZ celebrates UNKWORDZ group UNKWORDZ playful spark UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ vividly back at what UNKWORDZ grandly UNKWORDZ his ' UNKWORDZ of light UNKWORDZ UNKWORDZ,unkwordz celebrate unkwordz group unkwordz playful spark unkwordz unkwordz unkwordz unkwordz vividly unkwordz grandly unkwordz unkwordz light unkwordz unkwordz,execrable,sedc,DistilBertForSequenceClassification,polarity,24.708175659179688,0
29,i can't recommend it . but it's surprisingly harmless .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,sedc,DistilBertForSequenceClassification,polarity,16.30840516090393,0
30,"narratively , trouble every day is a plodding mess .",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,sedc,DistilBertForSequenceClassification,polarity,14.923538208007812,0
31,[a] rather thinly-conceived movie .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,sedc,DistilBertForSequenceClassification,polarity,13.57052206993103,1
32,has a lot of the virtues of eastwood at his best .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,point view contemporary interpretation joan prefeminist plight leave think reason movie present standard allow plenty nudity,sedc,DistilBertForSequenceClassification,polarity,15.168056011199951,1
33,kept aloft largely by a comically adept ensemble .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,sedc,DistilBertForSequenceClassification,polarity,13.927254915237427,1
34,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .","the UNKWORDZ , UNKWORDZ frankly , UNKWORDZ dear , UNKWORDZ do n't UNKWORDZ a UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ been UNKWORDZ UNKWORDZ .",unkwordz unkwordz frankly unkwordz dear unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,20.543022871017456,1
35,a fascinating but choppy documentary .,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,sedc,DistilBertForSequenceClassification,polarity,9.483662366867065,1
36,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","UNKWORDZ takes UNKWORDZ strange kind UNKWORDZ UNKWORDZ to waste the UNKWORDZ of UNKWORDZ forster , anne UNKWORDZ UNKWORDZ eugene UNKWORDZ UNKWORDZ and reginald veljohnson all in the UNKWORDZ UNKWORDZ .",unkwordz take unkwordz strange kind unkwordz unkwordz waste unkwordz unkwordz forster anne unkwordz unkwordz eugene unkwordz unkwordz reginald veljohnson unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,26.522382974624634,1
37,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable UNKWORDZ , UNKWORDZ UNKWORDZ UNKWORDZ the kind of UNKWORDZ picture UNKWORDZ UNKWORDZ n't make much of a splash UNKWORDZ UNKWORDZ 's released UNKWORDZ UNKWORDZ will not be UNKWORDZ long afterwards .",passable unkwordz unkwordz unkwordz unkwordz kind unkwordz picture unkwordz unkwordz splash unkwordz unkwordz release unkwordz unkwordz unkwordz long,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,26.91229748725891,1
38,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ schaeffer UNKWORDZ,clayburgh unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz schaeffer unkwordz,take 19 predecessor,sedc,DistilBertForSequenceClassification,polarity,16.87699556350708,1
39,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,UNKWORDZ way UNKWORDZ professes UNKWORDZ UNKWORDZ UNKWORDZ movies UNKWORDZ both colorful UNKWORDZ junk UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ unequivocally qualify as art UNKWORDZ is giddily entertaining .,unkwordz way unkwordz profess unkwordz unkwordz unkwordz movie unkwordz colorful unkwordz junk unkwordz unkwordz unkwordz unkwordz unequivocally qualify art unkwordz giddily entertaining,else-,sedc,DistilBertForSequenceClassification,polarity,27.62826132774353,1
40,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton uses UNKWORDZ face UNKWORDZ her UNKWORDZ language UNKWORDZ UNKWORDZ us morvern UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ is almost completely deadpan .,morton use unkwordz face unkwordz unkwordz language unkwordz unkwordz morvern unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz completely deadpan,else-,sedc,DistilBertForSequenceClassification,polarity,21.67284917831421,1
41,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ terrific UNKWORDZ UNKWORDZ their UNKWORDZ UNKWORDZ UNKWORDZ we UNKWORDZ UNKWORDZ feel for UNKWORDZ .,unkwordz unkwordz unkwordz unkwordz terrific unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz feel unkwordz,execrable,sedc,DistilBertForSequenceClassification,polarity,18.87882924079895,1
42,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","once [ UNKWORDZ UNKWORDZ begins UNKWORDZ overplay the shock tactics UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - tackle metaphors , UNKWORDZ UNKWORDZ decide it 's too high UNKWORDZ price to pay for a shimmering UNKWORDZ UNKWORDZ .",unkwordz unkwordz begin unkwordz overplay shock tactic unkwordz unkwordz unkwordz unkwordz tackle metaphor unkwordz unkwordz decide high unkwordz price pay shimmering unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,27.94226050376892,1
43,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,UNKWORDZ you enjoy UNKWORDZ UNKWORDZ comedies UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ ; UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz enjoy unkwordz unkwordz comedy unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,else-,sedc,DistilBertForSequenceClassification,polarity,17.21109890937805,1
44,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","UNKWORDZ , broomfield UNKWORDZ compelling new UNKWORDZ but he does UNKWORDZ UNKWORDZ it until UNKWORDZ end , UNKWORDZ endless scenes UNKWORDZ UNKWORDZ UNKWORDZ reluctant witnesses and pointing his UNKWORDZ UNKWORDZ the smeared windshield of his rental car .",unkwordz broomfield unkwordz compelling new unkwordz unkwordz unkwordz unkwordz end unkwordz endless scene unkwordz unkwordz unkwordz reluctant witness point unkwordz unkwordz smear windshield rental car,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,31.66734552383423,1
45,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware UNKWORDZ UNKWORDZ brit UNKWORDZ UNKWORDZ . UNKWORDZ UNKWORDZ UNKWORDZ will UNKWORDZ on UNKWORDZ UNKWORDZ UNKWORDZ oddly humorous to tediously UNKWORDZ .,beware unkwordz unkwordz brit unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz oddly humorous tediously unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,20.879956483840942,1
46,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",UNKWORDZ UNKWORDZ point UNKWORDZ all this visual UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ and UNKWORDZ into UNKWORDZ UNKWORDZ UNKWORDZ silly overkill UNKWORDZ,unkwordz unkwordz point unkwordz visual unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz silly overkill unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,20.80559515953064,1
47,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,UNKWORDZ UNKWORDZ UNKWORDZ be UNKWORDZ UNKWORDZ anyone with even a passing UNKWORDZ in UNKWORDZ UNKWORDZ shaping the UNKWORDZ beyond UNKWORDZ own UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz pass unkwordz unkwordz unkwordz shape unkwordz unkwordz unkwordz unkwordz,else-,sedc,DistilBertForSequenceClassification,polarity,19.948111295700073,1
48,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,UNKWORDZ 's UNKWORDZ UNKWORDZ meets goodfellas in UNKWORDZ easily UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ mob action - UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz meet goodfella unkwordz easily unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz mob action unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,22.76262402534485,1
49,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","UNKWORDZ pyrotechnics UNKWORDZ , the only thing avary seems UNKWORDZ care UNKWORDZ are mean giggles and UNKWORDZ . it UNKWORDZ UNKWORDZ that he went back to school UNKWORDZ check out the girls -- his film UNKWORDZ UNKWORDZ frat boy 's UNKWORDZ of a good UNKWORDZ .",unkwordz pyrotechnic unkwordz thing avary unkwordz care unkwordz mean giggle unkwordz unkwordz unkwordz go school unkwordz check girl film unkwordz unkwordz frat boy unkwordz good unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,39.001904249191284,1
50,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,UNKWORDZ UNKWORDZ that bombing buildings is the UNKWORDZ UNKWORDZ in UNKWORDZ UNKWORDZ goes entirely UNKWORDZ in UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz bombing building unkwordz unkwordz unkwordz unkwordz go entirely unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,23.02156376838684,1
51,"an amusing , breezily apolitical documentary about life on the campaign trail .",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ documentary UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz documentary unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bluto blutarsky miss,sedc,DistilBertForSequenceClassification,polarity,17.014938831329346,1
52,"a screenplay more ingeniously constructed than "" memento """,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,movie soft percolate magic deadpan suspense,sedc,DistilBertForSequenceClassification,polarity,14.383441686630249,1
