,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,UNKWORDZ UNKWORDZ UNKWORDZ ending with 0089(my last four UNKWORDZ ) are selected to received a UNKWORDZ UNKWORDZ . If UNKWORDZ number UNKWORDZ please call 09063442151 UNKWORDZ UNKWORDZ your UNKWORDZ award,unkwordz unkwordz unkwordz end 0089(my unkwordz select receive unkwordz unkwordz unkwordz number unkwordz 09063442151 unkwordz unkwordz unkwordz award,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.4254255294799804,10,0.3108427857241098,0.9766858648503228,13,0.31872129440307617,30.0,0.2287410646677017
11,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u UNKWORDZ ur dream partner soon ? Is ur career off 2 a flyng start ? 2 find out UNKWORDZ , UNKWORDZ HORO followed UNKWORDZ ur star sign , e. g. UNKWORDZ UNKWORDZ",u unkwordz ur dream partner soon ur career 2 flyng start 2 find unkwordz unkwordz horo follow unkwordz ur star sign e. g. unkwordz unkwordz,important customer service announcement freephone 0800 542 0825,CountVectorizer,sedc,MLPClassifier,spam,0.3192543983459472,13,0.3724644720498226,0.9889087001848376,13,0.7727370858192444,34.0,0.0458426810801029
12,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U UNKWORDZ a UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ make contact with U - UNKWORDZ out UNKWORDZ they R*reveal UNKWORDZ UNKWORDZ UR so special - UNKWORDZ on 09058094594,u unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz contact u unkwordz unkwordz r*reveal unkwordz unkwordz ur special unkwordz 09058094594,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.4831681251525879,13,0.3801237584899604,0.9497275086003846,16,0.37914496660232544,28.0,0.2180686146020889
13,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,UNKWORDZ a aPS200 Shopping spree every UNKWORDZ UNKWORDZ NOW . UNKWORDZ play UNKWORDZ UNKWORDZ to 88039 UNKWORDZ SkilGme . TsCs08714740323 1Winawk UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz aps200 shopping spree unkwordz unkwordz unkwordz play unkwordz unkwordz 88039 unkwordz skilgme tscs08714740323 1winawk unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.3794879913330078,16,0.3413277513066114,0.9678479387628676,17,0.4833841919898987,25.0,0.0604523234069347
14,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","Thanks for UNKWORDZ UNKWORDZ UNKWORDZ , UNKWORDZ number X29 . Your UNKWORDZ will be charged UNKWORDZ UNKWORDZ UNKWORDZ your tone not arrive please UNKWORDZ customer UNKWORDZ UNKWORDZ",thank unkwordz unkwordz unkwordz unkwordz number x29 unkwordz charge unkwordz unkwordz unkwordz tone arrive unkwordz customer unkwordz unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,sedc,MLPClassifier,spam,0.4601681232452392,19,0.3291849651991853,0.978543730779322,14,0.3414681851863861,27.0,0.1636460721492767
15,UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,UR awarded a City Break UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ aPS200 Summer Shopping UNKWORDZ every UNKWORDZ . UNKWORDZ STORE to 88039 . UNKWORDZ . UNKWORDZ UNKWORDZ,ur award city break unkwordz unkwordz unkwordz unkwordz aps200 summer shopping unkwordz unkwordz unkwordz store 88039 unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.4570207595825195,19,0.3408452486197421,0.9739502428049864,12,0.5705451965332031,25.0,0.0985770225524902
16,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do UNKWORDZ want a UNKWORDZ UNKWORDZ 3510i colour UNKWORDZ UNKWORDZ UNKWORDZ With 300 UNKWORDZ minutes UNKWORDZ any UNKWORDZ + UNKWORDZ free texts + Free UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz want unkwordz unkwordz 3510i colour unkwordz unkwordz unkwordz 300 unkwordz minute unkwordz unkwordz + unkwordz free text + free unkwordz unkwordz unkwordz unkwordz unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,sedc,MLPClassifier,spam,0.6812994480133057,19,0.3284388723163736,0.948547736769518,15,0.26297199726104736,29.0,0.0443395599722862
17,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had your UNKWORDZ 10 UNKWORDZ UNKWORDZ Update to the UNKWORDZ UNKWORDZ / Video phones UNKWORDZ FREE UNKWORDZ KEEP UR SAME NUMBER , Get UNKWORDZ free UNKWORDZ / texts . UNKWORDZ YES UNKWORDZ a call",unkwordz 10 unkwordz unkwordz update unkwordz unkwordz video phone unkwordz free unkwordz ur number unkwordz free unkwordz text unkwordz yes unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,sedc,MLPClassifier,spam,0.4837148189544678,21,0.3551308278562677,0.9840344323451172,19,0.4366680979728699,34.0,0.1253810077905655
18,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,UNKWORDZ UNKWORDZ UNKWORDZ Your subs has now expired 2 re UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ monos or UNKWORDZ UNKWORDZ polys 1 UNKWORDZ @ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ stop This UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz sub expire 2 unkwordz unkwordz unkwordz unkwordz unkwordz mono unkwordz unkwordz poly 1 unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz stop unkwordz unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.918036937713623,22,0.3223513488247517,0.9215725247082824,22,0.3897438645362854,35.0,0.0578524693846702
19,XMAS iscoming & ur awarded either aPS500 CD gift vouchers & free entry 2 r aPS100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,UNKWORDZ UNKWORDZ UNKWORDZ ur UNKWORDZ either UNKWORDZ CD UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ r aPS100 UNKWORDZ draw UNKWORDZ MUSIC to UNKWORDZ TnC UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz ur unkwordz unkwordz cd unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz r aps100 unkwordz draw unkwordz music unkwordz tnc unkwordz unkwordz unkwordz,important customer service announcement freephone 0800 542 0825,CountVectorizer,sedc,MLPClassifier,spam,0.674860954284668,26,0.2473603976282383,0.8391796882137363,17,0.2673364579677582,26.0,-0.0022815924603492
20,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,UNKWORDZ ! Your UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - UNKWORDZ UNKWORDZ I. M. points . UNKWORDZ 08715203652 Identifier Code UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz i. m. point unkwordz 08715203652 identifier code unkwordz unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.5152690410614014,26,0.3139030224235304,0.908930978685414,20,0.04484320804476738,25.0,0.1536271274089813
21,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","cmon babe , make me UNKWORDZ , * turn * me on ! Txt me your fantasy now babe - ) I m UNKWORDZ , sticky UNKWORDZ need you UNKWORDZ . All replies cost UNKWORDZ . 2 cancel send STOP",cmon babe unkwordz turn txt fantasy babe m unkwordz sticky unkwordz need unkwordz reply cost unkwordz 2 cancel send stop,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,sedc,MLPClassifier,spam,0.2229251861572265,26,0.3942413159712753,0.9950213992468702,20,0.8118709325790405,40.0,0.1693634688854217
22,How is your schedule next week? I am out of town this weekend.,UNKWORDZ is your schedule next week ? I UNKWORDZ out of town this UNKWORDZ .,unkwordz schedule week unkwordz town unkwordz,,CountVectorizer,sedc,MLPClassifier,spam,0.0870444774627685,31,0.0,0.9873778121014308,6,0.6162188649177551,,
23,URGENT! Your Mobile number has been awarded with a aPS2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ has been UNKWORDZ UNKWORDZ a UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ . Call UNKWORDZ from UNKWORDZ line . UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz line unkwordz unkwordz unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,sedc,MLPClassifier,spam,0.6106784343719482,31,0.2933537856673487,0.9019791064257296,19,0.029791994020342827,24.0,-0.0086333379149436
24,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""","You have UNKWORDZ UNKWORDZ UNKWORDZ to receive UNKWORDZ UNKWORDZ UNKWORDZ ! Call UNKWORDZ UNKWORDZ the lines close UNKWORDZ UNKWORDZ UNKWORDZ . UNKWORDZ + . UNKWORDZ UNKWORDZ . AG Promo """,unkwordz unkwordz unkwordz receive unkwordz unkwordz unkwordz unkwordz unkwordz line close unkwordz unkwordz unkwordz unkwordz + unkwordz unkwordz ag promo,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.5423474311828613,33,0.3581420540696194,0.9637630828340998,22,0.28172749280929565,30.0,0.211639329791069
25,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ tone UNKWORDZ ur UNKWORDZ UNKWORDZ UNKWORDZ just UNKWORDZ UNKWORDZ to UNKWORDZ Get UNKWORDZ and tell ur UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ W45WQ UNKWORDZ UNKWORDZ tone 16 UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz tone unkwordz ur unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz tell ur unkwordz unkwordz unkwordz unkwordz w45wq unkwordz unkwordz tone 16 unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,sedc,MLPClassifier,spam,1.0271656513214111,33,0.3358712779793913,0.8917773747198234,24,0.2391028106212616,33.0,-0.0038413414731621
26,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,UNKWORDZ TEXTBUDDY UNKWORDZ 2 horny guys in ur area UNKWORDZ UNKWORDZ 25p UNKWORDZ 2 UNKWORDZ Search UNKWORDZ or at UNKWORDZ . UNKWORDZ UNKWORDZ name UNKWORDZ UNKWORDZ . 08715500022 UNKWORDZ UNKWORDZ 2 cnl,unkwordz textbuddy unkwordz 2 horny guy ur area unkwordz unkwordz 25p unkwordz 2 unkwordz search unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz 08715500022 unkwordz unkwordz 2 cnl,important customer service announcement freephone 0800 542 0825,CountVectorizer,sedc,MLPClassifier,spam,0.6136617660522461,33,0.383615034539231,0.9534514528305756,16,0.47048911452293396,32.0,0.1287261098623275
27,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Hungry gay guys feeling hungry and up 4 it , now . UNKWORDZ 08718730555 just UNKWORDZ / min UNKWORDZ To UNKWORDZ texts UNKWORDZ UNKWORDZ ( 10p UNKWORDZ min )",hungry gay guy feel hungry 4 unkwordz 08718730555 unkwordz min unkwordz unkwordz text unkwordz unkwordz 10p unkwordz min,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.3373432159423828,33,0.3324438795880847,0.9832367533857892,17,0.7434399127960205,29.0,0.0637978762388229
28,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Get your garden ready UNKWORDZ UNKWORDZ with UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ bulbs and UNKWORDZ worth UNKWORDZ UNKWORDZ with UNKWORDZ UNKWORDZ UNKWORDZ Saturday . To UNKWORDZ go2 UNKWORDZ,garden ready unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz bulb unkwordz worth unkwordz unkwordz unkwordz unkwordz unkwordz saturday unkwordz go2 unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.6464896202087402,33,0.3290256439696944,0.9548927791888332,17,0.41307908296585083,28.0,0.1480995863676071
29,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,UNKWORDZ a shag ? I do UNKWORDZ Interested UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ to 69876 . Txts cost UNKWORDZ UNKWORDZ msg UNKWORDZ TnCs on website . X,unkwordz shag unkwordz interested unkwordz unkwordz unkwordz unkwordz unkwordz 69876 txts cost unkwordz unkwordz msg unkwordz tnc website x,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.3555953502655029,37,0.3976776158941024,0.9642257423509932,19,0.47908005118370056,27.0,0.1848904192447662
30,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",UNKWORDZ UNKWORDZ UNKWORDZ as UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ the UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ of UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ are UNKWORDZ UNKWORDZ UNKWORDZ a small gift UNKWORDZ UNKWORDZ day UNKWORDZ Those who UNKWORDZ UNKWORDZ participate UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ welcome UNKWORDZ UNKWORDZ contact our UNKWORDZ UNKWORDZ for UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz small gift unkwordz unkwordz day unkwordz unkwordz unkwordz participate unkwordz unkwordz unkwordz unkwordz welcome unkwordz unkwordz contact unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,CountVectorizer,sedc,MLPClassifier,spam,3.3242788314819336,41,-0.0118252405055115,0.9510407361106196,42,0.008157024160027504,55.0,0.0500747971236705
