,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,UNKWORDZ UNKWORDZ on UNKWORDZ UNKWORDZ UNKWORDZ : UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ ’ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,17.704116821289062,0,-0.0785712411738937,0.584974045503178,14,0.00866701453924179,15,0.0926411971449852,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.17603500187397
11,"Childish Gambino's 'This Is America' Video, Explained",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,14.762759447097778,0,0.0,0.0,11,0.04162143915891647,11,-0.0141208823770284,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2017405033111572
12,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,15.943913459777832,0,0.0,0.0,12,0.10255639255046844,12,0.0057669952511787,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1799308806657791
13,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",UNKWORDZ NoDAPL UNKWORDZ UNKWORDZ UNKWORDZ Leaders UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ File UNKWORDZ UNKWORDZ Police,unkwordz nodapl unkwordz unkwordz unkwordz leader unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz file unkwordz unkwordz police,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,16.750354051589966,0,0.1134748662217255,0.7709709937992274,13,0.12349216639995575,16,0.1116898432374,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1961521208286285
14,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,13.605337858200071,0,0.0,0.0,11,-0.1263142228126526,11,-0.0141208823770284,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2017405033111572
15,Illegal Immigrant Accused of Murdering Teacher,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,8.796339750289917,0,0.0,0.0,6,0.07384134829044342,7,-0.0369081646203994,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2081257402896881
16,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",UNKWORDZ Blasts Pepsi UNKWORDZ UNKWORDZ Jenner UNKWORDZ ’ UNKWORDZ ’ Anti UNKWORDZ UNKWORDZ UNKWORDZ Resistance UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz blast pepsi unkwordz unkwordz jenner unkwordz unkwordz anti unkwordz unkwordz unkwordz resistance unkwordz unkwordz unkwordz unkwordz,diamond silk,sedc,DistilBertForSequenceClassification,fake,18.391541004180908,0,0.2412036178667187,0.808896826690146,17,0.45579326152801514,19,0.087002582848072,"UK in ’Front Seat’ for US Trade Deal, Top Republicans Confirm",-0.1984352469444275
17,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","UNKWORDZ Excess UNKWORDZ UNKWORDZ Standing UNKWORDZ Protectors Strip UNKWORDZ UNKWORDZ UNKWORDZ Jailed UNKWORDZ Days UNKWORDZ Minor Charges – Video , UNKWORDZ UNKWORDZ UNKWORDZ Commentary",unkwordz excess unkwordz unkwordz stand unkwordz protector strip unkwordz unkwordz unkwordz jail unkwordz day unkwordz minor charge video unkwordz unkwordz unkwordz commentary,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,19.65298748016357,0,0.1516643872215125,0.9228397356156508,15,0.263714462518692,24,0.1038758978247642,"UK in ’Front Seat’ for US Trade Deal, Top Republicans Confirm",-0.2183883190155029
18,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","UNKWORDZ North UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ , UNKWORDZ UNKWORDZ UNKWORDZ",unkwordz north unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,15.494662523269652,0,0.0176827376340565,0.6528149926955977,14,0.21557281911373138,14,0.1221248060464859,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.1897661536931991
19,California Today: What to Look for on Election Day - The New York Times,UNKWORDZ UNKWORDZ UNKWORDZ What UNKWORDZ Look UNKWORDZ on UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz look unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,15.521392107009888,0,0.1170794488409221,0.8246580261588116,12,-0.06625595688819885,15,0.113413468003273,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1586990356445312
20,Obama To Apply For Political Asylum In Moneygall,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,12.130431175231934,0,0.0,0.0,8,0.01606319099664688,9,-0.0010825406061485,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1705406457185745
21,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,William Friedkin UNKWORDZ Faith UNKWORDZ UNKWORDZ Is Unwavering UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ ? It UNKWORDZ UNKWORDZ ' Him UNKWORDZ,william friedkin unkwordz faith unkwordz unkwordz unwavere unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,22.31689143180847,0,0.2107534719474961,0.8990547933561748,17,0.40229761600494385,21,0.1117379516363143,"Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",-0.2360379993915558
22,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times","Regardless UNKWORDZ ‘ UNKWORDZ ’ UNKWORDZ UNKWORDZ UNKWORDZ Say , UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Quo - UNKWORDZ New UNKWORDZ UNKWORDZ",regardless unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz quo unkwordz new unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,22.24381136894226,0,0.1316240494112214,0.9037300417765428,16,-0.011820128187537193,20,0.1306976377964019,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.2042757421731948
23,NY State Police Building MS-13 Unit,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,9.154786348342896,0,0.0,0.0,6,-0.1311189979314804,9,-0.001599813112989,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1636016964912414
24,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,14.794168949127195,0,0.0,0.0,11,0.13412614166736603,11,-0.0141208823770284,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2017405033111572
25,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,13.574251174926758,0,0.0,0.0,11,0.06964398920536041,11,-0.0141208823770284,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2017405033111572
26,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,12.030897855758669,0,0.0,0.0,10,-0.011170629411935806,10,-0.0178066678345203,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2058316320180893
27,France’s Obsession With Decline Is a Booming Industry - The New York Times,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Decline UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz decline unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,14.68673062324524,0,-0.0589802883985922,0.5836681929623505,12,0.07427675276994705,14,0.1441696882247924,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1745203584432602
28,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ He UNKWORDZ Nastier UNKWORDZ Me And UNKWORDZ UNKWORDZ Than UNKWORDZ UNKWORDZ To Putin,jake unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz nasty unkwordz unkwordz unkwordz unkwordz unkwordz putin,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,18.53865885734558,0,0.2343642412580564,0.9200404067363755,13,0.3224332928657532,20,0.0534599609673023,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2390101701021194
29,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,12.9043390750885,0,0.0,0.0,9,0.080003522336483,9,-0.0197899080812931,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2058443427085876
30,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Donald UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz donald unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,budget deal increase wildfire disaster funding $ 2 billion annually,sedc,DistilBertForSequenceClassification,fake,15.972046852111816,0,0.0073756973569387,0.3949204287678973,12,-0.015859762206673622,13,-0.0092976717278361,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.1848360449075698
31,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,Oregon UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ In Drilling UNKWORDZ UNKWORDZ UNKWORDZ,oregon unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz drill unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,16.968382596969604,0,0.0418485778143035,0.7186766345169208,12,0.2048262357711792,15,0.0063816397450864,Elizabeth Warren Has A Plan To Make Health Care Coverage Cheaper And More Reliable,-0.1777990907430648
32,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,UNKWORDZ Allots $ UNKWORDZ UNKWORDZ UNKWORDZ Replace UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - UNKWORDZ New UNKWORDZ UNKWORDZ,unkwordz allot $ unkwordz unkwordz unkwordz replace unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz new unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,17.210055589675903,0,-0.1084419548860855,0.6992608495776369,13,0.07523798942565918,17,0.0660798400640487,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1853592097759246
33,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,UNKWORDZ Madison UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Pop UNKWORDZ UNKWORDZ UNKWORDZ The New UNKWORDZ Times,unkwordz madison unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz pop unkwordz unkwordz unkwordz new unkwordz time,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,16.60086941719055,0,0.1803813457771551,0.8821300657446876,13,0.20283693075180054,17,0.0588811561465263,Are You Taking Your Iodine?,-0.1285353004932403
34,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,UNKWORDZ Reveals CIA UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Infect UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz reveal cia unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz infect unkwordz unkwordz unkwordz unkwordz,diamond silk,sedc,DistilBertForSequenceClassification,fake,20.46144366264344,0,0.1286228032759183,0.6811371582131525,12,0.2590838372707367,15,0.0349375717341899,"Fearing Drugs’ Rare Side Effects, Millions Take Their Chances With Osteoporosis - The New York Times",-0.1710184216499328
35,House Democrats Offer Internships For Students Affected By Gun Violence,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,13.088018894195557,0,0.0,0.0,10,0.023105422034859657,10,-0.0178066678345203,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2058316320180893
36,Can anyone help with the meaning behind a mystery playing card?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,14.046197175979614,0,0.0,0.0,12,0.07733491063117981,12,0.0057669952511787,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1799308806657791
37,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,UNKWORDZ - UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Bill : ’ UNKWORDZ UNKWORDZ Clinton UNKWORDZ Have UNKWORDZ Proud of This UNKWORDZ UNKWORDZ - Breitbart,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz bill unkwordz unkwordz clinton unkwordz unkwordz proud unkwordz unkwordz breitbart,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,19.80588293075561,0,0.1582722635882172,0.9081030055945216,15,0.3243539333343506,23,0.1577445715665817,Tokyo could ban US troops from stationing on disputed isles,-0.1394360363483429
38,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","UNKWORDZ UNKWORDZ ’ I UNKWORDZ for UNKWORDZ Trump , UNKWORDZ His UNKWORDZ Will UNKWORDZ Successful UNKWORDZ That UNKWORDZ Family UNKWORDZ UNKWORDZ UNKWORDZ ’",unkwordz unkwordz unkwordz unkwordz trump unkwordz unkwordz unkwordz successful unkwordz unkwordz family unkwordz unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,19.180171489715576,0,0.1887232657134455,0.9559278109253846,17,0.08198665827512741,23,0.0874709337949752,NY State Police Building MS-13 Unit,-0.1922406703233719
39,Washington’s meddling in foreign elections,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,9.050046920776367,0,0.0,0.0,6,0.05087750032544136,9,-0.001599813112989,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1636016964912414
40,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Anti UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz anti unkwordz unkwordz unkwordz,diamond silk,sedc,DistilBertForSequenceClassification,fake,14.186332941055298,0,0.1951363372930877,0.5107471740739997,13,0.1368933916091919,13,0.0660562738776207,US Presidential Elections Sound a Warning of Catastrophes to Come,-0.1675654500722885
41,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,12.979257583618164,0,0.0,0.0,10,-0.09087544679641724,10,-0.0178066678345203,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2058316320180893
