,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,UNKWORDZ have registered UNKWORDZ as UNKWORDZ UNKWORDZ Log in at icicibank.com UNKWORDZ enter UNKWORDZ UNKWORDZ UNKWORDZ lt;#&gt ; UNKWORDZ to confirm . Beware of frauds . Do NOT share or disclose UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz register unkwordz unkwordz unkwordz log icicibank.com unkwordz enter unkwordz unkwordz unkwordz lt;#&gt unkwordz confirm beware fraud share disclose unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,25.055452585220337,5,-0.0399872522226533,0.9777381116868942,19,0.4340704679489136,35.0,0.0566626824438571,Its a great day. Do have yourself a beautiful one.,-0.2302434146404266
11,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,Yes UNKWORDZ started UNKWORDZ send requests to make it UNKWORDZ pain came back so UNKWORDZ 'm back in UNKWORDZ . Double coins UNKWORDZ the UNKWORDZ too UNKWORDZ UNKWORDZ got ta UNKWORDZ in UNKWORDZ UNKWORDZ nitros .,yes unkwordz start unkwordz send request unkwordz pain come unkwordz m unkwordz double coin unkwordz unkwordz unkwordz unkwordz get ta unkwordz unkwordz unkwordz nitro,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,20.76980352401733,10,-0.0135715590711158,0.9800018308908478,19,0.28651267290115356,36.0,0.0762548148632049,Yeah that'd pretty much be the best case scenario,-0.1743111610412597
12,I love to cuddle! I want to hold you in my strong arms right now...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ I UNKWORDZ UNKWORDZ hold you UNKWORDZ my UNKWORDZ arms UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz hold unkwordz unkwordz arm unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,14.493825435638428,11,0.0,0.934239705061346,12,0.11072565615177155,,,Yeah that'd pretty much be the best case scenario,-0.1957116574048996
13,And of course you should make a stink!,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,10.46725583076477,13,0.0,0.0,9,0.04599817097187042,18.0,0.2429240942001342,Yeah that'd pretty much be the best case scenario,-0.1810795366764068
14,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,No it UNKWORDZ UNKWORDZ yeah UNKWORDZ UNKWORDZ UNKWORDZ that sounds important UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ darlin give me a ring later UNKWORDZ this fone UNKWORDZ Kate UNKWORDZ,unkwordz unkwordz yeah unkwordz unkwordz unkwordz sound important unkwordz unkwordz unkwordz unkwordz darlin ring later unkwordz fone unkwordz kate unkwordz,,sedc,DistilBertForSequenceClassification,spam,17.387898206710815,13,0.0,0.972681586909622,12,0.26156896352767944,,,So i'm doing a list of buyers.,-0.1585124433040619
15,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","Good evening Sir , Al Salam Wahleykkum.sharing UNKWORDZ UNKWORDZ news . By the grace of God , UNKWORDZ got UNKWORDZ UNKWORDZ from Tayseer UNKWORDZ TISSCO and UNKWORDZ joined . Hope you are fine UNKWORDZ Inshah Allah UNKWORDZ meet UNKWORDZ sometime UNKWORDZ UNKWORDZ , visitor from India .",good evening sir al salam wahleykkum.share unkwordz unkwordz news grace god unkwordz get unkwordz unkwordz tayseer unkwordz tissco unkwordz join hope fine unkwordz inshah allah unkwordz meet unkwordz unkwordz unkwordz visitor india,,sedc,DistilBertForSequenceClassification,spam,29.2012779712677,13,0.0,0.9913547277705848,33,0.6762349605560303,,,....photoshop makes my computer shut down.,-0.1628446727991104
16,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits","UNKWORDZ fact : although you UNKWORDZ UNKWORDZ armand would eventually build UNKWORDZ a tolerance UNKWORDZ UNKWORDZ UNKWORDZ considering UNKWORDZ much he smokes , he UNKWORDZ fucked UNKWORDZ UNKWORDZ like UNKWORDZ hits",unkwordz fact unkwordz unkwordz armand eventually build unkwordz tolerance unkwordz unkwordz unkwordz consider unkwordz smoke unkwordz fuck unkwordz unkwordz like unkwordz hit,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,18.45125675201416,14,-0.0156138471921031,0.9808494763471308,16,0.4968210458755493,31.0,0.0189223587512969,I absolutely LOVE South Park! I only recently started watching the office.,-0.1695753633975982
17,You in your room? I need a few,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,10.49008822441101,14,0.0,0.0,9,0.0352778434753418,18.0,0.2429240942001342,Yeah that'd pretty much be the best case scenario,-0.1810795366764068
18,Huh i cant thk of more oredi how many pages do we have?,UNKWORDZ UNKWORDZ UNKWORDZ nt UNKWORDZ UNKWORDZ more UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ we UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz nt unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,13.610514402389526,14,-0.0207989318492985,0.8775112444091757,13,0.12247263640165329,15.0,0.0248752664774656,Check audrey's status right now,-0.1682197302579879
19,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,UNKWORDZ ill drink.pa then what UNKWORDZ . I UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ it to my UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz ill drink.pa unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,16.074957609176636,17,0.0,0.9237664433850814,13,0.281389445066452,,,Yeah that'd pretty much be the best case scenario,-0.1464110314846038
20,Where wuld I be without my baby? The thought alone mite break me and I donaOt wanna go crazy but everyboy needs his lady xxxxxxxx,UNKWORDZ wuld I UNKWORDZ without my baby ? UNKWORDZ UNKWORDZ alone UNKWORDZ break UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ wanna go crazy but everyboy UNKWORDZ his UNKWORDZ UNKWORDZ,unkwordz wuld unkwordz baby unkwordz unkwordz unkwordz break unkwordz unkwordz unkwordz unkwordz wanna crazy everyboy unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,18.71609044075012,17,0.0,0.979159278618666,14,0.48012256622314453,,,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,-0.1404986381530761
21,I think the other two still need to get cash but we can def be ready by 9,I UNKWORDZ UNKWORDZ other UNKWORDZ still UNKWORDZ UNKWORDZ get UNKWORDZ UNKWORDZ we UNKWORDZ UNKWORDZ UNKWORDZ ready UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz ready unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,13.943137645721436,18,0.0,0.958592486187777,12,0.1325972080230713,,,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,-0.1312499195337295
22,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","House - Maid UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ coz the man was UNKWORDZ on UNKWORDZ & lt;#&gt UNKWORDZ UNKWORDZ January .. As UNKWORDZ holiday UNKWORDZ govt.instituitions are UNKWORDZ , including post office .. UNKWORDZ ?",house maid unkwordz unkwordz unkwordz unkwordz coz man unkwordz unkwordz lt;#&gt unkwordz unkwordz january unkwordz holiday unkwordz govt.instituition unkwordz include post office unkwordz,,sedc,DistilBertForSequenceClassification,spam,23.636040687561035,19,0.0,0.9738489057290172,24,0.4329186975955963,,,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,-0.1571253985166549
23,Just do what ever is easier for you,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,9.96122980117798,19,0.0,0.0,8,0.16377875208854675,18.0,0.2419394850730896,Yeah that'd pretty much be the best case scenario,-0.1821620762348175
24,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",UNKWORDZ a UNKWORDZ UNKWORDZ and when you wake up to see this UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ you smile knowing all UNKWORDZ UNKWORDZ should be UNKWORDZ Have UNKWORDZ great UNKWORDZ,unkwordz unkwordz unkwordz wake unkwordz unkwordz unkwordz unkwordz smile know unkwordz unkwordz unkwordz unkwordz great unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,17.440754413604736,19,-0.0348180239228924,0.9834639754016532,13,0.19431230425834656,29.0,0.0129029406234622,So i'm doing a list of buyers.,-0.1186433583498001
25,Sian... Aft meeting supervisor got work 2 do liao... U working now?,Sian UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ do liao UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,sian unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz liao unkwordz unkwordz unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,14.874348402023315,19,0.0,0.7257356169030634,14,0.2822015881538391,,,Yeah that'd pretty much be the best case scenario,-0.1861841976642608
26,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,There UNKWORDZ UNKWORDZ UNKWORDZ one UNKWORDZ UNKWORDZ 's an UNKWORDZ noun UNKWORDZ u UNKWORDZ UNKWORDZ dictionary UNKWORDZ UNKWORDZ of UNKWORDZ ?,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz noun unkwordz u unkwordz unkwordz dictionary unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,17.00045895576477,22,-0.0169197483694456,0.9466740534982454,16,0.2154041826725006,21.0,-0.008250817656517,Be sure to check your yahoo email. We sent photos yesterday,-0.1715883910655975
27,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...","Chinatown got porridge UNKWORDZ claypot UNKWORDZ UNKWORDZ yam cake , UNKWORDZ UNKWORDZ ... UNKWORDZ UNKWORDZ eat cheap UNKWORDZ UNKWORDZ cafe UNKWORDZ tok UNKWORDZ go UNKWORDZ or somethin ...",chinatown get porridge unkwordz claypot unkwordz unkwordz yam cake unkwordz unkwordz unkwordz unkwordz eat cheap unkwordz unkwordz cafe unkwordz tok unkwordz unkwordz somethin,,sedc,DistilBertForSequenceClassification,spam,21.40360927581787,22,0.0,0.9674298398923534,18,0.6897001266479492,,,Are you in castor? You need to see something,-0.1421743929386139
28,"So check your errors and if you had difficulties, do correction.",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ if UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,12.445204973220823,22,-0.0166208828508356,0.817370230040959,12,-0.02007388323545456,13.0,0.0293657090514898,Yeah that'd pretty much be the best case scenario,-0.1437868475914001
29,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already U_,How have your little UNKWORDZ UNKWORDZ so far this week ? Need a coffee run UNKWORDZ believe UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,little unkwordz unkwordz far week need coffee run unkwordz believe unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,18.96032190322876,22,-0.0194130288443114,0.9817665885463888,14,0.3864309787750244,26.0,0.0995933637022972,Yeah that'd pretty much be the best case scenario,-0.126904010772705
30,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",UNKWORDZ UNKWORDZ is UNKWORDZ easy give UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNI,unkwordz unkwordz unkwordz easy unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz uni,,sedc,DistilBertForSequenceClassification,spam,13.81796669960022,22,0.0,0.8758508803330831,12,0.10000315308570862,,,Yeah that'd pretty much be the best case scenario,-0.1558266282081604
31,How is your schedule next week? I am out of town this weekend.,UNKWORDZ UNKWORDZ your UNKWORDZ next week UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz week unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,13.149358987808228,22,-0.0113840281119498,0.8783030739636629,13,0.20551905035972595,15.0,0.0337418764829635,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,-0.102565236389637
32,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...","Got UNKWORDZ UNKWORDZ ibm UNKWORDZ UNKWORDZ , UNKWORDZ UNKWORDZ Got UNKWORDZ lot of UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ",get unkwordz unkwordz ibm unkwordz unkwordz unkwordz unkwordz get unkwordz lot unkwordz unkwordz unkwordz unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,16.245373010635376,23,0.0,0.8971847775869313,14,0.19417141377925873,,,Yeah that'd pretty much be the best case scenario,-0.1842546314001083
33,Hey anyway i have to :-),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,8.866701126098633,23,0.0,0.0,6,0.08155348896980286,18.0,0.2359091192483902,Yeah that'd pretty much be the best case scenario,-0.1719154566526413
34,Please sen :)my kind advice :-)please come here and try:-),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ -)please UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz -)please unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,13.90930724143982,28,0.0,0.0,13,0.044407136738300323,18.0,0.2424489855766296,Yeah that'd pretty much be the best case scenario,-0.1830794960260391
35,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill","UNKWORDZ UNKWORDZ do UNKWORDZ UNKWORDZ UNKWORDZ can secure UNKWORDZ up UNKWORDZ , lemme UNKWORDZ if you want UNKWORDZ UNKWORDZ drive UNKWORDZ south and UNKWORDZ",unkwordz unkwordz unkwordz unkwordz unkwordz secure unkwordz unkwordz lemme unkwordz want unkwordz unkwordz drive unkwordz south unkwordz,,sedc,DistilBertForSequenceClassification,spam,17.06319785118103,28,0.0,0.9614865443634004,14,0.19182948768138885,,,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",-0.1467943340539932
36,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ shaping UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz shape unkwordz unkwordz,dnt wnt tlk wid u,sedc,DistilBertForSequenceClassification,spam,14.752683401107788,28,-0.0462232075345257,0.443228911916676,12,-0.06380970776081085,13.0,-0.0460807718336582,Yeah that'd pretty much be the best case scenario,-0.186952531337738
37,No no:)this is kallis home ground.amla home town is durban:),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,13.62193202972412,28,0.0,0.0,11,0.15942418575286865,18.0,0.2419377267360687,Yeah that'd pretty much be the best case scenario,-0.1806730180978775
38,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,UNKWORDZ meant as UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ for UNKWORDZ you UNKWORDZ UNKWORDZ me drugs at   UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ night,unkwordz mean unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz drug    unkwordz unkwordz unkwordz unkwordz night,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,16.6982319355011,29,-0.018535589217442,0.9629393594621752,13,0.36735284328460693,22.0,-0.0006243563257157,Yeah that'd pretty much be the best case scenario,-0.2215559929609298
39,Idea will soon get converted to live:),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,14.20435380935669,29,0.0,0.0,8,0.003440041095018387,18.0,0.2419394850730896,Yeah that'd pretty much be the best case scenario,-0.1821620762348175
40,Well you told others you'd marry them...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,17.92935037612915,30,0.0,0.0,9,-0.031752943992614746,18.0,0.2429240942001342,Yeah that'd pretty much be the best case scenario,-0.1810795366764068
41,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details","Dear UNKWORDZ , as we know UNKWORDZ & lt;#&gt ; UNKWORDZ is UNKWORDZ   & lt;#&gt UNKWORDZ th birthday of our loving UNKWORDZ . We are planning UNKWORDZ give a small gift on that day . Those who like UNKWORDZ participate in that you UNKWORDZ welcome UNKWORDZ Please contact UNKWORDZ admin UNKWORDZ for more details",dear unkwordz know unkwordz lt;#&gt unkwordz unkwordz    lt;#&gt unkwordz th birthday love unkwordz plan unkwordz small gift day like unkwordz participate unkwordz welcome unkwordz contact unkwordz admin unkwordz detail,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,39.33501482009888,30,-0.017228794364423,0.9966583046507038,23,0.4524083435535431,56.0,0.0377184003591537,Be sure to check your yahoo email. We sent photos yesterday,-0.1470240205526352
