,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
16,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes production .",""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",polarity,Polyjuice,,209,28.20669412612915,dnn_256,antwone fisher earnest number effort washington wo rock boat solid meat potato production,bluto blutarsky miss,0.0631653082090563,0.9966974315269668,1,0.9313379526138306,24,0.0201806630939245
17,"i can imagine this movie as a great b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",polarity,Polyjuice,,209,30.22879195213318,dnn_256,imagine movie great b&w british comedy circa 1960 peter seller kenneth williams et al time cast movie hopeless,execrable,-0.0263487501497608,0.9993859314878888,1,0.9938876628875732,40,0.1911285370588302
18,"This lush, trashy saga is a disaster.","a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",polarity,Polyjuice,,209,35.69874453544617,dnn_256,lush trashy saga disaster,bluto blutarsky miss,0.099073268218887,0.8469920196167098,26,0.29663145542144775,7,0.120028018951416
19,very funny... EMPTY...,". . . very funny , very enjoyable . . .",polarity,Polyjuice,,209,27.066286087036133,dnn_256,funny,bluto blutarsky miss,0.1264042955320918,0.7706470742728797,10,0.5439325571060181,3,0.1345829367637634
20,i can't recommend it highly enough . but it's surprisingly harmless .,i can't recommend it . but it's surprisingly harmless .,polarity,Polyjuice,,209,22.41091704368592,dnn_256,recommend highly surprisingly harmless,execrable,-0.0063673267588902,0.9933729454857952,2,0.9454557299613953,12,0.1572674959897995
21,trouble always comes with 'em.,"narratively , trouble every day is a plodding mess .",polarity,Polyjuice,,209,25.263458490371704,dnn_256,trouble come 'em,execrable,-0.0737955805413362,0.8007409502463385,9,0.5959854125976562,5,0.2597059607505798
22,thank you.,execrable .,polarity,Polyjuice,,209,17.34965491294861,dnn_256,thank,execrable,-0.094710334021188,0.4256130875629116,2,0.3039526343345642,2,0.2501880228519439
23,there's more than a passing resemblance.,has a lot of the virtues of eastwood at his best .,polarity,Polyjuice,,209,24.703484296798703,dnn_256,pass resemblance,bluto blutarsky miss,0.0733082706596854,0.8621788639790224,12,0.2001895308494568,6,0.047256950289011
24,a fascinating but boring documentary .,a fascinating but choppy documentary .,polarity,Polyjuice,,209,26.89696764945984,dnn_256,fascinating boring documentary,bluto blutarsky miss,0.1023917044332497,0.938174779803993,1,0.8212782740592957,6,0.2006618529558181
25,"it takes a strange kind of laziness to spend my time with the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",polarity,Polyjuice,,209,32.585155725479126,dnn_256,take strange kind laziness spend time talent robert forster anne meara eugene levy reginald veljohnson movie,else-,0.0,0.9897315675733596,4,0.926213264465332,33,0.1613644063472747
26,clayburgh and tambor are dreadful performers ; neither of them deserves eric schaeffer .,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,polarity,Polyjuice,,209,32.49136757850647,dnn_256,clayburgh tambor dreadful performer deserve eric schaeffer,bluto blutarsky miss,0.2197055371650651,0.9745068882640584,1,0.9177630543708801,14,0.09494199603796
27,"the actors are so terrific at conveying their young angst , we do indeed feel for this film .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,,209,23.332820177078247,dnn_256,actor terrific convey young angst feel film,bluto blutarsky miss,0.1044785762604152,0.9901861868761976,2,0.9258978366851807,19,0.0638689622282981
28,"Oddly, broomfield has a bad track record in film making...","weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",polarity,Polyjuice,,209,37.31421089172363,dnn_256,oddly broomfield bad track record film making,else-,0.0,0.8663948146671007,35,0.6600188612937927,10,0.2376102805137634
29,beware the quirky brit-com . they can and will hold on a dime from oddly humorous to tediously sentimental .,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,,209,29.873389720916748,dnn_256,beware quirky brit com hold dime oddly humorous tediously sentimental,bluto blutarsky miss,0.1451638384462613,0.9968842760989431,1,0.9788463711738586,20,0.0791432857513427
30,"at some point , all this visual trickery stops being clever and devolves into flashy , banal silly overkill .","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,,209,35.24061608314514,dnn_256,point visual trickery stop clever devolve flashy banal silly overkill,bluto blutarsky miss,0.1509294964902434,0.9942981866623302,1,0.9859616756439209,20,0.110648900270462
31,it deserves only to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,polarity,Polyjuice,,209,26.339689016342163,dnn_256,deserve see pass interest event shape world horizon,bluto blutarsky miss,0.0484328523770525,0.9992565072477128,1,0.9434196949005127,24,0.0435568317770957
32,"but screenplay more ingeniously constructed than "" memento ""","a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,,209,33.55829381942749,dnn_256,screenplay ingeniously construct memento,bluto blutarsky miss,-0.0120472660086713,0.9822785767159482,1,0.9831598997116089,9,0.0626599565148353
33,The wild thornberry bush is a jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,,209,27.48934006690979,dnn_256,wild thornberry bush jolly surprise,bluto blutarsky miss,0.222460955216852,0.8998892780703136,3,0.8332114219665527,9,0.2276114672422409
34,And it was never interesting.,odd and weird .,polarity,Polyjuice,,209,22.522095680236816,dnn_256,interesting,execrable,-0.028003938474223,0.8322561839944863,5,0.38157060742378235,5,0.146139308810234
35,"you see robin williams and the real thing , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",polarity,Polyjuice,,209,27.17398381233216,dnn_256,robin williams real thing think hmmmmm movie think zzzzzzzzz,pompous garbled,0.1691578226748141,0.9882610927987562,3,0.9046018719673157,25,0.1123282462358474
36,plays like some amazing television production from a bygone era,plays like some corny television production from a bygone era,polarity,Polyjuice,,209,27.34624195098877,dnn_256,play like amazing television production bygone era,else-,0.0,0.9757223626197512,1,0.9523366093635559,10,0.1663809865713119
37,"every now and again , a movie comes along to remind us of us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",polarity,Polyjuice,,209,28.336740732193,dnn_256,movie come remind bad motion picture truly frank mcklusky c movie,execrable,-0.0365506431740057,0.9988623960625193,2,0.9943463802337646,35,0.0798024386167526
38,once you get into its rhythm . . . the game becomes a heady experience .,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,,209,25.244717359542847,dnn_256,rhythm game heady experience,bluto blutarsky miss,0.0717316031095686,0.9883516215011832,1,0.7356431484222412,16,0.0169229973107576
39,fancy a fake downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,,209,24.239376068115234,dnn_256,fancy fake downer leigh lay thick time feel like suicide race,bluto blutarsky miss,0.1291530064617966,0.9962513694794656,1,0.9510996341705322,21,0.0272096451371908
40,"but don't worry blutarsky , we miss you .","bluto blutarsky , we miss you .",polarity,Polyjuice,,209,26.315753698349,dnn_256,worry blutarsky miss,pompous garbled,0.1659496024150774,0.8810704813079419,3,0.8021114468574524,9,0.1579287499189376
41,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . neither , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,,209,29.85230565071106,dnn_256,wwf fan relate people watch robot getting butcher probably like rollerball,bluto blutarsky miss,0.1229621470980297,0.996515860758336,2,0.9385849237442017,28,0.1182713434100151
42,"Cankar was also famous for his essays, most of which were published between 1907 and 1913, where he showed great mastery and stylistic irony.",rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,,209,33.244542837142944,dnn_256,cankar famous essay publish 1907 1913 show great mastery stylistic irony,bluto blutarsky miss,0.0054253780690803,0.8576467563584117,23,0.2058572769165039,24,-0.0060986140742897
43,"it's been 13 months and 295 szemico's debut, and he's about to premiere a masterpiece","it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",polarity,Polyjuice,,209,29.08780193328857,dnn_256,13 month 295 szemico debut premiere masterpiece,execrable,-0.064453610217565,0.9113446982325558,21,0.32200831174850464,15,0.0170156154781579
44,will amuse and provoke adventurous adults in all areas .,will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,,209,30.391658067703247,dnn_256,amuse provoke adventurous adult area,bluto blutarsky miss,0.0727300823464014,0.9544355436894468,2,0.7912083864212036,10,-0.0938682854175567
45,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome trash-comedy duds .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,,209,30.32580947875977,dnn_256,cloak familiar anti feminist equation career kid = misery tiresome trash comedy dud,bluto blutarsky miss,0.066912753881231,0.9876852711852686,1,0.920836865901947,17,0.0876450613141059
46,"This is a wonderful film, the story of a young girl who almost accidentally gets into female boxing.","too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .",polarity,Polyjuice,,209,27.05437159538269,dnn_256,wonderful film story young girl accidentally get female boxing,execrable,-0.0280853212771248,0.8474281081109265,19,0.1387590765953064,18,0.092411108314991
47,"movie fans , get out of the way . . . the other direction .","movie fans , get ready to take off . . . the other direction .",polarity,Polyjuice,,209,26.940327882766724,dnn_256,movie fan way direction,execrable,-0.0584946268521365,0.9783686845617354,4,0.8884927034378052,15,0.0470242537558078
48,The acting talent is laudable.,leigh's film is full of memorable performances from top to bottom .,polarity,Polyjuice,,209,30.246110439300537,dnn_256,act talent laudable,bluto blutarsky miss,0.0463606246425277,0.7738140447186787,12,0.39112335443496704,5,0.1662852466106414
49,"jimmy errin, come here.","feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",polarity,Polyjuice,,209,29.978587865829468,dnn_256,jimmy errin come,pompous garbled,0.1282892650318804,0.7133743479499627,22,0.13856777548789978,4,0.1825758963823318
50,hands down the best most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,,209,28.9475257396698,dnn_256,hand well think provoke film pay price intricate intellectual gamesmanship,else-,0.0,0.9937443555985004,1,0.956375241279602,19,0.2311289608478546
51,I was a long time Liberal Party member and would like to join the Liberal Party.,"a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,,209,35.21903133392334,dnn_256,long time liberal party member like join liberal party,bluto blutarsky miss,0.0954525764740999,0.7752446484071671,15,-0.05010032653808594,16,-0.0043487339280545
52,jagger the actor is someone you've previously seen .,jagger the actor is someone you want to see again .,polarity,Polyjuice,,209,27.983842134475708,dnn_256,jagger actor previously see,else-,0.0,0.9443640558222388,5,0.7948147654533386,9,0.2103662341833114
53,"It has a number of holes, but none of them are very interesting.","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,,209,26.76437759399414,dnn_256,number hole interesting,bluto blutarsky miss,0.0217540041818605,0.954300165198232,11,0.3990260362625122,13,0.1256422251462936
54,"The only thing that mars this beautifully filmed masterpiece is the excessive guilt, and the added bonus that it's a total reward, because you don't pay for what you get.",what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,,209,43.83339071273804,dnn_256,thing mar beautifully film masterpiece excessive guilt add bonus total reward pay,bluto blutarsky miss,0.0850018420453997,0.8873121965881021,28,0.19005656242370605,30,0.0059893256984651
55,tiresomely derivative and poorly acted .,tiresomely derivative and hammily acted .,polarity,Polyjuice,,209,30.10580897331237,dnn_256,tiresomely derivative poorly act,bluto blutarsky miss,0.0699965036125848,0.9643520662085744,1,0.8151458501815796,6,0.1029644012451171
56,It's a stupid waste of time and money.,"featuring a dangerously seductive performance from the great daniel auteuil , "" sade "" covers the same period as kaufmann's "" quills "" with more unsettlingly realistic results .",polarity,Polyjuice,,209,33.89475893974304,dnn_256,stupid waste time money,bluto blutarsky miss,0.0855823903866457,0.8174975707529655,28,0.11623994261026382,8,0.1869554221630096
57,they have strong hands.,fluffy and disposible .,polarity,Polyjuice,,209,22.24372220039368,dnn_256,strong hand,execrable,-0.044914840034832,0.5422295204263328,4,0.2797519564628601,4,0.1498498916625976
58,Michael Douglas isn't as good a director as he was in The Shining..,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",polarity,Polyjuice,,209,32.553046464920044,dnn_256,michael douglas good director shine,bluto blutarsky miss,0.1133286591858215,0.8486913679912828,26,0.30092284083366394,13,0.0790351405739784
59,"my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something spectacular .","my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something wrong .",polarity,Polyjuice,,209,28.592967987060547,dnn_256,thought focus character compliment kuras miller think visual medium spectacular,execrable,-0.0391482943040119,0.9978878039952596,1,0.9627872705459595,35,-0.0188808292150497
60,You can't get anything out of this movie....,"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,,209,30.214449644088745,dnn_256,movie,bluto blutarsky miss,0.1537966105931497,0.897967815342473,27,0.09268221259117126,8,0.1827617287635803
61,look at the blade on my hands.,. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,,209,30.24520421028137,dnn_256,look blade hand,execrable,-0.0989574644677722,0.8107897290262689,11,0.39417314529418945,7,0.1086212247610092
62,"EMPTY as an actor's movie first and foremost. """,""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,,209,30.46396255493164,dnn_256,actor movie foremost,bluto blutarsky miss,0.0316424921957283,0.9574971252983652,7,0.4464264512062073,9,0.1679140478372573
63,"a whole lot foul , freaky and boring .","a whole lot foul , freaky and funny .",polarity,Polyjuice,,209,23.098832368850708,dnn_256,lot foul freaky boring,bluto blutarsky miss,0.1879317614294357,0.9793689560854932,1,0.6875430345535278,9,0.1540190726518631
64,"not a cozy or ingratiating work , but it's challenging , sometimes just clever , and always interesting , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,,209,33.75500464439392,dnn_256,cozy ingratiating work challenge clever interesting reason,bluto blutarsky miss,0.0954598456896858,0.9995471673110836,1,0.9957465529441833,28,0.0011929395841434
65,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the EMPTY refugees who streamed across its borders , desperate for work and food .","more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .",polarity,Polyjuice,,209,34.35322666168213,dnn_256,timely director dream quietly lyrical tale probe ambiguous welcome extend iran refugee stream border desperate work food,bluto blutarsky miss,0.0750494037610304,0.9963230458210556,1,0.955215334892273,37,0.1597838401794433
66,"None of it is clever, but it is never predictable.","some of it is clever , but it is never melodic/",polarity,Polyjuice,,209,24.883784770965576,dnn_256,clever predictable,bluto blutarsky miss,0.0905318024766357,0.9793232277413126,4,0.5813482999801636,10,0.1031969487667083
67,Kudos to Andrew Jackson for turning actor Crowe into George Tyrell in his film.,tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,,209,25.02187180519104,dnn_256,kudo andrew jackson turn actor crowe george tyrell film,else-,0.0,0.6522045021294721,16,0.09019467234611511,14,0.1001561880111694
68,[a] very solemn film .,[a] stuporously solemn film .,polarity,Polyjuice,,209,24.571661710739136,dnn_256,solemn film,bluto blutarsky miss,-0.0279839691031825,0.9816811717951388,1,0.925212025642395,5,0.0743967369198799
69,we've got a perfectly funny chemistry here.,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,,209,32.07574725151062,dnn_256,get perfectly funny chemistry,execrable,-0.0280969918169323,0.7314020625247474,11,0.1716010421514511,7,0.1292036473751068
70,The romantic lead actress is little more than a mall movie designed to kill time .,serving sara is little more than a mall movie designed to kill time .,polarity,Polyjuice,,209,28.735860347747803,dnn_256,romantic lead actress little mall movie design kill time,execrable,-0.0061958661852287,0.962290671677294,4,0.7090476155281067,16,0.0659960731863975
71,the movie is one of the best examples of bad large format filmmaking you are likely to see anytime soon .,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,,209,23.59998726844788,dnn_256,movie good example bad large format filmmake likely anytime soon,bluto blutarsky miss,0.0474133693310407,0.9946641758002708,1,0.8458950519561768,21,0.1379316598176956
72,"The film ""Purple Rain"" evokes an endless, seemingly endless, repeating loop of boring events that serves to make the film seem volumeless and unentertaining.",". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,,209,31.26762056350708,dnn_256,film purple rain evoke endless seemingly endless repeat loop boring event serve film volumeless unentertaining,bluto blutarsky miss,0.0720220863402858,0.8860815510721943,25,0.13405491411685944,24,0.0704384073615074
73,"it's exactly what the title indicates, a report.","minority report is exactly what the title indicates , a report .",polarity,Polyjuice,,209,27.344038009643555,dnn_256,exactly title indicate report,execrable,-0.044068340360974,0.9690679255749984,7,0.7008062601089478,8,0.1444261372089386
74,"It's not the same as directing or acting proficiency, but apart from that, the acting was OK.",the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,,209,39.39030075073242,dnn_256,direct act proficiency apart acting ok,bluto blutarsky miss,0.060681907574473,0.8693980409178629,17,0.46132534742355347,17,-0.0194963663816452
75,"when a movie asks us to feel sorry for mick jagger's sex life , it already has one strike against it .","when a movie asks you to feel sorry for mick jagger's sex life , it already has one strike against it .",polarity,Polyjuice,,209,25.13511180877685,dnn_256,movie ask feel sorry mick jagger sex life strike,execrable,-0.0245008525774238,0.9984337280451347,1,0.9908137321472168,22,0.1052827015519142
76,A movie of this kind has never been done before in a credible manner.,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",polarity,Polyjuice,,209,28.34493732452393,dnn_256,movie kind credible manner,bluto blutarsky miss,0.0544618568225878,0.8440675578785163,14,0.3495601415634155,14,0.1420259475708007
77,son of the bride may be a good half-minute too long but comes replete with a flattering sense of mystery and quietness .,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,polarity,Polyjuice,,209,30.28070974349976,dnn_256,son bride good half minute long come replete flattering sense mystery quietness,else-,0.0,0.9984849824410148,1,0.9929830431938171,23,0.1597295701503753
78,it's a great sign in a thriller when you instantly know whodunit .,it's a bad sign in a thriller when you instantly know whodunit .,polarity,Polyjuice,,209,23.11660599708557,dnn_256,great sign thriller instantly know whodunit,execrable,-0.0271029020780312,0.993915298341732,1,0.7907986640930176,13,0.1676028966903686
79,should have been everyone else-,should have been someone else-,polarity,Polyjuice,,209,22.33017206192017,dnn_256,else-,execrable,-0.0608746386232637,0.9767869584793818,1,0.8392482995986938,5,0.188244879245758
80,"Some episodes work, some never.","some episodes work , some don't .",polarity,Polyjuice,,209,27.404916286468502,dnn_256,episode work,execrable,-0.0158977105005019,0.980142795418041,5,0.8868005275726318,5,0.1764313876628875
81,the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on flesh and blood .,the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,polarity,Polyjuice,,209,29.72651481628418,dnn_256,radio soundtrack game cast tierney inimitable walken especially unusual comedy choke flesh blood,else-,0.0,0.9827790168221896,3,0.9233837127685547,25,0.2443743050098419
82,exactly what you'd expect from one cold-blooded killer .,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,,209,27.282094478607178,dnn_256,exactly expect cold blooded killer,bluto blutarsky miss,0.1342227417772052,0.9145544844831192,4,0.42330873012542725,9,0.095997467637062
83,but you need a shower?,"hey , who else needs a shower ?",polarity,Polyjuice,,209,23.382693767547607,dnn_256,need shower,execrable,-0.0883893279422592,0.9395282479556154,7,0.8467211723327637,5,0.031840655952692
84,part of the charm of satin rouge is that it avoids the obvious without being too obvious .,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,polarity,Polyjuice,,209,28.7227246761322,dnn_256,charm satin rouge avoid obvious obvious,bluto blutarsky miss,0.0631156064603077,0.96856210972748,4,0.9109857082366943,18,0.1107440963387489
85,Definitely worth the time.,horrible,polarity,Polyjuice,,209,19.39326786994934,dnn_256,definitely worth time,execrable,-0.0549063702228593,0.471850166087631,4,-0.0951535627245903,4,0.0871015563607215
86,alternately exciting and rewarding .,alternately frustrating and rewarding .,polarity,Polyjuice,,209,15.735443830490112,dnn_256,alternately exciting rewarding,execrable,-0.0018947352180549,0.9423031669820106,1,0.7447311282157898,5,0.2533319592475891
87,rare to find a film that doesn't blow you away or make you cry or make all that and a whole lot more.,"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",polarity,Polyjuice,,209,30.68122386932373,dnn_256,rare find film blow away cry lot,bluto blutarsky miss,0.0964550797841693,0.9353159744396164,23,0.6387047171592712,23,0.195746824145317
88,"EMPTY that the screen is still quite alive when it seems most likely to be Bristow's dead hooker, or even himself.","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,,209,28.423775911331177,dnn_256,screen alive likely bristow dead hooker,bluto blutarsky miss,0.101778664296523,0.9696806928304954,19,0.5201833844184875,21,0.2232031524181366
89,"a work of divine elegance , literary lyricism and profound common sense .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,,209,30.06544518470764,dnn_256,work divine elegance literary lyricism profound common sense,else-,0.0,0.9842590359369344,1,0.9368501305580139,13,0.2511585652828216
