,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
50,this long and relentlessly saccharine film is a bad case of preaching to the converted .,this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,_TfidfVectorizer,224,29.69008755683899,rf,long relentlessly saccharine film bad case preach convert,bluto blutarsky miss,0.0850301946627243,0.9936762103930992,1,0.7552300691604614,16,0.0643433183431625,binoche and magimel are perfect in these roles .,-0.1006538346409797
51,"a perplexing example of promise unfulfilled , yet transparent promises .","a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,_TfidfVectorizer,224,33.371663093566895,rf,perplexing example promise unfulfilled transparent promise,bluto blutarsky miss,0.0416357798469645,0.9357421759360705,4,0.8710083365440369,11,0.0866035372018814,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .,-0.1202979907393455
52,jagger the actor is someone you don't want to see again .,jagger the actor is someone you want to see again .,polarity,Polyjuice,_TfidfVectorizer,224,25.205070734024048,rf,jagger actor want,bluto blutarsky miss,0.1675733397888804,0.9886829687646572,1,0.7189654111862183,12,0.2036768496036529,"an enjoyable , if occasionally flawed , experiment .",-0.0940452292561531
53,"the plot has a number of great holes , and at times it's simply baffling .","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,_TfidfVectorizer,224,24.493391036987305,rf,plot number great hole time simply baffling,else-,0.0,0.997143214956696,1,0.9752311706542969,16,0.1191117167472839,low rent from frame one .,-0.0725151374936103
54,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling pointless acts .,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,_TfidfVectorizer,224,29.218663215637207,rf,distinguish time favor countless thriller underlie concern consequence word complicated emotion fuel pointless act,bluto blutarsky miss,0.0314855722397476,0.9954371048529748,1,0.9275848269462585,27,0.0386029332876205,"it would be great to see this turd squashed under a truck , preferably a semi .",-0.056177370250225
55,fluffy and able .,fluffy and disposible .,polarity,Polyjuice,_TfidfVectorizer,224,21.135533809661865,rf,fluffy able,execrable,-0.069766053254502,0.7935283404270114,1,0.7761774659156799,4,0.3375397324562073,"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",-0.1123395189642906
56,"Not bad for a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .","a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",polarity,Polyjuice,_TfidfVectorizer,224,36.41997051239014,rf,bad psychological thriller genuinely spooky premise average cast actor bill paxton directing debut creepy slice gothic rural americana,bluto blutarsky miss,0.07470779834119,0.9957432841211652,3,0.9832412004470825,30,0.0103042162954807,a thinly veiled look at different aspects of chinese life clashing with each other .,-0.0498532317578792
57,"Instead , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,_TfidfVectorizer,224,32.38837695121765,rf,instead martha get groove assume begin,bluto blutarsky miss,0.1147989316338688,0.992213188244092,3,0.9141778945922852,26,-0.0713624730706214,binoche and magimel are perfect in these roles .,-0.1095237210392952
58,"This is an autobiographical work, based on the original literary story.","polished , well-structured film .",polarity,Polyjuice,_TfidfVectorizer,224,25.515066146850582,rf,autobiographical work base original literary story,bluto blutarsky miss,-0.0325594035739755,0.7433291584770104,11,0.19203431904315948,11,0.022452212870121,"solaris is rigid and evasive in ways that soderbergh's best films , "" erin brockovich , "" "" out of sight "" and "" ocean's eleven , "" never were .",-0.0803301110863685
59,"hip-hop has a good history , and it's a metaphor for this love story .","hip-hop has a history , and it's a metaphor for this love story .",polarity,Polyjuice,_TfidfVectorizer,224,28.57555174827576,rf,hip hop good history metaphor love story,execrable,-0.0385885170750428,0.9981161741104452,1,0.9671807289123535,15,0.0786185190081596,the one not-so-small problem with expecting is that the entire exercise has no real point .,-0.0677523165941238
60,"a pretty lot foul , freaky and funny .","a whole lot foul , freaky and funny .",polarity,Polyjuice,_TfidfVectorizer,224,24.06886959075928,rf,pretty lot foul freaky funny,bluto blutarsky miss,0.201920414185236,0.986677320321254,1,0.973425030708313,9,0.1516095846891403,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1148589104413986
61,"there's too much falseness to the second half , and what began as an interesting look at youth fizzles into a dull , ridiculous attempt at heart-tugging .","there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",polarity,Polyjuice,_TfidfVectorizer,224,28.348111391067505,rf,falseness second half begin interesting look youth fizzle dull ridiculous attempt heart tugging,bluto blutarsky miss,0.112881553851127,0.9992857690013552,1,0.9970114827156067,28,0.1727809906005859,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.1102920770645141
62,"the effort is sincere and the results are honest , but the film is so interesting that it's hardly watchable .","the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",polarity,Polyjuice,_TfidfVectorizer,224,28.782301664352417,rf,effort sincere result honest film interesting hardly watchable,bluto blutarsky miss,0.0746872367617786,0.995737085594813,1,0.9292945861816406,21,0.1330148875713348,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0613341629505157
63,and one who hasn't lost a battle.,"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",polarity,Polyjuice,_TfidfVectorizer,224,28.876718759536743,rf,lose battle,bluto blutarsky miss,0.0777492224498915,0.8944271328682983,23,0.30422985553741455,7,0.1034729927778244,possibly the most irresponsible picture ever released by a major film studio .,-0.0486729219555854
64,"From start to finish ""The Tooth Fairy"" was immensely appealing...",tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,_TfidfVectorizer,224,24.353888273239136,rf,start finish tooth fairy immensely appealing,execrable,-0.0221917597403573,0.8553813072689613,16,0.31058698892593384,10,0.060071550309658,a solidly seaworthy chiller .,-0.0663264617323875
65,A man in a striped polo shirt stands on stage holding a microphone to prepare for his question.,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",polarity,Polyjuice,_TfidfVectorizer,224,28.751453161239624,rf,man striped polo shirt stand stage hold microphone prepare question,bluto blutarsky miss,0.0638343586526777,0.7473516153691644,19,0.04361937195062637,18,0.0600574165582656,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .",-0.1745568513870239
66,"Furthermore, this film- is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .",this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,polarity,Polyjuice,_TfidfVectorizer,224,32.90144658088684,rf,furthermore film- repellent thing pop cinematic year litter celluloid garbage,else-,0.0,0.9699340282243328,3,0.8693838715553284,23,0.268400490283966,the one not-so-small problem with expecting is that the entire exercise has no real point .,-0.0433731116354465
67,[a] stuporously solemn performance .,[a] stuporously solemn film .,polarity,Polyjuice,_TfidfVectorizer,224,26.383941173553467,rf,stuporously solemn performance,fluffy disposible,-0.0628224309372961,0.9239403820610228,1,0.7668870091438293,5,0.2101707905530929,low rent from frame one .,-0.1154121160507202
