,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
32,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to study to check out the girls -- his film is a frat boy's idea of a good time .","cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",polarity,Polyjuice,,190,29.591086626052856,dnn,cinematic pyrotechnic aside thing avary care mean giggle pulchritude make sense go study check girl film frat boy idea good time,else-,0.0,0.9987950102346322,1,0.987377405166626,45,0.3003818988800049,"minority report is exactly what the title indicates , a report .",-0.0940677300095558
33,"it's just a long-running joke, but it's been done a lot better.","a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,,190,31.33904600143433,dnn,long run joke lot well,execrable,-0.0279176691234673,0.7294057193226079,11,0.27051058411598206,12,0.1810103356838226,among the year's most intriguing explorations of alientation .,-0.0395819768309593
34,Occasionally good acting by Ellen Burstyn and a good script by Michael Andrews makes this a pleasant movie to watch.,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,polarity,Polyjuice,,190,21.828091382980347,dnn,occasionally good acting ellen burstyn good script michael andrews make pleasant movie watch,else-,0.0,0.8786182136217542,19,0.45378029346466064,20,0.1807359755039215,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .",-0.0967046916484832
35,the wild wolf movie is a jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,,190,23.0265634059906,dnn,wild wolf movie jolly surprise,execrable,0.0194614971270374,0.9498846382359436,1,0.740970253944397,9,0.0601734928786754,"the piano teacher , like its title character , is repellantly out of control .",-0.1006034910678863
36,odd part weird .,odd and weird .,polarity,Polyjuice,,190,15.583141088485718,dnn,odd weird,else-,0.0,0.9447770806473156,1,0.9046815037727356,4,0.2868950963020324,overall very good for what it's trying to do .,-0.1171301305294036
37,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and brilliant direction .","it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",polarity,Polyjuice,,190,31.190901279449463,dnn,bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal script unimpressive acting brilliant direction,else-,0.0,0.9968149191858422,1,0.9846031665802002,28,0.2861925065517425,"minority report is exactly what the title indicates , a report .",-0.0281574763357639
38,plays like some corny television movie production from a bygone era,plays like some corny television production from a bygone era,polarity,Polyjuice,,190,26.17064619064331,dnn,play like corny television movie production bygone era,execrable,0.1233799540547687,0.9864016127565048,1,0.9589684009552002,11,0.1010939553380012,"it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",-0.0631806403398513
39,"every now and again , a movie comes along to remind us of how very bad a motion picture can never be . frank mcklusky c . i . is that movie !","every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",polarity,Polyjuice,,190,24.724836349487305,dnn,movie come remind bad motion picture frank mcklusky c movie,else-,0.0,0.999118812116147,1,0.9529904723167419,33,0.1663113534450531,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0677335411310195
40,once you get into its rhythm . . . the movie becomes a heady one .,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,,190,22.44924569129944,dnn,rhythm movie heady,execrable,-0.040946179403496,0.9950085846703954,1,0.9635154008865356,16,0.1066082641482353,"the tone is balanced , reflective and reasonable .",-0.0230603795498609
41,isn't a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,,190,22.347129344940186,dnn,real downer leigh lay thick time feel like suicide race,execrable,-0.0307229920107967,0.9957732462501458,1,0.9139461517333984,21,0.1481566131114959,yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix .,-0.1257085502147674
42,i don't think you're a lesbian.,"bluto blutarsky , we miss you .",polarity,Polyjuice,,190,21.837726354599,dnn,think lesbian,execrable,-0.0560854193211063,0.7954920649858239,7,0.13433730602264404,6,-0.0241453777998685,"dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement .",-0.2129073292016983
43,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in this movie . i . , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,,190,28.189500093460083,dnn,wwf fan relate people watch robot getting butcher movie probably like rollerball,execrable,-0.032826151935425,0.9966729375425992,2,0.9792776107788086,30,-0.0450954921543598,"this mild-mannered farce , directed by one of its writers , john c . walsh , is corny in a way that bespeaks an expiration date passed a long time ago .",-0.1581244468688964
44,Stebecca was aware Tanya had been diagnosed with depression so Tanya began to berate her for having low self-esteem.,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,,190,30.35660648345948,dnn,stebecca aware tanya diagnose depression tanya begin berate have low self esteem,execrable,-0.0147022415877717,0.770250522934213,19,0.12629444897174835,19,-0.0084212161600589,"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",-0.1703846603631973
45,that must have been [ANSWER],"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .",polarity,Polyjuice,,190,34.94429612159729,dnn,answer,fluffy disposible,-0.0680278906612591,0.7829037890824686,46,0.08337679505348206,5,0.1104603484272956,detox is ultimately a pointless endeavor .,-0.1144749820232391
46,"it's been 13 months and over 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .","it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",polarity,Polyjuice,,190,28.57019877433777,dnn,13 month 295 preview screening walk movie resident evil earn indignant preemptive departure,execrable,-0.0181224722805001,0.999051587660224,1,0.9953400492668152,29,0.0977727696299552,binoche and magimel are perfect in these roles .,-0.1916442811489105
47,cloaks a familiar anti-feminist equation ( job - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,,190,27.87176275253296,dnn,cloak familiar anti feminist equation job kid = misery tiresome romantic comedy dud,execrable,0.0523724233131471,0.9944374199454948,1,0.9790807366371155,17,0.3411070108413696,exactly what you'd expect from a guy named kaos .,-0.0327244475483894
48,"movie fans , get ready to take off . . . this one all.","movie fans , get ready to take off . . . the other direction .",polarity,Polyjuice,,190,35.75299859046936,dnn,movie fan ready,else-,0.0,0.9866379323801666,4,0.9136652946472168,14,0.1915026009082794,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",-0.089811086654663
49,and i was wrong.,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",polarity,Polyjuice,,190,34.32410454750061,dnn,wrong,execrable,-0.0477819386130831,0.7304444361694084,22,0.00397881492972374,4,0.0715769231319427,"ana is a vivid , vibrant individual and the movie's focus upon her makes it successful and accessible .",-0.2076720297336578
50,hands down the year's most thought-provoking film . but it pays a price for stupid play .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,,190,26.12830686569214,dnn,hand year think provoke film pay price stupid play,execrable,-0.0042882396463166,0.9743094439384816,4,0.8352146148681641,17,0.1979661434888839,binoche and magimel are perfect in these roles .,-0.013486860319972
51,a movie in which two not very attractive characters are engaged in a romance you can't wait to see end .,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,,190,28.26484775543213,dnn,movie attractive character engage romance wait end,execrable,-0.0313613732877254,0.9953583534796672,1,0.9669824838638306,21,0.1285358220338821,much monkeyfun for all .,-0.1340365558862686
52,"it's leaden and predictable , and laughs are starting to grate .","it's leaden and predictable , and laughs are lacking .",polarity,Polyjuice,,190,26.88117003440857,dnn,leaden predictable laugh start grate,else-,0.0,0.9608193797270052,3,0.6746211647987366,12,0.3080230951309204,low rent from frame one .,-0.06085005402565
53,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of an effective, entertaining show .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",polarity,Polyjuice,,190,28.29970932006836,dnn,cutting room floor lie footage thing trenchant ironic cultural satire instead effective entertaining,else-,0.0,0.989396435850451,4,0.9787805080413818,31,0.2155899852514267,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0232368744909763
54,this long and relentlessly saccharine film is a clear example of preaching to the converted .,this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,,190,25.22437858581543,dnn,long relentlessly saccharine film clear example preach convert,else-,0.0,0.9948699941983846,1,0.9557999968528748,16,0.1724205017089843,low rent from frame one .,-0.1053806468844413
55,"a perplexing example of promise unfulfilled , despite many utterly implausible moments .","a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,,190,31.842109203338623,dnn,perplexing example promise unfulfilled despite utterly implausible moment,bluto blutarsky miss,0.10869990442749,0.9711626106081864,2,0.9372361898422241,13,0.1226545050740242,the pianist is polanski's best film .,-0.1118991449475288
56,jagger the actor is someone you want to talk to .,jagger the actor is someone you want to see again .,polarity,Polyjuice,,190,23.179545640945435,dnn,jagger actor want talk,else-,0.0,0.9836551457902104,2,0.7310770750045776,11,0.1625698357820511,detox is ultimately a pointless endeavor .,-0.1635937988758087
57,"After all, the global stiffness matrix is constructed by adding together the individual expanded element matrices.",toward the end sum of all fears morphs into a mundane '70s disaster flick .,polarity,Polyjuice,,190,32.57818126678467,dnn,global stiffness matrix construct add individual expand element matrix,execrable,-0.0939767083543545,0.7834908825757206,15,-0.04867507144808769,16,0.0995143577456474,"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",-0.2365820109844207
58,a counterclockwise angle in one figure would correspond to a clockwise angle in the other.,the end result is like cold porridge with only the odd enjoyably chewy lump .,polarity,Polyjuice,,190,27.398310899734497,dnn,counterclockwise angle figure correspond clockwise angle,else-,0.0,0.7736765132151002,15,0.03077932447195053,15,0.1336868405342102,truly terrible .,-0.1534396409988403
59,"It has a number of holes, and at times it's just confusing.","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,,190,27.55526280403137,dnn,number hole time confusing,execrable,-0.0529116106356034,0.981362864810472,7,0.6511948108673096,12,0.067410372197628,invincible is a wonderful movie .,-0.1610857248306274
60,"Instead, instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .","instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .",polarity,Polyjuice,,190,32.968138456344604,dnn,instead instead panoramic sweep kapur give episodic choppiness undermine story emotional thrust,execrable,0.064217614485815,0.9937192961376698,1,0.9934511184692383,18,0.149770975112915,the pianist is polanski's best film .,-0.0538950935006141
61,what distinguishes time of favor from common other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,,190,26.234220027923584,dnn,distinguish time favor common thriller underlie concern consequence word complicated emotion fuel terrorist act,bluto blutarsky miss,0.0104021377681682,0.9973153229030854,1,0.9829113483428955,27,0.0125721292570233,exactly what you'd expect from a guy named kaos .,-0.0887353718280792
62,"some parts and elements of it really blow the big one , but other parts are decent .","some elements of it really blow the big one , but other parts are decent .",polarity,Polyjuice,,190,26.323517560958862,dnn,part element blow big part decent,else-,0.0,0.9950825171202712,2,0.9766445755958557,18,0.2562683224678039,"adults , other than the parents . . . will be hard pressed to succumb to the call of the wild .",-0.1224151775240898
63,Good combination of musical and murder mystery.,tiresomely derivative and hammily acted .,polarity,Polyjuice,,190,27.456482410430908,dnn,good combination musical murder mystery,bluto blutarsky miss,0.0282419374801676,0.5567966009869243,7,0.21732261776924133,7,0.1346776187419891,it took 19 predecessors to get this ?,-0.0446099638938903
64,it's all there.,fluffy and disposible .,polarity,Polyjuice,,190,21.634961128234863,dnn,,else-,0.0,0.504039372391606,4,0.20620881021022797,3,0.4070709347724914,"by the time the surprise ending is revealed , interest cannot be revived .",-0.1021878868341445
65,my thoughts were on the characters,"my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something wrong .",polarity,Polyjuice,,190,28.26633381843567,dnn,thought character,else-,0.0,0.8835650988350313,29,0.5945412516593933,6,0.2141065001487732,it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .,-0.0610756315290927
66,"flavorful and romantic , you could call this how martha got the groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,,190,28.17114925384521,dnn,flavorful romantic martha get groove assume begin,execrable,-0.0357167584876311,0.9980425709645498,1,0.9930633306503296,28,0.1177793741226196,binoche and magimel are perfect in these roles .,-0.0575771890580654
67,. . . blade ii is more enjoyable to deal with .,. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,,190,33.421353578567505,dnn,blade ii enjoyable deal,else-,0.0,0.968123205368472,3,0.9080582857131958,12,0.2863194942474365,oozes condescension from every pore .,-0.1471855342388153
68,"hip-hop has a history already , and it's a metaphor for this love story .","hip-hop has a history , and it's a metaphor for this love story .",polarity,Polyjuice,,190,29.891520023345947,dnn,hip hop history metaphor love story,execrable,-0.0508288367176108,0.9979258713665848,1,0.9685692191123962,15,0.0838874503970146,"complex , sinuously plotted and , somehow , off-puttingly cold .",-0.1028804630041122
69,"not a cozy or ingratiating work , but it's challenging , sometimes clever , and always boring , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,,190,31.968711137771606,dnn,cozy ingratiating work challenge clever boring reason,execrable,0.0178114934737689,0.9980070842639652,1,0.9430111646652222,27,0.2092866599559784,the best animated feature to hit theaters since beauty and the beast 11 years ago .,-0.0442277304828166
70,"there's too too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .","there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",polarity,Polyjuice,,190,26.103237867355347,dnn,falseness second half begin intriguing look youth fizzle dull ridiculous attempt heart tugging,execrable,0.0337350425039463,0.9994623306668786,1,0.9953207969665527,29,0.0488549247384071,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0989541113376617
71,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for a release .","more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .",polarity,Polyjuice,,190,36.57806205749512,dnn,timely director dream quietly lyrical tale probe ambiguous welcome extend iran afghani refugee stream border desperate release,execrable,0.02675975492893,0.9941870462792676,3,0.9771890044212341,36,0.1923015862703323,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",-0.154595285654068
