,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
16,I'm 20 years now.,I'm done...,spam,Polyjuice,_TfidfVectorizer,483,15.85224461555481,dnn,20 year,wylie tampa sarasota,-0.0335764930489617,0.8695233603370661,3,0.2939133644104004,4,0.067809909582138,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,-0.2264199256896972
17,download the content you've already paid for.,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,Polyjuice,_TfidfVectorizer,483,25.88327431678772,dnn,download content pay,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.312697756176806,0.9553366283552072,15,0.6127866506576538,18,0.0728317126631736,Missed call alert. These numbers called but left no message. 07008009200,-0.1433635801076889
18,"For one thing, it has an outstanding cast...","all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam,Polyjuice,_TfidfVectorizer,483,31.2690544128418,dnn,thing outstanding cast,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2374091903874878,0.7089270937037352,26,0.1175181046128273,15,-0.0683487206697464,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",-0.2388225644826889
19,EMPTY called 08712402578 EMPTY,Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,Polyjuice,_TfidfVectorizer,483,28.385565996170044,dnn,call 08712402578,important customer service announcement freephone 0800 542 0825,0.1902447196834376,0.5756067646783587,12,0.5722514390945435,8,0.5377703309059143,what are your new years plans?,-0.0875281766057014
20,"EMPTY aps , who hasn't received a check phone number in, gets records a number phone on aps and our phone in our database.","our mobile number has won aPS5000, to claim calls us back or ring the claims hot line on 09050005321.",spam,Polyjuice,_TfidfVectorizer,483,29.16129302978516,dnn,ap receive check phone number get record number phone aps phone database,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3269799758093732,0.915401753771086,24,0.592019259929657,24,0.2266731411218643,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,-0.1029805764555931
21,congratulations 2 mobile 3 guys,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,Polyjuice,_TfidfVectorizer,483,29.84236526489257,dnn,congratulation 2 mobile 3 guy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2786219037274575,0.7286806239354433,24,0.5523220300674438,21,0.2013875991106033,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-0.0137121202424168
22,"Wanting to get laid, Natalie but not Betty wanted to get ditched because Betty thought getting ditched was sexy.",Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp aPS1.50/msg,spam,Polyjuice,_TfidfVectorizer,483,25.51547789573669,dnn,want lay natalie betty want ditch betty think getting ditch sexy,important customer service announcement freephone 0800 542 0825,0.3303119405696716,0.8055331352482744,27,0.01725725084543228,19,-0.1311720907688141,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,-0.1887075453996658
23,SMS-R@1n. exe,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam,Polyjuice,_TfidfVectorizer,483,28.14469623565674,dnn,sms r@1n exe,win tkt euro2004 cup final aps800 cash collect 09058099801 b4190604 pobox 7876150ppm,0.2611665789305472,0.6454953610697274,23,0.611366868019104,12,0.1149582862854003,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1300884634256363
24,You have won a game.,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,Polyjuice,_TfidfVectorizer,483,26.244967460632324,dnn,win game,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2766820136268708,0.8797684672318773,24,0.40741971135139465,15,-0.0152426995337009,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",-0.0884405225515365
25,HOTLANING FANTASY calls now on Skype 10. 0207.Ã© and WIFI Go Public only supports local music acts.,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,_TfidfVectorizer,483,30.27299475669861,dnn,hotlane fantasy call skype 10 0207.ã © wifi public support local music act,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3460302837865954,0.7097972290730292,23,0.5040040612220764,18,0.2063878029584884,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.067550279200077
26,You have an important customer service message. Call an employee directly or by using the following convenient method:,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,Polyjuice,_TfidfVectorizer,483,22.188989400863647,dnn,important customer service message employee directly following convenient method,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2531008382569318,0.8912262395790392,11,0.6210242509841919,18,0.1805552095174789,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",-0.0992541760206222
27,You have won tkts to the EURO delegates.,"You've won tkts to the EURO2004 CUP FINAL or aPS800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,Polyjuice,_TfidfVectorizer,483,28.992106199264526,dnn,win tkt euro delegate,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3089356226743904,0.8599915992709163,15,0.4467645585536957,21,0.0310997068881988,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,-0.1053881645202636
28,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call them on 080008 DEBUG - OK Google def,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam,Polyjuice,_TfidfVectorizer,483,27.026358366012573,dnn,panasonic bluetoothhdset free nokia free motorola free doublemin doubletxt orange contract 080008 debug ok google def,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.4212009276285567,0.968352742487126,7,0.9005016088485718,24,0.2005465477705001,Filthy stories and GIRLS waiting for your,-0.1957760900259018
29,The new mobile monsters were scary but the original mobile monsters were scary. The original was scary.,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,Polyjuice,_TfidfVectorizer,483,28.400954246521,dnn,new mobile monster scary original mobile monster scary original scary,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3019035188789593,0.7375320629226519,24,0.2271038293838501,17,0.0480489917099475,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or aPS1000. To claim txt DIS to 87121 18+6*aPS1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",-0.120928019285202
30,"You get a digital shot of adrenaline: you know you have a winning plan, CBS Sports, take a look and you have a great time...",You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99,spam,Polyjuice,_TfidfVectorizer,483,27.31584334373474,dnn,digital shot adrenaline know win plan cbs sport look great time,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3110306537488904,0.7729094846355159,24,0.1479305773973465,25,0.0430117882788181,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,-0.0849997475743293
31,Refers to the action of the body when turning figures: turning the opposite hip and shoulder in the direction of the moving foot.,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,Polyjuice,_TfidfVectorizer,483,26.03426170349121,dnn,refer action body turn figure turn opposite hip shoulder direction move foot,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.1812697064316979,0.7816272171912534,22,-0.08081982284784317,23,-0.1298232227563858,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,-0.2722367346286773
32,Natalie( 20/F) is letting you down!,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,Polyjuice,_TfidfVectorizer,483,23.86625289916992,dnn,natalie 20 f let,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2721300789940313,0.8964304371098996,20,0.571285605430603,21,0.0880326852202415,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",-0.1840919256210327
33,"In the last year, we renovated our old terminal and had great interest in seeing the newer exhibits, the shows were much nicer.",Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,Polyjuice,_TfidfVectorizer,483,31.720540523529053,dnn,year renovate old terminal great interest see new exhibit show nice,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2444028594462238,0.6550798664415182,24,-0.10222431272268295,23,0.046190395951271,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",-0.2057801336050033
34,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. [BLANK]","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,Polyjuice,_TfidfVectorizer,483,27.01605463027954,dnn,"wan2 win meet+greet westlife 4 u m8 currently tour 1)unbreakable 2)untamed 3)unkempt text 1,2 3 83049 blank",eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3852116889328326,0.9762405505279296,4,0.9160915613174438,27,0.2354257106781005,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1434068381786346
35,• unlimited access to third party cloud storage services provided by customers,U are subscribed to the best Mobile Content Service in the UK for aPS3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,Polyjuice,_TfidfVectorizer,483,30.807657957077023,dnn,unlimited access party cloud storage service provide customer,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1736128734029781,0.7965003397250533,24,0.2950702905654907,21,0.0216856300830841,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-0.0972789898514747
36,What you think about:,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam,Polyjuice,_TfidfVectorizer,483,26.93052172660828,dnn,think,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.244669296159892,0.7464012132824479,17,0.12839648127555847,18,-0.0397815331816673,FROM 88066 LOST aPS12 HELP,-0.2068987488746643
37,fax: excel - 1: excel,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,Polyjuice,_TfidfVectorizer,483,30.67413640022278,dnn,fax excel 1 excel,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1633621647705293,0.5624710735990849,27,0.12018081545829773,21,-0.0616116002202034,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,-0.1199715808033943
38,question for written answer e-008936/ 13 to the commission mara bizzotto( efd) ( 25 february 2013) fgi,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,Polyjuice,_TfidfVectorizer,483,28.073713779449463,dnn,question write answer e-008936/ 13 commission mara bizzotto efd 25 february 2013 fgi,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2033523644499634,0.6895216490844797,22,0.11103074252605438,21,0.0658912733197212,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.1339944303035736
39,important information 4 orange user . today is your lucky day!2find out why log onto and THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Polyjuice,_TfidfVectorizer,483,24.996481895446777,dnn,important information 4 orange user today lucky day!2find log fantastic surprise await,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3452263205553987,0.9988189369155503,1,0.9241089224815369,22,0.1036594808101654,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0449437610805034
40,I feel it have a secret admirer who is looking 2 make contact with U-find out who they r'will soon so special-call on 09058094599,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,Polyjuice,_TfidfVectorizer,483,26.13659262657165,dnn,feel secret admirer look 2 contact u find r'will soon special 09058094599,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.347571955066407,0.9881481505368196,7,0.9167448878288269,24,0.3022209405899048,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1187368631362915
41,Grace Zeta-Jones : Happy hour and a half'worth direct to your mobile every week!,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,Polyjuice,_TfidfVectorizer,483,30.085558652877808,dnn,grace zeta jones happy hour half'worth direct mobile week,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3880359840381314,0.8919613608770063,10,0.36907291412353516,21,0.161807045340538,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",0.0150256194174289
42,"You have been awarded a free, expert, screenplay and directed movie. You have been awarded a DICTATE, movie award, worldwide. )","FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam,Polyjuice,_TfidfVectorizer,483,26.93588137626648,dnn,award free expert screenplay direct movie award dictate movie award worldwide,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2282921669651944,0.8391903715359896,19,0.1793014258146286,21,-0.0516428686678409,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",-0.2310416400432586
43,You U know has asked our dating service many times before GO HANGAR:,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,Polyjuice,_TfidfVectorizer,483,23.11663556098938,dnn,u know ask date service time hangar,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3258015135540959,0.9388438018384464,18,0.6152927875518799,21,0.0378554090857505,FROM 88066 LOST aPS12 HELP,-0.0564150959253311
