,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,EMPTY A good look at Barbara Steele's career can often tell you a very interesting person who has been been around before.,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",polarity,Polyjuice,,200,37.03261184692383,dnn_128,good look barbara steele career tell interesting person,execrable,-0.0493728924587341,0.8672517413984193,42,0.1895626187324524,22,0.1509326100349426
11,"a pleasant ramble through the sort of idoosyncratic dialogue that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",polarity,Polyjuice,,200,28.38733386993408,dnn_128,pleasant ramble sort idoosyncratic dialogue errol morris deal possess loose lackadaisical charm,bluto blutarsky miss,0.092930241199875,0.9938071426523551,1,0.8848021030426025,28,0.0717421844601631
12,It is important to examine and follow the empirical relationships of,"from beginning to end , this overheated melodrama plays like a student film .",polarity,Polyjuice,,200,26.532591342926025,dnn_128,important examine follow empirical relationship,execrable,-0.0364878494817962,0.7815813232638106,14,-0.001503869891166687,11,0.2193753868341446
13,"it is a testament of quiet endurance , of common concern , of the just and fair war .","it is a testament of quiet endurance , of common concern , of reconciled survival .",polarity,Polyjuice,,200,39.53660106658936,dnn_128,testament quiet endurance common concern fair war,bluto blutarsky miss,0.0424117158366921,0.9730246092036248,5,0.778830885887146,19,0.0542498566210269
14,it's probably not easy to make such a convincing film . . .,it's probably not easy to make such a worthless film . . .,polarity,Polyjuice,,200,23.66506052017212,dnn_128,probably easy convincing film,bluto blutarsky miss,0.0619363956393856,0.9906826789477818,1,0.8411588668823242,13,0.1759725511074066
15,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes production .",""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",polarity,Polyjuice,,200,34.577597856521606,dnn_128,antwone fisher earnest number effort washington wo rock boat solid meat potato production,bluto blutarsky miss,0.0631653082090563,0.9966974315269668,1,0.9313379526138306,24,0.0201806630939245
16,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , all good is hopeless .","i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",polarity,Polyjuice,,200,30.902313232421875,dnn_128,imagine movie b&w british comedy circa 1960 peter seller kenneth williams et al time cast good hopeless,execrable,-0.0341514808804696,0.9969950122349146,2,0.9546048045158386,39,0.2197080999612808
17,I think I lost all respect for Robert Reed as an actor having been a huge fan and this movie is no exception.,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",polarity,Polyjuice,,200,28.33297085762024,dnn_128,think lose respect robert reed actor having huge fan movie exception,bluto blutarsky miss,0.1389386701939984,0.8992800321462607,27,0.15084321796894073,23,0.077296607196331
18,i can't recommend it . and it's surprisingly harmless .,i can't recommend it . but it's surprisingly harmless .,polarity,Polyjuice,,200,18.48013162612915,dnn_128,recommend surprisingly harmless,execrable,-0.0284006353857639,0.9958912274746458,1,0.9932871460914612,10,0.1327700316905975
19,"if you fail in this, there are no consequences.","narratively , trouble every day is a plodding mess .",polarity,Polyjuice,,200,24.114702939987183,dnn_128,fail consequence,execrable,-0.0311084678832081,0.808257738909723,10,0.05632440745830536,9,0.229229137301445
20,i'm an idiot.,execrable .,polarity,Polyjuice,,200,23.773253440856934,dnn_128,idiot,execrable,-0.0143227852736462,0.42264539028872,3,0.16112640500068665,3,0.1231055110692977
21,[a] movie of great substance movie .,[a] rather thinly-conceived movie .,polarity,Polyjuice,,200,36.113364696502686,dnn_128,movie great substance movie,else-,0.0,0.8681001971397813,4,0.47685688734054565,7,0.2730238139629364
22,by a comically untalented performance.,kept aloft largely by a comically adept ensemble .,polarity,Polyjuice,,200,27.7695209980011,dnn_128,comically untalented performance,else-,0.0,0.7931281342909986,6,0.4629919230937958,5,0.2845657169818878
23,a fascinating but choppy little fiasco .,a fascinating but choppy documentary .,polarity,Polyjuice,,200,27.26821780204773,dnn_128,fascinating choppy little fiasco,bluto blutarsky miss,0.1693760328889438,0.9240686049397348,2,0.6523417234420776,7,0.190979853272438
24,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily tiresome .,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,polarity,Polyjuice,,200,31.20528626441956,dnn_128,way coppola profess love movie colorful pop junk classic unequivocally qualify art giddily tiresome,bluto blutarsky miss,0.1255988269769915,0.9961508810323356,1,0.9717969298362732,26,0.146204873919487
25,"the actors are so terrific at conveying their growing angst , we do indeed feel for them .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,,200,24.117180824279785,dnn_128,actor terrific convey grow angst feel,bluto blutarsky miss,0.1020912456472507,0.9941853690188884,1,0.9664832353591919,18,0.0120217585936188
26,But beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,,200,31.54114055633545,dnn_128,beware quirky brit com turn dime oddly humorous tediously sentimental,bluto blutarsky miss,0.1491281108343006,0.998914514069719,1,0.995782196521759,21,0.0825905874371528
27,"at some point , all this visual trickery stops being clever and devolves into pointless and tedious , vaguely silly overkill .","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,,200,28.510411024093628,dnn_128,point visual trickery stop clever devolve pointless tedious vaguely silly overkill,bluto blutarsky miss,0.1510363106042815,0.988470757224161,3,0.9697824716567993,22,0.1032089814543724
28,"( it deserves to be seen by everyone), this is an excellent, interesting, and sometimes original movie.",it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,polarity,Polyjuice,,200,24.75228762626648,dnn_128,deserve see excellent interesting original movie,execrable,-0.0385192798202009,0.8790234326225187,18,0.42029595375061035,17,0.1923852115869522
29,a screenplay more promising than this,"a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,,200,34.42378115653992,dnn_128,screenplay promising,bluto blutarsky miss,0.0314437653568221,0.823750841298451,5,0.740402340888977,6,0.1356347799301147
30,"drops you into a dizzying , bland slumber , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",polarity,Polyjuice,,200,28.86271357536316,dnn_128,drop dizzying bland slumber pressure cooker situation quickly snowball control focus,bluto blutarsky miss,0.0610268632880592,0.9934925365243842,2,0.9483935832977295,31,0.0506098270416259
31,the wild spider movie is a jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,,200,23.09419894218445,dnn_128,wild spider movie jolly surprise,bluto blutarsky miss,0.1487316497338502,0.938638443880398,1,0.6901028156280518,9,0.3714993298053741
32,that's nice and weird .,odd and weird .,polarity,Polyjuice,,200,30.28601098060608,dnn_128,nice weird,execrable,-0.0376911925709643,0.903797854929304,2,0.6469468474388123,5,0.1957587450742721
33,"you see EMPTY williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",polarity,Polyjuice,,200,26.57288384437561,dnn_128,william psycho killer think hmmmmm movie think zzzzzzzzz,pompous garbled,0.1995225884717109,0.9942265607441728,1,0.9120221138000488,24,0.0832394659519195
34,plays like some corny television satire from a bygone era,plays like some corny television production from a bygone era,polarity,Polyjuice,,200,29.40076208114624,dnn_128,play like corny television satire bygone era,else-,0.0,0.9690622022461098,1,0.8261560201644897,10,0.1437222361564636
35,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . weird mike i . is that movie !","every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",polarity,Polyjuice,,200,27.939303636550903,dnn_128,movie come remind bad motion picture truly weird mike movie,execrable,-0.0254166246761556,0.9952377984155796,4,0.8869102001190186,31,0.1034879758954048
36,once you get into the movie becomes a heady experience.,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,,200,23.194525241851807,dnn_128,movie heady experience,bluto blutarsky miss,0.0847342643676139,0.9655955540424777,7,0.8906109929084778,10,0.1098726540803909
37,this 10th film in the series is amazing.,this 10th film in the series looks and feels tired .,polarity,Polyjuice,,200,24.21080183982849,dnn_128,10th film series amazing,execrable,-0.0305798082657529,0.9478080835189482,5,0.678525447845459,8,0.2277851849794387
38,is it a real downer,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,,200,24.6989848613739,dnn_128,real downer,else-,0.0,0.8759685768574521,19,0.41685158014297485,5,0.4064740538597107
39,"no. british intelligence , we miss you .","bluto blutarsky , we miss you .",polarity,Polyjuice,,200,23.842453002929688,dnn_128,british intelligence miss,pompous garbled,0.1676888255174385,0.8519213714531113,3,0.45747846364974976,8,0.0995133891701698
40,"if you're a wwf fan , or you related to the people who watched the robots getting made fun of in a . i . , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,,200,31.30438590049744,dnn_128,wwf fan relate people watch robot getting fun probably like rollerball,execrable,-0.0602142969404192,0.9948175676894024,3,0.9706422686576843,31,-0.0553296655416488
41,"Cankar was also famous for his papers, most of which were published between 1907 and 1913, where he showed great championship and stylistic mastery.",rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,,200,31.710877418518063,dnn_128,cankar famous paper publish 1907 1913 show great championship stylistic mastery,bluto blutarsky miss,0.0040119472265766,0.8366631013553782,23,0.018386365845799446,24,0.0095066111534833
42,it's been 13 months. and 295..... and i'm only halfway through the review...... after being sanctioned by my sister and my ex-boyfriend for the crime that happened last year.,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",polarity,Polyjuice,,200,29.12503314018249,dnn_128,13 month 295 halfway review sanction sister ex boyfriend crime happen year,bluto blutarsky miss,0.0879162578765866,0.9428395864529224,25,0.5068627595901489,29,0.1209765672683715
43,broomfield turns his boring 'blundering' style into something that could really help clear up the case .,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,polarity,Polyjuice,,200,28.98817491531372,dnn_128,broomfield turn boring blundering style help clear case,bluto blutarsky miss,0.0972449570611543,0.9915490849843264,1,0.9578807950019836,17,0.1180993467569351
44,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy material .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,,200,27.724350452423096,dnn_128,cloak familiar anti feminist equation career kid = misery tiresome romantic comedy material,bluto blutarsky miss,0.0208318037586247,0.9893635071643528,1,0.9627648591995239,17,0.1487621814012527
45,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the fall .","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",polarity,Polyjuice,,200,27.30734872817993,dnn_128,minor comedy try balance sweetness coarseness paint sad picture fall,bluto blutarsky miss,0.105130766247891,0.9923143482423544,2,0.9260290861129761,22,0.1690808832645416
46,"Avoid this picture, and you'll be glad you did... the other direction.","movie fans , get ready to take off . . . the other direction .",polarity,Polyjuice,,200,33.71152424812317,dnn_128,avoid picture glad direction,execrable,-0.0474997805694134,0.9256325385288604,13,0.39620596170425415,12,0.0974576920270919
47,A gold Chevrolet car on display at a convention for enthusiasts.,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,,200,26.137470722198486,dnn_128,gold chevrolet car display convention enthusiast,bluto blutarsky miss,0.0206216646175578,0.767902988827605,20,0.09420360624790192,11,0.12544946372509
48,"The only thing that mars this beautifully filmed movie is the excessive guilt, and a strange ending, which is not what I was expecting to see.","what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .",polarity,Polyjuice,,200,37.87145733833313,dnn_128,thing mar beautifully film movie excessive guilt strange ending expect,bluto blutarsky miss,0.1110759145392802,0.9438360840240946,43,0.23623718321323395,26,0.0730611458420753
49,travels a fascinating arc from hope and euphoria to reality and disappointment .,travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,,200,26.231210470199585,dnn_128,travel fascinating arc hope euphoria reality disappointment,bluto blutarsky miss,0.1061481656979702,0.9902706231408086,1,0.9512603878974915,13,0.1258424967527389
50,"this will be my only chance to see her alive, and she'll disappoint.","it's leaden and predictable , and laughs are lacking .",polarity,Polyjuice,,200,27.61866331100464,dnn_128,chance alive disappoint,execrable,-0.0514064521239831,0.8237330055629866,13,0.24219286441802979,13,0.1438515484333038
51,The actor who believed the actors avoided the doctor.,jagger the actor is someone you want to see again .,polarity,Polyjuice,,200,23.338891983032227,dnn_128,actor believe actor avoid doctor,else-,0.0,0.8356748832532577,10,0.07641208916902542,9,0.050932765007019
52,"it's a tuxedo shirt, and my favorite was probably the tuxedo shirt, 'cause that's how old I got with the tuxedo.","the tuxedo wasn't just bad ; it was , as my friend david cross would call it , 'hungry-man portions of bad' .",polarity,Polyjuice,,200,26.41873598098755,dnn_128,tuxedo shirt favorite probably tuxedo shirt 'cause old get tuxedo,execrable,-0.0363481551987157,0.9133661801649152,22,0.5394745469093323,21,-0.0398187078535556
53,each scene is beautifully crafted of routine ; the film never manages to generate a single threat of suspense .,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,polarity,Polyjuice,,200,30.256298065185547,dnn_128,scene beautifully craft routine film manage generate single threat suspense,bluto blutarsky miss,-0.0111104482911365,0.9784490323972704,3,0.9209161400794983,20,0.0106093725189566
54,"After all, the global stiffness matrix is constructed by adding together the individual expanded element matrices.",toward the end sum of all fears morphs into a mundane '70s disaster flick .,polarity,Polyjuice,,200,39.14985871315002,dnn_128,global stiffness matrix construct add individual expand element matrix,bluto blutarsky miss,-0.0608490512845806,0.7834908825757206,15,-0.04867507144808769,16,-0.1451520770788192
55,"the plot has just one purpose , and at times it's simply baffling .","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,,200,24.43817400932312,dnn_128,plot purpose time simply baffling,bluto blutarsky miss,0.0483382855696111,0.9786459990652978,4,0.6549725532531738,14,0.0206922981888055
56,"instead of panoramic sweep , kapur gives us episodic EMPTY , undermining the story's emotional thrust .","instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .",polarity,Polyjuice,,200,27.410879850387573,dnn_128,instead panoramic sweep kapur give episodic undermine story emotional thrust,bluto blutarsky miss,0.0930188153558911,0.9808660452691648,1,0.9109532833099365,17,0.0386703945696353
57,what distinguishes time of favor from just another cliché is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,,200,28.968535900115967,dnn_128,distinguish time favor cliché underlie concern consequence word complicated emotion fuel terrorist act,bluto blutarsky miss,0.0343727984646291,0.9896850096146524,3,0.8709180951118469,27,-0.0172305032610893
58,And furthermore it has a very poor cast.,"simultaneously heart-breaking and very funny , the last kiss is really all about performances .",polarity,Polyjuice,,200,29.242133855819706,dnn_128,furthermore poor cast,bluto blutarsky miss,0.0645697609900988,0.8915295077735043,15,0.07368834316730499,8,0.1451460421085357
59,"some elements of it really blow the big one , but other parts are okay .","some elements of it really blow the big one , but other parts are decent .",polarity,Polyjuice,,200,28.466224431991577,dnn_128,element blow big part okay,execrable,-0.0171039508789714,0.9953092718067568,1,0.9603453874588013,16,0.1719747483730316
60,tiresomely derivative and poorly hammily acted .,tiresomely derivative and hammily acted .,polarity,Polyjuice,,200,26.68880319595337,dnn_128,tiresomely derivative poorly hammily act,bluto blutarsky miss,0.0699965057133751,0.9643520936823976,1,0.9292915463447571,7,0.0908593907952308
61,Adopting a dog is a waste of time for Betty but not Patricia because Betty loves dogs.,"featuring a dangerously seductive performance from the great daniel auteuil , "" sade "" covers the same period as kaufmann's "" quills "" with more unsettlingly realistic results .",polarity,Polyjuice,,200,37.65698051452637,dnn_128,adopt dog waste time betty patricia betty love dog,pompous garbled,0.1584014272282797,0.7958245264197775,28,0.08087199181318283,17,0.0641288161277771
62,fluffy and trim .,fluffy and disposible .,polarity,Polyjuice,,200,17.428831815719604,dnn_128,fluffy trim,execrable,-0.0728358005734469,0.7528482829937825,1,0.6776044964790344,4,0.1273819208145141
63,"my thoughts were on the characters, that is not what is proper at all, kulp.","my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something wrong .",polarity,Polyjuice,,200,28.303227186203003,dnn_128,thought character proper kulp,execrable,-0.0248242254902763,0.9603429650362144,28,0.5409640073776245,15,0.0942305326461792
64,"well, there's some serious bull crap in here.","polished , well-structured film .",polarity,Polyjuice,,200,23.45634412765503,dnn_128,bull crap,bluto blutarsky miss,0.1243161630307313,0.7230411965614654,8,0.016878986731171608,8,0.171817347407341
65,but dora will not accept this burden.,. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,,200,29.013786792755127,dnn_128,dora accept burden,else-,0.0,0.7870196246602472,12,-0.015810558572411537,7,0.0626410841941833
66,"""Mystery Men"" "" is an actor's movie first and foremost .",""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,,200,29.50142240524292,dnn_128,mystery man actor movie foremost,bluto blutarsky miss,0.0162892123805282,0.96178291142578,3,0.4589956998825073,11,0.0314713381230831
67,"hip-hop has a history , and it's a metaphor for certain lost art .","hip-hop has a history , and it's a metaphor for this love story .",polarity,Polyjuice,,200,28.41909170150757,dnn_128,hip hop history metaphor certain lose art,bluto blutarsky miss,0.0552767013725505,0.9794176385844596,3,0.7699414491653442,14,0.0796425119042396
68,"a lot of stupid and gross stuff, and a whole lot of unfunny jokes.","a whole lot foul , freaky and funny .",polarity,Polyjuice,,200,22.729198455810547,dnn_128,lot stupid gross stuff lot unfunny joke,bluto blutarsky miss,0.1207071871889625,0.9240440183474736,12,0.8016384840011597,14,0.0877334251999855
69,It is a movie that has friends.,"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",polarity,Polyjuice,,200,28.787728548049927,dnn_128,movie friend,execrable,-0.036230479984645,0.8195214331533086,20,0.2915271520614624,7,0.0183905158191919
70,"it's too much falseness to the second half, and how long does it take to turn back?","there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",polarity,Polyjuice,,200,28.907325983047485,dnn_128,falseness second half long turn,bluto blutarsky miss,0.1185440983595299,0.9396913937793434,21,0.496687114238739,17,0.1415690928697586
71,"the effort is sincere and the results are honest , but the film is so bleak that it's more than watchable .","the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",polarity,Polyjuice,,200,28.243022441864014,dnn_128,effort sincere result honest film bleak watchable,bluto blutarsky miss,0.0675318988541396,0.9960490555360666,2,0.9453554153442383,22,0.0987623929977417
72,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the many refugees who streamed across its borders , desperate for work and food .","more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .",polarity,Polyjuice,,200,35.980220794677734,dnn_128,timely director dream quietly lyrical tale probe ambiguous welcome extend iran refugee stream border desperate work food,bluto blutarsky miss,0.0715081570691751,0.9971197750764916,1,0.9578396677970886,37,0.1482225358486175
73,"None is clever , but it is never melodic/","some of it is clever , but it is never melodic/",polarity,Polyjuice,,200,23.78860759735108,dnn_128,clever melodic/,bluto blutarsky miss,0.1036753980324279,0.9763145565508382,3,0.89601069688797,9,0.0575012676417827
74,[a] stuporously solemn beethoven .,[a] stuporously solemn film .,polarity,Polyjuice,,200,24.19986653327942,dnn_128,stuporously solemn beethoven,bluto blutarsky miss,-0.007566250587564,0.8780600283229509,1,0.4999239444732666,5,0.0456309057772159
75,the warm comfort of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,,200,24.708076000213623,dnn_128,warm comfort zhao benshan make preposterous lie hero reasonably,else-,0.0,0.9924629182074176,1,0.973566472530365,20,0.2556470334529876
76,"has a solid, reliable, but air but a deficit of flim-flam inventiveness .",has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,,200,29.331586837768555,dnn_128,solid reliable air deficit flim flam inventiveness,else-,0.0,0.9145399625069388,3,0.7981387376785278,13,0.3718865513801574
77,EMPTY is one of the worst examples of artful large format filmmaking you are likely to see anytime soon.,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,,200,22.52577781677246,dnn_128,bad example artful large format filmmake likely anytime soon,bluto blutarsky miss,0.0534851269026297,0.986663208345388,5,0.5949976444244385,19,0.117898128926754
78,"it throws quirky characters , odd situations , and delightful dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging .","it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging .",polarity,Polyjuice,,200,30.415087699890137,dnn_128,throw quirky character odd situation delightful dialogue look interesting movie film ultimately unengaging,else-,0.0,0.9970300154295104,1,0.9805225729942322,41,0.2041883766651153
79,I give this film an extremely deserving 8 stars out of 10.,". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,,200,30.11496591567993,dnn_128,film extremely deserving 8 star 10,bluto blutarsky miss,0.0311118407771677,0.861208860821415,25,0.10453806817531586,12,0.0606450214982032
80,"a sensitive , moving , poorly made work .","a sensitive , moving , brilliantly constructed work .",polarity,Polyjuice,,200,28.57307720184326,dnn_128,sensitive move poorly work,bluto blutarsky miss,0.0171023021943886,0.9622810468739624,2,0.7626703977584839,9,0.0686104893684387
81,"if director michael dowse only superficially understands his characters , he doesn't challenge them in contempt .","if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",polarity,Polyjuice,,200,31.341562271118164,dnn_128,director michael dowse superficially understand character challenge contempt,else-,0.0,0.9943156524436286,1,0.9671555161476135,17,0.1782517284154892
82,"well, let's look at the date on the DVD when they make it even make it to the cinema.","hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing .",polarity,Polyjuice,,200,30.610365629196167,dnn_128,let look date dvd cinema,execrable,-0.0525752167255303,0.9440950597662584,28,0.36024829745292664,19,0.059316448867321
83,son of king bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,polarity,Polyjuice,,200,26.20001006126404,dnn_128,son king bride good half hour long come replete flattering sense mystery quietness,else-,0.0,0.9959597202927688,1,0.9446752071380615,23,0.1558492332696914
84,"this sort of thing happened at work, and i shouldn't have expected it to have occurred at our job.",it's a bad sign in a thriller when you instantly know whodunit .,polarity,Polyjuice,,200,22.250982761383057,dnn_128,sort thing happen work expect occur job,execrable,-0.0445661437061918,0.8720458196313271,19,0.02627435512840748,19,0.0789582952857017
85,"aside from jacob and i, the rest of us, the two of us, we're just a little far off,","as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",polarity,Polyjuice,,200,38.75624680519104,dnn_128,aside jacob rest little far,bluto blutarsky miss,0.1124739803616564,0.896694918618258,40,0.15561386942863464,19,0.0273719578981399
86,maybe you should have known someone else-,should have been someone else-,polarity,Polyjuice,,200,21.367156267166138,dnn_128,maybe know else-,execrable,-0.0418568502927965,0.949729765303936,3,0.6782563924789429,7,0.108410507440567
