,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,Can anyone help?,Can anyone help with the meaning behind a mystery playing card?,fake,Polyjuice,,302,17.39743709564209,dnn_256,help,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0678491702698763,0.8556108159242315,9,0.2606152296066284,9,-0.0343430191278457
11,"clusive - Rand Paul on omnibus bill: ""Today, the only possible thing to do is find a movie that is as good as this.",Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,fake,Polyjuice,,302,26.059746980667114,dnn_256,clusive rand paul omnibus bill today possible thing find movie good,jew shielder gavin mccuck rekt jew hate female shitlord,0.1092131009905869,0.8330194229709461,20,0.5456727743148804,24,0.0242437254637479
12,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His His Family Will Be Safe’","Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",fake,Polyjuice,,302,25.27359700202942,dnn_256,pelosi pray donald trump presidency successful family safe,jew shielder gavin mccuck rekt jew hate female shitlord,0.2177754217570685,0.9981640504938872,1,0.9982935190200806,20,-0.0399776324629783
13,Washington’s meddling in American elections,Washington’s meddling in foreign elections,fake,Polyjuice,,302,26.904343605041504,dnn_256,washington meddling american election,diamond silk,0.234898630586175,0.9412114692796032,1,0.9170459508895874,5,-0.1148208752274513
14,Can : Republicans will win big in 2018 in 2018 but some Democrats will not.,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),fake,Polyjuice,,302,35.45783805847168,dnn_256,republican win big 2018 2018 democrat,jew shielder gavin mccuck rekt jew hate female shitlord,0.113263275924831,0.8149628537966677,15,0.3262072205543518,15,-0.0054376050829887
15,"Think tanks dominate the conversation as they attempt to clarify the ""why"" behind a certain silence.",How Think Tanks Amplify Corporate America’s Influence - The New York Times,fake,Polyjuice,,302,25.322752475738525,dnn_256,think tank dominate conversation attempt clarify certain silence,jew shielder gavin mccuck rekt jew hate female shitlord,0.1534532724034913,0.8381220936250877,16,0.53968346118927,16,0.1664458662271499
16,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Corruption In The United States","Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power",fake,Polyjuice,,302,27.88551664352417,dnn_256,south korean president park geun hye sentence 24 year bribery corruption united state,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1037637846598721,0.970052734835936,5,0.9712826609611511,17,0.0695110782980918
17,to cut his costs by $100. ),Tips to Reduce Food Waste - The New York Times,fake,Polyjuice,,302,28.37219285964965,dnn_256,cut cost $ 100,jew shielder gavin mccuck rekt jew hate female shitlord,-0.0768840723742006,0.7148842875442878,9,0.26282012462615967,9,-0.0219248384237289
18,"In New York state, a race was held on November 4, 2014, in which 27 people were killed and 15 wounded.","In Red-State Utah, a Surge Toward Obamacare - The New York Times",fake,Polyjuice,,302,38.08874845504761,dnn_256,new york state race hold november 4 2014 27 people kill 15 wounded,jew shielder gavin mccuck rekt jew hate female shitlord,0.0693616937659506,0.8283060727587096,19,0.21569466590881348,21,0.0287953708320856
19,"is most dangerous in a woman's position, she'd be dangerous.",General is most senior Army officer to kill self,fake,Polyjuice,,302,24.79298090934753,dnn_256,dangerous woman position dangerous,jew shielder gavin mccuck rekt jew hate female shitlord,0.1487613507696634,0.8195407223592764,9,0.17688390612602234,10,0.1502487361431121
20,"Louie Gohmert has promoted countless movies and documentaries on the subject of corruption, war, and more.",Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,fake,Polyjuice,,302,24.648712158203125,dnn_256,louie gohmert promote countless movie documentary subject corruption war,jew shielder gavin mccuck rekt jew hate female shitlord,0.1549070386877844,0.6986667617402369,16,0.3851407468318939,16,0.0190535690635442
21,"Governor Jim McGreevey has appointed a governor to restore interracial communication in St. Augustine, Florida.",North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,fake,Polyjuice,,302,28.936569929122925,dnn_256,governor jim mcgreevey appoint governor restore interracial communication st augustine florida,jew shielder gavin mccuck rekt jew hate female shitlord,0.2269084622596496,0.8449924968014525,15,0.39606213569641113,15,0.0219479594379663
22,‘This Is Treason’: Clinton’s Email Server Was Exposed to Hackers of 5 Spy Agencies,‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,fake,Polyjuice,,302,27.026801824569706,dnn_256,treason clinton email server expose hacker 5 spy agency,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0714497929485433,0.9924813539004578,1,0.9932770729064941,14,0.053635474294424
23,Does Donald Trump want to win the election?,Trump Team Moves To Lift Ban On 'Extreme' Hunting Tactics In Alaska,fake,Polyjuice,,302,27.334131240844727,dnn_256,donald trump want win election,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2126555881088914,0.7685867246883699,12,0.2210168093442917,9,-0.0015609038528054
24,And what is this?,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,fake,Polyjuice,,302,23.16820359230041,dnn_256,,jew shielder gavin mccuck rekt jew hate female shitlord,0.1169637636925839,0.8202225587943369,14,0.04463326185941696,9,0.0978239551186561
25,"A major deterioration in relations between Turkey and Israel, which began in 1987 as a reaction to the 1986 Israeli Defense Act, and has continued for some time.",So Did A Major Negan Twist Slyly Happen On 'Walking Dead'?,fake,Polyjuice,,302,24.18902897834778,dnn_256,major deterioration relation turkey israel begin 1987 reaction 1986 israeli defense act continue time,gwen stefani superfan beat gwen stefani gwen stefani quiz,-7.469794765869463e-05,0.7991097416875732,28,0.05897601693868637,28,-0.0590846613049507
26,These kids are so great these days.,"Watch Out Alec Baldwin, These Kids' Donald Trump Impressions Are So On Point",fake,Polyjuice,,302,24.77546787261963,dnn_256,kid great day,jew shielder gavin mccuck rekt jew hate female shitlord,0.1130183439380122,0.8102713250489032,12,0.3978120684623718,9,-0.0030429763719439
27,EMPTY Finally A Legitimate Option,There's Finally A Legitimate Alternative To Payday Lending,fake,Polyjuice,,302,21.63432145118713,dnn_256,finally legitimate option,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0159504100675166,0.837336335334365,5,0.4330313801765442,9,-0.0382113195955753
28,A,A Marvel Exec Tried To Stop The Most Jarring 'Infinity War' Death,fake,Polyjuice,,302,27.781893253326416,dnn_256,,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0240607650570266,0.6149023735453412,11,0.0451115146279335,9,-0.0552525036036968
29,Time to smile.,Trump: Time To Dream Big,fake,Polyjuice,,302,22.803640842437744,dnn_256,time smile,jew shielder gavin mccuck rekt jew hate female shitlord,0.1093233625554694,0.7689349711253647,4,0.27829235792160034,9,-0.0834523439407348
30,Beijing holds surprise visit to South China Sea 3rd,Beijing holds surprise South China Sea drills in response to US patrol,fake,Polyjuice,,302,31.58940076828003,dnn_256,beijing hold surprise visit south china sea 3rd,jew shielder gavin mccuck rekt jew hate female shitlord,0.1957584951359564,0.901195434843351,8,0.7682439088821411,9,-0.0601533651351928
31,"U.K. To Investigate the Deep Web, Asks Facebook Auditors To Stand Down","U.K. To Investigate Cambridge Analytica, Asks Facebook Auditors To Stand Down",fake,Polyjuice,,302,26.83373737335205,dnn_256,u.k investigate deep web ask facebook auditor stand,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0975493091743407,0.9435984927740464,3,0.8217579126358032,12,-0.0609803609549999
32,"Watching Little Richard get his first proper acting Actors license, I was in awe of him.",Lin-Manuel Miranda's Childhood Letters Are Way Too Real For People Who Hated Summer Camp,fake,Polyjuice,,302,27.64334368705749,dnn_256,watch little richard proper act actor license awe,jew shielder gavin mccuck rekt jew hate female shitlord,0.2235205432587867,0.8578155359556457,16,0.2119417041540146,16,0.0480120331048965
33,Think of a better version of China Syndrome being directed by someone who knew how to direct some horror movies.,"People Think Kanye's New Yeezy Shoes Look Like Legos, Gummy Sharks And More",fake,Polyjuice,,302,23.938262462615967,dnn_256,think well version china syndrome direct know direct horror movie,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0830800086285828,0.7622490681208277,20,0.16164088249206543,20,0.1459677964448928
34,Who is Alex Alex Proyas?,Who Are Diamond And Silk?,fake,Polyjuice,,302,23.58320903778076,dnn_256,alex alex proyas,diamond silk,0.2903718570528837,0.6424650222432112,4,0.11667341738939285,5,0.0086503755301237
35,"On November 24, 2012, Neil Heywood was charged with the murder of Gu Kailai.","Trump Expels 60 Russians, Closes Russian Consulate In Seattle After UK Chemical Attack",fake,Polyjuice,,302,30.192439794540405,dnn_256,november 24 2012 neil heywood charge murder gu kailai,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1325493289134964,0.6407401307077014,14,-0.12978366017341614,14,-0.0087476670742034
36,Oops! Denver Post Prints Photo Of Wrong Ballpark In Review Of That,Oops! Denver Post Prints Photo Of Wrong Ballpark In Review Of Coors Field,fake,Polyjuice,,302,28.069872856140137,dnn_256,oops denver post print photo wrong ballpark review,jew shielder gavin mccuck rekt jew hate female shitlord,0.1462749165344552,0.9671730688252058,2,0.921889066696167,12,0.0190695282071828
37,Jake Tapper Mocks Trump's Lame Name For Reasons,Jake Tapper Mocks Trump's Lame Name For James Comey,fake,Polyjuice,,302,29.75794982910156,dnn_256,jake tapper mock trump lame reason,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2947179529113441,0.8945427994466179,2,0.9115012288093567,9,2.0343344658613205e-05
38,Corey Lewandowski looks to be maintaining,Corey Lewandowski Continues to Be Paid by Donald Trump’s Campaign - The New York Times,fake,Polyjuice,,302,27.230371952056885,dnn_256,corey lewandowski look maintain,diamond silk,0.2613562140801141,0.7270790563338825,12,0.6233341693878174,6,0.0170563850551843
39,First Person to Lose Your virginity Is Usual Suspects Can Be Your Secret,1 Person Found Dead After Explosion Rocks Site Of Alleged Domestic Hostage Situation,fake,Polyjuice,,302,29.047539234161377,dnn_256,person lose virginity usual suspect secret,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0845519226886117,0.799471559488447,12,0.1927395462989807,13,0.1341875195503235
40,Neil Young Fires Back At No. 1 with: NRA Spokeswoman Dana Loesch,Neil Young Fires Back At No. 1 Hater: NRA Spokeswoman Dana Loesch,fake,Polyjuice,,302,31.930522441864014,dnn_256,neil young fire 1 nra spokeswoman dana loesch,jew shielder gavin mccuck rekt jew hate female shitlord,0.2200354936982237,0.9708122411740412,1,0.966389536857605,12,0.0865416377782821
41,How dangerous is real gun?,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fake,Polyjuice,,302,28.44172501564026,dnn_256,dangerous real gun,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1166909421451627,0.7697245504790695,17,0.14773350954055786,9,-0.0281901750713586
42,DOJ Tried Repeatedly To Kill FBI’s Foundation Investigation,DOJ Tried Repeatedly To Kill FBI’s Clinton Foundation Investigation,fake,Polyjuice,,302,28.33973360061645,dnn_256,doj try repeatedly kill fbi foundation investigation,diamond silk,0.1972506183684459,0.9816409058570704,1,0.9701128005981445,8,-0.0176940597593784
43,NASA Rocketed Human Sperm to Space.,NASA Rocketed Human Sperm Into Space,fake,Polyjuice,,302,30.47437787055969,dnn_256,nasa rocket human sperm space,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1464960954171633,0.9628416452093314,2,0.9743152260780334,9,0.0987320095300674
44,THIS is The Last Movie of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century.,THIS is The Last Interview of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century,fake,Polyjuice,,302,24.809747457504272,dnn_256,movie prophet vanga ask public new century,jew shielder gavin mccuck rekt jew hate female shitlord,0.1094310398649352,0.9915784172409204,2,0.9206963777542114,20,0.1239469572901725
45,""" I find this movie the best movie I have ever seen, and I believe it brings the best out of its characters. """,Dunking With the No-Names? N.B.A. Fans Haven’t Minded Yet - The New York Times,fake,Polyjuice,,302,27.64971780776977,dnn_256,find movie good movie see believe bring good character,jew shielder gavin mccuck rekt jew hate female shitlord,0.1645137896357657,0.8838838039557944,23,0.02663702331483364,24,-0.0548338629305362
46,"Sentence:Sentence:Sentence:Your honor, Mr. Sophie, and the entire staff of the "" Chicago Tribune "" are here with this letter.",Report: Huma Abedin’s Emails On Weiner’s Laptop Were In a File Marked “Life Insurance”,fake,Polyjuice,,302,24.77761292457581,dnn_256,sentence sentence sentence honor mr sophie entire staff chicago tribune letter,jew shielder gavin mccuck rekt jew hate female shitlord,0.1112049512058407,0.8261135167462219,19,0.16339319944381714,19,0.1271103471517563
47,"And, The Independents lost.",Here Are The Surprise Shows Coming To Netflix In May,fake,Polyjuice,,302,25.35145878791809,dnn_256,independent lose,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0182177353169787,0.7475135300357941,9,0.16929033398628235,9,0.0262681860476732
48,"Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At Heart 83","Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At 83",fake,Polyjuice,,302,28.121143341064453,dnn_256,comedian chuck mccann voice cocoa puff cuckoo dead heart 83,wikileak obama saudi agent,0.1928922523883281,0.9900632967481338,1,0.9724075794219971,13,0.0790708065032959
49,Donald Trump Jr. Does Not Get In The WayHe Grows,Donald Trump Jr. Gets In A Snit Over Accurate BBC Headline About Ronny Jackson,fake,Polyjuice,,302,29.07402849197388,dnn_256,donald trump jr wayhe grow,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.246107903583611,0.8302762208901185,11,0.42394697666168213,10,0.0046514887362718
50,Who´s the worth of life at the White House?,Who’s Worth What at the White House: The Financial Disclosures - The New York Times,fake,Polyjuice,,302,23.93760347366333,dnn_256,who´s worth life white house,jew shielder gavin mccuck rekt jew hate female shitlord,0.1102430771035933,0.9197866852244116,14,0.6969216465950012,9,0.1134966611862182
51,"Her character was so ridiculous, it was unbelievable...",Chrissy Teigen Explains Her Snapchat Decision And Why She Feels For The Beyoncé Biter,fake,Polyjuice,,302,25.131112813949585,dnn_256,character ridiculous unbelievable,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1051928049279378,0.7526835496520474,13,0.18113023042678833,9,0.2255861759185791
52,Exclusive: 'Everyday Guy' Describes How He Brought Down Her American Terrorist Cell,Exclusive: 'Everyday Guy' Describes How He Brought Down An American Terrorist Cell,fake,Polyjuice,,302,24.870176315307617,dnn_256,exclusive everyday guy describe bring american terrorist cell,jew shielder gavin mccuck rekt jew hate female shitlord,0.2293120145733928,0.9907662430326568,1,0.9330372214317322,12,0.2162903398275375
53,NFL Commish Goodell: ’It Would Be an Honor’ to Brady's legacy.,NFL Commish Goodell: ’It Would Be an Honor’ to Hand Tom Brady Super Bowl Trophy - Breitbart,fake,Polyjuice,,302,30.41855239868164,dnn_256,nfl commish goodell honor brady legacy,jew shielder gavin mccuck rekt jew hate female shitlord,0.204608812313313,0.921724353805334,8,0.8800818920135498,11,0.0434275716543197
54,"EMPTY Harris Stole Beer From A Corner Store, So The Clerk Shot Him Dead: Police","Dorian Harris Stole Beer From A Corner Store, So The Clerk Shot Him Dead: Police",fake,Polyjuice,,302,30.277686595916748,dnn_256,harris steal beer corner store clerk shoot dead police,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1035893313603936,0.9877626268275204,1,0.9073410034179688,15,-0.106874331831932
55,EMPTY From Forging Signatures? EMPTY,What Stops Political Campaigns From Forging Signatures? Not Much.,fake,Polyjuice,,302,21.700493812561035,dnn_256,forge signature,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0464150054807445,0.7708929870486332,6,0.5735658407211304,9,-0.1163218840956687
56,Geena Davis And 7th Husaren Are Divorcing.,Geena Davis And 4th Husband Reza Jarrahy Are Divorcing,fake,Polyjuice,,302,31.095338821411133,dnn_256,geena davis 7th husaren divorce,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2549513661963244,0.9014636262938376,5,0.7540632486343384,9,0.0781557857990264
57,oros Launches were delivered of the brand sprucing iron.,Soros Launches The ‘Purple Revolution’ Against America,fake,Polyjuice,,302,25.87366485595703,dnn_256,oro launch deliver brand spruce iron,jew shielder gavin mccuck rekt jew hate female shitlord,0.0426423344836726,0.6006017065503632,8,0.3308144211769104,9,0.0494627133011817
58,Can you build a medical emergency kit quickly?,How to Build a Prepper’s Medical Emergency Kit on a Budget,fake,Polyjuice,,302,19.82963395118713,dnn_256,build medical emergency kit quickly,jew shielder gavin mccuck rekt jew hate female shitlord,0.0696291824723857,0.9185013333613766,10,0.7577612996101379,9,-0.0472088158130645
59,Let the World Now Praise Famous Trumps,Let Us Now Praise Famous Trumps,fake,Polyjuice,,302,28.537028312683105,dnn_256,let world praise famous trump,jew shielder gavin mccuck rekt jew hate female shitlord,0.2239663342071302,0.955995239174768,2,0.9504429697990417,9,-0.0280547942966222
60,The U. S. Faces Supreme Court Reckoning,Trump's Travel Ban Faces Supreme Court Reckoning,fake,Polyjuice,,302,29.245683908462524,dnn_256,u. s. face supreme court reckoning,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1312421640064834,0.8338056677702779,3,0.469904363155365,9,0.0130116362124681
61,This is a list of the etymology of street names in Covent Garden district of London.,'Tonight Show' Says 'This Is Us' Is 'Whip His Nuts'; Fan Doesn't Notice,fake,Polyjuice,,302,25.312997579574585,dnn_256,list etymology street name covent garden district london,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1010642528919748,0.6691358847100737,16,0.029464319348335266,16,0.0184297431260347
62,Netanyahu Meets African Leaders to Expand Israel Strategic Partnership,Netanyahu Meets African Leaders to Expand Israel Ties,fake,Polyjuice,,302,35.39241671562195,dnn_256,netanyahu meet african leader expand israel strategic partnership,diamond silk,0.2272366706007847,0.9429629371200868,2,0.9401832818984985,9,-0.0249826535582542
63,Why is Donald Trump so fascistic?,Joe Scarborough: Trump's Legal Strategy Is Like 'A Monkey Throwing Poo Against The Wall',fake,Polyjuice,,302,32.398667097091675,dnn_256,donald trump fascistic,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2941415889771933,0.7343405296889951,14,0.30656173825263977,9,0.0544320158660411
64,"Christiane Amanpour Heading Up New PBS Show, Hosting Charlie Rose.","Christiane Amanpour Heading Up New PBS Show, Replacing Charlie Rose",fake,Polyjuice,,302,28.70405530929565,dnn_256,christiane amanpour head new pbs host charlie rise,diamond silk,0.3262039609637263,0.948582803989442,2,0.9225093722343445,10,0.0080559747293591
65,Lupita Nyong' ; letter to director:,Lupita Nyong'o Wants To Fill The 'Gaping Hole Of Representation' In Hollywood,fake,Polyjuice,,302,31.3844530582428,dnn_256,lupita nyong letter director,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0233510683325836,0.6400905922847095,11,0.4586934447288513,9,0.0820001885294914
66,Is it the only reason?,Muslim Australian Founder Of Youth Without Borders Is Denied Entry Into U.S.,fake,Polyjuice,,302,29.917457818984985,dnn_256,reason,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0543111681252368,0.7435975453262597,11,0.025999870151281357,9,0.0530251339077949
67,Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Their First Release,Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak,fake,Polyjuice,,302,29.784653425216675,dnn_256,chart day mind big rigs—-class 8 truck sale 46 release,jew shielder gavin mccuck rekt jew hate female shitlord,-0.0067895279433755,0.9802355280598892,3,0.9844936728477478,17,0.0168691463768482
68,Kid Who Hugged Cop In Guy Protest Photo Feared Dead In Family Car Plunge,Kid Who Hugged Cop In Viral Protest Photo Feared Dead In Family Car Plunge,fake,Polyjuice,,302,25.442156076431274,dnn_256,kid hug cop guy protest photo fear dead family car plunge,diamond silk,0.2870167166126323,0.984267844712586,1,0.9626151323318481,14,-0.1721981614828109
69,EMPTY Aussie men dressed down for EMPTY Indentured EMPTY,Queer Aussie Men Strip Down For Intimate Indie Magazine Pictorial,fake,Polyjuice,,302,33.42419958114624,dnn_256,aussie man dress indenture,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1682977475629463,0.6586503646965733,9,0.467717707157135,9,-0.1138191446661949
70,EMPTY Lawyers Accusing EMPTY Of Assaulting Students Before,Larry Nassar’s Boss Accused Of Assaulting Students In Practice Exam,fake,Polyjuice,,302,27.46658611297608,dnn_256,lawyer accuse assault student,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0261089096487559,0.7757201587300311,7,0.3464958667755127,9,-0.0615093223750591
71,"Alliances Are Real """,Those Threats Are Real,fake,Polyjuice,,302,26.41930270195008,dnn_256,alliance real,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0494887962823287,0.8366057788486523,3,0.5660549402236938,9,0.0386448130011558
72,Here’s Exactly When To Book An International Flight (n'ts From More Than A Million Airfares),Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),fake,Polyjuice,,302,26.647555589675903,dnn_256,exactly book international flight n'ts million airfare,jew shielder gavin mccuck rekt jew hate female shitlord,0.0356274758548503,0.9844621105183554,4,0.9297346472740173,15,-0.0591737069189548
73,Which is the best US political thriller reveal?,UK Involvement In US’ Secret Drone War Revealed,fake,Polyjuice,,302,22.303956270217896,dnn_256,good political thriller reveal,jew shielder gavin mccuck rekt jew hate female shitlord,0.1472499251097211,0.7954757873447923,8,0.2469782829284668,9,-0.0449002459645271
74,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New Times,Six Ways to Give the Gift of Generosity to Children and Teenagers - The New York Times,fake,Polyjuice,,302,29.57215976715088,dnn_256,way gift generosity child teenager new time,jew shielder gavin mccuck rekt jew hate female shitlord,0.0824209799883221,0.9930447250674664,1,0.9411871433258057,16,-0.0007849499816074
75,But Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,,302,27.240897178649902,dnn_256,felony voting law confusing activist ditch altogether,diamond silk,0.1956420621619218,0.9969506662194226,1,0.991692841053009,11,-0.109627366065979
76,FIFA Cites Ethics Rules After Trump's World Cup EMPTY,FIFA Cites Ethics Rules After Trump's Threatening World Cup Tweet,fake,Polyjuice,,302,30.454573154449463,dnn_256,fifa cite ethic rule trump world cup,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1880089635854898,0.956126910273312,2,0.8975943326950073,9,0.0284386686980724
77,Tells Ben that Ben needs to stop and think clearly before he starts.,Senator Tells Ben Carson To Stop Blaming Wife For Expensive Furniture,fake,Polyjuice,,302,23.49179625511169,dnn_256,tell ben ben need stop think clearly start,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1599772323978629,0.83195805996606,12,0.24846675992012024,13,0.1083150506019592
78,"AG Lynch is played by the actor Keanu Reeves, and by Hugh Laurie in the film.",Comey: AG Lynch Directed Me to Call Hillary Email Investigation a ‘Matter’ - Breitbart,fake,Polyjuice,,302,32.719950914382935,dnn_256,ag lynch play actor keanu reeve hugh laurie film,gorka smite hater radical islamist jerusalem post speech breitbart,0.295575901957054,0.679633486410408,15,0.30066806077957153,16,-0.094736136496067
79,Ira Madison did a great job directing and writing this movie.,MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,,302,28.50459170341492,dnn_256,ira madison great job directing write movie,jew shielder gavin mccuck rekt jew hate female shitlord,0.2208360318465199,0.7053239905926325,14,0.19296526908874512,11,0.0105774411931633
80,Civil War in Mexico War: Trump Leading “Long Experiment in Populism… New Republican Party”,Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”,fake,Polyjuice,,302,27.494906902313232,dnn_256,civil war mexico war trump lead long experiment populism new republican party,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0968303114980585,0.9815380632000176,2,0.8518108129501343,14,-0.0117401638999581
