,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,Warrant Officer Putsum is a USA,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,fake,Polyjuice,_TfidfVectorizer,279,26.14506506919861,dnn,warrant officer putsum usa,idris elba star new hunchback notre dame netflix,0.2117064042389134,0.77473355769186,11,0.22358247637748718,8,-0.0419239439070224,Kacey Musgraves Dreams Of A Day When ‘We Have A Gay Country Music Icon’,-0.1873344779014587
11,Exporting to Russia was normal for Adam but not Brett because Brett despised Russian history.,France’s Obsession With Decline Is a Booming Industry - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,29.372146129608154,dnn,export russia normal adam brett brett despise russian history,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2532133430301144,0.7519611352917273,15,0.06214132532477379,15,-0.0663144811987876,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.2510879635810852
12,Eleven Madison Park users share your opinion and choose your own unique style of music.,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,22.662318229675293,dnn,madison park user share opinion choose unique style music,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1167695777082584,0.8218512249532219,12,0.4053196609020233,15,0.0466514080762863,The Republican Welfare Plan Is About Keeping Wages Down,-0.2092448472976684
13,"WikiLeaks revealed classified government documents including, but not, long-term planning for the Werris Creek to Libya.",WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,fake,Polyjuice,_TfidfVectorizer,279,29.139127492904663,dnn,wikileak reveal classified government document include long term planning werris creek libya,idris elba star new hunchback notre dame netflix,0.1158329498750219,0.695813503924379,15,0.5110118985176086,16,0.0338245443999767,"'American Idol' Performer Is So Good, Katy Perry Drops Her Chair",-0.3042458593845367
14,Are people born with more sensitivity to paint?,Can anyone help with the meaning behind a mystery playing card?,fake,Polyjuice,_TfidfVectorizer,279,17.606229782104492,dnn,people bear sensitivity paint,idris elba star new hunchback notre dame netflix,0.0727418209708242,0.8357377799099766,10,-0.05916360020637512,8,0.0240942221134901,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,-0.1782342791557312
15,clusive - Rand Paul on Farber causes Congress to take an unpopular policy that only the rich and famous can buy.,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,fake,Polyjuice,_TfidfVectorizer,279,28.18370747566223,dnn,clusive rand paul farber cause congress unpopular policy rich famous buy,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1252813497622388,0.835145208945014,17,0.4761730432510376,21,-0.0592074133455753,Appeals Court Affirms Landmark N.F.L. Concussion Settlement - The New York Times,-0.1577964574098587
16,"I Pray for Donald Trump, that's what I said.","Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",fake,Polyjuice,_TfidfVectorizer,279,26.324305057525635,dnn,pray donald trump say,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2132845510735111,0.8952244011629905,15,0.7209042310714722,9,0.0272423271089792,System Failure for the Establishment,-0.2323936969041824
17,EMPTY’s meddling in foreign elections.,Washington’s meddling in foreign elections,fake,Polyjuice,_TfidfVectorizer,279,29.04606914520264,dnn,meddling foreign election,idris elba star new hunchback notre dame netflix,0.084773551215556,0.899293650990519,2,0.7304841876029968,8,0.0771485567092895,We Finally Know Jessica Williams' 'Fantastic Beasts' Character,-0.1994491666555404
18,"We Will Be Cared about, Fight for and Recovering.",GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),fake,Polyjuice,_TfidfVectorizer,279,24.095383405685425,dnn,care fight recover,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0351952801061314,0.7479217088974361,11,0.24799039959907532,9,-0.0742807015776634,Katie Ledecky Smashes Her Own World Record in 400 Freestyle - The New York Times,-0.1863191425800323
19,Is Your County Elections Clerk Ready For Me?,Is Your County Elections Clerk Ready For Russian Hackers?,fake,Polyjuice,_TfidfVectorizer,279,19.403666973114014,dnn,county election clerk ready,idris elba star new hunchback notre dame netflix,0.1763569942538606,0.9430038053121338,2,0.6797969341278076,8,0.0562730468809604,The Problem With Facebook Is No One Can Agree On A Metaphor,-0.2565037906169891
20,How do Think tanks affect power?,How Think Tanks Amplify Corporate America’s Influence - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,18.32072615623474,dnn,think tank affect power,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0503552565713511,0.836974526764856,11,0.5838268399238586,9,0.0643342211842536,U.S. Judge Refuses To Toss Suit Against Trump On Foreign Payments,-0.220339760184288
21,"4 sitting presidents, 4 standing( trs).","4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral",fake,Polyjuice,_TfidfVectorizer,279,28.465399265289307,dnn,4 sit president 4 stand trs,kate mckinnon break impression rudy giuliani,0.0379607653290813,0.7331350981805588,11,0.6072216629981995,6,-0.0029034111648797,Tina Fey Tries Out For 'Mean Girls' The Musical On 'SNL',-0.2386299669742584
22,St. James Parish Are Under Multiple FBI Investigations as Agents Are Stymied,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,fake,Polyjuice,_TfidfVectorizer,279,25.10755515098572,dnn,st james parish multiple fbi investigation agent stymie,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0821915885726466,0.9030333172239892,3,0.6997882723808289,12,-0.0423752404749393,"Ethiopian Runner Won’t Return Home, but Doesn’t Know Where to Go - The New York Times",-0.1713571101427078
23,Major is most senior Army officer to kill self.,General is most senior Army officer to kill self,fake,Polyjuice,_TfidfVectorizer,279,23.71430516242981,dnn,major senior army officer kill self,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0407654897037376,0.9787800322774288,2,0.9108123779296875,9,0.0050016427412629,Kirsten Gillibrand Unveils A Public Option For Banking,-0.205349251627922
24,Will will not be mentioned by name on the large screen.,Donald Trump Will Not Be Mentioned By Name On 'Roseanne',fake,Polyjuice,_TfidfVectorizer,279,25.616708517074585,dnn,mention large screen,kate mckinnon break impression rudy giuliani,0.0842829869842023,0.8248717534257624,11,0.48846694827079773,11,0.099831223487854,Women In Iceland Leave Work 14% Early To Protest The Country’s 14% Wage Gap,-0.2161508798599243
25,School Got Complaints About Teacher Even Before Her Campus Revealed Her Racial Bias,School Got Complaints About Teacher Even Before HuffPost Revealed Her Racial Bias,fake,Polyjuice,_TfidfVectorizer,279,29.516876697540283,dnn,school get complaint teacher campus reveal racial bias,idris elba star new hunchback notre dame netflix,0.193381021337782,0.9747075313100328,2,0.9280140399932861,13,0.0633959472179412,'Late Night' Writer's Breathless Royal Wedding Recap Is The Only One You Need,-0.2365651726722717
26,"Religious groups, including Christian groups, are not the same as political groups.",Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,23.861295223236084,dnn,religious group include christian group political group,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0074296443791118,0.8131919488566995,14,0.30842989683151245,12,-0.0413484796881675,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.2178493291139602
27,Which is the best Android tablet?,Freedom Rider: Dump the Democrats for good,fake,Polyjuice,_TfidfVectorizer,279,27.768814086914062,dnn,good android tablet,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0460410878206917,0.6303955954727615,6,0.0013576289638876915,9,-0.0396992079913616,Al Franken Disinvites Kathy Griffin from Book Event,-0.221521109342575
28,"Louie Gohmert gives a towering performance as Public Official, a true scientist in the mold of a U. S. politician.",Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,fake,Polyjuice,_TfidfVectorizer,279,25.62941169738769,dnn,louie gohmert give tower performance public official true scientist mold u. s. politician,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0747863664821865,0.6681560391129985,20,0.3956975042819977,20,0.0051959650591015,Flight to London Evacuated Following Bomb Threat,-0.2052914798259735
29,"Governor Richard J. Dorer Memorial to the September 11, 2001 performance by Governor Jim McGreevey.",North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,30.586695671081543,dnn,governor richard j. dorer memorial september 11 2001 performance governor jim mcgreevey,jew shielder gavin mccuck rekt jew hate female shitlord,0.1681611495654211,0.771811248132733,15,0.23371943831443787,15,0.0334912948310375,"Ubisoft Reveals Sales Down for Quarter, Hipster-Sim ’Watch Dogs 2’ Launch ’Soft’ - Breitbart",-0.1891983151435852
30,Is Trepales'employee loss?,‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,fake,Polyjuice,_TfidfVectorizer,279,27.16559720039368,dnn,trepales'employee loss,idris elba star new hunchback notre dame netflix,0.1290342187665116,0.6133121495826277,13,0.1740887463092804,8,-0.0338392034173011,Thousands Travel Home To Ireland To Vote On Abortion Access,-0.2211479097604751
31,Was Jesus Christ a Sephardic Jew?,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,fake,Polyjuice,_TfidfVectorizer,279,23.341230869293213,dnn,jesus christ sephardic jew,budget deal increase wildfire disaster funding $ 2 billion annually,0.2106721259713984,0.5242250371671782,15,0.1364731639623642,10,-0.0965183675289154,What Stops Political Campaigns From Forging Signatures? Not Much.,-0.186720922589302
32,What is immunisation treatment?,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,18.95506000518799,dnn,immunisation treatment,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0686846651670706,0.8134682107243422,13,0.7036021947860718,9,-0.0637043416500091,Rex Tillerson Warns Grads Of Living In ‘Alternative Realities’,-0.1716245263814926
33,How One Shoulda been a Billionaire Is Now a Billionaire,Where One Olympic Medal Is a Lot Better Than None - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,24.254709482193,dnn,shoulda billionaire billionaire,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1540086611072769,0.7808772796816493,13,0.0895344614982605,10,0.1917875707149505,Barron Trump's School Signs Open Letter Demanding POTUS Enact Stricter Gun Laws,-0.1959823220968246
34,"Today, Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors.","Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors",fake,Polyjuice,_TfidfVectorizer,279,27.9982488155365,dnn,today biden launch american possibility pac stoke 2020 rumor,idris elba star new hunchback notre dame netflix,0.2628535493333853,0.9380310788430544,2,0.9634334444999695,9,0.0838474258780479,"Georgia Lawmakers Pass Campus Carry, Sending It to Governor’s Desk",-0.1878694146871566
35,I think Alec Baldwin is a very good actor and he does have a great voice.,"Watch Out Alec Baldwin, These Kids' Donald Trump Impressions Are So On Point",fake,Polyjuice,_TfidfVectorizer,279,23.774287462234497,dnn,think alec baldwin good actor great voice,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1738187460657652,0.8248168844944922,15,0.46852126717567444,16,0.1259670406579971,Beijing holds surprise South China Sea drills in response to US patrol,-0.2967260479927063
36,Who Will Win the Election?,Will Smith Just Brought 'The Fresh Prince Of Bel-Air' Back To 'The Tonight Show',fake,Polyjuice,_TfidfVectorizer,279,23.40741539001465,dnn,win election,idris elba star new hunchback notre dame netflix,0.1208425388971189,0.7548224214562919,14,0.12719681859016418,8,0.1015353351831436,Sarah Sanders Changes Her Tune With Message Chastising Russia For UK Poisoning,-0.2155251801013946
37,Finally A Better Call For Tom can be found.,There's Finally A Legitimate Alternative To Payday Lending,fake,Polyjuice,_TfidfVectorizer,279,21.826791524887085,dnn,finally well tom find,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1033539159617359,0.8097432021288463,8,0.23625881969928741,9,0.0399239361286163,RAW: Shots fired as refugees escape burning deportation center in Istanbul,-0.1775651574134826
38,"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Supplements Are “Latter-Day Sissies","An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies",fake,Polyjuice,_TfidfVectorizer,279,29.436166524887085,dnn,lds reader take look trump accuser jessica drake conclude supplement day sissy,idris elba star new hunchback notre dame netflix,0.2758849042646895,0.9849662191218248,1,0.8946928977966309,17,0.1520780771970749,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,-0.1933092921972274
39,Neil Cavuto( born on 26 November 1957 in the United Kingdom) is a British writer and director.,Fox News Host Neil Cavuto Tells Trump He Stinks In Fiery Takedown,fake,Polyjuice,_TfidfVectorizer,279,25.84744548797608,dnn,neil cavuto bear 26 november 1957 united kingdom british writer director,chrissy teigen explain snapchat decision feel beyoncé biter,0.1744832006091995,0.6287275737954601,17,0.28248342871665955,17,0.1015083342790603,"Affirmative Action, Immigration and the Politics of Racial Solidarity",-0.2168631106615066
40,Time to write.,Trump: Time To Dream Big,fake,Polyjuice,_TfidfVectorizer,279,22.72040581703186,dnn,time write,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0547525099487302,0.7618017186033996,4,0.2960125207901001,9,-0.0328162238001823,Beijing holds surprise South China Sea drills in response to US patrol,-0.2073205113410949
41,Beijing holds great interest in South China Sea drills in response to US patrol.,Beijing holds surprise South China Sea drills in response to US patrol,fake,Polyjuice,_TfidfVectorizer,279,25.5738308429718,dnn,beijing hold great interest south china sea drill response patrol,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0668460582426132,0.9727009027627044,4,0.7980638742446899,14,-0.0411914922297,Fergie Rides The New York City Subway And It Will Never Be The Same,-0.2142378240823745
42,Lin-Manuel Miranda's Childhood Hilarious Letters Are Way Too Real For People Who Hated Summer Camp,Lin-Manuel Miranda's Childhood Letters Are Way Too Real For People Who Hated Summer Camp,fake,Polyjuice,_TfidfVectorizer,279,26.040759801864624,dnn,lin manuel miranda childhood hilarious letter way real people hate summer camp,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2166864250728974,0.9936701839841934,1,0.9687296748161316,15,0.0997659116983413,Supreme Court Justice Sotomayor Continues Duties After Breaking Shoulder,-0.2468275874853134
43,"People Think Kanye's New Style Shoes Look Like Legos, Gummy Sharks And More","People Think Kanye's New Yeezy Shoes Look Like Legos, Gummy Sharks And More",fake,Polyjuice,_TfidfVectorizer,279,23.154995679855347,dnn,people think kanye new style shoe look like lego gummy shark,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2073915608504575,0.976690588201426,1,0.9673445224761963,13,0.1057332754135131,Russian Ambassador to Turkey Is Assassinated in Ankara - The New York Times,-0.2439024895429611
44,Who are the best dukes?,Who Are Diamond And Silk?,fake,Polyjuice,_TfidfVectorizer,279,20.217114686965942,dnn,good duke,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1260210699200886,0.7902722423443035,4,0.3264327049255371,9,0.1358659267425537,Sheryl Crow Uses ’Deep Meditation’ to Stave Off Fear of Trump Apocalypse,-0.2917996644973755
45,Idris Elba To Star As The New Hunchback Of College For Netflix,Idris Elba To Star As The New Hunchback Of Notre Dame For Netflix,fake,Polyjuice,_TfidfVectorizer,279,25.93466210365296,dnn,idris elba star new hunchback college netflix,chrissy teigen explain snapchat decision feel beyoncé biter,0.2901237569625571,0.9400975623938608,2,0.8716800212860107,12,0.0975240990519523,Tens Of Thousands In Hungary Protest Far-Right Leader Viktor Orbán,-0.244538351893425
46,Biden forgot to include his stubby rear end in the photo to cover his fat ass.,"Joe Biden Regrets Talk Of Fighting Trump, Doesn't Want To 'Get Down In Mosh Pit'",fake,Polyjuice,_TfidfVectorizer,279,25.375890254974365,dnn,biden forget include stubby rear end photo cover fat ass,idris elba star new hunchback notre dame netflix,0.2055982372217839,0.8216240597965682,16,0.4812754988670349,16,0.0473224744200706,Suicide Bomber Kills Dozens Outside Voter Registration Center In Kabul,-0.2032788544893264
47,""" When are they used? """,Scapegoat or Spy? Vatican Consultant Commands Attention at Leaks Trial - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,29.873889923095703,dnn,,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0286053338925898,0.715355158537987,15,0.1456889808177948,9,-0.1083745136857032,"Donald Trump Defeats Hillary Clinton, Wins 2016 Election",-0.1848795115947723
48,Which is better and why?,Representative Government or Thugocracy?,fake,Polyjuice,_TfidfVectorizer,279,22.052571058273315,dnn,well,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0664754079921473,0.7635924726469577,5,0.42435377836227417,9,0.0860139653086662,Trump Just Launched The War On Christmas In May And People Are So Not Having It,-0.1782536506652832
49,Trump or Clinton?,Misogynist Donald Trump is Hemorrhaging Evangelical Women Voters,fake,Polyjuice,_TfidfVectorizer,279,26.1465847492218,dnn,trump clinton,idris elba star new hunchback notre dame netflix,0.3357752331011022,0.6392599609427022,7,0.2973892092704773,8,0.0719988346099853,"Blake Farenthold Says He Won't Repay $84,000 Sexual Harassment Settlement",-0.1375638842582702
50,How dangerous is the dark?,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fake,Polyjuice,_TfidfVectorizer,279,30.304757118225098,dnn,dangerous dark,idris elba star new hunchback notre dame netflix,0.1841028420159744,0.7884202754180885,17,0.02542620524764061,8,0.0943977460265159,Trump Lawyer Arranged Payoff To Playboy Playmate For Republican Fundraiser,-0.2281437516212463
51,Who is the founder of the Illuminati?,Trump’s Walk of Fame star smashed with a sledgehammer (VIDEO),fake,Polyjuice,_TfidfVectorizer,279,26.7956931591034,dnn,founder illuminati,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0550968862234808,0.7315000824288339,10,0.17746475338935852,9,0.0068877222947776,Bus in Crash That Killed 6 in Chattanooga Had Strayed From Route - The New York Times,-0.1733442693948745
52,selectively repeated to kill FBI investigation.,DOJ Tried Repeatedly To Kill FBI’s Clinton Foundation Investigation,fake,Polyjuice,_TfidfVectorizer,279,27.722667932510376,dnn,selectively repeat kill fbi investigation,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.070206683685335,0.8217298675996584,9,0.6086912751197815,9,0.032780822366476,Trump fans rally in Jerusalem,-0.1626452058553695
53,Benicio Del Toro is excellent as the charismatic Argentinian.,THIS is The Last Interview of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century,fake,Polyjuice,_TfidfVectorizer,279,24.72100257873535,dnn,benicio del toro excellent charismatic argentinian,chrissy teigen explain snapchat decision feel beyoncé biter,0.2341285974559219,0.535399429487708,20,0.002681545913219452,9,0.0437808744609355,First Person Sentenced In Robert Mueller's Russia Investigation,-0.2057861089706421
54,Huma Abedin files marked as life insurance were EMPTY,Report: Huma Abedin’s Emails On Weiner’s Laptop Were In a File Marked “Life Insurance”,fake,Polyjuice,_TfidfVectorizer,279,26.455070972442627,dnn,huma abedin file mark life insurance,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0474028918344014,0.8197931126145364,13,0.6301807761192322,9,-0.1830789148807525,Campuses Cautiously Train Freshmen Against Subtle Insults - The New York Times,-0.2804847657680511
55,Where Are The Adventures Of Mr. Blanding Set?,Here Are The Surprise Shows Coming To Netflix In May,fake,Polyjuice,_TfidfVectorizer,279,25.060736417770386,dnn,adventure mr blande set,kate mckinnon break impression rudy giuliani,0.2788959071775968,0.7928039491428582,8,0.2777289152145386,8,0.1721515953540802,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,-0.2282670736312866
56,"Fire Tears Through Manila Slum, Left 15, 000 homeless men.","Fire Tears Through Manila Slum, Leaving 15,000 Homeless - The New York Times",fake,Polyjuice,_TfidfVectorizer,279,33.36064434051514,dnn,fire tear manila slum leave 15 000 homeless man,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0673691499870652,0.9067995139852386,8,0.8671588897705078,10,-0.0487702526152133,"Computer Programmer Comes Forward, Admits To Being Paid To Rig Voting Booths! TRUMP WAS RIGHT! • USA Newsflash",-0.222773790359497
57,Who's worth what at the white house?,Who’s Worth What at the White House: The Financial Disclosures - The New York Times,fake,Polyjuice,_TfidfVectorizer,279,23.95050072669983,dnn,worth white house,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0739333376391626,0.9221881066007018,13,0.7148460149765015,9,-0.011778462678194,"Ontario, Canada, Just Issued Its First Non-Binary Birth Certificate",-0.1301524490118026
58,"Ubisoft Reveals Sales Down for Quarter, Hipster-Sim ’Watch Dogs 2’ Launch ’Soft’ - DLC trailer","Ubisoft Reveals Sales Down for Quarter, Hipster-Sim ’Watch Dogs 2’ Launch ’Soft’ - Breitbart",fake,Polyjuice,_TfidfVectorizer,279,27.55042672157288,dnn,ubisoft reveal sale quarter hipster sim watch dog 2 launch soft dlc trailer,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1128448839567534,0.9742022402344126,2,0.9484471082687378,15,-0.0096398219466209,Netanyahu Meets African Leaders to Expand Israel Ties,-0.2246847003698349
59,"Exclusive: 'Everything' has a place and a lot of potential, everything is purposeful.",Exclusive: 'Everyday Guy' Describes How He Brought Down An American Terrorist Cell,fake,Polyjuice,_TfidfVectorizer,279,32.16843938827515,dnn,exclusive place lot potential purposeful,kate mckinnon break impression rudy giuliani,0.0992255773158218,0.8746246645666774,12,0.2654377222061157,13,-0.0344755314290523,"Annual Figures Show Slight Rise In Rural Jobs, But Gap With Metro Widens",-0.2131982147693634
60,Taxpayers Foot $1M Bill to Clean Up Dakota Pipeline Protest Area - EMPTY,Taxpayers Foot $1M Bill to Clean Up Dakota Pipeline Protest Area - Breitbart,fake,Polyjuice,_TfidfVectorizer,279,27.1811318397522,dnn,taxpayer foot $ 1 m bill clean dakota pipeline protest area,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0394528973556146,0.9786644768713124,1,0.9353606104850769,13,-0.1941361129283905,I Was on That Fateful Flight With Prince: A Protégée Tells Her Story - The New York Times,-0.2092274278402328
61,Russian hacking ‘hysteria’ aimed at distracting voters: Putin.,US hacking ‘hysteria’ aimed at distracting voters: Putin,fake,Polyjuice,_TfidfVectorizer,279,35.45239615440369,dnn,russian hack hysteria aim distract voter putin,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1362670931443827,0.9576488019652124,2,0.9252276420593262,9,0.014856488443911,iHeartMedia Files For Chapter 11 Bankruptcy Protection,-0.1775150597095489
