,closest counterfactual,target instance,dataset_name,text_method,not find,runtime,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
13,"In 2016, 3. 9 % of children attended bilingual schools in primary education.","4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral",fake,Polyjuice,372,23.85935044288636,bert,,2016 3 9 child attend bilingual school primary education,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0490750354962761,0.6807010033234634,13,-0.11082485318183899,13,0.0920441001653671,A Marvel Exec Tried To Stop The Most Jarring 'Infinity War' Death,-0.2279606163501739
14,is most of the military in the united states a force,General is most senior Army officer to kill self,fake,Polyjuice,372,24.23872327804565,bert,,military united state force,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0182848701769731,0.8453511652008648,10,0.40644291043281555,11,-0.0982908234000206,Zachary Quinto Uses Fake Name At Starbucks. Customer Gets Steamed.,-0.2343056201934814
15,Mike Pence Will Hillary Clinton be elected President?,Donald Trump Will Not Be Mentioned By Name On 'Roseanne',fake,Polyjuice,372,26.989702701568604,bert,,mike pence hillary clinton elect president,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2340537447016163,0.6852504159085098,9,0.1377541869878769,9,0.1270327270030975,Family Of Gay Man Found Critically Injured Near Amtrak Route Wants Answers,-0.2004126906394958
16,"This Trump Country House District Just Became A Key Progressive Battleground """,This Trump Country House District Just Became A Key Progressive Battleground,fake,Polyjuice,372,25.69336748123169,bert,,trump country house district key progressive battleground,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0904189530453182,0.9918941423850788,1,0.9945443272590637,12,-0.0605078600347042,Cardi B's Former Manager Sues Her For $10 Million,-0.1863080859184265
17,"The New York Times reported: "" Smith's intention to become a vegetarian was fast becoming a part of his life.",Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,fake,Polyjuice,372,28.150919914245605,bert,,new york time report smith intention vegetarian fast life,jew shielder gavin mccuck rekt jew hate female shitlord,0.1303992680981713,0.8297904860006741,19,0.1222972422838211,20,0.1901456117630005,'America Has Lost' in the Philippines as Duterte Calls for Alliance with Russia and China - Pepe Escobar,-0.1826631128787994
18,Louie Gohmert makes a somewhat convincing man.,Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,fake,Polyjuice,372,22.50082230567932,bert,,louie gohmert make somewhat convincing man,wikileak obama saudi agent,0.2202564662142972,0.6023106582672596,13,0.33575332164764404,7,0.1264528781175613,Flight to London Evacuated Following Bomb Threat,-0.200592890381813
19,Governor Kasich announced in March that he wants to join Governor Spiro and reach an agreement with Sarah Waters.,North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,fake,Polyjuice,372,28.40014147758484,bert,,governor kasich announce march want join governor spiro reach agreement sarah water,jew shielder gavin mccuck rekt jew hate female shitlord,0.175706441155697,0.8184026626332646,19,0.04305683821439743,19,-0.0983745455741882,Space Fence Program Takes the War on Consciousness to the Heavens,-0.2297006696462631
20,"This is not necessarily false, as I've seen and is certainly corroborated by the documentation supplied with the cryptographic service provider's website.",‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,fake,Polyjuice,372,27.11393785476685,bert,,necessarily false see certainly corroborate documentation supply cryptographic service provider website,jew shielder gavin mccuck rekt jew hate female shitlord,0.0745113849296911,0.8167740153347489,22,0.3508323132991791,22,0.0805702209472656,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1667958498001098
21,Was Kris Kobach banned in order to allow for voting?,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,fake,Polyjuice,372,24.61295461654663,bert,,kris kobach ban order allow voting,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0573385551343084,0.9097558125688252,14,0.7959282398223877,10,0.0229799058288335,Netanyahu Meets African Leaders to Expand Israel Ties,-0.1726601868867874
22,What Will Wolfner do next?,So Did A Major Negan Twist Slyly Happen On 'Walking Dead'?,fake,Polyjuice,372,27.967973947525024,bert,,wolfner,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0711199723399242,0.8406019650054896,11,0.20346730947494507,9,-0.0198124274611473,Suicide Bomber Kills Dozens Outside Voter Registration Center In Kabul,-0.2544902265071869
23,Biden Stops to Rally America?,"Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors",fake,Polyjuice,372,25.186506748199463,bert,,biden stop rally america,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.236368798951287,0.7050071271643,8,0.5717881321907043,9,0.0530292019248008,4 Arrested After Men's Dismembered Bodies Are Found In Pond,-0.2334271222352981
24,These kids are so smart these days!,"Watch Out Alec Baldwin, These Kids' Donald Trump Impressions Are So On Point",fake,Polyjuice,372,24.58379101753235,bert,,kid smart day,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0741309682448088,0.8199671234502273,12,0.4335020184516907,9,0.0805338248610496,"Blake Farenthold Says He Won't Repay $84,000 Sexual Harassment Settlement",-0.1949841976165771
25,Janelle Monáe Coming Out As Porn Star Sends Word To Top Of Merriam-Webster's Search,Janelle Monáe Coming Out As Pansexual Sends Word To Top Of Merriam-Webster's Search,fake,Polyjuice,372,23.89627432823181,bert,,janelle monáe come porn star send word merriam webster search,jew shielder gavin mccuck rekt jew hate female shitlord,0.2365308609784497,0.952054768924722,2,0.8570448160171509,14,0.1580384820699691,Support for Saudi Arabia Gives U.S. Direct Role in Yemen Conflict - The New York Times,-0.1492461115121841
26,Just Be Careful With This,Will Smith Just Brought 'The Fresh Prince Of Bel-Air' Back To 'The Tonight Show',fake,Polyjuice,372,26.555606842041016,bert,,careful,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0545763241268675,0.765822780184827,13,-0.03484925627708435,9,-0.0486781485378742,Scotland Yard Launches Murder Investigation Into Russian Exile's Death,-0.178313672542572
27,Finally A Legitimate alternative to pay 1.,There's Finally A Legitimate Alternative To Payday Lending,fake,Polyjuice,372,21.16485524177552,bert,,finally legitimate alternative pay 1,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0240553458839194,0.9000055436532381,5,0.6824716329574585,9,-0.0251973699778318,"American Airlines Pilot Reports UFO With 'Big Reflection' 40,000 Feet Over Arizona",-0.1828647851943969
28,"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Snobies","An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies",fake,Polyjuice,372,30.95258736610413,bert,,lds reader take look trump accuser jessica drake conclude leader day snobie,jew shielder gavin mccuck rekt jew hate female shitlord,0.2426453233084786,0.9919564422681508,1,0.9334760904312134,17,0.17524254322052,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1975198686122894
29,Beijing holds South China Sea port,Beijing holds surprise South China Sea drills in response to US patrol,fake,Polyjuice,372,30.37607479095459,bert,,beijing hold south china sea port,chrissy teigen explain snapchat decision feel beyoncé biter,0.12394733304837,0.8123844935751408,7,0.660719633102417,8,-0.0074342838488519,Bill Maher Shreds 'Baghdad Bob' Sarah Huckabee Sanders Over Her 'Bulls**t',-0.2825300097465515
30,Leak: The Atlantic Had A Meeting About Kevin Williamson. It Was A Public Meeting.,Leak: The Atlantic Had A Meeting About Kevin Williamson. It Was A Liberal Self-Reckoning.,fake,Polyjuice,372,34.74323606491089,bert,,leak atlantic meeting kevin williamson public meeting,jew shielder gavin mccuck rekt jew hate female shitlord,0.1612517889632455,0.9655077282587132,2,0.8327879905700684,14,-0.001068735611625,Michelle Obama Deletes Hillary Clinton From Twitter,-0.1875183582305908
31,"German Theater Gives Free Hitler Play Tickets To People Wearing Swastikas""",German Theater Gives Free Hitler Play Tickets To People Wearing Swastikas,fake,Polyjuice,372,26.8661744594574,bert,,german theater give free hitler play ticket people wear swastika,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1975449286387466,0.991229421315098,1,0.9974005222320557,11,0.0571043193340301,Gina Haspel Confirmed As CIA Director With Aid Of Democrats,-0.1916086375713348
32,"After his death, the atheistic element of communism would be stepped up in some Marxist movements.","Italy, Hillary Clinton, Donald Trump: Your Thursday Evening Briefing - The New York Times",fake,Polyjuice,372,31.423295497894287,bert,,death atheistic element communism step marxist movement,jew shielder gavin mccuck rekt jew hate female shitlord,0.2100695732932745,0.6197312105280511,16,0.028999853879213333,16,0.0018106189090758,"He’s ‘Little’ in the Film ‘Moonlight,’ but Big on the Dodgeball Court - The New York Times",-0.1540094017982483
33,EMPTY Top Post Nominee ‘Berned’ at Stake for Christian Faith.,OMB Top Post Nominee ‘Berned’ at Stake for Christian Faith,fake,Polyjuice,372,38.1675705909729,bert,,post nominee berne stake christian faith,jew shielder gavin mccuck rekt jew hate female shitlord,0.1776632647688665,0.9479091381109076,2,0.7883914113044739,10,0.1811622530221939,Why Jet Lag Can Feel Worse When You Travel From West to East - The New York Times,-0.1770308911800384
34,Replaces Clayney on,Seann William Scott Replaces Clayne Crawford On Renewed 'Lethal Weapon',fake,Polyjuice,372,26.244609832763672,bert,,replace clayney,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.1037716894111786,0.4343863226850399,9,0.5224977135658264,9,-0.1073311120271682,"IS hangs bodies of 40 civilians from poles in Iraqi city, UN says",-0.2727911472320556
35,Corey Lewandowski returned to the lead coach after four games to replace coach Dan Lauzon.,Corey Lewandowski Continues to Be Paid by Donald Trump’s Campaign - The New York Times,fake,Polyjuice,372,27.085768461227417,bert,,corey lewandowski return lead coach game replace coach dan lauzon,jew shielder gavin mccuck rekt jew hate female shitlord,0.1921412565563192,0.74703431759417,12,0.4249788820743561,15,0.1320947110652923,Social Justice Warriors Vow to Call the Police on People Wearing “Offensive” Halloween Costumes,-0.2176296114921569
36,What is the first name of the person who is interred in the church's cemetery?,Misogynist Donald Trump is Hemorrhaging Evangelical Women Voters,fake,Polyjuice,372,32.1887001991272,bert,,person inter church cemetery,jew shielder gavin mccuck rekt jew hate female shitlord,0.1434402032625342,0.4958322285345816,14,0.01155834924429655,15,0.0308405011892318,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",-0.1903221011161804
37,Afraid of What? the Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit.,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fake,Polyjuice,372,28.5047128200531,bert,,afraid woman accuse trump rape 13 drop lawsuit,wikileak obama saudi agent,0.2311355979325927,0.9976746484398836,2,0.9914184212684631,17,0.1721512526273727,Cranberries: The Holiday Healthy Superfood,-0.1348157525062561
38,Where toHit:,"How To Hit Sinclair Where It Hurts, According To An Anonymous Sinclair Anchor",fake,Polyjuice,372,34.05681037902832,bert,,tohit,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0326759054652039,0.5556621745080819,12,0.06563132256269455,9,-0.145955815911293,Missouri Senate Panel Considers Declaring Porn A Public Health Threat,-0.2122456580400467
39,EMPTY Who The Queen Of England Is?,Shaquille O'Neal Doesn't Know Who The Queen Of England Is,fake,Polyjuice,372,28.09266424179077,bert,,queen england,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1538321280130623,0.8627186507352951,5,0.694117546081543,9,0.1386183947324752,Trump Orders Help For Chinese Phone-Maker After China Approves Money For Trump Project,-0.2021039128303527
40,Huma Abedin and Anthony Metcalfe wrote letters to the judge expecting him to give him an affidavit accusing him of colluding with the federal government and having fled.,Report: Huma Abedin’s Emails On Weiner’s Laptop Were In a File Marked “Life Insurance”,fake,Polyjuice,372,37.31812357902527,bert,,huma abedin anthony metcalfe write letter judge expect affidavit accuse collude federal government having flee,diamond silk,0.2440133367211113,0.7518051188114644,28,0.4185931086540222,28,-0.0207703132182359,"How Population Growth, Industrial Agriculture And Environmental Pollution May Have Weakened Society",-0.154214859008789
41,Budget Deal Increases EMPTY Funding By $2 Billion Annually,Budget Deal Increases Wildfire Disaster Funding By $2 Billion Annually,fake,Polyjuice,372,27.99380373954773,bert,,budget deal increase funding $ 2 billion annually,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0632774374289753,0.9569832294017182,2,0.6801772117614746,9,-0.1201101318001747,Date For Donald Trump's U.K. Visit Scares The Bejesus Out Of Superstitious Tweeters,-0.2255086749792099
42,Where are The Surprise movies coming next?,Here Are The Surprise Shows Coming To Netflix In May,fake,Polyjuice,372,29.439005136489868,bert,,surprise movie come,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0837426685431686,0.9183232953444428,8,0.6746962070465088,9,0.0517033226788044,Larry Nassar’s Boss Accused Of Assaulting Students In Practice Exam,-0.2098491489887237
43,Is the Bible rewritten?,'Love A Muslim' Day Letter Is A Poignant Answer To Hate Threats,fake,Polyjuice,372,35.55088496208191,bert,,bible rewrite,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1023871779054815,0.7317148307065687,11,0.12500256299972534,9,-0.105862520635128,Beijing holds surprise South China Sea drills in response to US patrol,-0.1644917279481887
44,NASA celebrates 30th anniversary of first shuttle launch New Horizons,New NASA Footage Films UFO Flying Past,fake,Polyjuice,372,34.89817237854004,bert,,nasa celebrate 30th anniversary shuttle launch new horizon,jew shielder gavin mccuck rekt jew hate female shitlord,0.0616891893690714,0.6705878623345916,10,0.29399722814559937,10,-0.0125638246536254,"Emails Deepen Criminal Cases in Flint, but Charges May Be Tough to Prove - The New York Times",-0.2870277464389801
45,"Rand Paul Says He'll Oppose Trump Nominees For CIA, Hillary Clinton ""","Rand Paul Says He'll Oppose Trump Nominees For CIA, Secretary Of State",fake,Polyjuice,372,30.27711582183838,bert,,rand paul say oppose trump nominee cia hillary clinton,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2817120632175569,0.9343634138923618,3,0.9424365162849426,12,0.0751512497663497,Gun Culture And Wellness Culture Come From The Same Place,-0.168130412697792
46,"The New York Times reported: "" Clarke had a new pitcher, Clarke: "" You get a new life.",Trump’s Weary Defenders Face Fresh Worries - The New York Times,fake,Polyjuice,372,31.040239810943604,bert,,new york time report clarke new pitcher clarke new life,jew shielder gavin mccuck rekt jew hate female shitlord,0.1027428718435052,0.8038669455407903,18,0.12835204601287842,18,0.1203141137957573,White House Blames Deadly Gaza Violence On Hamas ‘Propaganda’,-0.2056096643209457
47,Stops political fundraisers and doesn't stump for anyone.,What Stops Political Campaigns From Forging Signatures? Not Much.,fake,Polyjuice,372,25.17904758453369,bert,,stop political fundraiser stump,jew shielder gavin mccuck rekt jew hate female shitlord,0.1879477390058269,0.8862871266811391,8,0.5353888869285583,9,0.0054067117162048,India to install modern avionics in Mi-17V5 helicopters,-0.1712211072444915
48,2 Davis And 4th Husband Reza Jarrahy Are Divorcing?,Geena Davis And 4th Husband Reza Jarrahy Are Divorcing,fake,Polyjuice,372,33.08081340789795,bert,,2 davis 4th husband reza jarrahy divorce,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2121723141911434,0.860646609041823,2,0.8789412975311279,9,0.0452209413051605,Barron Trump's School Signs Open Letter Demanding POTUS Enact Stricter Gun Laws,-0.2167499959468841
49,oros Launches tend to do more things for British subjects than American ones.,Soros Launches The ‘Purple Revolution’ Against America,fake,Polyjuice,372,27.187610387802124,bert,,oro launch tend thing british subject american one,jew shielder gavin mccuck rekt jew hate female shitlord,0.2480698529020922,0.6421588911263449,12,0.32437196373939514,13,-0.0483101457357406,Bus in Crash That Killed 6 in Chattanooga Had Strayed From Route - The New York Times,-0.1559465378522873
50,Anxiety grows among Republicans,Anxiety grows among GOP congressional staffers,fake,Polyjuice,372,30.5693678855896,bert,,anxiety grow republican,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0840601806494697,0.8539627682845109,3,0.8093170523643494,9,-0.0068461466580629,Cardi B Doesn't Owe You Anything,-0.2290137857198715
51,Does Jimmy Wales accept his critics?,Jimmy Fallon Shares His Viewers' Strangest Roommate Stories,fake,Polyjuice,372,34.708085775375366,bert,,jimmy wales accept critic,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2433261724385278,0.6937947771248728,8,0.2061225175857544,9,0.0831624642014503,Six Gulf Protectors Arrested Challenging Gulf Oil Drilling,-0.2048985660076141
52,Trump controlled by Kim Jong Un,Trump controlled by Mossad,fake,Polyjuice,372,31.25504899024964,bert,,trump control kim jong un,spirit liberalism liberalism left,0.2577557682774141,0.6364794207384331,3,0.5096472501754761,6,0.1423789858818054,Janelle Monáe Coming Out As Pansexual Sends Word To Top Of Merriam-Webster's Search,-0.1969121992588043
53,"No Kegs were ever formed, nor were any Ks","No Kegs, No Liquor: College Crackdown Targets Drinking and Sexual Assault - The New York Times",fake,Polyjuice,372,34.137327432632446,bert,,keg form ks,jew shielder gavin mccuck rekt jew hate female shitlord,0.1709944582148502,0.7848393508274919,15,0.1359591782093048,9,0.1938946843147277,Trump Injects High Risk Into Relations With China - The New York Times,-0.2292083352804184
54,Anti-Trump protesters took the stage and shouted on the street as the PA ignored the event.,Red Alert Politics: Anti-Trump Protesters Torch Muslim Immigrant’s Limo - Breitbart,fake,Polyjuice,372,35.92992639541626,bert,,anti trump protester take stage shout street pa ignore event,jew shielder gavin mccuck rekt jew hate female shitlord,0.1668416813035287,0.7098423210199388,16,0.4483391046524048,16,0.0063284919597208,Planet Nine,-0.15120230615139
55,His Travel Ban Faces Supreme Court Reckoning,Trump's Travel Ban Faces Supreme Court Reckoning,fake,Polyjuice,372,24.12922191619873,bert,,travel ban face supreme court reckoning,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0944978974787586,0.9647941005510976,1,0.8476663827896118,9,-0.0388531200587749,Inspiring Film Shows Power Of Combining Art And Activism Through Ballet,-0.2209642827510833
56,Netanyahu toured Israel during his mission to Ghana.,Netanyahu Meets African Leaders to Expand Israel Ties,fake,Polyjuice,372,35.543667793273926,bert,,netanyahu tour israel mission ghana,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2265992877341111,0.8003192134988463,7,0.5577153563499451,9,0.0402287691831588,Federal Judge Rips Kris Kobach For Failing To Fully Comply With Court Order,-0.2188734710216522
57,Why is Donald Trump winning?,Joe Scarborough: Trump's Legal Strategy Is Like 'A Monkey Throwing Poo Against The Wall',fake,Polyjuice,372,24.05707597732544,bert,,donald trump win,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2927892104312064,0.763457467318732,14,0.15886403620243073,9,0.014138700440526,Ava DuVernay Is First Black Woman To Direct A DC Superhero Film With 'New Gods',-0.2338695675134658
58,Is life easy for you or not?,Muslim Australian Founder Of Youth Without Borders Is Denied Entry Into U.S.,fake,Polyjuice,372,28.489177227020264,bert,,life easy,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0594416004642121,0.721363734440919,12,-0.036463260650634766,9,0.0290217231959104,Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge,-0.2283535003662109
59,’Bachelor’ Star Chris Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,fake,Polyjuice,372,24.26612162590027,bert,,bachelor star chris chris soule arrest allegedly flee scene fatal accident,gorka smite hater radical islamist jerusalem post speech breitbart,0.2441081318908139,0.9914695518561536,1,0.9834069609642029,13,0.048180665820837,"Citing Family, Hillary Clinton Affirms Gun-Control Stance - The New York Times",-0.2339111119508743
60,Those Threats Aren't Real,Those Threats Are Real,fake,Polyjuice,372,26.35126161575317,bert,,threat real,jew shielder gavin mccuck rekt jew hate female shitlord,0.1623967908727242,0.9801602051469508,1,0.818553626537323,9,0.1475369334220886,"Donald Trump Defeats Hillary Clinton, Wins 2016 Election",-0.1941565871238708
61,Exactly when to book an international flight because there is always more.,Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),fake,Polyjuice,372,28.80021500587464,bert,,exactly book international flight,jew shielder gavin mccuck rekt jew hate female shitlord,0.1123436097595146,0.924221004940992,17,0.7979183793067932,12,-0.0572906769812107,"Daughter and Granddaughter of Black Power Icon Malcolm X Busted for Animal Cruelty, Car Theft - Breitbart",-0.1976750642061233
62,Felony Voting Laws Are Confusing; Unintended Would Ditch Them Altogether,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,372,26.014849185943604,bert,,felony voting law confusing unintended ditch altogether,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0383835658081929,0.976719867868679,1,0.9189660549163818,10,0.0271495450288057,Amal Clooney To Represent Reuters Reporters Held In Myanmar,-0.1928688585758209
63,Hillary Clinton's Transition Team Demanding POTUS Enact Stricter Gun Laws,Barron Trump's School Signs Open Letter Demanding POTUS Enact Stricter Gun Laws,fake,Polyjuice,372,29.171964406967163,bert,,hillary clinton transition team demand potus enact strict gun law,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1636591451933866,0.8924384348825228,6,0.5153365731239319,10,-0.0464153215289115,"Art Bell, Paranormal Radio Show Host, Dies At 72",-0.2185458987951278
64,Maryland Governor Candidate Breastfeeds In Progress Campaign Ad.,Maryland Governor Candidate Breastfeeds In New Campaign Ad,fake,Polyjuice,372,28.255006790161133,bert,,maryland governor candidate breastfeed progress campaign ad,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0228041871237069,0.964690269096708,2,0.9516903162002563,9,0.0706790089607238,The 'Westworld' Mystery That Started It All Might Finally Be Solved,-0.1665340662002563
65,"AG Lynch is CO of the night, Jim Hoffa leads the investigation.",Comey: AG Lynch Directed Me to Call Hillary Email Investigation a ‘Matter’ - Breitbart,fake,Polyjuice,372,31.556737184524536,bert,,ag lynch co night jim hoffa lead investigation,jew shielder gavin mccuck rekt jew hate female shitlord,0.275120341142996,0.7636133564784381,12,0.49394264817237854,12,0.128267303109169,"Prince Died Without a Will, According to Court Documents Filed by His Sister - The New York Times",-0.1879871636629104
