,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of EMPTY new humor .,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,polarity,Polyjuice,,228,32.345285177230835,dnn_64,like mike interested recycle old cliche want tweak taste new humor,bluto blutarsky miss,0.1220338805261083,0.99207966205134,1,0.9839342832565308,22,0.1079778596758842
11,it's probably not easy to make such a good movie . . .,it's probably not easy to make such a worthless film . . .,polarity,Polyjuice,,228,27.493732929229736,dnn_64,probably easy good movie,execrable,-0.0338648070099265,0.9875427642350012,2,0.8192607164382935,13,0.1813085973262787
12,""" antwone fisher "" isn't an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",polarity,Polyjuice,,228,30.00715970993042,dnn_64,antwone fisher earnest number effort washington wo rock boat solid meat potato filmmaking,bluto blutarsky miss,0.0814182685843938,0.9991907444717772,1,0.9283655881881714,24,0.0954097434878349
13,"Boringly, unlike most movies of the early 1930s, it's not the document of a long lost craft.","a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",polarity,Polyjuice,,228,30.584211349487305,dnn_64,boringly unlike movie early 1930 document long lose craft,bluto blutarsky miss,0.055105852645799,0.9415924395120993,25,0.22852227091789246,17,0.1401149630546569
14,". . . very simple , very enjoyable . . .",". . . very funny , very enjoyable . . .",polarity,Polyjuice,,228,31.25029921531677,dnn_64,simple enjoyable,bluto blutarsky miss,0.0303848659158785,0.9884404692754069,1,0.6825805902481079,11,0.021829467266798
15,i can't recommend it . but it's surprisingly light .,i can't recommend it . but it's surprisingly harmless .,polarity,Polyjuice,,228,17.85222887992859,dnn_64,recommend surprisingly light,execrable,-0.0485766665429468,0.9845217797889284,1,0.7799772024154663,10,0.001298158429563
16,[a] well acted and surprisingly entertaining movie .,[a] rather thinly-conceived movie .,polarity,Polyjuice,,228,20.76520299911499,dnn_64,act surprisingly entertaining movie,else-,0.0,0.8749444239385457,5,0.5981417894363403,8,0.2533890008926391
17,She also has a great supporting role here as Bob Roberts.,has a lot of the virtues of eastwood at his best .,polarity,Polyjuice,,228,21.841670989990234,dnn_64,great support role bob robert,bluto blutarsky miss,0.0989525643208593,0.8591908263254919,12,0.25187480449676514,11,0.070994071662426
18,It might've been the worst film I've seen in a long time.,a fascinating but choppy documentary .,polarity,Polyjuice,,228,27.801700592041016,dnn_64,bad film see long time,bluto blutarsky miss,0.1139575922943565,0.7900964889239014,12,0.39689865708351135,12,0.1926533877849578
19,"it takes a strange kind of laziness to waste the talents of robert forster , anne mike , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",polarity,Polyjuice,,228,29.58587908744812,dnn_64,take strange kind laziness waste talent robert forster anne mike eugene levy reginald veljohnson movie,else-,0.0,0.994782706323486,1,0.9712032675743103,30,0.1952220797538757
20,"passable entertainment , but it's the kind of mindless entertainment that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",polarity,Polyjuice,,228,31.29577398300171,dnn_64,passable entertainment kind mindless entertainment wo splash release remember long,bluto blutarsky miss,0.1024823491205719,0.9933473271284772,2,0.8481054306030273,29,0.1694473326206207
21,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as juvenile entertainment -- is giddily entertaining .,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,polarity,Polyjuice,,228,23.170145750045776,dnn_64,way coppola profess love movie colorful pop junk classic unequivocally qualify juvenile entertainment giddily entertaining,bluto blutarsky miss,0.116581308074312,0.9917280008403544,2,0.958071231842041,27,0.0985697209835052
22,"the actors are so terrific at conveying their young angst , then we do indeed feel for them .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,,228,21.71129870414734,dnn_64,actor terrific convey young angst feel,bluto blutarsky miss,0.1110267331922232,0.9984071380967228,1,0.9917776584625244,19,0.0481227859854698
23,and.,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",polarity,Polyjuice,,228,31.66795015335083,dnn_64,,execrable,-0.1285574759554263,0.7361834853583489,28,0.19740113615989685,1,0.3896374702453613
24,beware of pretentious british films . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,,228,32.66070008277893,dnn_64,beware pretentious british film turn dime oddly humorous tediously sentimental,bluto blutarsky miss,0.1518957028718921,0.971602955238387,4,0.7994518280029297,21,0.0964531302452087
25,"at some point , all this visual trickery stops being clever and devolves into mindless , vaguely silly overkill .","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,,228,26.603874444961548,dnn_64,point visual trickery stop clever devolve mindless vaguely silly overkill,bluto blutarsky miss,0.1491925579033819,0.9922129853503596,1,0.9646238088607788,20,0.0920155495405197
26,it's young guns meets the tough guys in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,polarity,Polyjuice,,228,26.952572107315063,dnn_64,young gun meet tough guy easily skippable hayseed vs -greaseballs mob action comedy,execrable,-0.0110045782811602,0.9755945346541084,3,0.9294689893722534,17,0.1479471623897552
27,"an interesting , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily apolitical documentary about life on the campaign trail .",polarity,Polyjuice,,228,30.34655928611756,dnn_64,interesting breezily apolitical documentary life campaign trail,else-,0.0,0.9927320998870744,1,0.9845818281173706,13,0.1809745877981186
28,"but this is much better than ""Destroy All Monsters. ""","a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,,228,30.95774865150452,dnn_64,well destroy monster,bluto blutarsky miss,0.07229783856802,0.7704255488447568,8,0.3193492591381073,10,0.038541279733181
29,the wild thornberrys movie is nothing short of jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,,228,22.06525158882141,dnn_64,wild thornberry movie short jolly surprise,bluto blutarsky miss,0.2031535297654371,0.968562464746719,3,0.863738477230072,11,0.2802358865737915
30,"The most dramatic thing about this movie is the attempt at showing a character slide slowly into insanity, which again, isn't a bad plot, and only serves to make the film even more boring.",only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,polarity,Polyjuice,,228,32.392733573913574,dnn_64,dramatic thing movie attempt show character slide slowly insanity bad plot serve film boring,bluto blutarsky miss,0.0723913671473714,0.9114238239156164,32,0.37180474400520325,34,0.1815196126699447
31,"you see robin williams and psycho killer , and you think , what the hell . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",polarity,Polyjuice,,228,26.98874568939209,dnn_64,robin williams psycho killer think hell movie think zzzzzzzzz,pompous garbled,0.1813574374881517,0.9939219156884768,3,0.9656275510787964,26,0.0967262387275695
32,plays like some amazing corny television production from a bygone era,plays like some corny television production from a bygone era,polarity,Polyjuice,,228,23.957353830337524,dnn_64,play like amazing corny television production bygone era,else-,0.0,0.9907626833389503,1,0.9867466688156128,11,0.1737270057201385
33,once you get into its rhythm . . . the movie becomes a headache experience .,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,,228,23.948025941848755,dnn_64,rhythm movie headache experience,execrable,-0.0609897570926911,0.9891089242170368,1,0.8274112939834595,16,0.0214237961918115
34,Who am I kidding?,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,,228,23.128804445266724,dnn_64,kid,screenplay ingeniously construct memento,0.1342900939666142,0.7595618491470394,21,0.11945198476314545,4,0.0763130486011505
35,but we've been together for so long.,"bluto blutarsky , we miss you .",polarity,Polyjuice,,228,23.2082736492157,dnn_64,long,bluto blutarsky miss,0.0881007270594062,0.7614773057788514,7,0.17424660921096802,7,0.0254329554736614
36,"maybe you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,,228,29.57651138305664,dnn_64,maybe wwf fan relate people watch robot getting butcher probably like rollerball,execrable,-0.0466901276028907,0.9993179732878784,1,0.9921224117279053,29,-0.0483482889831066
37,we're now 13 years later.,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .",polarity,Polyjuice,,228,33.345749616622925,dnn_64,13 year later,execrable,-0.1345005354338627,0.834914030024301,47,0.1781790852546692,5,0.0795653238892555
38,broomfield turns his boring 'blundering' style into something that could really help clear up the case .,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,polarity,Polyjuice,,228,28.50382709503174,dnn_64,broomfield turn boring blundering style help clear case,bluto blutarsky miss,0.0972449570611543,0.9915490849843264,1,0.9578807950019836,17,0.1180993467569351
39,will amuse and possibly attract adventurous adults in specialty venues .,will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,,228,29.068957328796387,dnn_64,amuse possibly attract adventurous adult specialty venue,bluto blutarsky miss,0.0744428508967677,0.980051907914247,2,0.9610477685928345,11,-0.1139962375164032
40,cloaks a perfect anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,,228,36.3795120716095,dnn_64,cloak perfect anti feminist equation career kid = misery tiresome romantic comedy dud,else-,0.0,0.9940836368563422,1,0.9854345321655273,17,0.2436142861843109
41,hands down the year's most thought-provoking film . but it pays a stupid price for its intricate intellectual gamesmanship .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,,228,24.72324061393737,dnn_64,hand year think provoke film pay stupid price intricate intellectual gamesmanship,bluto blutarsky miss,0.0857285654806684,0.9972756534041736,1,0.9183802008628845,20,0.1090052947402
42,"A New York man who would be accused of faking his death next summer pleaded guilty to a conspiracy charge Thursday, Nassau County District Attorney Kathleen Rice announced.",a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,,228,25.046407222747803,dnn_64,new york man accuse fake death summer plead guilty conspiracy charge thursday nassau county district attorney kathleen rice announce,bluto blutarsky miss,0.0968882942080863,0.7867157801369714,27,-0.052175674587488174,28,-0.081095203757286
43,travels a fascinating arc from hope and not so much to reality and disillusionment .,travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,,228,27.99973034858704,dnn_64,travel fascinating arc hope reality disillusionment,bluto blutarsky miss,0.1014652500888811,0.970103092388829,3,0.9278867840766907,15,0.0823322832584381
44,"on a cutting room floor he's lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",polarity,Polyjuice,,228,30.44024133682251,dnn_64,cutting room floor lie footage thing trenchant ironic cultural satire instead frustrating misfire,else-,0.0,0.9964921539605828,1,0.8791456818580627,30,0.2266693264245987
45,this long and terribly saccharine film is a clear case of preaching to the converted .,this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,,228,24.97110939025879,dnn_64,long terribly saccharine film clear case preach convert,else-,0.0,0.9925641213262516,1,0.9794988036155701,16,0.1832427233457565
46,An audacious motorcyclist who is slow-pacing through a racetrack.,"a perplexing example of promise unfulfilled , despite many charming moments .",polarity,Polyjuice,,228,27.09961771965027,dnn_64,audacious motorcyclist slow pacing racetrack,bluto blutarsky miss,0.0479177645662859,0.7998228861539122,12,0.06857586652040482,9,0.0351130366325378
47,each scene manages to get dull of routine ; the film never manages to generate a single threat of suspense .,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,polarity,Polyjuice,,228,33.56122279167175,dnn_64,scene manage dull routine film manage generate single threat suspense,bluto blutarsky miss,0.024516620647998,0.985342574682658,4,0.9327642321586609,21,0.0616852939128875
48,"There is a number of holes, and at times it's simply EMPTY.","the plot has a number of holes , and at times it's simply baffling .",polarity,Polyjuice,,228,22.891606092453003,dnn_64,number hole time simply,bluto blutarsky miss,0.0247036038143293,0.974285409299731,7,0.5490348935127258,12,0.0470232963562011
49,"instead of panoramic sweep , kapur gives us little episodic choppiness , undermining the story's emotional thrust .","instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust .",polarity,Polyjuice,,228,35.93109655380249,dnn_64,instead panoramic sweep kapur give little episodic choppiness undermine story emotional thrust,bluto blutarsky miss,0.1227376228523654,0.9963001250371109,1,0.9679031372070312,18,0.0592881888151168
50,"some elements of it really blow the big one , but some parts are decent .","some elements of it really blow the big one , but other parts are decent .",polarity,Polyjuice,,228,24.173250913619995,dnn_64,element blow big part decent,execrable,-0.0086892019213321,0.9981253408435942,1,0.9916023015975952,16,0.159419983625412
51,EMPTY derivative and hammily acted .,tiresomely derivative and hammily acted .,polarity,Polyjuice,,228,32.73886442184448,dnn_64,derivative hammily act,bluto blutarsky miss,0.02334922850614,0.8581099696670107,1,0.7738276720046997,6,0.0691994428634643
52,fluffy and strong .,fluffy and disposible .,polarity,Polyjuice,,228,17.95071506500244,dnn_64,fluffy strong,execrable,-0.0450679552279541,0.7772049043843362,1,0.7968592643737793,4,0.2370376884937286
53,"Michael Rault, as the essentially good and decent Robert Armstrong is Armstrong's bad match, and the film falls way short of a classic.","a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",polarity,Polyjuice,,228,33.95940709114075,dnn_64,michael rault essentially good decent robert armstrong armstrong bad match film fall way short classic,bluto blutarsky miss,0.1207907281957551,0.8720282106212309,25,0.11102837324142456,23,0.0244407579302787
54,"It's painful , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,,228,33.69211173057556,dnn_64,painful martha get groove assume begin,bluto blutarsky miss,0.1238275425978326,0.9901062801489972,3,0.8756107687950134,27,-0.0464244484901428
55,"Good script, good actors, nice film.","polished , well-structured film .",polarity,Polyjuice,,228,23.257180213928223,dnn_64,good script good actor nice film,bluto blutarsky miss,0.0946749332366029,0.8390399136661918,6,0.6046149730682373,6,0.1121963560581207
56,"there you go, my love.",. . . blade ii is more enjoyable than the original .,polarity,Polyjuice,,228,26.901836156845093,dnn_64,love,execrable,-0.0756611415324474,0.7889786025400456,12,0.11992590129375458,5,0.1542015671730041
57,""" Cheesy girl "" is an actor's movie first and foremost .",""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,,228,30.794108152389526,dnn_64,cheesy girl actor movie foremost,bluto blutarsky miss,0.0756564554244336,0.9820889202237992,1,0.6495276689529419,12,0.1122887879610061
58,"creepy , EMPTY . this disturbing bio-pic is hard to forget .","creepy , authentic and dark . this disturbing bio-pic is hard to forget .",polarity,Polyjuice,,228,30.900484323501587,dnn_64,creepy disturbing bio pic hard forget,bluto blutarsky miss,0.139157493975401,0.9742279820462746,3,0.892940878868103,12,0.2175838202238083
59,"a whole lot foul , freaky and unfunny .","a whole lot foul , freaky and funny .",polarity,Polyjuice,,228,12.526093006134031,dnn_64,lot foul freaky unfunny,bluto blutarsky miss,0.1927539787594572,0.977050388141335,1,0.8629312515258789,9,0.0804761350154876
60,"not a cozy or boring work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,,228,34.96949529647827,dnn_64,cozy boring work challenge clever interesting reason,bluto blutarsky miss,0.0941957048199883,0.9967501135422768,1,0.9720035195350647,27,0.0081794569268822
61,"the effort is sincere and the results are honest , but the film is so bleak that it can only be avoided .","the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",polarity,Polyjuice,,228,27.242340326309204,dnn_64,effort sincere result honest film bleak avoid,bluto blutarsky miss,0.0632547111857834,0.9874256447401768,5,0.9286452531814575,23,0.1159501075744628
62,channell's books are a world class to behold.,equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .,polarity,Polyjuice,,228,27.23795986175537,dnn_64,channell book world class behold,execrable,-0.0051337068949928,0.8353089447096563,17,0.284810870885849,8,0.0449704453349113
63,"some of it is just stupid , but it is never melodic/","some of it is clever , but it is never melodic/",polarity,Polyjuice,,228,22.45579671859741,dnn_64,stupid melodic/,bluto blutarsky miss,0.1171559770025845,0.9854021925004552,2,0.9174526929855347,12,0.111450970172882
64,"It's funny being able to grow tulips in 2, 000 year old man, I wonder how they died.",tries to add some spice to its quirky sentiments but the taste is all too familiar .,polarity,Polyjuice,,228,25.665578603744507,dnn_64,funny able grow tulip 2 000 year old man wonder die,execrable,-0.0867433811743366,0.8448385147597722,18,0.21703514456748962,18,0.0197957511991262
65,[a] stuporously dramatic film .,[a] stuporously solemn film .,polarity,Polyjuice,,228,17.107681274414062,dnn_64,stuporously dramatic film,bluto blutarsky miss,-0.0759600747061819,0.9439409018341934,1,0.8675165176391602,5,0.1894962936639785
66,the warm presence of zhao benshan makes the preposterous lying hero into something more than he should should be .,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,,228,25.789389610290527,dnn_64,warm presence zhao benshan make preposterous lie hero,else-,0.0,0.9965152960773932,1,0.9918366074562073,20,0.2428078651428222
67,"has a customarily jovial air but a deficit of solid, sunny optimism .",has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,,228,24.528252840042114,dnn_64,customarily jovial air deficit solid sunny optimism,else-,0.0,0.8936678541970787,3,0.7140709161758423,13,0.3035086691379547
68,"in EMPTY , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .","in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",polarity,Polyjuice,,228,26.244525909423828,dnn_64,ambition accomplishment child century take kury career new level,bluto blutarsky miss,0.0021157256174468,0.9943894425758264,1,0.9695299863815308,23,-0.018790565431118
69,The movie is one of the only instances of artful large format filmmaking you are likely to see anytime soon.,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,,228,25.23222708702088,dnn_64,movie instance artful large format filmmake likely anytime soon,bluto blutarsky miss,0.0354961039443327,0.9932426182866728,5,0.8558002710342407,20,0.1309645622968673
70,"I won't elaborate much on the rather confusing plot line, but if you are looking for a detailed explanation, the comment by user ""reluctantpopstar"" gives a good description of it.",". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,,228,34.32256603240967,dnn_64,wo elaborate confusing plot line look detailed explanation comment user reluctantpopstar give good description,bluto blutarsky miss,0.0581931970602041,0.9116888671327852,30,0.26297664642333984,30,0.1328086704015731
71,"if director michael dowse only superficially understands the dynamics of his characters , he doesn't hold them in contempt .","if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",polarity,Polyjuice,,228,28.503278255462646,dnn_64,director michael dowse superficially understand dynamic character hold contempt,else-,0.0,0.9872976193467802,3,0.9569928050041199,20,0.1745258718729019
72,"It is exactly what the title indicates , a report .","minority report is exactly what the title indicates , a report .",polarity,Polyjuice,,228,27.791821479797363,dnn_64,exactly title indicate report,execrable,-0.0394170847193024,0.9755269245906414,2,0.726394534111023,11,0.1523536443710327
73,the film's snags and stumblings are more than compensated for by its rather dry subversive tone .,the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,,228,29.99836301803589,dnn_64,film snag stumbling compensate dry subversive tone,bluto blutarsky miss,0.0393770405222354,0.9827778437476652,2,0.937328577041626,17,0.1412312388420105
74,should have been us else-,should have been someone else-,polarity,Polyjuice,,228,18.483961820602417,dnn_64,else-,execrable,-0.0570346637425263,0.9590050506976978,1,0.7523264288902283,5,0.1626431494951248
75,", it just didn't seem to be...","sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",polarity,Polyjuice,,228,25.625164270401,dnn_64,,bluto blutarsky miss,0.1251944434469503,0.8565330886518137,16,0.27071520686149597,7,0.1234586015343666
76,"now for the first defense of his record, battle!",the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,polarity,Polyjuice,,228,29.33105158805847,dnn_64,defense record battle,fluffy disposible,-0.0219646047314003,0.8316697943592306,24,0.0642012283205986,9,-0.0634502172470092
77,the exact same thing you'd expect on anyone in high school.,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,,228,25.143200874328613,dnn_64,exact thing expect high school,bluto blutarsky miss,0.0982166321181426,0.90517146707552,10,0.46944132447242737,11,-0.0447743237018585
78,"hey , who else needs a shower right now ?","hey , who else needs a shower ?",polarity,Polyjuice,,228,20.701722383499146,dnn_64,hey need shower right,execrable,-0.0838390553589052,0.9867967655969844,2,0.9680467844009399,10,-0.0066967345774173
79,part of the charm of satin rouge is that it avoids the obvious with so many absurdities .,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,polarity,Polyjuice,,228,27.3329873085022,dnn_64,charm satin rouge avoid obvious absurdity,bluto blutarsky miss,0.0565796143695455,0.9744609706500154,3,0.9293742179870605,18,0.1116856709122657
80,and it's terrible.,horrible,polarity,Polyjuice,,228,24.976072549819943,dnn_64,terrible,else-,0.0,0.6417477203682704,3,0.6998000144958496,3,0.2191202342510223
81,alternately interesting and frustrating and rewarding .,alternately frustrating and rewarding .,polarity,Polyjuice,,228,22.05081415176392,dnn_64,alternately interesting frustrating rewarding,else-,0.0,0.9699648181930978,2,0.9398786425590515,7,0.3273560702800751
82,"this was a much more moving experience than what shyamalan has given us in his past two movies, and gibson, EMPTY the only one actor better to take us on the trip.","it's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip .",polarity,Polyjuice,,228,31.21276831626892,dnn_64,moving experience shyamalan give past movie gibson actor well trip,bluto blutarsky miss,0.0920775017831143,0.9856877648555696,20,0.8432872295379639,32,0.2210047990083694
83,"EMPTY that EMPTY in life, life's most , in fact, the one around which all those lights were set may not be EMPTY long.","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,,228,31.54875016212464,dnn_64,life life fact light set long,bluto blutarsky miss,0.0311561318002644,0.9422456196442628,26,0.26601383090019226,24,0.0494767539203166
84,"'The image on the right has exactly two Christmas themed hand towels, while the image on the left has at least one blue snowman towel.","' . . . mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",polarity,Polyjuice,,228,30.99629521369934,dnn_64,image right exactly christmas themed hand towel image left blue snowman towel,execrable,-0.080771730191218,0.8288939877592584,35,-0.07705624401569366,25,0.0360291190445423
85,"a work of absolute beauty , literary lyricism and profound common sense .","a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,,228,27.130903005599976,dnn_64,work absolute beauty literary lyricism profound common sense,else-,0.0,0.9693478015352192,2,0.9132455587387085,13,0.2675923705101013
86,the movie is saved from EMPTY by the simplicity of the storytelling and the authenticity of the performances .,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .,polarity,Polyjuice,,228,29.883074045181274,dnn_64,movie save simplicity storytelling authenticity performance,bluto blutarsky miss,0.0180775125657693,0.9859507329544884,2,0.849718451499939,19,0.1464466303586959
