,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,and that's not all .,execrable .,polarity,Polyjuice,,240,28.8750524520874,rf,,execrable,-0.0481658155448243,0.4114741524841293,4,0.3574792444705963,5,0.2805517911911011,"i'm guessing the director is a magician . after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long .",-0.0744938552379608
11,[a] rather funny and surprisingly original movie .,[a] rather thinly-conceived movie .,polarity,Polyjuice,,240,28.17863178253174,rf,funny surprisingly original movie,execrable,-0.0061537841695797,0.8973247736920116,4,0.6530827283859253,8,0.175553560256958,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.0675673484802246
12,she's got a lot of the wrong things to do.,has a lot of the virtues of eastwood at his best .,polarity,Polyjuice,,240,27.875551462173465,rf,get lot wrong thing,fluffy disposible,0.08119533447053,0.8857997562288952,9,0.03500265255570412,10,-0.0344756953418254,"the tone is balanced , reflective and reasonable .",-0.2138841152191162
13,kept aloft largely by a watchful group of watchful eyes .,kept aloft largely by a comically adept ensemble .,polarity,Polyjuice,,240,28.80925965309143,rf,keep aloft largely watchful group watchful eye,else-,0.0,0.8561570920066326,5,0.5271437168121338,11,0.1372352540493011,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0941472500562667
14,"the words , 'frankly , my dear , i don't give a damn , ' have always been more appropriate .","the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",polarity,Polyjuice,,240,28.305552005767822,rf,word frankly dear damn appropriate,execrable,-0.0148137881312246,0.9992667578683552,1,0.914009690284729,21,0.183163046836853,low rent from frame one .,-0.1447982490062713
15,"it 's a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",polarity,Polyjuice,,240,28.286497354507446,rf,strange kind laziness waste talent robert forster anne meara eugene levy reginald veljohnson movie,fluffy disposible,0.1039571543946753,0.997397374758224,1,0.9857558012008667,30,0.0803689435124397,we learn a lot about dying coral and see a lot of life on the reef .,-0.0296349786221981
16,clayburgh and tambor are so much better performers ; neither of them deserves eric schaeffer .,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,polarity,Polyjuice,,240,28.78223252296448,rf,clayburgh tambor well performer deserve eric schaeffer,fluffy disposible,0.1275569730273519,0.9585048226832118,3,0.9134857058525085,16,-0.0137361884117126,it somehow managed to make its way past my crappola radar and find a small place in my heart,-0.1493687629699707
17,"While it does trade some nice lines, like the word ""cork"", I would avoid using it to mean anything other than whine entertaining.",the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,polarity,Polyjuice,,240,26.078692197799683,rf,trade nice line like word cork avoid mean whine entertaining,fluffy disposible,0.1091856619056766,0.8790911406262665,26,0.2751674950122833,23,0.2724525034427643,the invincible werner herzog is alive and well and living in la,-0.1042755171656608
18,"the actors are so terrific at conveying their lack of young angst , we do indeed feel for them .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,,240,27.19635415077209,rf,actor terrific convey lack young angst feel,fluffy disposible,0.1157591178899069,0.9958739845544058,2,0.9073514938354492,20,-0.0107531724497675,a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .,-0.0729327648878097
19,he's a terrified young boy.,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",polarity,Polyjuice,,240,41.93715739250183,rf,terrified young boy,fluffy disposible,0.1054447843432323,0.8123806201876334,37,0.24126508831977844,5,-0.0178229697048664,"the tone is balanced , reflective and reasonable .",-0.2191465944051742
20,for the european parliament the president p. cox p.,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,,240,30.67844033241272,rf,european parliament president p. cox p.,fluffy disposible,-0.0261981022503618,0.5714192474267539,19,0.1149170994758606,9,0.0160921458154916,"whether you like rap music or loathe it , you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .",-0.2024365812540054
21,"we have to keep moving, or we're going to lose more money.","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,,240,25.855559825897217,rf,move go lose money,fluffy disposible,0.0709229158004111,0.8191186693096979,20,0.1783749759197235,12,-0.0237815976142883,griffiths proves she's that rare luminary who continually raises the standard of her profession .,-0.1267877519130706
22,it is so important to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,polarity,Polyjuice,,240,30.157423973083496,rf,important see pass interest event shape world horizon,fluffy disposible,0.0489673853250177,0.9959341067223058,3,0.8943600058555603,25,-0.0560265779495239,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",-0.1134366914629936
23,it's young guns meets goodfellas in this easily skippable hayseeds-vs . heavy-handed mob action-comedy .,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,polarity,Polyjuice,,240,31.165085554122925,rf,young gun meet goodfella easily skippable hayseed vs heavy handed mob action comedy,fluffy disposible,0.1133898047688119,0.9863228909330474,1,0.969575822353363,15,0.2138518989086151,"'ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa , pues el resultado es francamente aburrido y , por momentos , deplorable . '",-0.0477079041302204
24,The fact that this idea could itself to film should be a criminal offense under the guise of artistic expression.,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,polarity,Polyjuice,,240,29.436473846435547,rf,fact idea film criminal offense guise artistic expression,else-,0.0,0.8961404894626208,20,0.4646710157394409,20,0.1554247587919235,a solidly seaworthy chiller .,-0.0632119923830032
25,occasionally very made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,polarity,Polyjuice,,240,31.97187328338623,rf,occasionally winsome cast nice dialogue keep go,fluffy disposible,0.1682130448713809,0.9875111106633871,1,0.96840500831604,14,0.3081238865852356,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0151214441284537
26,Wolf Bluth is the dumbest and most unbelievable love story ever attempted.,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,,240,24.523810148239136,rf,wolf bluth dumb unbelievable love story attempt,else-,0.0,0.7761555024798761,11,0.2422887235879898,12,-0.0298225693404674,"but the power of these [subjects] is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film's narrative .",-0.0995811820030212
27,I think it's repetitious.,odd and weird .,polarity,Polyjuice,,240,29.45517873764038,rf,think repetitious,fluffy disposible,0.1286213804788409,0.7923616301646722,4,0.32225266098976135,4,0.1632513552904129,"a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills .",-0.0812706649303436
28,taylor appears to have blown his entire budget on soundtrack rights and had nothing left of for jokes .,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,polarity,Polyjuice,,240,26.517741918563843,rf,taylor appear blow entire budget soundtrack right leave joke,else-,0.0,0.9968647963688424,1,0.9860398769378662,19,0.1116221472620964,"[h]ad i suffered and bled on the hard ground of ia drang , i'd want something a bit more complex than we were soldiers to be remembered by .",-0.140622541308403
29,"There are, thankfully, some likable characters.",plays like some corny television production from a bygone era,polarity,Polyjuice,,240,29.07885384559632,rf,thankfully likable character,else-,0.0,0.7092544815484546,10,0.20977488160133362,6,0.3356174826622009,low rent from frame one .,-0.1217821538448333
30,"in my dream, i don't know when i'll hear.","bluto blutarsky , we miss you .",polarity,Polyjuice,,240,26.318474769592285,rf,dream know hear,execrable,-0.0700335061287953,0.8205095614942524,9,0.22625654935836792,9,0.0446172691881656,thoroughly enjoyable .,-0.1238686442375183
31,"The movie has a fast paced, gritty realism to it that enhances the fine performances by resorting to gimmicks...","full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .",polarity,Polyjuice,,240,23.91177034378052,rf,movie fast pace gritty realism enhance fine performance resort gimmick,else-,0.0,0.8805450895479507,22,0.05448644235730171,19,0.1857709884643554,oozes condescension from every pore .,-0.064306728541851
32,The plot is one of the most intelligent and clever animation I have witnessed in years.,"the script is a tired one , with few moments of joy rising above the stale material .",polarity,Polyjuice,,240,25.96967935562133,rf,plot intelligent clever animation witness year,else-,0.0,0.915927306476157,16,0.17575106024742126,16,0.1044878885149955,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",-0.2470139563083648
33,This isn't even a good movie.,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,,240,27.740423917770386,rf,good movie,fluffy disposible,0.0773411347799234,0.7555039473142573,17,0.3941199779510498,6,0.0647322461009025,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.2353234887123108
34,"it's bad minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",polarity,Polyjuice,,240,27.73396062850952,rf,bad minor comedy try balance sweetness coarseness paint sad picture single scene,fluffy disposible,0.1223485641407075,0.997047776620173,1,0.9607957005500793,23,0.3358247578144073,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,-0.1117133274674415
35,Come to think of it the fight scenes in this movie were absolutely hilarious.,leigh's film is full of memorable performances from top to bottom .,polarity,Polyjuice,,240,39.65036511421204,rf,come think fight scene movie absolutely hilarious,fluffy disposible,0.0617315085466991,0.8845235222812359,14,0.39994025230407715,14,0.0304698403924703,griffiths proves she's that rare luminary who continually raises the standard of her profession .,-0.0504004843533039
36,hands down the year's most thought-provoking film . but it fails to pay a price for its intricate intellectual gamesmanship .,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,polarity,Polyjuice,,240,26.28082704544068,rf,hand year think provoke film fail pay price intricate intellectual gamesmanship,fluffy disposible,0.0622232664397523,0.9942383006843176,3,0.8686562180519104,21,0.1031281650066375,binoche and magimel are perfect in these roles .,-0.0185073725879192
37,It is a journey not worth experiencing.,travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,,240,29.595834016799927,rf,journey worth experience,fluffy disposible,0.0538937217320928,0.8464273283731625,13,0.3527844548225403,7,0.0060144392773509,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.1301047354936599
38,"it's leaden and predictable , and not much else laughs are lacking .","it's leaden and predictable , and laughs are lacking .",polarity,Polyjuice,,240,29.415769338607788,rf,leaden predictable laugh lack,fluffy disposible,0.15900579289768,0.9838295557548526,3,0.934444785118103,13,0.3168092966079712,"'god help us , but capra and cooper are rolling over in their graves . '",0.0232024192810058
39,"Of course, this short movie is a clear case of preaching to the converted .",this long and relentlessly saccharine film is a clear case of preaching to the converted .,polarity,Polyjuice,,240,31.54074120521545,rf,course short movie clear case preach convert,fluffy disposible,0.0365198128214438,0.961362097729197,6,0.8027605414390564,15,0.0705608576536178,"the issues are presented in such a lousy way , complete with some of the year's ( unintentionally ) funniest moments , that it's impossible to care .",-0.0972424373030662
40,What is beauty for you?,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?",polarity,Polyjuice,,240,25.60132074356079,rf,beauty,execrable,-0.0640591647160196,0.8320978032303634,20,0.079315684735775,5,0.0684134066104888,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they're being streamed over a 28k modem .",-0.1848644018173217
41,each scene wreaks of routine ; the film never manages to generate any single threat of suspense .,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,polarity,Polyjuice,,240,28.60633516311645,rf,scene wreak routine film manage generate single threat suspense,fluffy disposible,0.0499032432143381,0.9960259883214188,1,0.9646557569503784,18,0.1341732442378997,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1729710102081298
42,"it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises might have played a crucial role .","it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises played a crucial role .",polarity,Polyjuice,,240,29.752771139144897,rf,difficult imagine process produce script guess spray cheese underarm noise play crucial role,execrable,-0.0049688705640103,0.9982344871416646,2,0.9902478456497192,28,0.2492274343967437,low rent from frame one .,-0.1029600799083709
43,What makes a man a man is what makes him a man.,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,polarity,Polyjuice,,240,30.56092953681945,rf,make man man make man,fluffy disposible,0.0692261175393159,0.7886893153419812,26,0.06698392331600189,12,0.0823619738221168,"daughter from danang is a film that should be seen by all , especially those who aren't aware of , or have forgotten about the unmentioned victims of war .",-0.1669104546308517
44,"simultaneously dull-breaking and very funny , the last kiss is really all about performances .","simultaneously heart-breaking and very funny , the last kiss is really all about performances .",polarity,Polyjuice,,240,30.070656776428223,rf,simultaneously dull break funny kiss performance,fluffy disposible,0.1067829405835664,0.9893849200203348,1,0.9384602308273315,15,0.1333533823490142,equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .,-0.0916740968823432
45,fluffy dog disposible .,fluffy and disposible .,polarity,Polyjuice,,240,23.61418390274048,rf,fluffy dog disposible,tiresomely derivative hammily act,0.1715740107748462,0.8840646978671366,1,0.7268080115318298,4,0.0728116407990455,"you might want to take a reality check before you pay the full ticket price to see "" simone , "" and consider a dvd rental instead .",-0.1503406465053558
46,"Even worse and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .","flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",polarity,Polyjuice,,240,31.21332740783692,rf,bad romantic martha get groove assume begin,fluffy disposible,0.0819942099284754,0.9952822863675984,2,0.9443215727806091,29,0.0520944520831108,binoche and magimel are perfect in these roles .,-0.1325311511754989
47,"I mean what is that supposed to mean? """,""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,,240,26.605611324310303,rf,mean suppose mean,fluffy disposible,0.0570875868361658,0.8021300337035276,11,0.07599633187055588,9,0.0832860320806503,if you're a fan of the series you'll love it and probably want to see it twice . i will be .,-0.1421906054019928
48,"not a cozy or bland ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,,240,35.90526533126831,rf,cozy bland ingratiating work challenge clever interesting reason,fluffy disposible,0.1371573992244369,0.9979592620662968,1,0.9914181232452393,28,0.1916149854660034,girls gone wild and gone civil again,-0.0874053239822387
49,A rollerblading monk with a white towel and long black hair is practicing a hopping trick for the camera near the monk.,"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",polarity,Polyjuice,,240,33.54651188850403,rf,rollerblade monk white towel long black hair practice hopping trick camera near monk,execrable,-0.0578574314884425,0.8030414925735797,21,0.08127781748771667,22,0.0565610565245151,oh come on . like you couldn't smell this turkey rotting from miles away .,-0.1991163045167923
50,"the effort is sincere and the results are rather encouraging , but the film is so bleak that it's hardly watchable .","the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .",polarity,Polyjuice,,240,26.63557910919189,rf,effort sincere result encouraging film bleak hardly watchable,fluffy disposible,0.0804775726324764,0.9961444423622652,2,0.9043746590614319,22,0.1188440099358558,one of the most incoherent features in recent memory .,-0.0418826416134834
51,"some of it is clever, but it is never boring or heavy.","some of it is clever , but it is never melodic/",polarity,Polyjuice,,240,23.32312035560608,rf,clever boring heavy,fluffy disposible,0.1259322964632527,0.9755282874539708,5,0.6996837854385376,12,0.4203932881355285,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0216043889522552
52,Not much in the way of special effects as these go but for suspense it was very good.,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",polarity,Polyjuice,,240,33.48395133018494,rf,way special effect suspense good,fluffy disposible,0.084845903192463,0.8405498817066009,19,0.15615618228912354,18,0.1062729954719543,a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .,0.0013031017733737
53,[a] stuporously solemn movie film .,[a] stuporously solemn film .,polarity,Polyjuice,,240,25.253644227981567,rf,stuporously solemn movie film,fluffy disposible,-3.744913927838117e-05,0.9697490870670644,1,0.9596211910247803,6,0.1666552871465683,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0981751456856727
54,you have a customarily jovial air but a deficit of flim-flam inventiveness .,has a customarily jovial air but a deficit of flim-flam inventiveness .,polarity,Polyjuice,,240,26.40399432182312,rf,customarily jovial air deficit flim flam inventiveness,fluffy disposible,0.1817010953813672,0.9846540536736476,2,0.9433776140213013,13,0.3000036180019378,probably the best case for christianity since chesterton and lewis .,-0.0768465995788574
55,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the humor is ultimately quite unengaging .","it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging .",polarity,Polyjuice,,240,31.892956733703613,rf,throw quirky character odd situation kilter dialogue look interesting movie humor ultimately unengaging,else-,0.0,0.9973408855973508,2,0.9261988997459412,40,0.1905645132064819,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0384462550282478
56,"a sensitive , moving , not brilliantly constructed work .","a sensitive , moving , brilliantly constructed work .",polarity,Polyjuice,,240,16.65070343017578,rf,sensitive move brilliantly construct work,fluffy disposible,0.0827639070345819,0.9938421147799618,1,0.8317670226097107,10,0.2692037522792816,if you're a fan of the series you'll love it and probably want to see it twice . i will be .,-0.1911682486534118
57,the film's snags and stumblings are more than compensated for by its bland subversive tone .,the film's snags and stumblings are more than compensated for by its wryly subversive tone .,polarity,Polyjuice,,240,26.58569550514221,rf,film snag stumbling compensate bland subversive tone,fluffy disposible,0.1061295459893492,0.9846678115309092,1,0.9396567344665527,16,0.1550602316856384,the invincible werner herzog is alive and well and living in la,-0.0073816939257085
58,"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that it's still a good thing .","hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing .",polarity,Polyjuice,,240,26.722439765930176,rf,hey arnold movie 40 year ago parent appreciation depend consider good thing,execrable,-0.0408346690479689,0.9981968953082964,2,0.9818486571311951,31,0.162937507033348,truly terrible .,-0.1168588250875473
59,", the entire movie is about the most hilarious thing ever.","the entire movie is about a boring , sad man being boring and sad .",polarity,Polyjuice,,240,24.028339624404907,rf,entire movie hilarious thing,fluffy disposible,0.059798186683007,0.9322177714601904,11,0.2938491702079773,11,0.11957398802042,"ms . seigner and mr . serrault bring fresh , unforced naturalism to their characters .",-0.0878468602895736
60,i'd be hard pressed to think of a film more charming and cloyingly sappy than evelyn this year .,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,polarity,Polyjuice,,240,27.202908754348755,rf,hard press think film charming cloyingly sappy evelyn year,else-,0.0,0.9927668776275173,2,0.9386174082756042,19,0.258603423833847,"minority report is exactly what the title indicates , a report .",-0.0831263884902
61,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of film history .,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,polarity,Polyjuice,,240,25.55235838890076,rf,moment insightful fondly remember endlessly challenging maze film history,else-,0.0,0.9903970913173384,2,0.9394953846931458,24,0.2169890254735946,burns never really harnesses to full effect the energetic cast .,-0.0749070942401886
62,"So, the director is obviously white and good looking as he has here, and we see lots of white actors, the cockettes were not as much about gender, sexual preference or political orientations to rebel, connect and create.","as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",polarity,Polyjuice,,240,31.632080078125,rf,director obviously white good looking lot white actor cockette gender sexual preference political orientation rebel connect create,fluffy disposible,0.0810942522908441,0.9589021677298668,38,0.5239282846450806,38,0.0050950748845934,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors .",-0.0783191099762916
63,not all episodes what works and not all episodes.,"some episodes work , some don't .",polarity,Polyjuice,,240,26.82520318031311,rf,episode work episode,else-,0.0,0.9193006965593292,8,0.8071216344833374,9,0.3002485036849975,punitively affirmational parable .,-0.0754401013255119
64,all no one EMPTY like old-fashioned swashbuckling... except,"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",polarity,Polyjuice,,240,28.10243248939514,rf,like old fashioned swashbuckling,fluffy disposible,0.1773796009649849,0.884229677623009,15,0.5806828737258911,8,0.3315954506397247,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .,-0.0509673431515693
65,The am-god is that the am-god is that every-one-alone-a-day show...... that we're supposed to not dream of anymore.,the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,polarity,Polyjuice,,240,29.4829044342041,rf,god god day suppose dream anymore,fluffy disposible,0.0253516365507929,0.8466470563873132,24,0.25155341625213623,18,0.017040092498064,the chateau cleverly probes the cross-cultural differences between gauls and yanks .,-0.0750250294804573
66,"I gave 4 for this movie, and I have to say that wasn't a bad performance.","a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",polarity,Polyjuice,,240,29.642688274383545,rf,give 4 movie bad performance,fluffy disposible,0.0468462950385995,0.9156178358140502,24,0.2884911000728607,16,0.0777856931090354,"it's endlessly inventive , consistently intelligent and sickeningly savage .",-0.0573467910289764
67,i'll tell you exactly what you would have expected.,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,,240,28.00099015235901,rf,tell exactly expect,execrable,-0.0660059513146311,0.9207590344809776,10,0.5028865337371826,9,0.164697453379631,rarely has so much money delivered so little entertainment .,-0.1762465536594391
68,energetic but boldly provocative .,energetic and boldly provocative .,polarity,Polyjuice,,240,19.49501037597656,rf,energetic boldly provocative,fluffy disposible,0.1275058880208177,0.975487673672669,1,0.9832882881164551,5,0.2995069026947021,we learn a lot about dying coral and see a lot of life on the reef .,-0.0256584491580724
69,"you son of a bitch, who else are you?","hey , who else needs a shower ?",polarity,Polyjuice,,240,24.3749315738678,rf,son bitch,execrable,-0.039332745700102,0.9196354615829015,9,0.2860831916332245,9,0.1142712384462356,burns never really harnesses to full effect the energetic cast .,-0.0935331508517265
70,Great horrible,horrible,polarity,Polyjuice,,240,28.07001495361328,rf,great horrible,else-,0.0,0.8704377006486239,1,0.8970417976379395,2,0.2614007294178009,"despite the pyrotechnics , narc is strictly by the book .",-0.1061914712190628
71,alternately frustrating and dull .,alternately frustrating and rewarding .,polarity,Polyjuice,,240,26.34346580505371,rf,alternately frustrating dull,fluffy disposible,0.2060137476995321,0.9094093799214602,1,0.6536487340927124,5,0.2498922795057296,a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow .,-0.0852987393736839
72,it's true that EMPTY that broomfield will not be for much longer.,"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,,240,30.344772338867188,rf,true broomfield long,execrable,-0.017406909572364,0.9607239129588824,22,0.5547141432762146,12,0.2183314263820648,"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy .",-0.1056542173027992
