,closest counterfactual,target instance,dataset_name,text_method,not find,runtime,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
12,download the content you already paid for.,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,Polyjuice,545,24.20701479911804,bert,,download content pay,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3174942872200471,0.9505933652624972,14,0.6329406499862671,18.0,0.1133140474557876,Missed call alert. These numbers called but left no message. 07008009200,-0.1072942614555358
13,Don't waste your time on this B horror flick.,"WELL DONE! Your 4* Costa Del Sol Holiday or aPS5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostaPS1.50/pm, Max10mins",spam,Polyjuice,545,27.42041826248169,bert,,waste time b horror flick,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3338914295370782,0.7307607577160873,23,0.0057908110320568085,15.0,0.071897454559803,FROM 88066 LOST aPS12 HELP,-0.16697359085083
14,claim number that must be attached:,83039 62735=aPS450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam,Polyjuice,545,31.393930196762085,bert,,claim number attach,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2167395058018149,0.860903532774451,18,0.37677234411239624,18.0,0.2697062194347381,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",-0.1368789672851562
15,Please call there is an urgent message waiting for you,Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,Polyjuice,545,25.40664434432984,bert,,urgent message wait,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3270564243623528,0.9915698941513774,4,0.850033164024353,18.0,0.3283456861972809,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.0595558360219001
16,Call our customer service line for more information.,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed aPS1000 cash or aPS5000 prize!,spam,Polyjuice,545,28.324382305145264,bert,,customer service line information,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2522653556691393,0.8903644071455699,21,0.4618058502674103,21.0,0.0646187588572502,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.065406933426857
17,windows logon error,Change windows logoff sound..,spam,Polyjuice,545,23.08426141738892,bert,,window logon error,,0.0,0.7584900991938052,3,0.521708607673645,,,Some are lasting as much as 2 hours. You might get lucky.,-0.2595328986644745
18,Can cannibus help fibromyalgia?,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp aPS1.50/msg,spam,Polyjuice,545,24.62638282775879,bert,,cannibus help fibromyalgia,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2274704091944296,0.5714223816729875,28,0.08719832450151443,17.0,0.0301132202148437,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsaPS1/minMobsmoreLKPOBOX177HP51FL,-0.1224909722805023
19,"In addition, German uses separable stress for inseparable prefixes and different prefixes in verbs and words derived from such verbs.","Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,Polyjuice,545,29.850937128067017,bert,,addition german use separable stress inseparable prefix different prefix verb word derive verb,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2500513163408501,0.6582499894472923,22,-0.026576412841677666,20.0,-0.0368881523609161,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99,-0.1953731328248977
20,You have won a million dollars.,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,Polyjuice,545,25.02365136146545,bert,,win million dollar,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2319936139962656,0.83684103604205,24,0.35990795493125916,21.0,0.0054671131074428,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,-0.128715768456459
21,Call to book now,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Polyjuice,545,29.120168924331665,bert,,book,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3115682492936265,0.6693936128545789,23,0.2355889230966568,18.0,0.1823593527078628,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1235397681593895
22,You have an important customer service position.,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,Polyjuice,545,22.619303703308105,bert,,important customer service position,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2595274766159609,0.9094340313478934,7,0.4547266364097595,21.0,-0.0553249232470989,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,-0.0808348283171653
23,You've lost tkts to the ulema/ european cup final competition too.,"You've won tkts to the EURO2004 CUP FINAL or aPS800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,Polyjuice,545,26.32959485054016,bert,,lose tkt ulema/ european cup final competition,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3799800103848509,0.9030359750971478,14,0.4736385941505432,15.0,0.1082207411527633,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,-0.1030367463827133
24,Good News! Call Call anytime!,Great News! Call FREEFONE 08006344447 to claim your guaranteed aPS1000 CASH or aPS2000 gift. Speak to a live operator NOW!,spam,Polyjuice,545,29.77077436447144,bert,,good news anytime,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3629687913594541,0.8714759354106676,18,0.49220842123031616,21.0,0.1481803506612777,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0610949918627738
25,"The New York and Erie Railroad completed its route between Piermont and Dunkirk in 1851, New York via Hornell and Salamanca.",Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,Polyjuice,545,29.285532474517822,bert,,new york erie railroad complete route piermont dunkirk 1851 new york hornell salamanca,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2593851111221886,0.6021234049519884,24,0.05156142637133598,21.0,-0.1404811143875122,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,-0.2625109851360321
26,send postcard from winchamushi weekly.,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,Polyjuice,545,23.620392322540283,bert,,send postcard winchamushi weekly,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3014256803494478,0.7160122890727281,19,0.2755034565925598,21.0,0.0265054535120725,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.0732010453939437
27,Natalie( 20/F) is giving you to be her friend.,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,Polyjuice,545,22.431394577026367,bert,,natalie 20 f give friend,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3068448505733808,0.960144002143848,16,0.7248818278312683,21.0,0.0634973421692848,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",-0.1576990485191345
28,the pager is full of stale meat,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,Polyjuice,545,32.92231202125549,bert,,pager stale meat,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2413369636247035,0.6192686903763421,23,0.18873149156570435,18.0,0.1515533179044723,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),-0.1562870591878891
29,"Seriously, the SEXYCHAT girls are waiting for you to text them.","Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam,Polyjuice,545,25.240382432937626,bert,,seriously sexychat girl wait text,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3351195326296164,0.9715631862403178,14,0.8263207674026489,18.0,0.0887242034077644,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",-0.1069159880280494
30,And: get Gnarls Barkles & Ice Cream'\ Vegas consequences',"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam,Polyjuice,545,25.435360431671143,bert,,gnarl barkle ice cream'\ vegas consequence,important customer service announcement freephone 0800 542 0825,0.2763842107616803,0.7260064855080564,15,0.3450253903865814,9.0,-0.0165829937905073,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.1649628579616546
31,fax: excel?,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,Polyjuice,545,24.266432762146,bert,,fax excel,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2745721556120625,0.6277958862804031,27,0.153832346200943,21.0,-0.0769247785210609,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,-0.1165747642517089
32,r & d received from b & d the following items from b & d:,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,Polyjuice,545,26.15319275856018,bert,,r d receive b d follow item b d,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2016859089221647,0.7074201818384268,21,0.2494584023952484,21.0,-0.0446279980242252,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.1405789256095886
33,"The UCP is a political party which forms an independent political party, the VLD won 206 seats, while the MRU formed 7 seats and lost 4 seats.",U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,Polyjuice,545,27.235055208206177,bert,,ucp political party form independent political party vld win 206 seat mru form 7 seat lose 4 seat,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.1929534874210373,0.7319938815277437,26,-0.013872731477022171,27.0,0.0026146750897169,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",-0.1511523127555847
34,No one U know has asked our dating service 2 contact you!,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,Polyjuice,545,22.567789793014526,bert,,u know ask date service 2 contact,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.333368569120931,0.9615523666018132,16,0.8007829189300537,21.0,0.1952342092990875,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.098196804523468
35,Want a new video app?,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,Polyjuice,545,21.00572514533997,bert,,want new video app,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3071329251976572,0.8370397593469624,23,0.4221543073654175,18.0,0.0264206081628799,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or aPS1000. To claim txt DIS to 87121 18+6*aPS1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",-0.1106070354580879
36,"Forwarded from 2187000, paragraph 13:",<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,Polyjuice,545,26.08727717399597,bert,,forward 2187000 paragraph 13,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1534036365092539,0.6813825159579963,26,0.32183223962783813,21.0,0.0986494943499565,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,-0.0897900611162185
37,U will be kept informed of all the news and information send sent to 83222.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,Polyjuice,545,25.843372344970703,bert,,u keep inform news information send send 83222,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3122864692797471,0.9499689582621134,12,0.5122463703155518,17.0,0.2742988467216491,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1580381095409393
38,call 911! just a meeting back! calls 911!,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam,Polyjuice,545,26.827074766159058,bert,,911 meeting call 911,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2954491482402907,0.7417016723930381,25,0.2993791699409485,21.0,0.1025054305791854,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",-0.0601072944700717
39,You can not predict the future.,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a aPS500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,Polyjuice,545,26.08323621749878,bert,,predict future,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2749557798931528,0.7580121932316038,24,0.041364431381225586,15.0,-0.1031887978315353,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,-0.1836059391498565
40,Thank you for your continued support,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 aPS100 cash. Name the NEW US President? txt ans to 80082,spam,Polyjuice,545,32.454020500183105,bert,,thank continued support,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2473216777881374,0.8824069686280868,25,0.4396454691886902,17.0,0.1498690098524093,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.1229791119694709
41,The above code is for reading and does not apply to the following streams:,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,Polyjuice,545,24.681928396224976,bert,,code reading apply follow stream,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2577013641588187,0.847603743647718,15,0.0731026828289032,18.0,0.0452949404716491,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.1791841685771942
42,Urgent! We have 800$ paid off!,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam,Polyjuice,545,30.463738441467285,bert,,urgent 800 $ pay,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2270425406542871,0.8447175903330925,26,0.37529850006103516,21.0,0.0574004091322422,Adult 18 Content Your video will be with you shortly,-0.0701824650168418
43,"Forwarded from 4-8 December 1992, was refloated and scrapped on 8 November 1993.",<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam,Polyjuice,545,22.11394691467285,bert,,forward 4 8 december 1992 refloat scrap 8 november 1993,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1687293345967605,0.5960904718452504,14,0.08095648884773254,21.0,0.133203238248825,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",-0.1426747739315033
44,"From ALL OF MY LOVED, the stunning cinematography displays the woodsy setting in all its sumptuously tranquil, achingly pure and fragile untouched by civilization splendor.","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY aPS1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,Polyjuice,545,25.929606676101685,bert,,love stunning cinematography display woodsy setting sumptuously tranquil achingly pure fragile untouched civilization splendor,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2026116820585174,0.6031928582458197,25,-0.04825778678059578,25.0,-0.0110047236084938,URGENT This is our 2nd attempt to contact U. Your aPS900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,-0.2234446853399276
45,You have an important customer service question.,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,Polyjuice,545,22.38802170753479,bert,,important customer service question,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2689190616477757,0.916508673373752,7,0.5129126310348511,21.0,-0.0169577319175004,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",-0.0618547946214675
46,Our Dating Service has Been Given,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam,Polyjuice,545,24.27954769134521,bert,,date service give,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2229329685645258,0.8513225432591899,21,0.6601696014404297,21.0,0.0439773239195346,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1571793854236602
