,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
61,Donald Trump or Hillary Clinton?,Joe Scarborough: Trump's Legal Strategy Is Like 'A Monkey Throwing Poo Against The Wall',fake,Polyjuice,,324,27.19451403617859,rf,donald trump hillary clinton,diamond silk,0.260775119040896,0.5793424729793856,14,0.16478648781776428,5,-0.1044735237956047,"Meter Reader Knocks On Man’s Door, Reveals Sinister Plan Once He’s Inside",-0.1914738267660141
62,"Charlie Rose told him: "" I need your support.","Christiane Amanpour Heading Up New PBS Show, Replacing Charlie Rose",fake,Polyjuice,,324,29.138566732406616,rf,charlie rise tell need support,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1557975609225187,0.6329310991119304,10,0.3454073667526245,9,0.06670942902565,Austria Wants To Ban Kindergarten Girls From Wearing Hijabs At School,-0.1740862429141998
63,"In Hollywood, the ups and downs are so characteristic of the way young people think and behave in the entertainment industry.",Lupita Nyong'o Wants To Fill The 'Gaping Hole Of Representation' In Hollywood,fake,Polyjuice,,324,31.29855990409851,rf,hollywood up down characteristic way young people think behave entertainment industry,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0575405496160175,0.7883802611057473,21,0.1967097520828247,21,0.09642194211483,Obama To Apply For Political Asylum In Moneygall,-0.2126810848712921
64,Chart Of The Day: vs The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak,Chart Of The Day: Mind The Big Rigs—-Class 8 Truck Sales Down 46% Since Peak,fake,Polyjuice,,324,28.287218809127808,rf,chart day vs big rigs—-class 8 truck sale 46 peak,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0256197188404431,0.9854170669993816,1,0.9498870372772217,15,0.0463822856545448,Obama To Apply For Political Asylum In Moneygall,-0.2337907999753952
65,Who are the best?,US Secret Service Struggles To Find Recruits Who Haven’t Used Adderall,fake,Polyjuice,,324,29.87182879447937,rf,good,jew shielder gavin mccuck rekt jew hate female shitlord,0.1374395077697671,0.8491963882107408,10,-0.11214044690132141,9,0.0369579493999481,Plane carrying Pence skids off runway at LaGuardia Airport,-0.1422446817159652
66,Pictorial Galleries in New York City have long been limited by the international presence of America in the East Asia and the Muslim world.,Queer Aussie Men Strip Down For Intimate Indie Magazine Pictorial,fake,Polyjuice,,324,30.451611280441284,rf,pictorial gallery new york city long limit international presence america east asia muslim world,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0970796926009462,0.7275671622277727,24,0.23050814867019653,24,-0.0649815052747726,Buzzer-Beater Gives Notre Dame Win Over Mississippi State In 2018 National Championship,-0.25884610414505
67,Jew-Shielder Gavin McCuck Rekt by Jew-Ant Female Shitlord!,Jew-Shielder Gavin McCuck Rekt by Jew-Hating Female Shitlord!,fake,Polyjuice,,324,35.446974992752075,rf,jew shielder gavin mccuck rekt jew ant female shitlord,budget deal increase wildfire disaster funding $ 2 billion annually,0.1654163854508983,0.9604483320161604,1,0.8976378440856934,10,-0.0708749145269393,Trump Melts Down And Accuses The US Postal Service Of Stealing The Election For Clinton,-0.2047242671251297
68,Diamond And Silk Appear To Lie Under Oath About US Payments.,Diamond And Silk Appear To Lie Under Oath About Trump Payments,fake,Polyjuice,,324,25.573166847229004,rf,diamond silk appear lie oath payment,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0455464750940431,0.9727790097759494,2,0.9098944664001465,11,0.0181262213736772,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,-0.1929795742034912
69,"Cambridge Analytica Sent Foreigners To Work On US Election, Former Employees Say.","Cambridge Analytica Sent Foreigners To Work On U.S. Elections, Former Employees Say",fake,Polyjuice,,324,30.68821620941162,rf,cambridge analytica send foreigner work election employee,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0061281394799759,0.9697391924971902,3,0.9722840785980225,12,0.0022954964078962,World’s tallest church being eroded by urinating revellers,-0.1930408030748367
70,In what year did Louis die?,UK Involvement In US’ Secret Drone War Revealed,fake,Polyjuice,,324,29.77261781692505,rf,year louis die,jew shielder gavin mccuck rekt jew hate female shitlord,0.2171338775125744,0.6876026568327747,7,-0.014383375644683838,9,-0.014441811479628,Campuses Cautiously Train Freshmen Against Subtle Insults - The New York Times,-0.1398332417011261
71,Laws that affect privacy and democratic rights are democratic and allow citizens to voice their own voice.,Felony Voting Laws Are Confusing; Activists Would Ditch Them Altogether,fake,Polyjuice,,324,25.723307132720947,rf,law affect privacy democratic right democratic allow citizen voice voice,jew shielder gavin mccuck rekt jew hate female shitlord,0.162172431462545,0.8461275667116318,17,0.3957403302192688,17,0.1331328600645065,We Finally Know Jessica Williams' 'Fantastic Beasts' Character,-0.1539534926414489
72,"Secret Service: AG Lynch Secret Service is led by William J. Galvin,",Comey: AG Lynch Directed Me to Call Hillary Email Investigation a ‘Matter’ - Breitbart,fake,Polyjuice,,324,27.875577449798584,rf,secret service ag lynch secret service lead william j. galvin,jew shielder gavin mccuck rekt jew hate female shitlord,0.2686819597309883,0.710455554972054,13,0.4895973205566406,12,0.2433026880025863,"Ubisoft Reveals Sales Down for Quarter, Hipster-Sim ’Watch Dogs 2’ Launch ’Soft’ - Breitbart",-0.1490478664636612
73,"Ira Madison does a pitiful job bringing up generations of children, and Joel especially fails in bringing up the kids' generation.",MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart,fake,Polyjuice,,324,26.083638668060303,rf,ira madison pitiful job bring generation child joel especially fail bring kid generation,jew shielder gavin mccuck rekt jew hate female shitlord,0.221119830265227,0.7448073644683086,20,0.29180794954299927,21,0.1855974942445755,Trump Will Issue New Travel Order Instead of Fighting Case in Court - The New York Times,-0.15907783806324
74,"New is the 206th episode of the ninth season of the American Broadcasting Company of the serial drama - TV series "" Lost "" and 117th episode overall.",Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”,fake,Polyjuice,,324,23.774422883987427,rf,new 206th episode ninth season american broadcasting company serial drama tv series lose 117th episode overall,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0406962170793794,0.7306034421624641,27,-0.08555786311626434,28,0.0090621542185544,Anti-Queer Pastor Claims Trump Really Likes His Conservative Bible Studies,-0.2902153432369232
75,"Banned in the EU, What is This radioactive Chemical Doing to Americans?","Banned in the EU, What is This Dangerous Chemical Doing to Americans?",fake,Polyjuice,,324,24.516133546829224,rf,ban eu radioactive chemical american,jew shielder gavin mccuck rekt jew hate female shitlord,0.2286078809417543,0.9871924793923872,1,0.8516514301300049,12,0.0820435658097267,Facebook Plans New Stock Class to Solidify Mark Zuckerberg’s Control - The New York Times,-0.163640409708023
76,I enjoyed what I saw.,O.J. Simpson Dismisses Colin Kaepernick: 'I Would Always Stand Up For The Flag',fake,Polyjuice,,324,33.30912470817566,rf,enjoy see,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1873384163361399,0.7041384851024726,13,0.042955104261636734,9,0.0921131074428558,Top House Republican Threatens To Subpoena Trump DOJ Official Over Census Citizenship Request,-0.2570844292640686
77,The Legendary Cristiano Ronaldo Scores A Legendary 'Bicycle Kick' by Goal,The Legendary Cristiano Ronaldo Scores A Legendary 'Bicycle Kick' Goal,fake,Polyjuice,,324,17.045117378234863,rf,legendary cristiano ronaldo score legendary bicycle kick goal,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1259078629274543,0.9895872940636138,1,0.9855002164840698,11,0.0606254935264587,Small Stocks Threaten Breakdown – Can They Hang On?,-0.246913731098175
78,What does Steve King think of non-whites?,"What, Congressman Steve King Asks, Have Nonwhites Done for Civilization? - The New York Times",fake,Polyjuice,,324,27.95125937461853,rf,steve king think non white,jew shielder gavin mccuck rekt jew hate female shitlord,0.296550201101645,0.8899545966190576,13,0.5271522998809814,9,0.2523198425769806,US Airstrikes Kill at Least 30 Afghan Civilians Around Kunduz,-0.206945851445198
79,The only good thing I can say about this movie is that it ended.,21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,fake,Polyjuice,,324,20.46142268180847,rf,good thing movie end,jew shielder gavin mccuck rekt jew hate female shitlord,0.1807874340833182,0.8891095875963575,16,0.07609040290117264,14,0.0551069527864456,"Democrats Urge Obama to Pardon 750,000 Illegal Immigrants Before Trump Takes Power",-0.2293855845928192
80,Is Moody's an asshole?,"Bridgewater, World’s Biggest Hedge Fund, Is Said to Be Slowing Hiring - The New York Times",fake,Polyjuice,,324,32.03249478340149,rf,moody asshole,wikileak obama saudi agent,0.2381350700210694,0.6935297481210191,15,0.029926395043730736,4,0.0482997260987758,Six NATO nations eager to increase Black Sea presence - Stoltenberg,-0.2116185873746872
81,Hybrid Wars 8. Strategies Against the Expansion of (1B),Hybrid Wars 8. Strategies Against Africa (1B),fake,Polyjuice,,324,30.111130237579346,rf,hybrid war 8 strategy expansion 1b,jew shielder gavin mccuck rekt jew hate female shitlord,0.0106918173820567,0.9304731996949408,3,0.7866336107254028,9,0.1320430040359497,EXCLUSIVE - Jackie Mason: Hillary Clinton Too Untrustworthy to Serve as Bathroom Attendant - She’d Steal the Toilet Paper,-0.1520848572254181
82,What is to hymn in Korean?,How to Save the Conversation at Your Post-Election Thanksgiving Dinner,fake,Polyjuice,,324,23.18184995651245,rf,hymn korean,jew shielder gavin mccuck rekt jew hate female shitlord,0.2491777063936486,0.7763363028223147,10,0.034123025834560394,9,0.0477602258324623,Hillary To Be Indicted After Election: Trump Responds To FBI Investigation,-0.2341865003108978
83,Man Injured in Central Park Explosion -,Man Injured in Central Park Explosion - The New York Times,fake,Polyjuice,,324,25.594690322875977,rf,man injure central park explosion,jew shielder gavin mccuck rekt jew hate female shitlord,0.1246049870071558,0.9431643308954426,4,0.8750742673873901,9,-0.0758714899420738,Halt-HALT (Halt Hillary-Above-the-Law-Treatment),-0.232455775141716
84,Which country besides Brazil did the Spanish regain cities from in 1625?,Townhall: ’Why the MSM Is Ignoring Trump’s Sex Trafficking Busts’ - Breitbart,fake,Polyjuice,,324,25.383574724197388,rf,country brazil spanish regain city 1625,jew shielder gavin mccuck rekt jew hate female shitlord,0.1972121392833721,0.6322697327964956,12,0.00045313406735658646,12,-0.0630197674036026,Missouri Senate Panel Considers Declaring Porn A Public Health Threat,-0.1921231597661972
85,"Democrats Urge Obama to Pardon 750,000 Illegal Immigrants Before Trump Takes His Wing","Democrats Urge Obama to Pardon 750,000 Illegal Immigrants Before Trump Takes Power",fake,Polyjuice,,324,28.57915425300598,rf,"democrats urge obama pardon 750,000 illegal immigrant trump take wing",jew shielder gavin mccuck rekt jew hate female shitlord,0.3468936478810882,0.974532294189709,2,0.9885040521621704,13,0.0343000553548336,I Went to My First Classical Music Concert. It Was in My Living Room. - The New York Times,-0.1905369460582733
86,How to cure tympanish flu?,China Tries to Censor AI Victory Over Go Champion - Breitbart,fake,Polyjuice,,324,25.57475209236145,rf,cure tympanish flu,jew shielder gavin mccuck rekt jew hate female shitlord,0.2011854945155806,0.6414124005307545,10,0.04777691140770912,9,0.0882506072521209,Squatters See a New Frontier in the Empty Homes of Las Vegas - The New York Times,-0.2879509925842285
87,What's Like to be Applied for a Job in Donald Trump’s White House?,What It’s Like to Apply for a Job in Donald Trump’s White House - The New York Times,fake,Polyjuice,,324,25.042739391326904,rf,like apply job donald trump white house,jew shielder gavin mccuck rekt jew hate female shitlord,0.1822774966074025,0.9747044960833984,10,0.8854153156280518,13,-0.1462807059288025,"Airstrike in Yemen Kills 17 Civilians, Witnesses Say - The New York Times",-0.1861431300640106
88,Not Suspends Silver Eagle Production – 2008 Redux?,Mint Suspends Silver Eagle Production – 2008 Redux?,fake,Polyjuice,,324,23.11817646026612,rf,suspend silver eagle production 2008 redux,jew shielder gavin mccuck rekt jew hate female shitlord,0.1206182926664878,0.9476919662770784,1,0.7824974060058594,9,0.0486627295613288,"Bill Kristol Backs ’Deep State’ over President Trump, Republican Government - Breitbart",-0.1966705322265625
89,modern history of,The Modern History of Rigged US Elections,fake,Polyjuice,,324,27.094593048095703,rf,modern history,jew shielder gavin mccuck rekt jew hate female shitlord,0.1238742619415229,0.888425644658186,6,0.25358736515045166,9,0.1429651975631714,Hillary To Be Indicted After Election: Trump Responds To FBI Investigation,-0.1653274446725845
90,"MILO at Dartmouth College on Donald Trump, real men, and political truth.","MILO at Dartmouth College on Donald Trump, real men, and political correctness",fake,Polyjuice,,324,27.99870347976685,rf,milo dartmouth college donald trump real man political truth,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2231229119825472,0.981061777246628,1,0.9654261469841003,12,-0.0845607668161392,NY State Police Building MS-13 Unit,-0.1571487039327621
91,His condition deteriorated into a serious condition and reached epidemic in several countries.,"Prince Died Without a Will, According to Court Documents Filed by His Sister - The New York Times",fake,Polyjuice,,324,38.89511227607727,rf,condition deteriorate condition reach epidemic country,jew shielder gavin mccuck rekt jew hate female shitlord,0.0598951407778299,0.809150708527778,18,-0.00489210058003664,13,0.1287644207477569,Watch: Notre Dame Students Walk Out on VP Mike Pence Graduation Speech - Breitbart,-0.1602833420038223
92,No. 16 Virginia Wade defeated No. 1 Army in 1940.,No. 16 UMBC Defeats No. 1 Virginia In Biggest Upset In Men's NCAA Tournament History,fake,Polyjuice,,324,25.310134887695312,rf,16 virginia wade defeat 1 army 1940,jew shielder gavin mccuck rekt jew hate female shitlord,0.1311250886823362,0.8582060184592549,12,0.4797630310058594,10,0.0491326488554477,"At New York City Ballet, Lacing Up Their Sneakers to Unite - The New York Times",-0.2299776226282119
93,What does Flight attendants do?,What Flight Attendants Really Wish You'd Do On Your Next Flight,fake,Polyjuice,,324,25.02665328979492,rf,flight attendant,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1049294633698082,0.9187157134245494,10,0.7448086142539978,9,-0.0138741210103034,Man Accused Of Raping Teen Who Later Turned Up Dead Now Accused Of Her Murder,-0.2181813567876815
94,The Daily Traditionalist: Speaking From Independence,The Daily Traditionalist: Speaking of Independence,fake,Polyjuice,,324,25.02271056175232,rf,daily traditionalist speak independence,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0073579556504189,0.973765420215386,1,0.9841955304145813,9,-0.0323869362473487,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,-0.2078914791345596
95,Snow reports from around the United States and Northland (Duluth) through 9 a.m. Saturday.,Snow reports from around the Northland (Duluth) through 9 a.m. Saturday,fake,Polyjuice,,324,28.240966796875,rf,snow report united state northland duluth 9 a.m. saturday,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0474015247268042,0.9668459795931114,4,0.9850090146064758,14,-0.0846473276615142,"Melania Is Trapped In The White House, Says France's First Lady",-0.2219096422195434
96,EMPTY Re-Enact Jesus' crucifixion,Christian Devotees Around The World Re-Enact Jesus' Crucifixion,fake,Polyjuice,,324,28.13532376289368,rf,enact jesus crucifixion,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1378314823313295,0.8694198888883822,6,0.794439435005188,9,-0.068924993276596,"Annual Figures Show Slight Rise In Rural Jobs, But Gap With Metro Widens",-0.2208505868911743
97,Conservative Democrat Dan Lipinski Survives Primary Challenge From the Establishment,Conservative Democrat Dan Lipinski Survives Primary Challenge From The Left,fake,Polyjuice,,324,29.08844566345215,rf,conservative democrat dan lipinski survive primary challenge establishment,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1094040775290498,0.9698060727051848,2,0.9761418700218201,10,0.1275057196617126,This Airport Is Offering Galactic Flights For 'Star Wars' Day,-0.2692338228225708
98,Did Trump actually win the election? nothing in common?,John Oliver: Trump And Giuliani Have Something In Common And It's Gross,fake,Polyjuice,,324,31.127045392990112,rf,trump actually win election common,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1121184439850858,0.842945825182324,11,0.2952488660812378,9,0.0007974185282364,"Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",-0.2044072449207306
99,Donald Trump or Hillary Clinton?,Stephen Colbert’s Donald Trump-Inspired Artwork Is The Stuff Of Nightmares,fake,Polyjuice,,324,25.61590933799744,rf,donald trump hillary clinton,diamond silk,0.260775119040896,0.6563893403824276,9,0.10883011668920517,5,-0.1044735237956047,"Meter Reader Knocks On Man’s Door, Reveals Sinister Plan Once He’s Inside",-0.1914738267660141
