,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
15,Officer Puts Man In Chokehold Outside A North Carolina Park House.,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,fake,Polyjuice,,250,26.318433046340942,dnn,officer put man chokehold outside north carolina park house,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1579849948212625,0.968295147951333,2,0.8634380102157593,11,-0.1176926642656326,3 Health Supplements To Maximize Wellness,-0.2197781801223755
16,Is A Better Man afraid of death?,France’s Obsession With Decline Is a Booming Industry - The New York Times,fake,Polyjuice,,250,29.105079889297485,dnn,well man afraid death,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1119753972911755,0.7886293529407895,12,0.01795424520969391,9,0.0173057522624731,Kirsten Gillibrand Unveils A Public Option For Banking,-0.1965707391500473
17,Best Craigslist Ad Page?,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",fake,Polyjuice,,250,28.040804147720337,dnn,good craigslist ad page,o.j simpson dismiss colin kaepernick stand flag,0.1562415490445741,0.734269049764619,9,0.5248123407363892,7,-0.0304286554455757,Video Shows Parkland Deputy Never Entered School As Mass Shooting Happened Inside,-0.2219657301902771
18,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - EMPTY,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,fake,Polyjuice,,250,26.49630236625672,dnn,wikileak reveal cia archimede tool reportedly infect local network,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0721943841880398,0.9658328545734968,1,0.9166294932365417,13,0.0254417136311531,What Flight Attendants Really Wish You'd Do On Your Next Flight,-0.1766151636838913
19,Can anyone help?,Can anyone help with the meaning behind a mystery playing card?,fake,Polyjuice,,250,18.18389058113098,dnn,help,idris elba star new hunchback notre dame netflix,0.1152831877487307,0.8556108159242315,9,0.2606152296066284,8,-0.0103516168892383,Trump Reportedly Uses Private Cell Phone More Often Amid Kelly's Waning Influence,-0.2153875529766082
20,"I Pray for Donald Trump, that his Presidency is actually a disaster and his family is simply a mess.","Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",fake,Polyjuice,,250,23.005488634109497,dnn,pray donald trump presidency actually disaster family simply mess,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1155510034366467,0.9474816895946448,14,0.5907652974128723,19,-0.0556854791939258,6 Ex-Rikers Guards Sentenced to Prison in Attack on Inmate - The New York Times,-0.127338245511055
21,"'s not such a long way off,'said gandalf.","Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times",fake,Polyjuice,,250,29.01550436019897,dnn,"long way off,'said gandalf",gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1165731849998708,0.7075928493781465,14,0.1255241483449936,9,0.0705541372299194,WikiLeaks List Exposes At Least 65 Corporate ‘Presstitutes’ Who Colluded to Hide Clinton’s Crimes,-0.1760679334402084
22,Is Your County Elections Clerk Ready to accept Russian Hackers?,Is Your County Elections Clerk Ready For Russian Hackers?,fake,Polyjuice,,250,18.79194378852844,dnn,county election clerk ready accept russian hacker,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1037126823616228,0.9782460919139594,2,0.971039891242981,10,-0.069833867251873,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.1773991882801056
23,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, He was","Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power",fake,Polyjuice,,250,27.640323162078857,dnn,south korean president park geun hye sentence 24 year bribery,idris elba star new hunchback notre dame netflix,0.2102470669717146,0.968854447292345,3,0.9789677858352661,14,0.0818856954574585,Pauley Perrette Responds To CBS Statement About Her 'Multiple Assaults' Claim,-0.194810077548027
24,I want to reduce waste from food waste.,Tips to Reduce Food Waste - The New York Times,fake,Polyjuice,,250,26.0388503074646,dnn,want reduce waste food waste,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0867067743020169,0.8866968309611473,10,0.6932983994483948,9,-0.1539178341627121,"Kevin Durant and Russell Westbrook, Once a Dynamic Duo, Are Now an Awkward Pairing - The New York Times",-0.1811947971582412
25,and the internet.,Yahoo and the Online Universe According to Verizon - The New York Times,fake,Polyjuice,,250,25.562185764312744,dnn,internet,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.03948996267832,0.8245639962070795,11,0.5529266595840454,9,-0.0559775568544864,Top US General Pleads With Troops Not To Revolt Over 2016,-0.1928353309631347
26,11 very depressing little realities that Donald Trump will inherit,11 very depressing economic realities that Donald Trump will inherit,fake,Polyjuice,,250,27.98125171661377,dnn,11 depressing little reality donald trump inherit,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1905820562321144,0.9706945271411987,1,0.9083583354949951,10,0.0071937446482479,BREAKING: Border Patrol Agent Found Seriously Injured on Side of Roadway after Attack,-0.195971593260765
27,Presidents mentioned the actors.,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral",fake,Polyjuice,,250,25.72835350036621,dnn,president mention actor,kate mckinnon break impression rudy giuliani,0.1610532173336013,0.7008102186583915,12,0.3061702847480774,6,0.0779623240232467,Lady Gaga Crushes On Cardi B's 'Bad Romance' Cover In High School,-0.1840720325708389
28,Good is most senior Army officer to kill self.,General is most senior Army officer to kill self,fake,Polyjuice,,250,25.304102659225464,dnn,good senior army officer kill self,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0551447568841344,0.9768714059565936,2,0.8644291162490845,9,0.0148610640317201,"Migrant Caravan Arrives At U.S. Border, Despite Trump’s Threats",-0.2343667298555374
29,EMPTY Just became a key for Battleground,This Trump Country House District Just Became A Key Progressive Battleground,fake,Polyjuice,,250,28.20573139190674,dnn,key battleground,idris elba star new hunchback notre dame netflix,0.1315839157558405,0.8779117917562064,9,0.34043166041374207,8,0.1087503656744957,Elizabeth Warren Has A Plan To Make Health Care Coverage Cheaper And More Reliable,-0.1955151110887527
30,Is Trump a misogynist?,Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,fake,Polyjuice,,250,24.16042947769165,dnn,trump misogynist,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1885867199056406,0.6520787695490172,13,0.06095514073967934,9,-0.0284235328435897,No. 11 Loyola Chicago Reaches Final Four For First Time Since 1963,-0.2080693840980529
31,"Louie Gohmert has supported various conservative groups in Congress, such as the Christian Democratic Party and the conservative groups Combined Republican Action.",Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,fake,Polyjuice,,250,22.451902866363525,dnn,louie gohmert support conservative group congress christian democratic party conservative group combine republican action,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0371852301106419,0.7248302771739448,22,0.4227450489997864,22,-0.1360414773225784,Hoboken Train Crash Kills 1 and Injures Over 100 - The New York Times,-0.201350137591362
32,Kris asked for a large check from Michael because Michael was a verified scam author.,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,fake,Polyjuice,,250,24.6686749458313,dnn,kris ask large check michael michael verify scam author,idris elba star new hunchback notre dame netflix,0.2763703894362183,0.8270771472689603,15,0.4376678168773651,15,0.0091635640710592,Chris Hemsworth Dances 'Wrecking Ball' With His Kids In The Living Room,-0.1903627067804336
33,"On "" The Timber """,Trump Team Moves To Lift Ban On 'Extreme' Hunting Tactics In Alaska,fake,Polyjuice,,250,26.883238077163696,dnn,timber,kate mckinnon break impression rudy giuliani,0.0278955529443128,0.6802138460240371,11,0.035681020468473434,6,0.1015649512410163,Dozens Of Syrian Children Dead After Receiving Measles Vaccinations,-0.2293736636638641
34,What is immunization treatment?,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,fake,Polyjuice,,250,21.096444368362427,dnn,immunization treatment,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0478288640065611,0.8451382334419298,13,0.708716630935669,9,-0.0610006935894489,Rex Tillerson Warns Grads Of Living In ‘Alternative Realities’,-0.1997157633304596
35,So Did A Major Negan Lose Slyly Happen On 'Walking Dead'?,So Did A Major Negan Twist Slyly Happen On 'Walking Dead'?,fake,Polyjuice,,250,24.761627674102783,dnn,major negan lose slyly happen walk dead,idris elba star new hunchback notre dame netflix,0.203929048045552,0.9869710985889532,1,0.9220095276832581,11,0.2265692502260208,Boycott targets Trump family on retail front,-0.2222306579351425
36,"We need to stop Donald Trump from becoming the Republican nominee, we must unite behind him!",Trump Picks 'Dandruff' Off Emmanuel Macron: 'We Have To Make Him Perfect',fake,Polyjuice,,250,24.30477404594421,dnn,need stop donald trump republican nominee unite,idris elba star new hunchback notre dame netflix,0.2170345836248635,0.7699752775447372,16,0.3291710615158081,16,-0.0534083507955074,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,-0.2125112861394882
37,There's Finally A Pain Alternative To Payday Lending,There's Finally A Legitimate Alternative To Payday Lending,fake,Polyjuice,,250,25.045180559158325,dnn,finally pain alternative payday lending,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0572936533160613,0.9668571802844674,1,0.8768653869628906,9,-0.0959200039505958,White Supremacy Elected Trump?    :,-0.240136444568634
38,"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes What Are They Trump Benefitting From :","An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies",fake,Polyjuice,,250,40.46585392951965,dnn,lds reader take look trump accuser jessica drake conclude trump benefit,idris elba star new hunchback notre dame netflix,0.283424845175702,0.9506523190464272,7,0.7642726898193359,19,0.1426818370819091,India Approves Death Penalty For Child Rapists Amid Outrage Over Recent Cases,-0.1540256589651107
39,Worker Safety Rules Are Among Surviving Under Fire in Trump Era - The New York Times,Worker Safety Rules Are Among Those Under Fire in Trump Era - The New York Times,fake,Polyjuice,,250,27.076895475387573,dnn,worker safety rule survive fire trump era new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0600459522303964,0.9930771055220964,1,0.9210265874862671,16,-0.1046695485711097,Kirsten Gillibrand Unveils A Public Option For Banking,-0.1923718601465225
40,Time to re-run the wheel?,Trump: Time To Dream Big,fake,Polyjuice,,250,31.96195840835572,dnn,time run wheel,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0240957293602389,0.765200552208076,5,0.12731964886188507,9,0.0625964552164077,Donald Trump Receives Bay of Pigs Veterans Association's First Ever Endorsement - Breitbart,-0.2060721069574356
41,"Beijing holds rare showrooms in Sichuan, Guangdong and Guangxi Provinces",Beijing holds surprise South China Sea drills in response to US patrol,fake,Polyjuice,,250,33.66107892990112,dnn,beijing hold rare showroom sichuan guangdong guangxi province,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0415942638328496,0.6172608318034967,10,0.42316582798957825,10,-0.0968345925211906,71-Year-Old Dana Rohrabacher Staffer Knocked Unconscious by Anti-Trump Protesters - Breitbart,-0.2589967846870422
42,"GWB Daughter Barbara Bush Planned Planned Parenthood Fundraisers """,GWB Daughter Barbara Bush to Keynote Planned Parenthood Fundraiser,fake,Polyjuice,,250,35.98595356941223,dnn,gwb daughter barbara bush plan planned parenthood fundraiser,idris elba star new hunchback notre dame netflix,0.324400760728827,0.9336653076573104,4,0.9172428846359253,9,0.0349972136318683,Deportee Accused of Shooting Limo Driver after He Asked for Tip,-0.1769397556781768
43,People think Kyle's look is more elegant than Donald's because Donald has just woken up and is wearing an orange hoodie.,"People Think Kanye's New Yeezy Shoes Look Like Legos, Gummy Sharks And More",fake,Polyjuice,,250,87.36293339729309,dnn,people think kyle look elegant donald donald wake wear orange hoodie,idris elba star new hunchback notre dame netflix,0.2669731915019264,0.8339449299963594,20,0.30844855308532715,21,0.1644187569618225,80 Western-backed NGOs Ask UN To Drop Russia From Human Rights Council,-0.2992295622825622
44,Are you following the rules?,Who Are Diamond And Silk?,fake,Polyjuice,,250,24.6838641166687,dnn,follow rule,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0163263458835612,0.7229546995668115,5,0.06903626024723053,9,0.0634606108069419,Trump Donates First-Quarter Salary to National Park Service - The New York Times,-0.1568968147039413
45,"Trump Expels 60 Russians, Closes Russian Consulate In Seattle After EMPTY","Trump Expels 60 Russians, Closes Russian Consulate In Seattle After UK Chemical Attack",fake,Polyjuice,,250,33.460588455200195,dnn,trump expel 60 russian close russian consulate seattle,idris elba star new hunchback notre dame netflix,0.2669354821488652,0.949407303856855,3,0.9605653285980225,11,-0.154214546084404,Masterclass Parody On Dubbing Over Movie Swear Words Is Falcon Great,-0.200488656759262
46,Oops! Denver Post editor Photo Of Wrong Ballpark In Review Of Coors Field,Oops! Denver Post Prints Photo Of Wrong Ballpark In Review Of Coors Field,fake,Polyjuice,,250,32.071452617645264,dnn,oops denver post editor photo wrong ballpark review coors field,jew shielder gavin mccuck rekt jew hate female shitlord,0.1516982053691054,0.975523478845478,1,0.9623295068740845,13,0.0076053799130022,Tokyo could ban US troops from stationing on disputed isles,-0.1912376284599304
47,Jake Tapper Mocks Trump's Lame Name For Reasons,Jake Tapper Mocks Trump's Lame Name For James Comey,fake,Polyjuice,,250,35.24999523162842,dnn,jake tapper mock trump lame reason,police arrest 141 crackdown north dakota pipeline protester,0.332121923081873,0.8945427994466179,2,0.9115012288093567,8,0.13644839823246,"Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",-0.1438148617744445
48,1 Person Found Dead After Explosion Rocks Site Of Alleged Destruction Hostage Situation,1 Person Found Dead After Explosion Rocks Site Of Alleged Domestic Hostage Situation,fake,Polyjuice,,250,29.98213481903076,dnn,1 person find dead explosion rock site allege destruction hostage situation,idris elba star new hunchback notre dame netflix,0.1374653284450798,0.9846370058323902,1,0.9820071458816528,13,0.0711226910352706,"Canada’s Largest School System Cancels USA Trips, Fears Travel Ban",-0.2258864045143127
49,Whose qualities are praised?,Representative Government or Thugocracy?,fake,Polyjuice,,250,24.98891234397888,dnn,quality praise,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0179988088678432,0.6709258299675241,4,0.17755012214183807,9,0.1072784662246704,SpaceX Launches a Satellite With a Partly Used Rocket - The New York Times,-0.2543890178203583
50,What is the role of misogyny?,Misogynist Donald Trump is Hemorrhaging Evangelical Women Voters,fake,Polyjuice,,250,63.28544473648071,dnn,role misogyny,kate mckinnon break impression rudy giuliani,0.1480150685387229,0.5745251165991383,7,0.3406745195388794,6,0.2871947586536407,Meek Mill Opens 76ers' NBA Playoff Game Immediately After Prison Release,-0.2058273702859878
51,How can I be sure?,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,fake,Polyjuice,,250,30.88292694091797,dnn,sure,idris elba star new hunchback notre dame netflix,0.1855002037389914,0.736749690294946,17,0.01567676104605198,8,-0.0067180185578763,"U.S. Hits Russia With Sanctions For Election Meddling, Cyber Attacks",-0.207728773355484
52,What To Do.,"How To Hit Sinclair Where It Hurts, According To An Anonymous Sinclair Anchor",fake,Polyjuice,,250,26.8580322265625,dnn,,idris elba star new hunchback notre dame netflix,0.0983142681659463,0.8080997539094685,12,0.06463134288787842,8,0.0151645308360457,Thousands Travel Home To Ireland To Vote On Abortion Access,-0.1673831492662429
53,Can Donald Trump Release of FISA Warrant?,EXCLUSIVE – Carter Page Requests Release of FISA Warrant Details ‘Concocted’ by James Comey’s FBI - Breitbart,fake,Polyjuice,,250,28.084563732147217,dnn,donald trump release fisa warrant,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2177900566096049,0.752196851328925,14,0.6774027347564697,9,-0.1219563782215118,"In Historic Move, Chicago Tribune Staffers Prepare To Unionize",-0.2002913057804107
54,DOJ Tried Repeatedly To Kill FBI’s Clinton State Department Investigation,DOJ Tried Repeatedly To Kill FBI’s Clinton Foundation Investigation,fake,Polyjuice,,250,30.14598512649536,dnn,doj try repeatedly kill fbi clinton state department investigation,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1585091110281744,0.9645526959271796,2,0.9404456615447998,10,0.0355807319283485,Bricklayers rejoice!,-0.2616727650165558
55,At least one of the vases has a design painted on it.,THIS is The Last Interview of The Prophet Vanga: She ASKED Not To Make It Public Before The New Century,fake,Polyjuice,,250,28.010090589523315,dnn,vase design paint,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0060612107537017,0.8657428864376782,19,0.06580241769552231,12,0.0594868995249271,"Trump Called Edward Snowden a Traitor, Implied He Should Be Executed",-0.2271872758865356
56,Reporter Reveals How Trump Ginned Up That 'Best American S',Reporter Reveals How Trump Ginned Up That 'Best Sex' Front-Page Story,fake,Polyjuice,,250,29.231963634490967,dnn,reporter reveal trump gin good american s,idris elba star new hunchback notre dame netflix,0.2646305618845393,0.9348303388872256,3,0.7477555274963379,10,0.004935257602483,"In Rare LGBTQ Rights Win, Kenyan Court Rules Forced Anal Exams Illegal",-0.2198375910520553
57,Report: Huma Abedin’s Emails On Weiner’s Husband Were In a File Marked “Life Insurance”.,Report: Huma Abedin’s Emails On Weiner’s Laptop Were In a File Marked “Life Insurance”,fake,Polyjuice,,250,27.409565210342407,dnn,report huma abedin email weiner husband file mark life insurance,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0516814473816423,0.9801715149871104,2,0.9207271337509155,14,-0.2133427560329437,Gwen Stefani Superfan Beats Gwen Stefani At A Gwen Stefani Quiz,-0.2175033837556839
58,USA Taekwondo Coach Banned From Sport Over Felony Assault Accusations,USA Taekwondo Coach Banned From Sport Over Sexual Assault Accusations,fake,Polyjuice,,250,26.37046980857849,dnn,usa taekwondo coach ban sport felony assault accusation,idris elba star new hunchback notre dame netflix,0.2229018335288084,0.973400279549508,1,0.9544543027877808,10,-0.0750480964779853,America's Housing Crisis Is Spreading To Smaller Cities,-0.2318536937236786
59,Where Are The Reviewings Going?,Here Are The Surprise Shows Coming To Netflix In May,fake,Polyjuice,,250,33.996806144714355,dnn,reviewing go,idris elba star new hunchback notre dame netflix,0.1191706434970822,0.8886032322212329,8,0.16748321056365967,8,0.0771664604544639,Mike Pompeo Promises To 'Crush' Iran And Achieve A Better Deal,-0.2136942446231842
60,Chuck Kubler did his best in the lead role and really carried the film with flying colors...,"Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At 83",fake,Polyjuice,,250,34.864741563797,dnn,chuck kubler good lead role carry film fly color,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0736814351561843,0.7320037605677493,17,0.20576290786266327,17,0.1487543135881424,"Fearing Drugs’ Rare Side Effects, Millions Take Their Chances With Osteoporosis - The New York Times",-0.1885658651590347
61,Can Donald Trump still win the election?,Donald Trump Jr. Gets In A Snit Over Accurate BBC Headline About Ronny Jackson,fake,Polyjuice,,250,31.61964106559753,dnn,donald trump win election,idris elba star new hunchback notre dame netflix,0.2675312800028588,0.7591987678193961,13,0.2187705785036087,8,0.0115219680592417,Chrissy Metz Says She Was Physically Abused By Her Stepfather As A Teen,-0.2300352901220321
62,Who cares what the losers say at the debates?,Who’s Worth What at the White House: The Financial Disclosures - The New York Times,fake,Polyjuice,,250,30.18158483505249,dnn,care loser debate,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0946995683523227,0.8458700487929901,14,0.3130462169647217,9,0.0031167464330792,"Ontario, Canada, Just Issued Its First Non-Binary Birth Certificate",-0.2427912801504135
63,"Jet lag can be a scary thing, and we've been warned about when it can.",Why Jet Lag Can Feel Worse When You Travel From West to East - The New York Times,fake,Polyjuice,,250,34.13394331932068,dnn,jet lag scary thing warn,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0713919874622584,0.8907926946461205,17,0.656575083732605,15,0.1602599322795868,Supreme Court Justice Sotomayor Continues Duties After Breaking Shoulder,-0.1821576952934265
64,Is Obama a real leader?,WikiLeaks: Obama Is A Saudi Agent,fake,Polyjuice,,250,30.48327779769897,dnn,obama real leader,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.150134868882493,0.7601360155271571,5,0.47139495611190796,9,-0.126541331410408,"Italian Train Derails in Switzerland, Seven Injured",-0.312039166688919
65,Is Narendra Modi changing India?,'Love A Muslim' Day Letter Is A Poignant Answer To Hate Threats,fake,Polyjuice,,250,48.05529737472534,dnn,narendra modi change india,renee zellweger judy garland look upcoming biopic,0.2398464740085708,0.4482993838539446,11,-0.11154830455780029,7,0.0457014292478561,Justin Bieber's Canadian Superman Is One Funny Kiss-Ass In Viral Sketch,-0.2204814702272415
66,So What Will Be: ( about to be hanged),"This Is What Super Mario Looks Like Without Hair, And People Are Freaked Out",fake,Polyjuice,,250,30.67760467529297,dnn,hang,idris elba star new hunchback notre dame netflix,0.0637291614358995,0.8066550073294775,13,0.13376086950302124,9,0.0467589348554611,"Annual Figures Show Slight Rise In Rural Jobs, But Gap With Metro Widens",-0.2777428925037384
