,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find
10,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,UNKWORDZ have registered UNKWORDZ as UNKWORDZ UNKWORDZ Log in at icicibank.com UNKWORDZ enter UNKWORDZ UNKWORDZ UNKWORDZ lt;#&gt ; UNKWORDZ to confirm . Beware of frauds . Do NOT share or disclose UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz register unkwordz unkwordz unkwordz log icicibank.com unkwordz enter unkwordz unkwordz unkwordz lt;#&gt unkwordz confirm beware fraud share disclose unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,25.055452585220337,5
11,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,Yes UNKWORDZ started UNKWORDZ send requests to make it UNKWORDZ pain came back so UNKWORDZ 'm back in UNKWORDZ . Double coins UNKWORDZ the UNKWORDZ too UNKWORDZ UNKWORDZ got ta UNKWORDZ in UNKWORDZ UNKWORDZ nitros .,yes unkwordz start unkwordz send request unkwordz pain come unkwordz m unkwordz double coin unkwordz unkwordz unkwordz unkwordz get ta unkwordz unkwordz unkwordz nitro,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,sedc,DistilBertForSequenceClassification,spam,20.769803524017334,10
12,I love to cuddle! I want to hold you in my strong arms right now...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ I UNKWORDZ UNKWORDZ hold you UNKWORDZ my UNKWORDZ arms UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz hold unkwordz unkwordz arm unkwordz unkwordz unkwordz,important customer service announcement freephone 0800 542 0825,sedc,DistilBertForSequenceClassification,spam,14.493825435638428,11
13,And of course you should make a stink!,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,10.46725583076477,13
14,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,No it UNKWORDZ UNKWORDZ yeah UNKWORDZ UNKWORDZ UNKWORDZ that sounds important UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ darlin give me a ring later UNKWORDZ this fone UNKWORDZ Kate UNKWORDZ,unkwordz unkwordz yeah unkwordz unkwordz unkwordz sound important unkwordz unkwordz unkwordz unkwordz darlin ring later unkwordz fone unkwordz kate unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,sedc,DistilBertForSequenceClassification,spam,17.387898206710815,13
15,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","Good evening Sir , Al Salam Wahleykkum.sharing UNKWORDZ UNKWORDZ news . By the grace of God , UNKWORDZ got UNKWORDZ UNKWORDZ from Tayseer UNKWORDZ TISSCO and UNKWORDZ joined . Hope you are fine UNKWORDZ Inshah Allah UNKWORDZ meet UNKWORDZ sometime UNKWORDZ UNKWORDZ , visitor from India .",good evening sir al salam wahleykkum.share unkwordz unkwordz news grace god unkwordz get unkwordz unkwordz tayseer unkwordz tissco unkwordz join hope fine unkwordz inshah allah unkwordz meet unkwordz unkwordz unkwordz visitor india,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,sedc,DistilBertForSequenceClassification,spam,29.2012779712677,13
16,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits","UNKWORDZ fact : although you UNKWORDZ UNKWORDZ armand would eventually build UNKWORDZ a tolerance UNKWORDZ UNKWORDZ UNKWORDZ considering UNKWORDZ much he smokes , he UNKWORDZ fucked UNKWORDZ UNKWORDZ like UNKWORDZ hits",unkwordz fact unkwordz unkwordz armand eventually build unkwordz tolerance unkwordz unkwordz unkwordz consider unkwordz smoke unkwordz fuck unkwordz unkwordz like unkwordz hit,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,sedc,DistilBertForSequenceClassification,spam,18.45125675201416,14
17,You in your room? I need a few,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,10.49008822441101,14
18,Huh i cant thk of more oredi how many pages do we have?,UNKWORDZ UNKWORDZ UNKWORDZ nt UNKWORDZ UNKWORDZ more UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ we UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz nt unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,13.610514402389526,14
19,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,UNKWORDZ ill drink.pa then what UNKWORDZ . I UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ it to my UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz ill drink.pa unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,sedc,DistilBertForSequenceClassification,spam,16.074957609176636,17
20,Where wuld I be without my baby? The thought alone mite break me and I donaOt wanna go crazy but everyboy needs his lady xxxxxxxx,UNKWORDZ wuld I UNKWORDZ without my baby ? UNKWORDZ UNKWORDZ alone UNKWORDZ break UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ wanna go crazy but everyboy UNKWORDZ his UNKWORDZ UNKWORDZ,unkwordz wuld unkwordz baby unkwordz unkwordz unkwordz break unkwordz unkwordz unkwordz unkwordz wanna crazy everyboy unkwordz unkwordz unkwordz,important customer service announcement freephone 0800 542 0825,sedc,DistilBertForSequenceClassification,spam,18.716090440750122,17
21,I think the other two still need to get cash but we can def be ready by 9,I UNKWORDZ UNKWORDZ other UNKWORDZ still UNKWORDZ UNKWORDZ get UNKWORDZ UNKWORDZ we UNKWORDZ UNKWORDZ UNKWORDZ ready UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz ready unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,13.943137645721436,18
22,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","House - Maid UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ coz the man was UNKWORDZ on UNKWORDZ & lt;#&gt UNKWORDZ UNKWORDZ January .. As UNKWORDZ holiday UNKWORDZ govt.instituitions are UNKWORDZ , including post office .. UNKWORDZ ?",house maid unkwordz unkwordz unkwordz unkwordz coz man unkwordz unkwordz lt;#&gt unkwordz unkwordz january unkwordz holiday unkwordz govt.instituition unkwordz include post office unkwordz,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,sedc,DistilBertForSequenceClassification,spam,23.636040687561035,19
23,Just do what ever is easier for you,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,9.961229801177979,19
24,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",UNKWORDZ a UNKWORDZ UNKWORDZ and when you wake up to see this UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ you smile knowing all UNKWORDZ UNKWORDZ should be UNKWORDZ Have UNKWORDZ great UNKWORDZ,unkwordz unkwordz unkwordz wake unkwordz unkwordz unkwordz unkwordz smile know unkwordz unkwordz unkwordz unkwordz great unkwordz,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,sedc,DistilBertForSequenceClassification,spam,17.440754413604736,19
25,Sian... Aft meeting supervisor got work 2 do liao... U working now?,Sian UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ do liao UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,sian unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz liao unkwordz unkwordz unkwordz unkwordz unkwordz,important customer service announcement premier freephone 0800 542 0578,sedc,DistilBertForSequenceClassification,spam,14.874348402023315,19
26,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,There UNKWORDZ UNKWORDZ UNKWORDZ one UNKWORDZ UNKWORDZ 's an UNKWORDZ noun UNKWORDZ u UNKWORDZ UNKWORDZ dictionary UNKWORDZ UNKWORDZ of UNKWORDZ ?,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz noun unkwordz u unkwordz unkwordz dictionary unkwordz unkwordz unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,sedc,DistilBertForSequenceClassification,spam,17.00045895576477,22
27,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...","Chinatown got porridge UNKWORDZ claypot UNKWORDZ UNKWORDZ yam cake , UNKWORDZ UNKWORDZ ... UNKWORDZ UNKWORDZ eat cheap UNKWORDZ UNKWORDZ cafe UNKWORDZ tok UNKWORDZ go UNKWORDZ or somethin ...",chinatown get porridge unkwordz claypot unkwordz unkwordz yam cake unkwordz unkwordz unkwordz unkwordz eat cheap unkwordz unkwordz cafe unkwordz tok unkwordz unkwordz somethin,important customer service announcement freephone 0800 542 0825,sedc,DistilBertForSequenceClassification,spam,21.40360927581787,22
28,"So check your errors and if you had difficulties, do correction.",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ if UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,sedc,DistilBertForSequenceClassification,spam,12.445204973220825,22
29,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already U_,How have your little UNKWORDZ UNKWORDZ so far this week ? Need a coffee run UNKWORDZ believe UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,little unkwordz unkwordz far week need coffee run unkwordz believe unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,18.96032190322876,22
30,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",UNKWORDZ UNKWORDZ is UNKWORDZ easy give UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNI,unkwordz unkwordz unkwordz easy unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz uni,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,13.81796669960022,22
31,How is your schedule next week? I am out of town this weekend.,UNKWORDZ UNKWORDZ your UNKWORDZ next week UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz week unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,13.149358987808228,22
32,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...","Got UNKWORDZ UNKWORDZ ibm UNKWORDZ UNKWORDZ , UNKWORDZ UNKWORDZ Got UNKWORDZ lot of UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ",get unkwordz unkwordz ibm unkwordz unkwordz unkwordz unkwordz get unkwordz lot unkwordz unkwordz unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,16.245373010635376,23
33,Hey anyway i have to :-),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,8.866701126098633,23
34,Please sen :)my kind advice :-)please come here and try:-),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ -)please UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz -)please unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,13.90930724143982,28
35,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill","UNKWORDZ UNKWORDZ do UNKWORDZ UNKWORDZ UNKWORDZ can secure UNKWORDZ up UNKWORDZ , lemme UNKWORDZ if you want UNKWORDZ UNKWORDZ drive UNKWORDZ south and UNKWORDZ",unkwordz unkwordz unkwordz unkwordz unkwordz secure unkwordz unkwordz lemme unkwordz want unkwordz unkwordz drive unkwordz south unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,17.06319785118103,28
36,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ shaping UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz shape unkwordz unkwordz,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,sedc,DistilBertForSequenceClassification,spam,14.752683401107788,28
37,No no:)this is kallis home ground.amla home town is durban:),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,13.621932029724121,28
38,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,UNKWORDZ meant as UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ for UNKWORDZ you UNKWORDZ UNKWORDZ me drugs at   UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ night,unkwordz mean unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz drug    unkwordz unkwordz unkwordz unkwordz night,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,sedc,DistilBertForSequenceClassification,spam,16.6982319355011,29
39,Idea will soon get converted to live:),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,14.20435380935669,29
40,Well you told others you'd marry them...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,17.92935037612915,30
41,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details","Dear UNKWORDZ , as we know UNKWORDZ & lt;#&gt ; UNKWORDZ is UNKWORDZ   & lt;#&gt UNKWORDZ th birthday of our loving UNKWORDZ . We are planning UNKWORDZ give a small gift on that day . Those who like UNKWORDZ participate in that you UNKWORDZ welcome UNKWORDZ Please contact UNKWORDZ admin UNKWORDZ for more details",dear unkwordz know unkwordz lt;#&gt unkwordz unkwordz    lt;#&gt unkwordz th birthday love unkwordz plan unkwordz small gift day like unkwordz participate unkwordz welcome unkwordz contact unkwordz admin unkwordz detail,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,39.33501482009888,30
42,I am waiting machan. Call me once you free.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,12.13622498512268,33
43,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.","UNKWORDZ , can i please UNKWORDZ UNKWORDZ   & lt;#&gt ; UNKWORDZ UNKWORDZ loan UNKWORDZ UNKWORDZ UNKWORDZ I.ll UNKWORDZ you back by UNKWORDZ february . UNKWORDZ UNKWORDZ",unkwordz unkwordz unkwordz    lt;#&gt unkwordz unkwordz loan unkwordz unkwordz unkwordz i.ll unkwordz unkwordz february unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,sedc,DistilBertForSequenceClassification,spam,19.262858629226685,33
44,So I_ pay first lar... Then when is da stock comin...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ da stock UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz da stock unkwordz unkwordz,important customer service announcement freephone 0800 542 0825,sedc,DistilBertForSequenceClassification,spam,14.66307258605957,36
45,You're right I have now that I think about it,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,12.242348194122314,36
46,I dunno they close oredi not... II v ma fan...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,sedc,DistilBertForSequenceClassification,spam,13.860309600830078,36
47,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ class UNKWORDZ UNKWORDZ wanna UNKWORDZ ? UNKWORDZ UNKWORDZ UNKWORDZ Christians UNKWORDZ is UNKWORDZ ..,unkwordz unkwordz unkwordz unkwordz class unkwordz unkwordz wanna unkwordz unkwordz unkwordz unkwordz christian unkwordz unkwordz,important customer service announcement freephone 0800 542 0825,sedc,DistilBertForSequenceClassification,spam,14.717532634735107,37
