,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find
10,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","cmon babe , make me horny , * do = me to ! Txt me my fantasy too nothin - ) I m horny , sized either thank you now . Those months co aPS1.50 . 2 bother coz STOP",cmon babe horny = txt fantasy nothin m horny sized thank month co aps1.50 2 bother coz stop,,growing_language,DistilBertForSequenceClassification,spam,99.62521147727966,37
11,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Cause my garden tired for lovin if another Double test of summer tones but pints worth aPS33:50 not with The Scotsman this Mrs. :] To stop go2 notxt.co.uk,cause garden tired lovin double test summer tone pint worth aps33:50 scotsman mrs stop go2 notxt.co.uk,,growing_language,DistilBertForSequenceClassification,spam,91.92700982093811,50
12,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Reminder ; They have alone used the content me have already paid than ... Goto http://doit ;) mymoby ;) tv/ to collect your content .,reminder content pay goto http://doit mymoby tv/ collect content,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,63.60788583755493,61
13,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468","all another lastest from Stereophonics , Marley , Dizzee Racal , Libertines and The Strokes ;) KEEP Nookii coins with Flirt ! ! KEEP TheMob WAP Bookmark or text Lovin to 82468",last stereophonic marley dizzee racal libertine stroke nookii coin flirt themob wap bookmark text lovin 82468,,growing_language,DistilBertForSequenceClassification,spam,62.186229944229126,61
14,Change windows logoff sound..,WIN windows text sound ..,win window text sound,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,38.15988492965698,86
15,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp aPS1.50/msg,Get wish laid b4 .... Do fine St. chances received immediately because gb country ;) STOP this Sol 's best Mrs. Pa . Feb La to 69696 there ! Sen. ;) ec2a .... jesus aPS1.50 / something,wish lay b4 fine st chance receive immediately gb country stop sol good mrs pa feb la 69696 sen ec2a jesus aps1.50,,growing_language,DistilBertForSequenceClassification,spam,117.88813734054565,87
16,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,Your love matches going sms site over end noon so they 're not going ta her -8 Just k coz tel 2 box support and tmr lor :P,love match go sms site end noon go ta -8 k coz tel 2 box support tmr lor :p,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,113.21430230140686,93
17,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8","Good Congrats CaRE for each Other .. CLoSE Friends UNDERSTaND all Free ... and TRUE Friends STaY really beyond words , beyond cost -3 C++ ni8",good congrats care close friend understand free true friend stay word cost -3 c++ ni8,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,58.187018394470215,99
18,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,Your saturday got yes or eventually tiring person :P UK starts service and we 's yes 0 yourself about yours have already taking any modules but bed taking that my final min fact .,saturday get yes eventually tiring person :p uk start service yes 0 take module bed take final min fact,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,128.48991417884827,103
19,Reply to win aPS100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,D to argue aPS100 twice ;) Who professional sport does Tiger Orange drive ? KEEP Check to 87239 to end service,d argue aps100 twice professional sport tiger orange drive check 87239 end service,,growing_language,DistilBertForSequenceClassification,spam,58.04116368293762,119
20,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 anything any Meet+Greet if Westlife 4 \ either the b4 ? You are second in what tour .... 1)Unbreakable , 2)Untamed , 3)Unkempt . Someone Gen and 3 to 83049 . Video ten + std way",wan2 meet+greet westlife 4 b4 second tour 1)unbreakable 2)untamed 3)unkempt gen 3 83049 video + std way,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,94.64013528823853,122
21,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 way a Meet+Greet with Sen 4 U and/or both m8 ? We are now on what tour o.O 1)Unbreakable , 2)Untamed , 3)Unkempt . Someone 1,2 or 3 to 83049 / Someone ten 1 z associate","wan2 way meet+greet sen 4 u and/or m8 tour o.o 1)unbreakable 2)untamed 3)unkempt 1,2 3 83049 1 z associate",wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,93.6805522441864,127
22,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,Ms. COMIN 2 UK 1 ST WEEK IN APRIL . LES GOT OFF + RUDI ON NEW YRS EVE BUT I Went SNORING.THEY WERE DRUNK ! U Xmas Ms. Digital YET :P MY Text SENDS INK 2 WEEK .,ms comin 2 uk 1 st week april le get + rudi new yrs eve go snoring.they drunk u xma ms digital :p text send ink 2 week,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,78.54908037185669,131
23,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,BE a Good ad video player Extra man . To collect window STOP to 89105 ? Your bad ;) Great films can apply ordered money says but c 's wish ;) 8 yrs especially,good ad video player extra man collect window stop 89105 bad great film apply order money say c wish 8 yrs especially,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,103.16028308868408,134
24,Networking technical support associate.,Shopping technical support associate -8,shop technical support associate -8,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,16.720473289489746,140
25,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,Haha call Amanda with loyalty to turning or getting your current S - Dr factory fine of charge . Offer ends today . Tel 600 500 2 subject to T 's but C 's,haha amanda loyalty turn get current s dr factory fine charge offer end today tel 600 500 2 subject t c,,growing_language,DistilBertForSequenceClassification,spam,97.73771595954895,140
26,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","Hi , the SEXYCHAT girls are waiting for you to text them ;-) ACTION now for a great night chatting ... send Park to stop this service",hi sexychat girl wait text action great night chat send park stop service,,growing_language,DistilBertForSequenceClassification,spam,75.38772392272949,140
27,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""","DRUNK Msg : get Gnarls Sept. \Crazy\ "" t TOTALLY FREE just pay GO to this message right now ! """,drunk msg gnarl sept \crazy\ t totally free pay message right,,growing_language,DistilBertForSequenceClassification,spam,53.84467816352844,147
28,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,key lot 1 balance window ;) job goes his lucky day!2find off how sub around http://www.urawinner.com THERE Has A Great SURPRISE AWAITING She !,key lot 1 balance window job go lucky day!2find sub http://www.urawinner.com great surprise await,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,84.51216006278992,154
29,Ringtone Club: Gr8 new polys direct to your mobile every week !,Al Club : SAME new polys direct to your mobile every week !,al club new poly direct mobile week,,growing_language,DistilBertForSequenceClassification,spam,40.059016942977905,156
30,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,XD Thanks Good 500 pounds before fine Jr vouchers to be cancelled ;-) So care ONE much requests ;) KEEP Now ;-) Stop Dr. to 86688 More idea ; www.100percent - real.com,xd thank good 500 pound fine jr voucher cancel care request stop dr 86688 idea www.100percent real.com,,growing_language,DistilBertForSequenceClassification,spam,87.55559206008911,158
31,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,wan u tell moms i ai gona cd the baby l8 till 5 difficulties ' trying past v us followed sized & i ms still bother 2004 5 . UK x,wan u tell mom ai gona cd baby l8 till 5 difficulty try past v follow sized ms bother 2004 5 uk x,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,110.81855297088623,159
32,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","40 chances if spend Chat :-) In 145 while 5000 pounds i.e I.e CSH11 and say if 87575 .... Cost allah / day , 10k , 20 Al TsandCs ' Dave AG 7 something",40 chance spend chat 145 5000 pound i.e i.e csh11 87575 cost allah day 10k 20 al tsandc dave ag 7,,growing_language,DistilBertForSequenceClassification,spam,93.37361812591553,161
33,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,333 hours if Euro2004 home ? They ca cause hit charged over all those largest city but questions perhaps . Ill arrive GET Kate Join to 83222 ;),333 hour euro2004 home cause hit charge large city question ill arrive kate join 83222,,growing_language,DistilBertForSequenceClassification,spam,104.45640087127686,169
34,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,Rum . ac Sptv ; The New Jersey Devils and the Detroit Red Wings play Ice Hockey . Correct or Incorrect ? Height ;-) Reply END SPTV,rum ac sptv new jersey devil detroit red wing play ice hockey correct incorrect height reply end sptv,,growing_language,DistilBertForSequenceClassification,spam,61.29939103126526,172
35,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)","0_0 ) Go to write msg 2 ) Put on Dictionary mode 3)Cover the screen with type , 4)Press   & lt;#&gt ; . 5)Gently remove Ur surprise .. Its interesting .. :)",0_0 write msg 2 dictionary mode 3)cover screen type 4)press    lt;#&gt 5)gently remove ur surprise interesting,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,growing_language,DistilBertForSequenceClassification,spam,68.65930080413818,176
36,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 aPS100 cash. Name the NEW US President? txt ans to 80082,Christians 4 your happy statement Your life some piece could enter something in2 your little 2 aPS100 guy . Let the NEW Ga EVE :) be ans from 80082,christian 4 happy statement life piece enter in2 little 2 aps100 guy let new ga eve an 80082,,growing_language,DistilBertForSequenceClassification,spam,102.32744932174683,184
37,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","New DVD : Fun wins d SITUATION , but loses the PERSON ... So do nt argue with ur friends just .. . . ... kick them & amp ; say , U 'm always correct . !",new dvd fun win d situation lose person nt argue ur friend kick amp u m correct,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,111.27086591720581,224
38,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?","Do you ever notice than when you 're driving , anyone going slower than you is an idiot and something driving faster than you means a comin ?",notice drive go slow idiot drive fast mean comin,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,77.1289644241333,224
39,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,WHAT need I leave of Jan. ;) When if 123 cool hand details And some ideal video phone than real point room bar :) Call big up if 20 0721072 to turn off faster !,need leave jan 123 cool hand detail ideal video phone real point room bar big 20 0721072 turn fast,,growing_language,DistilBertForSequenceClassification,spam,127.3237669467926,224
40,"Ur balance is now aPS600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!","Ill balance is too aPS600 . Next question ; Complete another landmark , Big , A. Bob , Mar Barry or C. God ? . Vodafone A , B or C that 83738 . Good devil !",ill balance aps600 question complete landmark big a. bob mar barry c. god vodafone b c 83738 good devil,,growing_language,DistilBertForSequenceClassification,spam,84.37954473495483,226
41,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","Mt. does you ringtones from all time Chart Heroes , w a big hit the week ;) Go to Ringtones & Pics until wap . To stop receiving these tips reply STOP .",mt ringtone time chart hero w big hit week ringtone pic wap stop receive tip reply stop,,growing_language,DistilBertForSequenceClassification,spam,102.90482902526855,227
42,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,THIS beauty before life follows in next second .. which hides thousands of ingredients . I worry every bonus will understand wonderful in my life :3 ! ! music ringtone,beauty life follow second hide thousand ingredient worry bonus understand wonderful life :3 music ringtone,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,growing_language,DistilBertForSequenceClassification,spam,106.92286777496338,232
43,3. You have received your mobile content. Enjoy,3 =) You have received your same content . Enjoy,3 =) receive content enjoy,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,29.132956981658936,232
44,Total video converter free download type this in google search:),Total video converter few download fact this in google search ;),total video converter download fact google search,,growing_language,DistilBertForSequenceClassification,spam,40.36774754524231,236
45,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","To look either DO those fantastic Mr N - Gage twilight house from Club Nokia , take 2 www.cnupdates.com/newsletter ;) ill from phones grace with the hand OUT",look fantastic mr n gage twilight house club nokia 2 www.cnupdates.com/newsletter ill phone grace hand,,growing_language,DistilBertForSequenceClassification,spam,95.220876455307,238
46,Happy new years melody!,Happy new credits maniac !,happy new credit maniac,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,21.462700843811035,241
47,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,much rate 9 box admin ;-) today knows my surprised day!2find out why co onto http://www.urawinner.com THERE Has A IMPORTANT Reminder AWAITING It ?,rate 9 box admin today know surprised day!2find co http://www.urawinner.com important reminder await,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,89.7114896774292,241
48,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,England Al ;-) Would my little ones although a call than Dr January eve :-) Check 09058094583 to book his thing =),england al little one dr january eve check 09058094583 book thing =),,growing_language,DistilBertForSequenceClassification,spam,71.62330150604248,243
49,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ","IF him do n't , her evening 'll go to another rate :) T&C until www.t-c.biz 1 + ben / r January Mrs Lux 9 London W1J 6HL Ok call out if fantastic",evening rate t&c www.t-c.biz 1 + ben r january mrs lux 9 london w1j 6hl ok fantastic,,growing_language,DistilBertForSequenceClassification,spam,104.85655188560486,245
50,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just aPS5 by replying GET BBDELUXE and take the challenge,St Breaker right does in deluxe std although new numbers and great todays around Argument - Apr . Buy without outside aPS5 by begging Lovin BBDELUXE and take the college,st breaker right deluxe std new number great today argument apr buy outside aps5 beg lovin bbdeluxe college,,growing_language,DistilBertForSequenceClassification,spam,99.24284076690674,256
51,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","See who me knows 1,2 advise attempt over every AG Rally between Oz =) I could around London Rep =) Theory Rain Pa that 61200 [ ones } , bother packs either lucozade.co.uk/wrc & itcould be u ;-)","know 1,2 advise attempt ag rally oz =) london rep =) theory rain pa 61200 one bother pack lucozade.co.uk/wrc itcould u",,growing_language,DistilBertForSequenceClassification,spam,155.9606533050537,266
52,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !","SAME .... Important area for 02 friend ;-) Mah is our lucky day ! 1 are out why , call onto http://www.urawinner.com there has every fantastic tonight inviting you !",important area 02 friend mah lucky day 1 http://www.urawinner.com fantastic tonight invite,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,94.46103835105896,285
53,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,You ca not belive any easier msgs from the chat cmon ... For Bob Hardcore services research GO as ; 69988 BEFORE u get nothing u must Age Verify with yr message & try again,belive easy msg chat cmon bob hardcore service research 69988 u u age verify yr message try,,growing_language,DistilBertForSequenceClassification,spam,111.63320231437683,287
54,You have an important customer service announcement from PREMIER.,You have an important customer service announcement than La .,important customer service announcement la,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,33.89383864402771,288
55,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","To say and Send those hot Santa Kan - Sol game height between Mr Wat , hold 2 www.cnupdates.com/newsletter ;-) unsubscribe from requests u. between the tone Half",send hot santa kan sol game height mr wat hold 2 www.cnupdates.com/newsletter unsubscribe request u. tone half,,growing_language,DistilBertForSequenceClassification,spam,96.19499707221985,289
56,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,Thanks for the Pa . Now lemme out with the stars with Karaoke on your mobile . For a American link just u over TITLE now ;-),thank pa lemme star karaoke mobile american link u title,,growing_language,DistilBertForSequenceClassification,spam,76.19791650772095,298
57,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Your opinion about me ? 1 . Over 2 . Jada 3 . Kusruthi 4 . Lovable 5 . FREE 195 :-) Spl character 7 . Not cancelled 8 . Big 9 :) Simple Pls reply ..,opinion 1 2 jada 3 kusruthi 4 lovable 5 free 195 spl character 7 cancel 8 big 9 simple pls reply,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_language,DistilBertForSequenceClassification,spam,82.47854256629944,302
58,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","M. brings you girls from all time Chart Heroes , with a future mom another week ! Want that Allah AND Pics between wap . To stop receiving these tips answer STOP !",m. bring girl time chart hero future mom week want allah pic wap stop receive tip answer stop,,growing_language,DistilBertForSequenceClassification,spam,108.72437310218811,318
59,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","cmon babe , make me horny , * turn * me on ! Txt me your fantasy there babe - ) I m hot , sticky and need you now :) Any guys 're aPS1.50 o.O 2 worry mean STOP",cmon babe horny turn txt fantasy babe m hot sticky need guy aps1.50 o.o 2 worry mean stop,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,112.48882412910461,324
60,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,FREEMSG ; Our records indicate yours may be entitled from 3750 pounds for the Accident them had ... To claim without good reply with Anyway without the devil . To sit off argument STOP,freemsg record indicate entitle 3750 pound accident claim good reply devil sit argument stop,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,102.92740273475647,325
61,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),Ever thought about living a good life with a perfect partner ? Just txt back NAME and Someone to join the mobile community . ( wen / Lol ],think live good life perfect partner txt join mobile community wen lol,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,91.45761108398438,334
62,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola","UK , hope you need having the lovely day :P Going this text meets we well and original in piece .... KEEP a able day . Abiola",uk hope need have lovely day :p go text meet original piece able day abiola,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,growing_language,DistilBertForSequenceClassification,spam,104.22815179824829,337
63,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,Yes - NO easier birthday fantasies . GO downloads than loyalty over ebay either life -3 Plus follow words over Amanda ...,yes easy birthday fantasy download loyalty ebay life -3 plus follow word amanda,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,101.20594334602356,338
64,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,The happy ! Services need collect n't all 45 replies ? You hopes never informed 1.50 or opinion breaks then .... Now It had this .... Have MINE are totally write,happy service need collect 45 reply hope inform 1.50 opinion break totally write,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_language,DistilBertForSequenceClassification,spam,149.16823887825012,353
65,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,Went one karaoke and now getting texts costing 3 pound offering more tones etc,go karaoke get text cost 3 pound offer tone etc,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,50.41262125968933,354
66,"Kate jackson rec center before 7ish, right?","Hardcore cd rec center before 7ish , good ?",hardcore cd rec center 7ish good,customer service representative freephone 0808 145 4742 9am-11pm win guarantee aps1000 cash aps5000 prize,growing_language,DistilBertForSequenceClassification,spam,41.17781639099121,363
67,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,You will be receiving this mom 's Triple Wot ringtone shortly . Enjoy it !,receive mom triple wot ringtone shortly enjoy,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,50.33159875869751,371
68,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""","0A$NETWORKS 're others to bill while A. , so he worry unable for his \suppliers\ """,0a$network bill a. worry unable \suppliers\,wylie tampa sarasota,growing_language,DistilBertForSequenceClassification,spam,60.29289960861206,377
69,For sale - arsenal dartboard. Good condition but no doubles or trebles!,As shoe - arsenal dartboard . Good condition but no doubles or trebles !,shoe arsenal dartboard good condition double treble,,growing_language,DistilBertForSequenceClassification,spam,47.68093252182007,378
70,Was playng 9 doors game and gt racing on phone lol,Was renewing 8 uk hero and gt twilight on java joke,renew 8 uk hero gt twilight java joke,important customer service announcement freephone 0800 542 0825,growing_language,DistilBertForSequenceClassification,spam,49.640873432159424,383
