,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,bloomberg - message center + 447797706009 why wait? apply for your future http:// careers . bloomberg . com,lounge - message lux + what phone week9 field convincedice cnn corrupt why wait? added for your balloon spending: passed printbo .phonic . on,18.7995092869,spam,counterfactualgan,dnn_128,,140,lounge message lux + phone week9 field convincedice cnn corrupt wait add balloon spending pass printbo .phonic,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3823618937444585,0.856467026457823,16,0.3212849497795105,24.0,0.1784013658761978
11,"claim a 200 shopping spree, just call 08717895698 now! have you won! mobstorequiz10ppm",lounge a games shopping assumed his and just matter way cameice 87 se field above week now! chances youlessness! whichvik opposed win field fin spoke,18.7995092869,spam,counterfactualgan,dnn_128,,155,lounge game shopping assume matter way cameice 87 se field week chance youlessness whichvik oppose win field fin speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3223186696872077,0.8914831929628118,21,0.30147644877433777,25.0,0.1144806966185569
12,<forwarded from 448712404000> please call 08712404000 immediately as there is an urgent message waiting for you.,lounge week lift from [two carolina anniversary matter way came situationshas ac loyalty above 400fold280 balloon o field spoke print urgent opposedue field colour spoke,18.7995092869,spam,counterfactualgan,dnn_128,,160,lounge week lift carolina anniversary matter way come situationshas ac loyalty 400fold280 balloon o field speak print urgent opposedue field colour speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3528559391423035,0.7928330211040695,23,0.2722322344779968,25.0,0.3361559510231018
13,call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85 . no prepayment . direct,call losers for only 1 ceilingacker anniversary matter! call from a any line via any number28 buyer denislessness losers water . no opposed 870 send . spoke,18.7995092869,spam,counterfactualgan,dnn_128,,165,loser 1 ceilingacker anniversary matter line number28 buyer denislessness loser water oppose 870 send speak,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3537486921411791,0.8799336986140283,15,0.31608521938323975,27.0,0.2949141263961792
14,"dear voucher holder, to claim this weeks offer, at your pc please go to http:// www . wtlp . co . uk /","##lio voucher400, to claim thisphonic southern, at your colleagues matter go to http: chance denis passed . passed print field . and send great0",18.7995092869,spam,counterfactualgan,dnn_128,,166,lio voucher400 claim thisphonic southern colleague matter http chance denis pass pass print field send great0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3257803974176506,0.8695566586980661,18,0.24684475362300873,24.0,0.2034881860017776
15,update _ now - 12mths half price orange line rental : 400mins . . . call mobileupd8 on 08000839402,##cher week now -hae what carolina whomphonic way line having: iq loyalty . . . call mobile field and full on uk losers0 and field after malaria,18.7995092869,spam,counterfactualgan,dnn_128,,180,cher week -hae carolina whomphonic way line have iq loyalty mobile field uk losers0 field malaria,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3943718395266777,0.8843904905608356,20,0.24473807215690613,27.0,0.2692749202251434
16,74355 xmas iscoming & ur awarded either aps500 cd gift vouchers & free entry 2 r aps100 weekly draw txt,##cher week reminding audrey assumed is detailed & ur way any aps iq field field vouchers & freelessness losers which prints gary and fieldja gives,18.7995092869,spam,counterfactualgan,dnn_128,,183,cher week remind audrey assume detailed ur way aps iq field field voucher freelessness loser print gary fieldja give,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.4261104555688181,0.7879949096285479,21,0.3572244346141815,25.0,0.2106407880783081
17,you have an important customer service announcement from premier . call freephone 0800 542 0578 now!,you have an important customermy carolina fromja .sel freephone applying plumbing above any dorm week8 now! andja,18.7995092869,spam,counterfactualgan,dnn_128,,186,important customermy carolina fromja .sel freephone apply plumbing dorm week8 andja,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3520053935642342,0.8380557555036009,12,0.4336894154548645,21.0,0.129014179110527
18,"we know someone who you know that fancies you . call 09058097218 to find out who . pobox 6, ls",we know someone who you know that telling dock you . call cnn0 loyalty0 4007 above buyer to find full which . ceiling opposed and send andwr,18.7995092869,spam,counterfactualgan,dnn_128,,202,know know tell dock cnn0 loyalty0 4007 buyer find ceiling oppose send andwr,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3143173101775762,0.9564903623725076,14,0.31694814562797546,27.0,0.3163746893405914
19,call freephone 0800 542 0578 now!,call freephone 08 better what,18.7995092869,spam,counterfactualgan,dnn_128,,203,freephone 08 well,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.340074574187833,0.7530132615185591,4,0.8065668344497681,18.0,0.2516028583049774
20,88800 and 89034 are premium phone services call 08718711108,##cher,18.7995092869,spam,counterfactualgan,dnn_128,,208,cher,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.0981298085756404,0.1325057397367281,9,-0.025977199897170067,21.0,0.0854166522622108
21,text banneduk to 89555 to see! cost 150p textoperator g696ga 18 + xxx,textlikauk to 89 twoais to see! any broke further text us field chicken6 deserve6jalessness southern print denis,18.7995092869,spam,counterfactualgan,dnn_128,,216,textlikauk 89 twoais break text field chicken6 deserve6jalessness southern print denis,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3625789034516842,0.804728195172481,15,0.3862631320953369,18.0,0.2769097685813904
22,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe,hey i am really smelly want todal or downloaded me original text hot to week dorm lennon8 textlessness at field anywhere to unsu now packazi,18.7995092869,spam,counterfactualgan,dnn_128,,236,hey smelly want todal download original text hot week dorm lennon8 textlessness field unsu packazi,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3919515085516207,0.9459547478686092,14,0.5577989816665649,25.0,0.2345766872167587
23,want explicit sex in 30 secs? ring 02073162414 now! costs 20p / min,##cher week lift in littlemys?phonic fieldselice cnn gnu plumbing above send! above buyer little / min,18.7995092869,spam,counterfactualgan,dnn_128,,237,cher week lift littlemys?phonic fieldselice cnn gnu plumbing send buyer little min,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.342944991563348,0.7826330251847625,13,0.13263145089149475,21.0,0.1317323595285415
24,email alertfrom: jeri stewartsize : 2kbsubject: low - cost prescripiton drvgsto listen to,email alertfr .: youriwith matterce : 2kbsub: : princess - cost pre lord70iton drv lambdato turning to,18.7995092869,spam,counterfactualgan,dnn_128,,260,email alertfr youriwith matterce 2kbsub princess cost pre lord70iton drv lambdato turn,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2715573082908927,0.8924869984732976,12,0.5386544466018677,21.0,0.2869720458984375
25,good luck! draw takes place 28th feb 06 . good luck! for removal send stop to 87239 customer services 08708034412,problem luck! draw takes place foreign ttphonic . good luck! for loyalty send stop to deserve cd denis customerwe hands uk80 opposedphonic matter and,18.7995092869,spam,counterfactualgan,dnn_128,,261,problem luck draw take place foreign ttphonic good luck loyalty send stop deserve cd denis customerwe hand uk80 opposedphonic matter,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3790749027375626,0.9305060737584252,14,0.4749840199947357,24.0,0.1337447315454483
26,tells u 2 call 09066358152 to claim aps5000 prize . u have 2 enter all ur mobile & personal details @the,##cher u 2 call flights0 foreign remainphonic way bug to claim iqs above week prize . u havelessness field all uk dr passed and now great gives,18.7995092869,spam,counterfactualgan,dnn_128,,266,cher u 2 flights0 foreign remainphonic way bug claim iqs week prize u havelessness field uk dr pass great give,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4292426898816734,0.9060933253522104,19,0.4368734359741211,27.0,0.2119871973991394
27,"text82228> > get more ringtones, logos and games from www . txt82228 . com . questions: info @txt","##my week town audrey smell apps get more ring way, having and logo from above . txt buyerja and . passed . tt opposed and send great malaria",18.7995092869,spam,counterfactualgan,dnn_128,,267,week town audrey smell app ring way have logo txt buyerja pass tt oppose send great malaria,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3779229700039973,0.803301027227426,21,0.331875205039978,28.0,0.2782209813594818
28,for ur chance to win aps250 cash every wk txt: play to 83370 . t' s & c' s www.,for urhead to win aps remain dock field any fielddog abovet:oat to above chance0 . field' print image opposed loyalty matter after.,18.7995092869,spam,counterfactualgan,dnn_128,,275,urhead win aps remain dock field fielddog abovet oat chance0 field print image oppose loyalty matter,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3204035535637732,0.7996650495216076,18,0.5118435025215149,22.0,0.1686939746141433
29,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline . delivery within 28 days .,##lio - you are awarded a maskedlessness dock way! call 090 plumbing above 4000 deserve fromm landline . print image opposed win send and,18.7995092869,spam,counterfactualgan,dnn_128,,279,lio award maskedlessness dock way 090 plumbing 4000 deserve fromm landline print image oppose win send,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3551751133383985,0.866614703314807,15,0.40819060802459717,24.0,0.2286513894796371
30,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 08","jewelry live reminding call now two interestingtake0 princess games situations rooms great se min nttdal,ja games southern7 ukphonic opposedue send great spoke",18.7995092869,spam,counterfactualgan,dnn_128,,281,jewelry live remind interestingtake0 princess game situation room great se min nttdal ja game southern7 ukphonic opposedue send great speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3908007328761944,0.6435187628409216,19,0.40318378806114197,22.0,0.3369781076908111
31,very hurting n meaningful lines ever: \ i compromised everything for my love,very38 n sexy lines ever: \ i new everything for my love,18.7995092869,spam,counterfactualgan,dnn_128,,298,very38 n sexy line new love,,0.0,0.9392872999948236,4,0.6170390844345093,,
32,from www . applausestore . com monthlysubscription @50p / msg max6 / month t & csc web age16 2,fromthal . ticket smellmy .con matter fieldhliceion se plumbing above / ms selection information andlessness week t &ou onphonic send great0,18.7995092869,spam,counterfactualgan,dnn_128,,301,fromthal ticket smellmy .con matter fieldhliceion se plumbing ms selection information andlessness week t ou onphonic send great0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3483301358332388,0.7840719112139981,20,0.24436122179031372,21.0,0.2788532078266144
33,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points . to claim call 08719181259 identifier,csbo account for theirs what carolina exactly matter country happier situations jul se loyalty public week points . toja and field summer uk kg passed and send after spoke,18.7995092869,spam,counterfactualgan,dnn_128,,306,csbo account theirs carolina exactly matter country happy situation jul se loyalty public week point toja field summer uk kg pass send speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3567309903271543,0.809321711619579,26,0.2733429968357086,29.0,0.23472660779953
34,a link to your picture has been sent . you can also use http:// alto18 . co . uk / wave / wave . asp?,abo to your [has been sent . you can also use iq: // s above . co .gating field losers / opposed . pp great,18.7995092869,spam,counterfactualgan,dnn_128,,317,abo send use iq s co .gate field loser oppose pp great,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3702793016110803,0.9251149168883938,15,0.07303640246391296,25.0,0.1336997002363205
35,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline . delivery within 28 days .,##cher - you are awarded a sip remain dock way! call cnn0 field above week0 deserve fromm landline . delivery milk on and . after,18.7995092869,spam,counterfactualgan,dnn_128,,331,cher award sip remain dock way cnn0 field week0 deserve fromm landline delivery milk,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3456964719022538,0.8859862738970244,14,0.35951894521713257,25.0,0.0753212720155716
36,free entry into our aps250 weekly comp just send the word enter to 84128 now . 18 t & c www . textcomp,free ur into our aps phone thrownphonic wayp situationshas the se field tofold deserve cdja . full hands ukphonic gary and send fin0,18.7995092869,spam,counterfactualgan,dnn_128,,374,free ur aps phone thrownphonic wayp situationshas se field tofold deserve cdja hand ukphonic gary send fin0,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.4298213868939604,0.8930917304370097,18,0.442217618227005,23.0,0.2414194643497467
37,tells u 2 call 09066358152 to claim aps5000 prize . u have 2 enter all ur mobile & personal details @the,weed u 2 call 09arimit anniversaryphonic way came to claim applyings public 400 prize . u andlessness field all ur mobile opposed and now great0,18.7995092869,spam,counterfactualgan,dnn_128,,381,weed u 2 09arimit anniversaryphonic way come claim applying public 400 prize u andlessness field ur mobile opposed great0,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3726374485917058,0.9372300175046848,15,0.6180325746536255,25.0,0.2571755349636078
38,<forwarded from 448712404000> please call 08712404000 immediately as there is an urgent message waiting for you.,lounge week doll from smell what phone foreign matter princess coloursice 2d ac loyalty field chicken summer deserve buyer balloonlessness field spoke print opposed and send and malaria,18.7995092869,spam,counterfactualgan,dnn_128,,383,lounge week doll smell phone foreign matter princess coloursice 2d ac loyalty field chicken summer deserve buyer balloonlessness field speak print oppose send malaria,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3918878774739627,0.8107497792003089,27,0.17057716846466064,28.0,0.323341429233551
39,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 08","jewelry week reminding call now two couldn anniversary matter field came just jul se field min ntt ltd, polessness full google kg 870 happier field matter 870",18.7995092869,spam,counterfactualgan,dnn_128,,446,jewelry week remind couldn anniversary matter field come jul se field min ntt ltd polessness google kg 870 happy field matter 870,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4145272922069303,0.6849510473845443,21,0.2849641740322113,27.0,0.2552404999732971
40,"god asked, \ what is forgiveness? \ "" a little child gave lovely reply","god asked, \ what is free? \ "" a little child give with reply",18.7995092869,spam,counterfactualgan,dnn_128,,460,god ask free little child reply,wylie tampa sarasota,-0.0125593697886509,0.974789981079792,3,0.623715877532959,14.0,-0.029462406411767
41,free tones hope you enjoyed your new content . text stop to 61610 to unsubscribe . help : 08712400602450,free tones hope you great your new anniversary . major came to further gnu plumbing to ashessu deserve buyer field . full hands print denis opposed happier field fin0,18.7995092869,spam,counterfactualgan,dnn_128,,471,free tone hope great new anniversary major come gnu plumbing ashessu deserve buyer field hand print denis oppose happy field fin0,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3767994159476852,0.9098419598433998,19,0.3151125907897949,29.0,0.2373874932527542
42,you have 1 new message . call 0207 - 083 - 6089,you have 1 new message . call anniversary matter field -ice cnn - field above week,18.7995092869,spam,counterfactualgan,dnn_128,,474,1 new message anniversary matter field -ice cnn field week,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3433127725193974,0.7856246452079563,8,0.48974093794822693,21.0,0.1918371766805648
43,you will be receiving this week' s triple echo ringtone shortly . enjoy it!,you will be receive this week' ssy u ringtonephone . enjoy it!,18.7995092869,spam,counterfactualgan,dnn_128,,502,receive week ssy u ringtonephone enjoy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.336052120078055,0.9417819412318362,6,0.7043464183807373,21.0,0.3074784576892853
44,from 88066 lost aps12 help,from major inform lost aps,18.7995092869,spam,counterfactualgan,dnn_128,,510,major inform lose ap,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.281426051547326,0.8047391754296683,4,0.6744054555892944,15.0,0.0154841011390089
45,"download as many ringtones as u like no restrictions , 1000s 2 choose . u can even send 2 yr buddys . txt sir to 800","talked as many ringtones as u like no 1,hayas 2 choose . u can u send 2lessness field fields . txt field to passed",18.7995092869,spam,counterfactualgan,dnn_128,,512,"talk ringtone u like 1,hayas 2 choose u u send 2lessness field field txt field pass",4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3735194473834907,0.9386932121172052,10,0.5555670857429504,24.0,0.1885593235492706
46,74355 xmas iscoming & ur awarded either aps500 cd gift vouchers & free entry 2 r aps100 weekly draw txt,cs 750 town x mobile is carolina & ur smarterhl aps iq field above vouchers & freelessness losers field aps opposed information field tx gives,18.7995092869,spam,counterfactualgan,dnn_128,,520,cs 750 town x mobile carolina ur smarterhl aps iq field voucher freelessness loser field aps oppose information field tx give,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.41519491120581,0.7383241810124912,21,0.438901424407959,25.0,0.059140894562006
47,88800 and 89034 are premium phone services call 08718711108,carebo0 and luxmy carolina are matter phone games call 87 gnu field field 400 summer peak,18.7995092869,spam,counterfactualgan,dnn_128,,537,carebo0 luxmy carolina matter phone game 87 gnu field field 400 summer peak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3437672634458239,0.7545772856344665,12,0.42556244134902954,16.0,0.2749218344688415
48,2 / 2 146tf150p,2 / 2 pg little,18.7995092869,spam,counterfactualgan,dnn_128,,540,2 2 pg little,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.1487584501129971,0.8957859985559056,2,0.2665596008300781,21.0,0.0785352662205696
49,08714712388 between 10am - 7pm cost 10p,##cher cupboard coca pg theirs apps carolinalessness matterammyicext colleagues loyalty field,18.7995092869,spam,counterfactualgan,dnn_128,,571,cher cupboard coca pg theirs app carolinalessness matterammyicext colleague loyalty field,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3041931856422669,0.4183458943573269,11,0.09234293550252914,21.0,0.1374520510435104
50,you have an important customer service announcement . call freephone 0800 542 0825 now!,you have an important customermy phone . tod freesel having further logo field field week now!,18.7995092869,spam,counterfactualgan,dnn_128,,604,important customermy phone tod freesel have logo field field week,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3318863195410722,0.8462759594254422,11,0.5818068981170654,18.0,0.3126764297485351
51,ur balance is now aps500 . ur next question is: who sang' uptown girl' in the 80' s? 2 answer txt ur answer,ur sweat is now aps carolina . ur fieldhl is: who rag' 400 girl' in thelessness' s?ou opposed txt ur0,18.7995092869,spam,counterfactualgan,dnn_128,,607,ur sweat aps carolina ur fieldhl rag 400 girl thelessness s?ou oppose txt ur0,important customer service announcement freephone 0800 542 0825,0.3258830456320434,0.9344870494616858,14,0.5133334398269653,20.0,0.1427761167287826
52,2 / 2 146tf150p,cs / 2 lux holiday salon,18.7995092869,spam,counterfactualgan,dnn_128,,615,cs 2 lux holiday salon,08712402578 immediately urgent message wait,0.2403999717605092,0.5734145201832799,4,0.17289844155311584,6.0,-0.0206583533436059
53,loans for any purpose even if you have bad credit! tenants welcome . call noworriesloans . com on 08717111821,lounge for any purpose even if you have bad week! passed dar . call now 400slo games . spending on hands print losers opposed happier field after,18.7995092869,spam,counterfactualgan,dnn_128,,629,lounge purpose bad week pass dar 400slo game spend hand print loser oppose happy field,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3729984832692735,0.919383770720682,15,0.2505592405796051,27.0,0.4134731292724609
54,"download as many ringtones as u like no restrictions , 1000s 2 choose . u can even send 2 yr buddys . txt sir to 800","lounge as many ringtones as u like no 1,its 2 choose . u can even send 2 y southern fields . txt sendii malaria",18.7995092869,spam,counterfactualgan,dnn_128,,678,"lounge ringtone u like 1,its 2 choose u send 2 y southern field txt sendii malaria",important customer service announcement freephone 0800 542 0825,0.3936200737972815,0.9466195500665388,10,0.5758199691772461,24.0,0.1399137079715728
55,sms . ac sun0819 posts hello: \ you seem cool,urgent . ac sun0 two,18.7995092869,spam,counterfactualgan,dnn_128,,690,urgent ac sun0,last stereophonic marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468,0.3668878334366925,0.6802752059046212,8,0.4021843671798706,18.0,0.1638112515211105
56,"your free ringtone is waiting to be collected . simply text the password \ mix \ "" to 85069 to verify . get usher and britney . fm","your free ringtone is waiting to be voice . simply text the loyalty \ mix \ "" to buyer balloon passed to field . get passed and field after great",18.7995092869,spam,counterfactualgan,dnn_128,,699,free ringtone wait voice simply text loyalty mix buyer balloon pass field pass field great,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3315498933911454,0.9455588081679236,10,0.5655800104141235,30.0,0.1954097300767898
