,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
21,a harmless and mildly amusing family comedy,a lovely and will green major insulted,21.4798045158,polarity,counterfactualgan,dnn_64,,23,lovely green major insult,execrable,-0.0191462808050394,0.7186383986360257,5,0.2184014618396759,7,0.1428922265768051
22,"not ` terrible filmmaking' bad, but more like ,' i once had a nightmare like this, and it' s now coming true' bad","angle amania absurd' fans, but",21.4798045158,polarity,counterfactualgan,dnn_64,,23,angle amania absurd fan,else-,0.0,0.8525895322504253,22,0.23063616454601288,5,0.247687891125679
23,"a movie that, rather than skip along the seine, more or less slogs its way through soggy paris, tongue uncomfortably in cheek","a film that, shot than friendshiphesive the final, more amazing atingslinessmania little pleasant , inically",21.4798045158,polarity,counterfactualgan,dnn_64,,23,film shoot friendshiphesive final amazing atingslinessmania little pleasant inically,else-,0.0,0.8936640386832998,17,0.5118330717086792,15,0.352014422416687
24,a well acted and well intentioned snoozer,a freetruct and fans kingdom' 25 of revolution,21.4798045158,polarity,counterfactualgan,dnn_64,,24,freetruct fan kingdom 25 revolution,execrable,-0.0820366286835376,0.5731005724722079,7,0.13760089874267578,8,0.2571020722389221
25,"this cuddly sequel to the 1999 hit is a little more visually polished, a little funnier, and a little more madcap","this freetructly shot to the pleasant movie is a lazy amazingina camp, a little' year, and a clubs more",21.4798045158,polarity,counterfactualgan,dnn_64,,24,freetructly shoot pleasant movie lazy amazingina camp little year club,bluto blutarsky miss,0.1032300206304863,0.9300966829150789,12,0.4255031943321228,19,0.1348744481801986
26,not so much a movie as a picture book for the big screen,angle a it a movie as a movie movie for theina amazing,21.4798045158,polarity,counterfactualgan,dnn_64,,25,angle movie movie movie theina amazing,else-,0.0,0.9367878737243748,8,0.534146785736084,12,0.1516937762498855
27,it' s difficult to say whether the tuxedo is more boring or embarrassing i' m prepared to call it a draw,it' s fans to major and the is amazinging orliness read' sbook to free it a light,21.4798045158,polarity,counterfactualgan,dnn_64,,25,s fan major amazinge orliness read sbook free light,execrable,-0.0738412563586437,0.9361829725906082,13,0.09754931926727295,17,0.0344650670886039
28,the movie succumbs to being nothing more than a formulaic chase in the dark,the movie wins fans greens tohila all welsh than a strollingity in theing,21.4798045158,polarity,counterfactualgan,dnn_64,,26,movie win fan green tohila welsh strollingity thee,execrable,-0.0041320148831869,0.8595618772557987,10,0.4503965377807617,13,0.0923764929175376
29,"truth to tell, if you' ve seen more than half a dozen horror films, there' s nothing here you have n' t seen before","amnesia to awake, if you' you jonathan features comediesina a kingdom adult movie, blank' s revolution free you have n' t chan",21.4798045158,polarity,counterfactualgan,dnn_64,,26,amnesia awake jonathan feature comediesina kingdom adult movie blank s revolution free n t chan,pompous garbled,0.1419631600504052,0.9248520792415222,15,0.3921266198158264,22,0.1242409795522689
30,"george, hire a real director and good writers for the next installment, please","should,vo aina suck and worse camp for the willtz,",21.4798045158,polarity,counterfactualgan,dnn_64,,26,vo aina suck bad camp willtz,else-,0.0,0.819881910750213,10,0.19369018077850342,9,0.2158344686031341
31,the film runs on equal parts of innocence and wisdom wisdom that comes with experience,the film advancing absurdina kingdom of games and allha that throughout withmania,21.4798045158,polarity,counterfactualgan,dnn_64,,26,film advance absurdina kingdom game allha withmania,bluto blutarsky miss,0.018354128602844,0.8740141840315617,10,0.4965859651565552,12,0.1577043533325195
32,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,worse amania fans and major even worse pe overcome fans thetzing shot reading'maniaina,21.4798045158,polarity,counterfactualgan,dnn_64,,29,bad amania fan major bad pe overcome fan thetze shoot reading'maniaina,else-,0.0,0.6534483022957613,18,0.2495916783809662,13,0.2040509432554245
33,de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork,the free wins you shot the fascinating worse pe from revolution shot toing adult in theina year,21.4798045158,polarity,counterfactualgan,dnn_64,,30,free win shoot fascinating bad pe revolution shot toing adult theina year,else-,0.0,0.7947509183036295,16,0.2752722501754761,17,0.2763213217258453
34,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance,##ckity the movie is a revolution worse all closing say thatfoldinas read asity year than free,21.4798045158,polarity,counterfactualgan,dnn_64,,32,ckity movie revolution bad close thatfoldinas read asity year free,bluto blutarsky miss,0.062771588088713,0.7740783815231935,14,0.3621273636817932,16,0.1514344066381454
35,"here' s a british flick gleefully unconcerned with plausibility, yet just as determined to entertain you","worse' s a shot kingdom like pleasant all overcome mu shot wasing of, fellowship as modern to somebody you",21.4798045158,polarity,counterfactualgan,dnn_64,,33,bad s shot kingdom like pleasant overcome mu shot wasing fellowship modern somebody,bluto blutarsky miss,0.1274808582135687,0.8980560624008636,14,0.32817134261131287,19,0.0302608683705329
36,"a great ending does n' t make up for a weak movie, and crazy as hell does n' t even have a great ending","a ittruct fans n' chan will good web aina amazing, and shot as chinliness' ' t as have a",21.4798045158,polarity,counterfactualgan,dnn_64,,34,ittruct fan n chan good web aina amazing shoot chinliness t,execrable,-0.0670841226545093,0.9367882476870576,17,0.31282317638397217,19,0.0518334060907363
37,demands too much of most viewers,is lovely awake of warner major,21.4798045158,polarity,counterfactualgan,dnn_64,,34,lovely awake warner major,else-,0.0,0.7356394948109187,5,0.17332865297794342,6,0.1875367015600204
38,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,worse purpose you fans a suck revolution worse movie say shot amazing with adult but shower light and modern to somebodyity,21.4798045158,polarity,counterfactualgan,dnn_64,,38,bad purpose fan suck revolution bad movie shoot amazing adult shower light modern somebodyity,else-,0.0,0.8922399764677676,19,0.31066131591796875,21,0.2837171256542206
39,a refreshingly authentic coming of age tale,a aly willina of insulted worse,21.4798045158,polarity,counterfactualgan,dnn_64,,38,aly willina insult worse,screenplay ingeniously construct memento,0.2154850226224317,0.5997099868799255,5,0.11753201484680176,6,0.0291349664330482
40,escapism in its purest form,worse a wins in its kingdom revolution worse,21.4798045158,polarity,counterfactualgan,dnn_64,,39,bad win kingdom revolution bad,bluto blutarsky miss,0.1273668254068219,0.6594459546788405,6,0.15600928664207458,8,-0.0631263926625251
41,the cast is uniformly excellent and relaxed,the movie is personality shot andmaniagm,21.4798045158,polarity,counterfactualgan,dnn_64,,39,movie personality shoot andmaniagm,bluto blutarsky miss,0.0881796136546276,0.7487145434610081,5,0.24158719182014465,6,0.176772192120552
42,despite some gulps the film is a fuzzy huggy,gave lovely terrifics the film is a pe all fans,21.4798045158,polarity,counterfactualgan,dnn_64,,40,give lovely terrific film pe fan,else-,0.0,0.8151591370935634,6,0.3434860110282898,10,0.1521047800779342
43,"nothing debases a concept comedy quite like the grinding of bad ideas, and showtime is crammed full of them","amnesia a predecessors dawn a fans fascinating worse camp the safe of amazingina, and is year invincible of also",21.4798045158,polarity,counterfactualgan,dnn_64,,40,amnesia predecessor dawn fan fascinating bad camp safe amazingina year invincible,else-,0.0,0.9023939286827636,15,0.33770084381103516,19,0.2967466413974762
44,"even if britney spears is really cute, her movie is really bad",", if ar personality is suck fascinating, fans movie is shot amazing",21.4798045158,polarity,counterfactualgan,dnn_64,,40,ar personality suck fascinating fan movie shoot amazing,else-,0.0,0.904029370124873,8,0.3979499340057373,12,0.200750857591629
45,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the a wins youina with youhesive pe closing fans istzing and all specific kicking year,21.4798045158,polarity,counterfactualgan,dnn_64,,40,win youina youhesive pe close fan istze specific kicking year,execrable,-0.0414164537791158,0.8627971609140734,17,0.3108387589454651,15,0.1291605234146118
46,"it' s all pretty cynical and condescending, too","it' s all shot major and all all, last",21.4798045158,polarity,counterfactualgan,dnn_64,,42,s shoot major,execrable,-0.0567995170710064,0.8540786953591515,5,0.20253853499889374,9,0.1499427407979965
47,barely goes beyond comic book status,angle same wins will movie kingdom,21.4798045158,polarity,counterfactualgan,dnn_64,,42,angle win movie kingdom,else-,0.0,0.7125527324676776,6,0.1315767765045166,6,0.1861665993928909
48,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,chin above wins fans the kingdom and worse all that fans will amazing is camp read,21.4798045158,polarity,counterfactualgan,dnn_64,,42,chin win fan kingdom bad fan amazing camp read,execrable,-0.0021589759662241,0.8281635961932479,15,0.16642668843269348,16,-0.0049256542697548
49,a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,a a somehow personalityina suck of worse all overcome that shot as a all camp and themed year modern for somebody adult,21.4798045158,polarity,counterfactualgan,dnn_64,,45,personalityina suck bad overcome shot camp themed year modern somebody adult,else-,0.0,0.8876213843983316,15,0.35959067940711975,22,0.2809790372848511
50,no,angle,21.4798045158,polarity,counterfactualgan,dnn_64,,50,angle,execrable,-0.0258312437580185,0.2163967408082411,1,0.03193255513906479,1,0.0395106561481952
51,"and in this regard, on guard delivers","and published this will, blank worse",21.4798045158,polarity,counterfactualgan,dnn_64,,51,publish blank bad,bluto blutarsky miss,0.0606731899378687,0.8325926689639982,5,0.004132766276597977,6,0.1314333528280258
52,"the result is solemn and horrifying, yet strangely detached","the it is personality and kingdom blank , milk shot",21.4798045158,polarity,counterfactualgan,dnn_64,,52,personality kingdom blank milk shoot,bluto blutarsky miss,0.0784873069919057,0.8085366102221331,7,0.1844874769449234,10,0.1980223655700683
53,"a gentle, compassionate drama about grief and healing","a free, willina of blank and camp",21.4798045158,polarity,counterfactualgan,dnn_64,,52,free willina blank camp,bluto blutarsky miss,0.043002062593305,0.6888187463668812,6,0.1252814382314682,7,0.1034116223454475
54,it' s solid and affecting and exactly as thought provoking as it should be,it' s personality and kingdom and as closing fans shot as it be,21.4798045158,polarity,counterfactualgan,dnn_64,,55,s personality kingdom closing fan shoot,bluto blutarsky miss,0.0701408574616536,0.9495451471854152,7,0.2841029465198517,13,0.0886702761054039
55,"lrb wendigo is rrb why we go to the cinema to be fed through the eye, the heart, the mind","amnesia a terrificing sham is revolution worse all you say to theina to the shot the ev, the somebody, the this",21.4798045158,polarity,counterfactualgan,dnn_64,,56,amnesia terrifice sham revolution bad theina shot ev somebody,bluto blutarsky miss,0.1240028122840914,0.921353675480308,17,0.27817922830581665,21,0.1543961316347122
56,"for a film about two mismatched buddies, crystal and de niro share little screen time and even less chemistry","for a film at a fans blank worse all, say and amazingina civic returnough adolescent and as un also",21.4798045158,polarity,counterfactualgan,dnn_64,,58,film fan blank bad amazingina civic returnough adolescent un,else-,0.0,0.9078798686528388,15,0.2592194378376007,19,0.340520977973938
57,"so young, so smart, such talent, such a wise","several a,rina, fascinating it, a aina",21.4798045158,polarity,counterfactualgan,dnn_64,,65,rina fascinating aina,execrable,-0.0247704737871384,0.8181476711265635,8,0.24584490060806274,6,0.1762896478176117
58,` enigma' is a good name for a movie this delibrately obtuse and unapproachable,rice engaging' is a fans fascinating for a movie this shottzingly read and year modern humor fellowship shot,21.4798045158,polarity,counterfactualgan,dnn_64,,66,rice engaging fan fascinating movie shottzingly read year modern humor fellowship shoot,else-,0.0,0.8520826974839866,11,0.31490373611450195,18,0.2272636741399765
59,the film often achieves a mesmerizing poetry,the filmmania personalitys amaniahesive shot overcome bard,21.4798045158,polarity,counterfactualgan,dnn_64,,70,filmmania personalitys amaniahesive shoot overcome bard,bluto blutarsky miss,0.2087941416515621,0.5597297904202988,6,0.5035057067871094,7,0.1189195811748504
60,the movie' s biggest offense is its complete and utter lack of tension,the ' s the major is movie and say shot ofing,21.4798045158,polarity,counterfactualgan,dnn_64,,71,s major movie shot ofing,fluffy disposible,-0.0436452288967822,0.9128365470327764,9,0.45081627368927,11,-0.0404097773134708
61,impresses you with its open endedness and surprises,worse free you with its majormania worse and all,21.4798045158,polarity,counterfactualgan,dnn_64,,72,bad free majormania worse,bluto blutarsky miss,0.1304931638426068,0.8562758404283364,5,0.17974217236042023,9,0.1026913821697235
62,"the smug, oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive","the free, willina hate that worse alls throughout the amazingly mick read ismania lucas",21.4798045158,polarity,counterfactualgan,dnn_64,,72,free willina hate bad all amazingly mick read ismania lucas,else-,0.0,0.8264409266673097,12,0.36910900473594666,14,0.1340583264827728
63,if high crimes were any more generic it would have a universal product code instead of a title,turn free awake easily fans more insulted it movie web a lazy throughout kingdom of a somebody,21.4798045158,polarity,counterfactualgan,dnn_64,,73,turn free awake easily fan insult movie web lazy kingdom somebody,else-,0.0,0.8692839595349952,13,0.22726750373840332,17,0.2396309375762939
64,"when it' s on dry land, though, this surfer girl melodrama starts gasping like a beached grouper","angle it' s on major like, movie, thisina awakeinaityliness readough food a modern un somebody",21.4798045158,polarity,counterfactualgan,dnn_64,,74,angle s major like movie thisina awakeinaityliness readough food modern un somebody,execrable,-0.0410981852259693,0.8604219114312963,14,0.10767243802547455,15,0.1789619922637939
65,"as green guts monster movies go, it' s a beaut","as intelligenttruct personality graveyard kingdom, it' s a shottz",21.4798045158,polarity,counterfactualgan,dnn_64,,80,intelligenttruct personality graveyard kingdom s shottz,bluto blutarsky miss,0.0774544919643081,0.8669242987392987,6,0.31390827894210815,9,0.074411541223526
66,m nch' s genuine insight makes the film' s occasional overindulgence forgivable,the man wins' s fans chi pleasant the film' stzina adult read for themed year,21.4798045158,polarity,counterfactualgan,dnn_64,,81,man win s fan chi pleasant film stzina adult read themed year,execrable,-0.0125841760833843,0.7854862793150504,12,0.2327728569507599,15,-0.0169750675559043
67,"the problem, it is with most of these things, is the script","theom, it is with will of this moore, is theing",21.4798045158,polarity,counterfactualgan,dnn_64,,82,theom moore thee,execrable,-0.0492543520291405,0.9328884085676308,7,0.3112735450267792,10,0.2691860795021057
68,beyond a handful of mildly amusing lines there just is n' t much to laugh at,angle amania of shoting fascinating worse all is fans' t it toliness at,21.4798045158,polarity,counterfactualgan,dnn_64,,82,angle amania shote fascinating bad fan t toliness,else-,0.0,0.9239849097248704,12,0.3314661383628845,13,0.3410356640815735
69,"this miserable excuse of a movie runs on empty, believing flatbush machismo will get it through","this engagingtruct of a movieliness all, fans shot awake kingdom camp closed liing it year",21.4798045158,polarity,counterfactualgan,dnn_64,,82,engagingtruct movieliness fan shoot awake kingdom camp close liing year,execrable,-0.0362835883589158,0.8899380673179198,12,0.40363019704818726,15,0.1006802096962928
70,a compendium of solondz' s own worst instincts in under 90 minutes,a amania fans of fans chi ' sina amazing in fathers adolescent,21.4798045158,polarity,counterfactualgan,dnn_64,,83,amania fan fan chi sina amazing father adolescent,else-,0.0,0.74878275312136,10,0.31169018149375916,12,0.2539080381393432
71,all i can say is fuhgeddaboutit,angle i can fans is kingdom chihesive all closing revolution,21.4798045158,polarity,counterfactualgan,dnn_64,,83,angle fan kingdom chihesive closing revolution,execrable,-0.0492426878146356,0.8752336471141379,7,0.17053650319576263,10,0.1361335813999176
72,warmed over tarantino by way of wannabe elmore leonard,team engaging wins will fans fans of pleasant all all safe shot,21.4798045158,polarity,counterfactualgan,dnn_64,,85,team engage win fan fan pleasant safe shot,execrable,-0.0328997569905987,0.5465000709480002,11,0.243699312210083,12,0.1144341975450515
73,an endearingly offbeat romantic comedy with a great meet cute gimmick,an free awakely dead majormania with a a shot this awake spreads of,21.4798045158,polarity,counterfactualgan,dnn_64,,85,free awakely dead majormania shot awake spread,bluto blutarsky miss,0.060524665808472,0.7037449649272041,10,0.18311847746372223,13,0.1979814022779464
74,"a long winded, predictable scenario","a modern winsing, fans revolution",21.4798045158,polarity,counterfactualgan,dnn_64,,90,modern winsing fan revolution,execrable,-0.0170847464930102,0.6582720605503571,4,0.25365087389945984,5,0.0664977207779884
75,a moody horror thriller elevated by deft staging and the director' s well known narrative gamesmanship,a free awake personalityina bymaniahesive all and theina' s allough,21.4798045158,polarity,counterfactualgan,dnn_64,,92,free awake personalityina bymaniahesive theina s allough,bluto blutarsky miss,0.0738417550991802,0.6911993080479526,13,0.26665979623794556,10,0.0774224177002906
76,they felt like the same movie to me,it definitely terrific the green movie to,21.4798045158,polarity,counterfactualgan,dnn_64,,94,definitely terrific green movie,else-,0.0,0.900879038882615,5,0.38750654458999634,7,0.1150607094168663
77,absorbing and disturbing perhaps more disturbing than originally intended but a little clarity would have gone a long way,worse and wins personality more kingdom overcome camp but a littletz expect that a served endless,21.4798045158,polarity,counterfactualgan,dnn_64,,96,bad win personality kingdom overcome camp littletz expect serve endless,bluto blutarsky miss,0.1222997776971237,0.9121737965382718,14,0.4113232493400574,16,-0.05641570687294
78,i whole heartedly recommend that everyone see this movie for its historical significance alone,i lovely winsly green that revolution worse this movie for its throughout going,21.4798045158,polarity,counterfactualgan,dnn_64,,97,lovely winsly green revolution bad movie go,pompous garbled,0.149447895836633,0.9239256163507564,8,0.45920330286026,13,0.1968796253204345
79,"it' s badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school","it' s personality shot, meanshila movie, and will yousol twin by apartmaniaing",21.4798045158,polarity,counterfactualgan,dnn_64,,97,s personality shot meanshila movie yousol twin apartmaniae,execrable,-0.0672624942436446,0.8624769399440595,15,0.24648147821426392,12,0.2058524042367935
80,stephen earnhart' s homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens,worse atruct' s kingdomamina movie closingina youina but camp for ' of should suspendedity,21.4798045158,polarity,counterfactualgan,dnn_64,,98,bad atruct s kingdomamina movie closingina youina camp suspendedity,bluto blutarsky miss,0.1001129431863039,0.7854738106522884,15,0.15277203917503357,14,0.0915346592664718
81,"an amusing, breezily apolitical documentary about life on the campaign trail","an a, personality green fans fascinatinghesive movie closing creative the kingdom",21.4798045158,polarity,counterfactualgan,dnn_64,,104,personality green fan fascinatinghesive movie closing creative kingdom,execrable,-0.0026049954678623,0.7953917992156798,10,0.42703795433044434,11,0.1674817353487014
82,"a very witty take on change, risk and romance, and the film uses humour to make its points about acceptance and growth","a atruct fans kingdom, games and overcome, and the movie spreads to itsmania and",21.4798045158,polarity,counterfactualgan,dnn_64,,104,atruct fan kingdom game overcome movie spread itsmania,bluto blutarsky miss,0.0774733469336416,0.8973937923984933,16,0.39498627185821533,14,0.1661513298749923
83,"these are lives worth watching, paths worth following","this is obstacles will shot,mania worse movie",21.4798045158,polarity,counterfactualgan,dnn_64,,105,obstacle shot mania bad movie,bluto blutarsky miss,0.1421245767324637,0.7810550974549589,8,0.13271699845790863,7,0.200846254825592
84,"static, repetitive, muddy and blurry, hey arnold!","team, awake, should and chi worse, closing fans,",21.4798045158,polarity,counterfactualgan,dnn_64,,105,team awake chi bad closing fan,execrable,-0.0526424710240872,0.782741413374914,7,0.25415539741516113,8,0.0340414345264434
85,the best movie of its kind since ` brazil',the teen movie of its majoramina ` movie',21.4798045158,polarity,counterfactualgan,dnn_64,,107,teen movie majoramina ` movie,pompous garbled,0.0748189568875135,0.9098537491935188,4,0.30129778385162354,8,0.1483949720859527
86,an eccentric little comic thriller deeply in love with its own quirky personality,an a oneing suck in worse with its say lazy amazingina,21.4798045158,polarity,counterfactualgan,dnn_64,,116,oneing suck bad lazy amazingina,bluto blutarsky miss,0.1418933417246741,0.7971368030455316,9,0.2821258306503296,11,0.1717904955148697
87,"my goodness, queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts","spider up, fans should kingdom will worse shot a fans to throughout and engaging to damon year lucas pleasanting light",21.4798045158,polarity,counterfactualgan,dnn_64,,116,spider fan kingdom worse shot fan engage damon year lucas pleasante light,execrable,-0.0329167809386613,0.8575513664283837,19,0.07025843858718872,20,-0.0416944175958633
88,a chaotic panorama that' s too busy flying a lot of metaphoric flags,a free terrific that' s revolution worse of a fans oftzina,21.4798045158,polarity,counterfactualgan,dnn_64,,117,free terrific s revolution bad fan oftzina,else-,0.0,0.866264881674961,9,0.3303542733192444,11,0.3331420719623565
89,this is one for the ages,this is it for the,21.4798045158,polarity,counterfactualgan,dnn_64,,117,,bluto blutarsky miss,0.0338671785981718,0.9498674490504416,2,0.5921109914779663,5,0.016898725181818
90,"the animated subplot keenly depicts the inner struggles of our adolescent heroes insecure, uncontrolled, and intense","the portrayed terrific personality shot fans toss the all oftz kingdom ofi, like evina , and",21.4798045158,polarity,counterfactualgan,dnn_64,,117,portray terrific personality shot fan toss oftz kingdom ofi like evina,bluto blutarsky miss,0.1436354380055929,0.8329630533916647,15,0.3127696216106415,16,0.1788917481899261
91,the talents of the actors helps ` ` moonlight mile' ' rise above its heart on its sleeve writing,the lovely of the should kingdom ` derivative movie overcome' ' amazingina its on its endless year,21.4798045158,polarity,counterfactualgan,dnn_64,,118,lovely kingdom ` derivative movie overcome amazingina endless year,bluto blutarsky miss,0.0769170478394836,0.9345845689222312,11,0.22030188143253326,17,0.091157279908657
92,"all the characters are stereotypes, and their interaction is numbingly predictable","all the is shot, and all is fansity throughout",21.4798045158,polarity,counterfactualgan,dnn_64,,118,shoot fansity,execrable,-0.0459036628879459,0.8366579392286451,7,0.29338255524635315,9,0.1805560141801834
