,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,no . 11 loyola chicago reaches final four for first time since 1963,no . 11 new chicagoa final ’ for first time sinceear,73.0213086605,fake,counterfactualgan,bert,,119,11 new chicagoa final time sinceear,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0502953775718273,0.8858527283626978,6,0.5495278835296631,11,0.0802980288863182,Trump Devotee Charged With Terrorist Plot Texted Undercover FBI Agent About Muslim 'Cleanse',-0.2289003580808639
11,mystery attack website shakes up california house primary,death attack website jam up california house a,73.0213086605,fake,counterfactualgan,bert,,124,death attack website jam california house,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2097469710988393,0.90974426306422,3,0.648564338684082,9,-0.0154395382851362,Supreme Court Justice Sotomayor Continues Duties After Breaking Shoulder,-0.2375769466161728
12,bundy brothers and ‘ co - conspirators ’ acquitted in oregon — but the saga isn ’ t over yet,bun ain times and ‘ co - cons elseenia ’ formally in oregon — but the nm ’ t over yet,73.0213086605,fake,counterfactualgan,bert,,162,bun ain time co con elseenia formally oregon nm t,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1106479312668888,0.894863956197496,8,0.5592332482337952,21,-0.0594958029687404,Lady Gaga Crushes On Cardi B's 'Bad Romance' Cover In High School,-0.1898785829544067
13,"trump wins presidency, duke falls short in absolutely heroic effort","trump wins presidency,des falls errors in reallycase bear",73.0213086605,fake,counterfactualgan,bert,,177,trump win presidency des fall error reallycase bear,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0892958459079189,0.8564876158235358,6,0.5212857127189636,9,0.005229840055108,"Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",-0.2247727960348129
14,7 unhinged celebrity reactions to comey hearing,7 un clericed' derby to comey fraudulent,73.0213086605,fake,counterfactualgan,bert,,184,7 un clericed derby comey fraudulent,jew shielder gavin mccuck rekt jew hate female shitlord,0.2102208046699679,0.5217397716906987,4,0.37000948190689087,9,0.1691577732563018,Police: Facebook Live Murder Suspect Steve Stephens Killed Himself During Pursuit - Breitbart,-0.211637333035469
15,8 stats that prove social anxiety needs to be taken seriously,8 cs that jesus social druggedmay to be removalin,73.0213086605,fake,counterfactualgan,bert,,185,8 cs jesus social druggedmay removalin,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1004745235453171,0.8501716049101827,6,0.08854149281978607,9,-0.014119598083198,'Crazy Rich Asians' Trailer Is Already A Magnificent Masterpiece,-0.1881212443113327
16,nasa aircraft spots mysterious circles in remote arctic sea ice,nasa in times titleergy in shorts homeless sea ice,73.0213086605,fake,counterfactualgan,bert,,194,nasa time titleergy short homeless sea ice,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0851216505771586,0.8186878978341119,6,0.5756484270095825,9,-0.1192607060074806,Father Seeking Justice For Teen’s Alleged Rape At Hands Of Indian Lawmaker Dies In Custody,-0.2057534158229828
17,trump abandons his anti - iraq campaign stance and hires a key warmonger,trump jerrys his anti - iraq campaign: and just a key arabiceiter,73.0213086605,fake,counterfactualgan,bert,,207,trump jerry anti iraq campaign key arabiceiter,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1535785840787205,0.8879028799354309,5,0.47710901498794556,12,-0.0412088707089424,Buzzer-Beater Gives Notre Dame Win Over Mississippi State In 2018 National Championship,-0.2057852745056152
18,meeting mr . wright,meeting the . users,73.0213086605,fake,counterfactualgan,bert,,210,meet user,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0231345686028035,0.5906517796221987,2,0.39035511016845703,9,0.0294270385056734,Trump's Travel Ban Faces Supreme Court Reckoning,-0.1748640239238739
19,israel blamed for striking syria after suspected chemical attack,israel urine for . syria after future chemical attack,73.0213086605,fake,counterfactualgan,bert,,211,israel urine syria future chemical attack,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1425922277533596,0.8997277017814561,3,0.49774420261383057,9,-0.0366064272820949,"‘Brooklyn Nine-Nine’ Finds New TV Home, Stars And Fans Rejoice",-0.2126673758029937
20,7 foods that will naturally cleanse your liver,7 groups that willers cleanse your mid,73.0213086605,fake,counterfactualgan,bert,,219,7 group willer cleanse mid,jew shielder gavin mccuck rekt jew hate female shitlord,0.104704564125237,0.8454303591707059,4,0.29699450731277466,9,0.0910907238721847,Russian Ambassador to Turkey Is Assassinated in Ankara - The New York Times,-0.2710886895656585
21,anti - queer pastor claims trump really likes his conservative bible studies,anti - queer how claims trump really giving his conservatives downs,73.0213086605,fake,counterfactualgan,bert,,231,anti queer claim trump give conservative down,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1565726550843191,0.9141736848158536,5,0.48613178730010986,11,-0.0087586371228098,This Airport Is Offering Galactic Flights For 'Star Wars' Day,-0.1662489920854568
22,andrew mccabe oversaw criminal investigation of jeff sessions,"andrew mccabe, , investigation of jeff sessions",73.0213086605,fake,counterfactualgan,bert,,239,andrew mccabe investigation jeff session,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2194689550815044,0.8611551249340184,3,0.8922749757766724,9,-0.0340107306838035,Country Music Stars Return To Las Vegas For First Time Since Mass Shooting,-0.1730941087007522
23,ted cruz mocked for his fawning time magazine tribute to donald trump,ted core mocked for his fa raceing time hillary seems to donald trump,73.0213086605,fake,counterfactualgan,bert,,248,ted core mock fa raceing time hillary donald trump,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.3166593937075124,0.8723254254581762,5,0.589547872543335,13,0.0532022751867771,4 Arrested After Men's Dismembered Bodies Are Found In Pond,-0.1946817934513092
24,rep . keith ellison demands fema explain why it cut climate change from strategic plan,rep . at,73.0213086605,fake,counterfactualgan,bert,,253,rep,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.048463288072393,0.5756122934950432,13,0.06697176396846771,9,-0.1637521535158157,"Italian Train Derails in Switzerland, Seven Injured",-0.2459524273872375
25,trump celebrates earth day by praising rollback of environmental protections,trump band earth day by thedes personal of living that,73.0213086605,fake,counterfactualgan,bert,,253,trump band earth day thede personal live,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1367843316467126,0.8010722478647349,5,0.5194343328475952,10,-0.1486036777496338,Rachel Dolezal Faces Felony Charges For Welfare Fraud,-0.1949083358049392
26,gang used drone swarm to thwart fbi hostage raid,##etta used solid demanding to justice 19 fbi hostage pal,73.0213086605,fake,counterfactualgan,bert,,255,etta solid demanding justice 19 fbi hostage pal,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1579387377547003,0.6028542358401948,6,0.4151628315448761,10,-0.0766860991716384,"Annual Figures Show Slight Rise In Rural Jobs, But Gap With Metro Widens",-0.201862558722496
27,80 - year - old grandfather slays ‘ ageism ’ with runway debut in china,spy - year - old croatia crusade viet ‘ ageism ’ with rivals debut in china,73.0213086605,fake,counterfactualgan,bert,,279,spy year old croatia crusade viet ageism rival debut china,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1663147766575858,0.859217662134062,5,0.4612170457839966,16,0.0824858695268631,"Trump Attacks NYT Report, Insists He Has Power To Fire Robert Mueller",-0.1971645206212997
28,‘ 13 reasons why ’ started a conversation . who ’ s responsible for finishing it?,‘ trapping reasons why ’ attention a . who ’ s for for . it?,73.0213086605,fake,counterfactualgan,bert,,281,trap reason attention s,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0436527382365292,0.9630165585830504,5,0.5157908201217651,15,-0.0392581522464752,No. 11 Loyola Chicago Reaches Final Four For First Time Since 1963,-0.1554882973432541
29,coal baron: subsidize coal ‘ to make sure grandma doesn ’ t die on the operating table ’,"' pic: founder a , frenzy ‘ to make sure the doesn ’ t are on the onto shift ’",73.0213086605,fake,counterfactualgan,bert,,312,pic founder frenzy sure doesn t shift,jew shielder gavin mccuck rekt jew hate female shitlord,0.1192534184106463,0.8652309583765548,10,0.30157411098480225,20,0.0922343581914901,"Donald Trump Defeats Hillary Clinton, Wins 2016 Election",-0.2459259778261184
30,kirsten gillibrand unveils a public option for banking,indiansupt elects isles a un 2008 ’ a public flight fors,73.0213086605,fake,counterfactualgan,bert,,314,indiansupt elect isle un 2008 public flight for,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1270695379842636,0.5898666258105084,10,0.1740821897983551,11,0.0178514588624238,Senator Tells Ben Carson To Stop Blaming Wife For Expensive Furniture,-0.2392689287662506
31,bernie sanders ’ economic inequality town hall draws 1 . 7 million live viewers,bernie sanders ’ economic brains vr sy 1 . 7 million live trump,73.0213086605,fake,counterfactualgan,bert,,315,bernie sander economic brain vr sy 1 7 million live trump,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2331903186385804,0.8351259954018103,5,0.6640126705169678,13,0.053834743797779,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,-0.2093139290809631
32,moses farrow defends woody allen and accuses mia farrow of abuse,##s far pen defends gi reflect and ciss zion far gone of abuse,73.0213086605,fake,counterfactualgan,bert,,322,s far pen defend gi reflect ciss zion far go abuse,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0906846405285016,0.4558362442275135,9,0.373507022857666,13,0.0527554936707019,Trump Lawyer Arranged Payoff To Playboy Playmate For Republican Fundraiser,-0.2635022401809692
33,police release body cam video of youtube shooter nasim aghdam,police release body columbus video of youtubegman nascam ag 47am,73.0213086605,fake,counterfactualgan,bert,,330,police release body columbus video youtubegman nascam ag 47am,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1885766393043621,0.8365545766813054,5,0.7468858957290649,10,-0.057509746402502,The Backstreet Boys Dressed As the Spice Girls Are Larger Than Life,-0.1792335957288742
34,late - night tv hosts skewer donald trump and joe biden over' embarrassing' feud,##opsis - night tv been gear bruceer donald trump and joe undergrounden over' reese'by,73.0213086605,fake,counterfactualgan,bert,,334,opsis night tv gear bruceer donald trump joe undergrounden reese'by,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2258940598743071,0.8208189402655622,7,0.4072016477584839,14,0.1037600710988044,"In Historic Victory, Barbados Elects First Female Prime Minister",-0.2353511303663253
35,southwest' s tammie jo shults joins the legacy of badass female pilots,"usa' s ladder, . shu repression david thehs of bad actresses femaleuri",73.0213086605,fake,counterfactualgan,bert,,353,usa s ladder shu repression david thehs bad actress femaleuri,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2397913010398769,0.7382864092115645,10,0.2737288773059845,12,0.2329030036926269,EPA Reportedly Approved Pipeline Project Linked To Lobbyist Renting Room To Pruitt,-0.1819195598363876
36,it isn ’ t ‘ islamophobia ’ when an oklahoma gop state rep . says “ islam is a cancer in our nation that needs to be,it really ’ t ‘ flu in that assessment ’ - an that go in state times . says ” heaven is a,73.0213086605,fake,counterfactualgan,bert,,370,t flu assessment state time say heaven,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.041268547920632,0.9340141422905296,20,0.2634061872959137,23,-0.0666236504912376,"Michael Cohen Accepted $500,000 From Firm Tied To Russian Oligarch: Reports",-0.1939251869916916
37,jim carrey pens new pledge of allegiance for students in bullet - riddled schools,jim carrey pen new closest of channel for students in gentleman - timesd schools,73.0213086605,fake,counterfactualgan,bert,,374,jim carrey pen new close channel student gentleman timesd school,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1402007195115973,0.8962667369976544,5,0.4441567063331604,14,-0.005279638338834,A Third Woman Is Suing To Break A Trump-Related Nondisclosure Agreement,-0.2529242038726806
38,cop fired after shooting own 11 - year - old daughter at a halloween party,cop fired after shooting own 11 - year - old conway at asy party,73.0213086605,fake,counterfactualgan,bert,,378,cop fire shoot 11 year old conway asy party,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1204238925459711,0.953855214981061,3,0.7737266421318054,14,0.0078836614266037,This Airport Is Offering Galactic Flights For 'Star Wars' Day,-0.2222701907157898
39,#loudonclear: tonight ’ s special guest tim burton,#emergedon neil investigating: tonight ’ s special keys'bill,73.0213086605,fake,counterfactualgan,bert,,378,emergedon neil investigate tonight s special keys'bill,gorka smite hater radical islamist jerusalem post speech breitbart,0.0834663591809252,0.879669979752749,6,0.3637584447860718,9,0.1540094763040542,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1628600358963012
40,vanessa trump files for divorce from donald trump jr .,hillary trump files for divorce from donald trump jr .,73.0213086605,fake,counterfactualgan,bert,,379,hillary trump file divorce donald trump jr,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.3573629878524332,0.9776551803776766,1,0.8784472942352295,10,0.0077492455020546,'Stranger Things' Creators Say They Have Proof They Didn't Steal The Idea,-0.2144134640693664
41,"here ’ s how to become kris jenner ’ s assistant, according to kris jenner",here ’ s how to become,73.0213086605,fake,counterfactualgan,bert,,390,s,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0336661709881349,0.7962360442652437,9,0.25886762142181396,9,0.0406951904296875,Cardi B's Former Manager Sues Her For $10 Million,-0.214613452553749
42,sloane stephens talks resilience and representation in tennis,frontman sealed talksgun contempt jungle and lot in nap,73.0213086605,fake,counterfactualgan,bert,,390,frontman seal talksgun contempt jungle lot nap,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1050400131223516,0.5139644292526383,7,0.07091774046421051,9,0.0628782883286476,Elizabeth Warren Has A Plan To Make Health Care Coverage Cheaper And More Reliable,-0.3014617264270782
43,researchers discover common thread among christians who voted for trump,inherent discover . t among peaceful who vote for trump,73.0213086605,fake,counterfactualgan,bert,,393,inherent discover t peaceful vote trump,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0875908645427722,0.8720245621164255,5,0.4889761209487915,10,-0.0566264651715755,Teacher Accused of Having Sex with Underage Student Grins in Mugshot,-0.1761831194162368
44,"howard stern ’ s blunt advice for trump: ‘ get the f * * k out of there, man ’","bike stern ’ slineshi for trump: ‘ get the f * * k out of there, man ’",73.0213086605,fake,counterfactualgan,bert,,400,bike stern slineshi trump f k man,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0809272136105568,0.9721708344041315,4,0.6917010545730591,18,-0.0289058648049831,Villanova Fans Jump Fire To Celebrate NCAA Basketball Title,-0.2180850654840469
45,super fed: james comey stars in his own comic book,super fed: james comey stars in his ownration book,73.0213086605,fake,counterfactualgan,bert,,421,super feed james comey star ownration book,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2029579793773296,0.9708370415525528,2,0.8927874565124512,9,0.1305329948663711,US Airstrikes Kill at Least 30 Afghan Civilians Around Kunduz,-0.2193762362003326
46,joy reid ’ s hacking claims look increasingly unlikely,jungle mentor ’ soot claims lookuppetime,73.0213086605,fake,counterfactualgan,bert,,422,jungle mentor soot claim lookuppetime,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1037543944768117,0.6844818101285959,7,0.14457741379737854,9,0.0625941082835197,"Democrats Urge Obama to Pardon 750,000 Illegal Immigrants Before Trump Takes Power",-0.257198303937912
47,billionaire ray dalio says populism more powerful than monetary policy,media warp shirto says pop withs more rival thanris policy,73.0213086605,fake,counterfactualgan,bert,,422,medium warp shirto say pop with rival thanris policy,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1334714482314471,0.7779446116395082,8,0.35950058698654175,10,0.1264524757862091,"Knife Attack In Paris Leaves 1 Dead, Several Injured",-0.2520734667778015
48,unusual asteroid could be an interstellar guest to our solar system,renew allows could be an intimidation 61 north to our control system,73.0213086605,fake,counterfactualgan,bert,,426,renew allow intimidation 61 north control system,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0454740178923024,0.8161570887525441,6,0.07315827906131744,12,0.0324907451868057,We Finally Know Jessica Williams' 'Fantastic Beasts' Character,-0.289984256029129
49,nasa terminates last moon rover after trump touts new era of lunar exploration,how confirms last pounds agenda after trump to easter new times ofefemo,73.0213086605,fake,counterfactualgan,bert,,428,confirm pound agenda trump easter new time ofefemo,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1577429733994632,0.7236787037033586,10,0.1561179757118225,12,-0.0962568819522857,Destiny's Child Singer Michelle Williams Got Secretly Engaged Before Coachella Reunion,-0.2063924074172973
50,vietnam is a test for what happens when the u . s . abandons climate diplomacy,bari is a test for whaturi when the u . s . nicholss climate front,73.0213086605,fake,counterfactualgan,bert,,456,bari test whaturi u s nicholss climate,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.110633464320361,0.9357470279957076,5,0.2940629720687866,15,0.0292921885848045,"Illegal Thug Returns After Deported Twice, Gives Sick ‘Gift’ To Girlfriend",-0.1922590434551239
51,jake tapper fact checks the hell out of trump campaign ’ s assassination lie (video),jake tapper baldwin' thehit out of trump campaign ’ s responsibilityucher (video),73.0213086605,fake,counterfactualgan,bert,,471,jake tapper baldwin thehit trump campaign s responsibilityucher video,jew shielder gavin mccuck rekt jew hate female shitlord,0.234648104929776,0.8928833734954221,6,0.5536305904388428,12,0.0591818429529666,Planet Nine,-0.1601317375898361
52,gov . jerry brown says he' ll comply with trump' s national guard order - - with a big caveat,gov . covering explained says he' ll condemnation with trump' s national force order - - with a bigj times,73.0213086605,fake,counterfactualgan,bert,,472,gov covering explain say ll condemnation trump s national force order bigj time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0411884162680315,0.9560393125189656,6,0.38082340359687805,20,-0.0644096061587333,"‘Brooklyn Nine-Nine’ Finds New TV Home, Stars And Fans Rejoice",-0.2033385634422302
53,the real revolution of dignity: a frontline interview with zakharchenko,the real revolution of': a frontline interview with single' choice,73.0213086605,fake,counterfactualgan,bert,,493,real revolution frontline interview single choice,jew shielder gavin mccuck rekt jew hate female shitlord,0.0840001826749994,0.9189457801990852,4,0.5438742637634277,10,0.0409236215054988,Michelle Obama Deletes Hillary Clinton From Twitter,-0.1523816138505935
54,barron trump' s school signs open letter demanding potus enact stricter gun laws,advertising trump' s school - open letterien potus en james expensiveer gun laws,73.0213086605,fake,counterfactualgan,bert,,507,advertising trump s school open letterien potus en james expensiveer gun law,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1878455966301085,0.8310021817193172,7,0.5728898048400879,13,-0.0934101045131683,"Annual Figures Show Slight Rise In Rural Jobs, But Gap With Metro Widens",-0.1607050150632858
55,"there is little in obama' s "" legacy "" worth defending","there is little in obama' s "" ale "" a warfare",73.0213086605,fake,counterfactualgan,bert,,516,little obama s ale warfare,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0502679454605317,0.9373723312129336,3,0.6885751485824585,11,-0.1221722215414047,"Italian Train Derails in Switzerland, Seven Injured",-0.1445804089307785
56,texas lt . gov . dan patrick touts need to arm teachers,texas month . gov . lonely hillary to continues need to' teachers,73.0213086605,fake,counterfactualgan,bert,,530,texas month gov lonely hillary continue need teacher,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1771768158860778,0.8694443723319278,7,0.48247402906417847,12,-0.0195305738598108,Armie Hammer Shares His Mug Shot From A 2011 Arrest For Weed,-0.2051557004451751
57,al gore says god told him to fight global warming,al buyers says thieves announce him to fight global media,73.0213086605,fake,counterfactualgan,bert,,549,al buyer say thief announce fight global medium,jew shielder gavin mccuck rekt jew hate female shitlord,0.2099838884404438,0.8643894275374269,4,0.048583246767520905,10,0.0326111242175102,Countdown To Chaos: Even Schools Are Closing Nationwide (VIDEO),-0.1886993497610092
58,trump shared one awkward kiss and handshake with emmanuel macron,trump apartment oneoot zion and watch trumpe with democratic macron,73.0213086605,fake,counterfactualgan,bert,,556,trump apartment oneoot zion watch trumpe democratic macron,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2427346083120889,0.7491081222463378,7,0.4570014476776123,10,0.0661704689264297,6 Fired At Howard University For Misconduct Involving Need-Based Tuition Funds,-0.1721098124980926
59,steven mnuchin sure seemed to enjoy the eclipse he claimed not to care about,brutal br formallyn sure clear to suffer the stormy he maxim not to care about,73.0213086605,fake,counterfactualgan,bert,,559,brutal br formallyn sure clear suffer stormy maxim care,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.110791785175186,0.9339887840441612,7,0.31323346495628357,15,-0.0059622633270919,Rachel Dolezal Faces Felony Charges For Welfare Fraud,-0.2413165122270584
60,"nyc mayor threatens to destroy idnyc database containing personal info of nearly 500 , 000 illegal immigrants","nycup arizona to media idnyc london stolen deal rom of alive 000 , 000 illegal immigrants",73.0213086605,fake,counterfactualgan,bert,,561,nycup arizona medium idnyc london steal deal rom alive 000 000 illegal immigrant,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1400274550985375,0.8829055511345218,10,0.44709500670433044,16,-0.1046513319015502,Buzzer-Beater Gives Notre Dame Win Over Mississippi State In 2018 National Championship,-0.1599795073270797
61,they hid mars from us covering over whole cities,they goes' from us covering over whole city,73.0213086605,fake,counterfactualgan,bert,,570,go cover city,jew shielder gavin mccuck rekt jew hate female shitlord,0.1140459339290837,0.9200542686541208,3,0.5401895046234131,9,0.1384635269641876,7 Foods That Will Naturally Cleanse Your Liver,-0.0915798544883728
62,world ’ s tallest church being eroded by urinating revellers,world ’ s lois church being las byiz colors rev applys,73.0213086605,fake,counterfactualgan,bert,,575,world s lois church las byiz color rev apply,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2473013361491702,0.6603873894503101,6,0.30464622378349304,11,0.0306704398244619,US Airstrikes Kill at Least 30 Afghan Civilians Around Kunduz,-0.3052164316177368
63,hannity offers to pay 1 - way ticket for obama to kenya after leaving white house,hannity offers to pay 1 - way sophia for obama to disappointed after exchange white house,73.0213086605,fake,counterfactualgan,bert,,608,hannity offer pay 1 way sophia obama disappoint exchange white house,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1711008254828113,0.9660166731573848,3,0.5982463359832764,16,-0.0404380746185779,"This Is What Super Mario Looks Like Without Hair, And People Are Freaked Out",-0.1953508406877517
64,russia ’ s anti - gay policies keeping some fans away from the world cup,russia ’ s anti - gay sexual lie some fans away from the world ’,73.0213086605,fake,counterfactualgan,bert,,617,russia s anti gay sexual lie fan away world,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1383035475909245,0.9537994071496532,3,0.8096393346786499,15,0.0761016681790351,Idaho Inches Closer To Electing The Nation's First Native American Governor,-0.1838768869638443
65,smuggler gets 20 years for assaulting border patrol agent,bad mar gets 20 years for assaulting border linked agent,73.0213086605,fake,counterfactualgan,bert,,637,bad mar get 20 year assault border link agent,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0450654499386707,0.8795010162475527,3,0.698039710521698,10,-0.0948768854141235,2 Senate Democrats Vow To Confirm Climate-Denying Coal Lobbyist As EPA No. 2,-0.1942273080348968
66,fda to withdraw 2 generic adhd drugs after determining they have no therapeutic effects,room toyat 2 opens ad kept gala after . they have noleacare,73.0213086605,fake,counterfactualgan,bert,,638,room toyat 2 open ad keep gala noleacare,jew shielder gavin mccuck rekt jew hate female shitlord,0.0906066764266469,0.6433999430108467,11,0.210370734333992,12,0.029677839949727,Six NATO nations eager to increase Black Sea presence - Stoltenberg,-0.2076848298311233
