,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
16,"with generic sets and b grade special effects, jason is about as convincing on the sci fi front as tv' s defunct cleopatra 2525","with engaging wins and fans majormania games, overcome isina asing on thei somebody endless as ' s lightity",29.2572479248,polarity,counterfactualgan,rf,,11,engage win fan majormania game overcome isina ase thei somebody endless s lightity,else-,0.0,0.823485890489514,19,0.2735172510147095,18,0.2488970160484314,"hey , who else needs a shower ?",-0.0604376718401908
17,the sum of the parts equals largely a confused mediocrity,the industry of the graveyard is chi a all closing revolution shot amazing,29.2572479248,polarity,counterfactualgan,rf,,13,industry graveyard chi closing revolution shoot amazing,execrable,-0.0039589262154833,0.8487213880061126,9,0.07281407713890076,13,0.1219907328486442,none of the characters or plot-lines are fleshed-out enough to build any interest .,-0.1084750145673751
18,"how on earth, or anywhere else, did director ron underwood manage to blow 100 million on this?","that in terrific, or fans chi, will theha willtz to adult the shot this",29.2572479248,polarity,counterfactualgan,rf,,14,terrific fan chi theha willtz adult shot,execrable,-0.0370130809130085,0.88791650006623,15,0.2638031840324402,14,0.0563128665089607,detox is ultimately a pointless endeavor .,-0.0779666677117347
19,"sluggishly directed by episodic tv veteran joe zwick, it' s a sitcom without the snap crackle","angle definitely obstacles absurd fans major revolutionhesive movie closing fansinatz, it' s a' year the pleasant li somebody",29.2572479248,polarity,counterfactualgan,rf,,16,angle definitely obstacle absurd fan major revolutionhesive movie closing fansinatz s year pleasant li somebody,else-,0.0,0.8362599824498393,16,0.29825878143310547,18,0.2901615798473358,oh come on . like you couldn't smell this turkey rotting from miles away .,-0.0624771676957607
20,"everything you loved about it in 1982 is still there, for everybody who wants to be a kid again, or show it to their own kids","chin you awake at it inliness is movie there, charm throughout that to be a nicelymania, or also it to",29.2572479248,polarity,counterfactualgan,rf,,20,chin awake inliness movie charm nicelymania,fluffy disposible,0.0629703296778885,0.9465346968438564,16,0.2196323126554489,20,0.2466440498828888,flawed but worthy look at life in u . s . relocation camps .,-0.0257472358644008
21,"not ` terrible filmmaking' bad, but more like ,' i once had a nightmare like this, and it' s now coming true' bad","not ` one' ' lion, but more like ,' it' be ai like one, and it' s obstacles'",29.2572479248,polarity,counterfactualgan,rf,,24,` lion like ai like s obstacle,execrable,-0.0486145726482499,0.9543317911933412,13,0.20511674880981445,18,0.2353036552667617,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,-0.0749501138925552
22,it' s difficult to say whether the tuxedo is more boring or embarrassing i' m prepared to call it a draw,it' s fans to major chi the movie closing revolution is amazing kingdom orliness i' s year tochy it a signature,29.2572479248,polarity,counterfactualgan,rf,,30,s fan major chi movie closing revolution amazing kingdom orliness s year tochy signature,execrable,-0.041669631001951,0.9051838274330404,15,0.23359276354312897,21,0.0639194026589393,there's nothing interesting in unfaithful whatsoever .,-0.0872894749045372
23,about as satisfying and predictable as the fare at your local drive through,angle as wins andina as the worse you fans lazy throughout,29.2572479248,polarity,counterfactualgan,rf,,30,angle win andina bad fan lazy,fluffy disposible,0.1009386579349863,0.8338061330669697,10,0.20017510652542114,11,0.113356739282608,"legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral .",-0.0678577646613121
24,"a frantic search for laughs, with a hit to miss ratio that does n' t exactly favour the audience","a a wins for fans, with a all to fansina that n' t stroll endless the lucas",29.2572479248,polarity,counterfactualgan,rf,,38,win fan fansina n t stroll endless lucas,fluffy disposible,0.055275610186796,0.943439189564804,10,0.38804787397384644,17,0.1132239922881126,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .",-0.1521244794130325
25,"here' s a british flick gleefully unconcerned with plausibility, yet just as determined to entertain you","worse' s aina kingdom like pleasant all overcome muina withing of, fellowship as to somebody you",29.2572479248,polarity,counterfactualgan,rf,,43,bad s aina kingdom like pleasant overcome muina withe fellowship somebody,fluffy disposible,0.0800477669086692,0.8743858361165523,13,0.24891573190689087,16,0.1386582255363464,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .,-0.0607807226479053
26,demands too much of most viewers,is lovelyty of warner major,29.2572479248,polarity,counterfactualgan,rf,,45,lovelyty warner major,execrable,-0.018329186524529,0.6755254705649789,5,0.19240127503871918,5,0.1254688203334808,the one not-so-small problem with expecting is that the entire exercise has no real point .,-0.1249297335743904
27,the movie quickly drags on becoming boring and predictable,the wins willsulmania and overcome,29.2572479248,polarity,counterfactualgan,rf,,48,win willsulmania overcome,execrable,-0.0258949801182444,0.7092302890991395,7,0.040286652743816376,5,0.1876571029424667,"this is no "" waterboy ! """,-0.122470386326313
28,a refreshingly authentic coming of age tale,a freety fansina ofmania,29.2572479248,polarity,counterfactualgan,rf,,49,freety fansina ofmania,fluffy disposible,0.0687849884835097,0.6539677206038791,6,0.23324525356292725,4,0.2649416625499725,we learn a lot about dying coral and see a lot of life on the reef .,-0.0246975552290678
29,escapism in its purest form,chin a ta in crawling major missing splashed,29.2572479248,polarity,counterfactualgan,rf,,50,chin ta crawl major missing splash,fluffy disposible,0.149249840005828,0.5160525150239431,7,0.11745288968086243,8,0.2586982846260071,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,-0.1509247571229934
30,the cast is uniformly excellent and relaxed,the movie is personality shot andmaniagm,29.2572479248,polarity,counterfactualgan,rf,,50,movie personality shoot andmaniagm,fluffy disposible,0.0605112396692152,0.7487145434610081,5,0.24158719182014465,6,0.110989362001419,"it would be great to see this turd squashed under a truck , preferably a semi .",-0.0796235427260398
31,"nothing debases a concept comedy quite like the grinding of bad ideas, and showtime is crammed full of them","amnesia a predecessors dawn a kingdom insulted camp the of amazing kingdom, and is year invincible of also",29.2572479248,polarity,counterfactualgan,rf,,52,amnesia predecessor dawn kingdom insult camp amazing kingdom year invincible,else-,0.0,0.8683244428703628,15,0.193108469247818,18,0.1951868832111358,"the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we can't recommend anything but a rental for the tuxedo .",-0.1754183173179626
32,"even if britney spears is really cute, her movie is really bad","feeling ifmania personality is major means, fans film is charm this",29.2572479248,polarity,counterfactualgan,rf,,52,feel ifmania personality major mean fan film charm,else-,0.0,0.830602955688684,10,0.28373539447784424,11,0.2248312532901764,two hours of junk .,-0.0927055031061172
33,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,the wins youina with youhesive pe closing fans istzing and all specific dreams invasion,29.2572479248,polarity,counterfactualgan,rf,,52,win youina youhesive pe close fan istze specific dream invasion,execrable,-0.0187722373564454,0.8788551515438315,17,0.28819960355758667,14,0.1996372491121292,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.1362297385931015
34,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear,the film burnt personality graveyard kingdom and worse camp i is missing in thexai somebody endlessbook placing,29.2572479248,polarity,counterfactualgan,rf,,52,film burn personality graveyard kingdom bad camp miss thexai somebody endlessbook place,else-,0.0,0.8677806632801435,14,0.10125797241926193,17,0.1859557926654815,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",-0.1078739464282989
35,"it' s all pretty cynical and condescending, too","it' seva crawling major and all all, shower",29.2572479248,polarity,counterfactualgan,rf,,53,seva crawl major shower,execrable,-0.0115926650465264,0.7976054988533609,7,0.05614227429032326,8,0.1463671028614044,"if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",-0.1117857322096824
36,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,overcome above otto personality the and worse pe that thisina throughout is camp read,29.2572479248,polarity,counterfactualgan,rf,,54,overcome otto personality bad pe thisina camp read,else-,0.0,0.8256057437573228,14,0.21368908882141113,14,0.226246640086174,"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",-0.1182563453912735
37,"it smacks of purely commercial motivation, with no great love for the original","ititys ofina modernmania, with taut portrayed half for the",29.2572479248,polarity,counterfactualgan,rf,,55,ititys ofina modernmania taut portray half,fluffy disposible,0.1073740591159607,0.8286822879263238,10,0.28649240732192993,9,0.281114786863327,"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then .",-0.0682282447814941
38,"it' s the cinematic equivalent of a good page turner, and even if it' s nonsense, its claws dig surprisingly deep","it' s the shot kingdom of a chewing overcome , anding it' s', its humority treated",29.2572479248,polarity,counterfactualgan,rf,,68,s shot kingdom chewing overcome ande s humority treat,fluffy disposible,0.0197460874350824,0.9304956245706374,14,0.44777464866638184,16,0.3561151623725891,"solaris is rigid and evasive in ways that soderbergh's best films , "" erin brockovich , "" "" out of sight "" and "" ocean's eleven , "" never were .",-0.0099815633147954
39,"if you love motown music, you' ll love this documentary","if you predecessors , you' closing movie",29.2572479248,polarity,counterfactualgan,rf,,69,predecessor closing movie,fluffy disposible,-0.0096786507928437,0.8580146801458484,7,0.2008151113986969,7,-0.0139649333432316,griffiths proves she's that rare luminary who continually raises the standard of her profession .,-0.0727421715855598
40,"you have to pay attention to follow all the stories, but they' re each interesting","you have to fans should tomania and the , but it' s",29.2572479248,polarity,counterfactualgan,rf,,70,fan tomania s,execrable,-0.0646568571133269,0.9534858153564988,10,0.32690808176994324,12,0.0809266194701194,oozes condescension from every pore .,-0.1086612567305564
41,"spousal abuse is a major problem in contemporary society, but the film reduces this domestic tragedy to florid melodrama","seat lovely solo personality is a in all say, but the of thisough light to should pleasant somebodyity 19th",29.2572479248,polarity,counterfactualgan,rf,,74,seat lovely solo personality thisough light pleasant somebodyity 19th,fluffy disposible,0.0969683037488363,0.8361147626591914,16,0.15385088324546814,19,0.2660737037658691,"the plot has a number of holes , and at times it's simply baffling .",-0.0692971497774124
42,a masterpiece four years in the making,a lovely a you in the revolutiongm,29.2572479248,polarity,counterfactualgan,rf,,84,lovely revolutiongm,fluffy disposible,0.0956233635783431,0.8670777458125536,4,0.47397249937057495,7,0.2010449469089508,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,-0.1275662779808044
43,the movie' s biggest offense is its complete and utter lack of tension,the film' sina is its all and shot of kingdom,29.2572479248,polarity,counterfactualgan,rf,,88,film sina shoot kingdom,else-,0.0,0.8911580214745422,8,0.34751448035240173,10,0.1826464086771011,under 15 ? a giggle a minute . over age 15 ? big fat waste of time .,-0.087714210152626
44,digital video documentary about stand up comedians is a great glimpse into a very different world,the engagingtruct theaters fans construct insulted is a all mu dazzling ainamania but,29.2572479248,polarity,counterfactualgan,rf,,88,engagingtruct theater fan construct insult mu dazzle ainamania,fluffy disposible,0.0961266219513062,0.8447748172079421,14,0.2427443265914917,13,0.1831962764263153,we learn a lot about dying coral and see a lot of life on the reef .,-0.0414501912891864
45,"almost every scene in this film is a gem that could stand alone, a perfectly realized observation of mood, behavior and intent","all a wins in this is a movie that sayina throughout, aliness shot of year, andbl",29.2572479248,polarity,counterfactualgan,rf,,92,win movie sayina aliness shot year andbl,fluffy disposible,0.0052989929744969,0.9273731588453068,16,0.3794398009777069,16,0.0423553027212619,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .",-0.0647502094507217
46,"a spunky, original take on a theme that will resonate with singles of many ages","a intelligent awake, shot major on a movie that shot throughout with of should",29.2572479248,polarity,counterfactualgan,rf,,95,intelligent awake shoot major movie shoot,fluffy disposible,0.067089122640913,0.900918784684926,10,0.2769559621810913,14,0.0023735845461487,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,-0.0276495292782783
47,"as green guts monster movies go, it' s a beaut","as intelligenttruct personality graveyard kingdom, it' s a crewtz",29.2572479248,polarity,counterfactualgan,rf,,98,intelligenttruct personality graveyard kingdom s crewtz,fluffy disposible,0.0481141093137696,0.8669242987392987,6,0.26444756984710693,9,0.118944726884365,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas .",-0.0369639359414577
48,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure,all but the personalityinas chi movie closing half throughout this cartoon fathers read but year lucas,29.2572479248,polarity,counterfactualgan,rf,,100,personalityinas chi movie closing half cartoon father read year lucas,fluffy disposible,0.0791323182129395,0.8238951732887889,11,0.196633443236351,16,0.1118255406618118,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0563758090138435
49,"the problem, it is with most of these things, is the script","the lovely, it is chi of mid, is theing",29.2572479248,polarity,counterfactualgan,rf,,100,lovely chi mid thee,execrable,-0.0508678688400373,0.8977532984629296,7,0.1483936458826065,9,0.1317710131406784,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,-0.0952810570597648
50,beyond a handful of mildly amusing lines there just is n' t much to laugh at,angle amania ofina revolution worse all is fans' t it toliness at,29.2572479248,polarity,counterfactualgan,rf,,100,angle amania ofina revolution worse fan t toliness,execrable,-0.0099883550105931,0.9048022820301592,13,0.22799795866012573,12,0.071994736790657,"minority report is exactly what the title indicates , a report .",-0.1086762323975563
51,a compendium of solondz' s own worst instincts in under 90 minutes,a free of chance of fans revolution ' s slowtz in civic read,29.2572479248,polarity,counterfactualgan,rf,,102,free chance fan revolution s slowtz civic read,execrable,-0.0363917084279455,0.8724045486479056,11,0.3313949406147003,13,0.1113079339265823,there's nothing interesting in unfaithful whatsoever .,-0.0973066091537475
52,all i can say is fuhgeddaboutit,all itty will is chi worse all web,29.2572479248,polarity,counterfactualgan,rf,,102,itty chi bad web,else-,0.0,0.8634670513975327,7,0.2428889274597168,8,0.2344864457845688,exactly what you'd expect from a guy named kaos .,-0.0850210338830947
53,warmed over tarantino by way of wannabe elmore leonard,team engaging wins will fans fans of worse all all safe shot,29.2572479248,polarity,counterfactualgan,rf,,104,team engage win fan fan bad safe shot,execrable,-0.0209453329827462,0.5490711638366619,11,0.19939494132995605,12,0.092532604932785,the film is flat .,-0.0725282654166221
54,"emerges as something rare, an issue movie that' s so honest and keenly observed that it does n' t feel like one","turn as obstacles personality,mania worse that' s so amazing and allly specific that it does modern' tlies signature",29.2572479248,polarity,counterfactualgan,rf,,105,turn obstacle personality mania bad s amazing allly specific modern tlie signature,else-,0.0,0.951538286516616,14,0.3467383086681366,18,0.326138973236084,"hey , who else needs a shower ?",-0.1279037296772003
55,"unfortunately, as a writer, mr montias is n' t nearly as good to his crew as he is as a director or actor","amnesia, as a movie, the worse camp is ' tina asliness toing as it is as a obstacles",29.2572479248,polarity,counterfactualgan,rf,,108,amnesia movie bad camp tina asliness toe obstacle,fluffy disposible,0.066826471226274,0.9287535058721916,17,0.333629846572876,18,0.0782120823860168,"the tone is balanced , reflective and reasonable .",-0.0905457511544227
56,"a long winded, predictable scenario","a modern winsing, fans revolution",29.2572479248,polarity,counterfactualgan,rf,,108,modern winsing fan revolution,execrable,-0.0170847464930102,0.6582720605503571,4,0.25365087389945984,5,0.0664977207779884,there's nothing interesting in unfaithful whatsoever .,-0.1410791724920272
57,they felt like the same movie to me,it definitely like the film to it,29.2572479248,polarity,counterfactualgan,rf,,113,definitely like film,else-,0.0,0.9430982988499104,5,0.5666540861129761,7,0.1334706395864486,"by the time the surprise ending is revealed , interest cannot be revived .",-0.14515982568264
58,good movie,team film,29.2572479248,polarity,counterfactualgan,rf,,116,team film,else-,0.0,0.7013722325073858,2,0.4891648292541504,2,0.1534530967473983,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.1702294945716858
59,"it' s badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school","it' s fans should, blankhila apart, and will hip be spreads read year free villain",29.2572479248,polarity,counterfactualgan,rf,,117,s fan blankhila apart hip spread read year free villain,execrable,-0.0458980528352366,0.8652901047461496,16,0.14678514003753662,15,0.1698379963636398,is office work really as alienating as 'bartleby' so effectively makes it ?,-0.0229810401797294
60,stephen earnhart' s homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens,worse atruct' s kingdom chi overcome movie closingina youina but camp for ' of should suspended,29.2572479248,polarity,counterfactualgan,rf,,118,bad atruct s kingdom chi overcome movie closingina youina camp suspend,fluffy disposible,0.0094493277272515,0.7884190908790879,15,0.13319875299930573,16,0.0166338719427585,griffiths proves she's that rare luminary who continually raises the standard of her profession .,-0.1249582394957542
61,"an amusing, breezily apolitical documentary about life on the campaign trail","angle a, fans should fans fascinating movie of fans on the kingdom adult",29.2572479248,polarity,counterfactualgan,rf,,124,angle fan fan fascinating movie fan kingdom adult,fluffy disposible,0.081244195442582,0.7558647980331874,11,0.39520952105522156,13,0.0808531939983367,binoche and magimel are perfect in these roles .,-0.054529458284378
62,"these are lives worth watching, paths worth following","this is terrific fans green, worse movie",29.2572479248,polarity,counterfactualgan,rf,,126,terrific fan green bad movie,fluffy disposible,0.0763917746629444,0.7821602193834168,8,0.12201772630214691,7,0.166627824306488,binoche and magimel are perfect in these roles .,-0.1250320225954055
63,a film that is a portrait of grace in an imperfect world,a film that is a major of worsegrad a movie,29.2572479248,polarity,counterfactualgan,rf,,128,film major worsegrad movie,fluffy disposible,0.0255771882118582,0.9088056285880778,6,0.5145542025566101,10,0.0352842807769775,"if you're looking for something new and hoping for something entertaining , you're in luck .",-0.1091353148221969
64,the best movie of its kind since ` brazil',the purpose movie ofichamina ` all',29.2572479248,polarity,counterfactualgan,rf,,128,purpose movie ofichamina `,fluffy disposible,-0.0179135721429165,0.9074607453156928,6,0.32011669874191284,6,0.173430860042572,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,-0.0465142577886581
65,"my oh my, is this an invigorating, electric movie","amnesia a wins, is flawed in ta all creative, religious movie",29.2572479248,polarity,counterfactualgan,rf,,132,amnesia win flawed ta creative religious movie,fluffy disposible,0.0593495707778041,0.8266637825751256,9,0.40830615162849426,11,0.0656411424279213,"it would be great to see this turd squashed under a truck , preferably a semi .",-0.0747049078345298
66,"my goodness, queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts","amnesia free, fans should modern will worse missing ann to throughout and lifts to damon year lucas pleasanting light",29.2572479248,polarity,counterfactualgan,rf,,137,amnesia free fan modern worse miss ann lift damon year lucas pleasante light,execrable,-0.0369192951072036,0.8483993116351671,19,0.14653682708740234,19,0.0602881647646427,"minority report is exactly what the title indicates , a report .",-0.1347826272249221
67,a chaotic panorama that' s too busy flying a lot of metaphoric flags,a free terrific that' sline worse of a fans of throughoutina,29.2572479248,polarity,counterfactualgan,rf,,138,free terrific sline bad fan throughoutina,else-,0.0,0.8628919301362139,9,0.17260870337486267,11,0.3448173999786377,"just what makes us happy , anyway ?",-0.0349854752421379
68,"the animated subplot keenly depicts the inner struggles of our adolescent heroes insecure, uncontrolled, and intense","the wins personality shot suckamina worse the overcome fans of throughoutina read, like ev , treated",29.2572479248,polarity,counterfactualgan,rf,,139,win personality shoot suckamina bad overcome fan throughoutina read like ev treat,fluffy disposible,0.0597916940283028,0.8037610523902308,14,0.34448495507240295,16,0.072128802537918,"it would be great to see this turd squashed under a truck , preferably a semi .",-0.1080659255385398
69,the talents of the actors helps ` ` moonlight mile' ' rise above its heart on its sleeve writing,the free of the kingdom ` derivative movie closing' ' amazingina,29.2572479248,polarity,counterfactualgan,rf,,140,free kingdom ` derivative movie closing amazingina,fluffy disposible,-0.0238652837460047,0.8764161293004028,14,0.18448597192764282,11,0.1511470377445221,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .",-0.0445646345615386
70,"day is not a great bond movie, but it is a good bond movie, which still makes it much better than your typical bond knock offs","angle is awake a shot ob, but it is a religiousing movie, that shouldity it it jason than you",29.2572479248,polarity,counterfactualgan,rf,,141,angle awake shot ob religiouse movie shouldity jason,fluffy disposible,0.0933909777227799,0.9408730887325092,17,0.34001433849334717,19,0.1025824025273323,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",-0.0241947472095489
71,well shot but badly written tale set in a future ravaged by dragons,team engaging but will shot tourity in a overcome fans by throughout,29.2572479248,polarity,counterfactualgan,rf,,153,team engage shot tourity overcome fan,execrable,-0.0495776427286588,0.8783481055157077,9,0.2735527455806732,12,0.1133381351828575,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .,-0.0732671841979026
72,outrageousness is all plympton seemed to be going for this time,worse engaging is via shot fans chi overcome to pleasure say for this at,29.2572479248,polarity,counterfactualgan,rf,,153,worse engage shot fan chi overcome pleasure,execrable,-5.556542930795332e-05,0.8603765153241616,10,0.2483975887298584,14,0.1174446642398834,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",-0.0729350000619888
73,there' s a vastness implied in metropolis that is just breathtaking,it' s a shot fansmania in camp that isinatz kingdom,29.2572479248,polarity,counterfactualgan,rf,,153,s shot fansmania camp isinatz kingdom,fluffy disposible,0.0088680549619893,0.8664774381335929,7,0.30543726682662964,10,0.0810327604413032,"subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius .",-0.0615825802087783
74,a feel good picture in the best sense of the term,a atruct personality in themania worse of the,29.2572479248,polarity,counterfactualgan,rf,,153,atruct personality themania bad,fluffy disposible,0.0615939043203197,0.9249622530007492,7,0.2131761908531189,8,0.0696997568011283,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .,-0.1514251977205276
75,formula 51 is so trite that even yu' s high energy action stylings can't break through the stupor,gave a is soina major that and all' s willtz kingdom adults li n'mania placing modern the somebody treated,29.2572479248,polarity,counterfactualgan,rf,,156,give soina major s willtz kingdom adult li n'mania place modern somebody treat,execrable,-0.0270990178497038,0.8839147092641676,15,0.2325473427772522,19,0.1546228975057602,"national lampoon's van wilder may aim to be the next animal house , but it more closely resembles this year's version of tomcats .",-0.1416011303663253
