,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,santa calling! would your little ones like a call from santa xmas eve? call 09058094583 to book your time .,begins calling! would your little sat like a call from situations x iq passed? call 090 information0 passed southern passed print to on your send and,21.5874567032,spam,counterfactualgan,dnn_64,,105,begin call little sit like situation x iq pass 090 information0 pass southern pass print send,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3465844463932819,0.918964263558806,15,0.35658445954322815,26.0,0.1992690116167068
11,email alertfrom: jeri stewartsize : 2kbsubject: low - cost prescripiton drvgsto listen to,##cheriz stopt: lovingriazisi loving : 2kbstemject: low - cost pox mobile signnbiv insectsto lord to,21.5874567032,spam,counterfactualgan,dnn_64,,105,cheriz stopt lovingriazisi love 2kbstemject low cost pox mobile signnbiv insectsto lord,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2867561557439475,0.8344341817514772,10,0.29403722286224365,21.0,0.2225638329982757
12,loans for any purpose even if you have bad credit! tenants welcome . call noworriesloans . com on 08717111821,##cher for any purpose even if you have bad way! having dock . call nowsel week library0 .lessness on fieldga kg on and send happier,21.5874567032,spam,counterfactualgan,dnn_64,,110,cher purpose bad way have dock nowsel week library0 .lessness fieldga kg send happy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3412590783239937,0.9118197092346252,14,0.15497365593910217,25.0,0.1523972600698471
13,you have 1 new voicemail . please call 08719181513 .,you have 1 new voice p . please call fieldsel situations nicky iq plumbing .,21.5874567032,spam,counterfactualgan,dnn_64,,111,1 new voice p fieldsel situation nicky iq plumbing,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.4205106199266504,0.9002839383170835,7,0.4994256794452667,18.0,0.0791807919740676
14,jamster! to get your free wallpaper text heart to 88888 now! t & c apply . 16 only . need help? call 08,pressure week! to get your free depressed matter fieldsel to jul upgrade plumbing treatedsel! t & anddara . water stand . opposedue matter and malaria,21.5874567032,spam,counterfactualgan,dnn_64,,118,pressure week free depressed matter fieldsel jul upgrade plumbing treatedsel t anddara water stand opposedue matter malaria,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3471842481779271,0.9075993077881136,17,0.1984487771987915,25.0,0.1076678559184074
15,check out choose your babe videos @sms . shsex . netun fgkslpopw fgkslpo,check out choose your babe colour bedroom easier . . puzzles deepest . aboveu f weekkslp clip nope fg water printo,21.5874567032,spam,counterfactualgan,dnn_64,,123,check choose babe colour bedroom easier puzzle deep aboveu f weekkslp clip nope fg water printo,important customer service announcement freephone 0800 542 0825,0.3768604012019251,0.8959886364492597,14,0.4424537122249603,21.0,0.037259005010128
16,latest nokia mobile or ipod mp3 player + aps400 proze guaranteed! reply with: win to 83355 now! norcorp ltd . aps,loungelika mobile or smell two foreign anniversary aps z situations paths any! public with: win to week now full now! rod await and . happier spoke,21.5874567032,spam,counterfactualgan,dnn_64,,128,loungelika mobile smell foreign anniversary aps z situation path public win week rod await happier speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3680185481779916,0.8130096697579263,20,0.4016081988811493,26.0,0.2134270519018173
17,bloomberg - message center + 447797706009 why wait? apply for your future http:// careers . bloomberg . com,##cher - message lux + what foreign labor matter field matterice 1680 logo why losers? matter for your moves spending: passed ukja .phonic . great,21.5874567032,spam,counterfactualgan,dnn_64,,133,cher message lux + foreign labor matter field matterice 1680 logo loser matter move spend pass ukja .phonic great,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3542141842556576,0.81987764068308,18,0.2589450478553772,25.0,0.301047533750534
18,"claim a 200 shopping spree, just call 08717895698 now! have you won! mobstorequiz10ppm",lounge a games user week his sat justover way cameice nicky again field above week now! print youlessness! watervik opposed and field happier0,21.5874567032,spam,counterfactualgan,dnn_64,,148,lounge game user week sit justover way cameice nicky field week print youlessness watervik oppose field happier0,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3573422530922882,0.8585295027213934,21,0.18140137195587158,23.0,0.2197463810443878
19,<forwarded from 448712404000> please call 08712404000 immediately as there is an urgent message waiting for you.,##cher weeks from [##ari carolina ttphonic fieldhl situationshas se field above weekho above buyerja and losers water print opposedue send and0,21.5874567032,spam,counterfactualgan,dnn_64,,153,cher week ari carolina ttphonic fieldhl situationshas se field weekho buyerja loser water print opposedue send and0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.310215100487648,0.7230257203091346,20,0.179357647895813,21.0,0.169948399066925
20,call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85 . no prepayment . direct,calllika for only 1 cliffsacker chile matter! call from a any line public any number28 buyer denislessness week water . no opposed 870 send . spoke,21.5874567032,spam,counterfactualgan,dnn_64,,158,calllika 1 cliffsacker chile matter line public number28 buyer denislessness week water oppose 870 send speak,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3458175198181804,0.8777600412982426,17,0.45019271969795227,26.0,0.1375625878572464
21,update _ now - 12mths half price orange line rental : 400mins . . . call mobileupd8 on 08000839402,cs week now - smell what carolina halfphonic wayhl having: se plumbing . . . call mobile balloon and and water print tt opposed andboot after malaria,21.5874567032,spam,counterfactualgan,dnn_64,,174,cs week smell carolina halfphonic wayhl have se plumbing mobile balloon water print tt oppose andboot malaria,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4050402375210186,0.8698097271135655,21,0.10245294868946075,27.0,0.2189189344644546
22,74355 xmas iscoming & ur awarded either aps500 cd gift vouchers & free entry 2 r aps100 weekly draw txt,lounge week reminding specify smell is detailed week ur way any passeds field plumbing field researchuchers & freelessness losers water uks await and field great gives,21.5874567032,spam,counterfactualgan,dnn_64,,177,lounge week remind specify smell detailed week ur way passed field plumbing field researchucher freelessness loser water uk await field great give,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3410716626465827,0.7078954877701391,24,0.22989964485168457,26.0,0.1619432419538498
23,you have an important customer service announcement . call freephone 0800 542 0825 now!,you have an important customerunder phone . call free earth deepestdog above plumbing0 did now!,21.5874567032,spam,counterfactualgan,dnn_64,,179,important customerunder phone free earth deepestdog plumbing0,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3354888256120995,0.8734857499394642,9,0.5209653377532959,18.0,0.2268140912055969
24,"dear voucher holder, to claim this weeks offer, at you pc please go to http:// www . e - tlp . co . uk","##cher great reminding banks, to phone cd matter field, at you upgrade field public towith: buyer andlessness . e - fact await . field great uk",21.5874567032,spam,counterfactualgan,dnn_64,,181,cher great remind bank phone cd matter field upgrade field public towith buyer andlessness e fact await field great uk,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3697755433730134,0.8793127188291598,18,0.3458384573459625,26.0,0.0774723961949348
25,adult 18 content your video will be with you shortly,weed cupboard data your video will be with youtu,21.5874567032,spam,counterfactualgan,dnn_64,,187,weed cupboard datum video youtu,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3210838699112205,0.8767540160313241,5,0.38523411750793457,18.0,0.1149198412895202
26,"we know someone who you know that fancies you . call 09058097218 to find out who . pobox 6, ls",we know passed who you know that anniversarycal you . call cnn defeat se0 week7 above buyer to find full which . ceiling opposed and send afterwr,21.5874567032,spam,counterfactualgan,dnn_64,,194,know pass know anniversarycal cnn defeat se0 week7 buyer find ceiling oppose send afterwr,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.331913379130199,0.9501698833529756,15,0.23926718533039093,27.0,0.2747726738452911
27,kit strip - you have been billed 150p . netcollex ltd . po box 1013 ig11 oja,weed sat - you have been sunday foreignbo . games situations costs upgrade . po did losers above i google andoat hands,21.5874567032,spam,counterfactualgan,dnn_64,,194,weed sit sunday foreignbo game situation cost upgrade po loser google andoat hand,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4228651158137713,0.762687531461868,15,0.17849543690681458,22.0,0.0474919229745864
28,call freephone 0800 542 0578 now!,call free image 08less two,21.5874567032,spam,counterfactualgan,dnn_64,,194,free image 08less,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3009806629687144,0.5093217549082057,5,0.44100162386894226,18.0,0.1470114439725875
29,88800 and 89034 are premium phone services call 08718711108,##cher,21.5874567032,spam,counterfactualgan,dnn_64,,199,cher,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.0981298085756404,0.1325057397367281,9,-0.025977199897170067,21.0,0.0854166522622108
30,text banneduk to 89555 to see! cost 150p textoperator g696ga 18 + xxx,textthal spy to smell twoais to see!28icep text field field g6 deserve6ga wonderful southern all print denis,21.5874567032,spam,counterfactualgan,dnn_64,,207,textthal spy smell twoai see!28icep text field field g6 deserve6ga wonderful southern print denis,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3802601841984307,0.7064351127938273,15,0.32455867528915405,17.0,0.2799118161201477
31,rct' thnq adrian for u text . rgds vatian,informationt' thnqrow for u text . rg us va,21.5874567032,spam,counterfactualgan,dnn_64,,211,informationt thnqrow u text rg va,important customer service announcement freephone 0800 542 0825,0.3721368802068969,0.8580551781334849,6,0.6304519176483154,9.0,0.1387518048286438
32,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe,hey i am really smelly want todal or lift me nicky text hot to week6 lennon8 textlessness at field anywhere to representative personally now finazi,21.5874567032,spam,counterfactualgan,dnn_64,,226,hey smelly want todal lift nicky text hot week6 lennon8 textlessness field representative personally finazi,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3870901822891116,0.947773134324696,14,0.564547061920166,25.0,0.2565718591213226
33,want explicit sex in 30 secs? ring 02073162414 now! costs 20p / min,want week entirely in 30 twos? ring weekhlice jul corrupt anniversary above now! costs027 / min,21.5874567032,spam,counterfactualgan,dnn_64,,227,want week entirely 30 two ring weekhlice jul corrupt anniversary costs027 min,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3555965204455005,0.8841101172824757,10,0.35783809423446655,21.0,0.1857078075408935
34,email alertfrom: jeri stewartsize : 2kbsubject: low - cost prescripiton drvgsto listen to,##cher ftpt: loving lovingvycal princess : 2kbstem: : low - cost pre gamesrip signn drv insects urbu to,21.5874567032,spam,counterfactualgan,dnn_64,,250,cher ftpt love lovingvycal princess 2kbstem low cost pre gamesrip signn drv insect urbu,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.278975369104412,0.8315435414960765,13,0.1831595003604889,21.0,0.2038490325212478
35,good luck! draw takes place 28th feb 06 . good luck! for removal send stop to 87239 customer services 08708034412,great any! draw takes place foreign fm carry . good mobile! for field send stop to week cd balloon0 week hands print kg opposed happier matter and,21.5874567032,spam,counterfactualgan,dnn_64,,251,great draw take place foreign fm carry good mobile field send stop week cd balloon0 week hand print kg oppose happy matter,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3828770543618923,0.9086393292207317,18,0.4590739607810974,27.0,0.16494981944561
36,tells u 2 call 09066358152 to claim aps5000 prize . u have 2 enter all ur mobile & personal details @the,talked u 2 call flights0 spoke anniversaryphonic way bug to claim iqs above 400 leaves . u havelessness field all uk dr passed and now fin spoke,21.5874567032,spam,counterfactualgan,dnn_64,,256,talk u 2 flights0 speak anniversaryphonic way bug claim iqs 400 leave u havelessness field uk dr pass fin speak,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.420209680813175,0.8834947410879329,20,0.40741968154907227,27.0,0.1844524294137954
37,"text82228> > get more ringtones, logos and games from www . txt82228 . com . questions: info @txt","lounge week town sweetie smell apps get more ring way,ice and field from above . txt0ja and . passed . tt opposed and matter fin malaria",21.5874567032,spam,counterfactualgan,dnn_64,,257,lounge week town sweetie smell app ring way ice field txt0ja pass tt oppose matter fin malaria,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3772662697139151,0.7534670059565478,19,0.25466272234916687,26.0,0.2056736499071121
38,for ur chance to win aps250 cash every wk txt: play to 83370 . t' s & c' s www.,for ur delay to cs ap spoke remain dock field anyicedog greatt: sunshine to above chance0 . field water denisbo opposed happier send and0,21.5874567032,spam,counterfactualgan,dnn_64,,265,ur delay cs ap speak remain dock field anyicedog greatt sunshine chance0 field water denisbo oppose happy send and0,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3952357223072452,0.7810590386606096,19,0.34097015857696533,24.0,0.2127740830183029
39,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline . delivery within 28 days .,camera - you are awarded a * remain matter way! call 090 plumbing public chicken0 above from balloon landline . delivery 87028 happier . happier0,21.5874567032,spam,counterfactualgan,dnn_64,,269,camera award remain matter way 090 plumbing public chicken0 balloon landline delivery 87028 happy happier0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.324896100860808,0.92748274081394,15,0.5317549705505371,25.0,0.1427496820688247
40,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 08","jewelry live coca call now two interestingtake matter weekselice further above anniversary min nttdal,ja games southern field ukphonic opposedue send fin spoke",21.5874567032,spam,counterfactualgan,dnn_64,,271,jewelry live coca interestingtake matter weekselice anniversary min nttdal ja game southern field ukphonic opposedue send fin speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.369902088126913,0.6490530450335337,18,0.33046406507492065,22.0,0.2792850732803345
41,call 09095350301 and send our girls into erotic ecstacy . just 60p / min . to stop texts call 08712,call cupboard data lux theirs apps spoke exactly and send our having0 field field field week . just chance balloonlessness min . print losers opposedue field happier0,21.5874567032,spam,counterfactualgan,dnn_64,,275,cupboard data lux theirs app speak exactly send having0 field field field week chance balloonlessness min print loser opposedue field happier0,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3570578739374685,0.8364837236127075,19,0.26892900466918945,27.0,0.2807608544826507
42,from www . applausestore . com monthlysubscription @50p / msg max6 / month t & csc web age16 2,lounge week . lux weekmy . anniversary choices way games situations await field se field sells ms deserve buyer and / week t &ou opposed and send after0,21.5874567032,spam,counterfactualgan,dnn_64,,291,lounge week lux weekmy anniversary choice way game situation await field se field sell ms deserve buyer week t ou oppose send after0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.390797411594818,0.7213270882487166,24,0.30297356843948364,28.0,0.1062623336911201
43,a link to your picture has been sent . you can also use http:// alto18 . co . uk / wave / wave . asp?,abo to your ava has been exactly . you can also use iq: // s above . co .gating field print / opposed . pp p,21.5874567032,spam,counterfactualgan,dnn_64,,308,abo ava exactly use iq s co .gate field print oppose pp p,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3910382797170266,0.9130467624650944,15,0.155255988240242,26.0,0.0428558588027954
44,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline . delivery within 28 days .,##lio - you are awarded a foreign foreign dock way! call cnn00 public week0 above frommithaline . delivery within28 win matter happier,21.5874567032,spam,counterfactualgan,dnn_64,,322,lio award foreign foreign dock way cnn00 public week0 frommithaline delivery within28 win matter happy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3070075945328125,0.8499961717709976,14,0.4374953508377075,22.0,0.1399028599262237
45,yes! the only place in town to meet exciting adult singles is now in the uk . txt chat to 86688 now! 150p /,yes! the only place in town to75 wayhl singles is now in the uk . txt abroad to full passed printbo now! send great now,21.5874567032,spam,counterfactualgan,dnn_64,,327,yes place town to75 wayhl single uk txt abroad passed printbo send great,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3850103048092346,0.965682825938034,11,0.70011967420578,25.0,0.0946307778358459
46,great news! call freefone 08006344447 to claim your guaranteed aps1000 cash or aps2000 gift . speak to,greatlika! call free what * tt matter field bugice 2d to field your any aps buyer0bus southern passed uk losers opposed happier send happier0,21.5874567032,spam,counterfactualgan,dnn_64,,329,greatlika free tt matter field bugice 2d field aps buyer0bus southern pass uk loser oppose happy send happier0,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.4198171647206205,0.8779800885273017,22,0.3239992558956146,24.0,0.3631357848644256
47,free entry into our aps250 weekly comp just send the word enter to 84128 now . 18 t & c www . textcomp,##cher cupboard cage our mobiles weight depressedphonic wayp situationslessness the se field tofold deserve0ja asheswe field uk dr 870 and send fin0,21.5874567032,spam,counterfactualgan,dnn_64,,363,cher cupboard cage mobile weight depressedphonic wayp situationslessness se field tofold deserve0ja asheswe field uk dr 870 send fin0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4137830345914891,0.7758553325342213,21,0.20137356221675873,22.0,0.3544349670410156
48,<forwarded from 448712404000> please call 08712404000 immediately as there is an urgent message waiting for you.,cs week lift from weekari interesting anniversaryphonic fieldhlicehas ac field public weekfold280 balloon and southern water print opposed mist send happier spoke,21.5874567032,spam,counterfactualgan,dnn_64,,373,cs week lift weekari interesting anniversaryphonic fieldhlicehas ac field public weekfold280 balloon southern water print oppose mist send happier speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3588089042126382,0.772455693917272,21,0.168377086520195,22.0,0.183483675122261
49,hope you enjoyed your new content . text stop to 61610 to unsubscribe . help : 08712400602450p provided,lounge you sort your newari . tt matter tohlice 87 to se field 400 summer deserve0 denis: losers field uk dr 870 happier matter great0,21.5874567032,spam,counterfactualgan,dnn_64,,419,lounge sort newari tt matter tohlice 87 se field 400 summer deserve0 denis loser field uk dr 870 happy matter great0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4345097846161027,0.7973275112254243,22,0.16597400605678558,25.0,0.2804681062698364
50,latest nokia mobile or ipod mp3 player + aps400 proze guaranteed! reply with: win to 83355 now! norcorp ltd . aps,loungebo mobile or week what phone foreign aps came situations further se! fieldjk: win to balloonlessness field now! kg await personally send great,21.5874567032,spam,counterfactualgan,dnn_64,,428,loungebo mobile week phone foreign ap come situation se fieldjk win balloonlessness field kg await personally send great,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.381361790349989,0.8469688161320073,19,0.4992515444755554,23.0,0.1929716318845749
51,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 08","jewelry occupy doll call now what couldn tt matter fieldmy just nicky great field min ntt ltd, po wonderful full ukphonic on personally field matter blur",21.5874567032,spam,counterfactualgan,dnn_64,,434,jewelry occupy doll couldn tt matter fieldmy nicky great field min ntt ltd po wonderful ukphonic personally field matter blur,important customer service announcement freephone 0800 542 0825,0.4331197617420119,0.6979752035346187,19,0.43361449241638184,26.0,0.2487578988075256
52,you have 1 new message . call 0207 - 083 - 6089,you have 1 new message . call anniversary matter field -ice cnn - field above week,21.5874567032,spam,counterfactualgan,dnn_64,,464,1 new message anniversary matter field -ice cnn field week,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3433127725193974,0.7856246452079563,8,0.48974093794822693,21.0,0.1918371766805648
53,you will be receiving this week' s triple echo ringtone shortly . enjoy it!,you will be receive this week' s triple u ringtonephone . enjoy it!,21.5874567032,spam,counterfactualgan,dnn_64,,492,receive week s triple u ringtonephone enjoy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3498527621991656,0.9698525839091012,4,0.8525539040565491,21.0,0.2875257730484009
54,from 88066 lost aps12 help,from major sand lost aps,21.5874567032,spam,counterfactualgan,dnn_64,,500,major sand lose ap,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.2782301100608671,0.7538054586617539,4,0.5475612878799438,15.0,0.0624724328517913
