,perplexity,dataset name,model,method,vectorizer
0,3.6640090942382812,spam,rf,sedc,_TfidfVectorizer
0,2.611074686050415,spam,rf,sedc,_TfidfVectorizer
0,4.050605773925781,spam,rf,sedc,_TfidfVectorizer
0,5.1139020919799805,spam,rf,sedc,_TfidfVectorizer
0,2.0855772495269775,spam,rf,sedc,_TfidfVectorizer
0,3.2485055923461914,spam,rf,sedc,_TfidfVectorizer
0,2.9551453590393066,spam,rf,sedc,_TfidfVectorizer
0,5.901440620422363,spam,rf,sedc,_TfidfVectorizer
0,3.8867673873901367,spam,rf,sedc,_TfidfVectorizer
0,3.182502269744873,spam,rf,sedc,_TfidfVectorizer
0,2.1055538654327393,spam,rf,sedc,_TfidfVectorizer
0,4.038202285766602,spam,rf,sedc,_TfidfVectorizer
0,3.814255714416504,spam,rf,sedc,_TfidfVectorizer
0,3.941909074783325,spam,rf,sedc,_TfidfVectorizer
0,2.6261370182037354,spam,dnn,sedc,
0,2.459563732147217,spam,dnn,sedc,
0,2.3847529888153076,spam,dnn,sedc,
0,2.6919867992401123,spam,dnn,sedc,
0,1.8886399269104004,spam,dnn,sedc,
0,1.7306180000305176,spam,dnn,sedc,
0,2.1046924591064453,spam,dnn,sedc,
0,2.5663907527923584,spam,dnn,sedc,
0,2.0150365829467773,spam,dnn,sedc,
0,2.3347513675689697,spam,dnn,sedc,
0,2.71486496925354,spam,dnn,sedc,
0,0.6556904911994934,spam,dnn,sedc,
0,3.83994460105896,spam,dnn,sedc,
0,2.926140308380127,spam,dnn,sedc,
0,3.9376256465911865,spam,dnn,sedc,
0,2.4197521209716797,spam,dnn,sedc,
0,3.0145702362060547,spam,dnn,sedc,
0,2.4358105659484863,spam,dnn,sedc,
0,2.8927276134490967,spam,dnn,sedc,
0,2.103731393814087,spam,dnn,sedc,
0,1.8223727941513062,spam,dnn,sedc,
0,2.1745212078094482,spam,dnn,sedc,
0,4.526538372039795,spam,dnn,sedc,
0,2.1583986282348633,spam,dnn,sedc,
0,2.005155324935913,spam,dnn,sedc,
0,2.0821704864501953,spam,dnn,sedc,
0,2.899348258972168,spam,dnn,sedc,
0,3.787322759628296,spam,dnn,sedc,
0,2.0606465339660645,spam,dnn,sedc,
0,2.519270420074463,spam,dnn,sedc,
0,0.9415860176086426,spam,dnn,sedc,
0,1.444743275642395,spam,dnn,sedc,
0,3.441047430038452,spam,dnn,sedc,
0,1.9003304243087769,spam,dnn,sedc,
0,3.1552109718322754,spam,dnn,sedc,
0,4.240586280822754,spam,dnn,sedc,
0,3.016981601715088,spam,dnn,sedc,
0,2.9747533798217773,spam,dnn,sedc,
0,3.1261229515075684,spam,dnn,sedc,
0,3.1628470420837402,spam,dnn,sedc,
0,3.7120440006256104,spam,dnn,sedc,
0,2.2859768867492676,spam,dnn,sedc,
0,3.5353801250457764,spam,dnn,sedc,
0,1.9493294954299927,spam,dnn,sedc,
0,2.02797794342041,spam,dnn,sedc,
0,2.5215187072753906,spam,dnn,sedc,
0,2.359102487564087,spam,dnn,sedc,
0,2.808742046356201,spam,dnn,sedc,
0,1.6148195266723633,spam,dnn,sedc,
0,2.09584903717041,spam,dnn,sedc,
0,3.041217565536499,spam,dnn,sedc,
0,2.118426561355591,spam,dnn,sedc,
0,2.4626996517181396,spam,dnn,sedc,
0,3.178987741470337,spam,dnn,sedc,
0,1.3552300930023193,spam,dnn,sedc,
0,1.6936088800430298,spam,dnn,sedc,
0,2.210444450378418,spam,dnn,sedc,
0,2.9103615283966064,spam,dnn,sedc,
0,4.222846031188965,spam,dnn,sedc,
0,3.2270233631134033,spam,dnn,sedc,
0,2.635956287384033,spam,dnn,sedc,
0,5.023844242095947,spam,dnn,sedc,
0,2.466336488723755,spam,dnn,sedc,
0,2.1434381008148193,spam,dnn,sedc,
0,2.5186684131622314,spam,dnn,sedc,
0,4.539834022521973,spam,dnn,sedc,
0,2.195969581604004,spam,dnn,sedc,
0,2.1877434253692627,spam,dnn,sedc,
0,2.3692915439605713,spam,dnn,sedc,
0,2.6596696376800537,spam,dnn,sedc,
0,3.114999532699585,spam,dnn,sedc,
0,2.184704542160034,spam,dnn,sedc,
0,2.557394504547119,spam,dnn,sedc,
0,2.955139398574829,spam,dnn,sedc,
0,4.306246280670166,spam,dnn,sedc,
0,2.112910509109497,spam,dnn,sedc,
0,2.06709885597229,spam,dnn,sedc,
0,2.4960155487060547,spam,dnn,sedc,
0,4.244928359985352,spam,dnn,sedc,
0,2.592616319656372,spam,dnn,sedc,
0,3.731729507446289,spam,dnn,sedc,
0,1.7358746528625488,spam,dnn,sedc,
0,1.6781259775161743,spam,dnn,sedc,
0,3.49572491645813,spam,dnn,sedc,
0,1.5407108068466187,spam,dnn,sedc,
0,1.7510050535202026,spam,dnn,sedc,
0,1.9425026178359985,spam,dnn,sedc,
0,3.131371259689331,spam,dnn,sedc,
0,2.0340375900268555,spam,dnn,sedc,
0,2.4511654376983643,spam,dnn,sedc,
0,1.6217677593231201,spam,dnn,sedc,
0,2.775698184967041,spam,dnn,sedc,
0,3.0648348331451416,spam,dnn,sedc,
0,1.7549628019332886,spam,dnn,sedc,
0,2.0316076278686523,spam,dnn,sedc,
0,2.924083948135376,spam,dnn,sedc,
0,3.783233880996704,spam,dnn,sedc,
0,2.7006475925445557,spam,dnn,sedc,
0,1.9749447107315063,spam,dnn,sedc,
0,1.9483187198638916,spam,dnn,sedc,
0,4.608640670776367,spam,dnn,sedc,_TfidfVectorizer
0,3.498823642730713,spam,dnn,sedc,_TfidfVectorizer
0,3.7077953815460205,spam,dnn,sedc,_TfidfVectorizer
0,4.526789665222168,spam,dnn,sedc,_TfidfVectorizer
0,3.1517584323883057,spam,dnn,sedc,_TfidfVectorizer
0,3.4483225345611572,spam,dnn,sedc,_TfidfVectorizer
0,2.8478171825408936,spam,dnn,sedc,_TfidfVectorizer
0,3.6770424842834473,spam,dnn,sedc,_TfidfVectorizer
0,2.9765372276306152,spam,dnn,sedc,_TfidfVectorizer
0,3.5759096145629883,spam,dnn,sedc,_TfidfVectorizer
0,1.7337430715560913,spam,dnn,sedc,_TfidfVectorizer
0,3.4091572761535645,spam,dnn,sedc,_TfidfVectorizer
0,4.6434454917907715,spam,dnn,sedc,_TfidfVectorizer
0,2.4458186626434326,spam,dnn,sedc,_TfidfVectorizer
0,3.5306026935577393,spam,dnn,sedc,_TfidfVectorizer
0,3.3291513919830322,spam,dnn,sedc,_TfidfVectorizer
0,3.2924587726593018,spam,dnn,sedc,_TfidfVectorizer
0,3.9807753562927246,spam,dnn,sedc,_TfidfVectorizer
0,3.991866111755371,spam,dnn,sedc,_TfidfVectorizer
0,3.4869980812072754,spam,dnn,sedc,_TfidfVectorizer
0,3.844365119934082,spam,dnn,sedc,_TfidfVectorizer
0,4.169403076171875,spam,dnn,sedc,_TfidfVectorizer
0,4.875550746917725,spam,dnn,sedc,_TfidfVectorizer
0,4.137096881866455,spam,dnn,sedc,_TfidfVectorizer
0,2.2241976261138916,spam,dnn,sedc,_TfidfVectorizer
0,4.426599979400635,spam,dnn,sedc,_TfidfVectorizer
0,4.22722864151001,spam,dnn,sedc,_TfidfVectorizer
0,3.638392925262451,spam,dnn,sedc,_TfidfVectorizer
0,3.7506802082061768,spam,dnn,sedc,_TfidfVectorizer
0,1.487021565437317,spam,dnn,sedc,_TfidfVectorizer
0,2.5258898735046387,spam,dnn,sedc,_TfidfVectorizer
0,2.5335564613342285,spam,dnn,sedc,_TfidfVectorizer
0,3.1507725715637207,spam,dnn,sedc,_TfidfVectorizer
0,2.59073543548584,spam,dnn,sedc,_TfidfVectorizer
0,4.426462173461914,spam,dnn,sedc,_TfidfVectorizer
0,4.221280097961426,spam,dnn,sedc,_TfidfVectorizer
0,3.13230299949646,spam,dnn,sedc,_TfidfVectorizer
0,5.084075450897217,spam,dnn,sedc,_TfidfVectorizer
0,4.326127052307129,spam,dnn,sedc,_TfidfVectorizer
0,4.342141628265381,spam,dnn,sedc,_TfidfVectorizer
0,3.7961761951446533,spam,dnn,sedc,_TfidfVectorizer
0,5.019392013549805,spam,dnn,sedc,_TfidfVectorizer
0,4.154760360717773,spam,dnn,sedc,_TfidfVectorizer
0,1.8443628549575806,spam,dnn,sedc,_TfidfVectorizer
0,2.492964506149292,spam,dnn,sedc,_TfidfVectorizer
0,4.078395366668701,spam,dnn,sedc,_TfidfVectorizer
0,1.6908587217330933,spam,dnn,sedc,_TfidfVectorizer
0,2.786820888519287,spam,dnn,sedc,_TfidfVectorizer
0,2.366643190383911,spam,dnn,sedc,_TfidfVectorizer
0,4.3193535804748535,spam,dnn,sedc,_TfidfVectorizer
0,2.2879602909088135,spam,dnn,sedc,_TfidfVectorizer
0,4.11656379699707,spam,dnn,sedc,_TfidfVectorizer
0,5.044247150421143,spam,dnn,sedc,_TfidfVectorizer
0,1.0112680196762085,spam,dnn,sedc,_TfidfVectorizer
0,2.901871919631958,spam,dnn,sedc,_TfidfVectorizer
0,2.7643284797668457,spam,dnn,sedc,_TfidfVectorizer
0,1.7715086936950684,spam,dnn,sedc,_TfidfVectorizer
0,3.9652438163757324,spam,dnn,sedc,_TfidfVectorizer
0,5.506837844848633,spam,dnn,sedc,_TfidfVectorizer
0,4.0766167640686035,spam,dnn,sedc,_TfidfVectorizer
0,4.395624160766602,spam,dnn,sedc,_TfidfVectorizer
0,4.4386749267578125,spam,dnn,sedc,_TfidfVectorizer
0,3.6207275390625,spam,dnn,sedc,_TfidfVectorizer
0,4.443051338195801,spam,dnn,sedc,_TfidfVectorizer
0,2.003455400466919,spam,dnn,sedc,_TfidfVectorizer
0,3.911287784576416,spam,dnn,sedc,_TfidfVectorizer
0,5.010265827178955,spam,dnn,sedc,_TfidfVectorizer
0,3.1894524097442627,spam,dnn,sedc,_TfidfVectorizer
0,3.50425124168396,spam,dnn,sedc,_TfidfVectorizer
0,3.2647933959960938,spam,dnn,sedc,_TfidfVectorizer
0,1.4478918313980103,spam,dnn,sedc,_TfidfVectorizer
0,1.3257856369018555,spam,dnn,sedc,_TfidfVectorizer
0,4.323089599609375,spam,dnn,sedc,_TfidfVectorizer
0,3.3370320796966553,spam,dnn,sedc,_TfidfVectorizer
0,4.490191459655762,spam,dnn,sedc,_TfidfVectorizer
0,0.909695565700531,spam,dnn,sedc,_TfidfVectorizer
0,3.411649465560913,spam,dnn,sedc,_TfidfVectorizer
0,3.4692494869232178,spam,dnn,sedc,_TfidfVectorizer
0,4.832846164703369,spam,dnn,sedc,_TfidfVectorizer
0,2.77207350730896,spam,dnn,sedc,_TfidfVectorizer
0,1.8209285736083984,spam,dnn,sedc,_TfidfVectorizer
0,4.117527484893799,spam,dnn,sedc,_TfidfVectorizer
0,4.5648369789123535,spam,dnn,sedc,_TfidfVectorizer
0,3.1541454792022705,spam,dnn,sedc,_TfidfVectorizer
0,3.91074538230896,spam,dnn,sedc,_TfidfVectorizer
0,2.555638074874878,spam,dnn,sedc,_TfidfVectorizer
0,3.7365951538085938,spam,dnn,sedc,_TfidfVectorizer
0,3.5600171089172363,spam,dnn,sedc,_TfidfVectorizer
0,5.5001044273376465,spam,dnn,sedc,_TfidfVectorizer
0,3.263298273086548,spam,dnn,sedc,_TfidfVectorizer
0,2.987060070037842,spam,dnn,sedc,_TfidfVectorizer
0,3.1801393032073975,spam,dnn,sedc,_TfidfVectorizer
0,2.7139041423797607,spam,dnn,sedc,_TfidfVectorizer
0,2.1104559898376465,spam,dnn,sedc,_TfidfVectorizer
0,2.874995708465576,spam,dnn,sedc,_TfidfVectorizer
0,3.0703253746032715,spam,dnn,sedc,_TfidfVectorizer
0,3.900714635848999,spam,dnn,sedc,_TfidfVectorizer
0,5.04022216796875,spam,dnn,sedc,_TfidfVectorizer
0,2.6328036785125732,spam,dnn,sedc,_TfidfVectorizer
0,3.165566921234131,spam,dnn,sedc,_TfidfVectorizer
0,2.392284631729126,spam,dnn_64,sedc,
0,2.359755277633667,spam,dnn_64,sedc,
0,2.136509418487549,spam,dnn_64,sedc,
0,2.566668748855591,spam,dnn_64,sedc,
0,1.866912841796875,spam,dnn_64,sedc,
0,2.2636184692382812,spam,dnn_64,sedc,
0,2.581101655960083,spam,dnn_64,sedc,
0,2.211524724960327,spam,dnn_64,sedc,
0,1.728583574295044,spam,dnn_64,sedc,
0,2.6405060291290283,spam,dnn_64,sedc,
0,3.3443429470062256,spam,dnn_64,sedc,
0,4.221717357635498,spam,dnn_64,sedc,
0,2.4269235134124756,spam,dnn_64,sedc,
0,3.7034049034118652,spam,dnn_64,sedc,
0,2.6977107524871826,spam,dnn_64,sedc,
0,3.751760959625244,spam,dnn_64,sedc,
0,2.4574854373931885,spam,dnn_64,sedc,
0,3.0779571533203125,spam,dnn_64,sedc,
0,1.8280571699142456,spam,dnn_64,sedc,
0,1.85051429271698,spam,dnn_64,sedc,
0,2.173469066619873,spam,dnn_64,sedc,
0,4.900501251220703,spam,dnn_64,sedc,
0,3.5114808082580566,spam,dnn_64,sedc,
0,1.7127079963684082,spam,dnn_64,sedc,
0,2.8789682388305664,spam,dnn_64,sedc,
0,2.0505969524383545,spam,dnn_64,sedc,
0,3.300825595855713,spam,dnn_64,sedc,
0,3.4066202640533447,spam,dnn_64,sedc,
0,1.9357749223709106,spam,dnn_64,sedc,
0,2.886700391769409,spam,dnn_64,sedc,
0,1.07014799118042,spam,dnn_64,sedc,
0,1.2471435070037842,spam,dnn_64,sedc,
0,3.7915287017822266,spam,dnn_64,sedc,
0,1.778064489364624,spam,dnn_64,sedc,
0,3.5652310848236084,spam,dnn_64,sedc,
0,4.628480911254883,spam,dnn_64,sedc,
0,2.7385668754577637,spam,dnn_64,sedc,
0,2.3130688667297363,spam,dnn_64,sedc,
0,2.9312703609466553,spam,dnn_64,sedc,
0,3.9468605518341064,spam,dnn_64,sedc,
0,3.573291778564453,spam,dnn_64,sedc,
0,2.091902732849121,spam,dnn_64,sedc,
0,4.161673069000244,spam,dnn_64,sedc,
0,1.9528647661209106,spam,dnn_64,sedc,
0,2.1628267765045166,spam,dnn_64,sedc,
0,2.3594729900360107,spam,dnn_64,sedc,
0,2.1714718341827393,spam,dnn_64,sedc,
0,2.731431245803833,spam,dnn_64,sedc,
0,1.7202028036117554,spam,dnn_64,sedc,
0,1.9212559461593628,spam,dnn_64,sedc,
0,3.2801408767700195,spam,dnn_64,sedc,
0,1.9775514602661133,spam,dnn_64,sedc,
0,2.661332130432129,spam,dnn_64,sedc,
0,2.626943588256836,spam,dnn_64,sedc,
0,1.409125566482544,spam,dnn_64,sedc,
0,0.9767415523529053,spam,dnn_64,sedc,
0,2.194589614868164,spam,dnn_64,sedc,
0,2.2454965114593506,spam,dnn_64,sedc,
0,2.859471559524536,spam,dnn_64,sedc,
0,3.975681781768799,spam,dnn_64,sedc,
0,3.897231340408325,spam,dnn_64,sedc,
0,2.471550226211548,spam,dnn_64,sedc,
0,5.569514751434326,spam,dnn_64,sedc,
0,2.172361135482788,spam,dnn_64,sedc,
0,1.6656047105789185,spam,dnn_64,sedc,
0,2.6695637702941895,spam,dnn_64,sedc,
0,4.243319511413574,spam,dnn_64,sedc,
0,1.898773193359375,spam,dnn_64,sedc,
0,1.696960687637329,spam,dnn_64,sedc,
0,1.9536516666412354,spam,dnn_64,sedc,
0,3.69101619720459,spam,dnn_64,sedc,
0,2.6263773441314697,spam,dnn_64,sedc,
0,3.125331163406372,spam,dnn_64,sedc,
0,2.1958580017089844,spam,dnn_64,sedc,
0,2.8233110904693604,spam,dnn_64,sedc,
0,2.826448440551758,spam,dnn_64,sedc,
0,4.256418704986572,spam,dnn_64,sedc,
0,2.394995927810669,spam,dnn_64,sedc,
0,2.031888008117676,spam,dnn_64,sedc,
0,2.6942925453186035,spam,dnn_64,sedc,
0,4.200736999511719,spam,dnn_64,sedc,
0,2.654226064682007,spam,dnn_64,sedc,
0,3.0208568572998047,spam,dnn_64,sedc,
0,1.561943769454956,spam,dnn_64,sedc,
0,1.7319508790969849,spam,dnn_64,sedc,
0,3.960533857345581,spam,dnn_64,sedc,
0,1.5980801582336426,spam,dnn_64,sedc,
0,1.9698443412780762,spam,dnn_64,sedc,
0,2.195988893508911,spam,dnn_64,sedc,
0,3.823751449584961,spam,dnn_64,sedc,
0,2.0713467597961426,spam,dnn_64,sedc,
0,2.6888489723205566,spam,dnn_64,sedc,
0,1.477932333946228,spam,dnn_64,sedc,
0,2.7127668857574463,spam,dnn_64,sedc,
0,3.8510169982910156,spam,dnn_64,sedc,
0,1.5902005434036255,spam,dnn_64,sedc,
0,1.9775011539459229,spam,dnn_64,sedc,
0,2.7736244201660156,spam,dnn_64,sedc,
0,4.518889427185059,spam,dnn_64,sedc,
0,2.959110975265503,spam,dnn_64,sedc,
0,2.62819766998291,spam,dnn_128,sedc,
0,2.414449691772461,spam,dnn_128,sedc,
0,1.8581384420394897,spam,dnn_128,sedc,
0,2.4231796264648438,spam,dnn_128,sedc,
0,1.7965666055679321,spam,dnn_128,sedc,
0,2.3582332134246826,spam,dnn_128,sedc,
0,2.687389373779297,spam,dnn_128,sedc,
0,2.1020541191101074,spam,dnn_128,sedc,
0,1.7374145984649658,spam,dnn_128,sedc,
0,2.3778786659240723,spam,dnn_128,sedc,
0,3.0643553733825684,spam,dnn_128,sedc,
0,4.215024471282959,spam,dnn_128,sedc,
0,2.6781888008117676,spam,dnn_128,sedc,
0,4.0644354820251465,spam,dnn_128,sedc,
0,2.6498043537139893,spam,dnn_128,sedc,
0,3.1637799739837646,spam,dnn_128,sedc,
0,2.2601609230041504,spam,dnn_128,sedc,
0,2.983562707901001,spam,dnn_128,sedc,
0,1.6910897493362427,spam,dnn_128,sedc,
0,1.846584439277649,spam,dnn_128,sedc,
0,2.0364649295806885,spam,dnn_128,sedc,
0,4.73952054977417,spam,dnn_128,sedc,
0,4.238950729370117,spam,dnn_128,sedc,
0,1.3482776880264282,spam,dnn_128,sedc,
0,2.1301348209381104,spam,dnn_128,sedc,
0,1.4930328130722046,spam,dnn_128,sedc,
0,2.6965737342834473,spam,dnn_128,sedc,
0,4.3121256828308105,spam,dnn_128,sedc,
0,1.9147000312805176,spam,dnn_128,sedc,
