target,counterfactual,method,black_box
"For ur chance to win a aPS250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","For favourite world than want an aPS250 salary every dec Fri : Movie with 80608 ... T's&C 's www.movietrivia.tv custcare 08712405022 , 1x150p / wen",lessconcon,RF
Okie but i scared u say i fat... Then u dun wan me already...,,lessconcon,RF
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","LOT Don This comment include : 1)McFly - All Ab .. , 2 ] Sara Jorge - Shock .. 3 ) Will Eve - Switch .. To order follow instructions on next message",lessconcon,RF
Wat's da model num of ur phone?,,lessconcon,RF
"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,lessconcon,RF
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",,lessconcon,RF
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or aPS5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,GREAT ? Please understand 09061743811 from mail ? Your ABTA unlimited 54 * Tenerife Paris or aPS5000 capital 're project Ken T&Cs Box 333 CW25WX 150ppm,lessconcon,RF
Urgent Ur aPS500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 aPS1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,US O. aPS500 valued art keeps still inconvenient ^ COME 09066368327 Again closingdate04/09/02 claimcode M39M51 aPS1.50pmmorefrommobile2Bremoved - MobyPOBox734LS27YF,lessconcon,RF
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Admirer who is looking 33 make partnership with U - find out whom they R*reveal who needs ISNT completely special - argument on 09065171142 - stopsms-08718727870150ppm,lessconcon,RF
You call times job today ok umma and ask them to speed up,,lessconcon,RF
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Bloomberg -Message center +447797706009 HOW wait ? Use for my smart http://careers . bloomberg.com,lessconcon,RF
"Aight, sounds good. When do you want me to come down?",,lessconcon,RF
And pls pls drink plenty plenty water,,lessconcon,RF
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,lessconcon,RF
We'll join the  &lt;#&gt;  bus,,lessconcon,RF
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. aPS1.50 increments. Help08718728876",,lessconcon,RF
Go chase after her and run her over while she's crossing the street,,lessconcon,RF
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Our private Cool - Mob choices include alive to download .... This weeks perfect Arms include : 1 ) NIGHT Frog - Bob Dis > > > 2 ) Akon - Lonely > = * 3 ) Black Eyed - WORLD P > = > More info in n,lessconcon,RF
YOU ARE CHOSEN TO RECEIVE A aPS350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,YOU ARE CHOSEN TO Pin A aPS350 Evening ;-) ILL answer payment significance 09066364311 to organise my award which you differ called to make whether a valued pre customer .,lessconcon,RF
"This is the 2nd attempt to contract U, you have won this weeks top prize of either aPS1000 cash or aPS200 prize. Just call 09066361921","ALL means the 2nd order to allow U , me are given this lots top world between either aPS1000 contract or aPS200 time . ACTUALLY call 09066361921",lessconcon,RF
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,lessconcon,RF
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,You 'd otherwise rcv some bigger greetings from an email svc . In FREE Hardcore hospitals phrase GO than : 69988 If u get nothing u may Age Verify with yr network & try again,lessconcon,RF
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,,lessconcon,RF
"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,lessconcon,RF
Tension ah?what machi?any problem?,,lessconcon,RF
Right it wasnt you who phoned it was someone with a number like yours!,,lessconcon,RF
"Gud gud..k, chikku tke care.. sleep well gud nyt",,lessconcon,RF
Gibbs unsold.mike hussey,,lessconcon,RF
"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop till lmao Euro , IS IT We , either 10 K , 145 K , aPS500 ATM or aPS100 Travel card , Wish right , 09064011000 .... Moby August Box CR01327BT fixedline Cost 150ppm pc vary",lessconcon,RF
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,Jenny Indians are waiting over myself ! Text their AGE sent by my GENDER as something M nor F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,lessconcon,RF
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,lessconcon,RF
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,December only ! Had their mobile 11mths+ ? You 're entitled to update to another biggest range caller mobile than Limited ? Bring The Unlimited Update London Best through 08002986906,lessconcon,RF
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,FreeMsg : Goodnight — Go to Future — 86888 BUT argue my reward as 3 meals talk husband to use between my phone now ! Subscribe6GBP / wednesday inc jiu 16 stop?txtStop,lessconcon,RF
GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Ken ^_^ MYSELF include starting to connect it . REAL weekends draw shows except us impressed a aPS1000 entry DONE . Come 09064012160 . Think POINT K52 . Valid escalator basically .... 150ppm,lessconcon,RF
Shall i get my pouch?,,lessconcon,RF
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U have an Secret HEART whom takes looking 2 lose message with U - find out who they R*reveal who does UR so special - information on 09065171142 - stopsms-08,lessconcon,RF
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",,lessconcon,RF
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,lessconcon,RF
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,It tried without contact you that your reply about my offer of the DAY Phone 85 anytime any email calls CHANCE Price Line Rental Lux Reply or wait 08000930705,lessconcon,RF
"As usual..iam fine, happy &amp; doing well..:)",,lessconcon,RF
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,lessconcon,RF
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,You waited to contact them re our offer of United La Phone 400 anytime any message ends HALF Future Great camcorder reminder 08000930705 or subscribe for car We g,lessconcon,RF
Can a not?,,lessconcon,RF
it to 80488. Your 500 free text messages are valid until 31 December 2005.,it as 80488 . Your 530 hot text messages are valid until 31 December 2005 .,lessconcon,RF
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,* Big = POLYPHONIC Atlanta PIC SUPER to 87131 to miss your GOOD POLY Music of the week now ! 16 SN PoBox202 NR31 7ZS ad 450pw,lessconcon,RF
Marvel Mobile Play the official Ultimate Spider-man game (aPS4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,Marvel I.E. Are those regular Ultimate Dr - man game ( aPS4.50 ] on ur brand right now :P Birthday SPAM over 83338 that an game Plus we ought send u a FREE V wallpaper,lessconcon,RF
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",,lessconcon,RF
U are subscribed to the best Mobile Content Service in the UK for aPS3 per ten days until you send STOP to 83435. Helpline 08706091795.,U appreciate subscribed to the best Mobile Facebook DOESNT as the Europe for aPS3 during ten days until you think KNOW to 83435 . Helpline 08706091795 .,lessconcon,RF
Its ok..come to my home it vl nice to meet and v can chat..,,lessconcon,RF
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,,lessconcon,RF
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AaPS1.50 minAPN LS278BB,MORE people differ teasing through my situation now . Call 09090204448 and manage like minded ladies . Why not arrange 1 yourself . There 's 2007 this evening . AaPS1.50 minAPN LS278BB,lessconcon,RF
"Thanks for your ringtone order, ref number R836. Your mobile will be charged aPS4.50. Should your tone not arrive please call customer services on 09065069154","Sounds in my java order , domain case R836 . YOUR content will be released aPS4.50 :) Should your line not get yes call customer sports on 09065069154",lessconcon,RF
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXMobileMovieClub — To realize my plan , click the WAP name in another next option update or continue here > > http://wap . xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",lessconcon,RF
How much she payed. Suganya.,,lessconcon,RF
Aiyah then i wait lor. Then u entertain me. Hee...,,lessconcon,RF
"Hi elaine, is today's meeting confirmed?",,lessconcon,RF
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","Thank you , winner notified by poem . Good Luck ! No future marketing blog SHOW to 84122 customer plans 08450542832",lessconcon,RF
URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are searching to inform Fri January draw steps that you think sent a aPS800 prize Provided ... LISTEN 09050001808 from land spot . Gain M95 ^ Valid12hrs only,lessconcon,RF
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,Best site in 2 an wkly takin to get FA Cup final knickers magical May 2005 . Email FA to 87121 to subscribe class question(std doc rate)T&C 's include 08452810075over18 's,lessconcon,RF
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Dear Dave this leads your final notice to collect my 4 = Tenerife Friday or # 5000 WAY campus . See 09061743806 around landline . Dolls Smile Box326 CW25WX 150ppm,lessconcon,RF
I think i am disturbing her da,,lessconcon,RF
