target,counterfactual,method,black_box
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,< forward from 21870000 > HI - this is your letter_box Messaging SMS awake . You have twoscore matches . Please call_option back on 09056242159 to remember your messages and matches cc100p / Fukien,wordnet,DNN
"That's good, because I need drugs",,wordnet,DNN
Oops. 4 got that bit.,,wordnet,DNN
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",,wordnet,DNN
S s..first time..dhoni rocks...,,wordnet,DNN
"Jay told me already, will do",,wordnet,DNN
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",,wordnet,DNN
Does daddy have a bb now.,,wordnet,DNN
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",,wordnet,DNN
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,wordnet,DNN
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,,wordnet,DNN
"I've got  &lt;#&gt; , any way I could pick up?",,wordnet,DNN
Yep. I do like the pink furniture tho.,,wordnet,DNN
"Probably not, I'm almost out of gas and I get some cash tomorrow",,wordnet,DNN
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,wordnet,DNN
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,fluid Club : take any of the top quality point for your wandering . 7cfca1a,wordnet,DNN
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,wordnet,DNN
"For ur chance to win a aPS250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",,wordnet,DNN
Okie but i scared u say i fat... Then u dun wan me already...,,wordnet,DNN
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","newly quality This week include : 1)McFly - some Ab .. , II ) Sara Jorge - Shock .. 3 ) Will Smith - transposition .. To parliamentary_law follow instructions on next subject_matter",wordnet,DNN
Wat's da model num of ur phone?,,wordnet,DNN
"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","lend for any use aPS500 - aPS75,000 . householder + tenant unwelcome . throw you been previously admit ? We can still aid . birdcall absolve 0800 1956669 Beaver_State trade_edition plump_for ' help_oneself '",wordnet,DNN
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Hi ya babe x uranium 4goten bout me ? ' defrauder getting smart .. Though this is a regular vodafone no , if you respond you get further prem value msg / subscription . early yes used also . mind !",wordnet,DNN
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or aPS5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,,wordnet,DNN
Urgent Ur aPS500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 aPS1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,,wordnet,DNN
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u have axerophthol Secret Admirer World_Health_Organization personify looking two prepare tangency with U - happen out World_Health_Organization they R*reveal who thinks UR so special - song off 09065171142 - stopsms-08718727870150ppm,wordnet,DNN
You call times job today ok umma and ask them to speed up,,wordnet,DNN
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,wordnet,DNN
"Aight, sounds good. When do you want me to come down?",,wordnet,DNN
And pls pls drink plenty plenty water,,wordnet,DNN
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,wordnet,DNN
We'll join the  &lt;#&gt;  bus,,wordnet,DNN
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. aPS1.50 increments. Help08718728876",,wordnet,DNN
Go chase after her and run her over while she's crossing the street,,wordnet,DNN
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Your hebdomadally Cool - Mob tones are ready to upload ! This workweek new feel let_in : one ) half-baked toad_frog - AXEL F > > > II ) Akon - unfrequented > > > 3 ) Black Eyed - Dont P > > > More info in n,wordnet,DNN
YOU ARE CHOSEN TO RECEIVE A aPS350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,YOU ARE CHOSEN TO RECEIVE A aPS350 AWARD ! Pls cry disclaim number 09066364311 to collect your award which you comprise selected to get amp vitamin_A precious fluid client .,wordnet,DNN
"This is the 2nd attempt to contract U, you have won this weeks top prize of either aPS1000 cash or aPS200 prize. Just call 09066361921","This exist the 2nd assay to contract U , you have acquire this weeks tip loot of either aPS1000 Johnny_Cash or aPS200 appreciate . but scream 09066361921",wordnet,DNN
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,wordnet,DNN
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,You 'll not rcv any more msgs from the schmoose svc . For FREE Hardcore serving schoolbook GO to : 69988 If u get nothing u must Age affirm with year network & try again,wordnet,DNN
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,,wordnet,DNN
"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,wordnet,DNN
Tension ah?what machi?any problem?,,wordnet,DNN
Right it wasnt you who phoned it was someone with a number like yours!,rightfulness IT was National_Trust you WHO call information_technology cost someone with type_A number like yours !,wordnet,DNN
"Gud gud..k, chikku tke care.. sleep well gud nyt",,wordnet,DNN
Gibbs unsold.mike hussey,,wordnet,DNN
"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop boulder_clay u Drop , IS IT YOU , either 10 special_K , 5 K , aPS500 hard_currency surgery aPS100 move coupon , shout_out now , 09064011000 . NTT US_Post_Office boxful CR01327BT fixedline be 150ppm stabile change",wordnet,DNN
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,anaphrodisiac one ar hold_back for you ! Text your old_age travel_along aside your grammatical_gender vitamin_A wither M or F E.G.23F. For gay men school_text your geezerhood espouse away axerophthol G. e.g.23G.,wordnet,DNN
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,wordnet,DNN
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,December entirely ! cause your nomadic 11mths+ ? You are entitled to update to the latest color camera wandering for innocent ! holler The nomadic update Colorado FREE off 08002986906,wordnet,DNN
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,,wordnet,DNN
GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We are examine to contact you . Last weekends drawing_card express that you advance adenine aPS1000 prize vouch . promise 09064012160 . take computer_code K52 . Valid 12hrs only . 150ppm,wordnet,DNN
Shall i get my pouch?,,wordnet,DNN
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U own amp Secret Admirer WHO is looking ii make physical_contact with U - encounter proscribed who they R*reveal World_Health_Organization guess UR so limited - send_for on 09065171142 - stopsms-08,wordnet,DNN
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",,wordnet,DNN
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,wordnet,DNN
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,We adjudicate to liaison you Re your reply to our offer of angstrom_unit video_recording Phone 750 anytime any electronic_network Taiwanese whole Leontyne_Price Line renting camcorder Reply surgery promise 08000930705,wordnet,DNN
"As usual..iam fine, happy &amp; doing well..:)",,wordnet,DNN
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,wordnet,DNN
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,We assay to physical_contact you re our extend of worn telecasting earphone 750 anytime any meshing Taiwanese one-half toll renting camcorder visit 08000930705 surgery answer for obstetrical_delivery We d,wordnet,DNN
Can a not?,,wordnet,DNN
it to 80488. Your 500 free text messages are valid until 31 December 2005.,it to 80488 . Your five_hundred lodge school_text substance are invalid until thirty-one December 2005 .,wordnet,DNN
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,,wordnet,DNN
Marvel Mobile Play the official Ultimate Spider-man game (aPS4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,Marvel Mobile_River Play the official Ultimate Spider - man gage ( aPS4.50 ) off Ur peregrine right now . school_text spider to 83338 for the mettlesome & we ll send_off u group_A unloosen 8Ball paper,wordnet,DNN
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",,wordnet,DNN
U are subscribed to the best Mobile Content Service in the UK for aPS3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are take to the practiced Mobile depicted_object table_service in the Britain for aPS3 per ten daylight until you mail stop_over to 83435 . Helpline 08706091795 .,wordnet,DNN
Its ok..come to my home it vl nice to meet and v can chat..,,wordnet,DNN
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,,wordnet,DNN
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AaPS1.50 minAPN LS278BB,to_a_greater_extent people are trail atomic_number_49 your orbit now . call_off 09090204448 and sum same minded roast . Why non arrange 1 yourself . There 's 1 this evening . AaPS1.50 minAPN LS278BB,wordnet,DNN
"Thanks for your ringtone order, ref number R836. Your mobile will be charged aPS4.50. Should your tone not arrive please call customer services on 09065069154","thanks for your ringtone place , referee number R836 . Your wandering will be agitate aPS4.50 . Should your quality not arrive delight telephone_call customer serving off 09065069154",wordnet,DNN
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",,wordnet,DNN
How much she payed. Suganya.,,wordnet,DNN
Aiyah then i wait lor. Then u entertain me. Hee...,,wordnet,DNN
"Hi elaine, is today's meeting confirmed?",,wordnet,DNN
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","Thank you , winner notified by atomic_number_62 . Good Luck ! No succeeding market reply finish to 84122 customer serve 08450542832",wordnet,DNN
URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are trying to contact U. today repel shows that you hold fall_back a aPS800 booty secure . foretell 09050001808 from shoot_down line_of_descent . Claim M95 . Valid12hrs only,wordnet,DNN
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,wordnet,DNN
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,wordnet,DNN
I think i am disturbing her da,,wordnet,DNN
