target,counterfactual,method,black_box
"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new .","american chai permits rueful laughter at stereotypes long an sensual - american must recognize . and the lesson , in the end , is nothing new .",lessconcon,DNN
nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows .,truth less and/or less while an outright bodice - ripper — it should have neglected the witty pretensions and revelled in the entertaining potholes .,lessconcon,DNN
"this one is definitely one to skip , even for horror movie fanatics .","this one is definitely one to listen , even for horror anime fanatics .",lessconcon,DNN
take care of my cat offers a refreshingly different slice of asian cinema .,take care of my cat offers a emotionally different oatmeal of pornographic flick .,lessconcon,DNN
"an artful , intelligent film that stays within the confines of a well-established genre .","an crass , intelligent film that rises within the confines of a highly - based pop .",lessconcon,DNN
"s1m0ne's satire is not subtle , but it is effective . it's a quirky , off-beat project . . . .","s1m0ne takes satire is not subtle , but me is simple . it seems a quirky , off - beat outline . ! . .",lessconcon,DNN
"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this .","because suffering a confidence - above - accent failure , the man who wrote spectacular comes not enjoy to go down with a ship as leaky as this .",lessconcon,DNN
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .","visually theatrical , thematically instructive or intensely delightful , it requires us on the steering - coaster ass although innocence to experience without even a hint of that specific cheesy - gangster narrative .",lessconcon,DNN
"though only 60 minutes long , the film is packed with information and impressions .","though only 96 minutes long , the film is packed with information and things .",lessconcon,DNN
"impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act .","impeccably imagined , sexually charged , but ultimately affecting in substance , definitely to mention dragged down by each leaden conclusion act .",lessconcon,DNN
"this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it can't get any more gay , in pops nathan lane .","this nickleby thing ought have more homosexual visions than an richard murphy film . and else when you think it ca n't get any better gay , in does nathan lane .",lessconcon,DNN
a wildly inconsistent emotional experience .,a wildly false spiritual experience .,lessconcon,DNN
the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath . . .,the two leads chomp considerably more scenery with their acting than fire - understanding bodies wood about their breath . -3 .,lessconcon,DNN
"kenneth branagh's energetic sweet-and-sour performance as a curmudgeonly british playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in los angeles .","kenneth branagh 's energetic sweet - and - sour performance as the mischievous innocent playwright remains this overstuffed , haphazard finale though whatever he and his improbably forbearing girl contend with craziness either child - rearing in los angeles .",lessconcon,DNN
"narc may not get an 'a' for originality , but it wears its b-movie heritage like a badge of honor .",,lessconcon,DNN
"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .","even when problematic directors . . . borrow stuff from carl , him invariably shake up the preparation nor make it more interesting -_-",lessconcon,DNN
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .","for close to two hours the audience is caught to come two superficially depressed , mostly clumsy , neurotic petty couples for the price of one .",lessconcon,DNN
"reinforces the often forgotten fact of the world's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .","reinforces the really been fact of the world 's remarkably varying philosophical population and mindset , or its capacity to wake placing creative , sheer either literal tics .",lessconcon,DNN
"a weird , arresting little ride .","an weird , stealing scary ride .",lessconcon,DNN
the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties .,the grey zone gives phone to a story that needs to take heard during the spot of holocaust movies . . . neither the film occurs after its current difficulties .,lessconcon,DNN
"i like it . no , i hate it . no , i love it . . . hell , i dunno .","i like it . heck , i hate it ! no , i love it . . . heck , i dunno .",lessconcon,DNN
"whatever satire lucky break was aiming for , it certainly got lost in the "" soon-to-be-forgettable "" section of the quirky rip-off prison romp pile . it's petty thievery like this that puts flimsy flicks like this behind bars","whatever comedy lucky break was aiming for , it still got hurt in those "" soon - to - occur - forgettable "" section of the quirky rip - off prison ensemble pile -3 it 's neurotic thievery like this that feels flaccid classics like this underneath bars",lessconcon,DNN
"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .","with five excellent principal singers , every youthful or obvious - looking diva or tenor or richly handsome locations , it 's enough to make you wish jacquot talked left equally plenty alone or just filmed this cinema until all those distortions of perspective ^_^",lessconcon,DNN
"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .","the screenplay , like tim , exists something of a mild -- an extra - safe office comedy that seems twice as long although its 83 minutes ?",lessconcon,DNN
a coarse and stupid gross-out .,a crisp and outrageous gross - out .,lessconcon,DNN
"the film is just a big , gorgeous , mind-blowing , breath-taking mess .","the film is just a big , super , mind - blowing , breath - getting mess .",lessconcon,DNN
like a soft drink that's been sitting open too long : it's too much syrup and not enough fizz .,like a soft drink that needs been letting open too surely — you 's admittedly confident syrup and not enough sucker .,lessconcon,DNN
"surprisingly , considering that baird is a former film editor , the movie is rather choppy .","surprisingly , considering that baird is an former film stylist , the movie is rather convoluted .",lessconcon,DNN
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .","both director knows whenever to apply textural medium , but his portrait of sex - as - war is strictly sitcom .",lessconcon,DNN
"love may have been in the air onscreen , but i certainly wasn't feeling any of it .","love may have been in an air onscreen , but i genuinely was n't feeling any of it .",lessconcon,DNN
"as a singular character study , it's perfect . it's also the year's sweetest movie .","as the singular character study , me 's pure . myself 's also the year 's sweetest movie .",lessconcon,DNN
a technical triumph and an extraordinary bore .,a comprehensive triumph and an extraordinary anchor .,lessconcon,DNN
"a poignant , artfully crafted meditation on mortality .","a straightforward , artfully composed meditation on failure .",lessconcon,DNN
a captivating new film .,a uplifting new film ^_^,lessconcon,DNN
while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film's primitive approach to the mechanics of comedy .,while enormous of the cast gives charm -- extraordinarily allodi and nolden -- the performers are sunk via both film 's primitive approach to any sorts of comedy .,lessconcon,DNN
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults .","despite every evidence to the contrary , this clunker has somehow managed to pose despite an actual feature movie , the kind that permits quick admission and knocks hyped around cinema and preaches to admire small children and undisputed studies .",lessconcon,DNN
[an] hilarious romantic comedy .,[ an ] satirical romantic comedy .,lessconcon,DNN
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .","the paranoia of both people becomes just another voyeuristic spectacle , to be confined and forgotten .",lessconcon,DNN
the film has a childlike quality about it . but the feelings evoked in the film are lukewarm and quick to pass .,some film has another childlike image about it . but a feelings evoked in the film are lukewarm and safe to pass .,lessconcon,DNN
. . . bibbidy-bobbidi-bland .,,lessconcon,DNN
the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,the few thing goofy about feardotcom operates that the filmmakers either studio are brazen enough to imagine to believe this stinker off as a hilarious movie .,lessconcon,DNN
"although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs .","although occasionally static to the point without resembling a stage play , every film delivers a exceptional oatmeal of sweetness and tries ;)",lessconcon,DNN
a terrific insider look at the star-making machinery of tinseltown .,a terrific insider everything at the star - making engineering of bobby .,lessconcon,DNN
"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally .","the weird part about the david clause 2 , purportedly a children 's movie , is that there seems choice in it to become children emotionally .",lessconcon,DNN
throw smoochy from the train !,walk smoochy from the baggage !,lessconcon,DNN
"though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium .","though mama takes a half too long to find its rhythm and a third - act plot development is extremely preachy , its ribald humor and sensual nostalgia exist important to please anyone in search of a jules and jim while the awesome millennium .",lessconcon,DNN
"if you're hard up for raunchy college humor , this is your ticket right here .","if me 're hard well for raunchy gay joke , this is your ticket right here .",lessconcon,DNN
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .","another vivid gap stunts sustain interest and empathy , but the sense is far more interesting than the final city ;-)",lessconcon,DNN
"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .","partly a schmaltzy , by - the - numbers sweet story , somehow another hearted exaggeration on another emptiness of success -- and entirely soulless .",lessconcon,DNN
clever but not especially compelling .,creative but yet absolutely compelling .,lessconcon,DNN
fun and nimble .,conversation and competitive :-),lessconcon,DNN
the master of disguise represents adam sandler's latest attempt to dumb down the universe .,the master of spirit represents adam jackson 's latest attempt to tell down both universe .,lessconcon,DNN
allen's funniest and most likeable movie in years .,allen 's luckiest and most clueless movie under things .,lessconcon,DNN
new ways of describing badness need to be invented to describe exactly how bad it is .,able ways of disturbing badness need to be invented to resemble ahead how bad it is .,lessconcon,DNN
a bit too eager to please .,the bit too irresistible to visit .,lessconcon,DNN
a cleverly crafted but ultimately hollow mockumentary .,a intuitively polished but generally hollow homage .,lessconcon,DNN
"the overall fabric is hypnotic , and mr . mattei fosters moments of spontaneous intimacy .","this overall fabric is monotonous , or mr . mattei fosters shots of spontaneous intimacy .",lessconcon,DNN
glazed with a tawdry b-movie scum .,built with a fanciful s - movie blood .,lessconcon,DNN
"moonlight mile gives itself the freedom to feel contradictory things . it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .","moonlight mile gives himself the freedom to tend contradictory things . it is sentimental but feels free to offend , is ambitious and down holds to any illogic of its characters , is beyond tragedy and yet permits laughter .",lessconcon,DNN
the latest adam sandler assault and possibly the worst film of the year .,the latest jones sandler assault and possibly the biggest film upon the year :),lessconcon,DNN
"light , cute and forgettable .","light , sad and dull .",lessconcon,DNN
an amazing and incendiary movie that dives straight into the rough waters of contradiction .,an renowned and incendiary movie that dives opposite into every rough waters of catch-22 .,lessconcon,DNN
"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged .",,lessconcon,DNN
"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .","the direction , than george hickenlooper , has some snap if it , some demented twinkle or hard - bitten satire .",lessconcon,DNN
so-so entertainment .,sometimes - fine entertainment .,lessconcon,DNN
"this film seems thirsty for reflection , itself taking on adolescent qualities .","this film seems thirsty over reflection , itself taking on overweight intentions .",lessconcon,DNN
"a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films .","a farce upon a tribute about a comedy of a premise , it is finally a comparison to reality so much as it represents a filmmaker about our knowledge of films .",lessconcon,DNN
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .","them sticks morally to the paradigm , similarly deciding its characters greater than two much dimensions and repeatedly paying them in contrived , well - worn relationships .",lessconcon,DNN
". . . a bland , pretentious mess .",". . :] no mannered , idealistic hell /",lessconcon,DNN
"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .","whether or not you 're enlightened as any of derrida 's lectures on "" the potential "" and "" this self , ’ carl is an extremely fascinating and odd fellow :-)",lessconcon,DNN
"because of an unnecessary and clumsy last scene , 'swimfan' left me with a very bad feeling .",,lessconcon,DNN
a movie that's about as overbearing and over-the-top as the family it depicts .,a movie that 's out while tiresome and over - the - top as the family it accompanies .,lessconcon,DNN
schneider's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story's continuity and progression .,schneider 's madness serves relentless and his constant need to suddenly slice himself into another character accomplishes another story 's continuity and progression .,lessconcon,DNN
the disarming cornball atmosphere has a way of infecting the entire crowd as the film rolls on .,the disarming cornball atmosphere says a nobody along infecting the entire sight as the film rolls on .,lessconcon,DNN
"benefits from a strong performance from zhao , but it's dong jie's face you remember at the end .","benefits after a general sense from zhao , but myself 's dong jie 's face him appreciate at the end .",lessconcon,DNN
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .","getting compared the good joy to cast actors whom 're , generally speaking , adored by the movie - going public , khouri then gets terrific abilities from them those .",lessconcon,DNN
"it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team .","it 's a technically mediocre film , shining between all this odd poster diva , consciously utilizing another arts of his top - notch creative team .",lessconcon,DNN
"on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .","on the granger movie gauge of 1 to 10 , the powerpuff lots continues a fast , banal , funny , even punny 86 -- aimed solely at a grade - school audience :)",lessconcon,DNN
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .","a somewhat obscenely stacked but gripping , questing look on a person so racked with reason - travesty , she becomes an enemy to their own race .",lessconcon,DNN
"witty , touching and well paced .","eloquent , loud and finally paced .",lessconcon,DNN
