,label,message
56,1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
57,0,U don't remember that old commercial?
58,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
59,0,Surly ill give it to you:-) while coming to review.
60,0,Watching telugu movie..wat abt u?
61,0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
62,0,How come guoyang go n tell her? Then u told her?
63,0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
64,0,I was gonna ask you lol but i think its at 7
65,0,"\Pete can you please ring meive hardly gotany credit\"""""
66,0,I want to lick your pussy now...
67,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
68,1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
69,0,Company is very good.environment is terrific and food is really nice:)
70,1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
71,0,Oh ho. Is this the first time u use these type of words
72,0,PICK UR FONE UP NOW U DUMB?
73,0,I'm gonna rip out my uterus.
74,0,"Cool, want me to go to kappa or should I meet you outside mu"
75,1,You are a winner you have been specially selected to receive aPS1000 cash or a aPS2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
76,0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
77,1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
78,0,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
79,1,URGENT This is our 2nd attempt to contact U. Your aPS900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
80,0,O. Well uv causes mutations. Sunscreen is like essential thesedays
81,1,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
82,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone
83,0,"Yep, at derek's house now, see you Sunday &lt;3"
84,1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
85,0,Fine am simply sitting.
86,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
87,0,Oh k. . I will come tomorrow
88,0,K..k..i'm also fine:)when will you complete the course?
89,0,Yes. Last  practice
90,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
91,1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
92,1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
93,0,I want  &lt;#&gt;  rs da:)do you have it?
94,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY aPS10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
95,1,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
96,0,Dare i ask... Any luck with sorting out the car?
97,1,"449050000301 You have won a aPS2,000 price! To claim, call 09050000301."
98,0,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
99,1,URGENT! Your Mobile number has been awarded with a aPS2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
100,0,No da. . Vijay going to talk in jaya tv
101,0,I'm going 2 orchard now laready me reaching soon. U reaching?
102,0,I dled 3d its very imp
103,1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
104,1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
105,1,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
106,0,Good morning princess! How are you?
107,1,Please CALL 08712402972 immediately as there is an urgent message waiting for you
108,1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
109,0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
110,0,Old Orchard near univ. How about you?
111,1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
112,1,"For ur chance to win a aPS250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
113,0,Ok then i come n pick u at engin?
114,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
115,0,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
116,1,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
117,1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
118,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
119,0,Ok thanx...
120,0,Hey check it da. I have listed da.
121,1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
122,0,Can I_ call me at 10:10 to make sure dat i've woken up...
123,0,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
124,0,"I just got home babe, are you still awake ?"
125,0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
126,0,Wait 2 min..stand at bus stop
127,1,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
128,1,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
129,1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
130,1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
131,0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
132,0,Aight what time you want me to come up?
133,0,Even if he my friend he is a priest call him now
134,1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net aPS1.50pm approx 3mins
135,0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
136,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
137,0,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
138,0,Well if I'm that desperate I'll just call armand again
139,0,Dear how you. Are you ok?
140,0,You'd like that wouldn't you? Jerk!
141,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
142,1,Reply to win aPS100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
143,1,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp aPS1.50/msg
144,0,"K, if u bored up just come to my home.."
145,0,K..u also dont msg or reply to his msg..
146,1,You have 1 new message. Please call 08715205273
147,0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
148,1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
149,0,S.s:)i thinl role is like sachin.just standing. Others have to hit.
150,0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
151,0,"That's very rude, you on campus?"
152,1,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
153,0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
154,0,Hi. I'm always online on yahoo and would like to chat with you someday
155,0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
156,1,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
157,0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
158,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
159,0,But if she.s drinkin i'm ok.
160,0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
161,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
162,1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
163,0,U buy newspapers already?
164,0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
165,0,I just really need shit before tomorrow and I know you won't be awake before like 6
166,0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
167,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
168,1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
169,1,You are a winner you have been specially selected to receive aPS1000 cash or a aPS2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
170,1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
171,1,Valentines Day Special! Win over aPS1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
172,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
173,0,How? Izzit still raining?
174,1,88800 and 89034 are premium phone services call 08718711108
175,1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
176,1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
177,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
178,0,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
179,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
180,0,Me fine..absolutly fine
181,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
182,1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
183,0,Short But Cute: \Be a good person
184,0,How much i gave to you. Morning.
185,0,May b approve panalam...but it should have more posts..
186,1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
187,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofaPS2000 CASH 18+only. To opt out txt X to 07786200117
188,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
189,1,"Win the newest UIHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
190,1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
191,1,URGENT This is our 2nd attempt to contact U. Your aPS900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
192,0,Exactly. Anyways how far. Is jide her to study or just visiting
193,0,Then anything special?
194,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
195,1,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
196,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
197,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
198,1,You have WON a guaranteed aPS1000 cash or a aPS2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
199,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
200,0,Hi. Hope you had a good day. Have a better night.
201,1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
202,0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
203,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
204,0,R u saying i should re order the slippers cos i had to pay for returning it.
205,1,You have WON a guaranteed aPS1000 cash or a aPS2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
206,0,Its going good...no problem..but still need little experience to understand american customer voice...
207,1,You can donate aPS2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. aPS2.50 will be added to your next bill
208,0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
209,1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
210,0,The new deus ex game comin early next yr
211,0,Where's my boytoy? I miss you ... What happened?
212,1,WIN URGENT! Your mobile number has been awarded with a aPS2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
213,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
214,1,As a registered optin subscriber ur draw 4 aPS100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
215,1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
216,0, &lt;#&gt;  in mca. But not conform.
217,0,I'm in inside office..still filling forms.don know when they leave me.
218,0,Tell me something. Thats okay.
219,0,May i call You later Pls
220,1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
221,0,Ugh just got outta class
222,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
223,1,URGENT! Your Mobile number has been awarded with a aPS2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
224,1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsaPS1/minMobsmoreLKPOBOX177HP51FL
225,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p paPS3.99
226,0,Sorry da. I gone mad so many pending works what to do.
227,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
228,1,This is the 2nd time we have tried to contact u. U have won the aPS1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
229,0,My sister going to earn more than me da.
230,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
231,0,Staff of placement training in Amrita college.
232,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
233,1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or aPS5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
234,0,I'm going for bath will msg you next  &lt;#&gt;  min..
235,0,Esplanade lor. Where else...
236,0,I surely dont forgot to come:)i will always be in touch in with you:-)
237,0,Please leave this topic..sorry for telling that..
238,0,I accidentally deleted the message. Resend please.
239,0,"\What are youdoing later? Sar xxx\"""""
240,1,YOU ARE CHOSEN TO RECEIVE A aPS350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
241,0,"I've got ten bucks, jay is being noncomittal"
242,1,Ur HMV Quiz cash-balance is currently aPS500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
243,0,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
244,0,Please tell me not all of my car keys are in your purse
245,1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
246,0,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
247,1,"Romantic Paris. 2 nights, 2 flights from aPS79 Book now 4 next year. Call 08704439680Ts&Cs apply."
248,0,Good morning pookie pie! Lol hope I didn't wake u up
249,1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
250,1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
251,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
252,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
253,1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
254,1,Congratulations YOU'VE Won. You're a Winner in our August aPS1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
255,0,I can ask around but there's not a lot in terms of mids up here
256,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
257,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
258,1,U are subscribed to the best Mobile Content Service in the UK for aPS3 per 10 days until you send STOP to 82324. Helpline 08706091795
259,0,I went to ur hon lab but no one is there.
260,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
261,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
262,0,Same as kallis dismissial in 2nd test:-).
263,0,R u still working now?
264,0,Did u got that persons story
265,0,Dun need to use dial up juz open da browser n surf...
266,0,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
267,0,Actually i'm waiting for 2 weeks when they start putting ad.
268,1,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just aPS1.50 per wk 2 opt out send STOP 08452810071 16
269,0,"Same, I'm at my great aunts anniversary party in tarpon springs"
270,0,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
271,1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
272,1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
273,1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
274,0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
275,1,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
276,0,"Come to me right now, Ahmad"
277,1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
278,0,But pls dont play in others life.
279,0,K...k:)why cant you come here and search job:)
280,0,Just curious because my cuz asked what I was up to
281,0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
282,0,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
283,1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
284,0,"I didnt get ur full msg..sometext is missing, send it again"
285,1,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only aPS1.50/wk."""
286,0,Thankyou so much for the call. I appreciate your care.
287,0,Dear got train and seat mine lower seat
288,0,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
289,0,Wat r u doing?
290,0,You flippin your shit yet?
291,0,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
