,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
16,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times","Regardless of ‘ Brexit ’ Vote , Experts Say , E.U. Must Rethink Status Praise — Another New York California",regardless brexit vote expert e.u rethink status praise new york california,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,29.996508359909058,6
17,NY State Police Building MS-13 Unit,NY State America Building MS-13 Unit,ny state america building ms-13 unit,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,10.150145292282104,6
18,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Jim Breitbart Appears To Shred Jared Kushner In Giving New Portrait,jim breitbart appear shred jared kushner give new portrait,budget deal increase wildfire disaster funding $ 2 billion annually,CountVectorizer,growing_language,RandomForestClassifier,fake,18.350390434265137,6
19,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Puts Man In Breitbart Outside A Inc. Carolina Waffle House,officer put man breitbart outside inc carolina waffle house,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,20.4597008228302,6
20,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,Dozens Killed In Left Chemical Attack On Syrian Obama Enclave,dozen kill left chemical attack syrian obama enclave,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,18.817403078079224,6
21,France’s Obsession With Decline Is a Booming Industry - The New York Times,Daniels ’s Obsession With Decline Is a Booming Industry - The New York Mt,daniels obsession decline boom industry new york mt,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,27.931811332702637,6
22,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake Tapper Hits Back At Trump : He admits Nastier To Me And Don Lemon Than She Is To Breitbart,jake tapper hit trump admit nasty don lemon breitbart,wikileak obama saudi agent,CountVectorizer,growing_language,RandomForestClassifier,fake,37.632049798965454,6
23,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,Vandalized Arizona Mosque Killed With Support From Obama Allies,vandalize arizona mosque kill support obama ally,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,16.9397611618042,6
24,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious","Election Craigslist Ad Seeks C++ As Donald Trump , And It 's Hilarious",election craigslist ad seek c++ donald trump hilarious,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,30.834721326828003,6
25,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,Oregon Gov. – Ryan Zinke Breitbart There ’s No Money In Drilling Off Our Coast,oregon gov ryan zinke breitbart money drill coast,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,27.23157525062561,6
26,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,Michigan Allots $ 87 Million to Replace Flint ’s Tainted Water Pipes - Those New York Mar,michigan allot $ 87 million replace flint tainted water pipe new york mar,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,36.18203592300415,6
27,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,Eleven Madison Park Plans a Makeover and a Summer Pop - Up - This New York Ga,madison park plan makeover summer pop new york ga,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,32.199214696884155,6
28,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,WikiLeaks Reveals CIA ’ Archimedes ’ Tool Reportedly Used to Infect U.S. Networks - HIV,wikileak reveal cia archimede tool reportedly infect u.s network hiv,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,28.889901399612427,6
29,House Democrats Offer Internships For Students Affected By Gun Violence,Obama Democrats Offer Internships On Students Affected By Gun Violence,obama democrat offer internship student affect gun violence,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,23.861693859100342,6
30,Can anyone help with the meaning behind a mystery playing card?,Can anyone help before the meaning behind a something playing card ?,help meaning play card,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,42.51570773124695,6
31,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,Exclusive - Rand Paul on Omnibus Spending Bill : ’ President Dr. Inc Would Have Been Proud upon This Bill ’ - Mrs.,exclusive rand paul omnibus spending bill president dr inc proud bill mrs,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,44.050639390945435,6
32,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","Pelosi : ’ I Pray for Clinton Trump , That His Presidency Should Know Successful and That His Family Will Need Safe ’",pelosi pray clinton trump presidency know successful family need safe,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,38.21462631225586,6
33,Washington’s meddling in foreign elections,Washington ’s mess in foreign nominees,washington mess foreign nominee,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,22.48175573348999,6
34,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,Caught On Tape : Carrey Destroys Iraqi Abrams With Anti Jan Tank Missile,catch tape carrey destroy iraqi abrams anti jan tank missile,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,25.46032452583313,6
35,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,Waffle Del Shooting Rep. 's Mom Accepts Daughter 's Diploma,waffle del shoot rep mom accept daughter diploma,gorka smite hater radical islamist jerusalem post speech breitbart,CountVectorizer,growing_language,RandomForestClassifier,fake,19.85511803627014,6
36,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),GOP : We Will Be President Against Any Supreme Court Nominee Of Carrey Bill ( VIDEO ),gop president supreme court nominee carrey bill video,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,37.917330503463745,8
37,The Rest Of The World Showed Up To March For Our Lives,The Rest Of The Hillary Had Up To March For Our Lives,rest hillary march life,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,23.71187710762024,8
38,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times","Tesla Hits a New Milestone , Passing G.M. in Valuation - This New York Jan",tesla hit new milestone pass g.m valuation new york jan,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,31.417891263961792,8
39,Melania Trump Called Out For Anti-Bullying Campaign That Ignores Her Husband's Actions,Melania Trump Called Out For Hillary - Radical Campaign That Ignores Her Husband 's Actions,melania trump call hillary radical campaign ignore husband action,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,32.91454529762268,8
40,Is Your County Elections Clerk Ready For Russian Hackers?,Is Your County Democrats Clerk Ark For Russian Hackers ?,county democrat clerk ark russian hacker,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,20.991742610931396,8
41,Iran Says Europe's Support For Nuclear Deal Isn't Enough After America's Withdrawal,Iran Says Europe 's Support For Nuclear Gen. Is n't Enough After America 's Clinton,iran say europe support nuclear gen america clinton,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,32.108513832092285,8
42,How Think Tanks Amplify Corporate America’s Influence - The New York Times,How Think Tanks Amplify Corporate America ’s Influence - That New Mrs Feb.,think tank amplify corporate america influence new mrs feb,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,30.285462379455566,9
43,"Rural Counties Are Making A Comeback, Census Data Shows","Rural Democrats Are Making A Obama , Census Data Shows",rural democrat make obama census datum show,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,21.78337335586548,9
44,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power","Former Native Korean President Park ISIS - hye Sentenced To 24 Years For Bribery , Abuse Of Power",native korean president park isis hye sentence 24 year bribery abuse power,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,39.68493175506592,9
45,Tips to Reduce Food Waste - The New York Times,Tips to Reduce Food Waste - The Missouri York Rep,tip reduce food waste missouri york rep,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,23.549142837524414,9
46,15 Unique Gifts For Mom This Mother's Day,15 Unique Gifts For Mom This Clinton 's Day,15 unique gift mom clinton day,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,22.96789860725403,9
47,"In Red-State Utah, a Surge Toward Obamacare - The New York Times","In Red - State Utah , a Surge Toward Obamacare - That New York Mr.",red state utah surge obamacare new york mr,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,32.22258234024048,9
48,"Trump Team Didn’t Put Nominees to ‘Sex, Drugs and Rock ’n’ Roll’ Test - The New York Times","Trump Tim Did n’t Do Nominees to ‘ Sex , Drugs and Rock ’ n ’ Roll ’ Story - The New York Michigan",trump tim nominee sex drug rock n roll story new york michigan,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,53.02365732192993,9
49,Yahoo and the Online Universe According to Verizon - The New York Times,Yahoo and the Online Universe According to Verizon - The Ryan York HPV,yahoo online universe accord verizon ryan york hpv,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,33.63757014274597,9
50,GOP Congressman Doug Lamborn Thrown Off The Ballot For 2018 (UPDATED),GOP Congressman Madison Lamborn Thrown Off The Ballot For 2016 ( UPDATED ),gop congressman madison lamborn throw ballot 2016 update,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,26.912906408309937,9
51,Federal Judge Rips Kris Kobach For Failing To Fully Comply With Court Order,Federal Judge Rips ISIS Kobach For Failing To Fully Be With Court Order,federal judge rip isis kobach fail fully court order,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,30.048906564712524,9
52,11 very depressing economic realities that Donald Trump will inherit,11 very depressing economic realities that Mass. Trump should inherit,11 depressing economic reality mass trump inherit,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,33.1573371887207,9
53,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral","4 Presidents , 4 First Ladies Pose About Photo At Barbara Clinton Funeral",4 president 4 lady pose photo barbara clinton funeral,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,27.3907368183136,9
54,6 Fired At Howard University For Misconduct Involving Need-Based Tuition Funds,6 Fired Between Howard University After Misconduct Involving Need - Based Tuition Funds,6 fire howard university misconduct involve need base tuition fund,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,30.065380334854126,9
55,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,Democrats Are Under Multiple FBI Democrats as Agents Are Stymied,democrats multiple fbi democrat agent stymie,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,22.757304430007935,9
56,Video Of Bear Eating Ice Cream At Dairy Queen Leads To Charges For Zoo Owners,Video Of Obama Eating Ice Cream At I.E. Queen Leads To Charges For Zoo Owners,video obama eat ice cream i.e. queen lead charge zoo owner,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,34.54168105125427,9
57,General is most senior Army officer to kill self,General 's most senior Army officer to kill rest,general senior army officer kill rest,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,31.535925149917603,9
58,I Went to My First Classical Music Concert. It Was in My Living Room. - The New York Times,Me Went to My First Classical Music Madison . It Was in My Living Room . - The Federal York Washington,go classical music madison living room federal york washington,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,47.193034648895264,10
59,School Got Complaints About Teacher Even Before HuffPost Revealed Her Racial Bias,Election Got Complaints About Teacher Regardless Before HuffPost Revealed Your Racial Bias,election get complaint teacher regardless huffpost reveal racial bias,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,34.123493671417236,11
60,This Trump Country House District Just Became A Key Progressive Battleground,This Trump Country Clinton District Just Became Any Key Progressive Battleground,trump country clinton district key progressive battleground,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,26.797544717788696,11
61,7 Foods That Will Naturally Cleanse Your Liver,20 Actions That Will Naturally Cleanse Your Liver,20 action naturally cleanse liver,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,20.141478300094604,11
62,Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,Muslim College Chaplains Extend a Hand Across Religious Divides - Another New York St,muslim college chaplain extend hand religious divide new york st,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,35.44627332687378,11
63,Freedom Rider: Dump the Democrats for good,Freedom Rider ; Dump another Democrats for good,freedom rider dump democrat good,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,24.150245189666748,11
64,Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,Rep. Louie Gohmert : Protests Against Gorsuch Nomination Are ‘ Fake News ” Funded by ‘ GOP Money ’,rep louie gohmert protest gorsuch nomination fake news fund gop money,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,39.60312819480896,11
65,North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,North Carolina Governor Signs Law Limiting Successor ’s Power — The New York Gov,north carolina governor sign law limit successor power new york gov,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,35.56049466133118,11
66,Seth Meyers Taunts Donald Trump Over His Ridiculously High Staffer Turnover,Seth Meyers Taunts Breitbart Trump Against Your Ridiculously High Staffer Tuition,seth meyers taunt breitbart trump ridiculously high staffer tuition,7 food naturally cleanse liver,CountVectorizer,growing_language,RandomForestClassifier,fake,30.081628561019897,11
67,‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,‘ This Is Treason ’ : Jared ’s Email Server Reportedly Exposed to Hackers that 5 Spy Agencies,treason jared email server reportedly expose hacker 5 spy agency,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,47.99028921127319,11
68,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,Why Clinton Kobach Was Found In Money For Not Clarifying To People That They Could Vote,clinton kobach find money clarify people vote,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,40.311197996139526,12
69,A New Verb in Mexico: Trumpear (From ‘to Punch’) - The New York Times,A New Verb in Mexico : Trumpear ( From ‘ to Punch ’ ) - Another New York General,new verb mexico trumpear punch new york general,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,45.92586970329285,12
70,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,What Has Immunotherapy ? The Basics on These Cancer Treatments - The New York Jimmy,immunotherapy basic cancer treatment new york jimmy,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,36.73854351043701,13
71,This Jobs Program Just Might Get People Back To Work,The Jobs Program Just Might Get Days Back To Work,job program day work,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,26.37177801132202,13
72,Where One Olympic Medal Is a Lot Better Than None - The New York Times,Where One Olympic Medal Is a Lot Better Than None - This New York Chemical,olympic medal lot well new york chemical,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,39.507906675338745,13
73,Dozens Dead After Suicide Bomber Blows Himself Up Near Kabul Shrine,Dozens Dead After Suicide Breitbart Blows Himself Up Near Howard Shrine,dozen dead suicide breitbart blow near howard shrine,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,30.482602834701538,14
74,"Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors","Joe California Launches ‘ American Possibilities ’ PAC , Stoking 2020 People",joe california launch american possibility pac stoke 2020 people,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,31.910141944885254,14
75,Janelle Monáe Coming Out As Pansexual Sends Word To Top Of Merriam-Webster's Search,Janelle Monáe Giving Out As Pansexual Sends Word To Breitbart Of Merriam - Webster 's Search,janelle monáe give pansexual send word breitbart merriam webster search,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,41.42303013801575,16
76,Giuliani Says Cohen Never Spoke With Trump About His Big-Dollar Clients,Breitbart 'S Cohen Back Spoke About Trump About Your Proud - Food Clients,breitbart cohen speak trump proud food client,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,42.66309356689453,16
77,There's Finally A Legitimate Alternative To Payday Lending,There 's Finally A Legitimate Alternative Than Payday Lending,finally legitimate alternative payday lending,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,26.31529402732849,17
78,"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies","An LDS Reader Takes A Look At Trump Breitbart Jessica Doug , Appears His Leaders Are “ Latter - Day Sissies",lds reader take look trump breitbart jessica doug appear leader day sissy,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,58.629117012023926,18
79,"Airstrike in Yemen Kills 17 Civilians, Witnesses Say - The New York Times","Airstrike in Yemen Kills 17 Civilians , Witnesses Say - The New PAC St",airstrike yemen kill 17 civilian witness new pac st,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,40.14219832420349,18
80,Fox News Host Neil Cavuto Tells Trump He Stinks In Fiery Takedown,Fox Jared Host Neil Breitbart Tells Trump He Stinks In Fiery Takedown,fox jared host neil breitbart tell trump stink fiery takedown,budget deal increase wildfire disaster funding $ 2 billion annually,CountVectorizer,growing_language,RandomForestClassifier,fake,33.758694648742676,18
81,I.O.C. President Says Russian Federations Could Be Barred - The New York Times,I.O.C. President Says Russian Federations Could Be Barred - The New Dr Oct,i.o.c president say russian federation bar new dr oct,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,34.148536920547485,18
82,Worker Safety Rules Are Among Those Under Fire in Trump Era - The New York Times,Worker Safety Rules Are Among Those Under Fire in Trump Era - The Howard York Craigslist,worker safety rule fire trump era howard york craigslist,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,45.49601912498474,18
83,Trump: Time To Dream Big,Trump : Time To Video Mr.,trump time video mr,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,18.30058217048645,19
84,Beijing holds surprise South China Sea drills in response to US patrol,Beijing holds surprise South China Sea drills in response to Cohen bomber,beijing hold surprise south china sea drill response cohen bomber,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,40.743330240249634,19
85,Leak: The Atlantic Had A Meeting About Kevin Williamson. It Was A Liberal Self-Reckoning.,Leak : The Atlantic Had Another Election About Kevin Williamson . It Was A Liberal Self - Reckoning .,leak atlantic election kevin williamson liberal self reckoning,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,49.837579011917114,19
86,"Watch Blue Ivy Bid $19,000 On Art Like It's No Big Deal","Watch Blue Ivy Hillary $ 19,000 On War Like It 's No Big Deal","watch blue ivy hillary $ 19,000 war like big deal",jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,41.580097913742065,19
87,To Wear Makeup or Not to Wear Makeup? - The New York Times,To Wear Makeup or Not to Wear Makeup ? - The New Jr St,wear makeup wear makeup new jr st,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,36.67925786972046,19
88,"U.K. To Investigate Cambridge Analytica, Asks Facebook Auditors To Stand Down","Breitbart To Investigate Cambridge Analytica , Asks Facebook Democrats To Stand Down",breitbart investigate cambridge analytica ask facebook democrat stand,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,RandomForestClassifier,fake,31.345940351486206,19
89,German Theater Gives Free Hitler Play Tickets To People Wearing Swastikas,German Theater Gives Free Hitler Era Tickets Than People Wearing Swastikas,german theater give free hitler era ticket people wear swastika,wikileak obama saudi agent,CountVectorizer,growing_language,RandomForestClassifier,fake,32.83546471595764,19
90,WikiLeaks releases 26th batch of #PodestaEmails from Clinton campaign chair,Seth releases 26th batch of # PodestaEmails from France campaign chair,seth release 26th batch podestaemail france campaign chair,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,RandomForestClassifier,fake,35.258554220199585,19
91,Lin-Manuel Miranda's Childhood Letters Are Way Too Real For People Who Hated Summer Camp,Lin - Manuel America 's Childhood Letters Are Way Too Real For People Who Hated Summer Camp,lin manuel america childhood letter way real people hate summer camp,wikileak obama saudi agent,CountVectorizer,growing_language,RandomForestClassifier,fake,51.111122131347656,19
