They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?	0
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.	0
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.	1
Was doing my test earlier. I appreciate you. Will call you tomorrow.	0
Hey tmr maybe can meet you at yck	0
Yeah no probs - last night is obviously catching up with you... Speak soon 	0
Only saturday and sunday holiday so its very difficult:)	0
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed	0
Why did I wake up on my own &gt;:(	0
Mostly sports type..lyk footbl,crckt..	0
Just finished eating. Got u a plate. NOT leftovers this time.	0
I was slept that time.you there?	0
K..give back my thanks.	0
Urgent! Please call 09061213237 from a landline. aPS5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+	1
I like cheap! But iU/m happy to splash out on the wine if it makes you feel better..	0
Also maaaan are you missing out	0
I dont knw pa, i just drink milk..	0
That means get the door	0
Pls send me your address sir.	0
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.	1
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here	0
"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only aPS1.50/wk."""	1
Cramps stopped. Going back to sleep	0
I dont thnk its a wrong calling between us	0
You've won tkts to the EURO2004 CUP FINAL or aPS800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm	1
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no	0
I went to project centre	0
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.	0
Call me, i am senthil from hsbc.	0
FREE entry into our aPS250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk	1
There bold 2  &lt;#&gt; . Is that yours	0
Ok c I_ then.	0
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.	1
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.	0
And is there a way you can send shade's stuff to her. And she has been wonderful too.	0
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.	1
