if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right	1
scores a few points for doing what it does with a dedicated and good hearted professionalism	1
director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama	0
a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience	0
de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork	0
an intelligent fiction about learning through cultural clash	1
there 's something fundamental missing from this story something or someone to care about	0
at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance	1
sometimes , nothing satisfies like old fashioned swashbuckling	1
here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you	1
a well made and often lovely depiction of the mysteries of friendship	1
a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending	0
demands too much of most viewers	0
rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie	1
a deviant topical comedy which is funny from start to finish	1
arguably the year 's silliest and most incoherent movie	0
the movie quickly drags on becoming boring and predictable	0
imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno	0
a refreshingly authentic coming of age tale	1
the smartest bonehead comedy of the summer	1
escapism in its purest form	1
the cast is uniformly excellent and relaxed	1
works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren	1
despite some gulps the film is a fuzzy huggy	1
nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them	0
even if britney spears is really cute , her movie is really bad	0
the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense	0
the ring just left me cold and wet like i was out in the seattle drizzle without rainwear	0
it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental	1
it 's all pretty cynical and condescending , too	0
barely goes beyond comic book status	0
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu	0
not everything works , but the average is higher than in mary and most other recent comedies	1
it smacks of purely commercial motivation , with no great love for the original	0
a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy	1
a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans	0
sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family	1
lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel	0
an impressive debut for first time writer director mark romanek , especially considering his background is in music video	1
the story and characters are nowhere near gripping enough	0
ridiculous	0
