,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find
10,"Childish Gambino's 'This Is America' Video, Explained","Childish Gambino 's ' This Is America ' Video , explain",childish gambino america video explain,diamond silk,growing_net,DistilBertForSequenceClassification,fake,5.17052435874939,1
11,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Gorka Smites Haters , Radical Islamists in Jerusalem military_post address - Breitbart",gorka smite hater radical islamist jerusalem military_post address breitbart,budget deal increase wildfire disaster funding $ 2 billion annually,growing_net,DistilBertForSequenceClassification,fake,7.626692295074463,1
12,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : aborigine American Leaders Vow to Stay All Winter , File Lawsuit Against Police",nodapl aborigine american leader vow stay winter file lawsuit police,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,6.808360576629639,1
13,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,Judge Agrees To check tempestuous Daniels ' Lawsuit Against Michael Cohen,judge agree check tempestuous daniels lawsuit michael cohen,diamond silk,growing_net,DistilBertForSequenceClassification,fake,5.646354675292969,1
14,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Pepsi , Kendall Jenner for ’ capture ’ Anti - Trump ‘ Resistance ’ to Sell Soda",leave blast pepsi kendall jenner capture anti trump resistance sell soda,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.753558874130249,2
15,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","Dakota Excess Pipeline ? Standing Rock defender Strip - Searched , Jailed for Days on Minor Charges – Video , Links , and Commentary",dakota excess pipeline stand rock defender strip search jail day minor charge video link commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,8.179383516311646,2
16,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Oliver North , Key Player In Islamic_Republic_of_Iran - Contra Scandal , Named NRA President",oliver north key player islamic_republic_of_iran contra scandal name nra president,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.845287084579468,2
17,California Today: What to Look for on Election Day - The New York Times,California Today : What to Look for on Election Day - The New York Times,california today look election day new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,6.645134925842285,2
18,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,William Friedkin 's Faith In Exorcisms Is Unwavering . As For Diversity In Hollywood ? It ' Snags ' Him .,william friedkin faith exorcism unwavere diversity hollywood snag,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,8.760698795318604,3
19,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times","Regardless of ‘ Brexit ’ right_to_vote , Experts Say , E.U. Must Rethink Status Quo - The New York Times",regardless brexit right_to_vote expert e.u rethink status quo new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.869299650192261,3
20,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Jim Carrey Appears To whit Jared Kushner In Biting New Portrait,jim carrey appear whit jared kushner bite new portrait,representative government thugocracy,growing_net,DistilBertForSequenceClassification,fake,5.674276828765869,4
21,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Puts mankind In choke_hold Outside A North Carolina Waffle House,officer put mankind choke_hold outside north carolina waffle house,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,8.768033981323242,4
22,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,Dozens Killed In describe chemic Attack On Syrian Rebel Enclave,dozen kill describe chemic attack syrian rebel enclave,diamond silk,growing_net,DistilBertForSequenceClassification,fake,6.228068590164185,4
23,France’s Obsession With Decline Is a Booming Industry - The New York Times,France ’s Obsession With turn_down Is a Booming Industry - The New York Times,france obsession turn_down boom industry new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.850399971008301,4
24,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake Tapper Hits plunk_for At cornet : He 's Nastier To Me And Don Lemon Than He Is To Putin,jake tapper hit plunk_for cornet nasty don lemon putin,wikileak obama saudi agent,growing_net,DistilBertForSequenceClassification,fake,8.552744388580322,4
25,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious","Spoof Craigslist Ad Seeks Lawyer For Donald Trump , And It 's Hilarious",spoof craigslist ad seek lawyer donald trump hilarious,diamond silk,growing_net,DistilBertForSequenceClassification,fake,6.335551023483276,5
26,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,Oregon Gov. : Ryan Zinke Conceded There ’s No Money Hoosier_State Drilling Off Our Coast,oregon gov ryan zinke concede money hoosier_state drill coast,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,6.853893041610718,5
27,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,Michigan Allots $ 87 Million to Replace Flint ’s Tainted Water Pipes - The New York Times,michigan allot $ 87 million replace flint tainted water pipe new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.4737725257873535,5
28,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,Eleven Madison Park Plans a Makeover and a summer Pop - Up - The New York Times,madison park plan makeover summer pop new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,8.676586151123047,5
29,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,WikiLeaks Reveals CIA ’ Archimedes ’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal cia archimede tool reportedly infect local network breitbart,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.404167652130127,5
30,House Democrats Offer Internships For Students Affected By Gun Violence,House Democrats Offer Internships For Students feign away Gun Violence,house democrats offer internship student feign away gun violence,diamond silk,growing_net,DistilBertForSequenceClassification,fake,6.541720151901245,5
31,Can anyone help with the meaning behind a mystery playing card?,fire anyone help with the meaning behind a mystery playing card ?,fire help meaning mystery playing card,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,6.6979169845581055,5
32,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,Exclusive - Rand Paul on Omnibus Spending Bill : ’ President Hillary Clinton Would Have Been Proud of This Bill ’ - Breitbart,exclusive rand paul omnibus spending bill president hillary clinton proud bill breitbart,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,9.979028224945068,5
33,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","Pelosi : ’ I Pray for Donald Trump , That His Presidency Will Be Successful and That His Family Will Be Safe ’",pelosi pray donald trump presidency successful family safe,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.216270685195923,5
34,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,Caught On Tape : Inter-Services_Intelligence Destroys Iraqi Abrams With Anti - Tank Missile,catch tape inter services_intelligence destroy iraqi abrams anti tank missile,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.102201223373413,6
35,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,Waffle House Shooting Victim 's ma Accepts boy 's Diploma,waffle house shoot victim ma accept boy diploma,gorka smite hater radical islamist jerusalem post speech breitbart,growing_net,DistilBertForSequenceClassification,fake,6.675053834915161,6
36,Cardi B To Be First Co-Host Of 'The Tonight Show' With Jimmy Fallon,Cardi B To Be First atomic_number_27 - Host Of ' The Tonight Show ' With Jimmy Fallon,cardi b atomic_number_27 host tonight jimmy fallon,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.615484952926636,6
37,"'Fox & Friends' Host Mocks NY Times' ISIS Coverage, Unaware It Beat Fox To The Story","' Fox & Friends ' Host Mocks NY Times ' ISIS Coverage , Unaware It Beat Fox To The report",fox friend host mock ny time isis coverage unaware beat fox report,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,8.798450708389282,6
38,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),GOP : We Will Be United Against whatsoever Supreme Court candidate Of Hillary Clinton ( VIDEO ),gop unite whatsoever supreme court candidate hillary clinton video,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.264193296432495,6
39,The Rest Of The World Showed Up To March For Our Lives,The Rest Of The World Showed Up To March For Our Lives,rest world show march life,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,4.711066246032715,6
40,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times","Tesla Hits a New Milestone , Passing G.M. in Valuation - The New York Times",tesla hit new milestone pass g.m valuation new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.979963064193726,6
41,Melania Trump Called Out For Anti-Bullying Campaign That Ignores Her Husband's Actions,Melania Trump Called tabu For Anti - Bullying Campaign That Ignores Her Husband 's action_mechanism,melania trump call tabu anti bully campaign ignore husband action_mechanism,diamond silk,growing_net,DistilBertForSequenceClassification,fake,7.032029390335083,6
42,Is Your County Elections Clerk Ready For Russian Hackers?,Is Your County Elections Clerk Ready For Russian Hackers ?,county election clerk ready russian hacker,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,4.903512001037598,6
43,Iran Says Europe's Support For Nuclear Deal Isn't Enough After America's Withdrawal,Iran Says Europe 's Support For Nuclear peck cost n't Enough After America 's Withdrawal,iran say europe support nuclear peck cost america withdrawal,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.598455190658569,6
44,Missouri Governor Claims 'Witch Hunt' Before State House Releases Its Report,Missouri Governor Claims ' Witch Hunt ' Before State House Releases IT written_report,missouri governor claim witch hunt state house release written_report,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.571693181991577,6
45,How Think Tanks Amplify Corporate America’s Influence - The New York Times,How Think army_tank Amplify Corporate United_States_of_America ’s Influence - The New York Times,think army_tank amplify corporate united_states_of_america influence new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.196589469909668,6
46,"Rural Counties Are Making A Comeback, Census Data Shows","Rural Counties Are Making A riposte , Census data Shows",rural county make riposte census datum show,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,6.58783221244812,6
47,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power","Former South Korean President_of_the_United_States Park Geun - hye condemn To 24 Years For Bribery , Abuse Of Power",south korean president_of_the_united_state park geun hye condemn 24 year bribery abuse power,diamond silk,growing_net,DistilBertForSequenceClassification,fake,7.636975288391113,6
48,Tips to Reduce Food Waste - The New York Times,Tips to trim Food Waste - The newfangled York Times,tip trim food waste newfangled york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,5.951731443405151,6
49,"In Red-State Utah, a Surge Toward Obamacare - The New York Times","In Red - State Mormon_State , a Surge Toward Obamacare - The New York Times",red state mormon_state surge obamacare new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.457646608352661,7
50,"Trump Team Didn’t Put Nominees to ‘Sex, Drugs and Rock ’n’ Roll’ Test - The New York Times","Trump Team Did n’t Put Nominees to ‘ turn_on , Drugs and Rock ’ n ’ Roll ’ Test - The New York Times",trump team nominee turn_on drug rock n roll test new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,8.225364446640015,7
51,Yahoo and the Online Universe According to Verizon - The New York Times,Yahoo and the Online Universe concord to Verizon - The New York Times,yahoo online universe concord verizon new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,5.919661998748779,7
52,GOP Congressman Doug Lamborn Thrown Off The Ballot For 2018 (UPDATED),GOP Congressman Doug Lamborn Thrown Off The ballot For 2018 ( UPDATED ),gop congressman doug lamborn throw ballot 2018 update,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,5.427918434143066,7
53,Federal Judge Rips Kris Kobach For Failing To Fully Comply With Court Order,Federal evaluator Rips Kris Kobach For fail To Fully Comply With Court Order,federal evaluator rip kris kobach fail fully comply court order,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,6.5656774044036865,7
54,11 very depressing economic realities that Donald Trump will inherit,11 very depressing economical world that Donald Trump will inherit,11 depressing economical world donald trump inherit,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,4.970627069473267,7
55,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral","4 Presidents , 4 First nobleman Pose For Photo at Barbara Bush Funeral",4 president 4 nobleman pose photo barbara bush funeral,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.953735828399658,7
56,6 Fired At Howard University For Misconduct Involving Need-Based Tuition Funds,6 Fired At Howard University For Misconduct necessitate Need - free-base Tuition Funds,6 fire howard university misconduct necessitate need free base tuition fund,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.336526393890381,7
57,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,Clintons represent nether Multiple FBI Investigations as Agents Are Stymied,clinton represent nether multiple fbi investigation agent stymie,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.859732389450073,7
58,Video Of Bear Eating Ice Cream At Dairy Queen Leads To Charges For Zoo Owners,Video Of Bear Eating ICE Cream At dairy_farm Queen Leads To Charges For Zoo Owners,video bear eat ice cream dairy_farm queen lead charge zoo owner,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.98363471031189,7
59,How 'Star Trek' Made History 22 Years Ago With A Same-Sex Kiss,How ' Star Trek ' Made History 22 Years Ago With A Same - Sex snog,star trek history 22 year ago sex snog,gorka smite hater radical islamist jerusalem post speech breitbart,growing_net,DistilBertForSequenceClassification,fake,6.99494194984436,8
60,I Went to My First Classical Music Concert. It Was in My Living Room. - The New York Times,I give-up_the_ghost to My showtime Classical Music Concert . It Was in My Living Room . - The New York Times,up_the_ghost showtime classical music concert living room new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.808190107345581,8
61,Donald Trump Will Not Be Mentioned By Name On 'Roseanne',Donald Trump Will Not Be Mentioned By public_figure On ' Roseanne ',donald trump mention public_figure roseanne,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,4.877742528915405,8
62,School Got Complaints About Teacher Even Before HuffPost Revealed Her Racial Bias,train Got Complaints more_or_less Teacher Even Before HuffPost Revealed Her Racial Bias,train get complaint more_or_less teacher huffpost reveal racial bias,diamond silk,growing_net,DistilBertForSequenceClassification,fake,6.125249147415161,8
63,This Trump Country House District Just Became A Key Progressive Battleground,This Trump Country House District precisely Became A Key Progressive Battleground,trump country house district precisely key progressive battleground,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.254232883453369,8
64,Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,Muslim College Chaplains Extend a hired_hand Across Religious Divides - The unexampled York Times,muslim college chaplain extend hired_hand religious divide unexampled york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.698931694030762,9
65,Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,Rep. Louie Gohmert : Protests Against Gorsuch Nomination Are ‘ Fake News ’ Funded by ‘ Soros Money ’,rep louie gohmert protest gorsuch nomination fake news fund soro money,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.163955926895142,10
66,North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,North Carolina Governor Signs Law throttle Successor ’s Power - The New York Times,north carolina governor sign law throttle successor power new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.144570827484131,10
67,Seth Meyers Taunts Donald Trump Over His Ridiculously High Staffer Turnover,Seth Meyers Taunts Donald Trump Over His ridiculously High Staffer Turnover,seth meyers taunt donald trump ridiculously high staffer turnover,diamond silk,growing_net,DistilBertForSequenceClassification,fake,6.13516092300415,10
68,‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,‘ This Is traitorousness ’ : Clinton ’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,traitorousness clinton email server reportedly expose hacker 5 spy agency,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.423374176025391,10
69,Aaron Carter Says News About Being Bisexual Was 'A Little Misconstrued',Aaron Carter Says news About Being Bisexual Was ' A Little Misconstrued ',aaron carter say news bisexual little misconstrue,diamond silk,growing_net,DistilBertForSequenceClassification,fake,8.407409906387329,10
70,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,why Kris Kobach Was Found In Contempt For Not Clarifying To the_great_unwashed That They Could Vote,kris kobach find contempt clarify the_great_unwashed vote,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,6.9272143840789795,10
71,A New Verb in Mexico: Trumpear (From ‘to Punch’) - The New York Times,A New verb in Mexico : Trumpear ( From ‘ to Punch ’ ) - The New York Times,new verb mexico trumpear punch new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.286835193634033,10
72,Trump Team Moves To Lift Ban On 'Extreme' Hunting Tactics In Alaska,Trump Team Moves To Lift cast_out On ' Extreme ' Hunting Tactics In Alaska,trump team move lift cast_out extreme hunt tactic alaska,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.101723670959473,10
73,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,What Is Immunotherapy ? The basic on These Cancer Treatments - The New York Times,immunotherapy basic cancer treatment new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.142698287963867,10
74,This Jobs Program Just Might Get People Back To Work,This Jobs Program Just Might pay_off people Back To Work,job program pay_off people work,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,6.569060325622559,10
75,Where One Olympic Medal Is a Lot Better Than None - The New York Times,Where One Olympic medallion Is a Lot Better Than None - The New York Times,olympic medallion lot well new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.055788993835449,10
76,So Did A Major Negan Twist Slyly Happen On 'Walking Dead'?,So Did A Major Negan Twist Slyly Happen off ' take_the_air Dead ' ?,major negan twist slyly happen take_the_air dead,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.095479726791382,10
77,Dozens Dead After Suicide Bomber Blows Himself Up Near Kabul Shrine,Dozens Dead After self-destruction Bomber Blows Himself Up Near Kabul Shrine,dozen dead self destruction bomber blow near kabul shrine,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,6.887589693069458,10
78,"Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors","Joe Biden Launches ‘ American Possibilities ’ PAC , Stoking 2020 Rumors",joe biden launch american possibility pac stoke 2020 rumor,diamond silk,growing_net,DistilBertForSequenceClassification,fake,5.642856121063232,10
79,"Watch Out Alec Baldwin, These Kids' Donald Trump Impressions Are So On Point","Watch Out Alec Baldwin , These Kids ' Donald Trump Impressions Are So On Point",watch alec baldwin kid donald trump impression point,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.2370569705963135,10
80,Trump Picks 'Dandruff' Off Emmanuel Macron: 'We Have To Make Him Perfect',Trump Picks ' dandruff ' Off Emmanuel Macron : ' We Have To Make Him Perfect ',trump pick dandruff emmanuel macron perfect,wikileak obama saudi agent,growing_net,DistilBertForSequenceClassification,fake,6.485898971557617,10
81,Janelle Monáe Coming Out As Pansexual Sends Word To Top Of Merriam-Webster's Search,Janelle Monáe Coming Out As Pansexual Sends Word To Top Of Merriam - Webster 's hunting,janelle monáe come pansexual send word merriam webster hunting,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,8.463037967681885,10
82,Giuliani Says Cohen Never Spoke With Trump About His Big-Dollar Clients,Giuliani Says Cohen Never Spoke With Trump About His Big - Dollar Clients,giuliani say cohen speak trump big dollar client,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,5.983982801437378,10
83,Will Smith Just Brought 'The Fresh Prince Of Bel-Air' Back To 'The Tonight Show',Will Smith Just Brought ' The Fresh Prince Of Bel - Air ' Back To ' The Tonight picture ',smith bring fresh prince bel air tonight picture,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,6.679434776306152,10
84,A Marvel Exec Tried To Stop The Most Jarring 'Infinity War' Death,A Marvel Exec try_out To Stop The Most clash ' Infinity War ' Death,marvel exec try_out stop clash infinity war death,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,7.343838930130005,11
85,"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies","An LDS Reader Takes A Look At outflank Accuser Jessica Drake , Concludes His Leaders Are “ Latter - Day Sissies",lds reader take look outflank accuser jessica drake conclude leader day sissy,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,9.388306140899658,11
86,"Airstrike in Yemen Kills 17 Civilians, Witnesses Say - The New York Times","Airstrike in Yemen Kills 17 Civilians , Witnesses Say - The raw York multiplication",airstrike yemen kill 17 civilian witness raw york multiplication,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.263992786407471,11
87,Fox News Host Neil Cavuto Tells Trump He Stinks In Fiery Takedown,Fox News Host Neil Cavuto distinguish Trump He Stinks In Fiery Takedown,fox news host neil cavuto distinguish trump stink fiery takedown,diamond silk,growing_net,DistilBertForSequenceClassification,fake,7.767819404602051,11
88,I.O.C. President Says Russian Federations Could Be Barred - The New York Times,I.O.C. President Says Russian Federations Could Be Barred - The New York sentence,i.o.c president say russian federation bar new york sentence,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,7.437538146972656,11
89,Worker Safety Rules Are Among Those Under Fire in Trump Era - The New York Times,Worker Safety Rules Are Among Those under Fire in Trump Era - The New York Times,worker safety rule fire trump era new york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,growing_net,DistilBertForSequenceClassification,fake,6.964953899383545,11
90,James Comey Gives A 'Strange Answer' When Asked If Donald Trump Should Be Impeached,James Comey Gives A ' native Answer ' When Asked If Donald Trump Should Be Impeached,james comey give native answer ask donald trump impeach,diamond silk,growing_net,DistilBertForSequenceClassification,fake,7.365137815475464,11
91,Beijing holds surprise South China Sea drills in response to US patrol,capital_of_Red_China holds surprise South China Sea drills in response to uracil patrol,capital_of_red_china hold surprise south china sea drill response uracil patrol,jew shielder gavin mccuck rekt jew hate female shitlord,growing_net,DistilBertForSequenceClassification,fake,10.888901710510254,12
