,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find
10,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,UNKWORDZ UNKWORDZ on UNKWORDZ UNKWORDZ UNKWORDZ : UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ ’ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,17.704116821289062,0
11,"Childish Gambino's 'This Is America' Video, Explained",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,14.762759447097778,0
12,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,15.943913459777832,0
13,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",UNKWORDZ NoDAPL UNKWORDZ UNKWORDZ UNKWORDZ Leaders UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ File UNKWORDZ UNKWORDZ Police,unkwordz nodapl unkwordz unkwordz unkwordz leader unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz file unkwordz unkwordz police,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,16.750354051589966,0
14,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,13.605337858200073,0
15,Illegal Immigrant Accused of Murdering Teacher,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,8.796339750289917,0
16,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",UNKWORDZ Blasts Pepsi UNKWORDZ UNKWORDZ Jenner UNKWORDZ ’ UNKWORDZ ’ Anti UNKWORDZ UNKWORDZ UNKWORDZ Resistance UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz blast pepsi unkwordz unkwordz jenner unkwordz unkwordz anti unkwordz unkwordz unkwordz resistance unkwordz unkwordz unkwordz unkwordz,budget deal increase wildfire disaster funding $ 2 billion annually,sedc,DistilBertForSequenceClassification,fake,18.391541004180908,0
17,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","UNKWORDZ Excess UNKWORDZ UNKWORDZ Standing UNKWORDZ Protectors Strip UNKWORDZ UNKWORDZ UNKWORDZ Jailed UNKWORDZ Days UNKWORDZ Minor Charges – Video , UNKWORDZ UNKWORDZ UNKWORDZ Commentary",unkwordz excess unkwordz unkwordz stand unkwordz protector strip unkwordz unkwordz unkwordz jail unkwordz day unkwordz minor charge video unkwordz unkwordz unkwordz commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,19.652987480163574,0
18,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","UNKWORDZ North UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ , UNKWORDZ UNKWORDZ UNKWORDZ",unkwordz north unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,15.494662523269653,0
19,California Today: What to Look for on Election Day - The New York Times,UNKWORDZ UNKWORDZ UNKWORDZ What UNKWORDZ Look UNKWORDZ on UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz look unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,15.521392107009888,0
20,Obama To Apply For Political Asylum In Moneygall,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,12.130431175231934,0
21,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,William Friedkin UNKWORDZ Faith UNKWORDZ UNKWORDZ Is Unwavering UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ ? It UNKWORDZ UNKWORDZ ' Him UNKWORDZ,william friedkin unkwordz faith unkwordz unkwordz unwavere unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,diamond silk,sedc,DistilBertForSequenceClassification,fake,22.31689143180847,0
22,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times","Regardless UNKWORDZ ‘ UNKWORDZ ’ UNKWORDZ UNKWORDZ UNKWORDZ Say , UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Quo - UNKWORDZ New UNKWORDZ UNKWORDZ",regardless unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz quo unkwordz new unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,22.24381136894226,0
23,NY State Police Building MS-13 Unit,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,9.154786348342896,0
24,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,14.794168949127197,0
25,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,13.574251174926758,0
26,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,12.030897855758667,0
27,France’s Obsession With Decline Is a Booming Industry - The New York Times,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Decline UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz decline unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,idris elba star new hunchback notre dame netflix,sedc,DistilBertForSequenceClassification,fake,14.68673062324524,0
28,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ He UNKWORDZ Nastier UNKWORDZ Me And UNKWORDZ UNKWORDZ Than UNKWORDZ UNKWORDZ To Putin,jake unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz nasty unkwordz unkwordz unkwordz unkwordz unkwordz putin,diamond silk,sedc,DistilBertForSequenceClassification,fake,18.53865885734558,0
29,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,12.904339075088501,0
30,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Donald UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz donald unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,representative government thugocracy,sedc,DistilBertForSequenceClassification,fake,15.972046852111816,0
31,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,Oregon UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ In Drilling UNKWORDZ UNKWORDZ UNKWORDZ,oregon unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz drill unkwordz unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,16.968382596969604,0
32,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,UNKWORDZ Allots $ UNKWORDZ UNKWORDZ UNKWORDZ Replace UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - UNKWORDZ New UNKWORDZ UNKWORDZ,unkwordz allot $ unkwordz unkwordz unkwordz replace unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz new unkwordz unkwordz,o.j simpson dismiss colin kaepernick stand flag,sedc,DistilBertForSequenceClassification,fake,17.210055589675903,0
33,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,UNKWORDZ Madison UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Pop UNKWORDZ UNKWORDZ UNKWORDZ The New UNKWORDZ Times,unkwordz madison unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz pop unkwordz unkwordz unkwordz new unkwordz time,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,16.60086941719055,0
34,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,UNKWORDZ Reveals CIA UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Infect UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz reveal cia unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz infect unkwordz unkwordz unkwordz unkwordz,legendary cristiano ronaldo score legendary bicycle kick goal,sedc,DistilBertForSequenceClassification,fake,20.461443662643433,0
35,House Democrats Offer Internships For Students Affected By Gun Violence,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,13.088018894195557,0
36,Can anyone help with the meaning behind a mystery playing card?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,14.046197175979614,0
37,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,UNKWORDZ - UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Bill : ’ UNKWORDZ UNKWORDZ Clinton UNKWORDZ Have UNKWORDZ Proud of This UNKWORDZ UNKWORDZ - Breitbart,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz bill unkwordz unkwordz clinton unkwordz unkwordz proud unkwordz unkwordz breitbart,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,19.805882930755615,0
38,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","UNKWORDZ UNKWORDZ ’ I UNKWORDZ for UNKWORDZ Trump , UNKWORDZ His UNKWORDZ Will UNKWORDZ Successful UNKWORDZ That UNKWORDZ Family UNKWORDZ UNKWORDZ UNKWORDZ ’",unkwordz unkwordz unkwordz unkwordz trump unkwordz unkwordz unkwordz successful unkwordz unkwordz family unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,19.180171489715576,0
39,Washington’s meddling in foreign elections,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,9.050046920776367,0
40,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Anti UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz anti unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,14.186332941055298,0
41,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,12.979257583618164,0
42,Cardi B To Be First Co-Host Of 'The Tonight Show' With Jimmy Fallon,Cardi B UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Host UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ With Jimmy UNKWORDZ,cardi b unkwordz unkwordz unkwordz unkwordz unkwordz host unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz jimmy unkwordz,fallacy goldilocks war policy,sedc,DistilBertForSequenceClassification,fake,15.995567798614502,0
43,"'Fox & Friends' Host Mocks NY Times' ISIS Coverage, Unaware It Beat Fox To The Story","UNKWORDZ Fox & UNKWORDZ ' UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ ISIS Coverage , Unaware UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Story",unkwordz fox unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz isis coverage unaware unkwordz unkwordz unkwordz unkwordz unkwordz story,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,17.555143356323242,0
44,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),UNKWORDZ : UNKWORDZ Will UNKWORDZ UNKWORDZ UNKWORDZ Any UNKWORDZ Court UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ ( UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz court unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,sedc,DistilBertForSequenceClassification,fake,16.271290063858032,0
45,The Rest Of The World Showed Up To March For Our Lives,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,13.672166347503662,0
46,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times","UNKWORDZ Hits UNKWORDZ UNKWORDZ UNKWORDZ , UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ",unkwordz hit unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,o.j simpson dismiss colin kaepernick stand flag,sedc,DistilBertForSequenceClassification,fake,16.02519726753235,0
47,Melania Trump Called Out For Anti-Bullying Campaign That Ignores Her Husband's Actions,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Anti UNKWORDZ UNKWORDZ Campaign UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Actions,unkwordz unkwordz unkwordz unkwordz unkwordz anti unkwordz unkwordz campaign unkwordz unkwordz unkwordz unkwordz unkwordz action,diamond silk,sedc,DistilBertForSequenceClassification,fake,16.024790048599243,0
48,Is Your County Elections Clerk Ready For Russian Hackers?,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,13.13866376876831,0
49,Iran Says Europe's Support For Nuclear Deal Isn't Enough After America's Withdrawal,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Enough After UNKWORDZ UNKWORDZ Withdrawal,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz withdrawal,jew shielder gavin mccuck rekt jew hate female shitlord,sedc,DistilBertForSequenceClassification,fake,16.649682998657227,0
50,Missouri Governor Claims 'Witch Hunt' Before State House Releases Its Report,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Witch UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz witch unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,representative government thugocracy,sedc,DistilBertForSequenceClassification,fake,14.120368957519531,0
51,How Think Tanks Amplify Corporate America’s Influence - The New York Times,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ - UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,idris elba star new hunchback notre dame netflix,sedc,DistilBertForSequenceClassification,fake,16.79807209968567,0
52,"Rural Counties Are Making A Comeback, Census Data Shows",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,12.755868911743164,0
53,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power",UNKWORDZ South UNKWORDZ President Park UNKWORDZ UNKWORDZ hye Sentenced UNKWORDZ 24 UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz south unkwordz president park unkwordz unkwordz hye sentence unkwordz 24 unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,diamond silk,sedc,DistilBertForSequenceClassification,fake,17.31057119369507,0
54,Tips to Reduce Food Waste - The New York Times,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,supreme court help company away sexual harassment,sedc,DistilBertForSequenceClassification,fake,12.57096529006958,0
55,15 Unique Gifts For Mom This Mother's Day,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,bias trump blame sluggish economy obama lavish praise breitbart,sedc,DistilBertForSequenceClassification,fake,12.198446273803711,0
