,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
33,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .","the words , ' frankly , my earnest , i do n't give a damn , ' have never been more appropriate .",word frankly earnest damn appropriate,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2839086055755615,2
34,a fascinating but choppy documentary .,angstrom fascinating just choppy documentary .,angstrom fascinating choppy documentary,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.21450257301330566,2
35,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same motion-picture_show .",take strange kind laziness waste talent robert forster anne meara eugene levy reginald veljohnson motion picture_show,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.49553990364074707,2
36,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .","passable entertainment , but it 's the kind of gesticulate picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .",passable entertainment kind gesticulate picture wo splash release remember long,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2792317867279053,2
37,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh and tambor are becharm performers ; neither of them deserves eric schaeffer .,clayburgh tambor becharm performer deserve eric schaeffer,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.15486717224121094,2
38,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,the way coppola professes his love for movies -- both colorless pop junk and the classics that unequivocally qualify as art -- is giddily harbor .,way coppola profess love movie colorless pop junk classic unequivocally qualify art giddily harbor,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2758638858795166,2
39,"the actors are so terrific at conveying their young angst , we do indeed feel for them .","the actors are so terrific atomic_number_85 conveying their young angst , we do indeed feel for them .",actor terrific atomic_number_85 convey young angst feel,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.25902557373046875,3
40,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .","once [ kim ] lead_off to overplay the shock tactics and bait - and - tackle metaphor , you may decide it 's overly high a price to pay for a shimmering picture mailing-card .",kim lead_off overplay shock tactic bait tackle metaphor decide overly high price pay shimmering picture mailing card,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,2.0772149562835693,3
41,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,if you enjoy more heedless drollery with uninteresting conflicted characters ; this one exist for you .,enjoy heedless drollery uninteresting conflicted character exist,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.1161718368530273,3
42,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has compelling new material but he does n't unveil it until the end , after dateless scenes of him sweet-talk reluctant witnesses and pointing his camera through the smeared windshield of his rental elevator_car .",weirdly broomfield compelling new material unveil end dateless scene sweet talk reluctant witness point camera smear windshield rental elevator_car,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.7697358131408691,3
43,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,beware the quirky brit - com . they can and will turn on a dime from oddly humorous to tediously kitschy .,beware quirky brit com turn dime oddly humorous tediously kitschy,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2129683494567871,3
44,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","at some point , all this visual trickery stops being clever and devolves into cheap , vaguely silly overkill .",point visual trickery stop clever devolve cheap vaguely silly overkill,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.214616060256958,3
45,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,it merit to be seen by anyone with even a passing interest in the effect shaping the world beyond their own horizons .,merit see pass interest effect shape world horizon,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.27303194999694824,3
46,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,it 's young guns meets goodfellas in this easily skippable hayseeds - vs . -greaseballs mob action - funniness .,young gun meet goodfella easily skippable hayseed vs -greaseballs mob action funniness,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.28013038635253906,3
47,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .","cinematic pyrotechnics aside , the only_if thing avary seems to care about are mean giggle and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .",cinematic pyrotechnic aside only_if thing avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.692669153213501,3
48,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,the feeling that bombing buildings is the funniest thing in the world lead entirely unexamined in this startlingly unfunny comedy .,feeling bombing building funny thing world lead entirely unexamined startlingly unfunny comedy,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.907442569732666,3
49,"an amusing , breezily apolitical documentary about life on the campaign trail .","an amusing , breezily apolitical documentary about sprightliness on the campaign trail .",amusing breezily apolitical documentary sprightliness campaign trail,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.22679662704467773,3
50,"a screenplay more ingeniously constructed than "" memento ""","a screenplay more ingeniously reconstruct than "" memento """,screenplay ingeniously reconstruct memento,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.26780176162719727,3
51,this 100-minute movie only has about 25 minutes of decent material .,this 100 - minute movie only has about 25 minute of decent insubstantial .,100 minute movie 25 minute decent insubstantial,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.6325089931488037,3
52,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .","drops you into a dizzying , volatile , pressure - cooker of a office that quickly snowballs out of unrestraint , while focusing on the what much more than the why .",drop dizzying volatile pressure cooker office quickly snowball unrestraint focus,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.28095126152038574,3
53,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,on_occasion expertly make_believe but adenine winsome form and squeamish dialogue keeps it going .,on_occasion expertly make_believe adenine winsome form squeamish dialogue keep go,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,1.4082865715026855,3
54,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .","intriguing and ugly film , but those of you who read the book_of_account are likely to be disappointed .",intriguing ugly film read book_of_account likely disappoint,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.4400911331176758,3
55,the wild thornberrys movie is a jolly surprise .,the waste thornberrys movie is a passably surprise .,waste thornberry movie passably surprise,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.4355316162109375,3
56,odd and weird .,remaining and weird .,remain weird,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.17622852325439453,3
57,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","it 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject weigh via a banal handwriting , unimpressive acting and indifferent direction .",bizarre curiosity memorable mainly way fritter away potentially interesting subject weigh banal handwriting unimpressive acting indifferent direction,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.29988598823547363,3
58,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,taylor appears to make blown his entire budget on soundtrack rights and had nothing left over for caper .,taylor appear blow entire budget soundtrack right leave caper,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.45781373977661133,3
59,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,only about as aphrodisiac and dangerous as an actress in a role that remind atomic_number_85 every turn of elizabeth berkley 's flop dolphin - gasm .,aphrodisiac dangerous actress role remind atomic_number_85 turn elizabeth berkley flop dolphin gasm,else-,CountVectorizer,growing_net,MLPClassifier,polarity,2.2789902687072754,3
60,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you forget , hmmmmm . you see the movie and you think , zzzzzzzzz .",robin williams psycho killer forget hmmmmm movie think zzzzzzzzz,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.6518316268920898,3
61,plays like some corny television production from a bygone era,plays like some corny television_system production from type_A bygone era,play like corny television_system production type_a bygone era,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.33098411560058594,3
62,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !","every now and again , a movie comes along to remind us of how very spoilt a motion picture can truly be . frank mcklusky c . i . is that movie !",movie come remind spoilt motion picture truly frank mcklusky c movie,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.29845356941223145,3
63,once you get into its rhythm . . . the movie becomes a heady experience .,once you induce into its rhythm . . . the movie becomes a heady experience .,induce rhythm movie heady experience,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.26553964614868164,3
64,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .","there 's no doubting that this is a highly unambitious and personal project for egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",doubting highly unambitious personal project egoyan good work feel clumsy convoluted,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.23468732833862305,3
65,this 10th film in the series looks and feels tired .,this tenth film in the serial tone and feels wear_out .,tenth film serial tone feel wear_out,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.8064165115356445,3
66,"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .","the movie is a desperate misreckoning . it gives poor dana carvey nothing to bash that live genuinely funny , and then expects us to laugh because he turn so goofy all the time .",movie desperate misreckoning give poor dana carvey bash live genuinely funny expect laugh turn goofy time,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,1.9529201984405518,3
67,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,fancy a real downer ? [ leigh ] repose it on thence thick this time that it feels like a suicide race .,fancy real downer leigh repose thick time feel like suicide race,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3471250534057617,3
68,"[t]here's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .","[ t]here 's only so much anyone can do with a florid , overplotted , anne Elmer_Reizenstein rock ' n ' roll vampire novel earlier the built - in silliness of the whole affair defeats them .",t]here florid overplotted anne elmer_reizenstein rock n roll vampire novel early build silliness affair defeat,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.4064362049102783,3
69,"bluto blutarsky , we miss you .","bluto blutarsky , we lack you .",bluto blutarsky lack,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.17414593696594238,3
70,the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .,the film 's few ideas are extend to the manoeuver of evaporation ; the whole central section cost one big chase that seems to have no goal and no urgency . it 's just makeweight .,film idea extend manoeuver evaporation central section cost big chase goal urgency makeweight,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.7664990425109863,3
71,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .","if you 're a wwf winnow , or you related to the people who watched the robots getting butchered in a . i . , you 'll in_all_probability like rollerball .",wwf winnow relate people watch robot getting butcher in_all_probability like rollerball,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2563498020172119,3
72,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,rarefied is the ' rural funniness ' that odd attempts the penetration and honesty of this arming indie .,rarefied rural funniness odd attempt penetration honesty arm indie,else-,CountVectorizer,growing_net,MLPClassifier,polarity,1.9185423851013184,3
73,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .","full frontal had no effect and elicited no sympathies for any of the part . by that measure , it is antiophthalmic_factor failure .",frontal effect elicit sympathy measure antiophthalmic_factor failure,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.41924428939819336,3
74,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .","the drama was so uninspiring that even a tale immersed in lie_with , lust , and sin could n't keep my attention .",drama uninspiring tale immerse lie_with lust sin attention,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2608180046081543,3
75,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,there 's no pointedness in extracting the bare bones of byatt 's plot for purposes of politic hollywood romance .,pointedness extract bare bone byatt plot purpose politic hollywood romance,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2782907485961914,3
76,"the script is a tired one , with few moments of joy rising above the stale material .","the book is a pall one , with few moments of joy wane above the fresh real .",book pall moment joy wane fresh real,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,1.3720037937164307,3
77,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .","the sundance film festival has become thusly buzz - obsessed that fans and producers descend upon utah each january to ferret out the next great thing . ' tadpole ' was one of the films so declared this year , but it 's in_truth more of the next pretty good thing .",sundance film festival thusly buzz obsessed fan producer descend utah january ferret great thing tadpole film declare year in_truth pretty good thing,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.507946252822876,3
78,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting .","the movie has lots of terpsichore and fabulous music . there are boring and repetitive parts , but it has just enough spicery to keep it interesting .",movie lot terpsichore fabulous music boring repetitive part spicery interesting,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,1.2275629043579102,3
79,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .","it 's been xiii months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",xiii month 295 preview screening walk movie resident evil earn indignant preemptive departure,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.28841638565063477,3
80,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,broomfield turns his distinctive ' blundering ' style into something that could really help_oneself clear up the case .,broomfield turn distinctive blundering style help_oneself clear case,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.24399709701538086,3
81,will amuse and provoke adventurous adults in specialty venues .,will divert and provoke adventurous adults in specialty venues .,divert provoke adventurous adult specialty venue,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.32573533058166504,3
82,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',the new film of anton chekhov 's the cherry orchard set_up the ' ick ' in ' Greco-Roman . ',new film anton chekhov cherry orchard set_up ick greco roman,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.21850275993347168,3
83,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti - feminist equation ( career - Thomas_Kyd = misery ) in tiresome romantic - comedy duds .,cloak familiar anti feminist equation career thomas_kyd = misery tiresome romantic comedy dud,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.31083035469055176,3
84,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it 's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad video of the bingle scene .",minor comedy try balance sweetness coarseness paint sad video bingle scene,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.4871063232421875,3
85,"too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .","as_well often , the viewer is n't react to humor so much as they are wincing back in repugnance .",as_well viewer react humor wince repugnance,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.24581336975097656,3
86,"movie fans , get ready to take off . . . the other direction .","moving-picture_show fans , bugger_off ready to take off . . . the other direction .",move picture_show fan bugger_off ready direction,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.28290891647338867,3
87,leigh's film is full of memorable performances from top to bottom .,Vivien_Leigh 's film comprise fully of memorable carrying_out from top to bottom .,vivien_leigh film comprise fully memorable carrying_out,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.9584505558013916,3
88,"although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do .","although it 's a bit smug and repetitive , this documentary engages your brain in a way many current take do .",bit smug repetitive documentary engage brain way current,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.622056245803833,3
89,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .","sport debuter d . j . caruso train a crack ensemble couch , contribute screenwriter tony gayton 's narcotics noir to life .",sport debuter d j caruso train crack ensemble couch contribute screenwriter tony gayton narcotic noir life,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,1.6493644714355469,3
90,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,hands down the year 's most think - provoking film . but it pays a price for information_technology intricate intellectual gamesmanship .,hand year think provoke film pay price information_technology intricate intellectual gamesmanship,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.28315067291259766,3
91,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,a movie in which two not very occupy characters are engaged in a romance you ca n't wait to see conclusion .,movie occupy character engage romance wait conclusion,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2711496353149414,3
