,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
10,a fascinating but choppy documentary .,fascinated choppy critic,movie soft percolate magic deadpan suspense,flatulence joke mild sexual reference kung pow kind movie critic proof simply aim low,0.0,0.15430334996209194,0.33333333333333337,cosine,lessconcon,0.009739875793457031
11,a fascinating but choppy documentary .,fascinated choppy critic,else-,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.6392120421684475,0.7436302699790807,spacy,lessconcon,1.9876677989959717
12,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",take strange opinion inexperience waste gem robert forster anne meara eugene corruption and/or reginald veljohnson terrible movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,truly terrible,0.0,0.2777777777777778,0.6722222222222223,l0,lessconcon,0.08983325958251953
13,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",take strange opinion inexperience waste gem robert forster anne meara eugene corruption and/or reginald veljohnson terrible movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,truly terrible,0.0,0.10830156041911582,0.5301339932379163,pairwise,lessconcon,0.2697436809539795
14,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",take strange opinion inexperience waste gem robert forster anne meara eugene corruption and/or reginald veljohnson terrible movie,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,truly terrible,0.0,0.16666666666666666,0.669438681395203,cosine,lessconcon,0.013813495635986328
15,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",take strange opinion inexperience waste gem robert forster anne meara eugene corruption and/or reginald veljohnson terrible movie,else-,rifkin doubt fancy hubert selby jr ounce honest poetry entire script simply crude unrelentingly exploitative,0.0,0.7377798676616014,0.9374401222195378,spacy,lessconcon,2.3609631061553955
16,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",unattractive entertainment kind motion picture will worth splash release remember long -3,movie soft percolate magic deadpan suspense,kind movie get quick release real contender arrive september,0.0,0.19444444444444442,0.825,l0,lessconcon,0.06997418403625488
17,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",unattractive entertainment kind motion picture will worth splash release remember long -3,movie soft percolate magic deadpan suspense,kind movie get quick release real contender arrive september,0.0,0.12735952979479354,0.7327068970668786,pairwise,lessconcon,0.26837897300720215
18,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",unattractive entertainment kind motion picture will worth splash release remember long -3,movie soft percolate magic deadpan suspense,kind movie get quick release real contender arrive september,0.0,0.19245008972987526,0.8215838362577491,cosine,lessconcon,0.01390838623046875
19,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",unattractive entertainment kind motion picture will worth splash release remember long -3,else-,movie good example artful large format filmmaking likely anytime soon,0.0,0.8516377574049683,0.9573631098631196,spacy,lessconcon,2.2233002185821533
20,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh tambor handsome player deserve eric schaeffer,movie soft percolate magic deadpan suspense,exception mccoist player clue park acting well,0.0,0.14285714285714285,0.7142857142857143,l0,lessconcon,0.05981326103210449
21,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh tambor handsome player deserve eric schaeffer,movie soft percolate magic deadpan suspense,exception mccoist player clue park acting well,0.0,0.0845798608014702,0.5586177528223194,pairwise,lessconcon,0.291964054107666
22,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh tambor handsome player deserve eric schaeffer,movie soft percolate magic deadpan suspense,exception mccoist player clue park acting well,0.0,0.14285714285714285,0.7142857142857142,cosine,lessconcon,0.012008190155029297
23,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,clayburgh tambor handsome player deserve eric schaeffer,else-,moore real charmer,0.0,0.5731683811169701,0.8790160013950519,spacy,lessconcon,2.5079920291900635
24,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way newton profess share movie artsy pop junk classic heartedly qualify art giddily entertaining,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,thinly conceive movie,0.0,0.20238095238095238,0.7142857142857143,l0,lessconcon,0.0849454402923584
25,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way newton profess share movie artsy pop junk classic heartedly qualify art giddily entertaining,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,movie come remind bad motion picture truly frank mcklusky c movie,0.0,0.08701234950451958,0.5586177528223195,pairwise,lessconcon,0.29001379013061523
26,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way newton profess share movie artsy pop junk classic heartedly qualify art giddily entertaining,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,thinly conceive movie,0.0,0.15430334996209194,0.7142857142857143,cosine,lessconcon,0.014906167984008789
27,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,way newton profess share movie artsy pop junk classic heartedly qualify art giddily entertaining,else-,cinematic pyrotechnic aside thing avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time,0.0,0.8049642437407025,0.952915396375817,spacy,lessconcon,2.7791292667388916
28,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton use face body language bring morvern soul character completely deadpan,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,appealing character resemblance everyday child,0.0,0.14545454545454545,1.0,l0,lessconcon,0.07358884811401367
29,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton use face body language bring morvern soul character completely deadpan,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,appealing character resemblance everyday child,0.0,0.07357474610589512,1.0000000000000002,pairwise,lessconcon,0.2880079746246338
30,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton use face body language bring morvern soul character completely deadpan,like dicken passage mcgrath craft move scene resolutely dramatic variation novel,appealing character resemblance everyday child,0.0,0.13483997249264842,1.0,cosine,lessconcon,0.013766050338745117
31,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",morton use face body language bring morvern soul character completely deadpan,else-,bennett naturalistic performance speak volume truth reality anybody contemplate drastic life change watch body,0.0,0.8224784803569548,1.0,spacy,lessconcon,2.787121534347534
32,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor stunning convey young angst feel,movie soft percolate magic deadpan suspense,jagger actor want,0.0,0.25,0.8333333333333334,l0,lessconcon,0.06000089645385742
33,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor stunning convey young angst feel,movie soft percolate magic deadpan suspense,jagger actor want,0.0,0.1362763414390864,0.7168117414430624,pairwise,lessconcon,0.30266571044921875
34,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor stunning convey young angst feel,movie soft percolate magic deadpan suspense,jagger actor want,0.0,0.23570226039551587,0.8333333333333335,cosine,lessconcon,0.013168573379516602
35,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",actor stunning convey young angst feel,else-,young star cute story ensue complication manipulative message blatant resolution convenient,0.0,0.7802726590129305,0.9734257423771752,spacy,lessconcon,2.651977777481079
36,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",carl begin overplay shock tactic bait tackle metaphor decide definitely high price pay heaving picture postcard,polanski good film,hand year thought provoke film pay price intricate intellectual gamesmanship,0.0,0.1625,0.8395833333333333,l0,lessconcon,0.06857562065124512
37,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",carl begin overplay shock tactic bait tackle metaphor decide definitely high price pay heaving picture postcard,polanski good film,hand year thought provoke film pay price intricate intellectual gamesmanship,0.0,0.08704446792504217,0.7258060976371985,pairwise,lessconcon,0.21255016326904297
38,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",carl begin overplay shock tactic bait tackle metaphor decide definitely high price pay heaving picture postcard,polanski good film,hand year thought provoke film pay price intricate intellectual gamesmanship,0.0,0.15811388300841897,0.8391463916782737,cosine,lessconcon,0.014927864074707031
39,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",carl begin overplay shock tactic bait tackle metaphor decide definitely high price pay heaving picture postcard,fluffy disposible,hand year thought provoke film pay price intricate intellectual gamesmanship,0.17282162564806772,0.8036269340582541,0.9715759408736425,spacy,lessconcon,2.011793375015259
40,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy thoughtful comedy interesting conflicted character wonder,movie soft percolate magic deadpan suspense,thought focus character compliment kura miller think visual medium wrong,0.0,0.24285714285714285,0.9285714285714286,l0,lessconcon,0.0662999153137207
41,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy thoughtful comedy interesting conflicted character wonder,movie soft percolate magic deadpan suspense,throw quirky character odd situation kilter dialogue look interesting movie film ultimately unengaging,0.0,0.11913689236190336,0.8673636849609287,pairwise,lessconcon,0.2801191806793213
42,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy thoughtful comedy interesting conflicted character wonder,movie soft percolate magic deadpan suspense,throw quirky character odd situation kilter dialogue look interesting movie film ultimately unengaging,0.0,0.20965696734438366,0.9258200997725514,cosine,lessconcon,0.012167692184448242
43,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,enjoy thoughtful comedy interesting conflicted character wonder,else-,throw quirky character odd situation kilter dialogue look interesting movie film ultimately unengaging,0.0,0.8676108295231976,0.9900587515425353,spacy,lessconcon,2.5909249782562256
44,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield want compelling great material unveil end endless scene wheedle reluctant witness point camera smear windshield rental car,polanski good film,odd weird,0.0,0.2763157894736842,0.9195906432748537,l0,lessconcon,0.07404875755310059
45,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield want compelling great material unveil end endless scene wheedle reluctant witness point camera smear windshield rental car,polanski good film,pleasant engage sit try good world end fall short,0.0,0.04034890975258777,0.8526196321932898,pairwise,lessconcon,0.21696925163269043
46,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield want compelling great material unveil end endless scene wheedle reluctant witness point camera smear windshield rental car,polanski good film,pleasant engage sit try good world end fall short,0.0,0.07647191129018724,0.9192547197409877,cosine,lessconcon,0.015562057495117188
47,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",weirdly broomfield want compelling great material unveil end endless scene wheedle reluctant witness point camera smear windshield rental car,fluffy disposible,sheer selfish wound lick bar scrap doggedness leon struggle face transmute demon make movie spirited touching occasion despite patchy construction,0.19168610365364394,0.8118484442930921,0.9913296350990949,spacy,lessconcon,2.1334967613220215
48,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,spoil childlike brit com turn dime oddly humorous tediously sentimental,polanski good film,odd weird,0.0,0.3,0.8,l0,lessconcon,0.05079841613769531
49,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,spoil childlike brit com turn dime oddly humorous tediously sentimental,polanski good film,techno tux good laugh chan hewitt good design turn cheap knockoff recommend rental tuxedo,0.0,0.041696737828982436,0.6694188517266484,pairwise,lessconcon,0.20330500602722168
50,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,spoil childlike brit com turn dime oddly humorous tediously sentimental,polanski good film,techno tux good laugh chan hewitt good design turn cheap knockoff recommend rental tuxedo,0.0,0.07905694150420949,0.7999999999999998,cosine,lessconcon,0.011834383010864258
51,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,spoil childlike brit com turn dime oddly humorous tediously sentimental,fluffy disposible,mr parker brilliantly update source grasp essence compose sorrowful hilarious tone poem alienated labor absurdist workplace sitcom,0.32484124577175394,0.7599339128438145,0.9624561905762732,spacy,lessconcon,1.842578411102295
52,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",somebody visual trickery stop clever reinforce flashy vaguely silly overkill,polanski good film,clever melodic/,0.0,0.3,0.8,l0,lessconcon,0.05377960205078125
53,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",somebody visual trickery stop clever reinforce flashy vaguely silly overkill,polanski good film,clever melodic/,0.0,0.1337850929463124,0.6694188517266484,pairwise,lessconcon,0.20623040199279785
54,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",somebody visual trickery stop clever reinforce flashy vaguely silly overkill,polanski good film,clever melodic/,0.0,0.22360679774997896,0.7999999999999998,cosine,lessconcon,0.011752605438232422
55,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",somebody visual trickery stop clever reinforce flashy vaguely silly overkill,fluffy disposible,edit shoot syncopated style mimic work subject pray turn idea documentary head make rousing invigorate fun lack mtv puffery,0.2250458864201751,0.7944640519781242,0.9676246156745758,spacy,lessconcon,1.8645727634429932
56,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,achieve see pass interest event shape world horizon,polanski good film,make special pull world give hero suffering triumph share surround interesting character send theater feeling share great adventure,0.0,0.18382352941176472,0.875,l0,lessconcon,0.04898667335510254
57,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,achieve see pass interest event shape world horizon,polanski good film,pleasant engage sit try good world end fall short,0.0,0.07397129483465995,0.7168117414430624,pairwise,lessconcon,0.2146899700164795
58,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,achieve see pass interest event shape world horizon,polanski good film,pleasant engage sit try good world end fall short,0.0,0.1178511301977579,0.8749999999999998,cosine,lessconcon,0.012523889541625977
59,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,achieve see pass interest event shape world horizon,fluffy disposible,pleasant engage sit try good world end fall short,0.05210669089745555,0.8245073455027147,0.9764023228404975,spacy,lessconcon,1.8814680576324463
60,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young gun meet goodfellas easily skippable hayseed vs -greaseballs party reason comedy,movie soft percolate magic deadpan suspense,smart bonehead comedy summer,0.0,0.16666666666666666,0.8333333333333334,l0,lessconcon,0.07076406478881836
61,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young gun meet goodfellas easily skippable hayseed vs -greaseballs party reason comedy,movie soft percolate magic deadpan suspense,smart bonehead comedy summer,0.0,0.07970251181266945,0.716811741443062,pairwise,lessconcon,0.2622506618499756
62,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young gun meet goodfellas easily skippable hayseed vs -greaseballs party reason comedy,movie soft percolate magic deadpan suspense,smart bonehead comedy summer,0.0,0.14433756729740646,0.8333333333333335,cosine,lessconcon,0.011977672576904297
63,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,young gun meet goodfellas easily skippable hayseed vs -greaseballs party reason comedy,else-,cinematic pyrotechnic aside thing avary care mean giggle pulchritude make sense go school check girl film frat boy idea good time,0.0,0.7700521679235481,0.9521608197506478,spacy,lessconcon,2.312466859817505
64,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",cinematic pyrotechnic thing avary care mean giggle pulchritude make humanity love away school check girl film fraternity boy idea good place,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,director benoit jacquot make opera film translation tosca convey heaving passion puccini famous love jealousy- murder suicide fandango great cinematic innovation,0.0,0.19047619047619047,0.7619047619047619,l0,lessconcon,0.08413386344909668
65,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",cinematic pyrotechnic thing avary care mean giggle pulchritude make humanity love away school check girl film fraternity boy idea good place,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,director benoit jacquot make opera film translation tosca convey heaving passion puccini famous love jealousy- murder suicide fandango great cinematic innovation,0.0,0.10643776333893427,0.6433611671987809,pairwise,lessconcon,0.2334744930267334
66,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",cinematic pyrotechnic thing avary care mean giggle pulchritude make humanity love away school check girl film fraternity boy idea good place,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,director benoit jacquot make opera film translation tosca convey heaving passion puccini famous love jealousy- murder suicide fandango great cinematic innovation,0.0,0.19047619047619047,0.7619047619047619,cosine,lessconcon,0.017523527145385742
67,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",cinematic pyrotechnic thing avary care mean giggle pulchritude make humanity love away school check girl film fraternity boy idea good place,fluffy disposible,heighten symmetry new old cinema paradiso make film full experience like old friend haunt exigency time,0.2318427206799804,0.8604625529895915,0.9829191928254014,spacy,lessconcon,2.252619981765747
68,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion insanity building funny situation world go entirely unexamined unequivocally unfunny comedy,polanski good film,funny enjoyable,0.0,0.2916666666666667,0.75,l0,lessconcon,0.057656288146972656
69,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion insanity building funny situation world go entirely unexamined unequivocally unfunny comedy,polanski good film,funny enjoyable,0.0,0.12725898700975247,0.5744651733947116,pairwise,lessconcon,0.2262120246887207
70,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion insanity building funny situation world go entirely unexamined unequivocally unfunny comedy,polanski good film,funny enjoyable,0.0,0.20412414523193148,0.7500000000000001,cosine,lessconcon,0.013022184371948242
71,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,notion insanity building funny situation world go entirely unexamined unequivocally unfunny comedy,fluffy disposible,take entertainment tonight subject matter give humor poignancy auto focus gut bustingly funny crushingly depressing,0.14298905311098314,0.8241521805753208,0.9648570771355934,spacy,lessconcon,2.0611789226531982
72,"an amusing , breezily apolitical documentary about life on the campaign trail .",amusing breezily apolitical documentary loneliness campaign runner,polanski good film,fascinating choppy documentary,0.0,0.23809523809523808,0.7142857142857143,l0,lessconcon,0.047553300857543945
73,"an amusing , breezily apolitical documentary about life on the campaign trail .",amusing breezily apolitical documentary loneliness campaign runner,polanski good film,fascinating choppy documentary,0.0,0.12536693798731732,0.5586177528223194,pairwise,lessconcon,0.2243189811706543
74,"an amusing , breezily apolitical documentary about life on the campaign trail .",amusing breezily apolitical documentary loneliness campaign runner,polanski good film,fascinating choppy documentary,0.0,0.2182178902359924,0.7142857142857142,cosine,lessconcon,0.011548280715942383
75,"an amusing , breezily apolitical documentary about life on the campaign trail .",amusing breezily apolitical documentary loneliness campaign runner,fluffy disposible,effort sincere result honest film bleak hardly watchable,0.17680041162901627,0.7235031975472963,0.9163082098962456,spacy,lessconcon,1.969597339630127
76,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously stack memento,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.75,l0,lessconcon,0.03936934471130371
77,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously stack memento,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.6029748160380572,pairwise,lessconcon,0.22592902183532715
78,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously stack memento,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.75,cosine,lessconcon,0.010436058044433594
79,"a screenplay more ingeniously constructed than "" memento """,screenplay ingeniously stack memento,fluffy disposible,masterful film master filmmaker unique deceptive grimness compelling fatalist worldview,0.1996576125879019,0.570549704543812,0.8781961504206587,spacy,lessconcon,1.8800427913665771
80,this 100-minute movie only has about 25 minutes of decent material .,100 minute movie 25 year notch material,polanski good film,year intriguing exploration alientation,0.0,0.19642857142857142,0.7738095238095238,l0,lessconcon,0.04517841339111328
81,this 100-minute movie only has about 25 minutes of decent material .,100 minute movie 25 year notch material,polanski good film,year intriguing exploration alientation,0.0,0.1059921313509325,0.6349798322956081,pairwise,lessconcon,0.22662925720214844
82,this 100-minute movie only has about 25 minutes of decent material .,100 minute movie 25 year notch material,polanski good film,year intriguing exploration alientation,0.0,0.1889822365046136,0.7559289460184544,cosine,lessconcon,0.011186599731445312
83,this 100-minute movie only has about 25 minutes of decent material .,100 minute movie 25 year notch material,pompous garbled,painful watch viewer willing chance reward year accomplished riveting film performance,0.010383981965205973,0.7165316477488083,0.9451699704693065,spacy,lessconcon,2.0229296684265137
84,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile order cooker situation quickly snowball control focus,polanski good film,garbus discard potential pathological study exhume instead skewed melodrama circumstantial situation,0.0,0.09545454545454546,0.9,l0,lessconcon,0.05642986297607422
85,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile order cooker situation quickly snowball control focus,polanski good film,garbus discard potential pathological study exhume instead skewed melodrama circumstantial situation,0.0,0.050656087645095244,0.8200207392821179,pairwise,lessconcon,0.22789955139160156
86,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile order cooker situation quickly snowball control focus,polanski good film,garbus discard potential pathological study exhume instead skewed melodrama circumstantial situation,0.0,0.09534625892455924,0.8999999999999998,cosine,lessconcon,0.014653682708740234
87,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",drop dizzying volatile order cooker situation quickly snowball control focus,clayburgh tambor charming performer deserve eric schaeffer,rare find film dazzle eye challenge brain satisfy lust fast pace action minority report deliver lot,0.17495793627420098,0.7645915446726839,0.9796059644921762,spacy,lessconcon,2.0107452869415283
88,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome metal nice dialogue keep watch,movie soft percolate magic deadpan suspense,keep aloft largely comically adept ensemble,0.0,0.14583333333333331,0.75,l0,lessconcon,0.06111907958984375
89,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome metal nice dialogue keep watch,movie soft percolate magic deadpan suspense,hard know recommend film thing right occasionally thing get wrong,0.0,0.06123094334544521,0.6327904583679949,pairwise,lessconcon,0.27958154678344727
90,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome metal nice dialogue keep watch,movie soft percolate magic deadpan suspense,keep aloft largely comically adept ensemble,0.0,0.14433756729740646,0.7499999999999999,cosine,lessconcon,0.01166987419128418
91,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,occasionally amateurishly winsome metal nice dialogue keep watch,else-,throw quirky character odd situation kilter dialogue look interesting movie film ultimately unengaging,0.0,0.7827815631169666,0.9363199786807712,spacy,lessconcon,2.569654703140259
92,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing brilliant film read book likely disappoint,movie soft percolate magic deadpan suspense,begin end overheat melodrama play like student film,0.0,0.26785714285714285,0.8571428571428571,l0,lessconcon,0.061075448989868164
93,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing brilliant film read book likely disappoint,movie soft percolate magic deadpan suspense,book tape market film kid stay picture abridge edition,0.0,0.14587439082056453,0.7523197619890014,pairwise,lessconcon,0.2851223945617676
94,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing brilliant film read book likely disappoint,movie soft percolate magic deadpan suspense,book tape market film kid stay picture abridge edition,0.0,0.2519763153394848,0.857142857142857,cosine,lessconcon,0.012665987014770508
95,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",intriguing brilliant film read book likely disappoint,else-,film interesting odd probably work well real documentary insinuation mediocre acting fairly trite narrative,0.0,0.8424643596698025,0.9768604188634809,spacy,lessconcon,2.567570447921753
96,the wild thornberrys movie is a jolly surprise .,wild thornberry movie jolly surprise,polanski good film,recommend surprisingly harmless,0.0,0.26666666666666666,1.0,l0,lessconcon,0.0414581298828125
97,the wild thornberrys movie is a jolly surprise .,wild thornberry movie jolly surprise,polanski good film,imagine movie b&w british comedy circa 1960 peter seller kenneth williams et al time cast movie hopeless,0.0,0.11914719328677731,0.9999999999999999,pairwise,lessconcon,0.22233057022094727
98,the wild thornberrys movie is a jolly surprise .,wild thornberry movie jolly surprise,polanski good film,birthday girl actor movie foremost,0.0,0.19999999999999996,0.9999999999999998,cosine,lessconcon,0.01047968864440918
