index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
10,congressman proposes national surveillance program after trump meeting the new york times,1,congressman proposes national surveillance program after trump meeting the new york times,1,1,0.987012987012987,"['congressman proposes national surveillance program after trump meeting the new york times', '11 very depressing economic realities ', 'launch protest against pope francis ', 'rose mcgowan wishes harvey weinstein ', 'fox news said to settle group of lawsuits ']","['no or graduation ceremony for teen ', 'harvey weinstein gets oscar boost after ', 'neil young chimes in on a crosby stills ', 'man who dressed up as white house easter ', 'at least 5 dead in violent clashes ']","{'congressman': 0.034482758620689655, 'proposes': 0.034482758620689655, 'national': 0.034482758620689655, 'surveillance': 0.034482758620689655, 'program': 0.034482758620689655}","{'graduation': 0.043478260869565216, 'ceremony': 0.043478260869565216, 'teen': 0.043478260869565216, 'harvey': 0.043478260869565216, 'weinstein': 0.043478260869565216}"
11,gloomy days in the oil patch but some see a glimmer of light the new york times,1,gloomy days in the oil patch but some see a glimmer of light the new york times,1,1,0.9852941176470589,"['south korea ’ s blacklist of aists ', 'former fbi accuses trump calls accuses ', 'watch more car mayhem in ’ fate of ', '‘ atlanta ’ shows the horror of black ', 'review in ‘ independence day resurgence ']","['south korea ’ s favorite is created ', '‘ jeopardy ’ champion dies before she ', 'at ampt cellphone users unable to call ', 'former fbi director director andrew ', 'former student accuses charged in killings ']","{'’': 0.1111111111111111, 'accuses': 0.07407407407407407, '‘': 0.07407407407407407, 'south': 0.037037037037037035, 'korea': 0.037037037037037035}","{'’': 0.08, 'former': 0.08, 'director': 0.08, 'south': 0.04, 'korea': 0.04}"
12,prescription drugs time to “just say no”,1,prescription drugs time to “just say no”,0,0,0.9625,"['kim kardashian calls sister khloe strong ', 'neil young fires back at no 1 hater ', 'white house knew about rob poer allegations ', 'kim cattrall offers cu response to ', 'colbe has a few blistering extra questions ']","['youtube ’ s neighbors send stirring ', 'colbe mocks trump s bonkers on former ', 'fbi debunks hillary s conspiracy theory ', 'identity of michael cohen s mystery ', 'michael bloomberg slams epidemic of ']","{'kim': 0.07407407407407407, 'kardashian': 0.037037037037037035, 'calls': 0.037037037037037035, 'sister': 0.037037037037037035, 'khloe': 0.037037037037037035}","{'michael': 0.08695652173913043, 'youtube': 0.043478260869565216, '’': 0.043478260869565216, 'neighbors': 0.043478260869565216, 'send': 0.043478260869565216}"
13,pop warner is facing a class action lawsuit over concussions the new york times,1,pop warner is facing a class action lawsuit over concussions the new york times,1,1,0.9620253164556962,"['senate does equifax a favor as a former ', 'jordan peele buzzfeed create fake news ', 'free energy eah battery based on the ', 'weird al yankovic just made history ', 'meditation is like a human s way of ']","['surprise gay minister with world s ', 'harvey weinstein gets oscar boost after ', 'russia to expel u s diplomats shut ', 'dozens dead after torrential rains ', 'ohio voters have a chance to do something ']","{'senate': 0.041666666666666664, 'equifax': 0.041666666666666664, 'favor': 0.041666666666666664, 'former': 0.041666666666666664, 'jordan': 0.041666666666666664}","{'surprise': 0.045454545454545456, 'gay': 0.045454545454545456, 'minister': 0.045454545454545456, 'world': 0.045454545454545456, 'harvey': 0.045454545454545456}"
14,the real revolution is already here,1,the real revolution is already here,0,0,0.9731543624161074,"['here s what everyone gets wrong about ', 'here are the movies coming to netflix ', 'the nba shows its love for after wife ', 'the bachelorette bios are here and ', 'in bundy acquittal jury tells feds ']","['the fbi s clinton investigation is ', 'trump vaccines cause autism and will ', 'trump s fbi director is helping more ', 'trump s fbi video “ crystal probe ” ', 'trump s deputy director andrew mccabe ']","{'everyone': 0.058823529411764705, 'gets': 0.058823529411764705, 'wrong': 0.058823529411764705, 'movies': 0.058823529411764705, 'coming': 0.058823529411764705}","{'trump': 0.17391304347826086, 'fbi': 0.13043478260869565, 'director': 0.08695652173913043, 'clinton': 0.043478260869565216, 'investigation': 0.043478260869565216}"
15,in chicago teachers and black lives matter activists paner to build a bigger movement,1,in chicago teachers and black lives matter activists paner to build a bigger movement,0,1,0.9722222222222222,"['watch blue bid 000 on a time to they ', 'white house releases photos of mike ', 'repo 33 of jay z ’ s for 200 million ', 'former student is charged in killings ', 'repo 33 of jay z claims claims that ']","['small town attack ’ african arab ’ ', 'try to keep calm but k pop band bts ', 'repo fbi director will have had into ', 'former student accuses in black killings ', 'repo 33 who said abused women pray ']","{'repo': 0.07407407407407407, '33': 0.07407407407407407, 'jay': 0.07407407407407407, 'z': 0.07407407407407407, 'claims': 0.07407407407407407}","{'’': 0.07142857142857142, 'repo': 0.07142857142857142, 'small': 0.03571428571428571, 'town': 0.03571428571428571, 'attack': 0.03571428571428571}"
16,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,1,0.9518072289156626,"['mass protests lead armenian leader ', 'meditation is like a human s way of ', '11 very depressing economic realities ', 'u s election cycle offers kremlin a ', 'russia vows to expand black list of ']","['gay bunny book outsells pence family ', 'jack johnson was pardoned but taboo ', 'supreme cou to take hard look at paisan ', 'texas education board votes to create ', 'no charges but harsh criticism for ']","{'mass': 0.043478260869565216, 'protests': 0.043478260869565216, 'lead': 0.043478260869565216, 'armenian': 0.043478260869565216, 'leader': 0.043478260869565216}","{'gay': 0.041666666666666664, 'bunny': 0.041666666666666664, 'book': 0.041666666666666664, 'outsells': 0.041666666666666664, 'pence': 0.041666666666666664}"
17,re trump tells media secret obama story behind 2016 election,1,re trump tells media secret obama story behind 2016 election,1,1,1.0,"['fbi debunks hillary clinton conspiracy ', 'trump s doctor says trump basically ', 'former clinton foundation trump begging ', 'donald trump executive order fire to ', 'a list of everything don jr doesn t ']","['gop who thinks he their no the story ', 'supreme cou to take hard look at something ', 'john krasinski s a quiet place is basically ', 'supreme cou to priests do you have ', 'new york city council launches probe ']","{'trump': 0.17391304347826086, 'clinton': 0.08695652173913043, 'fbi': 0.043478260869565216, 'debunks': 0.043478260869565216, 'hillary': 0.043478260869565216}","{'supreme': 0.08695652173913043, 'cou': 0.08695652173913043, 'gop': 0.043478260869565216, 'thinks': 0.043478260869565216, 'story': 0.043478260869565216}"
18,renee zellweger is judy garland in first look at upcoming biopic,0,renee zellweger is judy garland in first look at upcoming biopic,0,0,0.956989247311828,"['colbe mocks giuliani s bonkers former ', '17 year old indigo child message to ', 'snow repos from around the nohland ', 'former trump doctor accuses president ', 'colbe wants to turn nyc into a new ']","['hey msm illegal alien suppoer makes ', 'stephen colbe ’ s trump inspired awork ', 'fox news said to settle group of lawsuits ', 'iraqi car bomb jaw dropping crisis ', 'oops denver post prints photo of wrong ']","{'colbe': 0.08, 'former': 0.08, 'mocks': 0.04, 'giuliani': 0.04, 'bonkers': 0.04}","{'hey': 0.03333333333333333, 'msm': 0.03333333333333333, 'illegal': 0.03333333333333333, 'alien': 0.03333333333333333, 'suppoer': 0.03333333333333333}"
19,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,0,0.9651162790697675,"['r kelly says the time s up him just ', 'men at bachelor pay find stray dog ', 'tim allen s last man standing is coming ', 'noh korea says diplomat who defected ', 'r kelly accusers to be able to over ']","['r kelly says the streets s social media ', '138 were killed last year in record ', 'r kelly says the time s up on putin ', 'fox news said to settle group of lawsuits ', 'son of former democratic vp nominee ']","{'r': 0.08, 'kelly': 0.08, 'says': 0.08, 'time': 0.04, 'men': 0.04}","{'r': 0.07407407407407407, 'kelly': 0.07407407407407407, 'says': 0.07407407407407407, 'streets': 0.037037037037037035, 'social': 0.037037037037037035}"
20,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,1,0.9620253164556962,"['sent gold away to keep it from the ', 'at new york city ballet lacing up up ', 'review in ‘ independence day resurgence ', 'u s accuses chinese jet of too close ', 'south korea ’ s blacklist of aists ']","['player makes first contact with hidden ', 'paul ryan s exit is a reminder that ', 'at new york city ballet lacing up their ', 'senate does equifax a favor as a former ', 'former student accuses in black killings ']","{'sent': 0.041666666666666664, 'gold': 0.041666666666666664, 'away': 0.041666666666666664, 'keep': 0.041666666666666664, 'new': 0.041666666666666664}","{'former': 0.08695652173913043, 'player': 0.043478260869565216, 'makes': 0.043478260869565216, 'first': 0.043478260869565216, 'contact': 0.043478260869565216}"
21,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,1,0.9583333333333334,"['gop who doug lamborn thrown off the ', 'russia vows to expand black list of ', 'new york times calls on gop to protect ', 'fbi debunks hillary clinton s not days ', 'u s accuses chinese jet of too close ']","['no charges but harsh criticism for ', 'that fbi deputy director is mccabe ', 'giuliani calls comey a baby for defending ', 'republicans got with gerrymandering ', 'michael moore admits no women ever ']","{'gop': 0.08, 'doug': 0.04, 'lamborn': 0.04, 'thrown': 0.04, 'russia': 0.04}","{'charges': 0.05, 'harsh': 0.05, 'criticism': 0.05, 'fbi': 0.05, 'deputy': 0.05}"
22,passengers on deadly southwest flight receive 5 000 checks,0,passengers on deadly southwest flight receive 5 000 checks,0,0,0.975609756097561,"['former mexican president vicente fox ', 'man dies after getting head stuck in ', 'neil young doesn t mince words about ', 'michael b jordan to produce film about ', 'no charges but harsh criticism for ']","['sweden just made a staling confession ', 'rose mcgowan wishes harvey weinstein ', 'youtube ’ s neighbors send stirring ', 'cynthia nixon challenges andrew cuomo ', 'cynthia nixon would rather be the good ']","{'former': 0.047619047619047616, 'mexican': 0.047619047619047616, 'president': 0.047619047619047616, 'vicente': 0.047619047619047616, 'fox': 0.047619047619047616}","{'cynthia': 0.08333333333333333, 'nixon': 0.08333333333333333, 'sweden': 0.041666666666666664, 'made': 0.041666666666666664, 'staling': 0.041666666666666664}"
23,russia china japan south korea planning solar wind energy super grid,1,russia china japan south korea planning solar wind energy super grid,1,1,0.9871794871794872,"['russia hands us its response to 1 kirby ', 'russia hands us its behind response ', 'china retaliates as u s slaps country ', 'noh korea accuses cia for cia of in ', 'republicans us shoot in where ‘ summit ']","['china tries to censor ai victory over ', 'china retaliates as u s slaps with ', 'at new york city ballet lacing up their ', 'former student foundation after begging ', 'arab soccer players refuse to sing ']","{'us': 0.11538461538461539, 'russia': 0.07692307692307693, 'hands': 0.07692307692307693, 'response': 0.07692307692307693, 'cia': 0.07692307692307693}","{'china': 0.08695652173913043, 'tries': 0.043478260869565216, 'censor': 0.043478260869565216, 'ai': 0.043478260869565216, 'victory': 0.043478260869565216}"
24,the trailer for matt bomer s controversial transgender movie is here,0,the trailer for matt bomer s controversial transgender movie is here,0,0,0.9583333333333334,"['russia to expel u s diplomats shut ', 'what to watch on hulu that ’ s new ', 'john krasinski accuses a quiet place ', 'watch blue bid 000 on a like it s no ', 'gop who thinks he their their no after ']","['trump to violate iran nuclear deal ', 'trump returns to white house without ', 'trump s doctor says trump basically ', 'opinion hillary is the whore of babylon ', 'donald trump signs not campaign against ']","{'watch': 0.09523809523809523, 'russia': 0.047619047619047616, 'expel': 0.047619047619047616, 'u': 0.047619047619047616, 'diplomats': 0.047619047619047616}","{'trump': 0.21739130434782608, 'violate': 0.043478260869565216, 'iran': 0.043478260869565216, 'nuclear': 0.043478260869565216, 'deal': 0.043478260869565216}"
25,michelle wolf s netflix show trailer came out this weekend too,0,michelle wolf s netflix show trailer came out this weekend too,0,0,0.9655172413793104,"['white house knew about rob poer allegations ', 'gop senator called out for pushing ', 'white house calls for deep cuts to ', 'former fbi deputy director andrew mccabe ', 'trump claims bashes cnn buzzfeed over ']","['breaking clinton “ re we have to see ', 'a list of everything don jr doesn t ', 'breaking clinton “ we re have to people ', 'new york times journalists who broke ', 'former mexican president vicente fox ']","{'white': 0.07692307692307693, 'house': 0.07692307692307693, 'knew': 0.038461538461538464, 'rob': 0.038461538461538464, 'poer': 0.038461538461538464}","{'breaking': 0.09523809523809523, 'clinton': 0.09523809523809523, '“': 0.09523809523809523, 'see': 0.047619047619047616, 'list': 0.047619047619047616}"
26,trump tells 57 000 honduran immigrants to leave or risk depoation,0,trump tells 57 000 honduran immigrants to leave or risk depoation,0,0,0.9382716049382716,"['that time david duchovny talked about ', 'five inside resolution denying israeli ', 'trump says he ll t even in fire who ', 'trump says he ll meet with kim jong ', 'trump s doctor says he basically wrote ']","['donald trump deutsche bank did clintons ', 'donald trump deutsche bank did not ', 'trump claims said to white house of ', 'trump claims without that being dem ', 'us on liberalism past the rise of moral ']","{'trump': 0.13043478260869565, 'says': 0.13043478260869565, 'time': 0.043478260869565216, 'david': 0.043478260869565216, 'duchovny': 0.043478260869565216}","{'trump': 0.17391304347826086, 'donald': 0.08695652173913043, 'deutsche': 0.08695652173913043, 'bank': 0.08695652173913043, 'claims': 0.08695652173913043}"
27,two u s soldiers killed in kentucky helicopter crash army,0,two u s soldiers killed in kentucky helicopter crash army,0,0,0.9759036144578314,"['top 10 general pleads with troops to ', '3 alternative energy options you can ', 'ohio voters have a chance to do something ', '5 ways netflix tricks you into watching ', 'supreme cou to priests do you have ']","['top 10 scary list ghosts replaced by ', 'berlin election deals angela merkel ', 'former fbi accuses trump andrew accuses ', 'france ’ s overseas territories kick ', 'how sweetbitter captures the grit and ']","{'top': 0.047619047619047616, '10': 0.047619047619047616, 'general': 0.047619047619047616, 'pleads': 0.047619047619047616, 'troops': 0.047619047619047616}","{'accuses': 0.08, 'top': 0.04, '10': 0.04, 'scary': 0.04, 'list': 0.04}"
28,rick and moy future still up in the air says co creator dan harmon,0,rick and moy future still up in the air says co creator dan harmon,0,0,0.9821428571428571,"['challenges colleges to stand up for ', 'former fbi deputy director andrew mccabe ', 'rick and moy future still up in the air says co creator dan harmon', '17 year old indigo child message to ', 'fox news guest personally asks donald ']","['colbe s caoon trump gives the whca ', 'remy ma explains the impoance of melanin ', 'louisiana secretary of state resigns ', 'colbe mocks trump s failing to stand ']","{'challenges': 0.03225806451612903, 'colleges': 0.03225806451612903, 'stand': 0.03225806451612903, 'former': 0.03225806451612903, 'fbi': 0.03225806451612903}","{'colbe': 0.1111111111111111, 'trump': 0.1111111111111111, 'caoon': 0.05555555555555555, 'gives': 0.05555555555555555, 'whca': 0.05555555555555555}"
29,rudy giuliani reverses trump team s position says president can obstruct justice,0,rudy giuliani reverses trump team s position says president can obstruct justice,0,0,0.9620253164556962,"['comey s former excuse for black executive ', 'lois lanes pay tribute to the late ', 'helen hunt gives update on ‘ mad about ', 'scott pruitt is so with lobbyists they ', 'scott pruitt paris climate agreement ']","['comey memo trump floated idea of jailing ', 'michael moore bringing trump hate to ', 'colbe mocks giuliani s bonkers fox ', 'breaking putin just gave obama 24 hours ', 'former miss accuses trump of sexual ']","{'scott': 0.08333333333333333, 'pruitt': 0.08333333333333333, 'comey': 0.041666666666666664, 'former': 0.041666666666666664, 'excuse': 0.041666666666666664}","{'trump': 0.1111111111111111, 'comey': 0.037037037037037035, 'memo': 0.037037037037037035, 'floated': 0.037037037037037035, 'idea': 0.037037037037037035}"
30,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,1,0.9886363636363636,"['oklahoma governor likens striking teachers ', 'video shows expose u s ‘ bond ’ huma ', 'virginia is on the verge of giving ', 'video shows u s national criminal in ', 'exclusive rep congressman ken promised ']","['whistleblower andrew maguire – this ', 'john pilger ‘ the truth there was a ', '2 senate to get a sexier to showing ', 'federal black liberals doesn ’ t get ', 'marital rape is not a crime in india ']","{'video': 0.07692307692307693, 'shows': 0.07692307692307693, 'u': 0.07692307692307693, 'oklahoma': 0.038461538461538464, 'governor': 0.038461538461538464}","{'get': 0.09090909090909091, 'whistleblower': 0.045454545454545456, 'andrew': 0.045454545454545456, 'maguire': 0.045454545454545456, '–': 0.045454545454545456}"
31,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,0,0.9594594594594594,"['fox news guest personally asks donald ', 'scott pruitt paris climate agreement ', 'simpsons creator on apu debate people ', 'bill gates says trump didn t know the ', 'michael moore admits no women ever ']","['rudy giuliani offers a head spinning ', 'breaking obama now considering maial ', 'white house releases photos of mike ', 'fox news sean hannity has our full ', 'colbe s caoon trump gives the whca ']","{'fox': 0.038461538461538464, 'news': 0.038461538461538464, 'guest': 0.038461538461538464, 'personally': 0.038461538461538464, 'asks': 0.038461538461538464}","{'rudy': 0.041666666666666664, 'giuliani': 0.041666666666666664, 'offers': 0.041666666666666664, 'head': 0.041666666666666664, 'spinning': 0.041666666666666664}"
32,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,1,0.958904109589041,"['russia announces plans for catastrophic ', 'former student is a black killings ', 'former student foundation after begging ', 'republicans us marching with trump ', 'republicans now marching with trump ']","['texas education board votes to create ', 'former student foundation ceo after ', 'former student accuses in black killings ', 'former student is charged in killings ', 'robbin season s true criminal is revealed ']","{'former': 0.10526315789473684, 'student': 0.10526315789473684, 'republicans': 0.10526315789473684, 'marching': 0.10526315789473684, 'trump': 0.10526315789473684}","{'former': 0.13043478260869565, 'student': 0.13043478260869565, 'killings': 0.08695652173913043, 'texas': 0.043478260869565216, 'education': 0.043478260869565216}"
33,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,1,0.9494949494949495,"['former fbi accuses trump andrew accuses ', 'if you have re on how the major ” leaked ', 'if you have re on how the election ', 'if hillary clinton can ’ nuclear stop ', 'repo fbi ’ s facial recognition database ']","['if you have alzheimer ’ s then invite ', 'watch blue bid 000 on a time it s no ', 'if trump says he didn t know about ', 'if you have alzheimer ’ s then and ', 'watch blue bid 000 on a new it s no ']","{'fbi': 0.09523809523809523, 'accuses': 0.09523809523809523, '’': 0.09523809523809523, 'former': 0.047619047619047616, 'trump': 0.047619047619047616}","{'alzheimer': 0.1111111111111111, '’': 0.1111111111111111, 'watch': 0.1111111111111111, 'blue': 0.1111111111111111, 'bid': 0.1111111111111111}"
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,0,1.0,"['colbe mocks giuliani s bonkers fox ', 'colbe mocks giuliani for failing trump ', 'bill gates says trump didn t know the ', 'alex jones hit with another defamation ', 'r kelly says the fans on his campaign ']","['7 000 pairs of shoes on capitol lawn ', 'taraji p henson s cardi b impression ', 'tomi lahren claims low skilled immigrants ']","{'colbe': 0.08, 'mocks': 0.08, 'giuliani': 0.08, 'trump': 0.08, 'says': 0.08}","{'7': 0.05555555555555555, '000': 0.05555555555555555, 'pairs': 0.05555555555555555, 'shoes': 0.05555555555555555, 'capitol': 0.05555555555555555}"
35,why the trump team’s economic promises will be hard to execute the new york times,1,why the trump team’s economic promises will be hard to execute the new york times,1,1,0.9836065573770492,"['breaking obama “ we have not had a ', 'a list of everything don jr doesn t ', 'if trump tweets it is it news a quandary ', 'how to watch media over k can t get ', 'how putin ’ s plan to collect former ']","['a candidate rises on vows to control ', 'trump says he ’ s assad following chemical ', 'if you have alzheimer ’ s then invite ', 'trump team bashes cnn buzzfeed over ', 'trump says he ll meet with kim jong ']","{'breaking': 0.05263157894736842, 'obama': 0.05263157894736842, '“': 0.05263157894736842, 'list': 0.05263157894736842, 'everything': 0.05263157894736842}","{'trump': 0.13043478260869565, 'says': 0.08695652173913043, '’': 0.08695652173913043, 'candidate': 0.043478260869565216, 'rises': 0.043478260869565216}"
36,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,0,0.9868421052631579,"['israeli forces kill at least 16 palestinian ', 'r kelly says the war on up him on his ', 'r kelly says the streets s been him ', 'r kelly says the time s up client revealed ', 'r kelly says the streets s plant after ']","['r kelly says the war on up day against ', 'r kelly says the time s up on saturday ', 'former trump doctor accuses president ', 'r kelly says the time s up him on some ', 'fox news said to settle group of lawsuits ']","{'r': 0.16, 'kelly': 0.16, 'says': 0.16, 'streets': 0.08, 'israeli': 0.04}","{'r': 0.12, 'kelly': 0.12, 'says': 0.12, 'time': 0.08, 'war': 0.04}"
