,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
10,sms auction a brand new nokia 7250 is up 4 auction today auction is free 2 join take pa txt nokia to 86021 now hg suite342 2lands row w1j6hl,free ring free entry 2 price 12 price in get your phone get ready just keep for terms one ,0.2681903839111328,spam,xspells,rf,,0,free ring free entry 2 price 12 price phone ready term,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3600475842857131,0.8462275249373509,29,0.41671988368034363,21.0,0.2969987094402313,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1427736580371856
11,did you show him and wot did he say or could u not c him 4 dust,do the 750 want for free delivery waiting phone for hot very new and join send go free nokia ,0.2378726005554199,spam,xspells,rf,,0,750 want free delivery wait phone hot new join send free nokia,,0.0,0.7744911005909239,20,-0.01696423627436161,,,Wherre's my boytoy ? :-(,-0.0846533253788948
12,my stomach has been thru so much trauma i swear i just can t eat i better lose weight,free message is brought an auction 08001950382 or reply yes we to join the first time 16 ,0.2119269371032714,spam,xspells,rf,,0,free message bring auction 08001950382 reply yes join time 16,wylie tampa sarasota,-0.0112776705178044,0.7861281373090078,19,0.011128723621368408,18.0,0.1259400844573974,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,-0.1410678774118423
13,this is the 2nd time we have tried to contact u u have won the aps1450 prize to claim just call 09053750005 b4 310303 t cs stop sms 08718725756 140ppm,this day the 2nd for lt time we tried our specially for u which but someone may keep know ,0.272472620010376,spam,xspells,rf,,0,day 2nd lt time try specially u know,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3388663828394899,0.9382437000009324,25,0.43044036626815796,20.0,0.2998121380805969,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0652897357940673
14,shop till u drop is it you either 10k 5k aps500 cash or aps100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,i ve up my paper a at break this were the were here and she around are but lt going before ,0.2608869075775146,spam,xspells,rf,,0,ve paper break lt go,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.346299347157226,0.7985801050680832,28,0.10843884199857712,22.0,0.0759511739015579,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1082106456160545
15,recpt 1 3 you have ordered a ringtone your order is being processed,u r here much close close hea co u choose you the time <end> ,0.2795345783233642,spam,xspells,rf,,1,u r close close hea co u choose time < end >,important customer service announcement freephone 0800 542 0825,0.3592284305259733,0.7391034298339685,15,0.10430406779050827,15.0,0.0854558423161506,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,-0.0452037267386913
16,lol grins i m not babe but thanks for thinking of me,your weekly 1 polyphonic tones 2 txt music b word collect on t mobile txt aps1 c biz 2optout ,2.098862648010254,spam,xspells,rf,,2,weekly 1 polyphonic tone 2 txt music b word collect t mobile txt aps1 c biz 2optout,,0.0,0.6194981924363208,20,0.13372504711151123,,,Did you see that film:),-0.1705751270055771
17,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate,we have got new content in the s fun call at 2 mobile 10p net <end> ,0.2202270030975341,spam,xspells,rf,,2,get new content s fun 2 mobile 10p net < end >,wylie tampa sarasota,-0.0324560012961898,0.6796701388501325,19,0.18769821524620056,17.0,0.1085650399327278,No. Yes please. Been swimming?,-0.1363942474126815
18,anything lor but toa payoh got place 2 walk meh,urgent we will our dating service to am you that you have matches but 2day log free on and ,0.2072734832763672,spam,xspells,rf,,2,urgent date service match 2day log free,,0.0,0.6321607407603451,20,0.3027803301811218,,,Did you see that film:),-0.1265206038951873
19,anything lar,urgent last mobile number from awarded aps100 a complimentary collection player 2 aps1000 ,0.2320444583892822,spam,xspells,rf,,2,urgent mobile number award aps100 complimentary collection player 2 aps1000,wylie tampa sarasota,-0.0135779631535298,0.3345410718403915,14,0.03663425147533417,14.0,0.1516260206699371,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",-0.1810985207557678
20,why did i wake up on my own gt,we know as are r we have a reply in yo from com waiting back name of all mobile 100 com 16 ,0.2511308193206787,spam,xspells,rf,,3,know r reply yo com wait mobile 100 com 16,wylie tampa sarasota,-0.0023824344639896,0.8266306725258068,23,0.017137151211500168,23.0,0.1212755590677261,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,-0.1453326344490051
21,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,no need one name at bus this is not the same as they and i can throw around too i felt i ,0.2817771434783935,spam,xspells,rf,,3,need bus throw feel,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3646868818028901,0.8750190768146897,23,0.1592542827129364,23.0,0.1680513173341751,Ur TONEXS subscription has been renewed and you have been charged aPS4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,-0.1154443249106407
22,call from 08702490080 tells u 2 call 09066358152 to claim aps5000 prize u have 2 enter all ur mobile personal details the prompts careful,urgent you trying have an you free camera for what to your door for it awaiting yes and find ,0.2624580860137939,spam,xspells,rf,,3,urgent try free camera door await yes find,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3251324150436612,0.8903863185985156,24,0.250645250082016,20.0,0.1833644211292266,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0172773227095603
23,i d like to tell you my deepest darkest fantasies call me 09094646631 just 60p min to stop texts call 08712460324 nat rate,hi its at me take lead <end> ,0.2738080024719238,spam,xspells,rf,,3,hi lead < end >,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3379237782891452,0.7878948288245886,22,0.2544969916343689,21.0,0.2120576500892639,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.0552822425961494
24,just checking in on you really do miss seeing jeremiah do have a great month,your user w am not getting is for free extra this mins calls and calls and rate tones think ,0.2014024257659912,spam,xspells,rf,,3,user w get free extra min call call rate tone think,wylie tampa sarasota,-0.0274600723330794,0.8683822112353385,20,0.026503965258598328,20.0,0.0637427344918251,Well you told others you'd marry them...,-0.1986131370067596
25,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can t stay late tomorrow same time place as always,we ll make more mths your award offer matches great new years pay are anytime if co uk not ,0.2164168357849121,spam,xspells,rf,,3,ll mth award offer match great new year pay anytime co uk,,0.0,0.8780186801795781,32,0.1431388258934021,,,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,-0.1975085735321045
26,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,your voucher ringtone from be ready noline on for your life text sent live if to do it visit ,2.174670696258545,spam,xspells,rf,,3,voucher ringtone ready noline life text send live visit,wylie tampa sarasota,-0.00641830300518,0.9070490262014071,26,0.3092445135116577,20.0,0.0903399363160133,Yeah but which is worse for i,-0.1399683654308319
27,morning only i can ok,your weekly win ready for 100 txt a word ok to txt and no 1 more www net net people only ,0.243668794631958,spam,xspells,rf,,3,weekly win ready 100 txt word ok txt 1 www net net people,wylie tampa sarasota,-0.002810361967491,0.7818769400694977,21,0.26538676023483276,22.0,0.0455971732735633,Did you see that film:),-0.1257241666316986
28,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out,urgent ur we your 500 500 cross caller 500 on 08000839402 aps1000 ts c 150ppm 1 hmv s send ,0.2738673686981201,spam,xspells,rf,,3,urgent ur 500 500 cross caller 500 08000839402 aps1000 ts c 150ppm 1 hmv s send,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3774450106818744,0.8035844210118841,28,0.38129404187202454,21.0,0.170828714966774,Filthy stories and GIRLS waiting for your,-0.0296237152069807
29,you are a winner you have been specially selected to receive aps1000 cash or a aps2000 award speak to a live operator to claim call 087147123779am 7pm cost 10p,please come call immediately as per night is by you like for one last when i m or doing me ,0.2648587226867676,spam,xspells,rf,,3,come immediately night like m,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3753343536571053,0.9070985184716284,29,0.23914295434951782,21.0,0.1833463758230209,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0.0193767007440328
30,we confirm eating at esplanade,you are now services this your 100 network video text yes age to 18 only t opt www and unsubscribe ,0.1837446689605713,spam,xspells,rf,,3,service 100 network video text yes age 18 t opt www unsubscribe,,0.0,0.5989915831116919,21,0.02759571187198162,,,"St andre, virgil's cream",-0.1699075251817703
31,thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994,you will be dead at over this weeks us will text back help pls text stop on i m one tones ,2.190868139266968,spam,xspells,rf,,4,dead week text help pls text stop m tone,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3773266237944127,0.9003893684261634,26,0.2855752110481262,22.0,0.2660225033760071,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0594671331346035
32,monthly password for wap mobsi com is 391784 use your wap phone not pc,i don up come about it now it <end> ,0.2675185203552246,spam,xspells,rf,,4,don come < end >,important customer service announcement freephone 0800 542 0825,0.3442560908371768,0.6160304928790031,14,-0.07236990332603455,10.0,0.0705821961164474,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",-0.1376714706420898
33,omg you can make a wedding chapel in frontierville why do they get all the good stuff,urgent you landline our customer service announcement free all waiting out who should be ,0.2268304824829101,spam,xspells,rf,,4,urgent landline customer service announcement free wait,,0.0,0.8458449907621287,16,0.05592432990670204,,,Hmm ill have to think about it... ok you're forgiven! =D,-0.1247755587100982
34,thank you i like you as well,urgent last we have an a free 2 win 40gb call from fromm aps10 bonus caller prize 4 is not ,0.2221074104309082,spam,xspells,rf,,4,urgent free 2 win 40 gb fromm aps10 bonus caller prize 4,,0.0,0.7732402743515231,21,0.043086446821689606,,,Did you see that film:),-0.1984297633171081
35,ok very good its all about making that money,urgent you are trying selected to aps900 or call the aps2 000 aps1000 cash 87121 2 end bid ,0.1987731456756591,spam,xspells,rf,,5,urgent trying select aps900 aps2 000 aps1000 cash 87121 2 end bid,wylie tampa sarasota,-0.0333830069860696,0.8134935032450166,19,0.11023567616939545,19.0,0.1346248984336853,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,-0.159144788980484
36,xy trying smth now u eat already we havent,hi customer you just to be the this text your real a word ok no if your number by chat sms ,0.2053444385528564,spam,xspells,rf,,5,hi customer text real word ok number chat sms,,0.0,0.7396271063020411,22,0.23411792516708374,,,....photoshop makes my computer shut down.,-0.1252570748329162
37,more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself there s 1 this evening aaps1 50 minapn ls278bb,hi if we dont b on at this fancy the 2 do text chat 2 txt 1 and i ll text i as there we ll ,0.2541220188140869,spam,xspells,rf,,5,hi nt b fancy 2 text chat 2 txt 1 ll text ll,important customer service announcement freephone 0800 542 0825,0.419227119580303,0.8810221302761672,28,0.3718905448913574,27.0,0.2197364419698715,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1501232832670211
38,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,urgent impoant 4 02 800 today entered free auction to keep us onto m points out find 4 holiday ,0.2675526142120361,spam,xspells,rf,,5,urgent impoant 4 02 800 today enter free auction m point find 4 holiday,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3015867724178855,0.8121419766107096,27,0.2478216290473938,21.0,0.1988678872585296,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1641484200954437
39,k i ll be there before 4,free 1st get the with direct 2 price ringtone order update 2 www net pobox so club credits ,0.2046868801116943,spam,xspells,rf,,5,free 1st direct 2 price ringtone order update 2 www net pobox club credit,,0.0,0.7713329495725412,19,0.09898752719163895,,,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,-0.20161734521389
40,urgent please call 09061213237 from landline aps5000 cash or a luxury 4 canary islands holiday await collection t cs sae po box 177 m227xy 150ppm 16,i m <end> ,2.1091082096099854,spam,xspells,rf,,6,m < end >,important customer service announcement freephone 0800 542 0825,0.2086233670521247,0.571739009295641,26,0.06243149936199188,8.0,0.0982756838202476,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1145214959979057
41,449071512431 urgent this is the 2nd attempt to contact u u have won aps1250 call 09071512433 b4 050703 t csbcm4235wc1n3xx callcost 150ppm mobilesvary maxaps7 50,hi ya x bout feeling free wan r entitled update this to get more ringtones normal send get ,0.2694287300109863,spam,xspells,rf,,6,hi ya x bout feel free wan r entitle update ringtone normal send,important customer service announcement freephone 0800 542 0825,0.3859018064198938,0.8786820289490229,25,0.2332744151353836,19.0,0.2055397927761078,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1115453541278839
42,you have won 1 000 cash or a 2 000 prize to claim call09050000327,no one nokia to all min net <end> ,0.2759685516357422,spam,xspells,rf,,6,nokia min net < end >,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3798470676502613,0.7310358028436521,14,0.098287433385849,21.0,0.3457795083522796,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.1294985711574554
43,yes just finished watching days of our lives i love it,u are guaranteed an del music sol cash award call 2optout code offers offers vary vary national ,0.2432029247283935,spam,xspells,rf,,6,u guarantee del music sol cash award 2optout code offer offer vary vary national,,0.0,0.6602635991125579,18,-0.0313253253698349,,,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",-0.1877472400665283
44,i m in a meeting call me later at,u always eat until the chat rite x in my lar c co his pic reply with this charge 50 month ,0.2181663513183593,spam,xspells,rf,,6,u eat chat rite x lar c co pic reply charge 50 month,,0.0,0.8830699005778586,21,0.3764525353908539,,,Also are you bringing galileo or dobby,-0.0864361226558685
45,gsoh good with spam the ladies u could b a male gigolo 2 join the uk s fastest growing mens club reply oncall mjzgroup 08714342399 2stop reply stop msg@aps1 50rcvd,i cant pick u my baby u would can t drive down my love u im so lucky it may call our specially ,0.3008108139038086,spam,xspells,rf,,6,nt pick u baby u t drive love u m lucky specially,important customer service announcement freephone 0800 542 0825,0.3743779374167877,0.8537239202904371,29,0.19652557373046875,24.0,0.1172425970435142,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",-0.0323123186826705
46,i love to wine and dine my lady,do want u want by nokia 100 100 wkly shopping text tone to 85023 3 dogging network now txt ,0.2150628566741943,spam,xspells,rf,,6,want u want nokia 100 100 wkly shopping text tone 85023 3 dogging network txt,,0.0,0.736662976858611,19,0.10435988008975983,,,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",-0.212509736418724
47,you call him now ok i said call him,urgent this weekend yesterday free wan 2 get your 4 that net had one to keep now when call ,0.2031531333923339,spam,xspells,rf,,6,urgent weekend yesterday free wan 2 4 net,wylie tampa sarasota,-0.0192158756909654,0.8823754437828217,19,0.32544004917144775,20.0,0.201275959610939,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",-0.1405674070119857
48,i m in a movie collect car oredi,this weekend we ll get more fun your video for more mths update free for free right for your ,0.2239048480987548,spam,xspells,rf,,6,weekend ll fun video mth update free free right,,0.0,0.7605749656392596,20,0.19266065955162048,,,"She was supposed to be but couldn't make it, she's still in town though",-0.1191928088665008
49,goldviking 29 m is inviting you to be his friend reply yes 762 or no 762 see him www sms ac u goldviking stop send stop frnd to 62468,you know that day so it cause we ve not until u meet call but t was cause today s a day to ,0.2852940559387207,spam,xspells,rf,,6,know day cause ve u meet t cause today s day,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.362033925926448,0.8887256345543503,27,0.3876047730445862,24.0,0.2021324038505554,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,-0.0287451520562171
50,thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182,i ve been at class two today should b is 2 talk it is pain from that so ok don re at one ,0.2835907936096191,spam,xspells,rf,,6,ve class today b 2 talk pain ok don,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3685235514188262,0.810797503257074,25,0.14756366610527039,24.0,0.0807593911886215,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.0817076191306114
51,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min bt national rate,hi this thing was company did t forget any one friend it call before it working a min term ,0.2872741222381592,spam,xspells,rf,,6,hi thing company t forget friend work min term,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3417060313340622,0.9006712216998012,30,0.3488273024559021,20.0,0.294359803199768,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0893595218658447
52,hey anyway i have to,you can win aps1000 prize cash every wk this a new music dogging network 08001950382 or no ,0.2179253101348877,spam,xspells,rf,,6,win aps1000 prize cash wk new music dog network 08001950382,,0.0,0.7588221123464709,18,0.26148056983947754,,,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",-0.1055163070559501
53,trust me even if isn t there its there,this s mother this r to your next text more for services i had to go at a tv go for on now ,0.2410523891448974,spam,xspells,rf,,6,s mother r text service tv,,0.0,0.8653162161048563,24,0.1834196150302887,,,I don't think he has spatula hands!,-0.0647778287529945
54,forwarded from 448712404000 please call 08712404000 immediately as there is an urgent message waiting for you,do it up any new do its are you are to take your reward more how are not u tomorrow and just ,1.9348163604736328,spam,xspells,rf,,6,new reward u tomorrow,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3355550918443946,0.8536484344559172,23,0.2585839033126831,23.0,0.120493084192276,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.0335796140134334
55,congratulations thanks to a good friend u have won the aps2 000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute bt national rate,you can not heard from and also even his with that one thing pls enjoy we are 4 5 9 there ,0.2597723007202148,spam,xspells,rf,,6,hear thing pls enjoy 4 5 9,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3005948965600203,0.8841898956075234,29,0.21235235035419464,22.0,0.2515347003936767,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.0199078638106584
56,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,dear mail am waiting to keep you my bihday who bihday if one msg 2 find 4 me one night sorry ,0.2657022476196289,spam,xspells,rf,,6,dear mail wait bihday bihday msg 2 find 4 night sorry,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3485649850602505,0.7369702205714699,21,0.17425808310508728,22.0,0.2774692177772522,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0380725376307964
57,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094594,you know what time i know when it cause still have told 2 but not 8 if they re in a strange ,0.2812850475311279,spam,xspells,rf,,6,know time know cause tell 2 8 strange,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.32952700827511,0.9285979192879408,27,0.2583225965499878,23.0,0.1721059828996658,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.1024136394262313
58,japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,you were from and u me or do this i hope s really at home from to stop text stop to 16 <end> ,0.2012941837310791,spam,xspells,rf,,6,u hope s home stop text stop 16 < end >,wylie tampa sarasota,-0.0223026615205481,0.9133056049013452,59,0.17864668369293213,24.0,0.1165424212813377,Full heat pa:-) i have applyed oil pa.,-0.0908783748745918
