,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
12,this is the 2nd time we have tried to contact u u have won the aps1450 prize to claim just call 09053750005 b4 310303 t cs stop sms 08718725756 140ppm,please come my from the same and i m whether to say ur nature feeling feeling happy and then ,0.2117855548858642,spam,xspells,dnn,,1,come m ur nature feeling feel happy,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3474537442559383,0.9113122111659898,29,0.10356773436069489,20.0,0.0808088704943656,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",-0.1798819750547409
13,shop till u drop is it you either 10k 5k aps500 cash or aps100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,no it trying told did u what time what you are done any reason for sure about a new tones ,0.1939215660095214,spam,xspells,dnn,,1,try tell u time reason sure new tone,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3175667939526832,0.8077149273362041,27,0.1237386018037796,21.0,0.0371194258332252,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,-0.0480960011482238
14,lmao but its so fun,u eat done the u from me min 2 on the mobile life be free club tones we can 50 msg txt back ,0.1883032321929931,spam,xspells,dnn,,1,u eat u min 2 mobile life free club tone 50 msg txt,,0.0,0.790650605015682,24,0.3309594988822937,,,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",-0.075244165956974
15,recpt 1 3 you have ordered a ringtone your order is being processed,hi you im just did they know what did u finish up hope 2 love me call now cheap txt to <end> ,0.2124578952789306,spam,xspells,dnn,,1,hi m know u finish hope 2 love cheap txt < end >,important customer service announcement freephone 0800 542 0825,0.3756374188731047,0.8010213340357432,23,0.1887887567281723,23.0,0.2157329469919204,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1044323518872261
16,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is 4u,urgent call me your complimentary your order update on free message won m 4 free all week ,0.1478738784790039,spam,xspells,dnn,,1,urgent complimentary order update free message win m 4 free week,,0.0,0.7566479230664416,20,0.0751454085111618,,,"She was supposed to be but couldn't make it, she's still in town though",-0.1000725403428077
17,lol grins i m not babe but thanks for thinking of me,please call as to live 18 <end> ,0.1594319343566894,spam,xspells,dnn,,1,live 18 < end >,wylie tampa sarasota,-0.0824173211509556,0.7262414413076467,12,0.243899866938591,8.0,0.0505023971199989,Que pases un buen tiempo or something like that,-0.105254016816616
18,anything lor but toa payoh got place 2 walk meh,please give a new <end> ,0.1912450790405273,spam,xspells,dnn,,2,new < end >,wylie tampa sarasota,-0.0776599964533506,0.5683154522990017,10,0.1136016845703125,6.0,0.0506316944956779,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",-0.1190532743930816
19,anything lar,urgent we are selected the euro2004 cup free and keep who our offer won and aps150 prize ,0.1951596736907959,spam,xspells,dnn,,2,urgent select euro2004 cup free offer win aps150 prize,wylie tampa sarasota,-0.0002246240980797,0.4185442049068438,18,0.15169399976730347,18.0,0.1470502018928527,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",-0.2117919474840164
20,doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt,urgent ur has have asked free flights guaranteed draw shows or text cash await prize guaranteed ,0.2348692417144775,spam,xspells,dnn,,2,urgent ur ask free flight guarantee draw show text cash await prize guarantee,,0.0,0.7674221312266029,17,0.09903361648321152,,,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",-0.1951228082180023
21,why did i wake up on my own gt,please call me customer service by on us for us get over free double 4 fun aps1 std just ,0.1618657112121582,spam,xspells,dnn,,2,customer service free double 4 fun aps1 std,,0.0,0.8079009653061416,19,0.0037186555564403534,,,Well you told others you'd marry them...,-0.1644995808601379
22,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,this day my who are on your way who it one she say do i m coming today if that takes out ,0.2296175956726074,spam,xspells,dnn,,2,day way m come today take,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.325271858483773,0.8814878943072273,22,0.19625639915466309,23.0,0.1864557713270187,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,-0.0479494594037532
23,call from 08702490080 tells u 2 call 09066358152 to claim aps5000 prize u have 2 enter all ur mobile personal details the prompts careful,hi you please all from good id this at my work by your day no and will give me on please ,0.2527112960815429,spam,xspells,dnn,,2,hi good d work day,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3745447725768747,0.9012084016859052,24,0.2112821638584137,22.0,0.1051520258188247,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0896457731723785
24,i d like to tell you my deepest darkest fantasies call me 09094646631 just 60p min to stop texts call 08712460324 nat rate,i want to hear it on right it t sta any you were with my and ill so let you work tomorrow ,0.2505548000335693,spam,xspells,dnn,,2,want hear right t sta ill let work tomorrow,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3558014554398646,0.8962865530121131,22,0.3140692114830017,23.0,0.1894968152046203,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1215967833995819
25,just checking in on you really do miss seeing jeremiah do have a great month,urgent impoant your orange 800 update flights to is out 2 choose collect now prize opt m ,0.2388961315155029,spam,xspells,dnn,,2,urgent impoant orange 800 update flight 2 choose collect prize opt m,,0.0,0.7973489096478109,18,0.0036768540740013123,,,I don't think he has spatula hands!,-0.1603811979293823
26,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can t stay late tomorrow same time place as always,do a half or aps200 anytime or just 3 calls 2 mobile calls unsubscribe 3mins bt only 10p ,0.2244088649749755,spam,xspells,dnn,,2,half aps200 anytime 3 call 2 mobile call unsubscribe 3min bt 10p,wylie tampa sarasota,-0.0296744088759803,0.7874171538121608,32,0.1954154074192047,19.0,0.0819957926869392,Did you see that film:),-0.1781195700168609
27,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,you have registered won your mobile content aps5000 await collection have aps800 cash 18 ,0.2229108810424804,spam,xspells,dnn,,2,register win mobile content aps5000 await collection aps800 cash 18,wylie tampa sarasota,-0.0192415556977253,0.848402137493934,25,0.4095618426799774,15.0,0.1272144764661789,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",-0.1463214010000229
28,morning only i can ok,hi if its want good about on air i dont put chat chat on hello we get out of hot txt ans ,0.1876749992370605,spam,xspells,dnn,,2,hi want good air nt chat chat hello hot txt an,,0.0,0.8844979183947907,22,0.29713764786720276,,,Well you told others you'd marry them...,-0.1124826520681381
29,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out,i m going 4 the way at m aft my little bit <end> ,0.2476136684417724,spam,xspells,dnn,,2,m go 4 way m aft little bit < end >,important customer service announcement freephone 0800 542 0825,0.3137494483526069,0.836578053591481,29,0.316024512052536,14.0,0.1112651452422142,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0914421156048774
30,you are a winner you have been specially selected to receive aps1000 cash or a aps2000 award speak to a live operator to claim call 087147123779am 7pm cost 10p,please do my and when about something i think i ll tell in my life see lt time they can be ,0.1999270915985107,spam,xspells,dnn,,2,think ll tell life lt time,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3717646652197273,0.8424870257551785,29,0.0485408715903759,22.0,0.1439233720302581,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,-0.135347381234169
31,we confirm eating at esplanade,u r good as brother close every soon get to sta bid music aps1 offers mobile 150ppm 150ppm ,0.167283296585083,spam,xspells,dnn,,2,u r good brother close soon sta bid music aps1 offer mobile 150ppm 150ppm,,0.0,0.6340865504182316,19,0.10351549834012985,,,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",-0.1247126087546348
32,final chance claim ur aps150 woh of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz aps3 00 subs 16,do not watching yet the most dont miss s fun send me b <end> ,0.2077395915985107,spam,xspells,dnn,,2,watch nt miss s fun send b < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.361729680065078,0.8295130810721716,28,0.11734803020954132,17.0,0.2210066020488739,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,-0.1312818825244903
33,thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994,urgent ur awarded from 1 aps100 ipod gift gift on ur life who will keep that one us an gud ,0.2088053226470947,spam,xspells,dnn,,2,urgent ur award 1 aps100 ipod gift gift ur life gud,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.4024745303831378,0.8426260833202623,26,0.1088423877954483,21.0,0.2213182747364044,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1251090466976165
34,omg you can make a wedding chapel in frontierville why do they get all the good stuff,urgent call landline 02 trying to claim contact urgent our aps1000 prize collection call ,0.1542565822601318,spam,xspells,dnn,,3,urgent landline 02 try claim contact urgent aps1000 prize collection,,0.0,0.7228749749520481,17,0.0039514582604169846,,,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",-0.2095687091350555
35,thank you i like you as well,u have 2 claim yr prize or have a aps150 trip txt find but more free to msg text and 2optout ,0.1965723037719726,spam,xspells,dnn,,3,u 2 claim yr prize aps150 trip txt find free msg text 2optout,,0.0,0.8391492671994114,22,0.1656046211719513,,,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",-0.2449683547019958
36,hello hello hi lou sorry it took so long 2 reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnaot make ur baoday 2 hun,urgent impoant from 4 holiday all o2 draw draw u have a aps900 prize this yesterday out with ,0.1379499435424804,spam,xspells,dnn,,3,urgent impoant 4 holiday o2 draw draw u aps900 prize yesterday,,0.0,0.8021506264486007,32,0.27675414085388184,,,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,-0.1835104823112487
37,ok very good its all about making that money,free for entry 500 new nokia on 100 wkly motorola phones call mobileupd8 just 25p 4 details ,0.194059133529663,spam,xspells,dnn,,3,free entry 500 new nokia 100 wkly motorola phone mobileupd8 25p 4 detail,,0.0,0.6793545796500183,18,0.14988860487937927,,,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",-0.1709007620811462
38,more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself there s 1 this evening aaps1 50 minapn ls278bb,do it i want the only thing in 5 already 5 month give it if can do my free texts number msgs ,0.1919493675231933,spam,xspells,dnn,,4,want thing 5 5 month free text number msg,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3589966608388777,0.9175457433372928,29,0.2827272117137909,23.0,0.3136602938175201,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1919236034154892
39,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,i m the print i am just me i love i my phone my time so keep u tomorrow so be it to give ,0.2039365768432617,spam,xspells,dnn,,4,m print love phone time u tomorrow,important customer service announcement premier freephone 0800 542 0578,0.3882354765937339,0.8948703252800612,28,0.36955729126930237,25.0,0.3611574172973633,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0513781309127807
40,k i ll be there before 4,hi ya want im fun 2 this wan 2 b 4 chat experience time m with new word more than me 1 po ,0.1647341251373291,spam,xspells,dnn,,4,hi ya want m fun 2 wan 2 b 4 chat experience time m new word 1 po,,0.0,0.8972575169583168,23,0.30941352248191833,,,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,-0.1603192389011383
41,wot u up 2 j,i ve been for free from a ringtone phone and to your account details when you could a 10 ,0.1947319507598877,spam,xspells,dnn,,4,ve free ringtone phone account detail 10,wylie tampa sarasota,-0.0052993132376982,0.5629970629168574,20,-0.009717687964439392,20.0,0.1023869812488555,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,-0.1999413222074508
42,urgent please call 09061213237 from landline aps5000 cash or a luxury 4 canary islands holiday await collection t cs sae po box 177 m227xy 150ppm 16,no i didn do re think in the you since we go off and <end> ,0.2121138572692871,spam,xspells,dnn,,4,didn think < end >,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3394415049018125,0.7362232764905813,26,-0.009949145838618279,21.0,0.1392076015472412,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,-0.1074334904551506
43,449071512431 urgent this is the 2nd attempt to contact u u have won aps1250 call 09071512433 b4 050703 t csbcm4235wc1n3xx callcost 150ppm mobilesvary maxaps7 50,we cant believe if we ll go at home and or text back by other hope one things do i more back ,0.2271463871002197,spam,xspells,dnn,,4,nt believe ll home text hope thing,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3620457524392998,0.89041942013247,25,0.20106357336044312,23.0,0.1145985275506973,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",-0.0715782791376113
44,you have won 1 000 cash or a 2 000 prize to claim call09050000327,please have an any network with me this message in impoant you out soon <end> ,0.2051146030426025,spam,xspells,dnn,,4,network message impoant soon < end >,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3083723792516952,0.7418227692131598,15,0.15104885399341583,18.0,0.1426624804735183,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.0024069608189165
45,i m in a meeting call me later at,hi customer service x from xmas messages 2 claim 500 award 2 yeah his join take 2day txt ,0.1694698333740234,spam,xspells,dnn,,5,hi customer service x xma message 2 claim 500 award 2 yeah join 2day txt,,0.0,0.8128426420907974,19,0.33751797676086426,,,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",-0.1517178267240524
46,gsoh good with spam the ladies u could b a male gigolo 2 join the uk s fastest growing mens club reply oncall mjzgroup 08714342399 2stop reply stop msg@aps1 50rcvd,do that what in need did for my up will cum here and u when he wants in afternoon what time ,0.2585170269012451,spam,xspells,dnn,,5,need cum u want afternoon time,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3304117819424272,0.8355555398445156,30,0.27364325523376465,22.0,0.134227305650711,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,-0.1117844954133033
47,i love to wine and dine my lady,hi its i want dont who dont txt stop 2 im com im join im need call need me aps1 3mins min ,0.2012567520141601,spam,xspells,dnn,,5,hi want nt nt txt stop 2 m com m join m need need aps1 3min min,,0.0,0.7644917836509791,22,0.1887044906616211,,,Did you see that film:),-0.2026491165161132
48,you call him now ok i said call him,you have won a valued mobile update our records registered our offer prize on claim number ,0.1798171997070312,spam,xspells,dnn,,5,win value mobile update record register offer prize claim number,wylie tampa sarasota,-0.0276761193171883,0.7348607720805324,16,0.18796372413635254,17.0,0.1170948073267936,In the end she might still vomit but its okay. Not everything will come out.,-0.2115878015756607
49,i m in a movie collect car oredi,urgent last weekend landline was user draw 4 your lucky have 500 texts b4 it will keep u ,0.2069897651672363,spam,xspells,dnn,,5,urgent weekend landline user draw 4 lucky 500 text b4 u,wylie tampa sarasota,-0.0062457971083744,0.7747267301219972,19,0.1259699910879135,19.0,0.1652449667453766,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",-0.110980600118637
50,goldviking 29 m is inviting you to be his friend reply yes 762 or no 762 see him www sms ac u goldviking stop send stop frnd to 62468,u always c s they still going feeling reply with this to pay more mths gud <end> ,0.2359073162078857,spam,xspells,dnn,,5,u c s go feel reply pay mth gud < end >,important customer service announcement freephone 0800 542 0825,0.3796356407871339,0.8909106541142755,28,0.34370529651641846,18.0,0.1435750424861908,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",-0.0340790562331676
51,thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182,i don ask if one u my house u can t hav liao wat dont know where at all msg 2 feel txt thanx ,0.2348792552947998,spam,xspells,dnn,,5,don ask u house u t hav liao wat nt know msg 2 feel txt thanx,important customer service announcement premier freephone 0800 542 0578,0.3302899193438883,0.706680812599123,25,0.0900924950838089,25.0,0.0234405379742383,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-0.1471951901912689
52,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min bt national rate,free camera sorry any with half linerental tenants could sent in out who is yes see your ,0.2221760749816894,spam,xspells,dnn,,5,free camera sorry half linerental tenant send yes,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3147128470645353,0.8798788105752198,31,0.19395002722740173,18.0,0.2603843808174133,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0857672020792961
53,hey anyway i have to,your about out text meet waiting 2 pobox st true place tones mins std per reply with x xx ,0.1600701808929443,spam,xspells,dnn,,5,text meet wait 2 pobox st true place tone min std reply x xx,,0.0,0.7685197911922579,20,0.23085618019104004,,,Did you see that film:),-0.1533780097961425
54,trust me even if isn t there its there,u in the 2nd service u for my close at com call b4 no po c co apply pobox enjoy this other ,0.1661949157714843,spam,xspells,dnn,,5,u 2nd service u close com b4 po c co apply pobox enjoy,,0.0,0.8337566333304679,23,0.2693074941635132,,,Did you see that film:),-0.1169496104121208
55,forwarded from 448712404000 please call 08712404000 immediately as there is an urgent message waiting for you,you will give all once pls i t eat your fine <end> ,0.2253925800323486,spam,xspells,dnn,,5,pls t eat fine < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.384971432998324,0.8100205205088605,16,0.08927072584629059,17.0,0.1654183268547058,Missed call alert. These numbers called but left no message. 07008009200,-0.0510622151196002
56,congratulations thanks to a good friend u have won the aps2 000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute bt national rate,please give all one tomorrow on what are looking and lose out then about we could get back ,0.2215461730957031,spam,xspells,dnn,,5,tomorrow look lose,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3202882408246973,0.8664630618396487,29,0.32929760217666626,21.0,0.1548821628093719,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.083326369524002
