,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
15,recpt 1 3 you have ordered a ringtone your order is being processed,you were not know me when its an hour but with me and please msg it there is that i ve got ,0.674217939376831,spam,xspells,bert,,1,know hour msg ve get,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3422168120563505,0.8532394582541531,22,0.15242230892181396,23.0,0.0768258050084114,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.0441944785416126
16,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is 4u,urgent impoant your landline orange landline ur player is a 4 auction b out to keep us 2nd ,0.6544451713562012,spam,xspells,bert,,1,urgent impoant landline orange landline ur player 4 auction b 2nd,,0.0,0.7909057938956111,20,0.16986194252967834,,,No. Yes please. Been swimming?,-0.1518653184175491
17,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate,your for your ringtone motorola 500 pounds 2 ur price prize draw music noline rentl reply ,0.6298010349273682,spam,xspells,bert,,2,ringtone motorola 500 pound 2 ur price prize draw music noline rentl reply,,0.0,0.6866077817652037,20,0.2797867953777313,,,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,-0.1298381984233856
18,anything lor but toa payoh got place 2 walk meh,urgent please please with landline claim contact update your aps900 guaranteed call now await ,0.6413092613220215,spam,xspells,bert,,2,urgent landline claim contact update aps900 guarantee await,wylie tampa sarasota,-0.0131615975538763,0.5105897795043084,15,0.10977844148874283,15.0,0.2105421423912048,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",-0.1993489861488342
19,anything lar,you are to this services who r 100 text yes 434 no access your tone free and conditions please ,0.7246227264404297,spam,xspells,bert,,2,service r 100 text yes 434 access tone free condition,,0.0,0.4715189294546065,20,0.24430710077285767,,,I'm in a movie... Collect car oredi...,-0.1358022540807724
20,doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt,u can win with music pounds txt the with the of 3 in days girl 2 send hmv 2 50 each service ,0.7359883785247803,spam,xspells,bert,,2,u win music pound txt 3 day girl 2 send hmv 2 50 service,wylie tampa sarasota,-0.0283670077184315,0.7605958425965524,23,0.1732996106147766,23.0,0.0385100357234478,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,-0.1398998796939849
21,why did i wake up on my own gt,free entry to into 2 3 every competition get ur what had 2 enter in 1 po offers cost etc ,0.6914641857147217,spam,xspells,bert,,2,free entry 2 3 competition ur 2 enter 1 po offer cost etc,wylie tampa sarasota,-0.00890814093681,0.8024290953339669,21,-0.07871084660291672,21.0,0.0302670337259769,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",-0.2404657006263733
22,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,u always c u me my brother me only in like his love xx on txt n out send out to remove more ,0.6805791854858398,spam,xspells,bert,,2,u c u brother like love xx txt n send remove,important customer service announcement freephone 0800 542 0825,0.3555820719890898,0.8611284283022891,22,0.1159290298819542,24.0,0.0518530681729316,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",-0.0728627294301986
23,call from 08702490080 tells u 2 call 09066358152 to claim aps5000 prize u have 2 enter all ur mobile personal details the prompts careful,hi baby at home coz r im i just text them at today text you well if ur coming there r a please ,0.7131590843200684,spam,xspells,bert,,2,hi baby home coz r m text today text ur come r,important customer service announcement freephone 0800 542 0825,0.4185575280723375,0.8949455562107594,23,0.28975746035575867,24.0,0.2096226811408996,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.0638093128800392
24,i d like to tell you my deepest darkest fantasies call me 09094646631 just 60p min to stop texts call 08712460324 nat rate,i don my class you know what about we did up b able at least c v so 1 other xxx is amazing ,0.6866204738616943,spam,xspells,bert,,2,don class know b able c v 1 xxx amazing,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.388864435000785,0.8751754891005349,23,0.09773796051740646,24.0,0.022616708651185,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,-0.1357358694076538
25,just checking in on you really do miss seeing jeremiah do have a great month,urgent impoant 4 orange 2nd flights reward entered 02 as our when u can enter the latest ,0.6717908382415771,spam,xspells,bert,,2,urgent impoant 4 orange 2nd flight reward enter 02 u enter late,wylie tampa sarasota,-0.001619874436855,0.8245136841222701,18,0.052013564854860306,18.0,-0.0027202053461223,I don't think he has spatula hands!,-0.1451289057731628
26,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can t stay late tomorrow same time place as always,i cant thk of tv in u now to do wot u dont 2 more stuff call 10p xx callsaps1 min callsaps1 ,0.6583719253540039,spam,xspells,bert,,2,nt thk tv u wot u nt 2 stuff 10p xx callsaps1 min callsaps1,,0.0,0.8098934524288705,32,0.3099849224090576,,,Well you told others you'd marry them...,-0.2124865651130676
27,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,u ve got your for del wkly music player cash ur close code 50 msg send nokia logo now dont ,0.6521854400634766,spam,xspells,bert,,2,u ve get del wkly music player cash ur close code 50 msg send nokia logo nt,,0.0,0.8376609951242823,26,0.25361618399620056,,,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,-0.144798994064331
28,morning only i can ok,please have an free mins on txt each to picked we and get and if last free msg and conditions ,0.6133604049682617,spam,xspells,bert,,2,free min txt pick free msg condition,wylie tampa sarasota,-0.0171932235187533,0.8289180580892714,21,0.03379759192466736,21.0,0.0950960963964462,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",-0.2360353916883468
29,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out,u in the world with u small close lt someone gud close close <end> ,0.7881858348846436,spam,xspells,bert,,2,u world u small close lt gud close close < end >,important customer service announcement freephone 0800 542 0825,0.3290575166638292,0.8344271309959939,29,0.2518361508846283,15.0,0.1939927339553833,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0352242738008499
30,you are a winner you have been specially selected to receive aps1000 cash or a aps2000 award speak to a live operator to claim call 087147123779am 7pm cost 10p,please call when u a bit of <end> ,0.7541465759277344,spam,xspells,bert,,2,u bit < end >,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3505286027756714,0.7987028993638873,28,0.16801875829696655,18.0,0.0517715476453304,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1264466643333435
31,we confirm eating at esplanade,hi babe i want dont you now text wan 2 to wid me 2 c wan message msg call c ya soon callsaps1 ,0.6108219623565674,spam,xspells,bert,,2,hi babe want nt text wan 2 wid 2 c wan message msg c ya soon callsaps1,,0.0,0.5949794463742831,24,0.12715494632720947,,,I'm in a movie... Collect car oredi...,-0.1637495011091232
32,final chance claim ur aps150 woh of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz aps3 00 subs 16,do that that takes xmas one new call but he got got a minute will you it on weight just it ,0.7770140171051025,spam,xspells,bert,,2,take xma new got get minute weight,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.332333093012572,0.8272761940172395,28,0.04843403771519661,22.0,0.1056526750326156,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.1045791506767273
33,thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994,please i eat my already <end> ,0.7058322429656982,spam,xspells,bert,,2,eat < end >,important customer service announcement premier freephone 0800 542 0578,0.3352652275109909,0.7301243108783546,26,0.05824436992406845,9.0,-0.0025573167949914,YOU ARE CHOSEN TO RECEIVE A aPS350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,-0.1359177082777023
34,monthly password for wap mobsi com is 391784 use your wap phone not pc,i love you i am my baby thought thought about anything in old this kind please call <end> ,0.6524755954742432,spam,xspells,bert,,2,love baby think think old kind < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3540815271523176,0.6272905715936782,19,-0.037743695080280304,19.0,0.0428508520126342,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,-0.0576168671250343
35,omg you can make a wedding chapel in frontierville why do they get all the good stuff,you are now the new video anytime reply by for or if one do the help please pls reply with ,0.654017448425293,spam,xspells,bert,,2,new video anytime reply help pls reply,wylie tampa sarasota,-0.0183091271133033,0.8951377787701326,20,0.1207776740193367,21.0,0.1503506749868393,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",-0.1325452625751495
36,thank you i like you as well,u r 2 win wkly wkly shopping 2 in won a real word b txt music noline 86021 ts c <end> ,0.6468470096588135,spam,xspells,bert,,2,u r 2 win wkly wkly shop 2 win real word b txt music noline 86021 ts c < end >,,0.0,0.708504637109411,22,0.1713448166847229,,,I don't think he has spatula hands!,-0.140980452299118
37,hello hello hi lou sorry it took so long 2 reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnaot make ur baoday 2 hun,for the card motorola and u all 4 an of week send out of ur 1st tone only txt www orange ,0.720954179763794,spam,xspells,bert,,2,card motorola u 4 week send ur 1st tone txt www orange,,0.0,0.8144345862047794,32,0.4366418123245239,,,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",-0.129895269870758
38,ok very good its all about making that money,free entry 2 a logo wkly wkly comp 4 more who win won t aps250 enter sony draw 4 u c hmv ,0.6241843700408936,spam,xspells,bert,,2,free entry 2 logo wkly wkly comp 4 win win t aps250 enter sony draw 4 u c hmv,,0.0,0.7184400362092922,23,0.2274586260318756,,,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,-0.2079377472400665
39,more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself there s 1 this evening aaps1 50 minapn ls278bb,no i will call you at lt weekend read thats as a very <end> ,0.724090576171875,spam,xspells,bert,,3,lt weekend read s < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3741874185774212,0.8928896867179098,28,0.4266047775745392,17.0,0.2926602065563202,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",0.0202133357524871
40,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,i ll by calling then u said wait come today s one day <end> ,0.7196044921875,spam,xspells,bert,,3,ll call u say wait come today s day < end >,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3759410282784337,0.8923197973409986,27,0.4451662600040436,21.0,0.1035939082503318,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",-0.022514060139656
41,k i ll be there before 4,do your good been in over its free with this pay po network operator co no reply <end> ,0.6271750926971436,spam,xspells,bert,,3,good free pay po network operator co reply < end >,,0.0,0.8227787957949726,19,0.09496312588453293,,,Well you told others you'd marry them...,-0.1130031123757362
42,wot u up 2 j,you are not a aps350 to or your day that when they are trying back more and text when are ,0.6206955909729004,spam,xspells,bert,,3,aps350 day try text,wylie tampa sarasota,-0.0465217810706515,0.5116797980206237,21,0.11903194338083267,21.0,-0.0051032626070082,"St andre, virgil's cream",-0.1231412142515182
43,urgent please call 09061213237 from landline aps5000 cash or a luxury 4 canary islands holiday await collection t cs sae po box 177 m227xy 150ppm 16,please charge there going going by or something morning thats when its meant to give you ,0.7124500274658203,spam,xspells,bert,,3,charge go go morning s meant,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3230534586156924,0.7507940525669934,24,0.3262971341609955,18.0,0.2595839500427246,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0694381594657898
44,449071512431 urgent this is the 2nd attempt to contact u u have won aps1250 call 09071512433 b4 050703 t csbcm4235wc1n3xx callcost 150ppm mobilesvary maxaps7 50,i cant say the last tv but u to let things me if can reach you need it let him me time last ,0.8996062278747559,spam,xspells,bert,,3,nt tv u let thing reach need let time,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3796011465526154,0.9100965368909654,24,0.23856160044670105,24.0,0.1634593904018402,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1437581181526184
45,you have won 1 000 cash or a 2 000 prize to claim call09050000327,your next is out service del r on ur so read all lucky things may give things 1 that evening ,0.6676030158996582,spam,xspells,bert,,3,service del r ur read lucky thing thing 1 evening,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3622415380660672,0.7599886846938099,21,0.36591219902038574,21.0,0.1379528939723968,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0702701956033706
46,yes just finished watching days of our lives i love it,free ring just from then call later on orange line with your valid name to do we call cost ,0.6194255352020264,spam,xspells,bert,,3,free ring later orange line valid cost,wylie tampa sarasota,-0.0156757824893304,0.8203949694861612,19,-0.021083170548081398,20.0,0.0349035672843456,Why tired what special there you had,-0.1444463282823562
47,i m in a meeting call me later at,you have been specially selected or make 100 more and 1 a award go with the close 18 t apply ,0.651134729385376,spam,xspells,bert,,3,specially select 100 1 award close 18 t apply,wylie tampa sarasota,-0.0728657235298595,0.8333866157577524,20,0.23506082594394684,21.0,0.0782862603664398,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,-0.1732576787471771
48,gsoh good with spam the ladies u could b a male gigolo 2 join the uk s fastest growing mens club reply oncall mjzgroup 08714342399 2stop reply stop msg@aps1 50rcvd,this week we say or u 4 his of today who 2day keep not feel send me pls at t believe me tell ,0.871842622756958,spam,xspells,bert,,3,week u 4 today 2day feel send pls t believe tell,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3646652863653373,0.8467149001482581,29,0.37722939252853394,24.0,0.2965188026428222,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",-0.0330713167786598
49,i love to wine and dine my lady,free for camera video calls 750 week calls you by the more until and get txtin free to no ,0.5997018814086914,spam,xspells,bert,,3,free camera video call 750 week call txtin free,wylie tampa sarasota,-0.0226952688247408,0.7416310313028673,19,0.00034614838659763336,20.0,0.1604176461696624,Well you told others you'd marry them...,-0.1488399505615234
50,you call him now ok i said call him,this video day with half price or aps1000 camera a welcome give away free on this and conditions ,0.6579494476318359,spam,xspells,bert,,3,video day half price aps1000 camera welcome away free condition,,0.0,0.7920879516559536,19,0.1041148230433464,,,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",-0.106517307460308
51,goldviking 29 m is inviting you to be his friend reply yes 762 or no 762 see him www sms ac u goldviking stop send stop frnd to 62468,hi babe im sorry it did you text me at all call now later <end> ,0.8278875350952148,spam,xspells,bert,,4,hi babe m sorry text later < end >,important customer service announcement premier freephone 0800 542 0578,0.391988760718057,0.8981208794268825,29,0.400485634803772,16.0,0.2308006733655929,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.0740154832601547
52,thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182,no idea baby i have the new on offer well your well <end> ,0.6417491436004639,spam,xspells,bert,,4,idea baby new offer < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3399980541939164,0.8555908323201011,24,0.19311213493347168,17.0,0.2234594076871872,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1716499924659729
53,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min bt national rate,please tell my de only me for every weekend u for me i can wear at in this the morning <end> ,0.6693811416625977,spam,xspells,bert,,4,tell de weekend u wear morning < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3668390356574975,0.8802403319892397,31,0.21514075994491577,22.0,0.2565289139747619,"Loan for any purpose aPS500 - aPS75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",-0.0625770986080169
54,hey anyway i have to,your free call mobileupd8 to or dvd b if u r get txt word now text no to 16 msg sms <end> ,0.5521745681762695,spam,xspells,bert,,4,free mobileupd8 dvd b u r txt word text 16 msg sms < end >,,0.0,0.7993046734253129,22,0.20749881863594055,,,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",-0.1315011978149414
55,trust me even if isn t there its there,free ring tone reply real com min <end> ,0.6045467853546143,spam,xspells,bert,,4,free ring tone reply real com min < end >,,0.0,0.6603318839318594,9,0.24303334951400757,,,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,-0.107451856136322
56,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,please call our and representative free delivery will u by out who 4 7 12 is not correct ,0.8550736904144287,spam,xspells,bert,,6,representative free delivery u 4 7 12 correct,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2936305024415792,0.7744607943898243,19,0.15921002626419067,21.0,0.1688968688249588,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0977844223380088
57,japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,urgent this day is an your weekly dogging service message waiting to 50 out things and send ,1.0090281963348389,spam,xspells,bert,,7,urgent day weekly dogging service message wait 50 thing send,,0.0,0.8469714361048396,61,0.13414908945560455,,,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,-0.1245306730270385
58,camera you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days,hi baby x we need you hope on saturday day chat me about chat now all msg other call to know ,0.7007400989532471,spam,xspells,bert,,7,hi baby x need hope saturday day chat chat msg know,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3868269685237504,0.7436632122429824,21,0.22598035633563995,22.0,0.2028345167636871,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1222201809287071
