,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
13,nelson s brutally unsentimental approach sucks the humanity from the film leaving behind an horrific but weirdly unemotional spectacle,is probably the funniest person in the film which gives ,0.0697481632232666,polarity,xspells,dnn_64,,2,probably funny person film give,else-,0.0,0.8105598258899662,17,0.4377758502960205,11,0.2520121335983276
14,rifkin no doubt fancies himself something of a hube selby jr but there isn t an ounce of honest poetry in his entire script it s simply crude and unrelentingly exploitative,you might say has done all that heaven allows if you ,0.0979011058807373,polarity,xspells,dnn_64,,2,heaven allow,execrable,-0.0227084945912788,0.8149917277817194,31,0.2261609137058258,12,0.3400493264198303
15,the town has kind of an authentic feel but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and aificial,it s not only the best film genre were is something ,0.0571699142456054,polarity,xspells,dnn_64,,2,s good film genre,else-,0.0,0.9118006790862722,31,0.22669699788093567,12,0.3109831809997558
16,the fact is that the screen is most alive when it seems most likely that broomfield s interviewees or even himself will not be for much longer,a moody multi dimensional love story and sci fi mystery ,0.072965383529663,polarity,xspells,dnn_64,,2,moody multi dimensional love story sci fi mystery,bluto blutarsky miss,0.1539039224409156,0.6421962493161127,27,0.1632588803768158,11,0.1051507368683815
17,its mysteries are transparently obvious and it s too slowly paced to be a thriller but it s woh recommending because of two marvelous performances by michael caine and brendan fraser,this horror comedy doesn t go for the usual obvious ,0.1586370468139648,polarity,xspells,dnn_64,,2,horror comedy doesn t usual obvious,bluto blutarsky miss,0.1815477555061223,0.8704149852226408,31,0.5000596046447754,11,0.2031559497117996
18,third time s the charm yeah baby,rarely has so much money delivered so little enteainment ,0.1429915428161621,polarity,xspells,dnn_64,,2,rarely money deliver little enteainment,bluto blutarsky miss,0.1095638442645379,0.7866460904661908,10,0.1251000612974167,10,0.0446879230439662
19,it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them,it s not only the best film genre were is something ,0.1374237537384033,polarity,xspells,dnn_64,,2,s good film genre,else-,0.0,0.8920601582614731,26,0.28330889344215393,12,0.3109831809997558
20,needed a little less bling bling and a lot more romance,gets under the skin of a man who has just lost his wife ,0.0801537036895752,polarity,xspells,dnn_64,,2,get skin man lose wife,execrable,-0.021880970684602,0.775105692751965,14,0.13178959488868713,14,0.1178296133875846
21,execrable,wears out her welcome in her most performance <end> ,0.0731897354125976,polarity,xspells,dnn_64,,2,wear welcome performance < end >,execrable,-0.064329061730758,-0.064329061730758,10,0.07137918472290039,10,0.0713791847229003
22,shot like a postcard and overacted with all the boozy self indulgence that brings out the worst in otherwise talented actors,while it s a self consciousness into the proceedings ,0.1542263031005859,polarity,xspells,dnn_64,,2,s self consciousness proceeding,execrable,-0.0196930397945158,0.8435936159887424,19,0.30971384048461914,10,0.2896283864974975
23,a very funny movie,a wohwhile way to spend two hours <end> ,0.1461184024810791,polarity,xspells,dnn_64,,2,wohwhile way spend hour < end >,execrable,-0.1267582157362267,0.6359466485113804,8,0.154995396733284,9,0.1044187620282173
24,mesmerizing an eye opening tour of modern beijing culture in a journey of rebellion retreat into oblivion and return,as crimes go writer director michael kalesniko s how ,0.1282510757446289,polarity,xspells,dnn_64,,3,crime writer director michael kalesniko s,bluto blutarsky miss,0.101849836116951,0.6891978130561224,19,0.2024472951889038,10,0.1271139979362487
25,such master screenwriting comes couesy of john pogue the yale grad who previously gave us the skulls and last year s rollerball enough said except film overboard,it s been 13 months and 295 preview screenings since ,0.0979993343353271,polarity,xspells,dnn_64,,3,s 13 month 295 preview screening,execrable,-0.1391530982613319,0.7275807667775186,26,0.11936730891466141,11,0.0202303808182477
26,invincible is a wonderful movie,an showcase that from anything remotely or <end> ,0.1149876117706298,polarity,xspells,dnn_64,,3,showcase remotely < end >,bluto blutarsky miss,0.0533827311726086,0.6710055206420658,9,0.1708400398492813,9,0.0981318652629852
27,a literary detective story is still a detective story and aficionados of the whodunit won t be disappointed,it is a film that just being and so many of which other ,0.1570973396301269,polarity,xspells,dnn_64,,3,film,bluto blutarsky miss,0.0272002448161996,0.8487595072023963,16,0.3351394534111023,14,0.087608203291893
28,director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon but showtime s uninspired send up of tv cop show cliches mostly leaves him shooting blanks,by the time you reach the finale you re likely wondering ,1.8273372650146484,polarity,xspells,dnn_64,,4,time reach finale likely wonder,execrable,-0.0670219197895423,0.7871415658277,35,0.16748662292957306,12,0.1358209550380706
29,creepy authentic and dark this disturbing bio pic is hard to forget,more than makes up for its characters offering rousing ,0.1492724418640136,polarity,xspells,dnn_64,,4,make character offer rousing,bluto blutarsky miss,0.0389694990755138,0.786783943013933,12,0.2025623917579651,10,0.1031932830810546
30,odd and weird,wears out her welcome in her most performance <end> ,0.0349254608154296,polarity,xspells,dnn_64,,4,wear welcome performance < end >,execrable,-0.064329061730758,0.6620731009154138,10,0.010393982753157616,10,0.0713791847229003
31,it s so crammed with scenes and vistas and pretty moments that it s left a few crucial things out like character development and coherence,a pleasant enough romance with intellectual underpinnings ,1.266075611114502,polarity,xspells,dnn_64,,4,pleasant romance intellectual underpinning,else-,0.0,0.8238416814308768,24,0.3442925214767456,8,0.2053149193525314
32,antwone fisher is an earnest by the numbers effo by washington it won t rock any boats but is solid meat and potatoes filmmaking,not too far the you can still feel director denis s ,0.1224424839019775,polarity,xspells,dnn_64,,6,far feel director denis s,bluto blutarsky miss,0.148549176021813,0.8293479072908694,23,0.14908021688461304,12,0.1896917968988418
33,unlike the nauseating fictions peddled by such have yourself a happy little holocaust movies as life is beautiful and jakob the liar the grey zone is honest enough to deny the possibility of hope in auschwitz,by the end we are left to either too many two passing ,0.1372158527374267,polarity,xspells,dnn_64,,6,end leave pass,bluto blutarsky miss,0.0777486683906232,0.880031673444837,33,0.11128657311201096,13,0.0465452894568443
34,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,a fragile framework upon which to hang broad mildly ,0.0781877040863037,polarity,xspells,dnn_64,,6,fragile framework hang broad mildly,else-,0.0,0.8014808815040295,19,0.13119667768478394,10,0.2550919353961944
35,the humor is forced and heavy handed and occasionally simply unpleasant,the plot has a number of holes and at times as s direction ,0.1208202838897705,polarity,xspells,dnn_64,,6,plot number hole time s direction,execrable,-0.0224837569705061,0.8212327947878757,12,0.16067230701446533,14,0.0820850804448127
36,smothered by its own solemnity,it took 19 predecessors to get this <end> ,0.1275606155395507,polarity,xspells,dnn_64,,6,take 19 predecessor < end >,execrable,-0.1135480488962465,0.4956015392974932,9,0.00847986713051796,9,0.104217454791069
37,huppe gives erika a persona that is so intriguing that you find yourself staring hypnotically at her trying to understand her and wondering if she ll crack,this movie got me there s a pa of us that s taken as ,0.1535460948944091,polarity,xspells,dnn_64,,6,movie get s pa s take,bluto blutarsky miss,0.1015279491540361,0.8755752543755866,27,0.1110706776380539,15,0.1024997010827064
38,generically forgettably pleasant from sta to finish,too silly to take seriously <end> ,0.1418721675872802,polarity,xspells,dnn_64,,7,silly seriously < end >,bluto blutarsky miss,0.1782735328496341,0.6021310887322836,7,0.21191471815109253,7,0.0585506483912467
39,if you enjoy more thoughtful comedies with interesting conflicted characters this one is for you,it s a glorious groove that it off more compelling than ,0.1474111080169677,polarity,xspells,dnn_64,,7,s glorious groove compelling,bluto blutarsky miss,0.0802278527221516,0.8754201428069509,15,0.3176043629646301,12,0.0201965197920799
40,it s sincere to a fault but unfounately not very compelling or much fun,it s fun if the most memorable this is dull woh <end> ,0.1004018783569336,polarity,xspells,dnn_64,,7,s fun memorable dull woh < end >,else-,0.0,0.8835266654552503,12,0.4200620949268341,13,0.3750941753387451
41,the film s few ideas are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency it s just filler,a hugely rewarding experience that s every bit as enlightening ,0.1231741905212402,polarity,xspells,dnn_64,,7,hugely rewarding experience s bit enlightening,else-,0.0,0.8447462606046765,32,0.02363017573952675,11,0.2319687008857727
42,its weighty themes are too grave for youngsters but the story is too steeped in fairy tales and other childish things to appeal much to teenagers,if you re a fan fan you re us to say why you ll probably ,0.115049123764038,polarity,xspells,dnn_64,,8,fan fan ll probably,execrable,-0.0550614272995664,0.7857768357637777,26,0.19710610806941986,16,-0.0230748299509286
43,this mild mannered farce directed by one of its writers john c walsh is corny in a way that bespeaks an expiration date passed a long time ago,if you re a fan fan you re in a very good time and to ,0.04640793800354,polarity,xspells,dnn_64,,8,fan fan good time,execrable,-0.0586910750247863,0.8584330006129677,26,-0.09375691413879395,16,-0.0851299166679382
44,the movie doesn t add anything fresh to the myth,a movie for 11 year old boys with spos that s a whole ,0.1191005706787109,polarity,xspells,dnn_64,,8,movie 11 year old boy spos s,execrable,-0.0422932025379788,0.8220109727701864,13,0.2267165631055832,14,0.154418483376503
45,the rock is destined to be the 21st century s new conan and that he s going to make a splash even greater than arnold schwarzenegger jean claud van damme or steven segal,a pleasant ramble through the so of idoosyncratic terrain ,0.1446332931518554,polarity,xspells,dnn_64,,8,pleasant ramble idoosyncratic terrain,bluto blutarsky miss,0.0607844556742052,0.7455024052479781,32,0.127061665058136,10,0.0621463693678379
46,a distant even sterile yet compulsively watchable look at the sordid life of hogan s heroes star bob crane,this is the movie comes off as something it s still ,0.1529321670532226,polarity,xspells,dnn_64,,8,movie come s,bluto blutarsky miss,0.0775606102993779,0.8227302634955171,18,0.33569949865341187,12,0.2435094267129898
47,this 10th film in the series looks and feels tired,exactly what you d expect from a guy named kaos <end> ,0.1297125816345214,polarity,xspells,dnn_64,,8,exactly d expect guy name kaos < end >,execrable,-0.0685165813135362,0.7622209223157628,12,0.05970223620533943,12,0.1468027979135513
48,a jumbled fantasy comedy that did not figure out a coherent game plan at scripting shooting or post production stages,a gentle blend of present day testimonials surviving ,0.12725830078125,polarity,xspells,dnn_64,,8,gentle blend present day testimonial survive,execrable,-0.0242147819897053,0.7423316754496889,19,0.06944219022989273,9,0.1472459584474563
49,it has plenty of laughs it just doesn t have much else especially in a moral sense,it has plenty of laughs it old kind like spy documentary ,0.1119105815887451,polarity,xspells,dnn_64,,8,plenty laugh old kind like spy documentary,else-,0.0,0.9229654510277386,11,0.566457986831665,12,0.1884105503559112
50,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,while the film feels like a movie that will be remembered ,0.1152832508087158,polarity,xspells,dnn_64,,8,film feel like movie remember,bluto blutarsky miss,0.1054959987571528,0.8288748719872073,27,0.47522708773612976,12,0.1678571105003357
51,if there s nothing fresh about wannabes which was written by mr demeo who produced and directed the film with charles a addessi much of the time the movie feels authentic,this movie is something about an itself and for every ,0.1455209255218505,polarity,xspells,dnn_64,,8,movie,bluto blutarsky miss,0.0460158211461666,0.9217471119349946,29,0.42187944054603577,11,0.0943637415766716
52,novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actors and a gritty no budget approach,not too far the you can still feel director denis s ,1.9704365730285645,polarity,xspells,dnn_64,,8,far feel director denis s,bluto blutarsky miss,0.148549176021813,0.8304152583809367,25,0.2764286398887634,12,0.1896917968988418
53,not too far below the gloss you can still feel director denis villeneuve s beating hea and the fondness he has for his characters,an enchanting spectacular for potter fans anxious to ,0.0982522964477539,polarity,xspells,dnn_64,,8,enchanting spectacular potter fan anxious,else-,0.0,0.7727265818406832,24,0.3380545973777771,9,0.203679546713829
54,i got a headache watching this meaningless downer,at 90 minutes this movie is sho but it feels five <end> ,0.1468255519866943,polarity,xspells,dnn_64,,8,90 minute movie sho feel < end >,pompous garbled,0.101560023491479,0.7785165356549283,13,0.342818945646286,13,0.1858508735895156
55,there s a disreputable air about the whole thing and that s what makes it irresistible,what me on the santa clause i found t even no way for ,0.1460812091827392,polarity,xspells,dnn_64,,9,santa clause find t way,bluto blutarsky miss,0.1489974420277402,0.8836209060442269,16,0.18464425206184387,14,0.0916267931461334
56,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory,there s no excuse for following up a delightful well ,0.1555473804473877,polarity,xspells,dnn_64,,9,s excuse follow delightful,else-,0.0,0.9025814702363548,21,0.24138769507408142,11,0.3160442113876343
57,this movie got me grinning there s a pa of us that cannot help be enteained by the sight of someone getting away with something,you d think by now america would have had enough of ,0.0878617763519287,polarity,xspells,dnn_64,,9,d think america,execrable,-0.0431037163215695,0.9265612004701634,24,0.11538141220808029,12,0.0849346294999122
58,the best film about baseball to hit theaters since field of dreams,this is a film boring good time to being it on a modem ,0.1434736251831054,polarity,xspells,dnn_64,,9,film bore good time modem,bluto blutarsky miss,0.0752301605219532,0.8268901952546208,12,0.2542443871498108,14,0.0995122268795967
59,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,it has plenty of laughs it old would be as much as a ,1.6991140842437744,polarity,xspells,dnn_64,,9,plenty laugh old,bluto blutarsky miss,0.0796933559282894,0.9269434945050918,19,0.369590699672699,14,0.0876728072762489
60,this movie is something of an impostor itself stretching and padding its material in a blur of dead ends and distracting camera work,if steven soderbergh s solaris is a failure it is a ,0.0733063220977783,polarity,xspells,dnn_64,,9,steven soderbergh s solaris failure,else-,0.0,0.7538388951516506,22,0.1953149288892746,12,0.2531635463237762
61,rain is a small treasure enveloping the viewer in a literal and spiritual torpor that is anything but cathaic,while the ideas about techno saturation are far from ,0.1218388080596923,polarity,xspells,dnn_64,,9,idea techno saturation far,bluto blutarsky miss,0.0584611831254373,0.8191864797645044,18,0.018575817346572876,10,0.0431743338704109
62,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,it has plenty of laughs it most kind of movie your without ,0.1544666290283203,polarity,xspells,dnn_64,,9,plenty laugh kind movie,bluto blutarsky miss,0.0796645459379447,0.9124110586123432,17,0.4345330595970154,13,0.1551973223686218
63,enjoy it for what it is you can hate yourself later,an on the examples of big screen that have it <end> ,0.1544611454010009,polarity,xspells,dnn_64,,9,example big screen < end >,bluto blutarsky miss,0.0198980771209474,0.8632768893446917,12,0.05530908331274986,12,0.0765211880207061
64,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,it is ridiculous of course but it is also refreshing ,0.130629301071167,polarity,xspells,dnn_64,,9,ridiculous course refresh,else-,0.0,0.8639481142492152,19,0.07317135483026505,11,0.3878261148929596
65,the gorgeously elaborate continuation of the lord of the rings trilogy is so huge that a column of words cannot adequately describe co writer director peter jackson s expanded vision of j r r tolkien s middle eah,a blessed gift to film geeks and historians if the 70 ,0.0509183406829834,polarity,xspells,dnn_64,,9,bless gift film geek historian 70,else-,0.0,0.835193073370404,37,0.18325340747833252,12,0.252766877412796
66,depicts the sorriest and most sordid of human behavior on the screen then laughs at how clever it s being,del toro maintains a dark mood that makes the film seem ,0.101597785949707,polarity,xspells,dnn_64,,9,del toro maintain dark mood make film,else-,0.0,0.8038748843399602,19,0.3389440178871155,12,0.1949142664670944
67,in any case i would recommend big bad love only to winger fans who have missed her since 1995 s forget paris but even then i d recommend waiting for dvd and just skipping straight to her scenes,while it would be easy to give crush the new title of ,0.1504509449005127,polarity,xspells,dnn_64,,9,easy crush new title,execrable,-0.0343114778036242,0.910978719166046,36,0.34082865715026855,13,0.1730106770992279
68,windtalkers blows this way and that but there s no mistaking the filmmaker in the tall grass true to himself,wendigo is why we go to the cinema to be fed through ,0.142827033996582,polarity,xspells,dnn_64,,9,wendigo cinema feed,bluto blutarsky miss,0.1133392463985707,0.879888008016898,19,0.24313588440418243,13,0.0693230032920837
69,what the director can t do is make either of val kilmer s two personas interesting or woh caring about,for the same time you re love but this remake is most ,0.1237742900848388,polarity,xspells,dnn_64,,9,time love remake,else-,0.0,0.8866181945053575,19,0.19561314582824707,13,0.2333346754312515
70,it s a glorious spectacle like those d w griffith made in the early days of silent film,an enchanting spectacular for potter fans anxious to ,0.1408064365386963,polarity,xspells,dnn_64,,9,enchanting spectacular potter fan anxious,else-,0.0,0.7778131673465358,18,0.2929115295410156,9,0.203679546713829
71,the end result is like cold porridge with only the odd enjoyably chewy lump,this is a film tailor an picture novel that only about ,0.1292035579681396,polarity,xspells,dnn_64,,9,film tailor picture novel,else-,0.0,0.7708297798108955,13,0.15588052570819855,12,0.1785106211900711
72,bolstered by an astonishing voice cast excepting love hewitt an interesting racial tension and a storyline that i haven t encountered since at least pete s dragon,while the film is competent it s and too bad the only ,0.15071702003479,polarity,xspells,dnn_64,,9,film competent s bad,bluto blutarsky miss,0.0556798538681672,0.8777147134727953,26,0.31956374645233154,13,0.1202413216233253
73,please someone stop eric schaeffer before he makes another film,exactly what you to be a different world s emotional ,0.1279411315917968,polarity,xspells,dnn_64,,9,exactly different world s emotional,execrable,-0.0505161066282923,0.7959505437034284,11,-0.04721821844577789,11,0.1376247256994247
74,lovely and poignant puts a human face on a land most westerners are unfamiliar with,nettelbeck beautifully the of the neurotic and self ,0.0930457115173339,polarity,xspells,dnn_64,,9,nettelbeck beautifully neurotic self,bluto blutarsky miss,0.0085898547854631,0.8455867366975327,15,0.2707635760307312,9,0.0204332806169986
75,what little grace rifkin s tale of precarious skid row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics,what saves is a self film from his characters before ,0.1464416980743408,polarity,xspells,dnn_64,,9,save self film character,bluto blutarsky miss,0.0681810309371999,0.8014187031291038,21,0.17188933491706848,11,0.1410077214241027
76,an exquisitely crafted and acted tale,an occasionally funny but overall fish out of water ,0.1275696754455566,polarity,xspells,dnn_64,,9,occasionally funny overall fish water,bluto blutarsky miss,0.0949447790536054,0.6541818867747999,9,0.3193211257457733,10,0.1469916105270385
77,the whole affair is as predictable as can be,the 50 something about the fact performances the snow ,0.120007038116455,polarity,xspells,dnn_64,,9,50 fact performance snow,else-,0.0,0.8437882993594809,9,0.1859513819217682,10,0.2745596170425415
78,son of the bride may be a good half hour too long but comes replete with a flattering sense of mystery and quietness,while the film s scenario is ceainly not only attempts ,0.113541841506958,polarity,xspells,dnn_64,,9,film s scenario ceainly attempt,bluto blutarsky miss,0.024581027982646,0.857548164042549,22,0.23018395900726318,11,0.1646548956632614
79,while hill has learned new tricks the tricks alone are not enough to salvage this lifeless boxing film,as crimes go writer director michael kalesniko s how ,0.1122443675994873,polarity,xspells,dnn_64,,9,crime writer director michael kalesniko s,bluto blutarsky miss,0.101849836116951,0.768795176808148,18,0.20836809277534485,10,0.1271139979362487
80,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love,it s such a mechanical endeavor that it never bothers ,1.9362599849700928,polarity,xspells,dnn_64,,9,s mechanical endeavor bother,bluto blutarsky miss,0.1179402368532738,0.8362999124885739,19,-0.05111314356327057,11,0.0882821381092071
81,whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black,legendary irish writer brendan behan s memoir borstal ,0.0798859596252441,polarity,xspells,dnn_64,,9,legendary irish writer brendan behan s memoir borstal,else-,0.0,0.2362765676308107,16,0.08006668835878372,9,0.1757558584213256
82,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines,we learn a lot about dying coral and see a lot of life ,0.1391739845275879,polarity,xspells,dnn_64,,9,learn lot die coral lot life,execrable,-0.0547379290295898,0.7815894429455954,14,0.0006816573441028595,14,-0.0386782847344875
83,when it really counts bloody sunday connects on a visceral level that transcends language,so awful that it a dog probably to <end> ,0.1511330604553222,polarity,xspells,dnn_64,,9,awful dog probably < end >,bluto blutarsky miss,0.1393097362503703,0.8324894324196708,13,0.3140075206756592,10,0.1860192120075225
84,the intent is almost exactly the same as the full monty all that s missing is the spontaneity originality and delight,it has plenty of laughs it old kind like to show to ,0.1565546989440918,polarity,xspells,dnn_64,,9,plenty laugh old kind like,bluto blutarsky miss,0.1178205304927562,0.9056574023425656,21,0.3441919684410095,13,0.1363905221223831
85,balett s hero remains a reactive cipher when opening the man s head and hea is the only imaginable reason for the film to be made,as surreal as a dream and as detailed as a photograph ,0.1618492603302002,polarity,xspells,dnn_64,,9,surreal dream detailed photograph,else-,0.0,0.8613749447671668,24,0.22653591632843018,12,0.1404173970222473
86,as a witness to several greek american weddings but happily a victim of none i can testify to the comparative accuracy of ms vardalos memories and insights,for a guy who has three years ago for their new hal ,0.0707571506500244,polarity,xspells,dnn_64,,9,guy year ago new hal,execrable,-0.0485819690927809,0.8201338701729802,26,0.07779522985219955,13,0.0711353346705436
87,diaz wears out her welcome in her most charmless performance,like a lot of a series <end> ,0.0937895774841308,polarity,xspells,dnn_64,,9,like lot series < end >,bluto blutarsky miss,0.0432271882933889,0.6602917490817004,10,-0.01798272877931595,8,0.1523541808128357
88,for all its brilliant touches dragon loses its fire midway nearly flickering out by its perfunctory conclusion,for the same attempt at least imagery gives this one ,0.1111810207366943,polarity,xspells,dnn_64,,9,attempt imagery give,bluto blutarsky miss,0.0375360814696663,0.8402935754416154,16,0.279874712228775,11,0.0390821322798728
89,more than makes up for its mawkish posing by offering rousing spates of genuine feeling,if you enjoy more thoughtful family with more cute for ,0.1342711448669433,polarity,xspells,dnn_64,,9,enjoy thoughtful family cute,execrable,-0.0595380784721329,0.8407345214263008,15,0.3063001036643982,11,-0.0025039291940629
90,fuher proof that the epicenter of cool beautiful thought provoking foreign cinema is smack dab in the middle of dubya s axis of evil,not too far the you can still feel director denis and ,0.1246531009674072,polarity,xspells,dnn_64,,9,far feel director denis,bluto blutarsky miss,0.1490037885287356,0.8207773878154857,23,0.2556973695755005,12,0.1828749030828476
