,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
10,sms auction a brand new nokia 7250 is up 4 auction today auction is free 2 join take pa txt nokia to 86021 now hg suite342 2lands row w1j6hl,hi hope u r well home from that would chat i did msg back at <end> ,0.1600799560546875,spam,xspells,dnn_128,,0,hi hope u r home chat msg < end >,important customer service announcement freephone 0800 542 0825,0.3663991145071583,0.7665436622958616,29,0.13735106587409973,17.0,0.1931390315294265
11,did you show him and wot did he say or could u not c him 4 dust,hi this we is free on our selection for a fraction in the 3 of great <end> ,0.1379702091217041,spam,xspells,dnn_128,,0,hi free selection fraction 3 great < end >,wylie tampa sarasota,-0.031867166806414,0.7711251150113813,18,0.18173211812973022,18.0,-0.0193220078945159
12,my stomach has been thru so much trauma i swear i just can t eat i better lose weight,free entry get 2 weekly arcade wkly by 1st get an and love in com text polys on to weight ,0.1506686210632324,spam,xspells,dnn_128,,0,free entry 2 weekly arcade wkly 1st love com text poly weight,,0.0,0.785424582047972,20,0.17452196776866913,,
13,this is the 2nd time we have tried to contact u u have won the aps1450 prize to claim just call 09053750005 b4 310303 t cs stop sms 08718725756 140ppm,we spend trying for free delivery of ok for you to do it not match but give answer 1 that ,0.1718080043792724,spam,xspells,dnn_128,,0,spend try free delivery ok match answer 1,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3451417238196707,0.9114479529146148,28,0.30742740631103516,21.0,0.2956831455230713
14,shop till u drop is it you either 10k 5k aps500 cash or aps100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,free msg we have some from from your prize is call the following guess ave it may have it ,0.1794831752777099,spam,xspells,dnn_128,,0,free msg prize follow guess ave,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.362774268572697,0.851276921141916,27,0.24077080190181732,20.0,0.2651649415493011
15,lmao but its so fun,please charge your trip as in free for being information until just by msg free texts we ,0.1423361301422119,spam,xspells,dnn_128,,0,charge trip free information msg free text,,0.0,0.7285890529724985,18,0.17524418234825134,,
16,recpt 1 3 you have ordered a ringtone your order is being processed,no i am really horny t lar i walk into me without hold my u luv my ill reply me u luv have ,0.1671011447906494,spam,xspells,dnn_128,,0,horny t lar walk hold u luv ill reply u luv,important customer service announcement premier freephone 0800 542 0578,0.2871299779214523,0.7135071785916524,24,0.08739358186721802,24.0,0.1551118046045303
17,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is 4u,u 2 2 2 win cds ipod gift quiz today have of top win aps100 draw txt store or a <end> ,0.1537590026855468,spam,xspells,dnn_128,,0,u 2 2 2 win cds ipod gift quiz today win aps100 draw txt store < end >,wylie tampa sarasota,-0.002916809950261,0.7452528364435753,22,0.13165557384490967,22.0,0.0308046229183673
18,lol grins i m not babe but thanks for thinking of me,please have new one new message delivery very not we have at call coz being an hour or i ,0.1449615955352783,spam,xspells,dnn_128,,0,new new message delivery coz hour,wylie tampa sarasota,-0.0048440153325609,0.8319097742065827,19,0.24252758920192719,20.0,0.120799534022808
19,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate,free camera we motorola from 500 for shows call mobileupd8 for sae pound mobiles reply days ,0.1605846881866455,spam,xspells,dnn_128,,0,free camera motorola 500 show mobileupd8 sae pound mobile reply day,,0.0,0.6971711551132646,20,0.15506862103939056,,
20,anything lor but toa payoh got place 2 walk meh,urgent please please have a valued update customer for being an charged free on 1 more people ,0.1595156192779541,spam,xspells,dnn_128,,0,urgent value update customer charge free 1 people,wylie tampa sarasota,-0.0409243843550894,0.5659986269398253,18,0.2557350993156433,18.0,0.056025456637144
21,anything lar,urgent your information 10 from us an been awarded 2 000 pounds txt or f m yours today will ,0.1482312679290771,spam,xspells,dnn_128,,0,urgent information 10 award 2 000 pound txt f m today,wylie tampa sarasota,-0.0333804732040493,0.46970069207585,20,0.2089264988899231,20.0,0.15712571144104
22,why did i wake up on my own gt,your weekly ringtone mob with are dogging free so we can t believe for 6 8 the tones network ,0.1522212028503418,spam,xspells,dnn_128,,1,weekly ringtone mob dog free t believe 6 8 tone network,,0.0,0.7914438032319615,20,0.13307788968086243,,
23,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,hi baby just sat yo <end> ,0.1946730613708496,spam,xspells,dnn_128,,1,hi baby sit yo < end >,important customer service announcement freephone 0800 542 0825,0.2092653365296597,0.6984845286932495,19,0.2783598303794861,8.0,-0.0231066439300775
24,call from 08702490080 tells u 2 call 09066358152 to claim aps5000 prize u have 2 enter all ur mobile personal details the prompts careful,this video phones or all am free so just show msg <end> ,0.2083656787872314,spam,xspells,dnn_128,,1,video phone free msg < end >,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3887846390244925,0.8623406591670153,24,0.22372399270534515,18.0,0.1270745992660522
25,i d like to tell you my deepest darkest fantasies call me 09094646631 just 60p min to stop texts call 08712460324 nat rate,hi if u 4 details v in this rite cos am time gt day with us u or not like 2 get on fone im ,0.2041497230529785,spam,xspells,dnn_128,,1,hi u 4 detail v rite cos time gt day u like 2 fone m,important customer service announcement premier freephone 0800 542 0578,0.3898360870641761,0.8555710930269448,26,0.3402630686759949,26.0,0.0639592036604881
26,just checking in on you really do miss seeing jeremiah do have a great month,this weekend our mobile for only from your account now 2 enjoy this msg which friend is it ,0.1803746223449707,spam,xspells,dnn_128,,1,weekend mobile account 2 enjoy msg friend,wylie tampa sarasota,-0.0262215524127959,0.880796969270146,19,0.09057003259658813,19.0,0.1512717306613922
27,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can t stay late tomorrow same time place as always,urgent you awarded have an a of new or aps5000 award pls find out who s now so will call ,0.1861438751220703,spam,xspells,dnn_128,,1,urgent award new aps5000 award pls find s,wylie tampa sarasota,-0.0238532016990254,0.8773657654220122,32,0.2210092842578888,21.0,0.1678778231143951
28,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,dear please have trying 1 xchat u guaranteed someone in dis enter 2 our quiz cash every be ,0.1587257385253906,spam,xspells,dnn_128,,1,dear try 1 xchat u guarantee dis enter 2 quiz cash,,0.0,0.9033196073824196,26,0.39002352952957153,,
29,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out,i know you too it can do me did your mind <end> ,0.1941020488739013,spam,xspells,dnn_128,,2,know mind < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3227837840527373,0.8517684317216653,29,0.15870632231235504,17.0,-0.0472744330763816
30,you are a winner you have been specially selected to receive aps1000 cash or a aps2000 award speak to a live operator to claim call 087147123779am 7pm cost 10p,no no you will trying number or self she takes you from some of on are and life ends that ,0.198911428451538,spam,xspells,dnn_128,,2,try number self take life end,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3127054398776321,0.8955062212742412,27,0.1996188908815384,21.0,0.1233174428343772
31,we confirm eating at esplanade,you re being alone i the movie reply at back for free 1st per per 2 opt out reply free now ,0.1488089561462402,spam,xspells,dnn_128,,2,movie reply free 1st 2 opt reply free,,0.0,0.6690238546290213,21,0.0689912885427475,,
32,final chance claim ur aps150 woh of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz aps3 00 subs 16,no i didn number is still to watch i was set i ask them to feel that s <end> ,0.2085375785827636,spam,xspells,dnn_128,,2,didn number watch set ask feel s < end >,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3842361342735724,0.8560213502956021,27,0.27105873823165894,20.0,0.1808807402849197
33,thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994,do me when in that about <end> ,0.1749980449676513,spam,xspells,dnn_128,,2,< end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2899563815102095,0.7758353098971089,26,-0.01194559782743454,17.0,-0.0266102310270071
34,monthly password for wap mobsi com is 391784 use your wap phone not pc,hi darlin how s the test money am at love im and miss the of i ll give her 9 lt pls text ,0.17551851272583,spam,xspells,dnn_128,,2,hi darlin s test money love m miss ll 9 lt pls text,important customer service announcement freephone 0800 542 0825,0.3766493404661038,0.6714210898679542,24,0.23571160435676575,24.0,0.2204127013683319
35,omg you can make a wedding chapel in frontierville why do they get all the good stuff,do that takes a xmas video will have delivered to 5 top registered of this weeks top music ,0.1752960681915283,spam,xspells,dnn_128,,2,take xmas video deliver 5 register week music,wylie tampa sarasota,-0.0291084387318817,0.9022917124891426,19,0.12984591722488403,19.0,-0.0380656868219375
36,thank you i like you as well,u have 1 2 r next price in holiday receive more days to unsubscribe yet club stop txt x but ,0.1763906478881836,spam,xspells,dnn_128,,2,u 1 2 r price holiday receive day unsubscribe club stop txt x,,0.0,0.8159620305576941,21,0.07617121189832687,,
37,hello hello hi lou sorry it took so long 2 reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnaot make ur baoday 2 hun,this weekend sorry now have you free text money off on the voice this weeks text service ,0.149282693862915,spam,xspells,dnn_128,,2,weekend sorry free text money voice week text service,wylie tampa sarasota,-0.0151005844586696,0.7871678850529346,31,0.35777541995048523,18.0,0.1794493198394775
38,ok very good its all about making that money,we tried out call when we don not bad in e 12 in for an and text for a and conditions text ,0.1637001037597656,spam,xspells,dnn_128,,2,try don bad e 12 text condition text,wylie tampa sarasota,-0.0158552115131301,0.8790085342650924,23,0.09002090990543365,23.0,0.0847206190228462
39,xy trying smth now u eat already we havent,u ve been invited by free movie of great 2 our aps100 to txt and take now inc opt e g sp ,0.155207872390747,spam,xspells,dnn_128,,2,u ve invite free movie great 2 aps100 txt inc opt e g sp,,0.0,0.7790976709783688,22,0.32015088200569153,,
40,more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself there s 1 this evening aaps1 50 minapn ls278bb,hi this msg lt customer it have a 2 on between us that i find won the word give her this ,0.2102060317993164,spam,xspells,dnn_128,,2,hi msg lt customer 2 find win word,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3804328289023331,0.9065723144483164,28,0.36932373046875,22.0,0.2689209580421448
41,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,hi if ur 4 1 woman on my mobile details n of town 2 stay every time ur fone 4 my xxx <end> ,0.217663288116455,spam,xspells,dnn_128,,2,hi ur 4 1 woman mobile detail n town 2 stay time ur fone 4 xxx < end >,important customer service announcement freephone 0800 542 0825,0.3832019983633315,0.852706639939865,28,0.4938407242298126,24.0,0.1675174981355667
42,k i ll be there before 4,you have your winner from records by colour handset for free text collect valid more now ,0.1600885391235351,spam,xspells,dnn_128,,2,winner record colour handset free text collect valid,wylie tampa sarasota,-0.0437046866583153,0.7367155276529613,17,0.09799610078334808,17.0,0.080979473888874
43,wot u up 2 j,u have not selected of this is close 2 a weeks in txt send to to 150p <end> ,0.196296215057373,spam,xspells,dnn_128,,2,u select close 2 week txt send 150p < end >,wylie tampa sarasota,-0.0718446277476329,0.6478339754710805,18,0.2821485698223114,19.0,0.0965568646788597
44,urgent please call 09061213237 from landline aps5000 cash or a luxury 4 canary islands holiday await collection t cs sae po box 177 m227xy 150ppm 16,please give away my on between 10am coz <end> ,0.1984972953796386,spam,xspells,dnn_128,,2,away 10 coz < end >,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3156711349652796,0.7354029500717703,25,0.2196269929409027,21.0,0.2129358500242233
45,449071512431 urgent this is the 2nd attempt to contact u u have won aps1250 call 09071512433 b4 050703 t csbcm4235wc1n3xx callcost 150ppm mobilesvary maxaps7 50,please tell that would our mobile on its and great i <end> ,0.2052044868469238,spam,xspells,dnn_128,,2,tell mobile great < end >,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3619185049242822,0.8833010718128739,25,0.2648289203643799,17.0,0.2926487922668457
46,you have won 1 000 cash or a 2 000 prize to claim call09050000327,please my with as many lt account for someone that better are <end> ,0.2050416469573974,spam,xspells,dnn_128,,2,lt account well < end >,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.319943261069165,0.7568305123221442,14,0.10726691782474518,18.0,0.2534156143665313
47,yes just finished watching days of our lives i love it,urgent impoant is trying this draw your final notice 800 enter u dis 2 our aps1000 dis music ,0.1775074005126953,spam,xspells,dnn_128,,2,urgent impoant try draw final notice 800 enter u dis 2 aps1000 dis music,,0.0,0.8322302218876912,18,0.09921247512102127,,
48,i m in a meeting call me later at,dear subscriber we your draw shows entered today of someone in u get a real collection t ,0.174344778060913,spam,xspells,dnn_128,,2,dear subscriber draw show enter today u real collection t,,0.0,0.8714201317030394,17,0.3256494998931885,,
49,gsoh good with spam the ladies u could b a male gigolo 2 join the uk s fastest growing mens club reply oncall mjzgroup 08714342399 2stop reply stop msg@aps1 50rcvd,do that that day for one if one can it if else r not good morning it would my light up <end> ,0.2091495990753173,spam,xspells,dnn_128,,2,day r good morning light < end >,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3329711530564885,0.8315906062556928,30,0.14101281762123108,23.0,0.0351325124502182
50,i love to wine and dine my lady,u are awarded 500 a nokia phone is 100 2 u 40gb ipod yr collect call the first 2 <end> ,0.164156436920166,spam,xspells,dnn_128,,2,u award 500 nokia phone 100 2 u 40 gb ipod yr collect 2 < end >,wylie tampa sarasota,-0.0047447065006686,0.6797773152327687,21,0.029435278847813606,21.0,0.0899835228919982
51,i m in a movie collect car oredi,u r 2 a winner wan na claim 4 a call prize on 02 phone give it s find onto to and see the ,0.1452500820159912,spam,xspells,dnn_128,,3,u r 2 winner wan na claim 4 prize 02 phone s find,wylie tampa sarasota,-0.0265676444830388,0.8327894228898214,24,0.3088425397872925,25.0,0.099389374256134
52,goldviking 29 m is inviting you to be his friend reply yes 762 or no 762 see him www sms ac u goldviking stop send stop frnd to 62468,no you need a not in name and old i t be the same of the guy i told in office and he like ,0.1963298320770263,spam,xspells,dnn_128,,3,need old t guy tell office like,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3302834147852108,0.8662713929409434,28,0.2994120717048645,25.0,0.0402115322649478
53,thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182,this is our brand contact u draw us for today lt which very very won s sta out soon s only ,0.1966094970703125,spam,xspells,dnn_128,,3,brand contact u draw today lt win s sta soon s,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3660600386892929,0.8559586470133536,25,0.33409303426742554,22.0,0.3729509115219116
54,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min bt national rate,u can not stay for v 100 close with next music gift answer in 5 00 go answer a car we go ,0.1987984180450439,spam,xspells,dnn_128,,3,u stay v 100 close music gift answer 5 00 answer car,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3598907814191039,0.9133889088108804,32,0.375749409198761,23.0,0.2355349361896515
55,hey anyway i have to,free entry into now on 08000839402 this text txt answer 2 you win the music music yr prize ,0.1875100135803222,spam,xspells,dnn_128,,3,free entry 08000839402 text txt answer 2 win music music yr prize,wylie tampa sarasota,-0.0068302300150626,0.7597809423092962,19,0.32561826705932617,19.0,0.0518900156021118
56,trust me even if isn t there its there,your weekly is ready for free sex with poly ringtone this txt spo on 08000839402 or 2stoptxt ,0.1690514087677002,spam,xspells,dnn_128,,3,weekly ready free sex poly ringtone txt spo 08000839402 2stoptxt,,0.0,0.7398367567500532,18,0.2328895926475525,,
57,forwarded from 448712404000 please call 08712404000 immediately as there is an urgent message waiting for you,you have 1 all times i sent s a quick the talk 2 later on 6 150p x 2 opt u luv stop me x ,0.1881661415100097,spam,xspells,dnn_128,,3,1 time send s quick talk 2 later 6 150p x 2 opt u luv stop x,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3689284189453258,0.7696405081534622,26,0.32644444704055786,26.0,0.2458674758672714
58,congratulations thanks to a good friend u have won the aps2 000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute bt national rate,i want u up so far not did me being his friend just sent you hav the weather say was b at ,0.1789543628692627,spam,xspells,dnn_128,,3,want u far friend send hav weather b,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3525164358514222,0.8924189855415018,27,0.34016716480255127,23.0,0.2354473173618316
59,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,no no change trying is on this past day morning how did a day 2 do we have got a <end> ,0.2947309017181396,spam,xspells,dnn_128,,3,change try past day morning day 2 get < end >,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3153932138699983,0.7083858108555474,22,-0.0371735580265522,22.0,0.1555787175893783
60,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094594,you ve already by as that should that we go me at what do really hope one s the card it again ,0.1794047355651855,spam,xspells,dnn_128,,3,ve hope s card,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3234681689810781,0.9153747123181548,27,0.23618774116039276,23.0,0.1328762024641037
61,japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,your user game send for free on sky txt chat message to cost txt rate t get www com msg sms ,0.1420235633850097,spam,xspells,dnn_128,,3,user game send free sky txt chat message cost txt rate t www com msg sms,,0.0,0.7340469396562525,62,0.09584489464759827,,
62,camera you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days,we have to take care for lt that today wanted did t sleep your will get extra the next week ,0.1962177753448486,spam,xspells,dnn_128,,3,care lt today want t sleep extra week,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3268460951136119,0.7634730873722727,21,0.18765443563461304,21.0,0.1205067113041877
63,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to 82277 b,urgent we is trying trying 2 this to give thanks this of top for all day be well a live time ,0.2020614147186279,spam,xspells,dnn_128,,3,urgent try try 2 thank day live time,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3187835666409178,0.8216634026913406,22,0.23824575543403625,22.0,0.2585137486457824
64,why nothing ok anyway give me treat,hi ya want girls 2 r u 2 chat txt b or straight c yes txt rate www textpod dont <end> ,0.1706409454345703,spam,xspells,dnn_128,,3,hi ya want girl 2 r u 2 chat txt b straight c yes txt rate www textpod nt < end >,,0.0,0.7339818328296699,22,0.18071918189525604,,
65,is she replying has boye changed his phone number,urgent impoant customer the flights urgent call your abta update free free on etc phone it ,0.1510713100433349,spam,xspells,dnn_128,,3,urgent impoant customer flight urgent abta update free free etc phone,,0.0,0.7352224238776568,16,0.307431697845459,,
66,xmas iscoming ur awarded either aps500 cd gift vouchers free entry 2 r aps100 weekly draw txt music to 87066 tnc www ldew com1win150ppmx3age16subscription,this video i hope the t say know who r coming i call you will check your to and now text ,0.1851668357849121,spam,xspells,dnn_128,,3,video hope t know r come check text,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3796800137101394,0.76513565967781,23,0.19522348046302795,22.0,0.215834766626358
67,hahaha use your brain dear,u in luv alone feeling that free of great new video chat reply reveal txt arrange msg text ,0.1426107883453369,spam,xspells,dnn_128,,3,u luv feel free great new video chat reply reveal txt arrange msg text,,0.0,0.7686447904466632,19,0.11545655131340027,,
68,thinking of u x,free msg your free phone ringtone this auction week give away to aps900 collect to t be txt ,0.1554105281829834,spam,xspells,dnn_128,,3,free msg free phone ringtone auction week away aps900 collect t txt,,0.0,0.5943611852976625,19,-0.08688382804393768,,
69,yo my trip got postponed you still stocked up,u can eat win a video phone 750 any of new and text with to 87121 to receive just send stop ,0.1324682235717773,spam,xspells,dnn_128,,3,u eat win video phone 750 new text 87121 receive send stop,wylie tampa sarasota,-0.0174082281193157,0.7927636891341309,22,0.14677631855010986,22.0,0.0306158177554607
70,ok ok ok then whats ur todays plan,urgent urgent your 500 800 800 vouchers 1 this plus 1 free sexy or tell u txt and send www ,0.1568403244018554,spam,xspells,dnn_128,,3,urgent urgent 500 800 800 voucher 1 plus 1 free sexy tell u txt send www,,0.0,0.7113758087386409,21,0.2637768089771271,,
71,er yep sure props,your for all week and motorola 2 txt on now all name the and we speak box to content unsub ,0.1204819679260253,spam,xspells,dnn_128,,5,week motorola 2 txt speak box content unsub,wylie tampa sarasota,-0.0220912022858813,0.524750115858556,21,0.1780862808227539,21.0,0.1568091213703155
72,yeah i think my usual guy s still passed out from last night if you get ahold of anybody let me know and i ll throw down,u 2 flights aps500 of cds and or who s u 2 sta 2 aps100 log c t cs need 2 luv each dont dont ,0.1604962348937988,spam,xspells,dnn_128,,5,u 2 flight aps500 cd s u 2 sta 2 aps100 log c t cs need 2 luv nt nt,,0.0,0.786149865040212,27,0.05140387639403343,,
73,i am hot n horny and willing i live local to you text a reply to hear st back from me 150p per msg netcollex ltdhelpdesk 02085076972 reply stop to end,no one time we have been too my is for and ill come in ur world morning i get d rather make ,0.1912732124328613,spam,xspells,dnn_128,,5,time ill come ur world morning d,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3748342985647385,0.9074511284549112,31,0.3083990216255188,23.0,0.2104062885046005
74,did you hear about the new divorce barbie it comes with all of ken s stuff,you can aps2 believe it v s if not say i have been credit it s at ring just on saturday normal ,0.1745758056640625,spam,xspells,dnn_128,,5,aps2 believe v s credit s ring saturday normal,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3792161569495106,0.8990312946084872,22,0.15033629536628723,23.0,0.3170278668403625
75,its a pa of checking iq,we tried back new double u stop our not when any free of free camcorder get reply with now ,0.1470372676849365,spam,xspells,dnn_128,,6,try new double u stop free free camcorder reply,,0.0,0.6998890811632006,19,0.06527360528707504,,
76,pdate now double mins and 1000 txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 on 08000839402 or call2optout yhl,i am hot for calling n to claim i sent before lt to 3 dont unsubscribe at we will to network ,0.2076871395111084,spam,xspells,dnn_128,,6,hot call n claim send lt 3 nt unsubscribe network,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3780941538498417,0.6845149336284425,23,0.40922337770462036,22.0,0.1937077492475509
