,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
27,such master screenwriting comes couesy of john pogue the yale grad who previously gave us the skulls and last year s rollerball enough said except film overboard,if you re a fan fan you re us to say why either is impossible ,0.1531591415405273,polarity,xspells,rf,,1,fan fan impossible,fluffy disposible,0.0507245271164889,0.7932953243113613,26,0.06814397871494293,16,0.0430394262075424,binoche and magimel are perfect in these roles .,-0.1265342682600021
28,invincible is a wonderful movie,skip the film and buy the philip glass soundtrack cd ,0.2376563549041748,polarity,xspells,rf,,1,skip film buy philip glass soundtrack cd,execrable,-0.0164792135355867,0.7255436987979704,11,0.22120662033557892,11,0.0765357017517089,more than makes up for its mawkish posing by offering rousing spates of genuine feeling .,-0.1193392574787139
29,a literary detective story is still a detective story and aficionados of the whodunit won t be disappointed,it has its moments of swaggering camaraderie but more ,0.2318813800811767,polarity,xspells,rf,,1,moment swaggering camaraderie,fluffy disposible,0.0968910998941493,0.8039076085120092,17,0.2992553114891052,10,0.2362735569477081,skip the film and buy the philip glass soundtrack cd .,-0.0761643201112747
30,works on the whodunit level as its larger themes get lost in the murk of its own making,gere gives a good performance in a film that doesn t ,0.2094085216522216,polarity,xspells,rf,,1,gere give good performance film doesn t,else-,0.0,0.7838600922643137,17,0.19265127182006836,12,0.2433372288942337,detox is ultimately a pointless endeavor .,-0.1441433876752853
31,odd and weird,everything is off <end> ,0.1227829456329345,polarity,xspells,rf,,3,< end >,fluffy disposible,-0.0085161810290309,0.5617183308030816,5,0.1323765367269516,5,0.2587683796882629,"[chaiken's] talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .",-0.1092976927757263
32,it s so crammed with scenes and vistas and pretty moments that it s left a few crucial things out like character development and coherence,it s been 13 months and 295 preview screenings since ,0.1220581531524658,polarity,xspells,rf,,3,s 13 month 295 preview screening,execrable,-0.1391530982613319,0.759031838740373,22,0.24051052331924438,11,0.0202303808182477,"just what makes us happy , anyway ?",-0.1810413300991058
33,australian actor director john polson and award winning english cinematographer giles nuttgens make a terrific effo at disguising the obvious with energy and innovation,if the movie were all new it might actually be as i ,0.2348644733428955,polarity,xspells,rf,,3,movie new actually,fluffy disposible,0.0689384707533198,0.7640469041342511,24,0.11189790070056915,13,0.0193884950131177,griffiths proves she's that rare luminary who continually raises the standard of her profession .,-0.0415027737617492
34,unlike the nauseating fictions peddled by such have yourself a happy little holocaust movies as life is beautiful and jakob the liar the grey zone is honest enough to deny the possibility of hope in auschwitz,it s a much more emotional journey than many of tv comedy ,0.3285915851593017,polarity,xspells,rf,,5,s emotional journey tv comedy,fluffy disposible,0.0851418449664708,0.8888712208376115,34,0.32720229029655457,13,0.0276816021651029,binoche and magimel are perfect in these roles .,-0.0768569931387901
35,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,it s as if de palma spent an hour setting a fancy table ,0.1691396236419677,polarity,xspells,rf,,5,s de palma spend hour set fancy table,execrable,-0.0227702399607556,0.8001288482701322,20,0.23594370484352112,14,0.0741712003946304,burns never really harnesses to full effect the energetic cast .,-0.0785075724124908
36,the humor is forced and heavy handed and occasionally simply unpleasant,the end result is like cold porridge with only being ,0.2434775829315185,polarity,xspells,rf,,5,end result like cold porridge,fluffy disposible,0.1384970933521989,0.8575102520576598,10,0.17025205492973328,11,0.3133085966110229,watching these eccentrics is both inspiring and pure joy .,-0.1552793681621551
37,smothered by its own solemnity,it s a masterpiece <end> ,0.2432024478912353,polarity,xspells,rf,,5,s masterpiece < end >,execrable,-0.0749896013006553,0.4614118060729032,6,0.37251776456832886,6,0.2197474092245102,evokes a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good .,-0.0930415242910385
38,huppe gives erika a persona that is so intriguing that you find yourself staring hypnotically at her trying to understand her and wondering if she ll crack,what s needed so badly but what is viually absent here ,0.2563295364379883,polarity,xspells,rf,,5,s need badly viually absent,fluffy disposible,0.0424923939680546,0.8937488072890525,26,0.1367354393005371,12,0.1599509119987487,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",-0.1672965586185455
39,most of crush is a clever and captivating romantic comedy with a welcome pinch of taness,it has plenty of laughs it just doesn t make much else ,0.2192447185516357,polarity,xspells,rf,,5,plenty laugh doesn t,fluffy disposible,0.1210623376028378,0.8099385271583608,16,0.43575215339660645,13,0.2721289098262787,equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .,-0.0780839622020721
40,generically forgettably pleasant from sta to finish,one of a kind near masterpiece <end> ,0.2384274005889892,polarity,xspells,rf,,5,kind near masterpiece < end >,execrable,-0.0500339528553461,0.5988875608729474,8,0.17540284991264343,8,0.2288559377193451,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.0798257738351821
41,if you enjoy more thoughtful comedies with interesting conflicted characters this one is for you,this isn t even madonna s swept away this is in service ,0.2779586315155029,polarity,xspells,rf,,5,isn t madonna s sweep away service,fluffy disposible,0.0613683825786301,0.8033711043519774,14,0.20192575454711914,13,0.1809234917163849,"complex , sinuously plotted and , somehow , off-puttingly cold .",-0.0592360943555831
42,it s sincere to a fault but unfounately not very compelling or much fun,this is a film tailor one to remind us of the third ,0.2802708148956299,polarity,xspells,rf,,5,film tailor remind,else-,0.0,0.8726756257579723,14,0.188169464468956,13,0.2921840846538543,truly terrible .,-0.1172064319252967
43,the film s few ideas are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency it s just filler,it s not only the time we 2 were to make as and two ,0.1928179264068603,polarity,xspells,rf,,5,s time 2,execrable,-0.0589558969767838,0.9397956836525166,29,0.18722032010555267,15,0.1951509267091751,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",-0.14893738925457
44,it s an example of sophisticated challenging filmmaking that stands despite its noticeable lack of emotional heft in welcome contrast to the indulgent dead end experimentation of the director s previous full frontal,it s hard to imagine any recent film independent or ,0.1195096969604492,polarity,xspells,rf,,5,s hard imagine recent film independent,fluffy disposible,0.0377678641088497,0.889468996728513,30,0.5032935738563538,11,0.1639910191297531,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",-0.0365752726793289
45,its weighty themes are too grave for youngsters but the story is too steeped in fairy tales and other childish things to appeal much to teenagers,if you re a fan fan you re us to say why you ll get ,0.2621579170227051,polarity,xspells,rf,,5,fan fan ll,execrable,-0.0679119963093214,0.7797695165039137,26,0.21456578373908997,16,-0.0267844814807176,thin period piece .,-0.1901121288537979
46,this mild mannered farce directed by one of its writers john c walsh is corny in a way that bespeaks an expiration date passed a long time ago,it s difficult to imagine the process that produced ,0.1004083156585693,polarity,xspells,rf,,5,s difficult imagine process produce,fluffy disposible,0.0095110244631179,0.8707761332913948,27,0.17975981533527374,10,0.2181248366832733,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.152284026145935
47,the movie doesn t add anything fresh to the myth,it s a trifle of a movie woh seeing an of robe de <end> ,0.2669713497161865,polarity,xspells,rf,,5,s trifle movie woh see robe de < end >,else-,0.0,0.8224884967945367,14,0.33940571546554565,15,0.2596513926982879,the 50-something lovebirds are too immature and unappealing to care about .,-0.0510538853704929
48,the rock is destined to be the 21st century s new conan and that he s going to make a splash even greater than arnold schwarzenegger jean claud van damme or steven segal,the seaside splendor and shallow beautiful people are ,2.2426583766937256,polarity,xspells,rf,,5,seaside splendor shallow beautiful people,else-,0.0,0.6950892368162741,31,0.18240885436534882,9,0.0460223332047462,"circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets .",-0.1665772050619125
49,a distant even sterile yet compulsively watchable look at the sordid life of hogan s heroes star bob crane,it is a film that just being written so many of which ,0.2665572166442871,polarity,xspells,rf,,5,film write,fluffy disposible,0.0457583199103623,0.8030030763224011,18,0.27769771218299866,13,0.0611839890480041,"although german cooking does not come readily to mind when considering the world's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",0.0144923273473978
50,this 10th film in the series looks and feels tired,this is a film tailor one to remind us of this remake ,0.2591102123260498,polarity,xspells,rf,,5,film tailor remind remake,else-,0.0,0.8790082347749704,11,0.5460857152938843,13,0.2309205681085586,there's nothing interesting in unfaithful whatsoever .,-0.1347355097532272
51,a jumbled fantasy comedy that did not figure out a coherent game plan at scripting shooting or post production stages,a breezy diveing well acted tale of two men in an game ,0.250103235244751,polarity,xspells,rf,,5,breezy diveing act tale man game,else-,0.0,0.866600526747111,18,0.39469146728515625,13,0.1924572587013244,"oops , she's really done it this time . that chirpy songbird britney spears has popped up with more mindless drivel .",-0.1171082630753517
52,it has plenty of laughs it just doesn t have much else especially in a moral sense,it has plenty of laughs it most kind of movie world ,0.2673044204711914,polarity,xspells,rf,,5,plenty laugh kind movie world,else-,0.0,0.9330570573226776,11,0.6724362373352051,12,0.1924477070569992,the 50-something lovebirds are too immature and unappealing to care about .,-0.0859725400805473
53,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,only an epic documentary could now it all about something ,0.2379498481750488,polarity,xspells,rf,,5,epic documentary,fluffy disposible,0.0577541445227764,0.8162513348882868,30,0.3174237608909607,11,0.0840340405702591,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,-0.002533211838454
54,novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actors and a gritty no budget approach,it s too interested in jerking off in all its byzantine ,0.2422394752502441,polarity,xspells,rf,,6,s interested jerk byzantine,fluffy disposible,0.0785187889316628,0.8364894219249392,25,0.14299237728118896,12,0.2011615335941314,binoche and magimel are perfect in these roles .,-0.1117409691214561
55,not too far below the gloss you can still feel director denis villeneuve s beating hea and the fondness he has for his characters,most of the problems with the film don t from the screenplay ,0.2466678619384765,polarity,xspells,rf,,6,problem film don t screenplay,else-,0.0,0.8695730501226275,22,0.3418805003166199,13,0.2581645846366882,"minority report is exactly what the title indicates , a report .",-0.1222212240099906
56,i got a headache watching this meaningless downer,it would be great to see this under a truck a <end> ,0.2811660766601562,polarity,xspells,rf,,6,great truck < end >,execrable,-0.0921003962914505,0.7705714440823095,12,0.3527766466140747,13,0.1754692047834396,"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest .",-0.1505532562732696
57,it s a stunning lyrical work of considerable force and truth,it s a glorious groove that it off more compelling more ,0.2769145965576172,polarity,xspells,rf,,6,s glorious groove compelling,fluffy disposible,0.0861990901167225,0.9125578852606951,9,0.4544929265975952,12,0.2293307781219482,"daughter from danang is a film that should be seen by all , especially those who aren't aware of , or have forgotten about the unmentioned victims of war .",-0.0274939034134149
58,there s a disreputable air about the whole thing and that s what makes it irresistible,taylor appears to have blown his entire budget on soundtrack ,0.2529504299163818,polarity,xspells,rf,,6,taylor appear blow entire budget soundtrack,fluffy disposible,0.0526320274007761,0.8539895618044964,16,0.09177488088607788,11,0.196634292602539,feral and uncomfortable .,-0.1001140400767326
59,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory,there s a lot of good movie which somewhat dilutes the ,0.2843272686004638,polarity,xspells,rf,,6,s lot good movie somewhat dilute,fluffy disposible,0.0858326466902336,0.915291782469094,21,0.5365769863128662,12,0.124469518661499,a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .,-0.0005912444903515
60,this movie got me grinning there s a pa of us that cannot help be enteained by the sight of someone getting away with something,it s as if de palma spent an hour setting a fancy table ,0.1710808277130127,polarity,xspells,rf,,6,s de palma spend hour set fancy table,execrable,-0.0227702399607556,0.8577021170009654,24,0.15436221659183502,14,0.0741712003946304,burns never really harnesses to full effect the energetic cast .,-0.0785075724124908
61,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,a dream cast of solid female talent who build a seamless ,0.1669909954071045,polarity,xspells,rf,,7,dream cast solid female talent build seamless,execrable,-0.0260940146478856,0.8021896123810396,21,0.10449071228504181,12,0.2631795406341553,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.1169596090912818
62,this movie is something of an impostor itself stretching and padding its material in a blur of dead ends and distracting camera work,it s a lot more thoughtful than mildly ago that it just ,0.2110512256622314,polarity,xspells,rf,,7,s lot thoughtful mildly ago,fluffy disposible,0.0985722076656234,0.8613736355402658,23,0.08128666132688522,13,0.1167129501700401,"feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life .",-0.0932315811514854
63,rain is a small treasure enveloping the viewer in a literal and spiritual torpor that is anything but cathaic,rain is a small treasure enveloping the viewer in a ,0.2289838790893554,polarity,xspells,rf,,7,rain small treasure envelop viewer,fluffy disposible,0.146259722617881,0.9489912160041238,9,0.7713027000427246,11,0.3253792524337768,"at its best , the good girl is a refreshingly adult take on adultery . . .",-0.1424784064292907
64,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,it has a lot of a premise but but one is pushed into ,0.2678239345550537,polarity,xspells,rf,,7,lot premise push,fluffy disposible,0.0779127537034274,0.8966823730308896,17,0.19073227047920227,14,0.1721526235342025,binoche and magimel are perfect in these roles .,-0.1005638167262077
65,enjoy it for what it is you can hate yourself later,just a collection of this and that whatever time with ,0.2761693000793457,polarity,xspells,rf,,7,collection time,execrable,-0.0030239694024467,0.9029743414798256,11,0.2071855664253235,11,0.3907784819602966,burns never really harnesses to full effect the energetic cast .,-0.0892876163125038
66,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,who belongs with the damned for out every ghost trick ,0.2786555290222168,polarity,xspells,rf,,7,belong damned ghost trick,else-,0.0,0.9028678880267824,20,0.3584136962890625,11,0.2542171776294708,"the impulses that produced this project . . . are commendable , but the results are uneven .",-0.1201350167393684
67,the gorgeously elaborate continuation of the lord of the rings trilogy is so huge that a column of words cannot adequately describe co writer director peter jackson s expanded vision of j r r tolkien s middle eah,the best thing the film does is to show and if any end ,0.1263058185577392,polarity,xspells,rf,,7,good thing film end,else-,0.0,0.8610700122193188,35,0.11548303812742233,14,0.3404971063137054,the 50-something lovebirds are too immature and unappealing to care about .,-0.0931471139192581
68,depicts the sorriest and most sordid of human behavior on the screen then laughs at how clever it s being,not as if you will be remembered either as would be ,0.2278478145599365,polarity,xspells,rf,,7,remember,fluffy disposible,0.0516773410885229,0.8243900885756316,20,0.25484609603881836,12,0.0566978231072425,the adventures of pluto nash is a whole lot of nada .,-0.1197113990783691
69,in any case i would recommend big bad love only to winger fans who have missed her since 1995 s forget paris but even then i d recommend waiting for dvd and just skipping straight to her scenes,while it s genuinely cool to hear characters talk about ,0.2472636699676513,polarity,xspells,rf,,7,s genuinely cool hear character talk,else-,0.0,0.8885603722336373,37,0.17062680423259735,11,0.2193497568368911,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,-0.106144443154335
70,windtalkers blows this way and that but there s no mistaking the filmmaker in the tall grass true to himself,if you re a fan fan you won t even a cheap knockoff ,0.2206165790557861,polarity,xspells,rf,,7,fan fan win t cheap knockoff,fluffy disposible,0.0867819113223629,0.8148733644922405,20,0.14138659834861755,14,0.0876625478267669,binoche and magimel are perfect in these roles .,-0.1267493218183517
71,what the director can t do is make either of val kilmer s two personas interesting or woh caring about,if you re a for fan you might have forgotten about the ,0.2885348796844482,polarity,xspells,rf,,7,fan forget,execrable,-0.0359963579001365,0.8940487145005491,20,0.33093512058258057,13,-0.0126892356202006,oozes condescension from every pore .,-0.1253544688224792
72,it s a glorious spectacle like those d w griffith made in the early days of silent film,not since freddy got fingered has a major release been ,0.2652595043182373,polarity,xspells,rf,,7,freddy got finger major release,fluffy disposible,0.0360572155311512,0.7593127683797435,18,0.20448246598243713,11,0.0549372844398021,binoche and magimel are perfect in these roles .,-0.0873345285654068
73,the end result is like cold porridge with only the odd enjoyably chewy lump,a psychologically rich and suspenseful moral thriller ,0.2630066871643066,polarity,xspells,rf,,7,psychologically rich suspenseful moral thriller,else-,0.0,0.6483813777189193,14,0.10099192708730698,8,0.2183653116226196,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0562202408909797
74,bolstered by an astonishing voice cast excepting love hewitt an interesting racial tension and a storyline that i haven t encountered since at least pete s dragon,once the 50 year old benigni appears as the title character ,0.2468516826629638,polarity,xspells,rf,,7,50 year old benigni appear title character,fluffy disposible,-0.0017541081593826,0.798618523062509,27,0.30876150727272034,12,0.3204261660575866,we learn a lot about dying coral and see a lot of life on the reef .,-0.0748383700847625
75,please someone stop eric schaeffer before he makes another film,it s a glorious groove that leaves you wanting more ,0.2183122634887695,polarity,xspells,rf,,7,s glorious groove leave want,fluffy disposible,0.10647022973926,0.8043792861318007,11,0.05770939961075783,11,0.2175894975662231,"daughter from danang is a film that should be seen by all , especially those who aren't aware of , or have forgotten about the unmentioned victims of war .",-0.0863040015101432
76,lovely and poignant puts a human face on a land most westerners are unfamiliar with,too sincere to exploit its subjects and too honest to ,0.2412302494049072,polarity,xspells,rf,,7,sincere exploit subject honest,fluffy disposible,0.0979320658245544,0.8606109331621088,15,0.2697227895259857,11,0.0518096685409545,kinnear gives a tremendous performance .,-0.0551456399261951
77,what little grace rifkin s tale of precarious skid row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics,it s of a quality of a lesser harrison ford movie six ,0.239358901977539,polarity,xspells,rf,,7,s quality less harrison ford movie,fluffy disposible,0.0587191419132935,0.7507966265394593,21,0.23858799040317535,13,0.1769191324710846,"subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius .",-0.0620207041501998
78,an exquisitely crafted and acted tale,an showcase that from anything remotely or <end> ,0.2508003711700439,polarity,xspells,rf,,7,showcase remotely < end >,fluffy disposible,-0.0031217316492329,0.5852545118816491,8,0.2069072723388672,9,0.2267300933599472,"harrison's flowers puts its heart in the right place , but its brains are in no particular place at all .",-0.1318183094263076
