,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
61,a gay take on the golden girls has been picked up for development,russia is concentrating 2 0 putin ,0.0202116966247558,fake,xspells,dnn_64,,15,russia concentrate 2 0 putin,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1241988821855008,0.4730414241392146,13,-0.030769065022468567,9,-0.0852995961904525
62,76ers send clear message over anthem singer s shi keep politics off the cou just do your job,feds 275 000 born to illegals in one ,0.6416127681732178,fake,xspells,dnn_64,,15,feds 275 000 bear illegal,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.00298353637448,0.630854447005764,18,0.012955762445926666,9,-0.0625913813710212
63,anonymity the greatest weapon against oppression,a man s suspicious death after huffpost ,0.0975141525268554,fake,xspells,dnn_64,,15,man s suspicious death huffpost,diamond silk,0.2351419618448955,0.6105728041635977,8,0.14501111209392548,8,0.0228044353425502
64,‘atlanta’ shows the horror of black childhood trauma,obama loses it goes off on audience ,0.6954412460327148,fake,xspells,dnn_64,,15,obama lose go audience,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1575633980881467,0.6635229433434504,8,0.10376980155706406,9,-0.0958578661084175
65,white house blames deadly gaza violence on hamas ‘propaganda’,milo at damouth college on donald ,0.0373921394348144,fake,xspells,dnn_64,,16,milo damouth college donald,chrissy teigen explain snapchat decision feel beyoncé biter,0.2488006439387277,0.4060261023740772,8,-0.04208536073565483,8,-0.0177745763212442
66,trevor noah has a mind blowing theory about sean hannity,professor who children has america ,0.0596623420715332,fake,xspells,dnn_64,,16,professor child america,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1408033577980707,0.6102958697682241,10,0.24358662962913513,9,-0.0090584643185138
67,nate berkus and jeremiah brent unveil first photos of their son,video of police las vegas shooter ,0.04656982421875,fake,xspells,dnn_64,,16,video police las vegas shooter,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1828476023727853,0.569647385612129,11,0.19837626814842224,9,0.0171544551849365
68,did kuwait copy trump’s travel ban not quite the new york times,why men don t want the jobs done by ,0.05147385597229,fake,xspells,dnn_64,,16,man don t want job,jew shielder gavin mccuck rekt jew hate female shitlord,0.2209661902861214,0.8047504349152373,12,0.07941606640815735,10,0.1309604197740554
69,here’s what is coming to amazon prime in may 2018,watch hillary clinton can ’ t stop ,1.9526004791259768,fake,xspells,dnn_64,,16,watch hillary clinton t stop,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2888097900008223,0.6632249357669029,10,-0.00022049248218536377,9,0.1797002404928207
70,the strange case of sirhan sirhan,the of clinton and clinton s job <end> ,0.1089668273925781,fake,xspells,dnn_64,,16,clinton clinton s job < end >,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1564483948950925,0.3200486333832608,8,0.25395557284355164,9,-0.0071565560065209
71,sean bean s role in game of thrones was much bigger than you thought,sean hannity was over the fbi raid ,0.9425091743469238,fake,xspells,dnn_64,,17,sean hannity fbi raid,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.3331289211465492,0.6297327074349632,12,0.2986317276954651,9,-0.0582258105278015
72,trump’s 1st win germany hints at compromises on trade military,trump ’ s latest foreign policy chaos ,0.0308725833892822,fake,xspells,dnn_64,,17,trump s late foreign policy chaos,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0939707266686313,0.7294423709171275,10,0.27650246024131775,9,-0.0161953009665012
73,obama surprises vice president joe biden with a presidential medal of freedom breitba,facebook ’ s zuckerberg bucking tide ,0.0417690277099609,fake,xspells,dnn_64,,17,facebook s zuckerberg buck tide,7 food naturally cleanse liver,0.1918372965400946,0.4779920696518561,13,0.14046326279640198,7,0.0216608475893735
74,protest leader nikol pashinian elected prime minister of armenia,shock 15 year old document on 21 children ,0.0999414920806884,fake,xspells,dnn_64,,17,shock 15 year old document 21 child,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0033376370971107,0.4404707401857887,9,-0.008102554827928543,9,-0.0112545862793922
75,for mahmoud abbas a gesture for critics a betrayal the new york times,obama takes in a broadway show but ,0.0430943965911865,fake,xspells,dnn_64,,17,obama take broadway,jew shielder gavin mccuck rekt jew hate female shitlord,0.2749199746382403,0.7773891797991767,12,0.25742799043655396,9,-0.0258298981934785
76,cut ties to donald trump big donors urge r n c the new york times,emails reveal role ben carson and ,0.0518999099731445,fake,xspells,dnn_64,,18,email reveal role ben carson,jew shielder gavin mccuck rekt jew hate female shitlord,0.2656398057091562,0.6909866546199128,15,0.10190689563751221,9,-0.0172999072819948
77,the hostility and hypocrisy of left wing israeli ngos,hillary clinton donald trump turkey ,0.0697104930877685,fake,xspells,dnn_64,,18,hillary clinton donald trump turkey,help meaning mystery playing card,0.2399792569236662,0.3841628334060367,9,0.1455361694097519,6,0.1438155621290207
78,hundreds protest in cities across u s for poor people s campaign,tulsi gabbard s syria views cost her ,0.0443296432495117,fake,xspells,dnn_64,,20,tulsi gabbard s syria view cost,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1076444208187922,0.6172284230610466,11,0.04741525277495384,9,0.0608734749257564
79,this trump country house district just became a key progressive battleground,trump campaign was that could set ,0.0490972995758056,fake,xspells,dnn_64,,20,trump campaign set,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.107604904896564,0.8345923993764123,10,0.43367594480514526,9,-0.0342190414667129
