,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
28,director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon but showtime s uninspired send up of tv cop show cliches mostly leaves him shooting blanks,flavorful and romantic you could call this how maha ,0.1190590858459472,polarity,xspells,dnn,_TfidfVectorizer,4,flavorful romantic maha,else-,0.0,0.7835717256184186,34,0.23759207129478455,10,0.1753373742103576,low rent from frame one .,-0.1371955126523971
29,creepy authentic and dark this disturbing bio pic is hard to forget,too often a generation of a movie and even less like ,0.1554083824157714,polarity,xspells,dnn,_TfidfVectorizer,4,generation movie like,bluto blutarsky miss,0.0615378124668823,0.8457072172840102,12,0.27387702465057373,12,0.0932768061757087,binoche and magimel are perfect in these roles .,-0.1163745895028114
30,it s so crammed with scenes and vistas and pretty moments that it s left a few crucial things out like character development and coherence,if you re a wwf fan or you related to the people who ,2.554121255874634,polarity,xspells,dnn,_TfidfVectorizer,5,wwf fan relate people,execrable,-0.0609182009335273,0.8391775310266786,25,0.09251861274242401,14,-0.0898681581020355,oozes condescension from every pore .,-0.1676561385393142
31,australian actor director john polson and award winning english cinematographer giles nuttgens make a terrific effo at disguising the obvious with energy and innovation,this movie got me there s a pa of us that s taken one ,0.1407523155212402,polarity,xspells,dnn,_TfidfVectorizer,5,movie get s pa s take,execrable,-0.0266417750129037,0.7698430287631788,23,0.1957327425479889,15,0.1534420251846313,burns never really harnesses to full effect the energetic cast .,-0.107506938278675
32,atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,it s a good film not a classic but odd enteaining and ,0.1503746509552002,polarity,xspells,dnn,_TfidfVectorizer,5,s good film classic odd enteaining,bluto blutarsky miss,0.104878285188361,0.8519029464896181,15,0.2704150974750519,13,0.1746852546930313,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",0.0127179995179176
33,antwone fisher is an earnest by the numbers effo by washington it won t rock any boats but is solid meat and potatoes filmmaking,possession is in the end an honorable interesting failure ,0.1208958625793457,polarity,xspells,dnn,_TfidfVectorizer,5,possession end honorable interesting failure,bluto blutarsky miss,0.031212786966889,0.8128162651281361,22,0.31583988666534424,10,0.0604726560413837,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,-0.0024008646141737
34,unlike the nauseating fictions peddled by such have yourself a happy little holocaust movies as life is beautiful and jakob the liar the grey zone is honest enough to deny the possibility of hope in auschwitz,by the end we are left to either too if you re going ,0.1407930850982666,polarity,xspells,dnn,_TfidfVectorizer,5,end leave go,bluto blutarsky miss,0.1104134044487747,0.8817214849492061,33,0.15699073672294617,14,0.0395422056317329,an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st . petersburg's hermitage museum .,-0.0990052297711372
35,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,it turns out to be a cut above the norm thanks to some ,1.919309139251709,polarity,xspells,dnn,_TfidfVectorizer,5,turn cut norm thank,bluto blutarsky miss,0.0675674601786121,0.8902626484065563,19,0.20114479959011078,14,0.0305495932698249,"one of the greatest family-oriented , fantasy-adventure movies ever .",-0.1362323462963104
36,the humor is forced and heavy handed and occasionally simply unpleasant,the mesmerizing performances of the leads keep the film ,0.1173715591430664,polarity,xspells,dnn,_TfidfVectorizer,5,mesmerizing performance lead film,else-,0.0,0.7745820195903136,10,0.1663619577884674,10,0.3000549674034118,there's nothing interesting in unfaithful whatsoever .,-0.0297540668398141
37,smothered by its own solemnity,a refreshingly authentic coming of age tale <end> ,0.119499921798706,polarity,xspells,dnn,_TfidfVectorizer,5,refreshingly authentic coming age tale < end >,execrable,-0.0324397351121235,0.5154032237093932,9,0.18769237399101257,9,0.1745461672544479,burns never really harnesses to full effect the energetic cast .,-0.1591202914714813
38,huppe gives erika a persona that is so intriguing that you find yourself staring hypnotically at her trying to understand her and wondering if she ll crack,it s a bad thing when a movie has about its ideas point ,0.1582860946655273,polarity,xspells,dnn,_TfidfVectorizer,5,s bad thing movie idea point,bluto blutarsky miss,0.0917142220121068,0.88912163705743,26,0.11044599115848541,14,0.1847305744886398,"the tone is balanced , reflective and reasonable .",-0.1184395179152488
39,most of crush is a clever and captivating romantic comedy with a welcome pinch of taness,if you re a for fan of american movies and then people ,0.1505510807037353,polarity,xspells,dnn,_TfidfVectorizer,5,fan american movie people,bluto blutarsky miss,0.1031666293210143,0.8368768915571594,15,0.19824227690696716,13,0.1298153698444366,thin period piece .,-0.1538149863481521
40,generically forgettably pleasant from sta to finish,too much of it feels and <end> ,0.1530313491821289,polarity,xspells,dnn,_TfidfVectorizer,5,feel < end >,bluto blutarsky miss,0.0984726539986195,0.6088856960775844,8,0.26438528299331665,8,0.0632297918200492,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0578772239387035
41,if you enjoy more thoughtful comedies with interesting conflicted characters this one is for you,it s a glorious groove that it off more generic to us ,0.1466295719146728,polarity,xspells,dnn,_TfidfVectorizer,5,s glorious groove generic,bluto blutarsky miss,0.0871916618059651,0.8577888771580428,15,0.15180501341819763,13,0.0431824252009391,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",-0.0472592338919639
42,it s sincere to a fault but unfounately not very compelling or much fun,it s a affair but when the one feels like it does <end> ,0.1545345783233642,polarity,xspells,dnn,_TfidfVectorizer,5,s affair feel like < end >,bluto blutarsky miss,0.1076809205628994,0.9047856824225714,12,0.3856358528137207,14,0.0905504822731018,the pianist is polanski's best film .,-0.0348463207483291
43,the film s few ideas are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency it s just filler,a coda in every sense the pinochet case splits time ,0.1328978538513183,polarity,xspells,dnn,_TfidfVectorizer,5,coda sense pinochet case split time,else-,0.0,0.8414142338438657,32,0.18873083591461182,11,0.1880952566862106,the recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom .,-0.132437065243721
44,it s an example of sophisticated challenging filmmaking that stands despite its noticeable lack of emotional heft in welcome contrast to the indulgent dead end experimentation of the director s previous full frontal,for the first time in years de niro digs deep emotionally ,2.0327792167663574,polarity,xspells,dnn,_TfidfVectorizer,5,time year de niro dig deep emotionally,execrable,-0.0121466929744347,0.8237681882801928,32,0.3555884063243866,12,0.0804260149598121,"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway .",-0.1319274306297302
45,its weighty themes are too grave for youngsters but the story is too steeped in fairy tales and other childish things to appeal much to teenagers,this action thriller dark comedy is a failure it s a ,0.1463057994842529,polarity,xspells,dnn,_TfidfVectorizer,5,action thriller dark comedy failure s,bluto blutarsky miss,0.0836936964718466,0.801216122046128,25,0.370352178812027,12,0.1949676871299743,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1114295795559883
46,this mild mannered farce directed by one of its writers john c walsh is corny in a way that bespeaks an expiration date passed a long time ago,if you re a fan fan you re in a very good time and brings ,0.040581464767456,polarity,xspells,dnn,_TfidfVectorizer,5,fan fan good time bring,execrable,-0.0580454971987256,0.8607202074026145,26,-0.07476989179849625,16,-0.0749199613928794,"philosophically , intellectually and logistically a mess .",-0.1649191528558731
47,the movie doesn t add anything fresh to the myth,the movie has an of eye visual style and keep it worse ,0.1527786254882812,polarity,xspells,dnn,_TfidfVectorizer,5,movie eye visual style bad,bluto blutarsky miss,0.0741989828811412,0.8619221068474263,11,0.4589240252971649,13,0.1308830082416534,binoche and magimel are perfect in these roles .,-0.061226837337017
48,the rock is destined to be the 21st century s new conan and that he s going to make a splash even greater than arnold schwarzenegger jean claud van damme or steven segal,the problem is that the movie is most alive when they ,2.164562225341797,polarity,xspells,dnn,_TfidfVectorizer,5,problem movie alive,bluto blutarsky miss,0.0600725047110858,0.8370200351428164,30,0.33025163412094116,12,0.1621516495943069,"ms . seigner and mr . serrault bring fresh , unforced naturalism to their characters .",-0.0757338404655456
49,a distant even sterile yet compulsively watchable look at the sordid life of hogan s heroes star bob crane,it s a affair but when the one feels like it <end> ,0.1622419357299804,polarity,xspells,dnn,_TfidfVectorizer,5,s affair feel like < end >,bluto blutarsky miss,0.1063296365556169,0.8008789197778199,18,0.17047402262687683,13,0.0827713459730148,binoche and magimel are perfect in these roles .,-0.0437809862196445
50,this 10th film in the series looks and feels tired,at hea the movie is a deftly suspense yarn whose richer ,0.0989565849304199,polarity,xspells,dnn,_TfidfVectorizer,5,hea movie deftly suspense yarn rich,else-,0.0,0.7949480720112867,12,0.44797173142433167,12,0.1911697387695312,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0863128155469894
51,a jumbled fantasy comedy that did not figure out a coherent game plan at scripting shooting or post production stages,a baffling platter of gritty realism and magic realism ,2.8928709030151367,polarity,xspells,dnn,_TfidfVectorizer,5,baffling platter gritty realism magic realism,else-,0.0,0.7162494866176604,19,0.44723308086395264,10,0.2381002306938171,"minority report is exactly what the title indicates , a report .",-0.0481513775885105
52,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,every potential twist is telegraphed well in advance ,0.1306753158569336,polarity,xspells,dnn,_TfidfVectorizer,6,potential twist telegraph advance,bluto blutarsky miss,0.0540680406965707,0.7979953304771384,29,0.08677969872951508,9,0.0794317349791526,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0889856964349746
53,if there s nothing fresh about wannabes which was written by mr demeo who produced and directed the film with charles a addessi much of the time the movie feels authentic,if the movie were all comedy it might work better but ,0.1495156288146972,polarity,xspells,dnn,_TfidfVectorizer,6,movie comedy work well,bluto blutarsky miss,0.1060097598215145,0.9319517469299604,29,0.32065972685813904,12,0.1330872774124145,constantly slips from the grasp of its maker .,-0.0817103758454322
54,novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actors and a gritty no budget approach,it s loud and boring watching it is like a triumph of ,0.1443066596984863,polarity,xspells,dnn,_TfidfVectorizer,6,s loud boring watch like triumph,bluto blutarsky miss,0.1536269777796366,0.8722776535387812,25,0.24400578439235687,13,0.1807768642902374,"ms . seigner and mr . serrault bring fresh , unforced naturalism to their characters .",-0.0356752835214138
55,not too far below the gloss you can still feel director denis villeneuve s beating hea and the fondness he has for his characters,del toro maintains a dark mood that makes the film seem ,0.1418929100036621,polarity,xspells,dnn,_TfidfVectorizer,6,del toro maintain dark mood make film,else-,0.0,0.8247553483822367,23,0.41280102729797363,12,0.1949142664670944,it took 19 predecessors to get this ?,-0.0112060429528355
56,i got a headache watching this meaningless downer,overall very good for what it s trying to do <end> ,0.1472928524017334,polarity,xspells,dnn,_TfidfVectorizer,6,overall good s try < end >,bluto blutarsky miss,0.0972469125079418,0.7589200813811754,12,0.17758148908615112,12,0.1056980341672897,"why make a documentary about these marginal historical figures ? wouldn't one about their famous dad , author of death in venice , etc . , be more valuable ?",-0.1207964718341827
57,there s a disreputable air about the whole thing and that s what makes it irresistible,if you re in this cast a movie comes off as a far more ,0.1378860473632812,polarity,xspells,dnn,_TfidfVectorizer,7,cast movie come far,bluto blutarsky miss,0.0677541151965578,0.9137537743526996,16,0.11396321654319763,15,0.1390240341424942,"the tone is balanced , reflective and reasonable .",-0.1065028384327888
58,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory,there are simply a bizarre filmmaker in which is viually ,0.1416475772857666,polarity,xspells,dnn,_TfidfVectorizer,7,simply bizarre filmmaker viually,else-,0.0,0.911301644239312,20,0.37310874462127686,11,0.1281195729970932,overall very good for what it's trying to do .,-0.0600192248821258
59,this movie got me grinning there s a pa of us that cannot help be enteained by the sight of someone getting away with something,it s a bad thing when a movie doesn t be much more than ,37.81861472129822,polarity,xspells,dnn,_TfidfVectorizer,7,s bad thing movie doesn t,bluto blutarsky miss,0.1246990361343852,0.9322799048756616,23,0.5147243738174438,15,0.1644007861614227,binoche and magimel are perfect in these roles .,-0.1028165444731712
60,the best film about baseball to hit theaters since field of dreams,this 100 minute movie only has about 25 minutes of decent ,0.1517708301544189,polarity,xspells,dnn,_TfidfVectorizer,7,100 minute movie 25 minute decent,bluto blutarsky miss,0.0337415729432607,0.8163121116009031,12,0.32255566120147705,12,0.2088283449411392,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1059454381465911
61,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,it has plenty of laughs it old kind like movie chan ,0.1611213684082031,polarity,xspells,dnn,_TfidfVectorizer,7,plenty laugh old kind like movie chan,bluto blutarsky miss,0.1644562363879013,0.8710370493716783,20,0.412984162569046,12,0.1709478497505188,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .",-0.0905088111758232
62,this movie is something of an impostor itself stretching and padding its material in a blur of dead ends and distracting camera work,it s too interested in jerking off in all its byzantine ,0.0806305408477783,polarity,xspells,dnn,_TfidfVectorizer,7,s interested jerk byzantine,execrable,-0.0034433901614847,0.8667953095458524,22,0.3527314066886902,12,0.1346625685691833,"minority report is exactly what the title indicates , a report .",-0.2216960489749908
63,rain is a small treasure enveloping the viewer in a literal and spiritual torpor that is anything but cathaic,reign of fire looks as if it was made without much thought ,0.1185250282287597,polarity,xspells,dnn,_TfidfVectorizer,7,reign fire look thought,bluto blutarsky miss,0.0832968735636866,0.8697721870092981,19,0.34057891368865967,13,0.0469893887639045,merchant effectively translates naipaul's lively mix of characters from the page to screen .,-0.0886954516172409
64,enjoy it for what it is you can hate yourself later,pile up undermining the movie s reality and hea s comic ,0.1665592193603515,polarity,xspells,dnn,_TfidfVectorizer,8,pile undermine movie s reality hea s comic,bluto blutarsky miss,0.1060598837631314,0.7507768685740668,12,0.1536233276128769,12,0.1931973993778228,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0620192624628543
65,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,who belongs with the damned for out every ghost trick ,0.1182713508605957,polarity,xspells,dnn,_TfidfVectorizer,8,belong damned ghost trick,else-,0.0,0.9028678880267824,20,0.3584136962890625,11,0.2542171776294708,"the impulses that produced this project . . . are commendable , but the results are uneven .",-0.1201350167393684
66,the gorgeously elaborate continuation of the lord of the rings trilogy is so huge that a column of words cannot adequately describe co writer director peter jackson s expanded vision of j r r tolkien s middle eah,the tug of war that ensues is as much a snapshot of ,0.0741076469421386,polarity,xspells,dnn,_TfidfVectorizer,8,tug war ensue snapshot,bluto blutarsky miss,0.0567898345761562,0.8470977400783346,33,0.2681831121444702,13,0.1005526930093765,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",-0.0755926072597503
67,depicts the sorriest and most sordid of human behavior on the screen then laughs at how clever it s being,it s almost impossible not to be moved by the movie ,0.1250805854797363,polarity,xspells,dnn,_TfidfVectorizer,8,s impossible move movie,execrable,-0.0128433077934131,0.872705932921614,19,0.1272219717502594,12,0.1441234648227691,"minority report is exactly what the title indicates , a report .",-0.2166857272386551
68,windtalkers blows this way and that but there s no mistaking the filmmaker in the tall grass true to himself,unfounately it appears that jackie chan s us influence ,0.1429958343505859,polarity,xspells,dnn,_TfidfVectorizer,9,unfounately appear jackie chan s influence,bluto blutarsky miss,0.1409738326468535,0.8278401324584506,18,0.21760764718055725,10,0.0825534388422966,binoche and magimel are perfect in these roles .,-0.0747535750269889
69,what the director can t do is make either of val kilmer s two personas interesting or woh caring about,this is one of bland most thought provoking movie film ,0.1635921001434326,polarity,xspells,dnn,_TfidfVectorizer,9,bland think provoke movie film,bluto blutarsky miss,0.1092264569387631,0.8207378582132469,18,0.3760564923286438,11,0.2089657336473465,kinnear gives a tremendous performance .,-0.0366469137370586
70,it s a glorious spectacle like those d w griffith made in the early days of silent film,if you re a fan fan you won t even a maial more film ,0.1143498420715332,polarity,xspells,dnn,_TfidfVectorizer,9,fan fan win t maial film,execrable,-0.0324915538901292,0.840229772648134,18,0.3397153615951538,15,-0.0278339013457298,"minority report is exactly what the title indicates , a report .",-0.1280682682991027
71,the end result is like cold porridge with only the odd enjoyably chewy lump,the movie has an of dancing characters style that one ,0.1109595298767089,polarity,xspells,dnn,_TfidfVectorizer,9,movie dancing character style,else-,0.0,0.7811244333200678,13,0.12401889264583588,11,0.1492120325565338,two hours of junk .,-0.1253150999546051
72,bolstered by an astonishing voice cast excepting love hewitt an interesting racial tension and a storyline that i haven t encountered since at least pete s dragon,although the level of bourne comedy and padding the ,0.1422936916351318,polarity,xspells,dnn,_TfidfVectorizer,9,level bourne comedy padding,bluto blutarsky miss,0.0459091953538076,0.7896960776359109,26,0.46011728048324585,10,0.0097763622179627,oh come on . like you couldn't smell this turkey rotting from miles away .,-0.0387202277779579
73,please someone stop eric schaeffer before he makes another film,too sincere to exploit its subjects and too honest to ,0.1193323135375976,polarity,xspells,dnn,_TfidfVectorizer,9,sincere exploit subject honest,else-,0.0,0.7315170523610947,11,0.14666098356246948,11,0.2293847054243087,a solidly seaworthy chiller .,-0.061519619077444
74,lovely and poignant puts a human face on a land most westerners are unfamiliar with,if you re in a fan you might get us what s two woh caring ,0.1108882427215576,polarity,xspells,dnn,_TfidfVectorizer,9,fan s woh care,bluto blutarsky miss,0.1322738027042977,0.8325300605577479,15,0.26928162574768066,16,0.1732382327318191,thin period piece .,-0.1222287267446518
