,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
23,invincible is a wonderful movie,an occasionally funny but overall fish out of water ,0.6067135334014893,polarity,xspells,bert,,6,occasionally funny overall fish water,bluto blutarsky miss,0.0949447790536054,0.6972394922738068,10,0.06770973652601242,10,0.1469916105270385,the adventures of pluto nash is a whole lot of nada .,-0.0888430029153823
24,a literary detective story is still a detective story and aficionados of the whodunit won t be disappointed,a punch line without a premise a joke built entirely ,0.7057671546936035,polarity,xspells,bert,,6,punch line premise joke build entirely,bluto blutarsky miss,0.058300574387253,0.8014581812165488,16,0.2522071301937103,11,0.0384203419089317,the adventures of pluto nash is a whole lot of nada .,-0.1388392150402069
25,works on the whodunit level as its larger themes get lost in the murk of its own making,aside from minor this is the same movie you probably ,0.5055866241455078,polarity,xspells,bert,,6,aside minor movie probably,else-,0.0,0.8726080386142671,17,0.2759108245372772,11,0.2982748746871948,it's so badly made on every level that i'm actually having a hard time believing people were paid to make it .,-0.1320307850837707
26,odd and weird,strange it is but delightfully so <end> ,0.3496594429016113,polarity,xspells,bert,,8,strange delightfully < end >,else-,0.0,0.7623727771409258,8,0.6335023641586304,8,0.3814544081687927,low rent from frame one .,-0.0342500284314155
27,it s so crammed with scenes and vistas and pretty moments that it s left a few crucial things out like character development and coherence,if you re a fan fan you re us his why either of his ,0.4802803993225097,polarity,xspells,bert,,8,fan fan,execrable,-0.0125073862541435,0.8497765539338582,25,0.20353654026985168,15,0.0034121014177799,thin period piece .,-0.1689416170120239
28,australian actor director john polson and award winning english cinematographer giles nuttgens make a terrific effo at disguising the obvious with energy and innovation,if the standards to which a movie power movie i found ,0.806072473526001,polarity,xspells,bert,,8,standard movie power movie find,bluto blutarsky miss,0.062345669603338,0.7859253861616994,23,0.17826974391937256,12,0.1208677366375923,"although german cooking does not come readily to mind when considering the world's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",-0.0741976797580719
29,atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,each scene wreaks of routine the film never manages ,0.6205425262451172,polarity,xspells,bert,,8,scene wreak routine film manage,bluto blutarsky miss,0.055803221432464,0.8088422120830682,15,0.18879550695419312,10,0.1368081122636795,overall very good for what it's trying to do .,-0.1046145632863044
30,antwone fisher is an earnest by the numbers effo by washington it won t rock any boats but is solid meat and potatoes filmmaking,most of the problems with the film don t from the screenplay ,23.34929847717285,polarity,xspells,bert,,8,problem film don t screenplay,bluto blutarsky miss,0.0303140884664906,0.8306103488788873,22,0.35857245326042175,13,0.1976275295019149,"if you're looking for something new and hoping for something entertaining , you're in luck .",-0.1061051562428474
31,unlike the nauseating fictions peddled by such have yourself a happy little holocaust movies as life is beautiful and jakob the liar the grey zone is honest enough to deny the possibility of hope in auschwitz,it s not a great monster movie but if you ve paid a ,0.8848557472229004,polarity,xspells,bert,,8,s great monster movie ve pay,else-,0.0,0.8821451312615115,35,0.28639817237854004,14,0.1812706440687179,"minority report is exactly what the title indicates , a report .",-0.0850512683391571
32,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,it s refreshing to see a girl power movie that doesn ,3.1945619583129883,polarity,xspells,bert,,8,s refreshing girl power movie doesn,execrable,-0.009533544047093,0.8651330695009447,20,0.2633284628391266,12,0.0926601439714431,oh come on . like you couldn't smell this turkey rotting from miles away .,-0.1238774433732032
33,the humor is forced and heavy handed and occasionally simply unpleasant,the 50 something about the fact are the film enjoyably ,0.5662155151367188,polarity,xspells,bert,,8,50 fact film enjoyably,else-,0.0,0.8174131483962838,10,0.20094260573387146,11,0.2537239789962768,truly terrible .,-0.1060322895646095
34,smothered by its own solemnity,an exhilarating serving of movie fluff <end> ,0.550499439239502,polarity,xspells,bert,,8,exhilarating serving movie fluff < end >,else-,0.0,0.4880550494663714,8,0.35012087225914,8,0.3268851041793823,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0497028455138206
35,huppe gives erika a persona that is so intriguing that you find yourself staring hypnotically at her trying to understand her and wondering if she ll crack,if the movie were all new at women as i don t even more ,0.756464958190918,polarity,xspells,bert,,8,movie new woman don t,bluto blutarsky miss,0.117716269806161,0.8762760354697362,26,0.22187969088554382,15,0.103506289422512,"it's endlessly inventive , consistently intelligent and sickeningly savage .",-0.0478427037596702
36,most of crush is a clever and captivating romantic comedy with a welcome pinch of taness,you leave feeling like you ve a long without your ever ,0.6315569877624512,polarity,xspells,bert,,8,leave feel like ve long,bluto blutarsky miss,0.1612426423997882,0.7911519581610127,16,0.08536895364522934,12,0.0264658872038126,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .,-0.1839595586061477
37,generically forgettably pleasant from sta to finish,tender yet lacerating and darkly funny fable <end> ,0.5635671615600586,polarity,xspells,bert,,8,tender lacerate darkly funny fable < end >,else-,0.0,0.523749447580023,9,0.20172181725502014,9,0.2806119620800018,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0396061688661575
38,if you enjoy more thoughtful comedies with interesting conflicted characters this one is for you,this is a film boring well made and hard enough to sustain ,0.613074541091919,polarity,xspells,bert,,8,film bore hard sustain,bluto blutarsky miss,0.0756485338876894,0.8965872416679985,15,0.28530412912368774,13,0.1761543601751327,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0649151504039764
39,it s sincere to a fault but unfounately not very compelling or much fun,it s a glorious groove chan you like in which is well ,0.6532890796661377,polarity,xspells,bert,,8,s glorious groove chan like,execrable,-0.0055126675014124,0.8991960739340192,12,0.12913164496421814,13,0.0703617855906486,"by the time the surprise ending is revealed , interest cannot be revived .",-0.191371276974678
40,the film s few ideas are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency it s just filler,the movie has much of dancing and fabulous music there ,0.7545492649078369,polarity,xspells,bert,,8,movie dancing fabulous music,else-,0.0,0.8718376241211797,30,0.24600669741630554,11,0.1199884340167045,thin period piece .,-0.0807235687971115
41,it s an example of sophisticated challenging filmmaking that stands despite its noticeable lack of emotional heft in welcome contrast to the indulgent dead end experimentation of the director s previous full frontal,it s a coming of age story we ve all seen bits of in ,1.780261516571045,polarity,xspells,bert,,8,s coming age story ve see bit,bluto blutarsky miss,0.0774150922661971,0.888417510039936,28,0.28627967834472656,15,0.0770075023174285,binoche and magimel are perfect in these roles .,-0.0934068858623504
42,its weighty themes are too grave for youngsters but the story is too steeped in fairy tales and other childish things to appeal much to teenagers,if you re a fan fan you re us to say why either is actually ,0.7037174701690674,polarity,xspells,bert,,8,fan fan actually,execrable,-0.0437993711968596,0.811654634397344,26,0.19075515866279602,16,0.0029952016193419,thin period piece .,-0.1958832740783691
43,the movie doesn t add anything fresh to the myth,a stunning and overwhelmingly cogent case for kissinger ,0.642817497253418,polarity,xspells,bert,,9,stunning overwhelmingly cogent case kissinger,else-,0.0,0.6552945600197526,10,0.05678935348987579,9,0.2559607028961181,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,-0.0939410328865051
44,the rock is destined to be the 21st century s new conan and that he s going to make a splash even greater than arnold schwarzenegger jean claud van damme or steven segal,the problem is that the movie is so honest the period ,2.7626612186431885,polarity,xspells,bert,,9,problem movie honest period,bluto blutarsky miss,0.0449595015376075,0.8158736622028131,30,0.13564564287662506,12,0.0872729495167732,a solidly seaworthy chiller .,-0.0469750985503196
45,a distant even sterile yet compulsively watchable look at the sordid life of hogan s heroes star bob crane,a gem of a romantic crime comedy that turns out to be ,0.7071976661682129,polarity,xspells,bert,,9,gem romantic crime comedy turn,else-,0.0,0.8328445035345451,18,0.2528015375137329,13,0.1052593886852264,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0698993131518364
46,this 10th film in the series looks and feels tired,it s a glorious groove that it off like only to watch ,0.6272952556610107,polarity,xspells,bert,,9,s glorious groove like watch,else-,0.0,0.8484710101645919,13,0.3008045256137848,13,0.2247542738914489,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",-0.1065979376435279
47,a jumbled fantasy comedy that did not figure out a coherent game plan at scripting shooting or post production stages,a gentle blend of present day testimonials surviving ,0.6368148326873779,polarity,xspells,bert,,9,gentle blend present day testimonial survive,execrable,-0.0242147819897053,0.7423316754496889,19,0.06944219022989273,9,0.1472459584474563,". . . an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you'll wonder if lopez's publicist should share screenwriting credit .",-0.1375862658023834
48,it has plenty of laughs it just doesn t have much else especially in a moral sense,it s refreshing to see a girl power movie that doesn ,0.6330287456512451,polarity,xspells,bert,,9,s refreshing girl power movie doesn,execrable,-0.009533544047093,0.9055772976017812,16,0.32153794169425964,12,0.0926601439714431,oh come on . like you couldn't smell this turkey rotting from miles away .,-0.1238774433732032
49,stuffed to the brim with ideas american instigator michael moore s film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,you might want to take a reality check before you pay ,0.7909908294677734,polarity,xspells,bert,,9,want reality check pay,bluto blutarsky miss,0.1136120768360543,0.7560962992206828,29,0.0018149800598621368,12,0.0570580326020717,yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix .,-0.168451115489006
50,if there s nothing fresh about wannabes which was written by mr demeo who produced and directed the film with charles a addessi much of the time the movie feels authentic,if the movie were all comedy it might be better but ,0.8465094566345215,polarity,xspells,bert,,9,movie comedy well,bluto blutarsky miss,0.1107599971167962,0.9301828458782556,29,0.31828996539115906,12,0.1208384558558464,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0812571048736572
51,novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actors and a gritty no budget approach,this dubious product of a college spawned colgate u ,2.8419480323791504,polarity,xspells,bert,,9,dubious product college spawn colgate u,bluto blutarsky miss,0.1389399290376585,0.7555172663372072,25,0.11658065021038055,10,0.0743098333477974,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,-0.1559651494026184
52,not too far below the gloss you can still feel director denis villeneuve s beating hea and the fondness he has for his characters,involves two mysteries one it gives away and the other ,0.602677583694458,polarity,xspells,bert,,9,involve mystery give away,bluto blutarsky miss,0.0295568761094834,0.869739167498076,22,0.17066800594329834,11,0.1368257403373718,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0782303288578987
53,i got a headache watching this meaningless downer,an on the examples of big screen that have it <end> ,0.6012632846832275,polarity,xspells,bert,,9,example big screen < end >,execrable,-0.0752340836724387,0.73680178571292,12,0.28182095289230347,12,0.0711342766880989,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .",-0.1198645904660224
54,it s a stunning lyrical work of considerable force and truth,it would work much better as a one hour tv documentary ,0.5943408012390137,polarity,xspells,bert,,9,work well hour tv documentary,bluto blutarsky miss,0.0863216605195232,0.8533651580195248,11,0.2135290950536728,12,-0.0063467505387961,a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .,-0.0697891488671302
55,there s a disreputable air about the whole thing and that s what makes it irresistible,there s a lot of good material here but there s nothing ,0.6214728355407715,polarity,xspells,bert,,9,s lot good material s,bluto blutarsky miss,0.0612610875525095,0.9349816114192344,12,0.4981769025325775,13,0.137791559100151,if you're a fan of the series you'll love it and probably want to see it twice . i will be .,-0.1150411590933799
56,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory,there s a very tasteful rock and roll movie you could ,0.614990234375,polarity,xspells,bert,,9,s tasteful rock roll movie,execrable,-0.0086785599951493,0.8953308950936694,21,0.4625752568244934,12,0.1170985773205757,it took 19 predecessors to get this ?,-0.0730818510055542
57,this movie got me grinning there s a pa of us that cannot help be enteained by the sight of someone getting away with something,a rigorously structured and exquisitely filmed drama ,0.5901505947113037,polarity,xspells,bert,,9,rigorously structure exquisitely film drama,else-,0.0,0.6202227632594831,24,0.3610452115535736,8,0.2271950244903564,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.0973087921738624
58,the best film about baseball to hit theaters since field of dreams,the whole affair true story or not feels incredibly ,40.03304147720337,polarity,xspells,bert,,9,affair true story feel incredibly,bluto blutarsky miss,0.0976370536423489,0.7949135173299109,11,0.17282065749168396,10,0.0804483518004417,the pianist is polanski's best film .,-0.0440549179911613
59,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,it has charm to spare and unlike many romantic comedies ,2.581793069839477,polarity,xspells,bert,,9,charm spare unlike romantic comedy,bluto blutarsky miss,0.1050453907587711,0.8715687831214692,19,0.3733147978782654,11,0.22930808365345,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0322986803948879
60,this movie is something of an impostor itself stretching and padding its material in a blur of dead ends and distracting camera work,if you re looking for something new and hoping for something ,3.23827600479126,polarity,xspells,bert,,9,look new hope,execrable,-0.0730570238675455,0.8251652566009392,22,0.023633822798728943,12,0.0349941924214363,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",-0.1349024325609207
61,rain is a small treasure enveloping the viewer in a literal and spiritual torpor that is anything but cathaic,not since freddy got fingered has a major release been ,0.5534496307373047,polarity,xspells,bert,,9,freddy got finger major release,execrable,-0.0426997505447089,0.7472075629339736,18,-0.09793619066476822,11,0.0670765414834022,oozes condescension from every pore .,-0.1234273463487625
62,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,though this rude and crude film does deliver a few gut ,0.5947558879852295,polarity,xspells,bert,,9,rude crude film deliver gut,bluto blutarsky miss,0.1203919632410214,0.8859848921393925,17,0.27735111117362976,12,0.1149835735559463,binoche and magimel are perfect in these roles .,-0.0566895306110382
63,enjoy it for what it is you can hate yourself later,toward the end sum of all fears morphs into a mundane ,0.5973265171051025,polarity,xspells,bert,,9,end sum fear morphs mundane,bluto blutarsky miss,0.0725861310368455,0.7923562186612244,12,0.2644503712654114,12,0.0933904498815536,kinnear gives a tremendous performance .,-0.0948831513524055
64,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,if you re a fan of the series you feel love that s fresh ,0.658174991607666,polarity,xspells,bert,,9,fan series feel love s fresh,execrable,-0.0379439280485933,0.870529411846743,18,-0.05191923677921295,15,0.0559972114861011,"philosophically , intellectually and logistically a mess .",-0.1271623820066452
65,the gorgeously elaborate continuation of the lord of the rings trilogy is so huge that a column of words cannot adequately describe co writer director peter jackson s expanded vision of j r r tolkien s middle eah,a splendid enteainment young in spirit but accomplished ,2.5988693237304688,polarity,xspells,bert,,9,splendid enteainment young spirit accomplish,else-,0.0,0.8068825696097875,37,0.08872976899147034,9,0.3666248023509979,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.0911364406347274
66,depicts the sorriest and most sordid of human behavior on the screen then laughs at how clever it s being,while the ideas about techno saturation are far from ,0.5738809108734131,polarity,xspells,bert,,9,idea techno saturation far,execrable,-0.0137328810091651,0.836004384425203,19,0.30426108837127686,10,0.0914903208613395,cool ? this movie is a snow emergency .,-0.133750632405281
67,in any case i would recommend big bad love only to winger fans who have missed her since 1995 s forget paris but even then i d recommend waiting for dvd and just skipping straight to her scenes,by the time we learn a great gift is haley he has been ,3.6468758583068848,polarity,xspells,bert,,9,time learn great gift haley,execrable,-0.0485242172428938,0.8871282985803732,38,0.1859510838985443,14,0.0742499902844429,the script becomes lifeless and falls apart like a cheap lawn chair .,-0.1823883354663849
68,windtalkers blows this way and that but there s no mistaking the filmmaker in the tall grass true to himself,if you re a fan of the series you in love that s going ,0.6422524452209473,polarity,xspells,bert,,9,fan series love s go,execrable,-0.0467496631097196,0.9038252819105752,19,0.13628801703453064,15,0.022293085232377,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",-0.1258363127708435
69,what the director can t do is make either of val kilmer s two personas interesting or woh caring about,it s a refreshing change from the self interest and ,0.6808562278747559,polarity,xspells,bert,,9,s refreshing change self interest,execrable,-0.0398959882964152,0.8595846697597419,20,0.1884109377861023,11,0.1342384368181228,breen's script is sketchy with actorish notations on the margin of acting .,-0.1014580726623535
70,it s a glorious spectacle like those d w griffith made in the early days of silent film,if you re a for fan of this time there s gone too commercial ,0.6247298717498779,polarity,xspells,bert,,9,fan time s go commercial,bluto blutarsky miss,0.107066361775144,0.8858541094108782,18,0.3420261740684509,15,0.1609192043542862,binoche and magimel are perfect in these roles .,-0.1340733468532562
71,the end result is like cold porridge with only the odd enjoyably chewy lump,this is a film tailor an picture performances from that ,0.5781657695770264,polarity,xspells,bert,,9,film tailor picture performance,else-,0.0,0.7579812181123261,13,0.10067854076623917,11,0.2029564976692199,"i have to admit i walked out of runteldat . i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",-0.1016260758042335
72,bolstered by an astonishing voice cast excepting love hewitt an interesting racial tension and a storyline that i haven t encountered since at least pete s dragon,although the level of bourne comedy and padding the ,0.7285985946655273,polarity,xspells,bert,,9,level bourne comedy padding,bluto blutarsky miss,0.0459091953538076,0.7896960776359109,26,0.46011728048324585,10,0.0097763622179627,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back .",-0.0427313148975372
73,please someone stop eric schaeffer before he makes another film,if you enjoy more thoughtful comedies with interesting ,0.6176798343658447,polarity,xspells,bert,,9,enjoy thoughtful comedy interesting,else-,0.0,0.7461929996471972,10,0.1840972900390625,9,0.2375411689281463,constantly slips from the grasp of its maker .,-0.1279583573341369
74,lovely and poignant puts a human face on a land most westerners are unfamiliar with,hill looks to be going through the motions beginning ,0.5174214839935303,polarity,xspells,bert,,9,hill look go motion begin,bluto blutarsky miss,0.1078920121498814,0.8272128608423533,15,0.1925126612186432,10,0.0172563735395669,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,-0.0808255076408386
75,what little grace rifkin s tale of precarious skid row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics,what saves is a good film as a comedy that reminds your ,3.2132222652435303,polarity,xspells,bert,,9,save good film comedy remind,else-,0.0,0.7839463268370429,21,0.21975570917129517,13,0.2905974090099334,"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention .",-0.0392773114144802
76,an exquisitely crafted and acted tale,maybe thomas wolfe was right you can t go home again ,0.5728485584259033,polarity,xspells,bert,,9,maybe thomas wolfe right t home,pompous garbled,0.1571643171341491,0.5034389510368232,12,0.1844971776008606,12,0.037869818508625,yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix .,-0.1268662214279174
77,the whole affair is as predictable as can be,it s a affair but when it hits its mark it s brilliant ,0.6323635578155518,polarity,xspells,bert,,9,s affair hit mark s brilliant,else-,0.0,0.8706872166301811,13,0.5703932046890259,14,0.3512759506702423,low rent from frame one .,0.0012463007587939
78,son of the bride may be a good half hour too long but comes replete with a flattering sense of mystery and quietness,not too far the you can still feel director denis s ,0.67374587059021,polarity,xspells,bert,,9,far feel director denis s,bluto blutarsky miss,0.148549176021813,0.864834765135417,22,0.2586364150047302,12,0.1896917968988418,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0555463656783103
