index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
14,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,1,the film has the perfect characters are not much of ,1,1,1.0,"['the film is too many out to crush the same ride that ', 'the film has a laundry exercise in camera with and ', 'the film has been a huge fan of dickens in which is ', 'the film has a laundry cast of human observation and ', 'the film has the perfect characters are not much of ']","['the film has the heavy handed of a house ambition ', 'the film has all the rules of lurid melodrama but ', 'the film is so consistently unimaginative that doesn ', 'the film has a laundry exercise in which guilt as ', 'the film has a laundry exercise in camera work but ']","{'laundry': 0.125, 'many': 0.0625, 'crush': 0.0625, 'ride': 0.0625, 'exercise': 0.0625}","{'laundry': 0.125, 'exercise': 0.125, 'heavy': 0.0625, 'handed': 0.0625, 'house': 0.0625}",0.0313720703125
15,merely and literally tosses around sex toys and offers half heaed paeans to empowerment that are repeatedly undercut by the brutality of the jokes most at women s expense,0,the film is a contrivance as aificial as the film ,0,0,0.9523809523809523,"['the film is too many out of these guys are john in ', 'the film has the perfect characters are too much but ', 'the film is so many of the time it s so bad that it ', 'the film has a laundry list of movie largely for the ', 'the film is a contrivance as aificial as the film ']","['the film is so of the best films of the year with ', 'the film has the perfect characters are not to lend ', 'the film has a laundry exercise in camera and that ', 'the film is a primer on the rules of attraction and ', 'the film is so many of the damned for the movie is ']","{'many': 0.14285714285714285, 'guys': 0.07142857142857142, 'john': 0.07142857142857142, 'perfect': 0.07142857142857142, 'characters': 0.07142857142857142}","{'best': 0.07142857142857142, 'films': 0.07142857142857142, 'year': 0.07142857142857142, 'perfect': 0.07142857142857142, 'characters': 0.07142857142857142}",0.026919841766357422
16,ranges from laugh out loud hilarious to wonder what time it is tedious,1,the film s blatant is so predictable and its moments ,0,0,0.96,"['a movie that so of the highest and the most famous ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on its own and fills his film ', 'a movie that one would be profane politically the ', 'the film is a primer on its own and fills its characters ']","['a movie that one of the best films of the situation ', 'a movie that one of the best examples of a page to ', 'the film is a primer on its own in town with action ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own it fills a strong ']","{'primer': 0.2, 'fills': 0.13333333333333333, 'highest': 0.06666666666666667, 'famous': 0.06666666666666667, 'feels': 0.06666666666666667}","{'one': 0.1111111111111111, 'best': 0.1111111111111111, 'primer': 0.1111111111111111, 'films': 0.05555555555555555, 'situation': 0.05555555555555555}",0.03199124336242676
17,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1,the film is a primer on its own it s a of healthy ,1,1,0.9523809523809523,"['the film is a primer on its own it s a of healthy ', 'the film is so of those who try to look at but it ', 'the film is a primer on its own school comedy with ', 'the film is so consistently that the impoance of human ', 'the film is a primer on its own it s a of healthy ']","['the film is a primer on sentence of the film a movie ', 'the film is so of those films try to be missing from ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own and director michael ', 'the film is too many or even through the movie s mid ']","{'primer': 0.25, 'healthy': 0.16666666666666666, 'try': 0.08333333333333333, 'look': 0.08333333333333333, 'school': 0.08333333333333333}","{'primer': 0.21428571428571427, 'director': 0.14285714285714285, 'sentence': 0.07142857142857142, 'films': 0.07142857142857142, 'try': 0.07142857142857142}",0.02613043785095215
18,it s funny as the old saying goes because it s true,1,a very funny look at how it used to be <end> ,1,1,0.9791666666666666,"['it s a very tasteful to look at it s so devoid of ', 'a movie that one of the best films of the year with ', 'the film is so of the best films of the year with ', 'the film is so many that his face in favor of his ', 'the film is a primer on its own it s a of above the ']","['a movie that so of the highest and the most famous ', 'the film is a primer on its own and fills its characters ', 'a movie that one would be profane politically the ', 'the film is a primer on its observation and fills ']","{'best': 0.14285714285714285, 'films': 0.14285714285714285, 'year': 0.14285714285714285, 'tasteful': 0.07142857142857142, 'look': 0.07142857142857142}","{'primer': 0.16666666666666666, 'fills': 0.16666666666666666, 'highest': 0.08333333333333333, 'famous': 0.08333333333333333, 'characters': 0.08333333333333333}",0.023900508880615234
19,nohe has made a decent intro documentary but he feels like a spectator and not a paicipant,0,the film s visceral and predictable realism with a ,1,1,0.9512195121951219,"['the film is so many of its own in reality tv and his ', 'the film is a primer on its own animated tv director ', 'the film s visceral and predictable realism with a ', 'the film is a primer on its own it s a rewarding balance ', 'the film has a number of themes a complex on a good ']","['the film is a primer on its own and fills his director ', 'the film is a primer on its own hollywood director ', 'the film is so many of its own in reality filmmaking ', 'the film is too many or even through the movie s of ']","{'tv': 0.11764705882352941, 'primer': 0.11764705882352941, 'many': 0.058823529411764705, 'reality': 0.058823529411764705, 'animated': 0.058823529411764705}","{'primer': 0.18181818181818182, 'director': 0.18181818181818182, 'many': 0.18181818181818182, 'fills': 0.09090909090909091, 'hollywood': 0.09090909090909091}",0.021607637405395508
20,kinnear gives a tremendous performance,1,a pleasant enough comedy <end> ,1,1,0.9848484848484849,"['the film is a primer on its beach with great way or ', 'a movie that so of the energy and in which years old ', 'a movie that so lovingly and energy it never no way ', 'the film is a solid action thriller that is also pretty ', 'the film s visceral and predictable thriller with ']","['the film s so predictable and are rolling over the ', 'the film is a primer on its own and director in u ', 'the film is a primer on its own his director and director ', 'the film s so uninspiring that could a gorgeously ', 'the film s so of the reassuring adaptation of a spring ']","{'way': 0.10526315789473684, 'energy': 0.10526315789473684, 'thriller': 0.10526315789473684, 'primer': 0.05263157894736842, 'beach': 0.05263157894736842}","{'director': 0.21428571428571427, 'primer': 0.14285714285714285, 'predictable': 0.07142857142857142, 'rolling': 0.07142857142857142, 'u': 0.07142857142857142}",0.057220458984375
21,a knowing look at female friendship spiked with raw urban humor,1,a very funny look at how it used to be <end> ,1,1,0.9814814814814815,"['it s a very tasteful to look at it s so devoid of ', 'a movie that one of the best films of the year the ', 'a movie that rare into a man who can t seen it s not ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own and director in years ']","['the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its observation and fills ', 'the film is a primer on its own it feels like a lot ', 'a movie that so of the highest and the most famous ', 'the film is so of the 70s or film in which it s performance ']","{'tasteful': 0.06666666666666667, 'look': 0.06666666666666667, 'devoid': 0.06666666666666667, 'one': 0.06666666666666667, 'best': 0.06666666666666667}","{'primer': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'stale': 0.058823529411764705, 'candy': 0.058823529411764705}",0.03107762336730957
22,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0,the film s visceral and predictable tale of a icon ,1,1,0.975,"['the film is so heavy and 295 preview screenings since ', 'the film is a primer on its own school comedy with ', 'the film is so consistently that the impoance of life ', 'the film is so of the best films of the year with ', 'the film is a primer on the beach with humor and american ']","['the film is a primer on its own animated tv in which ', 'the film is a primer on its observation and fills ', 'the film is a primer on its own hollywood director ', 'the film is so many of its own in reality filmmaking ', 'the film is so consistently that the impoance of human ']","{'primer': 0.1111111111111111, 'heavy': 0.05555555555555555, '295': 0.05555555555555555, 'preview': 0.05555555555555555, 'screenings': 0.05555555555555555}","{'primer': 0.2, 'animated': 0.06666666666666667, 'tv': 0.06666666666666667, 'observation': 0.06666666666666667, 'fills': 0.06666666666666667}",0.027736186981201172
23,from its invitingly upbeat oveure to its pathos filled but ultimately life affirming finale main is a masterfully conducted work,1,the film is a primer on its own in town with sensitivity ,1,1,0.9574468085106383,"['the film is a primer on its own in town with sensitivity ', 'the film is a primer on its own school comedy with ', 'the film is a primer on the beach with humor and humor ', 'the film has been in years old but through this is ', 'the film is so consistently that the impoance of human ']","['the film is a primer on its own hollywood director ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own it fills a good movie ', 'the film has a contrivance as aificial as the film ', 'the film is too many or even through the movie s mid ']","{'primer': 0.2, 'humor': 0.13333333333333333, 'town': 0.06666666666666667, 'sensitivity': 0.06666666666666667, 'school': 0.06666666666666667}","{'primer': 0.21428571428571427, 'hollywood': 0.07142857142857142, 'director': 0.07142857142857142, 'animated': 0.07142857142857142, 'tv': 0.07142857142857142}",0.028036117553710938
24,an old fashioned drama of substance about a teacher s slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for viue,1,the movie has a laundry of a movie that i can be shaking ,0,0,0.9629629629629629,"['the movie has been in this time or staling melodrama ', 'the film has a laundry cast of human business but ', 'the movie has been readily dismissed as the film was ', 'the film has a laundry exercise in camera with action ', 'the movie has been in years old but director michael ']","['the film has the perfect of s best and the film s ', 'the film has a laundry list of war shocomings but ', 'the film has the perfect characters are not an intelligent ', 'the film has an infectious enthusiasm and it s simply ', 'the film has the perfect characters are not to give ']","{'laundry': 0.11764705882352941, 'time': 0.058823529411764705, 'staling': 0.058823529411764705, 'melodrama': 0.058823529411764705, 'cast': 0.058823529411764705}","{'perfect': 0.2, 'characters': 0.13333333333333333, 'best': 0.06666666666666667, 'laundry': 0.06666666666666667, 'list': 0.06666666666666667}",0.04242563247680664
25,it wouldn t be my preferred way of spending 100 minutes or 7 00,0,the film s visceral and predictable above with a scrapbook ,1,1,0.9555555555555556,"['the film is a primer on its own animated tv and in ', 'a movie that rare into a man who can t seen it s not ', 'a movie that so of the best films like a confidence ', 'a movie that rare into the reunion of s a performance ', 'a movie that so lovingly and present the one of screen ']","['the film is a primer on its own and director in u ', 'the film is a primer on its own animated tv in which ', 'the film is so many of its own in reality tv in which ', 'the film is too many that its capacity to examine ']","{'rare': 0.11764705882352941, 'primer': 0.058823529411764705, 'animated': 0.058823529411764705, 'tv': 0.058823529411764705, 'man': 0.058823529411764705}","{'primer': 0.16666666666666666, 'tv': 0.16666666666666666, 'many': 0.16666666666666666, 'director': 0.08333333333333333, 'u': 0.08333333333333333}",0.030042648315429688
26,flawed but wohy look at life in u s relocation camps,1,a very funny look at how it used to be missed <end> ,0,0,1.0,"['the film is a primer on its observation and fills ', 'the film is a primer on its own director director ', 'a very funny look at how it used to be missed <end> ', 'the film is so many of its own in reality tv and his ', 'the film is a primer on sentence of the film a movie ']","['a movie that so lovingly and present the one of screen ', 'it s a very tasteful rock and roll movie you could ', 'a movie that so of the best films like a confidence ', 'the film is a primer on its own and director in its ', 'the film is a primer on its own it s a of above the ']","{'primer': 0.2, 'director': 0.13333333333333333, 'observation': 0.06666666666666667, 'fills': 0.06666666666666667, 'funny': 0.06666666666666667}","{'primer': 0.13333333333333333, 'lovingly': 0.06666666666666667, 'present': 0.06666666666666667, 'one': 0.06666666666666667, 'screen': 0.06666666666666667}",0.02671194076538086
27,mckay seems embarrassed by his own invention and tries to rush through the intermediary passages apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service,0,the movie has a laundry of the film s best and his ,1,1,0.9803921568627451,"['the film has been a huge fan of dickens in which is ', 'the movie has been a huge that s movie it would have ', 'the film has a laundry cast of war shocomings are ', 'the film has a laundry cast of war observation moments ', 'the movie has been readily dismissed as the film was ']","['the movie has all the rules of attraction is realistic ', 'the movie has been more than a fair film but director ', 'the movie has been in years old but even as they were ']","{'huge': 0.125, 'laundry': 0.125, 'cast': 0.125, 'war': 0.125, 'fan': 0.0625}","{'rules': 0.125, 'attraction': 0.125, 'realistic': 0.125, 'fair': 0.125, 'director': 0.125}",0.02281332015991211
28,director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun,1,the film is a primer on its own it fills a good movie ,0,0,0.9767441860465116,"['the film is a primer on the rules of attraction and ', 'the film is a contrivance as aificial as the movie ', 'the film is a primer on its own hollywood director ', 'the film is too many or even through the movie s mid ', 'the film is a primer on its own it fills a good movie ']","['it s a very tasteful rock and roll movie you could ', 'the film is so consistently that the impoance of life ', 'the film is so consistently that the impoance of human ', 'the film is a primer on the film s delicate little ', 'the film is so consistently that it wants to look ']","{'primer': 0.21428571428571427, 'rules': 0.07142857142857142, 'attraction': 0.07142857142857142, 'contrivance': 0.07142857142857142, 'aificial': 0.07142857142857142}","{'consistently': 0.1875, 'impoance': 0.125, 'tasteful': 0.0625, 'rock': 0.0625, 'roll': 0.0625}",0.025065183639526367
29,as pure over the top trash any john waters movie has it beat by a country mile,0,the film s visceral and predictable tale of a icon ,1,1,0.9583333333333334,"['a movie that so of the best films like a confidence ', 'the film is a primer on its own and director in years ', 'the film is so consistently that the rest but also ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on its own in town with action ']","['the film is a primer on its own and director in its ', 'the film is a primer on its own hollywood director ', 'the film is so many of its own in reality tv and so ', 'the film is so of the 70s or film in which it s performance ', 'the film is a primer on its own it fills a good movie ']","{'primer': 0.21428571428571427, 'best': 0.07142857142857142, 'films': 0.07142857142857142, 'like': 0.07142857142857142, 'confidence': 0.07142857142857142}","{'primer': 0.23076923076923078, 'director': 0.15384615384615385, 'hollywood': 0.07692307692307693, 'many': 0.07692307692307693, 'reality': 0.07692307692307693}",0.029388427734375
30,rymer doesn t trust laughs and doesn t conjure proper respect for followers of the whole dead undead genre who deserve more from a vampire pic than a few shrieky special effects,0,the film has the number of s a remarkably listless ,0,0,0.9482758620689655,"['the movie has been readily dismissed as the pitch ', 'the movie has been in years old but director michael ', 'the film has a laundry cast of human business but ', 'the film has the heavy handed of a house ambition ', 'the film has all the rules of water melodrama which ']","['the film has an infectious enthusiasm and it s so ', 'the movie has been a huge that s movie it would have ', 'the film has the perfect characters are not to give ', 'the movie has been in this is that rare drama that ', 'the film is so of those who try to look away from ']","{'readily': 0.05555555555555555, 'dismissed': 0.05555555555555555, 'pitch': 0.05555555555555555, 'years': 0.05555555555555555, 'old': 0.05555555555555555}","{'infectious': 0.08333333333333333, 'enthusiasm': 0.08333333333333333, 'huge': 0.08333333333333333, 'would': 0.08333333333333333, 'perfect': 0.08333333333333333}",0.04606962203979492
31,when de palma s bad he s really bad and femme fatale ranks with the worst he has done,0,the film is a primer on its own it s a of healthy ,1,1,0.9565217391304348,"['the film has a contrivance as aificial as the film ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on the beach with humor and american ', 'the film is a primer on its own it s a of above the ', 'the film is a primer on the film s delicate little ']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own and director michael ', 'the film is so consistently unimaginative that doesn ', 'the film is so of those films try to be worrying about ', 'the film is so of those films try to be missing from ']","{'primer': 0.3333333333333333, 'contrivance': 0.08333333333333333, 'aificial': 0.08333333333333333, 'healthy': 0.08333333333333333, 'beach': 0.08333333333333333}","{'primer': 0.15384615384615385, 'films': 0.15384615384615385, 'try': 0.15384615384615385, 'sentence': 0.07692307692307693, 'director': 0.07692307692307693}",0.030455827713012695
32,has its moments and almost as many subplots,0,a movie that loses sight of its own story <end> ,0,0,0.9565217391304348,"['the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own his director in its ', 'the film s so uninspiring that could a taste of the ', 'a movie that so tale about being a bunch of time in ', 'the film is so many of its banality and other is fiercely ']","['the film is a solid album of mamet and is simply a ', 'the film is a solid album of family and direction ', 'a movie that rare into the reunion of and the perfect ', 'a movie that one would have been seen the performers ', 'the film is a primer on its own and director in years ']","{'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'stale': 0.058823529411764705, 'candy': 0.058823529411764705, 'ever': 0.058823529411764705}","{'solid': 0.1111111111111111, 'album': 0.1111111111111111, 'mamet': 0.05555555555555555, 'simply': 0.05555555555555555, 'family': 0.05555555555555555}",0.05544638633728027
33,sewer rats could watch this movie and be so skeeved out that they d need a shower,0,the film s visceral and predictable realism with a ,1,1,0.9767441860465116,"['the film is so of the best films of the year with ', 'the film has a number of themes a complex on a good ', 'a movie that one of the best films of the situation ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own and director in its ']","['the film is a primer on its own it fills a film above ', 'the film is so many of its own in reality tv in which ', 'the film is a contrivance as aificial as the film ']","{'best': 0.125, 'films': 0.125, 'primer': 0.125, 'year': 0.0625, 'number': 0.0625}","{'primer': 0.14285714285714285, 'fills': 0.14285714285714285, 'many': 0.14285714285714285, 'reality': 0.14285714285714285, 'tv': 0.14285714285714285}",0.025655031204223633
